Date,Open,High,Low,Close,Adj Close,Volume,ETH Gas price,ETH total supply,ETH daily transaction fee,Gas utilization rate of ETH,ETH daily new contracts,ETH market cap,ETH average daily block size,ETH average computing power of the entire network,ETH average daily transaction fee,ETH mining difficulty,ETH number of daily active addresses,Number of new addresses added per day on ETH,ETH number of daily transactions on the chain,ETH daily transaction volume on the chain
2021-09-04,3937.91015625,3969.44873046875,3837.93115234375,3887.828369140625,3887.828369140625,20806963328,1.269601082945479e-07,117430213.9602991,12666.73,51.55,11097,459204445443.5512,72625.3327131783,639141631063696.8,0.0105534184989947,8569537184960356.0,528938,116405.0,1200249,3239458.454646231
2021-09-05,3886.3310546875,3979.1865234375,3838.4873046875,3952.133544921875,3952.133544921875,18371468576,1.198609583466105e-07,117434762.2323343,12145.38,51.690000000000005,10296,453663391169.9291,72274.26450329098,654124793804867.5,0.0106117395631193,8653056432517459.0,484219,102435.0,1144523,1959037.586405312
2021-09-06,3951.520751953125,3968.426513671875,3868.994384765625,3928.37939453125,3928.37939453125,18674691198,1.1827007119838277e-07,117439178.9196964,11773.13,51.41,10630,462393066461.5674,71564.74190048054,651463132790068.4,0.0100058557364119,8725060887762800.0,516678,114084.0,1176624,2677563.3996145497
2021-09-07,3926.527587890625,3945.314208984375,3062.222412109375,3426.394287109375,3426.394287109375,39131346397,1.4507786455584238e-07,117441713.0633155,14503.83,51.49,11034,455493363138.1504,77449.33761014068,655149030910896.6,0.0115994171432501,8747272729035748.0,536765,120289.0,1250393,4315859.813557683
2021-09-08,3428.378173828125,3559.121337890625,3224.764892578125,3497.315185546875,3497.315185546875,31738430771,2.192953319062433e-07,117441493.0488722,21868.98,51.43,11183,383358245428.9448,71001.31021671827,654104070948723.2,0.0173317525065641,8746603886634197.0,552474,114431.0,1261787,6747933.199138821
2021-09-09,3452.54833984375,3562.99267578125,3400.51708984375,3427.340087890625,3427.340087890625,24118055831,1.931303943332444e-07,117440699.0206908,19063.47,51.38,12492,410449037633.4411,69950.75394469615,652188819823655.2,0.0161213549621225,8803020500072883.0,511012,116130.0,1182498,3895962.841041404
2021-09-10,3425.56494140625,3512.5712890625,3157.05908203125,3211.505859375,3211.505859375,22355974097,1.0644831731514529e-07,117446459.360398,10687.12,51.42,15679,398835599284.4695,72711.32129131438,663614680111174.9,0.0084497924143269,8813606962282195.0,582532,126249.0,1264779,3559859.115347463
2021-09-11,3209.030517578125,3346.5263671875,3208.9619140625,3270.278076171875,3270.278076171875,18627122934,9.163370609604414e-08,117453949.2908534,9123.01,51.470000000000006,14172,379967231397.7487,75885.37362296354,666332895973640.9,0.0072661983957513,8931383854256247.0,613695,115337.0,1255541,4838632.374234837
2021-09-12,3270.291748046875,3462.46826171875,3235.109375,3410.134521484375,3410.134521484375,16810411424,5.8745369602933586e-08,117463568.6283746,5891.66,51.5,15819,389571936158.0995,78541.4544613962,677915358018143.9,0.0048415675685003,9022815183560540.0,583402,116816.0,1216891,4028891.0273493184
2021-09-13,3407.471923828125,3426.502197265625,3121.51416015625,3285.51171875,3285.51171875,22721552948,8.770213740815928e-08,117470868.6122657,8691.2,51.54,14641,375233649370.41504,76487.98095832684,664742690486108.4,0.0069387660601473,8962092913912462.0,622103,115482.0,1252557,3149687.269425415
2021-09-14,3286.31640625,3429.169677734375,3273.630859375,3429.169677734375,3429.169677734375,19125420848,6.740856199263562e-08,117480227.0808267,6753.38,51.44,18134,388067089886.8297,78353.80659577747,669944262970581.0,0.0054279984728836,8918271594365465.0,593249,130111.0,1244175,3210046.586019845
2021-09-15,3431.21728515625,3615.28271484375,3365.9130859375,3615.28271484375,3615.28271484375,17548551804,8.920288244820182e-08,117488212.314136,8930.18,51.48,14564,398318060308.8995,76914.14940577249,666030937509562.1,0.0073160656908832,8881509185832975.0,575013,120939.0,1220626,3715898.4663006174
2021-09-16,3613.07373046875,3673.310791015625,3489.8056640625,3571.294921875,3571.294921875,20093903064,8.006552570826512e-08,117496056.41352,7972.83,51.39,12129,426204107353.44775,84724.79228624536,665613859432635.1,0.0066711487790775,8906748678908334.0,533763,120359.0,1195121,3085394.0401591044
2021-09-17,3569.568115234375,3589.30517578125,3356.449951171875,3398.538818359375,3398.538818359375,17722363229,9.484267336518637e-08,117502891.4635342,9453.51,51.49,9208,412545155646.61066,81902.40790697675,668065638089063.0,0.0077115168917403,8947977302096293.0,553755,130393.0,1225895,3479984.0291262018
2021-09-18,3397.4228515625,3540.8076171875,3371.892333984375,3432.018310546875,3432.018310546875,15995220233,6.71334030981954e-08,117511710.8093988,6682.46,51.41,12240,410508489554.6201,76144.60672763913,671592204788912.0,0.0058200304306891,8994441771516371.0,524542,107527.0,1148183,2293238.807659953
2021-09-19,3433.287841796875,3448.322021484375,3286.17236328125,3329.447998046875,3329.447998046875,14257609743,5.6485992212546544e-08,117521752.6153591,5627.49,51.49,17675,403222001225.5732,80768.03877772608,679962593068103.4,0.0050968101293337,9113671758191890.0,515463,112201.0,1104120,2049136.1993169168
2021-09-20,3329.670654296875,3343.325439453125,2940.839111328125,2958.993408203125,2958.993408203125,27371684581,9.31738297940809e-08,117529605.7731588,9352.32,51.44,9477,365449360953.762,87892.78664820797,677993461997897.2,0.0079741208048197,9011054643384362.0,486577,97633.0,1172834,4932656.243887672
2021-09-21,2977.310546875,3101.697509765625,2676.407470703125,2764.43115234375,2764.43115234375,30405062665,8.990091400879315e-08,117536595.6382803,9011.01,51.44,10391,359761055836.785,84440.71272335181,689391110730516.5,0.0076051327626325,9174923722489160.0,497287,103658.0,1184859,5524102.855984442
2021-09-22,2763.209228515625,3089.0830078125,2741.440673828125,3077.867919921875,3077.867919921875,23742102645,9.782099625756173e-08,117542995.8138795,9696.6,51.370000000000005,10982,345496725903.0125,83549.04059097978,685500740014554.2,0.0082084908942688,9209636866896420.0,527052,100662.0,1181289,6666755.645217826
2021-09-23,3077.974365234375,3173.544677734375,3038.097900390625,3155.523681640625,3155.523681640625,18516291047,7.556589243050367e-08,117551302.6521415,7506.4,51.41,10384,369063830267.1756,81952.7927927928,672369827430889.8,0.006359448097774,9019281884290048.0,525520,106766.0,1180354,3272754.3596710283
2021-09-24,3154.56201171875,3159.64404296875,2747.337646484375,2931.669189453125,2931.669189453125,25595422789,9.893419679710493e-08,117559088.501793,9859.82,51.35,10663,343428066724.9934,87968.30173213733,677473565714948.9,0.0082074611012516,9052891158873076.0,511285,106271.0,1201324,5709230.030111221
2021-09-25,2930.884765625,2968.99462890625,2818.970458984375,2925.565673828125,2925.565673828125,18932786754,5.8403888609124344e-08,117568834.0863501,5874.53,51.35,13271,339024607676.4564,82462.68392829783,684803510089495.4,0.0052635856173895,9065094334908264.0,499587,98159.0,1116070,3332689.4948835163
2021-09-26,2926.343017578125,3114.857421875,2744.5830078125,3062.265380859375,3062.265380859375,21172766310,7.114500102501911e-08,117577856.6531269,7043.61,51.470000000000006,9291,325885032113.1624,83522.65376813855,690230628236733.6,0.0064794209041886,9305941811253526.0,468156,93678.0,1087074,5039048.28629793
2021-09-27,3065.837890625,3163.6650390625,2932.69287109375,2934.138916015625,2934.138916015625,19164053681,1.4870481903862294e-07,117586420.8318093,14716.76,51.39,13417,363493899653.6525,86703.45862552595,681812670194403.4,0.0130753580078433,9177904157420486.0,489754,104208.0,1125534,4040087.945696077
2021-09-28,2928.96337890625,2970.7705078125,2793.360595703125,2807.296630859375,2807.296630859375,16895079070,1.0393048344984887e-07,117592566.4027484,10313.83,51.44,10180,339716752333.1384,88966.67314872434,680858446884187.0,0.0092536902322343,9151173987427528.0,479397,100553.0,1114564,2999463.6250595343
2021-09-29,2809.297607421875,2946.88134765625,2786.98828125,2853.143310546875,2853.143310546875,15763456158,8.342870388827807e-08,117600332.5675952,8277.72,51.470000000000006,10130,343084839480.688,85392.7197134849,672643242603535.0,0.0072917769616803,9050461445994768.0,497017,97310.0,1135213,3239679.761055492
2021-09-30,2852.558837890625,3046.51953125,2840.28955078125,3001.678955078125,3001.678955078125,17661065099,9.799417026355705e-08,117606519.7896947,9658.44,51.39,9227,352033549105.50165,88938.57467125861,674237785607122.0,0.0086257327698611,9120419909675672.0,480862,96272.0,1119724,4897634.519323832
2021-10-01,3001.12939453125,3329.853515625,2978.654296875,3307.51611328125,3307.51611328125,22307625573,1.1799006387777057e-07,117611057.9659921,11725.8,51.4,7834,363036558921.30426,79555.32422360248,678240841560653.8,0.0099169653534596,9100372068251940.0,546452,108102.0,1182398,3851117.648932968
2021-10-02,3308.870361328125,3464.83740234375,3260.027587890625,3391.6943359375,3391.6943359375,19202671704,7.686466284772849e-08,117618963.8367936,7547.07,51.370000000000005,11748,385368014214.1256,80892.97030169705,690314994607186.6,0.0067147976860098,9371706819762252.0,501647,101049.0,1123946,2428219.803401605
2021-10-03,3390.767578125,3484.605712890625,3348.1201171875,3418.358642578125,3418.358642578125,15516566862,6.407919502309093e-08,117628363.3214578,6319.88,51.45,11756,398385331417.2344,86805.40946115289,686725658018002.4,0.0055504051345735,9293335788750594.0,514927,101530.0,1138634,2905842.4634876945
2021-10-04,3418.7763671875,3434.775390625,3283.44873046875,3380.089111328125,3380.089111328125,17747154101,8.159525808071498e-08,117635839.8914883,7997.15,51.48,8072,395043082899.4945,91506.04368396151,681688962478495.6,0.0072766522749916,9286883133626596.0,468091,98807.0,1099015,2569223.921514205
2021-10-05,3381.784423828125,3541.45166015625,3365.817626953125,3518.5185546875,3518.5185546875,16632591670,1.279679603144878e-07,117639427.4043421,12771.03,51.39,8364,398364000283.6553,92259.62925170068,708005380237732.2,0.0106629178303505,9457077587087642.0,526416,118834.0,1197705,3392705.223743646
2021-10-06,3516.5703125,3622.55126953125,3354.4697265625,3580.56201171875,3580.56201171875,21855226591,1.6055373364072289e-07,117640683.3410821,15780.02,51.38,7658,405606557400.2217,88955.63339610797,698830748526364.0,0.0125517680232581,9476829411463236.0,583530,138604.0,1257195,4834313.764852843
2021-10-07,3576.814453125,3650.01318359375,3479.9091796875,3587.974853515625,3587.974853515625,19090322927,1.467880829467941e-07,117642653.8540756,14479.58,51.45,8371,423904830939.3052,81635.88582615505,705274559092170.4,0.0103793445053109,9539655929224310.0,704658,193251.0,1395038,4241312.161201712
2021-10-08,3587.832763671875,3667.95751953125,3547.828125,3563.75927734375,3563.75927734375,16222029488,1.371613643629262e-07,117645448.0887671,13528.34,51.42,10933,422804483333.2748,82994.79186228482,706661701941038.9,0.0100325783627166,9550274636734858.0,634791,134046.0,1348441,4567533.147415803
2021-10-09,3559.997802734375,3628.2373046875,3544.640380859375,3575.716796875,3575.716796875,12707036942,1.0933245371905693e-07,117650601.2912391,10710.74,51.38,10828,423094896960.7897,78095.30094488189,700180945066004.4,0.0089303571979459,9526828023385076.0,570734,124510.0,1199363,2115264.75059588
2021-10-10,3575.0205078125,3603.244873046875,3414.970947265625,3425.852783203125,3425.852783203125,16171746693,8.168910114727087e-08,117658388.5640854,8011.4,51.44,10838,420487075009.06647,75414.18188976379,694361072061575.0,0.0069575774839682,9447313354527490.0,543712,110356.0,1151464,2066226.329293816
2021-10-11,3419.726806640625,3622.28955078125,3385.76171875,3545.35400390625,3545.35400390625,18579189588,9.970098408141997e-08,117664411.6065061,9871.62,51.49,8078,424150608723.2293,76834.59094457455,710121479080513.8,0.0086590043691411,9576992783220914.0,502734,111409.0,1140041,2636717.024120092
2021-10-12,3546.477783203125,3546.477783203125,3407.338134765625,3492.5732421875,3492.5732421875,18109578443,1.070475980191794e-07,117669847.6846444,10476.05,51.43,9257,408863481455.02185,77252.10506389021,705502699823168.1,0.0085650782593907,9616412608904180.0,555215,122227.0,1223112,2654598.6867093346
2021-10-13,3492.753662109375,3607.74169921875,3417.60205078125,3606.20166015625,3606.20166015625,16211275589,9.85738660335489e-08,117676143.379173,9641.09,51.46,9980,403451876665.0884,81941.18056872037,721858271973847.8,0.0081538587748943,9851671685892412.0,524613,119396.0,1182396,3377112.959810858
2021-10-14,3604.958984375,3819.258544921875,3590.275146484375,3786.01416015625,3786.01416015625,19443499909,1.1128432672534617e-07,117681157.5285816,10955.54,51.44,10569,426273461158.19257,74257.09887005649,706369047260842.6,0.0089688280026491,9576949547056516.0,553333,128640.0,1221513,3602753.828475139
2021-10-15,3790.154296875,3895.46630859375,3735.363525390625,3862.634765625,3862.634765625,20966841512,1.5507404896220546e-07,117682669.7994451,15098.22,51.4,7873,447422765565.0495,74972.56316373435,692867455578161.8,0.012028297715549,9487385300501540.0,544416,123853.0,1255225,5282666.284681245
2021-10-16,3865.66650390625,3962.453125,3805.885986328125,3830.382080078125,3830.382080078125,16578095629,1.328309692406428e-07,117687585.2397422,13046.1,51.42,14193,451690429765.19006,71761.3928964325,696007287891608.8,0.0103596632142661,9449595331487834.0,590470,125977.0,1259317,3473122.84458361
2021-10-17,3829.85888671875,3914.89794921875,3660.723388671875,3847.1044921875,3847.1044921875,15908090346,7.799520372720031e-08,117695414.0450932,7703.53,51.42,11613,455508678689.66736,68289.69588998282,708368351068727.9,0.0067997422578039,9560979830656454.0,551765,110208.0,1132915,2514975.138571751
2021-10-18,3847.72998046875,3888.209228515625,3686.75048828125,3748.76025390625,3748.76025390625,17386204158,1.228714487696569e-07,117702572.4100508,12125.16,51.42,10744,450712378729.4391,73321.18282765092,713206078110459.6,0.0099735632089361,9638489837401750.0,577632,122813.0,1215730,2912403.278905156
2021-10-19,3747.162841796875,3883.9287109375,3736.7802734375,3877.65087890625,3877.65087890625,15998757133,8.57865874756857e-08,117709727.5476311,8464.33,51.42,10635,447310034803.9642,69516.74190520882,707662064472790.9,0.0070059329595436,9563512533691034.0,575144,129515.0,1208166,2765896.973720149
2021-10-20,3877.73095703125,4167.47216796875,3833.2880859375,4155.9921875,4155.9921875,20338319988,8.160017911602717e-08,117717432.7383452,8076.9,51.51,10015,452688497948.7286,69782.80768629901,717328120707943.1,0.0065255117787067,9683481299481790.0,597438,141250.0,1237742,3283923.138234672
2021-10-21,4161.71337890625,4366.08837890625,4032.48388671875,4054.32275390625,4054.32275390625,28220661820,9.464227070864653e-08,117723956.9798255,9365.82,51.39,9155,489466216983.261,71052.81013250195,719106872124058.5,0.0072298927769157,9684847043138844.0,635394,146966.0,1295430,4644370.288760743
2021-10-22,4055.6865234375,4162.9755859375,3908.34033203125,3970.181884765625,3970.181884765625,19432937968,9.784906376339676e-08,117730320.411707,9650.77,51.45,10899,485729082443.99976,73559.05668650172,727308487449100.4,0.0077558336896178,9835580055956150.0,590380,130960.0,1244324,4252723.502968936
2021-10-23,3971.3564453125,4171.66357421875,3944.6318359375,4171.66357421875,4171.66357421875,14781537792,7.842471259963314e-08,117738252.3291488,7734.94,51.46,10175,472121964796.6753,72333.61889097745,722293721398109.4,0.0062426828490744,9774898361555928.0,601013,126226.0,1239041,2269321.230615712
2021-10-24,4171.85595703125,4185.7294921875,3967.120361328125,4087.903076171875,4087.903076171875,14978083638,6.672437573577262e-08,117747310.2701718,6591.29,51.48,9568,480949590759.1072,71735.86449694884,734234569696976.6,0.0052074720103781,9925150807712902.0,610332,143724.0,1265737,1965191.0347542628
2021-10-25,4084.42578125,4236.6669921875,4072.03466796875,4217.876953125,4217.876953125,15995727040,8.841878333286539e-08,117754396.7978607,8770.59,51.48,8223,487431905480.40594,70824.28330995793,741072161490274.0,0.0068961534318439,9979694760221636.0,582308,145903.0,1271809,2137339.1877434747
2021-10-26,4217.337890625,4289.13134765625,4106.82373046875,4131.10205078125,4131.10205078125,17157714562,1.2137734204729277e-07,117758620.4942908,11995.14,51.43,7725,493262030712.4145,72228.05203125,757273112639503.6,0.0088519857513842,1.0224429615989246e+16,620826,165389.0,1355079,2697769.630207269
2021-10-27,4132.17333984375,4299.15283203125,3930.25732421875,3930.25732421875,3930.25732421875,26219530404,1.5584903762717158e-07,117759908.2417472,15413.92,51.45,6808,486792109653.6575,69499.55966885349,753764927582736.5,0.0114989779627888,1.017082183412725e+16,621007,174766.0,1340460,6291641.591701832
2021-10-28,3924.8154296875,4293.15087890625,3905.7060546875,4287.31884765625,4287.31884765625,25958154575,1.9771066144307807e-07,117757510.3135142,19372.43,51.44,9902,471586637761.7982,67973.84568095839,735893722552261.6,0.0133870244384477,1.0010730196731358e+16,711479,224707.0,1447105,3531784.817642689
2021-10-29,4288.6865234375,4455.7353515625,4271.70751953125,4414.74658203125,4414.74658203125,22967641914,1.89894611560686e-07,117755658.4789697,18484.11,51.44,8461,505763297822.39966,65699.69961916852,741043708520634.0,0.0124368438971416,1.0158684884081148e+16,737487,216959.0,1486238,6181756.13682373
2021-10-30,4414.24365234375,4426.8486328125,4252.494140625,4325.650390625,4325.650390625,14615490626,1.668218555676527e-07,117755794.2028503,16513.16,51.470000000000006,9394,510961217825.2079,61808.15290997036,753445478519540.2,0.0117628420882421,1.0155170495358018e+16,719855,219102.0,1403841,4043673.432730129
2021-10-31,4322.744140625,4394.44970703125,4179.01611328125,4288.07421875,4288.07421875,17498160238,1.6429562178935472e-07,117756285.0832205,16110.92,51.45,14340,506950797781.10565,63181.61000944287,740765432505433.5,0.011979804288986,1.0073616996045084e+16,666532,190371.0,1344840,3657197.206887984
2021-11-01,4288.21728515625,4377.322265625,4160.966796875,4324.626953125,4324.626953125,17985288261,1.5159096244443566e-07,117757720.1479383,14903.78,51.48,8919,505116091781.6741,64760.106329511545,756268256931615.9,0.0113988937464244,1.0257972266655854e+16,655966,175322.0,1307476,2357390.7149934955
2021-11-02,4322.5009765625,4599.9482421875,4288.6865234375,4584.798828125,4584.798828125,20794448222,1.7870225934349488e-07,117756696.2120549,17538.73,51.53,9231,510331395588.859,66119.11023622047,766417226793332.0,0.0127081840400025,1.0428054583992562e+16,691365,190035.0,1380113,3203356.813015361
2021-11-03,4589.6845703125,4664.91015625,4462.97607421875,4607.19384765625,4607.19384765625,21220463155,1.7368212004461737e-07,117756465.0556764,17004.25,51.42,10235,541590951886.8164,65492.16023318103,765600606584597.8,0.0119505777362969,1.041940797159861e+16,723710,200398.0,1422881,3927106.126056133
2021-11-04,4604.6787109375,4606.51611328125,4426.62255859375,4537.32421875,4537.32421875,18415244464,1.5647274409721506e-07,117757516.7730239,15335.97,51.48,14296,531306949000.3651,64870.44603749803,764375899555749.9,0.0111271080128249,1.040659538332922e+16,697145,191346.0,1378253,3771152.583768205
2021-11-05,4537.42333984375,4570.89599609375,4447.4873046875,4486.2431640625,4486.2431640625,15086003586,1.408759157486521e-07,117759965.2828233,13851.59,51.43,23213,532372423496.1079,64090.63931597113,753322440501779.4,0.0103465587262271,1.021140211323195e+16,674966,178562.0,1338763,3240861.4465165497
2021-11-06,4482.64794921875,4530.9970703125,4334.9736328125,4521.5810546875,4521.5810546875,14429076700,1.3207069112483694e-07,117762171.8583935,12998.34,51.43,14511,525327403748.72144,61857.92382445141,772323668808056.1,0.0101059393193013,1.0460209388672334e+16,647242,168852.0,1286208,2367038.955014336
2021-11-07,4523.98193359375,4640.921875,4510.984375,4620.5546875,4620.5546875,13541376033,9.77302982264877e-08,117768356.375993,9625.71,51.46,12288,533968169880.9316,64084.22034163925,766851259019742.8,0.0076707563724341,1.0383742988513412e+16,639015,160414.0,1254858,1690205.5754481172
2021-11-08,4619.6494140625,4822.36328125,4619.6494140625,4812.08740234375,4812.08740234375,19290896267,1.1708205553573361e-07,117773883.7021833,11603.88,51.48,10486,555875664185.0444,63157.377940489176,796805911115258.6,0.0087648357558238,1.0725841863350038e+16,665018,170450.0,1323913,2450800.6484427103
2021-11-09,4810.0712890625,4837.58935546875,4718.0390625,4735.06884765625,4735.06884765625,20834172627,1.766113051642348e-07,117773239.9933295,17377.73,51.470000000000006,8714,562491141568.2549,66471.60489565354,799548704484418.0,0.0130430928627399,1.0835384648639172e+16,635500,163534.0,1332332,3000893.4078703746
2021-11-10,4733.36279296875,4859.5029296875,4485.09326171875,4636.17431640625,4636.17431640625,22748160545,1.565637473711511e-07,117774175.9958378,15315.09,51.43,11013,554528533148.4078,67462.56820690742,778756607578548.0,0.0112312831381406,1.0610497362121472e+16,674030,168644.0,1363610,2686525.389045745
2021-11-11,4635.45361328125,4778.05908203125,4580.990234375,4730.38427734375,4730.38427734375,17933201129,1.7113432809597625e-07,117774027.9486624,16964.49,51.43,9781,551597323049.0271,66576.37643946467,810238229184869.5,0.0123260227491526,1.0895276620526874e+16,674870,159607.0,1376315,3741006.215467481
2021-11-12,4724.306640625,4808.73876953125,4510.92041015625,4667.115234375,4667.115234375,18316060208,1.6480448925391229e-07,117774159.1337502,16222.42,51.44,9120,553191725335.2428,61590.00219435737,803147812998035.5,0.0120281544356656,1.087479010065517e+16,655590,159106.0,1348704,2890972.4946461925
2021-11-13,4666.71923828125,4702.115234375,4582.1806640625,4651.46044921875,4651.46044921875,14457436261,1.4390932975471842e-07,117776171.365254,14135.88,51.39,9677,545008815231.0772,63518.84974905897,823901106107220.1,0.0107452244308464,1.11644738748515e+16,658779,157313.0,1315550,2885172.793665006
2021-11-14,4648.6328125,4689.8427734375,4516.935546875,4626.35888671875,4626.35888671875,12172962219,1.1858467700286413e-07,117780248.7663325,11540.82,51.45,10312,540549173130.5662,64049.93584666561,805224543197541.9,0.0090379921107224,1.101813031866738e+16,653515,155472.0,1276923,1498128.0162772343
2021-11-15,4627.0908203125,4764.63623046875,4546.59912109375,4557.50390625,4557.50390625,16275851299,1.3744940421393017e-07,117782845.378448,13457.53,51.51,16618,550229074727.3767,67743.42969735182,818685303290587.8,0.0104812443972295,1.11495051615094e+16,637598,161427.0,1283963,4527724.9872164
2021-11-16,4570.47802734375,4891.70458984375,4144.3349609375,4216.365234375,4216.365234375,27417502801,1.6198624856930737e-07,117783542.1703439,15607.58,51.4,10054,505645899859.5676,70276.96579283888,801154053982663.9,0.0118447602525047,1.1064891697763126e+16,616780,153532.0,1317678,3689316.337950028
2021-11-17,4213.91064453125,4300.306640625,4107.1259765625,4287.59375,4287.59375,22183461850,1.4019578869491498e-07,117786071.78395,13831.44,51.470000000000006,15180,491541190737.5853,71743.01360012506,814592463968280.9,0.0103358155140654,1.1003620966530884e+16,681974,146565.0,1338205,3455998.4649599623
2021-11-18,4287.80224609375,4343.55712890625,3959.227783203125,4000.65087890625,4000.65087890625,21383250893,1.403081134283817e-07,117788454.6927921,13742.57,51.46,9145,499167764690.1416,69239.95370807748,845008295891025.1,0.0104820378030279,1.1492245896290522e+16,623021,144719.0,1311059,3121852.6462510326
2021-11-19,3995.7294921875,4311.7138671875,3982.91748046875,4298.306640625,4298.306640625,20626269711,1.3849427624288158e-07,117790877.5724343,13229.13,51.39,10059,477016226815.8041,69022.36417862325,818407022546344.2,0.0105511020365843,1.139726129270038e+16,615436,139728.0,1253815,3608035.315881247
2021-11-20,4298.3505859375,4434.38818359375,4209.24267578125,4409.93115234375,4409.93115234375,15448261277,1.1441794804405185e-07,117795418.3125998,11239.89,51.49,19311,503222657370.33,67117.50321972671,804990842143789.6,0.0094772135707606,1.0922256360378548e+16,574704,145136.0,1185991,2715227.0665091104
2021-11-21,4412.1953125,4422.49169921875,4255.455078125,4269.73291015625,4269.73291015625,14094831413,1.0131807338181682e-07,117801130.0889633,9810.6,51.44,9785,511368164028.7057,71122.55039006527,785150740053892.6,0.0079550393430074,1.0798448179808082e+16,606561,130287.0,1233256,2340322.450380987
2021-11-22,4266.50927734375,4302.02294921875,4033.572265625,4088.457763671875,4088.457763671875,19752218877,1.4434187959656024e-07,117803083.6984042,14022.75,51.49,10609,492362459377.4727,73372.26016518424,810329865554148.8,0.0114475446893237,1.1121149865716462e+16,553406,139822.0,1224957,2526724.158609608
2021-11-23,4089.680419921875,4385.4833984375,4069.7666015625,4340.763671875,4340.763671875,22133497059,1.496633932380906e-07,117804669.8627082,14669.61,51.44,13156,482726694356.6583,73203.86743198616,823810601709985.4,0.0118286231261777,1.119205916239464e+16,574448,144741.0,1240179,3049175.395132496
2021-11-24,4340.0361328125,4376.8759765625,4176.18359375,4239.9814453125,4239.9814453125,21838037128,1.2627587627483708e-07,117808397.2048997,12337.09,51.41,11402,501865827275.7479,73134.7376222012,826476947938066.6,0.0092498089996228,1.1260341107587666e+16,616459,154752.0,1333767,3550085.4899507826
2021-11-25,4271.39453125,4550.51806640625,4249.7744140625,4274.7431640625,4274.7431640625,18705358318,1.3960979101390574e-07,117810931.3968097,13542.3,51.46,10815,504473284476.15546,70479.4113531563,794850220946270.8,0.0103190121033493,1.091617056778898e+16,603016,158909.0,1312364,2743635.61920384
2021-11-26,4522.208984375,4550.84228515625,3933.506591796875,4030.908935546875,4030.908935546875,26281795488,1.212954000283519e-07,117815340.3700062,11799.27,51.4,13600,509145866266.81726,70522.09011719987,778220825016592.9,0.0089985243032385,1.0648176246492678e+16,618363,154153.0,1311245,3996386.209393596
2021-11-27,4042.9990234375,4187.68408203125,4033.513916015625,4096.912109375,4096.912109375,16515693874,1.253316474946507e-07,117819802.6146598,12063.86,51.470000000000006,10970,484332971341.9452,71458.49391025641,779327265620518.2,0.0097833828157882,1.0790665999021332e+16,573551,137075.0,1233097,2398577.681316077
2021-11-28,4101.64892578125,4297.91650390625,3989.969970703125,4294.45361328125,4294.45361328125,15953126340,1.0166240850660813e-07,117825749.2552092,9969.78,51.49,10349,478415823722.1928,70980.16225999371,805189876217098.1,0.0084697097127711,1.0948706539727726e+16,553102,127483.0,1177110,1856512.2130373127
2021-11-29,4296.94677734375,4460.8486328125,4284.5048828125,4445.10498046875,4445.10498046875,19086475837,1.3085508716261718e-07,117828864.4627651,12500.02,51.46,12297,511141827894.2244,71683.97222670757,808456467942402.5,0.0105596968273652,1.1275695902450554e+16,563733,135694.0,1183748,2556613.541802303
2021-11-30,4447.76806640625,4753.26611328125,4358.07421875,4631.47900390625,4631.47900390625,28626354111,1.3370902859901698e-07,117831892.6010587,12784.52,51.470000000000006,14669,518557000720.6952,71158.61955469506,790961872745337.1,0.0099982794649448,1.1024198623972932e+16,635457,158114.0,1278672,3819005.4318462014
2021-12-01,4623.6796875,4780.732421875,4530.2724609375,4586.990234375,4586.990234375,27634826695,1.6404760295469917e-07,117832701.3873301,15918.23,51.49,11824,560572855164.6228,69078.96660836381,828636717898816.2,0.0129639209471229,1.1384398445063746e+16,590152,149306.0,1227887,4399506.096941194
2021-12-02,4586.3330078125,4628.919921875,4441.5078125,4511.30224609375,4511.30224609375,21502671027,1.332252890508546e-07,117835964.6920214,12847.54,51.44,17621,535930909260.9996,69420.36237212276,837606819533127.6,0.0101585190550214,1.1567946077088532e+16,620858,153254.0,1264706,3375245.8340209117
2021-12-03,4514.35595703125,4647.2890625,4100.1455078125,4220.7060546875,4220.7060546875,25879591528,1.0602393820965473e-07,117841198.7331448,10211.72,51.49,13189,536451858368.40735,67385.30539977568,831083025504824.6,0.0083240501706509,1.1505838379861586e+16,590525,150188.0,1226773,2882251.7305406784
2021-12-04,4227.76220703125,4242.7255859375,3525.494140625,4119.58740234375,4119.58740234375,38478999182,1.5746867726244637e-07,117842401.7013312,15068.28,51.35999999999999,11144,455895240508.1472,70954.42339877695,832222986105960.4,0.012052984794068,1.1566064410315686e+16,553519,131201.0,1250170,5977518.639127374
2021-12-05,4119.62890625,4246.92333984375,4040.217529296875,4198.32275390625,4198.32275390625,25533062707,1.01752597163714e-07,117848363.5844462,9831.31,51.46,24231,492677093928.2264,67078.59223766171,840297440105398.8,0.0079299786653115,1.15911380591919e+16,657238,125772.0,1239765,3172650.0554893045
2021-12-06,4199.0,4375.5205078125,3930.806640625,4358.7373046875,4358.7373046875,28229518513,1.0817540259501365e-07,117853510.9353466,10464.06,51.41,19661,478040974482.3962,68623.98342629483,852765482500000.6,0.0075967612311851,1.1740000922131824e+16,755264,123221.0,1377437,4085661.95807079
