Date,Open,High,Low,Close,Adj Close,Volume,LTC full node data size
2017-11-09,62.48960113525391,66.83830261230469,61.72579956054688,64.26969909667969,64.26969909667969,279652992,8153.80666
2017-11-10,64.43620300292969,65.89640045166016,56.91320037841797,59.260101318359375,59.260101318359375,291596000,8168.092279
2017-11-11,59.348899841308594,63.71160125732422,59.2421989440918,62.30329895019531,62.30329895019531,272494016,8181.932264
2017-11-12,62.309200286865234,62.309200286865234,57.41339874267578,59.005401611328125,59.005401611328125,322820000,8198.471093
2017-11-13,59.17580032348633,62.76440048217773,58.84870147705078,61.39649963378906,61.39649963378906,237478000,8211.508299
2017-11-14,61.64289855957031,63.81240081787109,60.8661003112793,62.67959976196289,62.67959976196289,174111008,8223.555139
2017-11-15,62.77519989013672,65.52469635009766,62.70880126953125,63.82360076904297,63.82360076904297,194636000,8235.958823
2017-11-16,63.80910110473633,72.4791030883789,62.93740081787109,71.0602035522461,71.0602035522461,418128992,8248.622246
2017-11-17,70.44840240478516,71.11840057373047,65.78179931640625,67.56900024414062,67.56900024414062,350504992,8267.695688
2017-11-18,67.40519714355469,69.7656021118164,65.71410369873047,69.6436996459961,69.6436996459961,174063008,8279.837456
2017-11-19,69.51190185546875,72.98079681396484,68.60420227050781,71.58930206298828,71.58930206298828,243056992,8291.304561
2017-11-20,71.41300201416016,72.91840362548828,70.79299926757812,72.25279998779297,72.25279998779297,188976000,8305.064543
2017-11-21,72.1968002319336,72.53450012207031,68.1093978881836,70.0282974243164,70.0282974243164,231664992,8320.108419
2017-11-22,70.18219757080078,71.95099639892578,70.18219757080078,71.8927993774414,71.8927993774414,157890000,8333.978295
2017-11-23,71.97509765625,76.39679718017578,70.90280151367188,73.22339630126953,73.22339630126953,315247008,8349.245864
2017-11-24,73.14189910888672,77.96829986572266,72.81230163574219,77.96829986572266,77.96829986572266,287392000,8363.28378
2017-11-25,77.90869903564453,89.36720275878906,77.52230072021484,88.81690216064453,88.81690216064453,487896992,8378.125622
2017-11-26,88.93930053710938,88.93930053710938,84.01730346679688,85.92680358886719,85.92680358886719,357456992,8394.647914
2017-11-27,85.88970184326172,93.28620147705078,85.88970184326172,91.60269927978516,91.60269927978516,429591008,8413.638191
2017-11-28,91.7239990234375,96.03379821777344,90.3397979736328,96.03379821777344,96.03379821777344,388931008,8432.220303
2017-11-29,96.0124969482422,104.60900115966795,81.76809692382812,85.57099914550781,85.57099914550781,786819968,8454.31693
2017-11-30,86.24669647216797,93.53990173339844,78.07540130615234,88.33070373535156,88.33070373535156,481948000,8475.758406
2017-12-01,88.00350189208984,100.41200256347656,83.73829650878906,99.00370025634766,99.00370025634766,561342976,8495.028779
2017-12-02,98.94149780273438,103.79499816894533,98.31590270996094,100.28399658203124,100.28399658203124,402553984,8513.783736
2017-12-03,100.19499969482422,106.39099884033205,98.10160064697266,101.26300048828124,101.26300048828124,364022016,8530.763261
2017-12-04,101.39600372314452,104.23600006103516,96.53250122070312,104.23600006103516,104.23600006103516,331151008,8549.241184
2017-12-05,104.2770004272461,104.3030014038086,101.83999633789062,102.39700317382812,102.39700317382812,328726016,8572.783922
2017-12-06,102.47799682617188,104.81800079345705,97.314697265625,100.35199737548828,100.35199737548828,547512000,8600.66019
2017-12-07,99.98410034179688,101.34300231933594,92.27169799804688,98.29239654541016,98.29239654541016,645691008,8631.039969
2017-12-08,98.3281021118164,133.07000732421875,95.39600372314452,124.84600067138672,124.84600067138672,1515559936,8660.560466
2017-12-09,127.47899627685548,171.55099487304688,126.58799743652344,155.24200439453125,155.24200439453125,2436539904,8697.97772
2017-12-10,155.6269989013672,155.6269989013672,130.16099548339844,148.66000366210938,148.66000366210938,1087340032,8728.591385
2017-12-11,148.25799560546875,225.28700256347656,147.34100341796875,214.2030029296875,214.2030029296875,2913979904,8759.605304
2017-12-12,212.4640045166016,341.7239990234375,209.6820068359375,316.15899658203125,316.15899658203125,6961679872,8819.950708
2017-12-13,315.36199951171875,341.7950134277344,287.4830017089844,302.6019897460937,302.6019897460937,3409789952,8882.270581
2017-12-14,301.197998046875,311.3190002441406,265.6570129394531,279.3280029296875,279.3280029296875,2114880000,8937.10743
2017-12-15,280.9679870605469,316.406005859375,251.2239990234375,299.77899169921875,299.77899169921875,2599940096,8991.859739
2017-12-16,299.3370056152344,309.9010009765625,290.1340026855469,298.97198486328125,298.97198486328125,1291379968,9035.06229
