Time,ETH average daily block size,Price
2016-06-22,1621.726733651787,14.68105698
2016-06-23,1555.7222130470686,12.69409752
2016-06-24,1637.544551175886,13.91169453
2016-06-25,1494.0819943680635,14.45978928
2016-06-26,1469.5029950083194,14.23734951
2016-06-27,1320.4453587886767,13.82566166
2016-06-28,1414.542681916128,12.92706299
2016-06-29,1510.8460383653044,12.46104908
2016-06-30,2773.6740248962656,12.48039055
2016-07-01,1408.2037343027098,12.38272381
2016-07-02,1299.5224942110485,12.18954659
2016-07-03,1478.4080157687254,12.11291218
2016-07-04,1297.410878661088,11.78057957
2016-07-05,1514.8922850604772,11.4712038
2016-07-06,1408.904190604934,10.69661427
2016-07-07,1415.0749137506161,10.08300591
2016-07-08,1465.874566187407,10.02820587
2016-07-09,1622.037697744867,10.93483829
2016-07-10,1412.6473941368079,10.81057549
2016-07-11,1314.6159921026654,10.43312836
2016-07-12,1542.363953488372,10.4793787
2016-07-13,1414.4056151940545,10.48039627
2016-07-14,1572.3941264808943,10.86622524
2016-07-15,1476.1175195865978,12.07416058
2016-07-16,1379.8436465916611,11.75248337
2016-07-17,1201.2962658331962,11.31585407
2016-07-18,1353.5566412719443,11.30451298
2016-07-19,1371.1760199833473,11.15695477
2016-07-20,1661.0709752839011,11.73404217
2016-07-21,1735.745592354589,12.3439846
2016-07-22,1593.6699303020246,12.62028027
2016-07-23,1569.013326752221,14.16064739
2016-07-24,1466.6134201301952,14.23389816
2016-07-25,1913.1838617681597,13.25709438
2016-07-26,1749.6773763942067,13.63521957
2016-07-27,1958.5029466240107,12.86848545
2016-07-28,1565.1010316030784,12.85945034
2016-07-29,1588.9600402955004,12.63159943
2016-07-30,1494.0095772787317,12.69895267
2016-07-31,1570.4003330557869,11.60665894
2016-08-01,1639.5462855243477,11.58598137
2016-08-02,1617.1131946812138,10.71458149
2016-08-03,1651.797996661102,9.52481365
2016-08-04,1715.5931926035018,10.47972965
2016-08-05,1447.8003600065456,11.03745079
2016-08-06,1584.3532763532764,10.87705135
2016-08-07,1483.2645045632335,10.91378212
2016-08-08,1488.7624042624043,10.94816113
2016-08-09,1439.518530665792,12.00621319
2016-08-10,1722.1678413374857,12.29963112
2016-08-11,1511.9108763822412,11.8381052
2016-08-12,1718.6743798901282,11.65481853
2016-08-13,1334.3616175008287,11.64356232
2016-08-14,1515.055831676607,11.57867813
2016-08-15,1468.207223701731,11.00014877
2016-08-16,1599.969657208463,11.14498329
2016-08-17,1545.162265404418,10.9684124
2016-08-18,1440.9483382691674,10.86975956
2016-08-19,1589.8335802469135,10.78667927
2016-08-20,1447.987719010971,11.01842213
2016-08-21,1489.0300964416363,11.16414452
2016-08-22,1509.7029295589202,11.19819069
2016-08-23,2070.7899242673693,10.97469711
2016-08-24,1511.1446687802436,11.04823494
2016-08-25,1757.2145562325045,11.24854374
