Time,Number of new addresses added per day on ETH,Price
2019-11-05,115556.0,186.49517919
2019-11-06,104689.0,191.54946715
2019-11-07,90803.0,189.87931995
2019-11-08,91543.0,187.63377229
2019-11-09,73841.0,184.18965206
2019-11-10,60694.0,187.214747
2019-11-11,96094.0,189.51865776
2019-11-12,81327.0,185.20902232
2019-11-13,87692.0,187.50289847
2019-11-14,98450.0,185.76090437
2019-11-15,80743.0,183.63831525
2019-11-16,75205.0,181.19478166
2019-11-17,81588.0,183.14235983
2019-11-18,130028.0,183.899177
2019-11-19,126033.0,176.76744756
2019-11-20,102674.0,176.82053197
2019-11-21,104239.0,175.84320407
2019-11-22,83704.0,161.0926327
2019-11-23,104863.0,152.58598227
2019-11-24,96632.0,147.56782166
2019-11-25,78858.0,138.16655543
2019-11-26,99744.0,146.93194631
2019-11-27,88009.0,148.09769753
2019-11-28,369236.0,153.43449641
2019-11-29,286909.0,152.685764
2019-11-30,161302.0,155.91974526
2019-12-01,197549.0,150.2851226
2019-12-02,176854.0,148.10068995
2019-12-03,177763.0,149.26220817
2019-12-04,158913.0,145.78687285
2019-12-05,171429.0,146.00921879
2019-12-06,82188.0,148.91537747
2019-12-07,68361.0,149.66247941
2019-12-08,238519.0,152.08287613
2019-12-09,190745.0,149.53757375
2019-12-10,155105.0,145.92498232
2019-12-11,126174.0,143.79816052
2019-12-12,86726.0,143.85604398
2019-12-13,83281.0,145.41101227
2019-12-14,69260.0,142.76884954
2019-12-15,66890.0,141.97964606
2019-12-16,80430.0,141.64796521
2019-12-17,67099.0,132.84188804
2019-12-18,72088.0,127.15293177
2019-12-19,71612.0,130.72177589
2019-12-20,62565.0,128.18483576
2019-12-21,101979.0,128.16124296
2019-12-22,78681.0,130.5145204
2019-12-23,72679.0,134.07429255
2019-12-24,79768.0,128.09848636
2019-12-25,78859.0,126.53648507
2019-12-26,86243.0,126.9632116
2019-12-27,103187.0,126.46105716
2019-12-28,116865.0,128.12058302
2019-12-29,132457.0,132.57324834
2019-12-30,110896.0,131.78896208
2019-12-31,71438.0,131.24279818
2020-01-01,93415.0,130.26650886
2020-01-02,74648.0,130.02826419
2020-01-03,89233.0,132.71730974
2020-01-04,87268.0,133.57757046
2020-01-05,86163.0,137.83085676
2020-01-06,80288.0,139.44565699
2020-01-07,100212.0,143.88356205
2020-01-08,90301.0,144.98913724
2020-01-09,90003.0,138.69440815
2020-01-10,82144.0,137.98409606
2020-01-11,158358.0,143.56955042
2020-01-12,71179.0,145.09539087
2020-01-13,274635.0,143.13909331
2020-01-14,87930.0,156.49368514
2020-01-15,87664.0,162.78312133
2020-01-16,93709.0,160.26939027
2020-01-17,80707.0,165.27554911
2020-01-18,74528.0,172.0456163
2020-01-19,82721.0,165.38071297
2020-01-20,75935.0,165.58240048
2020-01-21,60277.0,168.95726392
2020-01-22,131863.0,168.94138342
2020-01-23,63468.0,163.47712397
2020-01-24,53052.0,162.90022032
2020-01-25,59877.0,160.86723878
2020-01-26,57794.0,161.94303989
2020-01-27,76555.0,168.54302047
2020-01-28,61854.0,172.88865979
2020-01-29,61759.0,175.87737236
2020-01-30,67486.0,174.09067987
2020-01-31,67560.0,179.52458939
2020-02-01,77659.0,181.70473255
2020-02-02,66511.0,192.39013412
2020-02-03,73256.0,188.86444642
2020-02-04,54498.0,188.2618418
2020-02-05,60181.0,189.67567241
2020-02-06,76224.0,212.13427618
2020-02-07,71990.0,220.89196382
2020-02-08,112731.0,224.57768192
2020-02-09,84425.0,227.34390121
2020-02-10,94438.0,226.05816286
2020-02-11,117806.0,219.26145334
2020-02-12,63309.0,243.56032126
2020-02-13,62233.0,270.68683607
2020-02-14,50776.0,273.32074508
2020-02-15,52271.0,281.7531633
2020-02-16,52761.0,271.1314578
2020-02-17,42567.0,256.52885905
2020-02-18,44410.0,268.57090492
2020-02-19,68447.0,279.54845984
2020-02-20,43579.0,261.85653909
2020-02-21,49530.0,264.38452056
2020-02-22,58457.0,263.15573174
2020-02-23,61303.0,269.10827317
2020-02-24,54100.0,268.25178867
2020-02-25,54490.0,262.55860417
2020-02-26,61682.0,239.75083677
2020-02-27,64376.0,218.94943323
2020-02-28,90242.0,226.61833825
2020-02-29,108214.0,225.64032417
2020-03-01,112680.0,221.05105074
2020-03-02,83831.0,219.85442046
2020-03-03,141312.0,231.23307225
2020-03-04,103626.0,223.06574507
2020-03-05,108720.0,231.39797332
2020-03-06,91144.0,236.25013413
2020-03-07,125672.0,246.06525547
2020-03-08,83978.0,218.79580597
2020-03-09,96478.0,193.83847771
2020-03-10,121923.0,198.59261905
2020-03-11,112980.0,192.93291084
2020-03-12,93061.0,184.45073321
2020-03-13,84853.0,125.09546188
2020-03-14,186287.0,134.39237044
2020-03-15,228874.0,122.21333234
2020-03-16,175504.0,122.92434562
2020-03-17,179316.0,114.42322402
2020-03-18,178949.0,113.97308263
2020-03-19,174075.0,116.06544493
2020-03-20,146651.0,130.26905812
2020-03-21,239592.0,132.77327714
2020-03-22,170111.0,128.60276424
2020-03-23,120810.0,128.83833254
2020-03-24,139154.0,136.39151692
2020-03-25,108865.0,136.06864064
2020-03-26,157310.0,137.26124377
2020-03-27,143073.0,138.98800274
2020-03-28,149166.0,128.94152484
2020-03-29,139448.0,130.30150782
2020-03-30,115570.0,127.0174613
2020-03-31,128845.0,132.82140441
2020-04-01,121352.0,133.08973185
2020-04-02,100302.0,139.34606937
2020-04-03,106490.0,141.5668566
2020-04-04,99149.0,142.99152608
2020-04-05,137760.0,144.27176134
2020-04-06,103739.0,159.48823401
2020-04-07,103670.0,170.02672152
2020-04-08,114294.0,171.28231057
2020-04-09,144286.0,170.92983964
2020-04-10,157683.0,165.32446127
2020-04-11,255084.0,157.94625747
2020-04-12,513298.0,162.04623024
2020-04-13,280815.0,153.45940254
2020-04-14,176994.0,159.92496295
2020-04-15,197841.0,155.98766634
2020-04-16,205364.0,172.04137728
2020-04-17,234899.0,171.50302401
2020-04-18,245377.0,173.59056189
2020-04-19,125807.0,187.23725939
2020-04-20,171858.0,185.00207349
2020-04-21,111458.0,171.31735959
2020-04-22,123784.0,183.23762678
2020-04-23,125140.0,188.70087792
2020-04-24,120287.0,189.37492562
2020-04-25,118791.0,196.16322903
2020-04-26,149767.0,196.20339337
2020-04-27,123583.0,198.32078881
2020-04-28,139739.0,195.94571691
2020-04-29,145611.0,211.34712827
2020-04-30,127473.0,210.6700229
2020-05-01,116387.0,209.96295951
2020-05-02,121247.0,215.3560633
2020-05-03,121808.0,209.58828287
2020-05-04,205054.0,207.33901767
2020-05-05,273966.0,208.17517059
2020-05-06,126184.0,208.67731999
2020-05-07,113656.0,205.59506292
2020-05-08,122149.0,212.64090671
2020-05-09,145266.0,212.7155415
2020-05-10,115564.0,188.896264
2020-05-11,116527.0,189.39806302
2020-05-12,131077.0,190.97816251
2020-05-13,121804.0,190.5880142
2020-05-14,118884.0,201.92205999
2020-05-15,133514.0,197.7494496
2020-05-16,115559.0,198.77863691
2020-05-17,117276.0,201.40760071
2020-05-18,118525.0,214.52060241
2020-05-19,117078.0,210.44895181
2020-05-20,121769.0,209.43711967
2020-05-21,129881.0,209.59551899
2020-05-22,135798.0,204.81500786
2020-05-23,127722.0,207.20547137
2020-05-24,139561.0,209.73094916
2020-05-25,138293.0,202.02487707
2020-05-26,134091.0,200.58250263
2020-05-27,120421.0,203.29083474
2020-05-28,117679.0,208.09102733
2020-05-29,123157.0,222.40186368
2020-05-30,122472.0,220.97353091
2020-05-31,124994.0,237.67266689
2020-06-01,132480.0,237.97739129
2020-06-02,130901.0,234.53400693
2020-06-03,135430.0,238.32092815
2020-06-04,153801.0,243.66412757
2020-06-05,199284.0,243.57612717
2020-06-06,243487.0,240.63582306
2020-06-07,146613.0,243.32285265
2020-06-08,125590.0,244.52323315
2020-06-09,128975.0,243.64590992
2020-06-10,125742.0,244.75165014
2020-06-11,125058.0,240.94116391
2020-06-12,124714.0,236.51602503
2020-06-13,124982.0,236.96762036
2020-06-14,131259.0,238.43613756
2020-06-15,125547.0,227.42742948
2020-06-16,114194.0,233.60175865
2020-06-17,108439.0,233.35175663
2020-06-18,113189.0,233.69693436
2020-06-19,106715.0,228.53497528
2020-06-20,150757.0,229.27615605
2020-06-21,152337.0,230.16483454
2020-06-22,128430.0,239.17136426
2020-06-23,155325.0,241.42578084
2020-06-24,124433.0,245.49549274
2020-06-25,121959.0,231.19836623
2020-06-26,179507.0,232.79656007
2020-06-27,136660.0,230.67013255
2020-06-28,145382.0,226.52579469
2020-06-29,144491.0,225.50695688
2020-06-30,146059.0,227.91715336
2020-07-01,139556.0,228.97489372
2020-07-02,133291.0,226.82825871
2020-07-03,165869.0,227.12363921
2020-07-04,179549.0,225.9887433
2020-07-05,217553.0,225.36687458
2020-07-06,198990.0,237.49782226
2020-07-07,172529.0,239.46660032
2020-07-08,194535.0,245.22050952
2020-07-09,146020.0,244.49744183
2020-07-10,165491.0,240.08901159
2020-07-11,218180.0,239.52621874
2020-07-12,224008.0,241.03528618
2020-07-13,196263.0,241.45613033
2020-07-14,157325.0,240.29711296
2020-07-15,147069.0,239.63711323
2020-07-16,118224.0,238.12151832
2020-07-17,124468.0,233.06160527
2020-07-18,112836.0,236.01727318
2020-07-19,105588.0,234.9187603
2020-07-20,108773.0,237.65129353
2020-07-21,118516.0,243.46138237
2020-07-22,116873.0,244.67356402
2020-07-23,118773.0,263.20389899
2020-07-24,123417.0,276.72436671
2020-07-25,121312.0,282.86467774
2020-07-26,144522.0,302.08866198
2020-07-27,142035.0,314.62428757
2020-07-28,146379.0,321.1960502
2020-07-29,157430.0,321.95009765
2020-07-30,142033.0,318.51839879
2020-07-31,150595.0,343.8016278
2020-08-01,156435.0,351.32013632
2020-08-02,188803.0,367.65268641
2020-08-03,241855.0,392.56056794
2020-08-04,178009.0,390.70721351
2020-08-05,205419.0,389.42935955
2020-08-06,189025.0,399.19743167
2020-08-07,178213.0,386.60467247
2020-08-08,148038.0,391.21082139
2020-08-09,147289.0,396.27504582
2020-08-10,142509.0,396.6847536
2020-08-11,138857.0,384.07518697
2020-08-12,138834.0,384.94378598
2020-08-13,161775.0,397.70051705
2020-08-14,186102.0,435.1615319
2020-08-15,208352.0,438.75503412
2020-08-16,234841.0,431.13562809
2020-08-17,216444.0,427.00410209
2020-08-18,183152.0,422.53235688
2020-08-19,158771.0,411.34183602
2020-08-20,149198.0,415.42857416
2020-08-21,122664.0,415.51854518
2020-08-22,156546.0,391.47553329
2020-08-23,216200.0,392.8506568
2020-08-24,197855.0,402.14082695
2020-08-25,172125.0,402.40334084
2020-08-26,198266.0,384.323
2020-08-27,161045.0,385.859
2020-08-28,202499.0,386.985
2020-08-29,160641.0,403.945
2020-08-30,128168.0,405.475
2020-08-31,119297.0,421.147
2020-09-01,122994.0,463.113
2020-09-02,105066.0,466.813
2020-09-03,93893.0,437.184
2020-09-04,114386.0,386.318
2020-09-05,101481.0,380.77
2020-09-06,158079.0,340.084
2020-09-07,169930.0,344.4
2020-09-08,225858.0,346.769
2020-09-09,140156.0,341.871
2020-09-10,102477.0,363.924
2020-09-11,93926.0,362.306
2020-09-12,121317.0,368.483
2020-09-13,144741.0,387.652
2020-09-14,109789.0,369.284
2020-09-15,89103.0,375.509
2020-09-16,102132.0,365.793
2020-09-17,120994.0,380.315
2020-09-18,115638.0,386.224
2020-09-19,112781.0,378.197
2020-09-20,113663.0,381.224
2020-09-21,111300.0,369.865
2020-09-22,132750.0,336.47
2020-09-23,124214.0,335.898
2020-09-24,149409.0,327.895
2020-09-25,129379.0,342.924
2020-09-26,189112.0,350.661
2020-09-27,169207.0,354.384
2020-09-28,136945.0,357.35
2020-09-29,103143.0,354.961
2020-09-30,111619.0,354.571
2020-10-01,102199.0,363.959
2020-10-02,148719.0,342.018
2020-10-03,203196.0,346.228
2020-10-04,160349.0,348.355
2020-10-05,131295.0,351.193
2020-10-06,124459.0,350.855
2020-10-07,102976.0,341.327
2020-10-08,138869.0,336.618
2020-10-09,135617.0,350.545
2020-10-10,149253.0,374.994
2020-10-11,203311.0,372.24
2020-10-12,215464.0,374.134
2020-10-13,170624.0,382.99
2020-10-14,130398.0,382.471
2020-10-15,187821.0,378.974
2020-10-16,194694.0,369.814
2020-10-17,276146.0,368.038
2020-10-18,289794.0,374.022
2020-10-19,238712.0,375.153
2020-10-20,142455.0,375.78
2020-10-21,136408.0,379.146
2020-10-22,143466.0,395.107
2020-10-23,144915.0,412.905
2020-10-24,239763.0,410.813
2020-10-25,250994.0,409.996
2020-10-26,219509.0,405.177
2020-10-27,175735.0,394.808
2020-10-28,143827.0,397.55
2020-10-29,136175.0,388.139
2020-10-30,120825.0,378.727
2020-10-31,193588.0,384.938
2020-11-01,219918.0,389.574
2020-11-02,129166.0,399.805
2020-11-03,152028.0,375.562
2020-11-04,213837.0,378.407
2020-11-05,189668.0,403.61
2020-11-06,130368.0,435.998
2020-11-07,159583.0,457.34
2020-11-08,247597.0,437.229
2020-11-09,211900.0,445.673
2020-11-10,187953.0,449.865
2020-11-11,274178.0,463.022
2020-11-12,242195.0,465.138
2020-11-13,232180.0,461.282
2020-11-14,172683.0,467.639
2020-11-15,222575.0,461.149
2020-11-16,167069.0,455.151
2020-11-17,135042.0,466.196
2020-11-18,138244.0,476.354
2020-11-19,127707.0,472.582
2020-11-20,141092.0,490.843
2020-11-21,144933.0,510.629
2020-11-22,141573.0,542.855
2020-11-23,143905.0,581.396
2020-11-24,165329.0,605.713
2020-11-25,174268.0,593.233
2020-11-26,141118.0,516.841
2020-11-27,171642.0,518.394
2020-11-28,301652.0,514.494
2020-11-29,420078.0,542.005
2020-11-30,184339.0,585.931
2020-12-01,139169.0,611.457
2020-12-02,120556.0,598.515
2020-12-03,139025.0,598.914
2020-12-04,114448.0,605.208
2020-12-05,155948.0,585.401
2020-12-06,189395.0,600.54
2020-12-07,156900.0,601.208
2020-12-08,116885.0,589.094
2020-12-09,119728.0,539.286
2020-12-10,111155.0,563.55
2020-12-11,107988.0,541.876
2020-12-12,169897.0,559.563
2020-12-13,249170.0,579.267
2020-12-14,200792.0,586.144
2020-12-15,161760.0,585.502
2020-12-16,168735.0,584.977
2020-12-17,190203.0,648.132
2020-12-18,129791.0,644.56
2020-12-19,117054.0,649.565
2020-12-20,139284.0,656.262
2020-12-21,111748.0,645.999
2020-12-22,128910.0,595.695
2020-12-23,110408.0,616.578
2020-12-24,116420.0,581.81
2020-12-25,129897.0,611.912
2020-12-26,108353.0,624.794
2020-12-27,119629.0,649.581
2020-12-28,128674.0,733.778
2020-12-29,134672.0,707.811
2020-12-30,128335.0,734.654
2020-12-31,131470.0,748.864
2021-01-01,132817.0,738.554
2021-01-02,135790.0,767.28605789
2021-01-03,146605.0,773.78175013
2021-01-04,170388.0,1045.586
2021-01-05,157719.0,1004.476
2021-01-06,168215.0,1109.529
2021-01-07,180173.0,1190.206
2021-01-08,178158.0,1204.996
2021-01-09,166087.0,1194.602
2021-01-10,185908.0,1347.931
2021-01-11,154974.0,1070.844
2021-01-12,158589.0,1141.299
2021-01-13,163352.0,1072.729
2021-01-14,163282.0,1148.518
2021-01-15,165847.0,1233.948
2021-01-16,153170.0,1182.671
2021-01-17,168628.0,1184.177
2021-01-18,162221.0,1218.045
2021-01-19,154809.0,1375.472
2021-01-20,156553.0,1373.569
2021-01-21,138558.0,1307.813
2021-01-22,136025.0,1133.53
2021-01-23,130707.0,1260.578
2021-01-24,131047.0,1312.597
2021-01-25,140450.0,1423.177
2021-01-26,141975.0,1320.525
2021-01-27,139751.0,1302.016
2021-01-28,146849.0,1285.27
2021-01-29,201363.0,1319.051
2021-01-30,216786.0,1349.892
2021-01-31,189827.0,1346.449
2021-02-01,189749.0,1320.069
2021-02-02,170162.0,1419.065
2021-02-03,188477.0,1548.021
2021-02-04,197620.0,1665.8
2021-02-05,185534.0,1660.576
2021-02-06,238120.0,1681.12
2021-02-07,235117.0,1635.058
2021-02-08,219167.0,1641.181
2021-02-09,205406.0,1753.792
2021-02-10,199467.0,1815.127
2021-02-11,202764.0,1739.973
2021-02-12,203165.0,1770.62
2021-02-13,191962.0,1810.867
2021-02-14,191374.0,1838.09
2021-02-15,178301.0,1753.012
2021-02-16,190492.0,1798.692
2021-02-17,170713.0,1806.601
2021-02-18,191907.0,1898.429
2021-02-19,201248.0,1918.801
2021-02-20,206387.0,1999.934
2021-02-21,214755.0,1914.252
2021-02-22,187941.0,1888.087
2021-02-23,177435.0,1591.943
2021-02-24,190265.0,1645.739
2021-02-25,193882.0,1636.277
2021-02-26,197439.0,1416.608
2021-02-27,168554.0,1491.979
2021-02-28,160720.0,1348.697
2021-03-01,177360.0,1440.6
2021-03-02,160607.0,1539.224
2021-03-03,169027.0,1567.16
2021-03-04,163332.0,1560.518
2021-03-05,148813.0,1480.0
2021-03-06,164444.0,1585.191
2021-03-07,140218.0,1682.79
2021-03-08,146844.0,1690.425
2021-03-09,161730.0,1813.659
2021-03-10,164415.0,1812.074
2021-03-11,175639.0,1770.391
2021-03-12,181022.0,1792.458
2021-03-13,179571.0,1788.715
2021-03-14,181823.0,1887.732
2021-03-15,180390.0,1799.154
2021-03-16,179997.0,1800.663
2021-03-17,185519.0,1784.397
2021-03-18,197705.0,1814.534
2021-03-19,189656.0,1793.18
2021-03-20,185582.0,1823.564
2021-03-21,192253.0,1779.703
2021-03-22,173897.0,1789.836
2021-03-23,176414.0,1679.069
2021-03-24,169630.0,1695.929
2021-03-25,177162.0,1576.537
2021-03-26,178225.0,1636.389
2021-03-27,183624.0,1692.118
2021-03-28,198720.0,1718.128
2021-03-29,173029.0,1704.818
2021-03-30,170001.0,1817.695
2021-03-31,190425.0,1814.751
2021-04-01,196933.0,1926.697
2021-04-02,186711.0,1996.558
2021-04-03,188578.0,2111.577
2021-04-04,189345.0,2033.063
2021-04-05,210147.0,2030.72
2021-04-06,189766.0,2095.259
2021-04-07,190512.0,2078.969
2021-04-08,195137.0,2023.208
2021-04-09,212672.0,2076.849
2021-04-10,210828.0,2158.767
2021-04-11,265815.0,2129.453
2021-04-12,237970.0,2182.728
2021-04-13,239011.0,2166.35
2021-04-14,225925.0,2374.619
2021-04-15,199498.0,2474.784
2021-04-16,210897.0,2425.607
2021-04-17,261810.0,2465.05
2021-04-18,236451.0,2214.949
2021-04-19,252608.0,2274.54
2021-04-20,321377.0,2096.829
2021-04-21,314292.0,2290.984
2021-04-22,274817.0,2482.854
2021-04-23,249651.0,2133.555
2021-04-24,347918.0,2277.834
2021-04-25,391781.0,2194.006
2021-04-26,245790.0,2456.575
2021-04-27,266762.0,2544.483
2021-04-28,244862.0,2612.258
2021-04-29,224347.0,2731.784
2021-04-30,209330.0,2776.607
2021-05-01,229723.0,2853.384
2021-05-02,233784.0,2896.554
2021-05-03,186811.0,3143.779
2021-05-04,209322.0,3326.884
2021-05-05,225656.0,3340.197
2021-05-06,231843.0,3442.802
2021-05-07,234239.0,3440.036
2021-05-08,275100.0,3539.629
2021-05-09,321688.0,3949.514
2021-05-10,300254.0,4114.827
2021-05-11,344194.0,3968.521
2021-05-12,298807.0,4311.684
2021-05-13,234111.0,3968.691
2021-05-14,231094.0,3888.501
2021-05-15,240343.0,3916.265
2021-05-16,200903.0,3854.966
2021-05-17,186969.0,3525.279
2021-05-18,195058.0,3505.803
2021-05-19,185419.0,2989.084
2021-05-20,178354.0,2713.535
2021-05-21,162666.0,2691.51
2021-05-22,167009.0,2245.141
2021-05-23,230174.0,2154.164
2021-05-24,203121.0,2293.335
2021-05-25,177976.0,2656.371
2021-05-26,192954.0,2887.582
2021-05-27,197949.0,2735.811
2021-05-28,178855.0,2567.561
2021-05-29,287491.0,2491.822
2021-05-30,193350.0,2457.191
2021-05-31,225711.0,2446.77
2021-06-01,183218.0,2652.619
2021-06-02,156320.0,2689.245
2021-06-03,157628.0,2815.143
2021-06-04,173201.0,2618.303
2021-06-05,269457.0,2781.692
2021-06-06,372846.0,2691.031
2021-06-07,199766.0,2765.091
2021-06-08,150442.0,2504.845
2021-06-09,179341.0,2511.897
2021-06-10,187656.0,2549.427
2021-06-11,208990.0,2447.836
2021-06-12,199356.0,2324.431
2021-06-13,252817.0,2324.39
2021-06-14,152232.0,2497.655
2021-06-15,178320.0,2621.46
2021-06-16,148041.0,2529.594
2021-06-17,146836.0,2443.438
2021-06-18,169912.0,2342.092
2021-06-19,156702.0,2240.949
2021-06-20,214209.0,2199.985
2021-06-21,174776.0,2012.064
2021-06-22,123303.0,1938.913
2021-06-23,130693.0,2006.469
2021-06-24,190452.0,1920.13
2021-06-25,167945.0,1945.004
2021-06-26,194451.0,1751.054
2021-06-27,270918.0,1869.225
2021-06-28,159167.0,2048.917
2021-06-29,162335.0,2133.623
2021-06-30,142372.0,2159.196
2021-07-01,122188.0,2135.487
2021-07-02,160678.0,2063.882
2021-07-03,212721.0,2198.461
2021-07-04,238316.0,2336.429
2021-07-05,189118.0,2274.121
2021-07-06,127593.0,2339.325
2021-07-07,127148.0,2375.341
2021-07-08,109022.0,2172.922
2021-07-09,124296.0,2118.773
2021-07-10,147260.0,2123.156
2021-07-11,159276.0,2098.616
2021-07-12,123844.0,2146.921
2021-07-13,107667.0,2028.396
2021-07-14,105244.0,1899.752
2021-07-15,94929.0,1953.491
2021-07-16,61291.0,1904.963
2021-07-17,89482.0,1879.483
2021-07-18,59945.0,1957.833
2021-07-19,63662.0,1893.869
2021-07-20,70468.0,1765.66
2021-07-21,68113.0,1871.425
2021-07-22,74952.0,1992.152
2021-07-23,74423.0,2062.25
2021-07-24,71761.0,2135.875
2021-07-25,67275.0,2177.222
2021-07-26,74195.0,2329.702
2021-07-27,84759.0,2205.895
2021-07-28,85780.0,2297.331
2021-07-29,80240.0,2296.385
2021-07-30,82674.0,2399.557
2021-07-31,83619.0,2443.645
2021-08-01,74925.0,2587.389
2021-08-02,77048.0,2617.858
2021-08-03,85004.0,2490.874
2021-08-04,77754.0,2471.762
2021-08-05,74669.0,2680.316
2021-08-06,94209.0,2769.405
2021-08-07,113226.0,2960.576
2021-08-08,110650.0,3140.192
2021-08-09,112521.0,2946.105
2021-08-10,116686.0,3146.639
2021-08-11,122976.0,3231.465
2021-08-12,123997.0,3144.368
2021-08-13,115286.0,3227.004
2021-08-14,110344.0,3309.366
2021-08-15,102678.0,3157.756
2021-08-16,113414.0,3277.219
2021-08-17,119919.0,3167.207
2021-08-18,110679.0,3031.928
2021-08-19,111698.0,2981.949
2021-08-20,121683.0,3214.852
2021-08-21,119611.0,3295.274
2021-08-22,105739.0,3266.142
2021-08-23,113694.0,3327.004
2021-08-24,118684.0,3349.916
2021-08-25,113748.0,3185.137
2021-08-26,107921.0,3101.657
2021-08-27,117388.0,3128.655
2021-08-28,109710.0,3234.435
2021-08-29,99908.0,3210.049
2021-08-30,106300.0,3181.163
2021-08-31,120040.0,3352.854
2021-09-01,116926.0,3514.949
2021-09-02,132022.0,3738.052
2021-09-03,122676.0,3800.17
2021-09-04,116405.0,3918.382
2021-09-05,102435.0,3870.989
2021-09-06,114084.0,3945.368
2021-09-07,120289.0,3886.451
2021-09-08,114431.0,3271.004
2021-09-09,116130.0,3502.215
2021-09-10,126249.0,3402.989
2021-09-11,115337.0,3241.824
2021-09-12,116816.0,3323.531
2021-09-13,115482.0,3201.041
2021-09-14,130111.0,3310.29
2021-09-15,120939.0,3397.536
2021-09-16,120359.0,3635.19
2021-09-17,130393.0,3518.521
2021-09-18,107527.0,3500.923
2021-09-19,112201.0,3438.523
2021-09-20,97633.0,3116.236
2021-09-21,103658.0,3067.58
2021-09-22,100662.0,2945.822
2021-09-23,106766.0,3146.573
2021-09-24,106271.0,2927.843
2021-09-25,98159.0,2890.092
2021-09-26,93678.0,2777.896
2021-09-27,104208.0,3098.286
2021-09-28,100553.0,2895.497
2021-09-29,97310.0,2924.041
2021-09-30,96272.0,3000.182
2021-10-01,108102.0,3093.867
2021-10-02,101049.0,3283.993
2021-10-03,101530.0,3394.686
2021-10-04,98807.0,3366.027
2021-10-05,118834.0,3394.255
2021-10-06,138604.0,3455.964
2021-10-07,193251.0,3611.851
2021-10-08,134046.0,3602.427
2021-10-09,124510.0,3604.781
2021-10-10,110356.0,3582.362
2021-10-11,111409.0,3613.426
2021-10-12,122227.0,3483.067
2021-10-13,119396.0,3436.817
2021-10-14,128640.0,3631.106
2021-10-15,123853.0,3811.252
2021-10-16,125977.0,3847.484
2021-10-17,110208.0,3879.788
2021-10-18,122813.0,3838.741
2021-10-19,129515.0,3809.571
2021-10-20,141250.0,3855.165
2021-10-21,146966.0,4168.182
2021-10-22,130960.0,4136.177
2021-10-23,126226.0,4020.078
2021-10-24,143724.0,4094.972
2021-10-25,145903.0,4149.958
2021-10-26,165389.0,4199.489
2021-10-27,174766.0,4144.402
2021-10-28,224707.0,4015.071
2021-10-29,216959.0,4306.163
2021-10-30,219102.0,4350.46
2021-10-31,190371.0,4316.342
2021-11-01,175322.0,4300.714
2021-11-02,190035.0,4345.203
2021-11-03,200398.0,4611.42
2021-11-04,191346.0,4523.864
2021-11-05,178562.0,4532.89
2021-11-06,168852.0,4472.83
2021-11-07,160414.0,4546.21
2021-11-08,170450.0,4732.6
2021-11-09,163534.0,4789.0
2021-11-10,168644.0,4721.22
2021-11-11,159607.0,4696.32
2021-11-12,159106.0,4709.94
2021-11-13,157313.0,4640.24
2021-11-14,155472.0,4602.16
2021-11-15,161427.0,4684.52
2021-11-16,153532.0,4304.97
2021-11-17,146565.0,4184.84
2021-11-18,144719.0,4249.73
2021-11-19,139728.0,4061.1
2021-11-20,145136.0,4284.09
2021-11-21,130287.0,4353.27
2021-11-22,139822.0,4191.45
2021-11-23,144741.0,4109.41
2021-11-24,154752.0,4272.25
2021-11-25,158909.0,4294.4
2021-11-26,154153.0,4334.06
2021-11-27,137075.0,4122.73
2021-11-28,127483.0,4072.2
2021-11-29,135694.0,4350.69
2021-11-30,158114.0,4413.74
2021-12-01,149306.0,4771.38
2021-12-02,153254.0,4561.56
2021-12-03,150188.0,4565.84
2021-12-04,131201.0,3880.21
2021-12-05,125772.0,4193.1
2021-12-06,123221.0,4068.4
2021-12-07,143350.0,4354.85
2021-12-08,140245.0,4361.41
2021-12-09,131391.0,4388.07
2021-12-10,136260.0,4039.98
2021-12-11,126743.0,3982.23
2021-12-12,125359.0,4058.7
2021-12-13,136297.0,3989.59
2021-12-14,140713.0,3781.44
2021-12-15,141216.0,3867.95
2021-12-16,135041.0,4015.74
2021-12-17,125762.0,3875.78
2021-12-18,121382.0,3894.19
2021-12-19,122089.0,3981.75
2021-12-20,121033.0,3839.22
2021-12-21,141278.0,4004.77
2021-12-22,141077.0,4052.47
2021-12-23,142799.0,3913.8
2021-12-24,140464.0,4089.85
2021-12-25,109125.0,4056.01
2021-12-26,124141.0,4038.45
2021-12-27,136527.0,4054.1
2021-12-28,146782.0,3917.7
2021-12-29,117998.0,3796.24
2021-12-30,130828.0,3713.71
2021-12-31,136695.0,3708.4
2022-01-01,126489.0,3716.05
2022-01-02,118138.0,3741.39
2022-01-03,127308.0,3809.3
2022-01-04,144542.0,3757.37
2022-01-05,145092.0,3814.9
2022-01-06,132159.0,3452.75
2022-01-07,122090.0,3192.11
2022-01-08,117272.0,3210.81
2022-01-09,105700.0,3132.37
2022-01-10,103956.0,3162.12
2022-01-11,110783.0,3132.91
2022-01-12,121219.0,3215.89
2022-01-13,125895.0,3341.18
2022-01-14,120415.0,3266.76
2022-01-15,111462.0,3309.53
2022-01-16,121709.0,3334.89
2022-01-17,110956.0,3274.22
2022-01-18,111945.0,3187.22
2022-01-19,120543.0,3058.17
2022-01-20,126142.0,3138.8
2022-01-21,118556.0,2882.18
2022-01-22,107102.0,2467.9
2022-01-23,108166.0,2490.17
2022-01-24,110776.0,2383.39
