Time,Number of new addresses added per day on ETH,Price
2017-09-21,77713.0,280.62838745
2017-09-22,45842.0,256.54910278
2017-09-23,40762.0,264.14486694
2017-09-24,41694.0,292.67782593
2017-09-25,44538.0,286.30929565
2017-09-26,66296.0,288.91235352
2017-09-27,70432.0,290.36685181
2017-09-28,68506.0,296.44760132
2017-09-29,52663.0,280.80111694
2017-09-30,51851.0,302.53952026
2017-10-01,46727.0,298.63897705
2017-10-02,57882.0,300.26690674
2017-10-03,54235.0,299.65270996
2017-10-04,61291.0,297.97106934
2017-10-05,48131.0,290.89224243
2017-10-06,44159.0,295.99227905
2017-10-07,44728.0,309.40618896
2017-10-08,47251.0,312.48898315
2017-10-09,65571.0,299.80682373
2017-10-10,56669.0,305.36425781
2017-10-11,52400.0,300.83166504
2017-10-12,60951.0,307.37060547
2017-10-13,61810.0,340.62664795
2017-10-14,53132.0,343.33285522
2017-10-15,60471.0,334.2616272
2017-10-16,74774.0,339.01843262
2017-10-17,120193.0,320.37731934
2017-10-18,103216.0,306.11712646
2017-10-19,74605.0,308.99649048
2017-10-20,101879.0,308.71972656
2017-10-21,78898.0,292.77175903
2017-10-22,55020.0,303.14559937
2017-10-23,72803.0,282.73440552
2017-10-24,81523.0,308.03277588
2017-10-25,79625.0,295.03320313
2017-10-26,83549.0,298.24172974
2017-10-27,67876.0,295.4984436
2017-10-28,49637.0,297.35501099
2017-10-29,46388.0,309.5668335
2017-10-30,79408.0,307.23062134
2017-10-31,74656.0,306.80569458
2017-11-01,89862.0,303.97839355
2017-11-02,98487.0,288.53674316
2017-11-03,86786.0,288.54013062
2017-11-04,62684.0,301.08969116
2017-11-05,53038.0,296.11221313
2017-11-06,71326.0,304.67962646
2017-11-07,69032.0,292.50341797
2017-11-08,62770.0,300.17822266
2017-11-09,107924.0,309.02648926
2017-11-10,100455.0,305.67684937
2017-11-11,90339.0,302.44009399
2017-11-12,95159.0,307.16217041
2017-11-13,92372.0,316.65597534
2017-11-14,87794.0,321.51168823
2017-11-15,105824.0,335.67129517
2017-11-16,100843.0,331.2515564
2017-11-17,99736.0,333.92260742
2017-11-18,108734.0,329.41586304
2017-11-19,77238.0,357.2210083
2017-11-20,96314.0,361.82946777
2017-11-21,96993.0,369.5612793
2017-11-22,102601.0,363.42944336
2017-11-23,95269.0,412.79376221
2017-11-24,115050.0,412.22106934
2017-11-25,143052.0,474.94006348
2017-11-26,91857.0,460.09057617
2017-11-27,102164.0,480.62976074
2017-11-28,113474.0,480.12127686
2017-11-29,136728.0,496.43261719
2017-11-30,112790.0,408.70800781
2017-12-01,124891.0,456.96066284
2017-12-02,112814.0,469.29055786
2017-12-03,100872.0,462.17077637
2017-12-04,122546.0,466.52502441
2017-12-05,136151.0,468.7321167
2017-12-06,172379.0,456.16897583
2017-12-07,180354.0,425.63070679
2017-12-08,141058.0,453.54656982
2017-12-09,124105.0,471.6619873
2017-12-10,114982.0,452.13876343
2017-12-11,124102.0,473.95916748
2017-12-12,135742.0,535.36328125
2017-12-13,187657.0,618.68151855
2017-12-14,217981.0,692.40600586
2017-12-15,234393.0,696.08081055
2017-12-16,172386.0,699.24981689
2017-12-17,220553.0,716.13946533
2017-12-18,222245.0,732.18762207
2017-12-19,224213.0,820.32086182
2017-12-20,243439.0,805.95758057
2017-12-21,269935.0,795.32440186
2017-12-22,286117.0,655.90209961
2017-12-23,223879.0,736.55804443
2017-12-24,229797.0,653.69824219
2017-12-25,206300.0,757.78100586
2017-12-26,197316.0,773.18463135
2017-12-27,268238.0,781.16693115
2017-12-28,247564.0,739.44537354
2017-12-29,263546.0,754.77386475
2017-12-30,311717.0,709.14361572
2017-12-31,259185.0,723.21386719
2018-01-01,228600.0,769.96173096
2018-01-02,262615.0,886.34436035
2018-01-03,326698.0,882.25628662
2018-01-04,349897.0,954.21325684
2018-01-05,378697.0,1045.29394531
2018-01-06,352426.0,1002.57525635
2018-01-07,271240.0,1090.83947754
2018-01-08,290603.0,1088.60693359
2018-01-09,300326.0,1209.15039063
2018-01-10,325432.0,1364.84814453
2018-01-11,321926.0,1228.5994873
2018-01-12,299502.0,1247.54699707
2018-01-13,276371.0,1295.71936035
2018-01-14,246843.0,1392.17797852
2018-01-15,252326.0,1346.0513916
2018-01-16,277903.0,1242.75341797
2018-01-17,291229.0,954.39715576
2018-01-18,286486.0,1025.27148438
2018-01-19,225099.0,1061.92993164
2018-01-20,190117.0,1075.56970215
2018-01-21,225340.0,1134.66638184
2018-01-22,231407.0,960.67419434
2018-01-23,249937.0,1013.98480225
2018-01-24,259481.0,1031.86169434
2018-01-25,224524.0,1034.74243164
2018-01-26,212270.0,1050.9720459
2018-01-27,191915.0,1095.18273926
2018-01-28,164701.0,1129.69506836
2018-01-29,177299.0,1200.52368164
2018-01-30,176994.0,1145.86450195
2018-01-31,191404.0,1102.71533203
2018-02-01,180151.0,1138.50561523
2018-02-02,200988.0,954.35913086
2018-02-03,179600.0,955.11651611
2018-02-04,180745.0,864.21588135
2018-02-05,164222.0,836.07806396
2018-02-06,181115.0,742.73553467
2018-02-07,178669.0,812.49127197
2018-02-08,131618.0,806.39074707
2018-02-09,128468.0,806.53649902
2018-02-10,151400.0,847.33850098
2018-02-11,142312.0,852.11810303
2018-02-12,166713.0,856.97296143
2018-02-13,148325.0,857.95758057
2018-02-14,127017.0,902.66778564
2018-02-15,148317.0,933.9887085
2018-02-16,148731.0,938.65093994
2018-02-17,141766.0,961.27746582
2018-02-18,121676.0,944.79455566
2018-02-19,132744.0,931.19909668
2018-02-20,147565.0,942.46661377
2018-02-21,150222.0,849.50537109
2018-02-22,166864.0,825.77062988
2018-02-23,176479.0,838.43707275
2018-02-24,227769.0,837.11804199
2018-02-25,199726.0,827.74163818
2018-02-26,142308.0,876.27520752
2018-02-27,133743.0,871.24755859
2018-02-28,162902.0,888.44708252
2018-03-01,141715.0,867.03179932
2018-03-02,130440.0,855.5411377
2018-03-03,117411.0,864.79095459
2018-03-04,126435.0,847.83050537
2018-03-05,117392.0,867.68896484
2018-03-06,121172.0,832.01580811
2018-03-07,125238.0,812.98974609
2018-03-08,140671.0,741.19873047
2018-03-09,143437.0,701.0189209
2018-03-10,144512.0,732.93408203
2018-03-11,98620.0,708.91540527
2018-03-12,121039.0,697.64099121
2018-03-13,144238.0,696.71765137
2018-03-14,150986.0,656.14129639
2018-03-15,150645.0,588.16638184
2018-03-16,133721.0,598.66394043
2018-03-17,103836.0,598.8447876
2018-03-18,121838.0,466.09069824
2018-03-19,155860.0,551.63769531
2018-03-20,103513.0,556.75140381
2018-03-21,108079.0,567.94128418
2018-03-22,110413.0,531.77514648
2018-03-23,112787.0,516.39605713
2018-03-24,96816.0,541.47979736
2018-03-25,96109.0,520.65631104
2018-03-26,87361.0,522.40966797
2018-03-27,108104.0,468.53948975
2018-03-28,98281.0,451.23880005
2018-03-29,97392.0,441.78762817
2018-03-30,111596.0,378.60897827
2018-03-31,113689.0,403.10812378
2018-04-01,110647.0,364.76593018
2018-04-02,111438.0,391.7276001
2018-04-03,112265.0,406.29595947
2018-04-04,136352.0,404.4602356
2018-04-05,152522.0,378.5619812
2018-04-06,132629.0,379.6869812
2018-04-07,123539.0,381.07391357
2018-04-08,95012.0,401.61642456
2018-04-09,111944.0,396.41854858
2018-04-10,86416.0,400.10852051
2018-04-11,115415.0,420.70452881
2018-04-12,116408.0,463.97998047
2018-04-13,104735.0,514.11553955
2018-04-14,103090.0,506.67218018
2018-04-15,103530.0,510.55157471
2018-04-16,122644.0,504.92443848
2018-04-17,127360.0,507.29470825
2018-04-18,149980.0,506.82980347
2018-04-19,206633.0,545.71136475
2018-04-20,133176.0,585.83795166
2018-04-21,118550.0,607.55621338
2018-04-22,113720.0,632.79296875
2018-04-23,115437.0,644.73077393
2018-04-24,121703.0,667.34545898
2018-04-25,115541.0,672.1696167
2018-04-26,102463.0,618.38543701
2018-04-27,91775.0,673.49182129
2018-04-28,85900.0,666.2177124
2018-04-29,85406.0,681.65808105
2018-04-30,106549.0,683.4161377
2018-05-01,118876.0,644.34356689
2018-05-02,112416.0,682.49395752
2018-05-03,117581.0,746.64105225
2018-05-04,111859.0,771.74206543
2018-05-05,102475.0,819.67333984
2018-05-06,93292.0,825.15466309
2018-05-07,123534.0,756.71264648
2018-05-08,123368.0,737.20391846
2018-05-09,113634.0,724.54400635
2018-05-10,111209.0,762.02600098
2018-05-11,116615.0,731.71264648
2018-05-12,123877.0,679.3951416
2018-05-13,116150.0,727.16363525
2018-05-14,121927.0,702.7086792
2018-05-15,127003.0,718.53155518
2018-05-16,134861.0,685.74499512
2018-05-17,122984.0,707.81286621
2018-05-18,127782.0,679.48406982
2018-05-19,156921.0,695.66363525
2018-05-20,124802.0,713.50311279
2018-05-21,135888.0,713.80505371
2018-05-22,109155.0,683.32940674
2018-05-23,124109.0,603.68988037
2018-05-24,118077.0,599.28314209
2018-05-25,95668.0,602.76623535
2018-05-26,115842.0,604.77606201
2018-05-27,106075.0,573.9463501
2018-05-28,129880.0,533.34875488
2018-05-29,105765.0,527.29974365
2018-05-30,126333.0,552.78033447
2018-05-31,114572.0,577.21264648
2018-06-01,94556.0,574.48913574
2018-06-02,122617.0,578.54296875
2018-06-03,106269.0,594.17651367
2018-06-04,124820.0,619.347229
2018-06-05,138823.0,594.77947998
2018-06-06,119675.0,611.47528076
2018-06-07,110490.0,607.6987915
2018-06-08,108278.0,605.52856445
2018-06-09,165777.0,607.050354
2018-06-10,115414.0,569.99615479
2018-06-11,99313.0,534.60144043
2018-06-12,97762.0,529.2253418
2018-06-13,110889.0,466.81652832
2018-06-14,118392.0,488.07028198
2018-06-15,98469.0,505.40997314
2018-06-16,105502.0,494.14157104
2018-06-17,80355.0,502.80886841
2018-06-18,90520.0,497.6065979
2018-06-19,101164.0,516.79144287
2018-06-20,91680.0,521.35968018
2018-06-21,108863.0,542.37335205
2018-06-22,133789.0,473.28866577
2018-06-23,116290.0,469.70175171
2018-06-24,139453.0,426.46948242
2018-06-25,110578.0,465.23287964
2018-06-26,117806.0,458.76348877
2018-06-27,123005.0,434.13684082
2018-06-28,110388.0,433.66781616
2018-06-29,103345.0,422.68499756
2018-06-30,108936.0,448.35598755
2018-07-01,75943.0,451.76501465
2018-07-02,83072.0,475.32598877
2018-07-03,124457.0,470.97000122
2018-07-04,77897.0,474.20401001
2018-07-05,61468.0,477.81698608
2018-07-06,58749.0,471.25900269
2018-07-07,45804.0,471.04098511
2018-07-08,49128.0,492.42800903
2018-07-09,68367.0,484.17700195
2018-07-10,95327.0,441.7869873
2018-07-11,90273.0,444.51901245
2018-07-12,68868.0,431.26300049
2018-07-13,66350.0,440.19000244
2018-07-14,47200.0,437.56298828
2018-07-15,68061.0,452.46899414
2018-07-16,106302.0,449.3789978
2018-07-17,125078.0,473.6960144
2018-07-18,105322.0,493.13500977
2018-07-19,107161.0,476.35198975
2018-07-20,118890.0,459.51400757
2018-07-21,125623.0,455.70498657
2018-07-22,96860.0,468.82400513
2018-07-23,80010.0,463.58099365
2018-07-24,89532.0,453.04299927
2018-07-25,107797.0,466.80200195
2018-07-26,109193.0,475.75500488
2018-07-27,96987.0,464.89801025
2018-07-28,107851.0,469.59500122
2018-07-29,101648.0,466.79699707
2018-07-30,99656.0,464.28100586
2018-07-31,93635.0,452.71704102
2018-08-01,108876.0,418.51538086
2018-08-02,86389.0,413.97015381
2018-08-03,100715.0,403.26046753
2018-08-04,133636.0,406.00280762
2018-08-05,144113.0,408.90481567
2018-08-06,135810.0,408.21939087
2018-08-07,97061.0,410.38409424
2018-08-08,79054.0,368.50820923
2018-08-09,73057.0,361.72634888
2018-08-10,77380.0,362.50222778
2018-08-11,105951.0,321.83587646
2018-08-12,145329.0,324.58312988
2018-08-13,90854.0,321.13269043
2018-08-14,98297.0,268.85174561
2018-08-15,90485.0,286.58566284
2018-08-16,85124.0,293.16366577
2018-08-17,80276.0,298.18359375
2018-08-18,64111.0,312.79956055
2018-08-19,63609.0,300.91165161
2018-08-20,81978.0,289.58407593
2018-08-21,108813.0,277.46426392
2018-08-22,105034.0,292.28509521
2018-08-23,54907.0,274.01196289
2018-08-24,73336.0,275.43688965
2018-08-25,71131.0,282.00238037
2018-08-26,71158.0,275.39273071
2018-08-27,83110.0,273.97457886
2018-08-28,77961.0,289.15997314
2018-08-29,68200.0,289.28250122
2018-08-30,69940.0,280.12875366
2018-08-31,62781.0,278.79541016
2018-09-01,63673.0,295.68313599
2018-09-02,85885.0,292.22320557
2018-09-03,81510.0,289.88180542
2018-09-04,59986.0,289.47851563
2018-09-05,66823.0,257.61624146
2018-09-06,65866.0,228.38856506
2018-09-07,63078.0,231.10040283
2018-09-08,46378.0,217.99169922
2018-09-09,57766.0,190.80628967
2018-09-10,75234.0,195.61668396
2018-09-11,69581.0,185.09275818
2018-09-12,57646.0,172.70466614
2018-09-13,58595.0,202.66493225
2018-09-14,68639.0,208.40078735
2018-09-15,74675.0,224.01403809
2018-09-16,71826.0,216.15457153
2018-09-17,87578.0,222.97711182
2018-09-18,90987.0,196.33753967
2018-09-19,81530.0,210.1486969
2018-09-20,97372.0,209.52790833
2018-09-21,66607.0,223.11013794
2018-09-22,57461.0,241.37475586
2018-09-23,52145.0,241.40855408
2018-09-24,51148.0,232.47236633
2018-09-25,57061.0,222.22172546
2018-09-26,50038.0,221.0927124
2018-09-27,61229.0,217.59713745
2018-09-28,65292.0,226.0748291
2018-09-29,62898.0,231.66853333
2018-09-30,70951.0,234.12156677
2018-10-01,68567.0,233.16940308
2018-10-02,65580.0,227.55273438
2018-10-03,79630.0,219.16912842
2018-10-04,96850.0,224.94371033
2018-10-05,65780.0,221.67993164
2018-10-06,91375.0,225.40007019
2018-10-07,94319.0,226.03083801
2018-10-08,88526.0,225.35081482
2018-10-09,86161.0,227.53782654
2018-10-10,82112.0,226.28916931
2018-10-11,64053.0,200.70567322
2018-10-12,90785.0,199.06156921
2018-10-13,91781.0,197.74105835
2018-10-14,97440.0,200.49247742
2018-10-15,90424.0,209.54171753
2018-10-16,84786.0,208.42079163
2018-10-17,83593.0,210.58654785
2018-10-18,97794.0,208.0823822
2018-10-19,83158.0,203.44036865
2018-10-20,102600.0,203.95391846
2018-10-21,110990.0,207.38040161
2018-10-22,101990.0,204.68469238
2018-10-23,100148.0,202.32518005
2018-10-24,108249.0,203.35398865
2018-10-25,97663.0,202.63148499
2018-10-26,86230.0,202.6627655
2018-10-27,106561.0,203.7277832
2018-10-28,123230.0,205.05267334
2018-10-29,109979.0,205.18717957
2018-10-30,101096.0,197.40827942
2018-10-31,115532.0,197.16949463
2018-11-01,123217.0,199.52622986
2018-11-02,77111.0,199.80334473
2018-11-03,89045.0,199.97109985
2018-11-04,81728.0,199.96685791
2018-11-05,75353.0,208.54122925
2018-11-06,113596.0,208.02682495
2018-11-07,97118.0,217.27890015
2018-11-08,107522.0,214.61178589
2018-11-09,110399.0,210.01855469
2018-11-10,100592.0,210.95387268
2018-11-11,125445.0,211.98426819
2018-11-12,105028.0,211.47625732
2018-11-13,103247.0,209.03872681
2018-11-14,119817.0,193.8629303
2018-11-15,118520.0,177.40956116
2018-11-16,130392.0,177.45750427
2018-11-17,155434.0,173.49142456
2018-11-18,125754.0,175.74108887
2018-11-19,103204.0,155.93885803
2018-11-20,108668.0,149.12464905
2018-11-21,104202.0,133.94046021
2018-11-22,106814.0,132.03199768
2018-11-23,116381.0,123.4414978
2018-11-24,117993.0,122.13981628
2018-11-25,113667.0,106.08036041
2018-11-26,113595.0,109.50065613
2018-11-27,118310.0,104.66004181
2018-11-28,118672.0,112.06407928
2018-11-29,102334.0,117.27232361
2018-11-30,81154.0,118.7940008
2018-12-01,103072.0,118.70929896
2018-12-02,125178.0,117.77186347
2018-12-03,104456.0,108.20283119
2018-12-04,95259.0,112.25761995
2018-12-05,81304.0,107.93569236
2018-12-06,120617.0,98.43298295
2018-12-07,106521.0,85.67439262
2018-12-08,126757.0,89.83262355
2018-12-09,99974.0,92.34965863
2018-12-10,89049.0,91.06091623
2018-12-11,115875.0,91.05720962
2018-12-12,125980.0,88.94143673
2018-12-13,149943.0,89.83586696
2018-12-14,114525.0,86.50444511
2018-12-15,149533.0,82.82989029
2018-12-16,188714.0,87.07905
2018-12-17,104254.0,85.75534949
2018-12-18,113791.0,95.89627885
2018-12-19,115739.0,103.94602218
2018-12-20,139502.0,102.31148661
2018-12-21,128937.0,115.40394444
2018-12-22,162891.0,108.73326358
2018-12-23,181798.0,129.56706478
2018-12-24,162893.0,151.87638344
2018-12-25,103828.0,125.1463481
2018-12-26,86174.0,134.6052846
2018-12-27,105214.0,124.82665446
2018-12-28,121121.0,127.55277866
2018-12-29,109638.0,136.78863171
2018-12-30,94973.0,135.11526172
2018-12-31,99403.0,136.55651101
2019-01-01,78971.0,133.29395771
2019-01-02,76332.0,141.31147374
2019-01-03,83658.0,153.6462316
2019-01-04,90095.0,149.64903937
2019-01-05,78137.0,159.80673399
2019-01-06,87693.0,153.45698999
2019-01-07,96083.0,153.01671371
2019-01-08,80699.0,149.37027626
2019-01-09,76745.0,151.00054544
2019-01-10,88466.0,151.14186113
2019-01-11,81097.0,127.75900722
2019-01-12,122219.0,126.94171779
2019-01-13,89274.0,126.25925105
2019-01-14,80522.0,118.43255169
2019-01-15,64040.0,127.27935124
2019-01-16,71046.0,122.07125492
2019-01-17,80841.0,122.14025857
2019-01-18,98619.0,122.55786307
2019-01-19,72576.0,121.67946858
2019-01-20,67289.0,119.67858312
2019-01-21,81911.0,118.80220738
2019-01-22,62993.0,118.78417225
2019-01-23,71488.0,118.28204602
2019-01-24,81833.0,116.25489292
2019-01-25,77103.0,116.68306815
2019-01-26,94138.0,116.87688759
2019-01-27,94738.0,114.26995758
2019-01-28,83675.0,104.57044664
2019-01-29,87760.0,105.4210247
2019-01-30,74797.0,105.70168381
2019-01-31,75490.0,107.26888187
2019-02-01,62174.0,107.59140987
2019-02-02,71913.0,107.71315672
2019-02-03,80445.0,107.98136174
2019-02-04,67650.0,107.52241756
2019-02-05,75768.0,107.37913618
2019-02-06,71715.0,103.82808572
2019-02-07,80841.0,104.93407216
2019-02-08,60080.0,104.87060527
2019-02-09,55313.0,118.53311868
2019-02-10,45353.0,119.27010717
2019-02-11,49078.0,121.08514382
2019-02-12,53339.0,120.68742194
2019-02-13,69079.0,122.18117957
2019-02-14,47743.0,122.48043983
2019-02-15,54321.0,122.45746216
2019-02-16,48252.0,123.47624514
2019-02-17,47101.0,126.16862795
2019-02-18,57046.0,138.15369949
2019-02-19,60660.0,147.34385672
2019-02-20,59456.0,146.57131195
2019-02-21,65940.0,148.19528426
2019-02-22,70050.0,147.06811479
2019-02-23,70813.0,148.43684493
2019-02-24,57791.0,142.05625495
2019-02-25,69232.0,140.59732835
2019-02-26,63019.0,138.23506213
2019-02-27,69521.0,139.58803746
2019-02-28,64259.0,137.52803404
2019-03-01,68512.0,137.21671737
2019-03-02,84564.0,136.96863639
2019-03-03,128085.0,133.11580836
2019-03-04,105707.0,130.9071094
2019-03-05,105143.0,127.49446416
2019-03-06,92623.0,136.72702875
2019-03-07,89462.0,138.38331763
2019-03-08,88825.0,137.32476757
2019-03-09,83829.0,135.73967075
2019-03-10,87308.0,137.24920323
2019-03-11,113738.0,133.13953812
2019-03-12,104263.0,134.18561315
2019-03-13,108369.0,133.91192004
2019-03-14,93277.0,133.8693986
2019-03-15,130590.0,137.94602591
2019-03-16,98509.0,140.92073362
2019-03-17,120610.0,139.71073077
2019-03-18,96958.0,141.70926769
2019-03-19,88998.0,140.37596934
2019-03-20,86600.0,139.04297302
2019-03-21,73448.0,140.49319159
2019-03-22,76536.0,137.99054146
2019-03-23,76201.0,138.13637195
2019-03-24,92779.0,137.38351924
2019-03-25,102335.0,137.29619292
2019-03-26,87076.0,134.54907912
2019-03-27,84257.0,138.79906486
2019-03-28,99226.0,140.08666645
2019-03-29,87650.0,141.11003445
2019-03-30,116487.0,141.75563232
2019-03-31,167697.0,141.33903634
2019-04-01,96137.0,141.95795209
2019-04-02,86085.0,155.30580585
2019-04-03,86914.0,172.3784242
2019-04-04,82382.0,161.00075944
2019-04-05,83589.0,157.96895157
2019-04-06,104066.0,164.15215602
2019-04-07,106453.0,167.41791427
2019-04-08,101579.0,181.47476599
2019-04-09,105176.0,176.75935781
2019-04-10,104981.0,179.95481499
2019-04-11,99412.0,170.92096153
2019-04-12,95157.0,164.60809741
2019-04-13,95173.0,166.02566469
2019-04-14,93194.0,163.36104794
2019-04-15,101671.0,167.94815433
2019-04-16,112095.0,161.6683869
2019-04-17,93943.0,166.78417448
2019-04-18,162817.0,172.40799497
2019-04-19,147866.0,172.94030323
2019-04-20,107814.0,173.41674371
2019-04-21,94989.0,169.15920588
2019-04-22,137792.0,168.73080473
2019-04-23,134962.0,172.36556919
2019-04-24,153007.0,165.14392855
2019-04-25,104870.0,164.45659778
2019-04-26,113498.0,156.27757254
2019-04-27,120249.0,156.7740696
2019-04-28,82016.0,158.46459193
2019-04-29,101009.0,154.13417146
2019-04-30,94521.0,159.73955992
2019-05-01,81010.0,160.84499421
2019-05-02,86849.0,160.95919325
2019-05-03,88125.0,162.70316199
2019-05-04,85648.0,162.28141439
2019-05-05,86548.0,163.42616626
2019-05-06,85592.0,161.43477238
2019-05-07,87513.0,173.12724369
2019-05-08,85503.0,169.39350477
2019-05-09,115164.0,168.8154455
2019-05-10,170090.0,172.79554142
2019-05-11,167572.0,176.78295696
2019-05-12,115047.0,193.07480365
2019-05-13,146639.0,201.3120468
2019-05-14,115638.0,206.6510451
2019-05-15,156768.0,235.8972991
2019-05-16,129358.0,273.63561907
2019-05-17,108548.0,231.06130806
2019-05-18,125434.0,242.35294916
2019-05-19,159104.0,254.93370101
2019-05-20,148238.0,247.31109249
2019-05-21,147956.0,251.44507282
2019-05-22,147387.0,255.13805145
2019-05-23,145903.0,243.48263594
2019-05-24,130414.0,253.58425432
2019-05-25,118580.0,251.97048299
2019-05-26,98379.0,249.42906149
2019-05-27,114486.0,272.6353354
2019-05-28,128762.0,270.80549798
2019-05-29,132162.0,269.20298445
2019-05-30,137416.0,286.16032829
2019-05-31,107076.0,254.55683686
2019-06-01,226626.0,269.89409866
2019-06-02,102021.0,265.99425257
2019-06-03,113093.0,269.67947635
2019-06-04,112684.0,249.52699362
2019-06-05,102270.0,240.82336916
2019-06-06,114884.0,243.46136036
2019-06-07,105353.0,250.06909752
2019-06-08,109858.0,249.49875328
2019-06-09,99126.0,243.25500568
2019-06-10,96100.0,235.13546214
2019-06-11,83460.0,240.85089069
2019-06-12,98061.0,248.62021604
2019-06-13,113239.0,260.22363801
2019-06-14,117676.0,258.27281611
2019-06-15,195332.0,265.11867876
2019-06-16,101868.0,272.88462185
2019-06-17,120528.0,270.44971705
2019-06-18,148516.0,267.17305217
2019-06-19,130119.0,266.99919451
2019-06-20,93136.0,270.06514542
2019-06-21,125673.0,279.74676755
2019-06-22,123478.0,304.72963984
2019-06-23,106743.0,311.39248258
2019-06-24,128714.0,308.00093794
2019-06-25,130971.0,311.30134191
2019-06-26,135053.0,330.85495854
2019-06-27,133718.0,307.31087852
2019-06-28,138763.0,307.25835227
2019-06-29,103228.0,297.52159415
2019-06-30,98925.0,297.37414316
2019-07-01,87403.0,299.79081422
2019-07-02,108449.0,288.35521984
2019-07-03,144150.0,295.92959599
2019-07-04,142614.0,295.66938295
2019-07-05,98357.0,285.83090685
2019-07-06,94548.0,295.18927348
2019-07-07,118841.0,288.83300191
2019-07-08,98638.0,305.24923115
2019-07-09,105863.0,316.07101752
2019-07-10,105459.0,310.58157195
2019-07-11,98727.0,283.99714584
2019-07-12,81591.0,272.81284205
2019-07-13,98368.0,273.51096041
2019-07-14,91251.0,235.1578918
2019-07-15,105348.0,230.38300709
2019-07-16,87609.0,221.84767807
2019-07-17,82736.0,198.42058013
2019-07-18,105839.0,224.34023034
2019-07-19,86956.0,223.01852402
2019-07-20,98889.0,226.9043363
2019-07-21,116793.0,225.50760783
2019-07-22,111455.0,215.78268766
2019-07-23,160112.0,217.23590134
2019-07-24,96618.0,215.18162369
2019-07-25,103976.0,222.23141333
2019-07-26,105754.0,216.76268528
2019-07-27,105627.0,222.42141267
2019-07-28,117045.0,207.79524287
2019-07-29,136383.0,213.26799038
2019-07-30,99589.0,212.60851121
2019-07-31,110324.0,212.37162749
2019-08-01,86121.0,214.66226136
2019-08-02,95643.0,221.16568616
2019-08-03,79603.0,221.20734343
2019-08-04,115711.0,222.03981343
2019-08-05,100029.0,230.24690418
2019-08-06,118219.0,229.85834506
2019-08-07,113500.0,224.72117032
2019-08-08,134607.0,226.05403909
2019-08-09,134626.0,210.10533079
2019-08-10,93396.0,211.63543068
2019-08-11,90533.0,210.6548487
2019-08-12,139538.0,213.82364617
2019-08-13,103752.0,206.09014466
2019-08-14,102157.0,205.36691407
2019-08-15,101719.0,186.01241401
2019-08-16,95040.0,187.88629369
2019-08-17,108576.0,184.65766072
2019-08-18,108357.0,184.28067701
2019-08-19,98272.0,196.41888543
2019-08-20,109676.0,197.50548253
2019-08-21,106925.0,183.72338414
2019-08-22,104821.0,191.27614199
2019-08-23,86640.0,194.81554139
2019-08-24,80593.0,188.25622043
2019-08-25,101200.0,190.08217567
2019-08-26,75687.0,191.49841012
2019-08-27,78889.0,187.10460695
2019-08-28,79514.0,187.5771005
2019-08-29,75476.0,170.68617588
2019-08-30,94805.0,168.71978307
2019-08-31,81411.0,169.82392168
2019-09-01,68610.0,170.71440414
2019-09-02,68534.0,173.0448614
2019-09-03,83676.0,179.17299517
2019-09-04,73581.0,176.83746889
2019-09-05,83043.0,175.49971565
2019-09-06,75429.0,176.87097157
2019-09-07,64891.0,169.97234473
2019-09-08,59460.0,182.34361372
2019-09-09,68668.0,181.8847563
2019-09-10,67386.0,180.17223554
2019-09-11,70142.0,180.29132512
2019-09-12,68781.0,180.31877483
2019-09-13,67294.0,178.91011263
2019-09-14,59388.0,180.71247343
2019-09-15,65618.0,186.54826578
2019-09-16,74371.0,194.27766815
2019-09-17,69990.0,197.83365607
2019-09-18,69839.0,211.14320706
2019-09-19,67989.0,205.91359757
2019-09-20,76802.0,219.42755156
2019-09-21,68001.0,218.298517
2019-09-22,71819.0,211.03004565
2019-09-23,71316.0,210.15486902
2019-09-24,64826.0,201.97549017
2019-09-25,67907.0,171.1763985
2019-09-26,66359.0,169.40640372
2019-09-27,60932.0,165.66021136
2019-09-28,69811.0,171.60774862
2019-09-29,63082.0,172.66037788
2019-09-30,66486.0,169.11750378
2019-10-01,114408.0,183.09185855
2019-10-02,126385.0,176.65458977
2019-10-03,126486.0,173.24897594
2019-10-04,105397.0,176.13673365
2019-10-05,122513.0,175.83818171
2019-10-06,151609.0,175.75412517
2019-10-07,113879.0,173.71060389
2019-10-08,115050.0,179.48679056
2019-10-09,108667.0,181.18882968
2019-10-10,123580.0,192.44363397
2019-10-11,129475.0,194.02723587
2019-10-12,110024.0,185.03068545
2019-10-13,88083.0,184.61459905
2019-10-14,100085.0,182.92572234
2019-10-15,134899.0,183.05058324
2019-10-16,115525.0,180.47406874
2019-10-17,115195.0,175.33111852
2019-10-18,118217.0,176.88636904
2019-10-19,110187.0,174.44228878
2019-10-20,85140.0,174.01950917
2019-10-21,91395.0,175.13990791
2019-10-22,92892.0,173.88437924
2019-10-23,98803.0,167.87755694
2019-10-24,110404.0,162.71239592
2019-10-25,112753.0,174.89685151
2019-10-26,107103.0,180.94152815
2019-10-27,104836.0,178.31770981
2019-10-28,98340.0,185.19086666
2019-10-29,87568.0,184.40985758
2019-10-30,88500.0,189.56678726
2019-10-31,107744.0,184.39415398
2019-11-01,107992.0,181.86176603
2019-11-02,96409.0,184.60689245
2019-11-03,80359.0,182.36803089
2019-11-04,81408.0,182.34832579
