Time,ETH number of daily active addresses,Price
2022-11-22,477171,1091.93
2022-11-23,526113,1165.18
2022-11-24,577486,1211.34
2022-11-25,606014,1184.56
2022-11-26,595517,1218.72
2022-11-27,539200,1216.97
2022-11-28,623286,1173.15
2022-11-29,562157,1205.2
2022-11-30,516796,1272.72
2022-12-01,510109,1280.79
2022-12-02,548227,1276.59
2022-12-03,556323,1276.77
2022-12-04,595721,1257.41
2022-12-05,579208,1297.68
2022-12-06,550932,1260.49
2022-12-07,511056,1224.55
2022-12-08,497390,1233.03
2022-12-09,1139327,1282.18
2022-12-10,1057833,1265.05
2022-12-11,693975,1276.58
2022-12-12,679505,1246.88
2022-12-13,527376,1266.63
2022-12-14,534515,1322.75
2022-12-15,531392,1287.66
2022-12-16,552840,1278.24
2022-12-17,558483,1183.49
2022-12-18,359363,1183.49
2022-12-19,503880,1180.14
2022-12-20,452301,1208.36
2022-12-21,522771,1211.24
2022-12-22,517987,1213.52
2022-12-23,524880,1221.97
2022-12-24,462386,1220.47
2022-12-25,535197,1219.91
2022-12-26,497311,1220.88
2022-12-27,480591,1222.13
2022-12-28,466756,1194.21
2022-12-29,465578,1194.29
2022-12-30,496607,1188.28
2022-12-31,520918,1196.47
2023-01-01,485029,1194.65
2023-01-02,453460,1213.19
2023-01-03,475513,1216.78
2023-01-04,515965,1252.47
2023-01-05,618054,1250.42
2023-01-06,487397,1247.37
2023-01-07,525777,1266.17
2023-01-08,676603,1263.74
2023-01-09,622908,1312.29
2023-01-10,518654,1323.34
2023-01-11,501937,1335.54
2023-01-12,522030,1398.46
2023-01-13,486980,1408.1
2023-01-14,509555,1553.57
2023-01-15,499447,1528.96
2023-01-16,528098,1566.13
2023-01-17,503934,1563.45
2023-01-18,557705,1582.54
2023-01-19,496985,1528.43
2023-01-20,500008,1550.61
2023-01-21,502231,1651.79
2023-01-22,496819,1627.4
2023-01-23,482973,1633.81
2023-01-24,474908,1635.49
2023-01-25,498912,1554.23
2023-01-26,490080,1605.41
2023-01-27,515173,1585.88
2023-01-28,479882,1592.56
2023-01-29,470738,1592.96
2023-01-30,494846,1627.26
2023-01-31,518280,1580.1
2023-02-01,508082,1575.84
2023-02-02,516557,1664.47
2023-02-03,503813,1637.54
2023-02-04,516993,1657.95
2023-02-05,524677,1668.37
2023-02-06,526440,1635.18
2023-02-07,533111,1632.14
2023-02-08,551105,1677.53
2023-02-09,516276,1630.5
2023-02-10,536616,1552.04
2023-02-11,522406,1521.21
2023-02-12,483420,1531.9
2023-02-13,509485,1524.24
2023-02-14,547863,1506.38
2023-02-15,504617,1548.02
2023-02-16,508623,1680.21
2023-02-17,497019,1653.81
2023-02-18,444732,1691.54
2023-02-19,425324,1693.62
2023-02-20,452794,1696.54
2023-02-21,473974,1704.82
2023-02-22,481944,1643.68
2023-02-23,498771,1667.28
2023-02-24,551890,1652.78
2023-02-25,514117,1603.15
2023-02-26,533644,1599.84
2023-02-27,527335,1637.14
2023-02-28,464510,1619.71
2023-03-01,476984,1651.13
2023-03-02,503192,1644.28
2023-03-03,502539,1568.9
2023-03-04,455906,1569.23
2023-03-05,417788,1568.65
2023-03-06,437620,1562.08
2023-03-07,437961,1569.63
2023-03-08,446798,1551.1
2023-03-09,452052,1536.53
2023-03-10,465710,1411.67
2023-03-11,433607,1437.0
2023-03-12,447866,1468.0
2023-03-13,564983,1614.03
2023-03-14,523618,1677.22
2023-03-15,512124,1712.46
2023-03-16,477344,1659.77
2023-03-17,494465,1721.53
2023-03-18,502675,1818.15
2023-03-19,485607,1778.41
2023-03-20,523206,1796.75
2023-03-21,535147,1736.03
2023-03-22,570516,1796.43
2023-03-23,548389,1754.59
2023-03-24,550864,1818.02
2023-03-25,526887,1750.43
2023-03-26,499445,1754.35
2023-03-27,515796,1753.61
2023-03-28,579665,1724.96
2023-03-29,572876,1804.85
2023-03-30,597583,1807.26
2023-03-31,563370,1795.4
2023-04-01,527244,1824.44
2023-04-02,509567,1821.32
2023-04-03,527263,1793.79
2023-04-04,509446,1812.92
2023-04-05,541108,1910.8
2023-04-06,507437,1880.16
2023-04-07,547292,1849.98
2023-04-08,511783,1873.23
2023-04-09,507290,1836.9
2023-04-10,553112,1860.31
2023-04-11,576561,1923.29
2023-04-12,551878,1871.45
2023-04-13,567773,1924.28
2023-04-14,636645,2106.72
2023-04-15,592791,2099.95
2023-04-16,620155,2099.33
2023-04-17,485090,2091.5
2023-04-18,466587,2100.6
2023-04-19,443217,2074.06
2023-04-20,429361,1948.99
2023-04-21,488869,1927.95
2023-04-22,533813,1850.25
2023-04-23,443887,1875.63
2023-04-24,470352,1844.84
2023-04-25,495034,1815.78
2023-04-26,503821,1862.44
2023-04-27,518553,1886.02
2023-04-28,511824,1919.33
2023-04-29,498184,1903.77
2023-04-30,455654,1904.27
2023-05-01,413127,1849.8
2023-05-02,427617,1835.32
2023-05-03,455682,1865.93
2023-05-04,443930,1899.14
2023-05-05,480286,1895.82
2023-05-06,452317,1960.87
2023-05-07,394732,1908.51
2023-05-08,423034,1853.68
2023-05-09,466511,1850.54
2023-05-10,433517,1839.47
2023-05-11,408846,1829.71
2023-05-12,449394,1760.2
2023-05-13,469466,1804.17
2023-05-14,476637,1806.28
2023-05-15,480304,1829.31
2023-05-16,442928,1822.45
2023-05-17,442091,1808.31
2023-05-18,431820,1827.49
2023-05-19,450485,1806.58
2023-05-20,532589,1811.92
2023-05-21,522008,1817.66
2023-05-22,433478,1811.52
2023-05-23,445138,1853.49
2023-05-24,447705,1815.18
2023-05-25,454566,1778.63
2023-05-26,468686,1817.08
2023-05-27,473542,1830.16
2023-05-28,433556,1848.42
2023-05-29,439650,1900.53
2023-05-30,501064,1899.95
2023-05-31,477296,1870.28
2023-06-01,473538,1854.78
2023-06-02,511795,1886.28
2023-06-03,496173,1903.28
2023-06-04,478650,1900.66
2023-06-05,520074,1873.66
2023-06-06,525687,1814.06
2023-06-07,509650,1876.16
2023-06-08,520580,1842.37
2023-06-09,626190,1838.629252199229
2023-06-10,703813,1733.5
2023-06-11,846313,1754.11
2023-06-12,658803,1736.86
2023-06-13,649700,1748.7
2023-06-14,642321,1741.52
2023-06-15,646364,1636.12
2023-06-16,702648,1669.75
2023-06-17,607801,1743.92
2023-06-18,636396,1729.92
2023-06-19,656473,1724.75
2023-06-20,596144,1730.06
2023-06-21,613487,1813.09
2023-06-22,623242,1910.83
2023-06-23,635555,1881.63
2023-06-24,640213,1883.61
2023-06-25,636909,1912.55
2023-06-26,654020,1892.55
2023-06-27,634770,1875.06
2023-06-28,605560,1851.42
2023-06-29,563059,1847.69
2023-06-30,554471,1889.11
2023-07-01,627860,1920.19
2023-07-02,600634,1915.7
2023-07-03,588872,1968.01
2023-07-04,627727,1950.78
2023-07-05,423706,1936.69
2023-07-06,438070,1925.54
2023-07-07,521471,1855.22
2023-07-08,512537,1862.29
2023-07-09,550863,1867.92
2023-07-10,603276,1856.2
2023-07-11,608049,1883.48
2023-07-12,581598,1891.56
2023-07-13,550383,1870.68
2023-07-14,615941,1992.88
2023-07-15,643217,1942.64
2023-07-16,564197,1927.22
2023-07-17,547399,1929.73
2023-07-18,628621,1899.68
2023-07-19,592453,1909.44
2023-07-20,566934,1912.7
2023-07-21,583533,1889.99
2023-07-22,609933,1892.58
2023-07-23,528706,1875.5
2023-07-24,513971,1875.14
2023-07-25,495934,1851.14
2023-07-26,524198,1853.74
2023-07-27,509516,1872.23
2023-07-28,510195,1859.57
2023-07-29,577952,1872.97
2023-07-30,500878,1876.07
2023-07-31,622214,1865.46
2023-08-01,545409,1834.77
2023-08-02,547764,1856.33
2023-08-03,592263,1831.77
2023-08-04,577597,1836.89
2023-08-05,536920,1829.15
2023-08-06,545184,1833.58
2023-08-07,580421,1834.15
2023-08-08,562593,1828.88
2023-08-09,585967,1861.31
2023-08-10,499277,1849.52
2023-08-11,587610,1847.5
2023-08-12,560550,1849.7
2023-08-13,554530,1848.99
2023-08-14,580378,1848.23
2023-08-15,568076,1841.72
2023-08-16,534595,1825.92
2023-08-17,544287,1798.3
2023-08-18,597564,1689.98
2023-08-19,629711,1660.71
2023-08-20,648069,1665.78
2023-08-21,564450,1671.21
2023-08-22,544022,1666.67
2023-08-23,618825,1644.74
2023-08-24,522081,1674.97
2023-08-25,519406,1651.04
2023-08-26,638142,1652.65
2023-08-27,648795,1648.05
2023-08-28,554092,1640.88
2023-08-29,532639,1647.51
2023-08-30,631530,1717.78
2023-08-31,634330,1706.3
2023-09-01,630141,1646.17
2023-09-02,652901,1631.7
2023-09-03,733799,1635.83
2023-09-04,657800,1638.75
2023-09-05,846151,1624.09
2023-09-06,653263,1628.85
2023-09-07,729951,1635.57
2023-09-08,683845,1646.42
2023-09-09,589365,1634.17
2023-09-10,688155,1624.86
2023-09-11,651915,1611.95
2023-09-12,643459,1579.95
2023-09-13,1349849,1584.05
2023-09-14,693782,1621.83
2023-09-15,600444,1628.32
2023-09-16,534373,1637.28
2023-09-17,553710,1628.81
2023-09-18,552295,1634.38
2023-09-19,575451,1637.34
2023-09-20,631042,1635.09
2023-09-21,723299,1618.7
2023-09-22,891143,1595.92
2023-09-23,853697,1594.93
2023-09-24,682660,1592.57
2023-09-25,595967,1581.44
2023-09-26,659793,1588.99
2023-09-27,694599,1591.9
2023-09-28,599509,1617.89
2023-09-29,589975,1686.05
2023-09-30,549110,1672.57
2023-10-01,576387,1679.09
2023-10-02,543915,1730.67
2023-10-03,544695,1663.33
2023-10-04,552597,1644.95
2023-10-05,584973,1636.27
2023-10-06,621468,1630.97
2023-10-07,675726,1637.7
2023-10-08,837091,1629.59
2023-10-09,591148,1621.57
2023-10-10,593460,1590.88
2023-10-11,585525,1557.53
2023-10-12,661844,1559.36
2023-10-13,666795,1549.19
2023-10-14,814503,1547.8
2023-10-15,775285,1554.92
2023-10-16,760364,1579.72
2023-10-17,705599,1591.04
2023-10-18,706098,1572.43
2023-10-19,575788,1552.41
2023-10-20,576301,1584.77
2023-10-21,697168,1607.19
2023-10-22,623223,1631.35
2023-10-23,645286,1675.95
2023-10-24,564523,1808.96
2023-10-25,631617,1770.03
2023-10-26,542566,1847.2
2023-10-27,795027,1777.94
2023-10-28,669566,1787.98
2023-10-29,531210,1783.84
2023-10-30,577435,1787.97
2023-10-31,531193,1791.6
2023-11-01,645673,1804.99
2023-11-02,536986,1835.75
2023-11-03,596664,1798.09
2023-11-04,567969,1835.51
2023-11-05,534271,1886.72
2023-11-06,512900,1880.24
2023-11-07,547115,1893.42
2023-11-08,529673,1875.88
2023-11-09,541592,1913.1
2023-11-10,616189,2101.95
2023-11-11,617367,2056.16
2023-11-12,606927,2058.32
2023-11-13,505745,2049.63
2023-11-14,520634,2061.63
2023-11-15,554234,1983.98
2023-11-16,556820,2054.37
2023-11-17,595426,1969.73
2023-11-18,758156,1936.02
2023-11-19,673077,1962.62
2023-11-20,558590,2019.83
2023-11-21,569037,2004.01
2023-11-22,597389,1994.1
2023-11-23,578712,2065.78
2023-11-24,633313,2080.84
2023-11-25,639216,2089.96
2023-11-26,553687,2089.8
2023-11-27,514199,2045.83
2023-11-28,525166,2015.15
2023-11-29,560113,2057.61
2023-11-30,580662,2035.74
2023-12-01,586092,2094.18
2023-12-02,564818,2096.92
2023-12-03,675864,2164.27
2023-12-04,606499,2247.31
2023-12-05,563995,2199.09
2023-12-06,609879,2266.03
2023-12-07,592929,2262.23
2023-12-08,683048,2354.99
2023-12-09,648043,2384.18
2023-12-10,842181,2354.49
2023-12-11,602682,2237.33
2023-12-12,567440,2233.18
2023-12-13,528026,2172.35
2023-12-14,565442,2282.77
2023-12-15,559348,2271.57
2023-12-16,495811,2240.65
2023-12-17,586286,2207.27
2023-12-18,649867,2167.26
2023-12-19,606059,2247.72
2023-12-20,649544,2216.23
2023-12-21,654766,2215.74
2023-12-22,735719,2272.65
2023-12-23,954470,2285.62
2023-12-24,719528,2296.84
2023-12-25,917547,2281.44
2023-12-26,766671,2241.95
2023-12-27,641224,2230.23
2023-12-28,657093,2381.36
2023-12-29,693050,2335.06
2023-12-30,731763,2295.95
2023-12-31,738377,2295.7
2024-01-01,788832,2284.71
2024-01-02,675808,2387.79
2024-01-03,711738,2364.37
2024-01-04,652111,2224.24
2024-01-05,786988,2255.13
2024-01-06,763429,2234.83
2024-01-07,605184,2250.35
2024-01-08,679587,2225.43
2024-01-09,765064,2307.75
2024-01-10,729793,2371.01
2024-01-11,697283,2586.4
2024-01-12,823342,2596.22
2024-01-13,795670,2550.17
2024-01-14,583841,2549.99
2024-01-15,824377,2512.81
2024-01-16,687680,2524.65
2024-01-17,682788,2552.14
2024-01-18,807583,2536.25
2024-01-19,634785,2464.21
2024-01-20,861537,2478.87
2024-01-21,808787,2475.13
2024-01-22,703305,2420.33
2024-01-23,722873,2321.17
2024-01-24,656828,2233.28
2024-01-25,809880,2226.76
2024-01-26,667457,2196.88
2024-01-27,716834,2257.31
2024-01-28,816475,2282.64
2024-01-29,769902,2258.96
2024-01-30,637786,2309.06
2024-01-31,623633,2340.15
2024-02-01,622423,2270.56
2024-02-02,617724,2314.09
2024-02-03,708782,2314.22
2024-02-04,668009,2290.2
2024-02-05,765644,2308.1
2024-02-06,578250,2324.41
2024-02-07,606423,2360.66
2024-02-08,552407,2420.45
2024-02-09,542192,2453.44
2024-02-10,587145,2497.0
2024-02-11,633277,2528.43
2024-02-12,724029,2502.54
2024-02-13,585685,2649.97
2024-02-14,649520,2654.89
2024-02-15,622656,2774.1
2024-02-16,651033,2816.81
2024-02-17,643867,2795.75
2024-02-18,594877,2799.29
2024-02-19,615036,2926.97
2024-02-20,640865,2920.19
2024-02-21,595990,2939.51
2024-02-22,599332,2991.89
2024-02-23,607401,2931.73
2024-02-24,727098,2962.47
2024-02-25,803459,3030.01
2024-02-26,652543,3087.03
2024-02-27,658045,3217.65
2024-02-28,682774,3301.55
2024-02-29,684729,3467.51
2024-03-01,666943,3368.19
2024-03-02,664159,3434.21
2024-03-03,686776,3395.91
2024-03-04,712760,3480.85
2024-03-05,721111,3678.57
2024-03-06,693451,3787.61
2024-03-07,673854,3789.73
2024-03-08,665833,3913.76
2024-03-09,656578,3933.03
2024-03-10,740498,3951.81
2024-03-11,704844,4007.61
2024-03-12,694708,4027.0
2024-03-13,750047,4040.13
2024-03-14,874899,3965.98
2024-03-15,748047,3752.36
2024-03-16,775652,3739.29
2024-03-17,1137195,3471.06
2024-03-18,959542,3625.68
2024-03-19,841114,3357.99
2024-03-20,823350,3218.62
2024-03-21,827555,3518.36
2024-03-22,918411,3511.31
2024-03-23,1036696,3365.91
2024-03-24,854549,3340.29
2024-03-25,674583,3446.92
2024-03-26,690435,3636.98
2024-03-27,631210,3564.74
2024-03-28,769887,3573.63
2024-03-29,787394,3519.97
2024-03-30,789400,3495.29
2024-03-31,1161436,3626.04
2024-04-01,753672,3548.24
2024-04-02,685253,3365.8
2024-04-03,744690,3306.98
2024-04-04,715527,3322.3
2024-04-05,786503,3287.07
2024-04-06,778102,3332.09
2024-04-07,1057917,3387.36
2024-04-08,870426,3472.27
2024-04-09,774695,3638.4
2024-04-10,970308,3537.41
2024-04-11,829822,3585.25
2024-04-12,791036,3516.68
2024-04-13,750478,3256.35
2024-04-14,690058,3084.82
2024-04-15,778115,3248.39
2024-04-16,769507,3108.99
2024-04-17,776144,3082.62
2024-04-18,860791,2976.95
2024-04-19,694466,3085.46
2024-04-20,1063907,3061.98
2024-04-21,949702,3181.8
2024-04-22,694762,3206.4
2024-04-23,695124,3162.14
2024-04-24,647699,3251.12
2024-04-25,681454,3136.54
2024-04-26,732161,3136.29
2024-04-27,725768,3120.07
2024-04-28,734538,3316.42
2024-04-29,713297,3186.45
2024-04-30,729226,3157.14
2024-05-01,703956,2861.35
2024-05-02,727834,2921.41
2024-05-03,750727,2969.25
2024-05-04,948306,3098.06
2024-05-05,741334,3108.45
2024-05-06,713707,3184.2
2024-05-07,750657,3079.2
2024-05-08,1198301,2995.1
2024-05-09,756906,2982.25
2024-05-10,1154651,3043.28
2024-05-11,1169947,2920.92
2024-05-12,771949,2905.21
2024-05-13,720888,2952.01
2024-05-14,886981,2918.28
2024-05-15,809756,2915.77
2024-05-16,916621,3017.14
2024-05-17,685822,3025.2
2024-05-18,1054441,3101.77
2024-05-19,1212405,3115.71
2024-05-20,665692,3093.73
2024-05-21,654596,3658.81
2024-05-22,670434,3748.04
2024-05-23,649052,3811.15
2024-05-24,640392,3678.25
2024-05-25,695066,3745.93
2024-05-26,665972,3785.03
2024-05-27,608802,3914.03
2024-05-28,541460,3844.34
2024-05-29,604817,3824.01
2024-05-30,596932,3716.3
2024-05-31,597897,3727.26
2024-06-01,616507,3769.43
2024-06-02,892520,3793.7
2024-06-03,539980,3815.19
2024-06-04,863086,3774.27
2024-06-05,592371,3809.93
2024-06-06,546990,3852.13
2024-06-07,581467,3814.52
2024-06-08,1000877,3707.23
2024-06-09,670106,3685.73
2024-06-10,654664,3651.49
2024-06-11,641642,3533.38
2024-06-12,720795,3526.47
2024-06-13,645568,3506.3
2024-06-14,1178036,3516.14
2024-06-15,1069851,3529.04
2024-06-16,777860,3559.24
2024-06-17,981094,3551.09
2024-06-18,611896,3443.4
2024-06-19,1126525,3543.21
2024-06-20,812018,3605.36
2024-06-21,745725,3473.15
2024-06-22,1035148,3492.29
2024-06-23,1014973,3510.16
2024-06-24,1175659,3367.95
2024-06-25,697380,3357.78
2024-06-26,820080,3400.31
2024-06-27,677441,3372.77
2024-06-28,674230,3429.0
2024-06-29,1408453,3395.09
2024-06-30,735649,3387.28
2024-07-01,663493,3487.12
2024-07-02,708247,3435.7
2024-07-03,621351,3350.25
2024-07-04,639738,3178.05
2024-07-05,712970,2879.24
2024-07-06,860403,3005.45
2024-07-07,766218,3004.98
2024-07-08,707971,2927.75
2024-07-09,916486,3061.35
2024-07-10,652146,3097.83
2024-07-11,699081,3120.06
2024-07-12,707654,3071.47
2024-07-13,759317,3140.06
2024-07-14,598118,3197.98
2024-07-15,603059,3358.09
2024-07-16,620578,3379.3
2024-07-17,558471,3489.52
2024-07-18,581851,3435.17
2024-07-19,591530,3391.34
2024-07-20,669569,3491.14
2024-07-21,699640,3486.65
2024-07-22,583702,3479.9
2024-07-23,637094,3453.1
2024-07-24,619525,3446.31
2024-07-25,607680,3171.83
2024-07-26,713642,3249.75
2024-07-27,632532,3273.37
2024-07-28,632961,3227.59
2024-07-29,849202,3367.4
2024-07-30,620949,3340.22
2024-07-31,645069,3316.77
2024-08-01,576694,3165.99
2024-08-02,562781,3146.32
2024-08-03,667473,2982.6
2024-08-04,701461,2891.85
2024-08-05,530246,2358.16
2024-08-06,635359,2526.79
2024-08-07,663668,2511.03
2024-08-08,555190,2414.03
2024-08-09,606483,2670.41
2024-08-10,672189,2634.82
2024-08-11,664590,2678.78
2024-08-12,519214,2569.76
2024-08-13,584263,2649.51
2024-08-14,745403,2728.59
2024-08-15,740179,2615.5
2024-08-16,647388,2617.54
2024-08-17,652407,2600.38
