Time,ETH number of daily active addresses,Price
2017-12-13,487820,618.68151855
2017-12-14,508544,692.40600586
2017-12-15,507913,696.08081055
2017-12-16,445101,699.24981689
2017-12-17,478437,716.13946533
2017-12-18,526755,732.18762207
2017-12-19,552220,820.32086182
2017-12-20,542872,805.95758057
2017-12-21,585562,795.32440186
2017-12-22,632538,655.90209961
2017-12-23,541215,736.55804443
2017-12-24,482598,653.69824219
2017-12-25,440733,757.78100586
2017-12-26,450470,773.18463135
2017-12-27,493734,781.16693115
2017-12-28,520523,739.44537354
2017-12-29,562572,754.77386475
2017-12-30,652216,709.14361572
2017-12-31,537049,723.21386719
2018-01-01,542552,769.96173096
2018-01-02,605061,886.34436035
2018-01-03,671218,882.25628662
2018-01-04,701407,954.21325684
2018-01-05,743440,1045.29394531
2018-01-06,738240,1002.57525635
2018-01-07,621637,1090.83947754
2018-01-08,680434,1088.60693359
2018-01-09,731092,1209.15039063
2018-01-10,718630,1364.84814453
2018-01-11,687648,1228.5994873
2018-01-12,656653,1247.54699707
2018-01-13,641566,1295.71936035
2018-01-14,673078,1392.17797852
2018-01-15,664199,1346.0513916
2018-01-16,772174,1242.75341797
2018-01-17,723937,954.39715576
2018-01-18,736572,1025.27148438
2018-01-19,636456,1061.92993164
2018-01-20,498996,1075.56970215
2018-01-21,546033,1134.66638184
2018-01-22,606208,960.67419434
2018-01-23,566229,1013.98480225
2018-01-24,532475,1031.86169434
2018-01-25,499506,1034.74243164
2018-01-26,430033,1050.9720459
2018-01-27,478593,1095.18273926
2018-01-28,453509,1129.69506836
2018-01-29,494742,1200.52368164
2018-01-30,469955,1145.86450195
2018-01-31,509115,1102.71533203
2018-02-01,489931,1138.50561523
2018-02-02,562573,954.35913086
2018-02-03,466637,955.11651611
2018-02-04,444368,864.21588135
2018-02-05,453652,836.07806396
2018-02-06,489992,742.73553467
2018-02-07,437363,812.49127197
2018-02-08,416884,806.39074707
2018-02-09,373497,806.53649902
2018-02-10,444490,847.33850098
2018-02-11,388945,852.11810303
2018-02-12,444165,856.97296143
2018-02-13,402462,857.95758057
2018-02-14,382318,902.66778564
2018-02-15,420804,933.9887085
2018-02-16,372695,938.65093994
2018-02-17,369719,961.27746582
2018-02-18,355823,944.79455566
2018-02-19,390067,931.19909668
2018-02-20,413910,942.46661377
2018-02-21,396817,849.50537109
2018-02-22,365793,825.77062988
2018-02-23,350218,838.43707275
2018-02-24,317346,837.11804199
2018-02-25,299535,827.74163818
2018-02-26,355601,876.27520752
2018-02-27,376331,871.24755859
2018-02-28,392515,888.44708252
2018-03-01,356767,867.03179932
2018-03-02,382398,855.5411377
2018-03-03,341614,864.79095459
2018-03-04,302010,847.83050537
2018-03-05,353828,867.68896484
2018-03-06,377599,832.01580811
2018-03-07,482043,812.98974609
2018-03-08,382145,741.19873047
2018-03-09,353352,701.0189209
2018-03-10,331070,732.93408203
2018-03-11,304803,708.91540527
2018-03-12,328727,697.64099121
2018-03-13,346157,696.71765137
2018-03-14,368238,656.14129639
2018-03-15,357586,588.16638184
2018-03-16,341304,598.66394043
2018-03-17,293225,598.8447876
2018-03-18,316913,466.09069824
2018-03-19,353464,551.63769531
2018-03-20,368003,556.75140381
2018-03-21,363847,567.94128418
2018-03-22,370838,531.77514648
2018-03-23,391434,516.39605713
2018-03-24,407968,541.47979736
2018-03-25,296576,520.65631104
2018-03-26,311292,522.40966797
2018-03-27,332557,468.53948975
2018-03-28,289486,451.23880005
2018-03-29,296694,441.78762817
2018-03-30,327430,378.60897827
2018-03-31,303736,403.10812378
2018-04-01,281898,364.76593018
2018-04-02,308812,391.7276001
2018-04-03,331232,406.29595947
2018-04-04,348522,404.4602356
2018-04-05,393146,378.5619812
2018-04-06,374263,379.6869812
2018-04-07,324066,381.07391357
2018-04-08,301587,401.61642456
2018-04-09,347514,396.41854858
2018-04-10,324673,400.10852051
2018-04-11,412383,420.70452881
2018-04-12,375409,463.97998047
2018-04-13,398193,514.11553955
2018-04-14,331635,506.67218018
2018-04-15,309304,510.55157471
2018-04-16,341961,504.92443848
2018-04-17,345810,507.29470825
2018-04-18,350630,506.82980347
2018-04-19,375489,545.71136475
2018-04-20,396337,585.83795166
2018-04-21,421900,607.55621338
2018-04-22,420742,632.79296875
2018-04-23,460389,644.73077393
2018-04-24,440496,667.34545898
2018-04-25,407340,672.1696167
2018-04-26,373016,618.38543701
2018-04-27,375790,673.49182129
2018-04-28,362434,666.2177124
2018-04-29,341274,681.65808105
2018-04-30,364707,683.4161377
2018-05-01,359603,644.34356689
2018-05-02,375737,682.49395752
2018-05-03,404183,746.64105225
2018-05-04,515611,771.74206543
2018-05-05,590324,819.67333984
2018-05-06,360875,825.15466309
2018-05-07,453613,756.71264648
2018-05-08,419355,737.20391846
2018-05-09,440261,724.54400635
2018-05-10,401868,762.02600098
2018-05-11,415364,731.71264648
2018-05-12,415532,679.3951416
2018-05-13,387800,727.16363525
2018-05-14,399131,702.7086792
2018-05-15,428847,718.53155518
2018-05-16,456104,685.74499512
2018-05-17,441910,707.81286621
2018-05-18,450875,679.48406982
2018-05-19,468556,695.66363525
2018-05-20,418269,713.50311279
2018-05-21,408611,713.80505371
2018-05-22,443383,683.32940674
2018-05-23,462452,603.68988037
2018-05-24,449840,599.28314209
2018-05-25,415948,602.76623535
2018-05-26,411601,604.77606201
2018-05-27,405924,573.9463501
2018-05-28,478776,533.34875488
2018-05-29,429012,527.29974365
2018-05-30,434301,552.78033447
2018-05-31,454680,577.21264648
2018-06-01,385418,574.48913574
2018-06-02,400904,578.54296875
2018-06-03,440435,594.17651367
2018-06-04,424971,619.347229
2018-06-05,408383,594.77947998
2018-06-06,386590,611.47528076
2018-06-07,422945,607.6987915
2018-06-08,412183,605.52856445
2018-06-09,386627,607.050354
2018-06-10,410379,569.99615479
2018-06-11,442839,534.60144043
2018-06-12,377215,529.2253418
2018-06-13,390761,466.81652832
2018-06-14,392707,488.07028198
2018-06-15,392411,505.40997314
2018-06-16,375282,494.14157104
2018-06-17,329758,502.80886841
2018-06-18,337664,497.6065979
2018-06-19,386797,516.79144287
2018-06-20,403195,521.35968018
2018-06-21,423951,542.37335205
2018-06-22,394357,473.28866577
2018-06-23,368478,469.70175171
2018-06-24,354140,426.46948242
2018-06-25,481878,465.23287964
2018-06-26,456530,458.76348877
2018-06-27,416057,434.13684082
2018-06-28,397708,433.66781616
2018-06-29,395548,422.68499756
2018-06-30,317187,448.35598755
2018-07-01,213568,451.76501465
2018-07-02,228459,475.32598877
2018-07-03,256308,470.97000122
2018-07-04,251108,474.20401001
2018-07-05,277769,477.81698608
2018-07-06,227681,471.25900269
2018-07-07,233846,471.04098511
2018-07-08,262037,492.42800903
2018-07-09,316702,484.17700195
2018-07-10,306472,441.7869873
2018-07-11,298100,444.51901245
2018-07-12,259743,431.26300049
2018-07-13,268140,440.19000244
2018-07-14,202355,437.56298828
2018-07-15,237591,452.46899414
2018-07-16,357434,449.3789978
2018-07-17,374293,473.6960144
2018-07-18,419197,493.13500977
2018-07-19,391385,476.35198975
2018-07-20,395442,459.51400757
2018-07-21,341422,455.70498657
2018-07-22,332804,468.82400513
2018-07-23,407798,463.58099365
2018-07-24,444468,453.04299927
2018-07-25,457498,466.80200195
2018-07-26,417660,475.75500488
2018-07-27,463066,464.89801025
2018-07-28,413392,469.59500122
2018-07-29,379296,466.79699707
2018-07-30,391433,464.28100586
2018-07-31,386304,452.71704102
2018-08-01,392156,418.51538086
2018-08-02,385080,413.97015381
2018-08-03,399345,403.26046753
2018-08-04,365203,406.00280762
2018-08-05,335714,408.90481567
2018-08-06,346732,408.21939087
2018-08-07,358675,410.38409424
2018-08-08,302358,368.50820923
2018-08-09,325345,361.72634888
2018-08-10,333157,362.50222778
2018-08-11,362908,321.83587646
2018-08-12,356256,324.58312988
2018-08-13,376699,321.13269043
2018-08-14,359125,268.85174561
2018-08-15,347661,286.58566284
2018-08-16,360132,293.16366577
2018-08-17,363948,298.18359375
2018-08-18,340543,312.79956055
2018-08-19,311849,300.91165161
2018-08-20,331885,289.58407593
2018-08-21,344540,277.46426392
2018-08-22,332520,292.28509521
2018-08-23,305036,274.01196289
2018-08-24,318354,275.43688965
2018-08-25,332255,282.00238037
2018-08-26,328719,275.39273071
2018-08-27,361396,273.97457886
2018-08-28,346651,289.15997314
2018-08-29,293629,289.28250122
2018-08-30,303601,280.12875366
2018-08-31,298387,278.79541016
2018-09-01,328895,295.68313599
2018-09-02,352850,292.22320557
2018-09-03,360938,289.88180542
2018-09-04,328735,289.47851563
2018-09-05,352031,257.61624146
2018-09-06,320750,228.38856506
2018-09-07,324733,231.10040283
2018-09-08,286378,217.99169922
2018-09-09,304572,190.80628967
2018-09-10,300419,195.61668396
2018-09-11,285667,185.09275818
2018-09-12,272964,172.70466614
2018-09-13,287454,202.66493225
2018-09-14,277595,208.40078735
2018-09-15,255048,224.01403809
2018-09-16,250018,216.15457153
2018-09-17,284206,222.97711182
2018-09-18,297651,196.33753967
2018-09-19,246487,210.1486969
2018-09-20,279209,209.52790833
2018-09-21,264298,223.11013794
2018-09-22,256252,241.37475586
2018-09-23,240724,241.40855408
2018-09-24,238271,232.47236633
2018-09-25,260247,222.22172546
2018-09-26,241514,221.0927124
2018-09-27,242081,217.59713745
2018-09-28,272161,226.0748291
2018-09-29,233393,231.66853333
2018-09-30,261254,234.12156677
2018-10-01,245103,233.16940308
2018-10-02,245915,227.55273438
2018-10-03,283866,219.16912842
2018-10-04,313675,224.94371033
2018-10-05,313695,221.67993164
2018-10-06,362969,225.40007019
2018-10-07,304867,226.03083801
2018-10-08,284881,225.35081482
2018-10-09,303502,227.53782654
2018-10-10,287224,226.28916931
2018-10-11,278137,200.70567322
2018-10-12,306490,199.06156921
2018-10-13,279247,197.74105835
2018-10-14,308612,200.49247742
2018-10-15,318877,209.54171753
2018-10-16,326105,208.42079163
2018-10-17,313826,210.58654785
2018-10-18,352961,208.0823822
2018-10-19,301800,203.44036865
2018-10-20,351016,203.95391846
2018-10-21,329835,207.38040161
2018-10-22,347092,204.68469238
2018-10-23,359399,202.32518005
2018-10-24,332880,203.35398865
2018-10-25,324665,202.63148499
2018-10-26,321451,202.6627655
2018-10-27,348515,203.7277832
2018-10-28,335417,205.05267334
2018-10-29,345009,205.18717957
2018-10-30,367303,197.40827942
2018-10-31,368331,197.16949463
2018-11-01,357028,199.52622986
2018-11-02,292739,199.80334473
2018-11-03,289023,199.97109985
2018-11-04,285434,199.96685791
2018-11-05,320700,208.54122925
2018-11-06,300038,208.02682495
2018-11-07,283033,217.27890015
2018-11-08,293823,214.61178589
2018-11-09,334771,210.01855469
2018-11-10,317545,210.95387268
2018-11-11,372133,211.98426819
2018-11-12,364319,211.47625732
2018-11-13,333961,209.03872681
2018-11-14,340356,193.8629303
2018-11-15,381036,177.40956116
2018-11-16,343705,177.45750427
2018-11-17,353673,173.49142456
2018-11-18,325058,175.74108887
2018-11-19,365127,155.93885803
2018-11-20,361057,149.12464905
2018-11-21,326425,133.94046021
2018-11-22,323693,132.03199768
2018-11-23,312228,123.4414978
2018-11-24,303269,122.13981628
2018-11-25,317814,106.08036041
2018-11-26,338162,109.50065613
2018-11-27,342367,104.66004181
2018-11-28,344221,112.06407928
2018-11-29,291417,117.27232361
2018-11-30,291101,118.7940008
2018-12-01,317285,118.70929896
2018-12-02,303099,117.77186347
2018-12-03,290611,108.20283119
2018-12-04,277831,112.25761995
2018-12-05,277776,107.93569236
2018-12-06,312825,98.43298295
2018-12-07,302322,85.67439262
2018-12-08,342994,89.83262355
2018-12-09,314551,92.34965863
2018-12-10,307219,91.06091623
2018-12-11,301992,91.05720962
2018-12-12,298761,88.94143673
2018-12-13,325069,89.83586696
2018-12-14,308405,86.50444511
2018-12-15,346928,82.82989029
2018-12-16,421381,87.07905
2018-12-17,324640,85.75534949
2018-12-18,299203,95.89627885
2018-12-19,324613,103.94602218
2018-12-20,348975,102.31148661
2018-12-21,341934,115.40394444
2018-12-22,340693,108.73326358
2018-12-23,353076,129.56706478
2018-12-24,371414,151.87638344
2018-12-25,290396,125.1463481
2018-12-26,280458,134.6052846
2018-12-27,313193,124.82665446
2018-12-28,327723,127.55277866
2018-12-29,307670,136.78863171
2018-12-30,287736,135.11526172
2018-12-31,285156,136.55651101
2019-01-01,270036,133.29395771
2019-01-02,262099,141.31147374
2019-01-03,311525,153.6462316
2019-01-04,287402,149.64903937
2019-01-05,270394,159.80673399
2019-01-06,264581,153.45698999
2019-01-07,305084,153.01671371
2019-01-08,297556,149.37027626
2019-01-09,291585,151.00054544
2019-01-10,292808,151.14186113
2019-01-11,297156,127.75900722
2019-01-12,301860,126.94171779
2019-01-13,266448,126.25925105
2019-01-14,269550,118.43255169
2019-01-15,331233,127.27935124
2019-01-16,273225,122.07125492
2019-01-17,264018,122.14025857
2019-01-18,271601,122.55786307
2019-01-19,242396,121.67946858
2019-01-20,244925,119.67858312
2019-01-21,254910,118.80220738
2019-01-22,236574,118.78417225
2019-01-23,252185,118.28204602
2019-01-24,250950,116.25489292
2019-01-25,248453,116.68306815
2019-01-26,259786,116.87688759
2019-01-27,300709,114.26995758
2019-01-28,286186,104.57044664
2019-01-29,274325,105.4210247
2019-01-30,250809,105.70168381
2019-01-31,252475,107.26888187
2019-02-01,239550,107.59140987
2019-02-02,241171,107.71315672
2019-02-03,233901,107.98136174
2019-02-04,217449,107.52241756
2019-02-05,229588,107.37913618
2019-02-06,211281,103.82808572
2019-02-07,227427,104.93407216
2019-02-08,211183,104.87060527
2019-02-09,211224,118.53311868
2019-02-10,187321,119.27010717
2019-02-11,197707,121.08514382
2019-02-12,215157,120.68742194
2019-02-13,224494,122.18117957
2019-02-14,213206,122.48043983
2019-02-15,220465,122.45746216
2019-02-16,225335,123.47624514
2019-02-17,214610,126.16862795
2019-02-18,256607,138.15369949
2019-02-19,252592,147.34385672
2019-02-20,236971,146.57131195
2019-02-21,222475,148.19528426
2019-02-22,224246,147.06811479
2019-02-23,226245,148.43684493
2019-02-24,232001,142.05625495
2019-02-25,235509,140.59732835
2019-02-26,254154,138.23506213
2019-02-27,242239,139.58803746
2019-02-28,255157,137.52803404
2019-03-01,254807,137.21671737
2019-03-02,271312,136.96863639
2019-03-03,322438,133.11580836
2019-03-04,278600,130.9071094
2019-03-05,297964,127.49446416
2019-03-06,283406,136.72702875
2019-03-07,276526,138.38331763
2019-03-08,296458,137.32476757
2019-03-09,287291,135.73967075
2019-03-10,265558,137.24920323
2019-03-11,277161,133.13953812
2019-03-12,306858,134.18561315
2019-03-13,299095,133.91192004
2019-03-14,288334,133.8693986
2019-03-15,281446,137.94602591
2019-03-16,257472,140.92073362
2019-03-17,301021,139.71073077
2019-03-18,297358,141.70926769
2019-03-19,285250,140.37596934
2019-03-20,272835,139.04297302
2019-03-21,265026,140.49319159
2019-03-22,254685,137.99054146
2019-03-23,256595,138.13637195
2019-03-24,275680,137.38351924
2019-03-25,303905,137.29619292
2019-03-26,302839,134.54907912
2019-03-27,273786,138.79906486
2019-03-28,298426,140.08666645
2019-03-29,280250,141.11003445
2019-03-30,274534,141.75563232
2019-03-31,253500,141.33903634
2019-04-01,304496,141.95795209
2019-04-02,334415,155.30580585
2019-04-03,350503,172.3784242
2019-04-04,318722,161.00075944
2019-04-05,298869,157.96895157
2019-04-06,310817,164.15215602
2019-04-07,303525,167.41791427
2019-04-08,321351,181.47476599
2019-04-09,312452,176.75935781
2019-04-10,314764,179.95481499
2019-04-11,326259,170.92096153
2019-04-12,347037,164.60809741
2019-04-13,326774,166.02566469
2019-04-14,263498,163.36104794
2019-04-15,301311,167.94815433
2019-04-16,313714,161.6683869
2019-04-17,307053,166.78417448
2019-04-18,340680,172.40799497
2019-04-19,382873,172.94030323
2019-04-20,344779,173.41674371
2019-04-21,407564,169.15920588
2019-04-22,343408,168.73080473
2019-04-23,382762,172.36556919
2019-04-24,379998,165.14392855
2019-04-25,315783,164.45659778
2019-04-26,324527,156.27757254
2019-04-27,299691,156.7740696
2019-04-28,262503,158.46459193
2019-04-29,288012,154.13417146
2019-04-30,303877,159.73955992
2019-05-01,301980,160.84499421
2019-05-02,290735,160.95919325
2019-05-03,292955,162.70316199
2019-05-04,281793,162.28141439
2019-05-05,275122,163.42616626
2019-05-06,282988,161.43477238
2019-05-07,311169,173.12724369
2019-05-08,295238,169.39350477
2019-05-09,293576,168.8154455
2019-05-10,310017,172.79554142
2019-05-11,332049,176.78295696
2019-05-12,328404,193.07480365
2019-05-13,307988,201.3120468
2019-05-14,374193,206.6510451
2019-05-15,383350,235.8972991
2019-05-16,408368,273.63561907
2019-05-17,412629,231.06130806
2019-05-18,328266,242.35294916
2019-05-19,339176,254.93370101
2019-05-20,361011,247.31109249
2019-05-21,373940,251.44507282
2019-05-22,365510,255.13805145
2019-05-23,360334,243.48263594
2019-05-24,377207,253.58425432
2019-05-25,341565,251.97048299
2019-05-26,338088,249.42906149
2019-05-27,367612,272.6353354
2019-05-28,376330,270.80549798
2019-05-29,359011,269.20298445
2019-05-30,383466,286.16032829
2019-05-31,368909,254.55683686
2019-06-01,488840,269.89409866
2019-06-02,516429,265.99425257
2019-06-03,417530,269.67947635
2019-06-04,411661,249.52699362
2019-06-05,342402,240.82336916
2019-06-06,411831,243.46136036
2019-06-07,346838,250.06909752
2019-06-08,293021,249.49875328
2019-06-09,363816,243.25500568
2019-06-10,346674,235.13546214
2019-06-11,369299,240.85089069
2019-06-12,507673,248.62021604
2019-06-13,359681,260.22363801
2019-06-14,387240,258.27281611
2019-06-15,324184,265.11867876
2019-06-16,401030,272.88462185
2019-06-17,413973,270.44971705
2019-06-18,391278,267.17305217
2019-06-19,368833,266.99919451
2019-06-20,309144,270.06514542
2019-06-21,400280,279.74676755
2019-06-22,410359,304.72963984
2019-06-23,356991,311.39248258
2019-06-24,372800,308.00093794
2019-06-25,354879,311.30134191
2019-06-26,417038,330.85495854
2019-06-27,389124,307.31087852
2019-06-28,364994,307.25835227
2019-06-29,321736,297.52159415
2019-06-30,286863,297.37414316
2019-07-01,312423,299.79081422
2019-07-02,373789,288.35521984
2019-07-03,405660,295.92959599
2019-07-04,374130,295.66938295
2019-07-05,336669,285.83090685
2019-07-06,318501,295.18927348
2019-07-07,328851,288.83300191
2019-07-08,338162,305.24923115
2019-07-09,384387,316.07101752
2019-07-10,361476,310.58157195
2019-07-11,338176,283.99714584
2019-07-12,356063,272.81284205
2019-07-13,311635,273.51096041
2019-07-14,301692,235.1578918
2019-07-15,367182,230.38300709
2019-07-16,306742,221.84767807
2019-07-17,302552,198.42058013
2019-07-18,330818,224.34023034
2019-07-19,310119,223.01852402
2019-07-20,306671,226.9043363
2019-07-21,301798,225.50760783
2019-07-22,327460,215.78268766
2019-07-23,321201,217.23590134
2019-07-24,281043,215.18162369
2019-07-25,300729,222.23141333
2019-07-26,304721,216.76268528
2019-07-27,300467,222.42141267
2019-07-28,306291,207.79524287
2019-07-29,313015,213.26799038
2019-07-30,345642,212.60851121
2019-07-31,322972,212.37162749
2019-08-01,287300,214.66226136
2019-08-02,314301,221.16568616
2019-08-03,255977,221.20734343
2019-08-04,319775,222.03981343
2019-08-05,350631,230.24690418
2019-08-06,359719,229.85834506
2019-08-07,341256,224.72117032
2019-08-08,330154,226.05403909
2019-08-09,322908,210.10533079
2019-08-10,318969,211.63543068
2019-08-11,303994,210.6548487
2019-08-12,382234,213.82364617
2019-08-13,326780,206.09014466
2019-08-14,326703,205.36691407
2019-08-15,330783,186.01241401
2019-08-16,318572,187.88629369
2019-08-17,327226,184.65766072
2019-08-18,292479,184.28067701
2019-08-19,316095,196.41888543
2019-08-20,311559,197.50548253
2019-08-21,326474,183.72338414
2019-08-22,323401,191.27614199
2019-08-23,324693,194.81554139
2019-08-24,316451,188.25622043
2019-08-25,310550,190.08217567
2019-08-26,319331,191.49841012
2019-08-27,324340,187.10460695
2019-08-28,314762,187.5771005
2019-08-29,328284,170.68617588
2019-08-30,309430,168.71978307
2019-08-31,296644,169.82392168
2019-09-01,287960,170.71440414
2019-09-02,321096,173.0448614
2019-09-03,329421,179.17299517
2019-09-04,309187,176.83746889
2019-09-05,331696,175.49971565
2019-09-06,327852,176.87097157
2019-09-07,310229,169.97234473
2019-09-08,297034,182.34361372
2019-09-09,323587,181.8847563
2019-09-10,316016,180.17223554
2019-09-11,322481,180.29132512
2019-09-12,304365,180.31877483
2019-09-13,289155,178.91011263
2019-09-14,274449,180.71247343
2019-09-15,282992,186.54826578
2019-09-16,337687,194.27766815
2019-09-17,317688,197.83365607
2019-09-18,302684,211.14320706
2019-09-19,309767,205.91359757
2019-09-20,344706,219.42755156
2019-09-21,276788,218.298517
2019-09-22,262769,211.03004565
2019-09-23,264460,210.15486902
2019-09-24,294239,201.97549017
2019-09-25,293119,171.1763985
2019-09-26,293020,169.40640372
2019-09-27,281694,165.66021136
2019-09-28,277621,171.60774862
2019-09-29,261663,172.66037788
2019-09-30,275545,169.11750378
2019-10-01,354803,183.09185855
2019-10-02,338878,176.65458977
2019-10-03,314271,173.24897594
2019-10-04,290611,176.13673365
2019-10-05,284994,175.83818171
2019-10-06,344547,175.75412517
2019-10-07,310269,173.71060389
2019-10-08,313435,179.48679056
2019-10-09,322931,181.18882968
2019-10-10,348293,192.44363397
2019-10-11,330026,194.02723587
2019-10-12,303419,185.03068545
2019-10-13,270959,184.61459905
2019-10-14,292243,182.92572234
2019-10-15,320494,183.05058324
2019-10-16,311838,180.47406874
2019-10-17,297603,175.33111852
2019-10-18,328199,176.88636904
2019-10-19,313820,174.44228878
2019-10-20,259643,174.01950917
2019-10-21,285141,175.13990791
2019-10-22,288290,173.88437924
2019-10-23,290166,167.87755694
2019-10-24,296202,162.71239592
2019-10-25,292056,174.89685151
2019-10-26,321873,180.94152815
2019-10-27,277063,178.31770981
2019-10-28,305499,185.19086666
2019-10-29,301061,184.40985758
2019-10-30,295693,189.56678726
2019-10-31,298218,184.39415398
2019-11-01,303147,181.86176603
2019-11-02,270018,184.60689245
2019-11-03,244895,182.36803089
2019-11-04,268760,182.34832579
2019-11-05,303814,186.49517919
2019-11-06,321491,191.54946715
2019-11-07,387008,189.87931995
2019-11-08,308430,187.63377229
2019-11-09,260274,184.18965206
2019-11-10,261964,187.214747
2019-11-11,286736,189.51865776
2019-11-12,298769,185.20902232
2019-11-13,303841,187.50289847
2019-11-14,296661,185.76090437
2019-11-15,273096,183.63831525
2019-11-16,257925,181.19478166
2019-11-17,239774,183.14235983
2019-11-18,282660,183.899177
2019-11-19,302940,176.76744756
2019-11-20,286002,176.82053197
2019-11-21,303180,175.84320407
2019-11-22,346777,161.0926327
2019-11-23,311862,152.58598227
2019-11-24,279462,147.56782166
2019-11-25,317467,138.16655543
2019-11-26,300694,146.93194631
2019-11-27,276605,148.09769753
2019-11-28,265453,153.43449641
2019-11-29,284932,152.685764
2019-11-30,294345,155.91974526
2019-12-01,244973,150.2851226
2019-12-02,300077,148.10068995
2019-12-03,268676,149.26220817
2019-12-04,267204,145.78687285
2019-12-05,283894,146.00921879
2019-12-06,275041,148.91537747
2019-12-07,227286,149.66247941
2019-12-08,211684,152.08287613
2019-12-09,257686,149.53757375
2019-12-10,281484,145.92498232
2019-12-11,264813,143.79816052
2019-12-12,291688,143.85604398
2019-12-13,345263,145.41101227
2019-12-14,360636,142.76884954
2019-12-15,335376,141.97964606
2019-12-16,334785,141.64796521
2019-12-17,304223,132.84188804
2019-12-18,312514,127.15293177
2019-12-19,300993,130.72177589
2019-12-20,306998,128.18483576
2019-12-21,357063,128.16124296
2019-12-22,330872,130.5145204
2019-12-23,328166,134.07429255
2019-12-24,313128,128.09848636
2019-12-25,337835,126.53648507
2019-12-26,332705,126.9632116
2019-12-27,264898,126.46105716
2019-12-28,260436,128.12058302
2019-12-29,284168,132.57324834
2019-12-30,294921,131.78896208
2019-12-31,246134,131.24279818
2020-01-01,242900,130.26650886
2020-01-02,230082,130.02826419
2020-01-03,271554,132.71730974
2020-01-04,254886,133.57757046
2020-01-05,254925,137.83085676
2020-01-06,275310,139.44565699
2020-01-07,293364,143.88356205
2020-01-08,301226,144.98913724
2020-01-09,297147,138.69440815
2020-01-10,308446,137.98409606
2020-01-11,342607,143.56955042
2020-01-12,248133,145.09539087
2020-01-13,272491,143.13909331
2020-01-14,302272,156.49368514
2020-01-15,344006,162.78312133
2020-01-16,336841,160.26939027
2020-01-17,318023,165.27554911
2020-01-18,302990,172.0456163
2020-01-19,302890,165.38071297
2020-01-20,271130,165.58240048
2020-01-21,276482,168.95726392
2020-01-22,326964,168.94138342
2020-01-23,271588,163.47712397
2020-01-24,236393,162.90022032
2020-01-25,217116,160.86723878
2020-01-26,220050,161.94303989
2020-01-27,237405,168.54302047
2020-01-28,260234,172.88865979
2020-01-29,252582,175.87737236
2020-01-30,250339,174.09067987
2020-01-31,273050,179.52458939
2020-02-01,255770,181.70473255
2020-02-02,250342,192.39013412
2020-02-03,296073,188.86444642
2020-02-04,255882,188.2618418
2020-02-05,275312,189.67567241
2020-02-06,318988,212.13427618
2020-02-07,304550,220.89196382
2020-02-08,363098,224.57768192
2020-02-09,330695,227.34390121
2020-02-10,324089,226.05816286
2020-02-11,339950,219.26145334
2020-02-12,388943,243.56032126
2020-02-13,422642,270.68683607
2020-02-14,356563,273.32074508
2020-02-15,346559,281.7531633
2020-02-16,349202,271.1314578
2020-02-17,393341,256.52885905
2020-02-18,340432,268.57090492
2020-02-19,375085,279.54845984
2020-02-20,340926,261.85653909
2020-02-21,343862,264.38452056
2020-02-22,321596,263.15573174
2020-02-23,350662,269.10827317
2020-02-24,337371,268.25178867
2020-02-25,326118,262.55860417
2020-02-26,363488,239.75083677
2020-02-27,392964,218.94943323
2020-02-28,393800,226.61833825
2020-02-29,342112,225.64032417
2020-03-01,334962,221.05105074
2020-03-02,336034,219.85442046
2020-03-03,383633,231.23307225
2020-03-04,329955,223.06574507
2020-03-05,357558,231.39797332
2020-03-06,328107,236.25013413
2020-03-07,342300,246.06525547
2020-03-08,309801,218.79580597
2020-03-09,404327,193.83847771
2020-03-10,381021,198.59261905
2020-03-11,347082,192.93291084
2020-03-12,406803,184.45073321
2020-03-13,431756,125.09546188
2020-03-14,461955,134.39237044
2020-03-15,471949,122.21333234
2020-03-16,477602,122.92434562
2020-03-17,471076,114.42322402
2020-03-18,475089,113.97308263
2020-03-19,497133,116.06544493
2020-03-20,500079,130.26905812
2020-03-21,563388,132.77327714
2020-03-22,461206,128.60276424
2020-03-23,417967,128.83833254
2020-03-24,444473,136.39151692
2020-03-25,378790,136.06864064
2020-03-26,427698,137.26124377
2020-03-27,432172,138.98800274
2020-03-28,395274,128.94152484
2020-03-29,350360,130.30150782
2020-03-30,358531,127.0174613
2020-03-31,379660,132.82140441
2020-04-01,371451,133.08973185
2020-04-02,352276,139.34606937
2020-04-03,384400,141.5668566
2020-04-04,334189,142.99152608
2020-04-05,359166,144.27176134
2020-04-06,361300,159.48823401
2020-04-07,414023,170.02672152
2020-04-08,388035,171.28231057
2020-04-09,454749,170.92983964
2020-04-10,409492,165.32446127
2020-04-11,388323,157.94625747
2020-04-12,413236,162.04623024
2020-04-13,415324,153.45940254
2020-04-14,422887,159.92496295
2020-04-15,391466,155.98766634
2020-04-16,400798,172.04137728
2020-04-17,408218,171.50302401
2020-04-18,444123,173.59056189
2020-04-19,408893,187.23725939
2020-04-20,428524,185.00207349
2020-04-21,411450,171.31735959
2020-04-22,398126,183.23762678
2020-04-23,425089,188.70087792
2020-04-24,441989,189.37492562
2020-04-25,413425,196.16322903
2020-04-26,443113,196.20339337
2020-04-27,422769,198.32078881
2020-04-28,416884,195.94571691
2020-04-29,456417,211.34712827
2020-04-30,451825,210.6700229
2020-05-01,443056,209.96295951
2020-05-02,426606,215.3560633
