Time,ETH daily new contracts,Price
2018-01-21,24402,1134.66638184
2018-01-22,44619,960.67419434
2018-01-23,53902,1013.98480225
2018-01-24,67775,1031.86169434
2018-01-25,70847,1034.74243164
2018-01-26,15985,1050.9720459
2018-01-27,17775,1095.18273926
2018-01-28,26460,1129.69506836
2018-01-29,26895,1200.52368164
2018-01-30,28447,1145.86450195
2018-01-31,30175,1102.71533203
2018-02-01,11580,1138.50561523
2018-02-02,11294,954.35913086
2018-02-03,35709,955.11651611
2018-02-04,35054,864.21588135
2018-02-05,35515,836.07806396
2018-02-06,21526,742.73553467
2018-02-07,22164,812.49127197
2018-02-08,27272,806.39074707
2018-02-09,28512,806.53649902
2018-02-10,23441,847.33850098
2018-02-11,30858,852.11810303
2018-02-12,21170,856.97296143
2018-02-13,24123,857.95758057
2018-02-14,24994,902.66778564
2018-02-15,27582,933.9887085
2018-02-16,29987,938.65093994
2018-02-17,30132,961.27746582
2018-02-18,23269,944.79455566
2018-02-19,37661,931.19909668
2018-02-20,13181,942.46661377
2018-02-21,9611,849.50537109
2018-02-22,10391,825.77062988
2018-02-23,11396,838.43707275
2018-02-24,7603,837.11804199
2018-02-25,7343,827.74163818
2018-02-26,13440,876.27520752
2018-02-27,18295,871.24755859
2018-02-28,13817,888.44708252
2018-03-01,12195,867.03179932
2018-03-02,20266,855.5411377
2018-03-03,14344,864.79095459
2018-03-04,13567,847.83050537
2018-03-05,12870,867.68896484
2018-03-06,15870,832.01580811
2018-03-07,19237,812.98974609
2018-03-08,13898,741.19873047
2018-03-09,14527,701.0189209
2018-03-10,17209,732.93408203
2018-03-11,15163,708.91540527
2018-03-12,10409,697.64099121
2018-03-13,8277,696.71765137
2018-03-14,12695,656.14129639
2018-03-15,15334,588.16638184
2018-03-16,15470,598.66394043
2018-03-17,4355,598.8447876
2018-03-18,3853,466.09069824
2018-03-19,4813,551.63769531
2018-03-20,9702,556.75140381
2018-03-21,21815,567.94128418
2018-03-22,37064,531.77514648
2018-03-23,39723,516.39605713
2018-03-24,24317,541.47979736
2018-03-25,29407,520.65631104
2018-03-26,18588,522.40966797
2018-03-27,16436,468.53948975
2018-03-28,6451,451.23880005
2018-03-29,4386,441.78762817
2018-03-30,10420,378.60897827
2018-03-31,10550,403.10812378
2018-04-01,23994,364.76593018
2018-04-02,29273,391.7276001
2018-04-03,24183,406.29595947
2018-04-04,37798,404.4602356
2018-04-05,56841,378.5619812
2018-04-06,49738,379.6869812
2018-04-07,42658,381.07391357
2018-04-08,22718,401.61642456
2018-04-09,17502,396.41854858
2018-04-10,15716,400.10852051
2018-04-11,23339,420.70452881
2018-04-12,17413,463.97998047
2018-04-13,17120,514.11553955
2018-04-14,25796,506.67218018
2018-04-15,15401,510.55157471
2018-04-16,20325,504.92443848
2018-04-17,19409,507.29470825
2018-04-18,24160,506.82980347
2018-04-19,21138,545.71136475
2018-04-20,10904,585.83795166
2018-04-21,30113,607.55621338
2018-04-22,38755,632.79296875
2018-04-23,31976,644.73077393
2018-04-24,19114,667.34545898
2018-04-25,13237,672.1696167
2018-04-26,6208,618.38543701
2018-04-27,10921,673.49182129
2018-04-28,4637,666.2177124
2018-04-29,4149,681.65808105
2018-04-30,7616,683.4161377
2018-05-01,6296,644.34356689
2018-05-02,7619,682.49395752
2018-05-03,5007,746.64105225
2018-05-04,6263,771.74206543
2018-05-05,2895,819.67333984
2018-05-06,8086,825.15466309
2018-05-07,18655,756.71264648
2018-05-08,18309,737.20391846
2018-05-09,6849,724.54400635
2018-05-10,3851,762.02600098
2018-05-11,7324,731.71264648
2018-05-12,7220,679.3951416
2018-05-13,4962,727.16363525
2018-05-14,6441,702.7086792
2018-05-15,4241,718.53155518
2018-05-16,3219,685.74499512
2018-05-17,6640,707.81286621
2018-05-18,4381,679.48406982
2018-05-19,6001,695.66363525
2018-05-20,2720,713.50311279
2018-05-21,4593,713.80505371
2018-05-22,3330,683.32940674
2018-05-23,3170,603.68988037
2018-05-24,4924,599.28314209
2018-05-25,6922,602.76623535
2018-05-26,2773,604.77606201
2018-05-27,2416,573.9463501
2018-05-28,2579,533.34875488
2018-05-29,4264,527.29974365
2018-05-30,3025,552.78033447
2018-05-31,2999,577.21264648
2018-06-01,2929,574.48913574
2018-06-02,2610,578.54296875
2018-06-03,2302,594.17651367
2018-06-04,4342,619.347229
2018-06-05,5262,594.77947998
2018-06-06,3214,611.47528076
2018-06-07,3160,607.6987915
2018-06-08,4619,605.52856445
2018-06-09,4157,607.050354
2018-06-10,8558,569.99615479
2018-06-11,17101,534.60144043
2018-06-12,15909,529.2253418
2018-06-13,19139,466.81652832
2018-06-14,14596,488.07028198
2018-06-15,4952,505.40997314
2018-06-16,8667,494.14157104
2018-06-17,4730,502.80886841
2018-06-18,4658,497.6065979
2018-06-19,12416,516.79144287
2018-06-20,5712,521.35968018
2018-06-21,14523,542.37335205
2018-06-22,6607,473.28866577
2018-06-23,5849,469.70175171
2018-06-24,7673,426.46948242
2018-06-25,2915,465.23287964
2018-06-26,4971,458.76348877
2018-06-27,5070,434.13684082
2018-06-28,3310,433.66781616
2018-06-29,5152,422.68499756
2018-06-30,2169,448.35598755
2018-07-01,1951,451.76501465
2018-07-02,910,475.32598877
2018-07-03,1358,470.97000122
2018-07-04,1675,474.20401001
2018-07-05,2625,477.81698608
2018-07-06,1573,471.25900269
2018-07-07,1954,471.04098511
2018-07-08,1492,492.42800903
2018-07-09,2551,484.17700195
2018-07-10,3641,441.7869873
2018-07-11,2940,444.51901245
2018-07-12,2563,431.26300049
2018-07-13,3028,440.19000244
2018-07-14,1941,437.56298828
2018-07-15,2452,452.46899414
2018-07-16,8492,449.3789978
2018-07-17,13702,473.6960144
2018-07-18,15899,493.13500977
2018-07-19,19389,476.35198975
2018-07-20,21237,459.51400757
2018-07-21,37980,455.70498657
2018-07-22,14683,468.82400513
2018-07-23,14405,463.58099365
2018-07-24,6028,453.04299927
2018-07-25,18047,466.80200195
2018-07-26,17449,475.75500488
2018-07-27,9981,464.89801025
2018-07-28,15814,469.59500122
2018-07-29,11544,466.79699707
2018-07-30,6381,464.28100586
2018-07-31,4607,452.71704102
2018-08-01,4233,418.51538086
2018-08-02,3726,413.97015381
2018-08-03,4180,403.26046753
2018-08-04,3564,406.00280762
2018-08-05,2515,408.90481567
2018-08-06,3342,408.21939087
2018-08-07,3898,410.38409424
2018-08-08,17553,368.50820923
2018-08-09,13045,361.72634888
2018-08-10,17700,362.50222778
2018-08-11,6821,321.83587646
2018-08-12,4180,324.58312988
2018-08-13,4671,321.13269043
2018-08-14,5556,268.85174561
2018-08-15,6237,286.58566284
2018-08-16,4732,293.16366577
2018-08-17,7879,298.18359375
2018-08-18,2951,312.79956055
2018-08-19,10163,300.91165161
2018-08-20,8881,289.58407593
2018-08-21,5145,277.46426392
2018-08-22,7567,292.28509521
2018-08-23,4698,274.01196289
2018-08-24,4815,275.43688965
2018-08-25,8056,282.00238037
2018-08-26,9664,275.39273071
2018-08-27,4003,273.97457886
2018-08-28,3951,289.15997314
2018-08-29,6034,289.28250122
2018-08-30,5635,280.12875366
2018-08-31,4012,278.79541016
2018-09-01,11550,295.68313599
2018-09-02,9549,292.22320557
2018-09-03,20199,289.88180542
2018-09-04,12389,289.47851563
2018-09-05,13395,257.61624146
2018-09-06,7444,228.38856506
2018-09-07,4238,231.10040283
2018-09-08,2303,217.99169922
2018-09-09,2231,190.80628967
2018-09-10,5448,195.61668396
2018-09-11,8083,185.09275818
2018-09-12,5853,172.70466614
2018-09-13,5349,202.66493225
2018-09-14,9594,208.40078735
2018-09-15,27547,224.01403809
2018-09-16,22540,216.15457153
2018-09-17,21668,222.97711182
2018-09-18,39388,196.33753967
2018-09-19,9032,210.1486969
2018-09-20,32107,209.52790833
2018-09-21,5473,223.11013794
2018-09-22,9102,241.37475586
2018-09-23,11556,241.40855408
2018-09-24,7291,232.47236633
2018-09-25,4708,222.22172546
2018-09-26,3419,221.0927124
2018-09-27,3864,217.59713745
2018-09-28,5967,226.0748291
2018-09-29,17427,231.66853333
2018-09-30,11814,234.12156677
2018-10-01,4975,233.16940308
2018-10-02,12657,227.55273438
2018-10-03,21270,219.16912842
2018-10-04,24921,224.94371033
2018-10-05,14369,221.67993164
2018-10-06,38596,225.40007019
2018-10-07,37806,226.03083801
2018-10-08,23859,225.35081482
2018-10-09,26566,227.53782654
2018-10-10,9395,226.28916931
2018-10-11,9164,200.70567322
2018-10-12,11679,199.06156921
2018-10-13,17278,197.74105835
2018-10-14,42245,200.49247742
2018-10-15,29384,209.54171753
2018-10-16,24735,208.42079163
2018-10-17,20607,210.58654785
2018-10-18,37143,208.0823822
2018-10-19,24886,203.44036865
2018-10-20,45910,203.95391846
2018-10-21,66501,207.38040161
2018-10-22,44115,204.68469238
2018-10-23,40572,202.32518005
2018-10-24,39113,203.35398865
2018-10-25,35279,202.63148499
2018-10-26,35150,202.6627655
2018-10-27,58296,203.7277832
2018-10-28,70692,205.05267334
2018-10-29,45173,205.18717957
2018-10-30,40572,197.40827942
2018-10-31,49876,197.16949463
2018-11-01,47258,199.52622986
2018-11-02,17215,199.80334473
2018-11-03,28422,199.97109985
2018-11-04,34570,199.96685791
2018-11-05,18682,208.54122925
2018-11-06,23671,208.02682495
2018-11-07,17830,217.27890015
2018-11-08,28473,214.61178589
2018-11-09,57402,210.01855469
2018-11-10,53033,210.95387268
2018-11-11,71987,211.98426819
2018-11-12,54142,211.47625732
2018-11-13,43584,209.03872681
2018-11-14,59109,193.8629303
2018-11-15,59191,177.40956116
2018-11-16,62491,177.45750427
2018-11-17,90528,173.49142456
2018-11-18,75199,175.74108887
2018-11-19,55852,155.93885803
2018-11-20,48543,149.12464905
2018-11-21,44704,133.94046021
2018-11-22,47016,132.03199768
2018-11-23,44114,123.4414978
2018-11-24,67722,122.13981628
2018-11-25,60420,106.08036041
2018-11-26,64237,109.50065613
2018-11-27,69852,104.66004181
2018-11-28,60186,112.06407928
2018-11-29,36284,117.27232361
2018-11-30,29813,118.7940008
2018-12-01,41998,118.70929896
2018-12-02,71465,117.77186347
2018-12-03,47502,108.20283119
2018-12-04,34158,112.25761995
2018-12-05,27595,107.93569236
2018-12-06,51978,98.43298295
2018-12-07,43284,85.67439262
2018-12-08,80151,89.83262355
2018-12-09,53449,92.34965863
2018-12-10,28439,91.06091623
2018-12-11,47345,91.05720962
2018-12-12,57637,88.94143673
2018-12-13,66662,89.83586696
2018-12-14,52347,86.50444511
2018-12-15,94308,82.82989029
2018-12-16,137939,87.07905
2018-12-17,53296,85.75534949
2018-12-18,42219,95.89627885
2018-12-19,50802,103.94602218
2018-12-20,78377,102.31148661
2018-12-21,64448,115.40394444
2018-12-22,110476,108.73326358
2018-12-23,104091,129.56706478
2018-12-24,89861,151.87638344
2018-12-25,37323,125.1463481
2018-12-26,24605,134.6052846
2018-12-27,41312,124.82665446
2018-12-28,61963,127.55277866
2018-12-29,53124,136.78863171
2018-12-30,42147,135.11526172
2018-12-31,32030,136.55651101
2019-01-01,36801,133.29395771
2019-01-02,17507,141.31147374
2019-01-03,29853,153.6462316
2019-01-04,24121,149.64903937
2019-01-05,29145,159.80673399
2019-01-06,30500,153.45698999
2019-01-07,28229,153.01671371
2019-01-08,24040,149.37027626
2019-01-09,22750,151.00054544
2019-01-10,24865,151.14186113
2019-01-11,21711,127.75900722
2019-01-12,70695,126.94171779
2019-01-13,38990,126.25925105
2019-01-14,18638,118.43255169
2019-01-15,8596,127.27935124
2019-01-16,23271,122.07125492
2019-01-17,24538,122.14025857
2019-01-18,24196,122.55786307
2019-01-19,8881,121.67946858
2019-01-20,15586,119.67858312
2019-01-21,25812,118.80220738
2019-01-22,6843,118.78417225
2019-01-23,9321,118.28204602
2019-01-24,15372,116.25489292
2019-01-25,18043,116.68306815
2019-01-26,38174,116.87688759
2019-01-27,50579,114.26995758
2019-01-28,30413,104.57044664
2019-01-29,18712,105.4210247
2019-01-30,14592,105.70168381
2019-01-31,18253,107.26888187
2019-02-01,8911,107.59140987
2019-02-02,29379,107.71315672
2019-02-03,40728,107.98136174
2019-02-04,34284,107.52241756
2019-02-05,36158,107.37913618
2019-02-06,24932,103.82808572
2019-02-07,31745,104.93407216
2019-02-08,13939,104.87060527
2019-02-09,14779,118.53311868
2019-02-10,10225,119.27010717
2019-02-11,7698,121.08514382
2019-02-12,14822,120.68742194
2019-02-13,8289,122.18117957
2019-02-14,9320,122.48043983
2019-02-15,9231,122.45746216
2019-02-16,11963,123.47624514
2019-02-17,14382,126.16862795
2019-02-18,14099,138.15369949
2019-02-19,8417,147.34385672
2019-02-20,7669,146.57131195
2019-02-21,7865,148.19528426
2019-02-22,4835,147.06811479
2019-02-23,14797,148.43684493
2019-02-24,4919,142.05625495
2019-02-25,7375,140.59732835
2019-02-26,5054,138.23506213
2019-02-27,12070,139.58803746
2019-02-28,10864,137.52803404
2019-03-01,13958,137.21671737
2019-03-02,37147,136.96863639
2019-03-03,89523,133.11580836
2019-03-04,37732,130.9071094
2019-03-05,39737,127.49446416
2019-03-06,28312,136.72702875
2019-03-07,31834,138.38331763
2019-03-08,34837,137.32476757
2019-03-09,35924,135.73967075
2019-03-10,43638,137.24920323
2019-03-11,51469,133.13953812
2019-03-12,51547,134.18561315
2019-03-13,51319,133.91192004
2019-03-14,36487,133.8693986
2019-03-15,41394,137.94602591
2019-03-16,38267,140.92073362
2019-03-17,63564,139.71073077
2019-03-18,43053,141.70926769
2019-03-19,19310,140.37596934
2019-03-20,24743,139.04297302
2019-03-21,14299,140.49319159
2019-03-22,16845,137.99054146
2019-03-23,23687,138.13637195
2019-03-24,37004,137.38351924
2019-03-25,39538,137.29619292
2019-03-26,24351,134.54907912
2019-03-27,19813,138.79906486
2019-03-28,33678,140.08666645
2019-03-29,20870,141.11003445
2019-03-30,16876,141.75563232
2019-03-31,10042,141.33903634
2019-04-01,10012,141.95795209
2019-04-02,12809,155.30580585
2019-04-03,8876,172.3784242
2019-04-04,7811,161.00075944
2019-04-05,22035,157.96895157
2019-04-06,44561,164.15215602
2019-04-07,49556,167.41791427
2019-04-08,26511,181.47476599
2019-04-09,25544,176.75935781
2019-04-10,28846,179.95481499
2019-04-11,23084,170.92096153
2019-04-12,12798,164.60809741
2019-04-13,24229,166.02566469
2019-04-14,36807,163.36104794
2019-04-15,35559,167.94815433
2019-04-16,29832,161.6683869
2019-04-17,21174,166.78417448
2019-04-18,57451,172.40799497
2019-04-19,54665,172.94030323
2019-04-20,33146,173.41674371
2019-04-21,24381,169.15920588
2019-04-22,33204,168.73080473
2019-04-23,46028,172.36556919
2019-04-24,81774,165.14392855
2019-04-25,31059,164.45659778
2019-04-26,39927,156.27757254
2019-04-27,51896,156.7740696
2019-04-28,22934,158.46459193
2019-04-29,26947,154.13417146
2019-04-30,24770,159.73955992
2019-05-01,17816,160.84499421
2019-05-02,25474,160.95919325
2019-05-03,18974,162.70316199
2019-05-04,24848,162.28141439
2019-05-05,25102,163.42616626
2019-05-06,20998,161.43477238
2019-05-07,18079,173.12724369
2019-05-08,13674,169.39350477
2019-05-09,12945,168.8154455
2019-05-10,14562,172.79554142
2019-05-11,36576,176.78295696
2019-05-12,20888,193.07480365
2019-05-13,12569,201.3120468
2019-05-14,12937,206.6510451
2019-05-15,13556,235.8972991
2019-05-16,11025,273.63561907
2019-05-17,8878,231.06130806
2019-05-18,12027,242.35294916
2019-05-19,16874,254.93370101
2019-05-20,25814,247.31109249
2019-05-21,22162,251.44507282
2019-05-22,14303,255.13805145
2019-05-23,11294,243.48263594
2019-05-24,16997,253.58425432
2019-05-25,21299,251.97048299
2019-05-26,18752,249.42906149
2019-05-27,10484,272.6353354
2019-05-28,7168,270.80549798
2019-05-29,11723,269.20298445
2019-05-30,7556,286.16032829
2019-05-31,12310,254.55683686
2019-06-01,40591,269.89409866
2019-06-02,14023,265.99425257
2019-06-03,19616,269.67947635
2019-06-04,19141,249.52699362
2019-06-05,23484,240.82336916
2019-06-06,30740,243.46136036
2019-06-07,33604,250.06909752
2019-06-08,23238,249.49875328
2019-06-09,37342,243.25500568
2019-06-10,27552,235.13546214
2019-06-11,8335,240.85089069
2019-06-12,18178,248.62021604
2019-06-13,25459,260.22363801
2019-06-14,16617,258.27281611
2019-06-15,7982,265.11867876
2019-06-16,15065,272.88462185
2019-06-17,15908,270.44971705
2019-06-18,47935,267.17305217
2019-06-19,34957,266.99919451
2019-06-20,11162,270.06514542
2019-06-21,32853,279.74676755
2019-06-22,27956,304.72963984
2019-06-23,28079,311.39248258
2019-06-24,19270,308.00093794
2019-06-25,29082,311.30134191
2019-06-26,15503,330.85495854
2019-06-27,17569,307.31087852
2019-06-28,22198,307.25835227
2019-06-29,14000,297.52159415
2019-06-30,11920,297.37414316
2019-07-01,7322,299.79081422
2019-07-02,17223,288.35521984
2019-07-03,21631,295.92959599
2019-07-04,36856,295.66938295
2019-07-05,20992,285.83090685
2019-07-06,32139,295.18927348
2019-07-07,54184,288.83300191
2019-07-08,35740,305.24923115
2019-07-09,26067,316.07101752
2019-07-10,22643,310.58157195
2019-07-11,26589,283.99714584
2019-07-12,12665,272.81284205
2019-07-13,40814,273.51096041
2019-07-14,32721,235.1578918
2019-07-15,36114,230.38300709
2019-07-16,29718,221.84767807
2019-07-17,6498,198.42058013
2019-07-18,21153,224.34023034
2019-07-19,19755,223.01852402
2019-07-20,34579,226.9043363
2019-07-21,54863,225.50760783
2019-07-22,34977,215.78268766
2019-07-23,49590,217.23590134
2019-07-24,32801,215.18162369
2019-07-25,33020,222.23141333
2019-07-26,37451,216.76268528
2019-07-27,31287,222.42141267
2019-07-28,42643,207.79524287
2019-07-29,26966,213.26799038
2019-07-30,23427,212.60851121
2019-07-31,26046,212.37162749
2019-08-01,13373,214.66226136
2019-08-02,17711,221.16568616
2019-08-03,10920,221.20734343
2019-08-04,41307,222.03981343
2019-08-05,24262,230.24690418
2019-08-06,19339,229.85834506
2019-08-07,17319,224.72117032
2019-08-08,18603,226.05403909
2019-08-09,17689,210.10533079
2019-08-10,25513,211.63543068
2019-08-11,30470,210.6548487
2019-08-12,58233,213.82364617
2019-08-13,23472,206.09014466
2019-08-14,21896,205.36691407
2019-08-15,25603,186.01241401
2019-08-16,17566,187.88629369
2019-08-17,18790,184.65766072
2019-08-18,31962,184.28067701
2019-08-19,15362,196.41888543
2019-08-20,6285,197.50548253
2019-08-21,9855,183.72338414
2019-08-22,9264,191.27614199
2019-08-23,8620,194.81554139
2019-08-24,11662,188.25622043
2019-08-25,29627,190.08217567
2019-08-26,12337,191.49841012
2019-08-27,8322,187.10460695
2019-08-28,8760,187.5771005
2019-08-29,8034,170.68617588
2019-08-30,9269,168.71978307
2019-08-31,9295,169.82392168
2019-09-01,11775,170.71440414
2019-09-02,7794,173.0448614
2019-09-03,6164,179.17299517
2019-09-04,6213,176.83746889
2019-09-05,5400,175.49971565
2019-09-06,7170,176.87097157
2019-09-07,6041,169.97234473
2019-09-08,5693,182.34361372
2019-09-09,5820,181.8847563
2019-09-10,6359,180.17223554
2019-09-11,5485,180.29132512
2019-09-12,5999,180.31877483
2019-09-13,6575,178.91011263
2019-09-14,4678,180.71247343
2019-09-15,7307,186.54826578
2019-09-16,7305,194.27766815
2019-09-17,5424,197.83365607
2019-09-18,5641,211.14320706
2019-09-19,6525,205.91359757
2019-09-20,7328,219.42755156
2019-09-21,7494,218.298517
2019-09-22,9978,211.03004565
2019-09-23,6313,210.15486902
2019-09-24,5333,201.97549017
2019-09-25,6318,171.1763985
2019-09-26,10381,169.40640372
2019-09-27,7033,165.66021136
2019-09-28,6010,171.60774862
2019-09-29,8055,172.66037788
2019-09-30,7645,169.11750378
2019-10-01,58734,183.09185855
2019-10-02,61201,176.65458977
2019-10-03,66616,173.24897594
2019-10-04,48866,176.13673365
2019-10-05,41075,175.83818171
2019-10-06,103174,175.75412517
2019-10-07,55853,173.71060389
2019-10-08,34213,179.48679056
2019-10-09,33224,181.18882968
2019-10-10,43753,192.44363397
2019-10-11,43475,194.02723587
2019-10-12,41009,185.03068545
2019-10-13,30600,184.61459905
2019-10-14,35998,182.92572234
2019-10-15,47822,183.05058324
2019-10-16,37734,180.47406874
2019-10-17,35582,175.33111852
2019-10-18,30445,176.88636904
2019-10-19,36816,174.44228878
2019-10-20,20027,174.01950917
2019-10-21,17789,175.13990791
2019-10-22,17745,173.88437924
2019-10-23,15009,167.87755694
2019-10-24,17607,162.71239592
2019-10-25,21479,174.89685151
2019-10-26,23013,180.94152815
2019-10-27,27049,178.31770981
2019-10-28,20230,185.19086666
2019-10-29,22060,184.40985758
2019-10-30,17609,189.56678726
2019-10-31,23886,184.39415398
2019-11-01,32755,181.86176603
2019-11-02,25633,184.60689245
2019-11-03,17596,182.36803089
2019-11-04,10979,182.34832579
2019-11-05,21111,186.49517919
2019-11-06,24325,191.54946715
2019-11-07,24013,189.87931995
2019-11-08,22521,187.63377229
2019-11-09,9080,184.18965206
2019-11-10,10879,187.214747
2019-11-11,9978,189.51865776
2019-11-12,9894,185.20902232
2019-11-13,8801,187.50289847
2019-11-14,14759,185.76090437
2019-11-15,6155,183.63831525
2019-11-16,9252,181.19478166
2019-11-17,4852,183.14235983
2019-11-18,7130,183.899177
2019-11-19,13372,176.76744756
2019-11-20,19204,176.82053197
2019-11-21,18113,175.84320407
2019-11-22,17699,161.0926327
2019-11-23,25735,152.58598227
2019-11-24,36631,147.56782166
2019-11-25,18391,138.16655543
2019-11-26,34127,146.93194631
2019-11-27,19363,148.09769753
2019-11-28,7649,153.43449641
2019-11-29,25016,152.685764
2019-11-30,48708,155.91974526
2019-12-01,9917,150.2851226
2019-12-02,12470,148.10068995
2019-12-03,9929,149.26220817
2019-12-04,7208,145.78687285
2019-12-05,8993,146.00921879
2019-12-06,27150,148.91537747
2019-12-07,11634,149.66247941
2019-12-08,17510,152.08287613
2019-12-09,7824,149.53757375
2019-12-10,13233,145.92498232
2019-12-11,9827,143.79816052
2019-12-12,17552,143.85604398
2019-12-13,12715,145.41101227
2019-12-14,13746,142.76884954
2019-12-15,11391,141.97964606
2019-12-16,19382,141.64796521
2019-12-17,8368,132.84188804
2019-12-18,12042,127.15293177
2019-12-19,6800,130.72177589
2019-12-20,8539,128.18483576
2019-12-21,49569,128.16124296
2019-12-22,29059,130.5145204
2019-12-23,17950,134.07429255
2019-12-24,15991,128.09848636
2019-12-25,21284,126.53648507
2019-12-26,18168,126.9632116
2019-12-27,15780,126.46105716
2019-12-28,45538,128.12058302
2019-12-29,88356,132.57324834
2019-12-30,54442,131.78896208
2019-12-31,16123,131.24279818
2020-01-01,55176,130.26650886
2020-01-02,31901,130.02826419
2020-01-03,31902,132.71730974
2020-01-04,29631,133.57757046
2020-01-05,30784,137.83085676
2020-01-06,24596,139.44565699
2020-01-07,31230,143.88356205
2020-01-08,25247,144.98913724
2020-01-09,29814,138.69440815
2020-01-10,27544,137.98409606
2020-01-11,107822,143.56955042
2020-01-12,28407,145.09539087
2020-01-13,27822,143.13909331
2020-01-14,31869,156.49368514
2020-01-15,31148,162.78312133
2020-01-16,41026,160.26939027
2020-01-17,23347,165.27554911
2020-01-18,23669,172.0456163
2020-01-19,34214,165.38071297
2020-01-20,23966,165.58240048
2020-01-21,15597,168.95726392
2020-01-22,89491,168.94138342
2020-01-23,24151,163.47712397
2020-01-24,13466,162.90022032
2020-01-25,15310,160.86723878
2020-01-26,23267,161.94303989
2020-01-27,26090,168.54302047
2020-01-28,20383,172.88865979
2020-01-29,16245,175.87737236
2020-01-30,12899,174.09067987
2020-01-31,18705,179.52458939
2020-02-01,16859,181.70473255
2020-02-02,23476,192.39013412
2020-02-03,20791,188.86444642
2020-02-04,8105,188.2618418
2020-02-05,10885,189.67567241
2020-02-06,11076,212.13427618
2020-02-07,10483,220.89196382
2020-02-08,52753,224.57768192
2020-02-09,26515,227.34390121
2020-02-10,20817,226.05816286
2020-02-11,37609,219.26145334
2020-02-12,14498,243.56032126
2020-02-13,26251,270.68683607
2020-02-14,31260,273.32074508
2020-02-15,19629,281.7531633
2020-02-16,36599,271.1314578
2020-02-17,20522,256.52885905
2020-02-18,14814,268.57090492
2020-02-19,51726,279.54845984
2020-02-20,21045,261.85653909
2020-02-21,27697,264.38452056
2020-02-22,36672,263.15573174
2020-02-23,32214,269.10827317
2020-02-24,20512,268.25178867
2020-02-25,26356,262.55860417
2020-02-26,31724,239.75083677
2020-02-27,42209,218.94943323
2020-02-28,57447,226.61833825
2020-02-29,67475,225.64032417
2020-03-01,57191,221.05105074
2020-03-02,27285,219.85442046
2020-03-03,79127,231.23307225
2020-03-04,36344,223.06574507
2020-03-05,26599,231.39797332
2020-03-06,25461,236.25013413
2020-03-07,54602,246.06525547
2020-03-08,21728,218.79580597
2020-03-09,34979,193.83847771
2020-03-10,45815,198.59261905
2020-03-11,46470,192.93291084
2020-03-12,30607,184.45073321
2020-03-13,8718,125.09546188
2020-03-14,122555,134.39237044
2020-03-15,172141,122.21333234
2020-03-16,99567,122.92434562
2020-03-17,102614,114.42322402
2020-03-18,104938,113.97308263
2020-03-19,80511,116.06544493
2020-03-20,51360,130.26905812
2020-03-21,102017,132.77327714
2020-03-22,91706,128.60276424
2020-03-23,36186,128.83833254
2020-03-24,62457,136.39151692
2020-03-25,35641,136.06864064
2020-03-26,84287,137.26124377
2020-03-27,69147,138.98800274
2020-03-28,82904,128.94152484
2020-03-29,72073,130.30150782
2020-03-30,46100,127.0174613
2020-03-31,44494,132.82140441
2020-04-01,55788,133.08973185
2020-04-02,33554,139.34606937
2020-04-03,34640,141.5668566
2020-04-04,40179,142.99152608
2020-04-05,77190,144.27176134
2020-04-06,32768,159.48823401
2020-04-07,25650,170.02672152
2020-04-08,34436,171.28231057
2020-04-09,39505,170.92983964
2020-04-10,64106,165.32446127
2020-04-11,70045,157.94625747
2020-04-12,93598,162.04623024
2020-04-13,55372,153.45940254
2020-04-14,39247,159.92496295
2020-04-15,16387,155.98766634
2020-04-16,27646,172.04137728
2020-04-17,25104,171.50302401
2020-04-18,56179,173.59056189
2020-04-19,14803,187.23725939
2020-04-20,40034,185.00207349
2020-04-21,14030,171.31735959
2020-04-22,19005,183.23762678
2020-04-23,24922,188.70087792
2020-04-24,18539,189.37492562
2020-04-25,18549,196.16322903
2020-04-26,50046,196.20339337
2020-04-27,22217,198.32078881
2020-04-28,18981,195.94571691
2020-04-29,28906,211.34712827
2020-04-30,12234,210.6700229
2020-05-01,17666,209.96295951
2020-05-02,26588,215.3560633
2020-05-03,37499,209.58828287
2020-05-04,24495,207.33901767
2020-05-05,18284,208.17517059
2020-05-06,22795,208.67731999
2020-05-07,16412,205.59506292
2020-05-08,15367,212.64090671
2020-05-09,20074,212.7155415
2020-05-10,13958,188.896264
2020-05-11,17824,189.39806302
2020-05-12,26949,190.97816251
2020-05-13,19959,190.5880142
2020-05-14,17181,201.92205999
2020-05-15,15584,197.7494496
2020-05-16,17891,198.77863691
2020-05-17,26179,201.40760071
2020-05-18,17408,214.52060241
2020-05-19,15835,210.44895181
2020-05-20,18298,209.43711967
2020-05-21,17292,209.59551899
2020-05-22,16668,204.81500786
2020-05-23,19830,207.20547137
2020-05-24,31134,209.73094916
2020-05-25,21951,202.02487707
2020-05-26,20928,200.58250263
2020-05-27,18306,203.29083474
2020-05-28,17212,208.09102733
2020-05-29,16099,222.40186368
2020-05-30,22537,220.97353091
2020-05-31,27301,237.67266689
2020-06-01,29628,237.97739129
2020-06-02,14208,234.53400693
2020-06-03,23913,238.32092815
2020-06-04,34538,243.66412757
2020-06-05,85847,243.57612717
2020-06-06,133086,240.63582306
2020-06-07,44737,243.32285265
2020-06-08,20942,244.52323315
2020-06-09,24360,243.64590992
2020-06-10,24095,244.75165014
2020-06-11,21995,240.94116391
