Time,ETH average daily transaction fee,Price
2015-12-20,0.0035554125093874046,0.92230278
2015-12-21,0.003245898976774403,0.89747751
2015-12-22,0.0030321577771300883,0.89644194
2015-12-23,0.0030679475853945815,0.85935557
2015-12-24,0.0036382825370675454,0.87774491
2015-12-25,0.002953610712577714,0.8661043
2015-12-26,0.0024888392857142856,0.86289287
2015-12-27,0.003046435697442409,0.8465516
2015-12-28,0.0038636170393674006,0.87239414
2015-12-29,0.0030698388334612432,0.84508348
2015-12-30,0.0034320965417867434,0.88109893
2015-12-31,0.002800293416467999,0.95315617
2016-01-01,0.0020226190476190474,0.94212908
2016-01-02,0.0020721318729948,0.95676959
2016-01-03,0.0020998372219207815,0.94983006
2016-01-04,0.0021811279826464205,0.94864452
2016-01-05,0.00224321503131524,0.97059739
2016-01-06,0.004668316066182155,0.94355929
2016-01-07,0.002924376350422314,0.95830619
2016-01-08,0.0026039553752535494,0.96605694
2016-01-09,0.0026544821583986073,0.97822481
2016-01-10,0.0034232171627236493,0.9913255
2016-01-11,0.002004149768933321,1.06275415
2016-01-12,0.002544498754957115,1.14950073
2016-01-13,0.0030933946285990805,1.13267255
2016-01-14,0.0029802344485325575,1.14019752
2016-01-15,0.002441860465116279,1.29996228
2016-01-16,0.0020887322483673677,1.25592315
2016-01-17,0.0020170908066485115,1.23351443
2016-01-18,0.0018814259632939365,1.52444291
2016-01-19,0.0027845992472388475,1.38271248
2016-01-20,0.00200752688172043,1.59637213
2016-01-21,0.0018667141204733518,1.53912294
2016-01-22,0.002183180561617925,1.53445899
2016-01-23,0.0017186481705614004,1.52795529
2016-01-24,0.0017905858235433257,2.04427361
2016-01-25,0.002103189353951379,2.53277397
2016-01-26,0.0023341011297575956,2.6500597
2016-01-27,0.002744199535962877,2.36073828
2016-01-28,0.002834924545734524,2.41116261
2016-01-29,0.002261328920570265,2.57491207
2016-01-30,0.002322593142635759,2.56336069
2016-01-31,0.0023790235081374324,2.47952342
2016-02-01,0.0024517400761283306,2.21671295
2016-02-02,0.002061884473004121,2.16603947
2016-02-03,0.0019404038977545546,2.50334001
2016-02-04,0.0022640011547344113,2.52249646
2016-02-05,0.002271971344505565,2.55200076
2016-02-06,0.007017509727626459,2.53738356
2016-02-07,0.005438559471055778,2.76247025
2016-02-08,0.0027233577580665896,3.02670121
2016-02-09,0.0020199322563835332,3.6983912
2016-02-10,0.004610782175132441,4.14425755
2016-02-11,0.0021714342868573715,4.64397573
2016-02-12,0.0020360256275601305,6.36936092
2016-02-13,0.0018851770143922682,4.41588974
2016-02-14,0.0017511574074074074,4.95998287
2016-02-15,0.0017287499266733148,5.71886015
2016-02-16,0.0018254291533313937,5.26333189
2016-02-17,0.0020202474690663667,3.9274509
2016-02-18,0.0018928333589467753,3.6640377
2016-02-19,0.0019990171453532816,4.38084459
2016-02-20,0.0016453098130581904,4.59809685
2016-02-21,0.0014247834541276294,4.28471136
2016-02-22,0.0019068281805580667,4.90154696
2016-02-23,0.005170292006261133,5.82967377
2016-02-24,0.001689455261430759,6.15653133
2016-02-25,0.002549975381585426,6.50093651
2016-02-26,0.0024383048466401313,5.8241024
2016-02-27,0.0014893617021276596,6.3977809
2016-02-28,0.0016141145616021934,6.52915525
2016-02-29,0.001574886681454335,6.60254622
2016-03-01,0.0015674920127795526,6.53641224
2016-03-02,0.0016495302608765775,8.38777447
2016-03-03,0.0015248884022572224,8.52542782
2016-03-04,0.0014138912962733687,9.44318676
2016-03-05,0.00125647817574571,11.92475796
2016-03-06,0.0013360553878927748,11.24402618
2016-03-07,0.001315704999598748,9.89782238
2016-03-08,0.0013832990017429885,9.91042233
2016-03-09,0.0011159570163212086,10.04279709
2016-03-10,8.849841537288884E-4,11.25952244
2016-03-11,8.580121703853955E-4,11.04093933
2016-03-12,8.000148356946815E-4,13.33665657
2016-03-13,9.080866106937693E-4,14.54772949
2016-03-14,0.0010289614462276333,12.99977493
2016-03-15,8.289172391233236E-4,12.53937244
2016-03-16,8.750502797381797E-4,13.24864769
2016-03-17,9.442901008919432E-4,11.13146973
2016-03-18,8.495349488288176E-4,11.01172447
2016-03-19,0.0011429882244991588,11.00950146
2016-03-20,0.001197827587241576,10.12177372
2016-03-21,0.0010503494693243594,10.7028656
2016-03-22,7.980904240381916E-4,11.17704868
2016-03-23,8.4822695035461E-4,11.58344746
2016-03-24,0.001133830425090322,11.89057636
2016-03-25,0.0011334840283147938,10.80713367
2016-03-26,0.0010436919716002185,10.97277355
2016-03-27,7.417558639392978E-4,10.64578438
2016-03-28,8.001671991162332E-4,11.40559769
2016-03-29,6.571455534933468E-4,11.86002159
2016-03-30,9.654962001442282E-4,11.83287334
2016-03-31,8.892861471336808E-4,11.88503265
2016-04-01,7.389649695843697E-4,11.82422066
2016-04-02,6.272067150756112E-4,11.45416546
2016-04-03,6.068816039013818E-4,11.5846262
2016-04-04,7.173996856371779E-4,11.15642166
2016-04-05,6.395193591455273E-4,10.88610268
2016-04-06,7.254366812227074E-4,10.42926121
2016-04-07,7.222402421883447E-4,10.21233654
2016-04-08,7.337795383144379E-4,10.27226067
2016-04-09,6.483377205810665E-4,9.96868324
2016-04-10,5.975101208413235E-4,8.50895214
2016-04-11,6.109261797532798E-4,8.8178339
2016-04-12,6.443978269054919E-4,7.67186689
2016-04-13,6.470648780320445E-4,7.12070036
2016-04-14,0.001151133045657735,8.27220345
2016-04-15,6.252774430845329E-4,8.30276871
2016-04-16,6.184061029053725E-4,8.35909748
2016-04-17,7.212184181850435E-4,9.57394218
2016-04-18,6.3234588630367E-4,9.06841278
2016-04-19,5.825110581830555E-4,9.13057518
2016-04-20,6.093041265626729E-4,8.53954411
2016-04-21,8.427838128208188E-4,8.49539566
2016-04-22,7.441278665740097E-4,8.16850376
2016-04-23,6.098611775969364E-4,7.85513306
2016-04-24,6.510817482212865E-4,8.24351597
2016-04-25,6.341994709817956E-4,7.78498888
2016-04-26,6.833277046043004E-4,7.45745134
2016-04-27,6.336645445350152E-4,7.85904932
2016-04-28,6.722989439480098E-4,7.28087854
2016-04-29,6.228808238101218E-4,7.45272541
2016-04-30,6.643754130865829E-4,9.31284428
2016-05-01,8.956292785676673E-4,8.75332546
2016-05-02,6.618764325632904E-4,9.1801405
2016-05-03,6.88122377014577E-4,9.96475506
2016-05-04,7.743159346976317E-4,9.64718056
2016-05-05,7.151490733279613E-4,9.60092926
2016-05-06,9.54273353790432E-4,9.75081062
2016-05-07,6.598424406643585E-4,9.30714512
2016-05-08,7.082512698248159E-4,9.26994324
2016-05-09,6.719628388186545E-4,9.41054821
2016-05-10,6.933482283799209E-4,9.40432358
2016-05-11,7.436460621273926E-4,9.46284485
2016-05-12,8.952102070696507E-4,10.33878708
2016-05-13,7.784229571656989E-4,10.39747715
2016-05-14,9.062239676306081E-4,10.29762363
2016-05-15,6.86348664145419E-4,10.0948925
2016-05-16,7.75795983032657E-4,10.16970253
2016-05-17,7.1290577127153E-4,11.30505466
2016-05-18,7.489689187465452E-4,13.38962555
2016-05-19,6.976642463476511E-4,13.85283089
2016-05-20,7.844535567837405E-4,14.72865677
2016-05-21,9.667002082699553E-4,13.66317368
2016-05-22,6.945872898179818E-4,14.05455685
2016-05-23,7.168557985053972E-4,13.64112186
2016-05-24,6.686845168800931E-4,13.50997543
2016-05-25,6.934337813543361E-4,12.23726654
2016-05-26,6.710614311646125E-4,12.3975172
2016-05-27,7.406016606166813E-4,10.94718933
2016-05-28,0.0010762729395076688,10.60098743
2016-05-29,9.588452448385648E-4,12.05819702
2016-05-30,7.623266917638418E-4,12.33735371
2016-05-31,7.330553182937245E-4,13.99980831
2016-06-01,7.515099804656802E-4,14.06221104
2016-06-02,6.366355226856467E-4,13.71955585
2016-06-03,6.45801022094531E-4,13.43216801
2016-06-04,6.559558177482113E-4,13.61271477
2016-06-05,6.357814416132987E-4,13.64867115
2016-06-06,6.812750151170492E-4,13.85687065
2016-06-07,0.0012796514828733515,14.37166882
2016-06-08,9.044980080567982E-4,14.66327095
2016-06-09,6.719000802568218E-4,14.4991045
2016-06-10,7.341831364752661E-4,14.21828842
2016-06-11,7.672064233733452E-4,13.91207123
2016-06-12,7.021571843067996E-4,14.43261623
2016-06-13,7.862624799076317E-4,16.94645119
2016-06-14,7.612884611421387E-4,18.11354256
2016-06-15,7.108111661334852E-4,18.37888336
2016-06-16,8.736180847949924E-4,19.52018738
2016-06-17,0.0028426653154294402,16.71063805
2016-06-18,0.003966944790767559,14.45183182
2016-06-19,0.0022328839896407463,12.41148281
2016-06-20,0.0010719112312397752,11.93075275
2016-06-21,0.0011506594007657557,11.63643742
2016-06-22,0.001770665438636887,14.68105698
2016-06-23,8.74388697699692E-4,12.69409752
2016-06-24,7.888469725389365E-4,13.91169453
2016-06-25,8.320637822465976E-4,14.45978928
2016-06-26,6.587097388984181E-4,14.23734951
2016-06-27,7.115267330758284E-4,13.82566166
2016-06-28,7.59424738236095E-4,12.92706299
2016-06-29,7.297753834915997E-4,12.46104908
2016-06-30,0.0015313049710078833,12.48039055
2016-07-01,0.0011193569861189872,12.38272381
2016-07-02,6.588355464759958E-4,12.18954659
2016-07-03,6.921964011212588E-4,12.11291218
2016-07-04,7.579499374980944E-4,11.78057957
2016-07-05,7.158356262443236E-4,11.4712038
2016-07-06,8.256751025024742E-4,10.69661427
2016-07-07,6.618944647428728E-4,10.08300591
2016-07-08,6.462392921020428E-4,10.02820587
2016-07-09,0.0012171795043686175,10.93483829
2016-07-10,9.309670627161979E-4,10.81057549
2016-07-11,7.786693217757994E-4,10.43312836
2016-07-12,7.226972505248067E-4,10.4793787
2016-07-13,7.596784104875052E-4,10.48039627
2016-07-14,7.171094767993993E-4,10.86622524
2016-07-15,7.322884936621794E-4,12.07416058
2016-07-16,6.310432569974555E-4,11.75248337
2016-07-17,5.962068302684693E-4,11.31585407
2016-07-18,6.204793263521537E-4,11.30451298
2016-07-19,6.708999812448088E-4,11.15695477
2016-07-20,0.0011150788170536826,11.73404217
2016-07-21,0.0010811262893783106,12.3439846
2016-07-22,7.54575135320904E-4,12.62028027
2016-07-23,7.833029483875024E-4,14.16064739
2016-07-24,6.512355926575914E-4,14.23389816
2016-07-25,6.6154913149018E-4,13.25709438
2016-07-26,7.384218931475029E-4,13.63521957
2016-07-27,7.518186593654987E-4,12.86848545
2016-07-28,0.0012310411801933526,12.85945034
2016-07-29,0.001009263362241776,12.63159943
2016-07-30,8.139239042442465E-4,12.69895267
2016-07-31,6.098516075845013E-4,11.60665894
2016-08-01,6.393902294538131E-4,11.58598137
2016-08-02,7.13288263327053E-4,10.71458149
2016-08-03,6.763847206059493E-4,9.52481365
2016-08-04,6.717693682492812E-4,10.47972965
2016-08-05,7.172680412371134E-4,11.03745079
2016-08-06,6.162323595600143E-4,10.87705135
2016-08-07,6.574682841003796E-4,10.91378212
2016-08-08,0.0010833372525043503,10.94816113
2016-08-09,8.667383402447141E-4,12.00621319
2016-08-10,6.830066588916896E-4,12.29963112
2016-08-11,6.871249062265566E-4,11.8381052
2016-08-12,6.597777344511601E-4,11.65481853
2016-08-13,6.729778644020605E-4,11.64356232
2016-08-14,5.779144825196032E-4,11.57867813
2016-08-15,6.260257355564541E-4,11.00014877
2016-08-16,6.446524563624665E-4,11.14498329
2016-08-17,6.335657874474779E-4,10.9684124
2016-08-18,7.026604857401995E-4,10.86975956
2016-08-19,7.761752724870638E-4,10.78667927
2016-08-20,6.458373482366545E-4,11.01842213
2016-08-21,6.841280395136778E-4,11.16414452
2016-08-22,6.488902937391343E-4,11.19819069
2016-08-23,0.0014586892374592328,10.97469711
2016-08-24,6.408648955548721E-4,11.04823494
2016-08-25,6.280466653278074E-4,11.24854374
2016-08-26,6.863711001642036E-4,11.29399109
2016-08-27,6.140382468397739E-4,11.19051075
2016-08-28,5.931653898801661E-4,11.10728836
2016-08-29,6.581854547991721E-4,10.91968632
2016-08-30,6.436150600188455E-4,11.19962215
2016-08-31,6.712433257055683E-4,11.20655727
2016-09-01,6.755025310340481E-4,12.0040493
2016-09-02,8.07216778093232E-4,12.05083942
2016-09-03,6.423114677137126E-4,11.68476868
2016-09-04,6.099652265040727E-4,11.7645483
2016-09-05,0.0010268167860798363,11.73810863
2016-09-06,6.907519164899691E-4,11.61868286
2016-09-07,6.910280668558815E-4,11.6288023
2016-09-08,6.995830424692942E-4,11.56850052
2016-09-09,7.624272279444693E-4,11.45089531
2016-09-10,7.171780797264464E-4,11.72736263
2016-09-11,6.740201942862612E-4,11.85478401
2016-09-12,7.282302132910276E-4,11.65324211
2016-09-13,7.26367245771464E-4,12.08258915
2016-09-14,7.01554867817592E-4,11.94601536
2016-09-15,6.931247759053424E-4,12.00962353
2016-09-16,6.917845696865474E-4,11.93481731
2016-09-17,8.595366156392222E-4,12.58448887
2016-09-18,7.623548293618066E-4,12.67479992
2016-09-19,8.357904699501293E-4,12.73502922
2016-09-20,5.804160867858545E-4,13.38055134
2016-09-21,6.678730746570154E-4,14.20669651
2016-09-22,8.847507542019826E-4,12.84622383
2016-09-23,0.0020151309408341415,13.10164452
2016-09-24,0.0013146734520780323,12.92832279
2016-09-25,0.0019240819041284622,12.98826027
2016-09-26,0.0024634780868521113,12.88971233
2016-09-27,0.0023889056984367123,13.16527462
2016-09-28,0.001245216068939298,13.44039631
2016-09-29,0.0013096034400382226,13.25716496
2016-09-30,0.0011981942921268076,13.33109093
2016-10-01,0.0014018446914773643,13.13239765
2016-10-02,0.0018870586282726857,13.16473293
2016-10-03,0.0015702277300336611,13.20552063
2016-10-04,0.001155971333223918,13.39880371
2016-10-05,0.0017404918632291098,13.25749874
2016-10-06,0.0015758771802536493,12.84533882
2016-10-07,0.0013404714856854005,12.92625523
2016-10-08,0.0013228392132046617,12.64265347
2016-10-09,0.0013107846230114022,12.26047421
2016-10-10,0.0013373807458803122,11.90778828
2016-10-11,9.016163930253278E-4,12.13507748
2016-10-12,0.0011971024451697876,11.73500061
2016-10-13,0.0034096591656796946,11.99354458
2016-10-14,0.002140910095528106,11.9192934
2016-10-15,0.0017525326399046536,11.86220741
2016-10-16,0.001954634001386734,11.95855045
2016-10-17,0.0020194834167864754,11.92120838
2016-10-18,0.0019331822162691257,12.19547844
2016-10-19,0.0019005067502224286,12.49901009
2016-10-20,0.001957011359185272,12.20103645
2016-10-21,7.110982422673389E-4,12.08692837
2016-10-22,7.544723256093169E-4,12.12838173
2016-10-23,7.146408839779005E-4,11.96116257
2016-10-24,9.391196874252452E-4,11.99033356
2016-10-25,8.164343747935794E-4,11.26816273
2016-10-26,9.056414007497485E-4,11.58884907
2016-10-27,7.327684387954991E-4,11.43562508
2016-10-28,8.139425562920134E-4,11.53957653
2016-10-29,8.09102402022756E-4,11.10292244
2016-10-30,7.612831751842397E-4,10.48897076
2016-10-31,7.890926640926641E-4,11.17594051
2016-11-01,8.211805921955131E-4,10.73330975
2016-11-02,7.351168397626113E-4,10.9131155
2016-11-03,6.743558516608162E-4,10.79964828
2016-11-04,6.819516492120975E-4,10.93370247
2016-11-05,6.513161950557918E-4,11.05909157
2016-11-06,6.673364708370789E-4,10.87234211
2016-11-07,6.798813376483279E-4,10.89083767
2016-11-08,7.41676127806483E-4,10.89247608
2016-11-09,8.100354937521271E-4,10.42971802
2016-11-10,9.385840133762571E-4,10.55637455
2016-11-11,0.0010555156545101483,10.51397896
2016-11-12,7.699250059092764E-4,10.181036
2016-11-13,7.659248246062351E-4,10.19999409
2016-11-14,8.469717757742062E-4,9.98183823
2016-11-15,8.302112067190909E-4,10.24454117
2016-11-16,8.395368072787427E-4,10.28198242
2016-11-17,7.72982255294791E-4,10.10865688
2016-11-18,8.123047940112042E-4,9.97877407
2016-11-19,7.263868622165064E-4,9.57619572
2016-11-20,7.367897663065589E-4,9.61849403
2016-11-21,8.263188802975433E-4,9.57175732
2016-11-22,7.872009380566892E-4,9.94512939
2016-11-23,9.130342784595853E-4,9.87179089
2016-11-24,0.0019506902818085656,9.78180313
2016-11-25,0.0011849297479731465,9.27416229
2016-11-26,0.0011866628162694093,9.37100124
2016-11-27,0.0024820152259446373,9.12840176
2016-11-28,0.0027239577284868194,8.95883465
2016-11-29,0.0023154580340450652,8.48675156
2016-11-30,0.0013340672538030424,8.27385712
2016-12-01,7.217222977921942E-4,8.39436626
2016-12-02,6.715030722362782E-4,7.63683796
2016-12-03,6.453312562998259E-4,7.90301895
2016-12-04,6.451459541694399E-4,7.90249872
2016-12-05,7.702047413793103E-4,7.46398783
2016-12-06,7.065908191119167E-4,6.9359355
2016-12-07,8.13557010365521E-4,7.57976294
2016-12-08,0.019212441770186335,8.57879162
2016-12-09,8.088713367206879E-4,8.57343674
2016-12-10,7.309902799480892E-4,8.30651474
2016-12-11,9.481577439525672E-4,8.21545887
2016-12-12,7.640167587329544E-4,8.41560459
2016-12-13,7.475658215787885E-4,8.44915771
2016-12-14,6.760789479100209E-4,8.3716526
2016-12-15,7.912966252220249E-4,7.98988962
2016-12-16,6.808876514903373E-4,7.83320808
2016-12-17,7.089060936430189E-4,7.78552341
2016-12-18,8.6505281458262E-4,7.89772511
2016-12-19,8.084300260478333E-4,7.74505043
2016-12-20,9.213423764643708E-4,7.63710451
2016-12-21,0.0010912893175707397,7.67782974
2016-12-22,8.379641880568051E-4,7.61255884
2016-12-23,6.235256614599936E-4,7.40170383
2016-12-24,6.772230739747029E-4,7.33150196
2016-12-25,6.755697576269142E-4,7.31269884
2016-12-26,6.454903516477289E-4,7.28469181
2016-12-27,7.501178689297501E-4,7.21640587
2016-12-28,8.308893148280718E-4,7.3052659
2016-12-29,8.886728014419884E-4,8.08511066
2016-12-30,9.264518253282299E-4,8.1172781
2016-12-31,7.351358776528766E-4,7.97572088
2017-01-01,6.878852819006799E-4,8.44290161
2017-01-02,6.938430397909247E-4,8.29045868
2017-01-03,7.537493200714897E-4,8.42391968
2017-01-04,8.542208223440792E-4,10.40668869
2017-01-05,7.663220563980853E-4,10.17251587
2017-01-06,6.907229796567889E-4,10.12520123
2017-01-07,7.002701073732617E-4,10.04981232
2017-01-08,7.567542301579883E-4,10.08623219
2017-01-09,7.499066990110095E-4,10.32278633
2017-01-10,7.846545409398474E-4,10.40650654
2017-01-11,7.829325388380506E-4,9.87361526
2017-01-12,7.631265424219214E-4,9.5852623
2017-01-13,7.262984485598942E-4,9.74505711
2017-01-14,6.781189309164894E-4,9.6504097
2017-01-15,7.005848234699526E-4,9.8756094
2017-01-16,7.231400061624518E-4,9.84827423
2017-01-17,7.656522581895715E-4,10.10851097
2017-01-18,7.905304543447639E-4,10.13010597
2017-01-19,7.676908542894418E-4,10.26816368
2017-01-20,6.969119666829117E-4,10.58528042
2017-01-21,7.462926403746384E-4,10.85219193
2017-01-22,7.246345045262259E-4,10.72018909
2017-01-23,7.660643875384549E-4,10.72600555
2017-01-24,7.990386320206459E-4,10.71712017
2017-01-25,8.166758230148333E-4,10.5147543
2017-01-26,8.228120825612961E-4,10.57678699
2017-01-27,7.393845814492115E-4,10.48508549
2017-01-28,7.329205366357069E-4,10.51917839
2017-01-29,7.370942627859624E-4,10.49586296
2017-01-30,7.214704555705909E-4,10.50073338
2017-01-31,7.384463448028191E-4,10.56471634
2017-02-01,7.812967179557948E-4,10.62877083
2017-02-02,8.541718247090864E-4,10.67805576
2017-02-03,8.149974860535829E-4,10.87989998
2017-02-04,7.381425104787117E-4,11.3878479
2017-02-05,7.218485301444944E-4,11.3610239
2017-02-06,7.819451859761523E-4,11.39671993
2017-02-07,7.914505984186762E-4,11.46568871
2017-02-08,8.744859848341947E-4,11.34819221
2017-02-09,8.63784525647624E-4,11.54552555
2017-02-10,9.091975827743336E-4,11.06329632
2017-02-11,8.358555994307363E-4,11.27564049
2017-02-12,7.664241899071899E-4,11.31136131
2017-02-13,9.663156349759659E-4,11.20249748
2017-02-14,0.001104626148119049,12.58078289
2017-02-15,0.001550485271581815,12.81957531
2017-02-16,8.350661717550576E-4,12.60032368
2017-02-17,7.518518518518519E-4,12.78670406
2017-02-18,9.151973131821998E-4,12.7598362
2017-02-19,7.879769170091751E-4,12.80346584
2017-02-20,7.736360486681476E-4,12.86492729
2017-02-21,8.689776336238934E-4,12.48175907
2017-02-22,0.0011233095975867519,12.70765495
2017-02-23,9.299960891669926E-4,12.77905083
2017-02-24,7.56712119075913E-4,13.0295639
2017-02-25,8.186895011169024E-4,13.61951256
2017-02-26,7.720823709799508E-4,13.46938324
2017-02-27,8.653335357061547E-4,14.63193226
2017-02-28,8.24163638534896E-4,15.80909538
2017-03-01,9.113353548408477E-4,15.73847675
2017-03-02,7.997297703047591E-4,18.7517395
2017-03-03,7.434475806451612E-4,18.50421143
2017-03-04,7.185955399798324E-4,19.98473167
2017-03-05,7.537501329834391E-4,18.85466194
2017-03-06,7.400147022788532E-4,19.22690392
2017-03-07,7.14457580083733E-4,19.42888832
2017-03-08,7.028742536443672E-4,18.37753296
2017-03-09,7.433919832760559E-4,17.54300308
2017-03-10,8.013363675979276E-4,18.28123283
2017-03-11,8.201771274547555E-4,19.06263924
2017-03-12,7.319422626633866E-4,21.85354805
2017-03-13,7.516556722224391E-4,25.04587555
2017-03-14,0.0010529655907700508,28.24926949
2017-03-15,8.807197394415079E-4,30.52957153
2017-03-16,8.098365606009134E-4,40.88731766
2017-03-17,7.593153162980538E-4,46.54584885
2017-03-18,7.691537417388014E-4,36.93608093
2017-03-19,6.766848082477074E-4,39.4142952
