Time,ETH daily transaction volume on the chain,Price
2017-05-11,2.2475439299559858E7,90.46638489
2017-05-12,2.0506352273836795E7,90.53853607
2017-05-13,1.5271502088712042E7,88.63881683
2017-05-14,1.3387038052544184E7,90.67169189
2017-05-15,1.4711922222402304E7,91.23472595
2017-05-16,2.1314821407584425E7,92.90254211
2017-05-17,1.7552335525326673E7,90.16207123
2017-05-18,1.362735717852204E7,90.5670166
2017-05-19,1.38293108847808E7,117.65478516
2017-05-20,1.3185006275944062E7,131.99972534
2017-05-21,1.0547682339474253E7,128.32850647
2017-05-22,2.7817719787354242E7,186.88729858
2017-05-23,1.6667421121700242E7,178.03849792
2017-05-24,1.809329044823414E7,193.230896
2017-05-25,1.5410069619082706E7,200.00494385
2017-05-26,1.718860778850593E7,182.08970642
2017-05-27,1.5237426051485267E7,156.48373413
2017-05-28,1.1128204833246863E7,171.49882507
2017-05-29,9260976.135186927,183.16256714
2017-05-30,1.5102636610030686E7,202.60342407
2017-05-31,2.5509703597710885E7,230.24880981
2017-06-01,1.299772944135484E7,222.89427185
2017-06-02,1.5909558790481424E7,222.15283203
2017-06-03,1.7646132888598043E7,220.25239563
2017-06-04,1.468902929564024E7,232.76301575
2017-06-05,1.6134375947272468E7,246.78031921
2017-06-06,2.130315718850479E7,256.10177612
2017-06-07,1.8775716997528467E7,260.0604248
2017-06-08,1.7247545202475287E7,257.56234741
2017-06-09,1.73793791032648E7,273.81515503
2017-06-10,1.1783130240766002E7,311.22879028
2017-06-11,1.2819105733616287E7,341.41125488
2017-06-12,2.3032564706034042E7,348.29885864
2017-06-13,2.644914944260647E7,398.08557129
2017-06-14,1.4874391389395785E7,376.99716187
2017-06-15,2.0212962328760896E7,355.40454102
2017-06-16,1.9522823231266838E7,350.64282227
2017-06-17,1.2787000011639709E7,366.66964722
2017-06-18,9669543.99973597,376.94723511
2017-06-19,1.121976313401331E7,372.66906738
2017-06-20,1.325277099311381E7,377.61639404
2017-06-21,9027153.802400796,337.51074219
2017-06-22,7037949.177449662,338.32897949
2017-06-23,1.370342016985436E7,341.11270142
2017-06-24,1.0133273269031323E7,342.61224365
2017-06-25,7853183.208961065,320.02047729
2017-06-26,4383911.341515638,309.31256104
2017-06-27,1.5595929549542813E7,271.87319946
2017-06-28,1.173746615203564E7,305.0274353
2017-06-29,1.0721677148985151E7,326.67578125
2017-06-30,1.1291362924451645E7,305.8001709
2017-07-01,1.06750908682756E7,282.76315308
2017-07-02,7664856.187901886,272.48422241
2017-07-03,1.9028939530248232E7,288.73574829
2017-07-04,2.458939666008057E7,284.26412964
2017-07-05,1.146066254231334E7,273.55728149
2017-07-06,8099614.392810109,270.89187622
2017-07-07,8722444.588351227,267.5269165
2017-07-08,8802434.14540486,244.48466492
2017-07-09,6037543.814816409,244.90852356
2017-07-10,5459924.993114284,220.69154358
2017-07-11,1.6524059262660043E7,197.28175354
2017-07-12,1.059877117230574E7,195.09162903
2017-07-13,2.1603963543656785E7,229.23893738
2017-07-14,2.253093603436578E7,192.40531921
2017-07-15,2.846219972602945E7,177.26097107
2017-07-16,2.559311783658031E7,152.5894928
2017-07-17,2.3642255618182465E7,165.92953491
2017-07-18,2.4297816383763783E7,185.05493164
2017-07-19,2.7338620926660977E7,227.34802246
2017-07-20,2.4174991186525475E7,215.48780823
2017-07-21,2.2160485553271934E7,226.48606873
2017-07-22,1.0960676736181645E7,222.48902893
2017-07-23,5113559.394902403,229.30355835
2017-07-24,1.6594897904911267E7,225.04364014
2017-07-25,2.243048867233465E7,207.49874878
2017-07-26,2.1739641297542438E7,202.01931763
2017-07-27,2.0067632657556437E7,204.34919739
2017-07-28,2.472131389730871E7,203.32189941
2017-07-29,2.2781808810058217E7,184.85980225
2017-07-30,1.8431077317969862E7,200.7035675
2017-07-31,1.0011939969402626E7,198.70417786
2017-08-01,1.0512866329449419E7,212.01089478
2017-08-02,1.0053723124464842E7,226.93367004
2017-08-03,8274003.687696504,226.17558289
2017-08-04,8198950.467362057,223.84744263
2017-08-05,8730324.92826494,241.99623108
2017-08-06,9231092.92879013,258.18136597
2017-08-07,1.0015467474518793E7,264.40625
2017-08-08,1.0763584376894878E7,271.21444702
2017-08-09,1.22716890848877E7,318.71627808
2017-08-10,1.0971258271286864E7,305.47634888
2017-08-11,4.700182408935144E7,298.42956543
2017-08-12,3.460647120599503E7,312.16744995
2017-08-13,2.895240487157639E7,301.66647339
2017-08-14,2.7674379537571218E7,302.30514526
2017-08-15,2.294173395407632E7,285.17263794
2017-08-16,1.5862611094789114E7,290.7510376
2017-08-17,1.6305450104553415E7,304.14562988
2017-08-18,1.6039878757957567E7,300.87255859
2017-08-19,1.401753538121579E7,292.3447876
2017-08-20,1.014872496671562E7,294.63638306
2017-08-21,1.1276041865389403E7,301.27523804
2017-08-22,1.3931636116106553E7,309.95062256
2017-08-23,1.2779488578932885E7,319.51849365
2017-08-24,1.2500446001016669E7,318.86367798
2017-08-25,1.2206617366948735E7,334.72201538
2017-08-26,7567181.541086208,330.87490845
2017-08-27,6187733.6660856195,334.78726196
2017-08-28,3.696117277168715E7,343.97930908
2017-08-29,2.211451853161381E7,349.96069336
2017-08-30,3.049460996722278E7,376.90368652
2017-08-31,2.260479138533809E7,380.72720337
2017-09-01,1.5975618080419408E7,389.35375977
2017-09-02,1.617186206824422E7,378.00906372
2017-09-03,1.139583419500734E7,352.28427124
2017-09-04,1.4173625887218848E7,286.66098022
2017-09-05,1.7902550878347725E7,276.37460327
2017-09-06,1.6584163297586303E7,324.12860107
2017-09-07,1.4694978133073287E7,324.2862854
2017-09-08,9226768.63007903,299.46481323
2017-09-09,1.9853120702078447E7,292.76257324
2017-09-10,1.8805701268948942E7,285.07400513
2017-09-11,1.8601992384016547E7,299.41687012
2017-09-12,1.369170995212569E7,301.41531372
2017-09-13,1.1364095282765873E7,269.80636597
2017-09-14,1.3246948518558076E7,239.42408752
2017-09-15,1.802471983186968E7,252.30776978
2017-09-16,1.4147247654263407E7,240.00071716
2017-09-17,7831816.592897994,243.30102539
2017-09-18,1.9005806304932736E7,287.33227539
2017-09-19,1.9159970510227144E7,287.42733765
2017-09-20,9816371.950711621,288.71542358
2017-09-21,9041445.441417987,280.62838745
2017-09-22,9715860.56077828,256.54910278
2017-09-23,8593112.219417796,264.14486694
2017-09-24,6812692.582229134,292.67782593
2017-09-25,6796561.24904707,286.30929565
2017-09-26,1.0334423851720748E7,288.91235352
2017-09-27,9115711.59134955,290.36685181
2017-09-28,1.0069885889685513E7,296.44760132
2017-09-29,9126633.449227668,280.80111694
2017-09-30,7694930.286749998,302.53952026
2017-10-01,4694702.690876002,298.63897705
2017-10-02,5573770.819400479,300.26690674
2017-10-03,1.900873852536661E7,299.65270996
2017-10-04,1.852243312666897E7,297.97106934
2017-10-05,1.0011052146067353E7,290.89224243
2017-10-06,9973183.671496842,295.99227905
2017-10-07,8277918.905971649,309.40618896
2017-10-08,8057627.459588693,312.48898315
2017-10-09,9269955.955698337,299.80682373
2017-10-10,1.1782235309471997E7,305.36425781
2017-10-11,1.0523860513379257E7,300.83166504
2017-10-12,1.0399416786929417E7,307.37060547
2017-10-13,1.4608995960662382E7,340.62664795
2017-10-14,1.1686193822660198E7,343.33285522
2017-10-15,1.042597215899411E7,334.2616272
2017-10-16,7197689.18838937,339.01843262
2017-10-17,1.0510029112880917E7,320.37731934
2017-10-18,1.3911047271641228E7,306.11712646
2017-10-19,1.2987499252589028E7,308.99649048
2017-10-20,1.2467048701541018E7,308.71972656
2017-10-21,1.1872270455630522E7,292.77175903
2017-10-22,9137514.370891122,303.14559937
2017-10-23,1.1547225084390623E7,282.73440552
2017-10-24,1.4802887368899275E7,308.03277588
2017-10-25,1.0753497822824867E7,295.03320313
2017-10-26,1.022957407734359E7,298.24172974
2017-10-27,1.0024266158416232E7,295.4984436
2017-10-28,1.2496094691128518E7,297.35501099
2017-10-29,1.2101201273760902E7,309.5668335
2017-10-30,1.126533847697558E7,307.23062134
2017-10-31,1.13042144370001E7,306.80569458
2017-11-01,1.436088022939204E7,303.97839355
2017-11-02,1.5604957583421636E7,288.53674316
2017-11-03,1.371450385307758E7,288.54013062
2017-11-04,1.0209158582103688E7,301.08969116
2017-11-05,8076429.988907571,296.11221313
2017-11-06,9443135.977768242,304.67962646
2017-11-07,8164539.946056878,292.50341797
2017-11-08,1.192583787880024E7,300.17822266
2017-11-09,1.8200819185969673E7,309.02648926
2017-11-10,1.3675881173931152E7,305.67684937
2017-11-11,1.3204121530113423E7,302.44009399
2017-11-12,1.820865115907772E7,307.16217041
2017-11-13,1.3980422350758092E7,316.65597534
2017-11-14,1.0719957021519668E7,321.51168823
2017-11-15,1.5519724668040771E7,335.67129517
2017-11-16,1.5001357925389167E7,331.2515564
2017-11-17,1.6954653419076663E7,333.92260742
2017-11-18,1.402639660689896E7,329.41586304
2017-11-19,1.2720582556889571E7,357.2210083
2017-11-20,1.6158683060373597E7,361.82946777
2017-11-21,1.712123764674622E7,369.5612793
2017-11-22,1.7030213903094124E7,363.42944336
2017-11-23,1.686183195009087E7,412.79376221
2017-11-24,1.64031099743723E7,412.22106934
2017-11-25,1.542427732512082E7,474.94006348
2017-11-26,1.538834866841722E7,460.09057617
2017-11-27,1.865162168320798E7,480.62976074
2017-11-28,2.2545553765813254E7,480.12127686
2017-11-29,2.9228578199764084E7,496.43261719
2017-11-30,2.8702166506079055E7,408.70800781
2017-12-01,2.0418603912791662E7,456.96066284
2017-12-02,2.2445696689461254E7,469.29055786
2017-12-03,2.2977472399899554E7,462.17077637
2017-12-04,2.5424221001139954E7,466.52502441
2017-12-05,1.1970137125695186E7,468.7321167
2017-12-06,1.0956453272531988E7,456.16897583
2017-12-07,1.400644784020913E7,425.63070679
2017-12-08,1.0515375282383135E7,453.54656982
2017-12-09,6876278.773430763,471.6619873
2017-12-10,7053218.335503466,452.13876343
2017-12-11,6524235.496309955,473.95916748
2017-12-12,1.1557468992395889E7,535.36328125
2017-12-13,1.1919317757793609E7,618.68151855
2017-12-14,1.2762402760224553E7,692.40600586
2017-12-15,1.102575558779784E7,696.08081055
2017-12-16,9264257.428760115,699.24981689
2017-12-17,8524519.598615602,716.13946533
2017-12-18,8757426.511095282,732.18762207
2017-12-19,1.1085356065469839E7,820.32086182
2017-12-20,1.302228520405513E7,805.95758057
2017-12-21,1.3919694086121235E7,795.32440186
2017-12-22,1.4502018315915314E7,655.90209961
2017-12-23,1.147621415487262E7,736.55804443
2017-12-24,9337834.102244228,653.69824219
2017-12-25,7271620.790214878,757.78100586
2017-12-26,6093596.212650543,773.18463135
2017-12-27,1.1175367150987333E7,781.16693115
2017-12-28,1.285617781537562E7,739.44537354
2017-12-29,1.3124307005644523E7,754.77386475
2017-12-30,1.8345420464175634E7,709.14361572
2017-12-31,1.2360507863968404E7,723.21386719
2018-01-01,7122700.480175779,769.96173096
2018-01-02,1.2362448862670569E7,886.34436035
2018-01-03,1.596663509317318E7,882.25628662
2018-01-04,1.716709223424169E7,954.21325684
2018-01-05,2.0848570083851032E7,1045.29394531
2018-01-06,1.919504073895186E7,1002.57525635
2018-01-07,1.1832255936419114E7,1090.83947754
2018-01-08,1.4259125396553466E7,1088.60693359
2018-01-09,1.68261661016155E7,1209.15039063
2018-01-10,1.734542271942765E7,1364.84814453
2018-01-11,1.7714858947825458E7,1228.5994873
2018-01-12,1.4373213694767933E7,1247.54699707
2018-01-13,1.0590708279129177E7,1295.71936035
2018-01-14,1.890230184920522E7,1392.17797852
2018-01-15,1.7414153050011486E7,1346.0513916
2018-01-16,1.3858405155081712E7,1242.75341797
2018-01-17,1.6008184341373064E7,954.39715576
2018-01-18,1.6731120508932952E7,1025.27148438
2018-01-19,1.132066731842895E7,1061.92993164
2018-01-20,7779681.041238476,1075.56970215
2018-01-21,8021088.077634953,1134.66638184
2018-01-22,8209756.522930917,960.67419434
2018-01-23,1.0073238627490195E7,1013.98480225
2018-01-24,9439824.482007112,1031.86169434
2018-01-25,6548957.1236366695,1034.74243164
2018-01-26,7569486.774586451,1050.9720459
2018-01-27,7785880.131305987,1095.18273926
2018-01-28,7092972.758342395,1129.69506836
2018-01-29,8448950.292088054,1200.52368164
2018-01-30,7810070.276639139,1145.86450195
2018-01-31,9651989.570006961,1102.71533203
2018-02-01,8057092.412224689,1138.50561523
2018-02-02,1.195669001879877E7,954.35913086
2018-02-03,7838645.7229734,955.11651611
2018-02-04,5415960.327901302,864.21588135
2018-02-05,6162027.546280371,836.07806396
2018-02-06,9839693.908247134,742.73553467
2018-02-07,8265830.4842826165,812.49127197
2018-02-08,4817119.420375577,806.39074707
2018-02-09,4398131.54548043,806.53649902
2018-02-10,6358270.483454178,847.33850098
2018-02-11,4591128.128854192,852.11810303
2018-02-12,4735181.004171936,856.97296143
2018-02-13,6552513.945667478,857.95758057
2018-02-14,4624260.608578718,902.66778564
2018-02-15,5615042.162812413,933.9887085
2018-02-16,5131602.378441096,938.65093994
2018-02-17,4317679.312714532,961.27746582
2018-02-18,4748809.508557055,944.79455566
2018-02-19,3698366.1654860983,931.19909668
2018-02-20,4197736.588030554,942.46661377
2018-02-21,4833313.741751265,849.50537109
2018-02-22,4403730.771448568,825.77062988
2018-02-23,6056724.645449927,838.43707275
2018-02-24,2912618.7863956126,837.11804199
2018-02-25,2648526.6078223595,827.74163818
2018-02-26,2724111.6381610436,876.27520752
2018-02-27,1902887.8232124667,871.24755859
2018-02-28,1762018.0337388967,888.44708252
2018-03-01,1924492.7705079254,867.03179932
2018-03-02,1775261.287082595,855.5411377
2018-03-03,1279352.0267679917,864.79095459
2018-03-04,1133839.6505355232,847.83050537
2018-03-05,1521075.6433398582,867.68896484
2018-03-06,2066946.8863696302,832.01580811
2018-03-07,2180206.456675454,812.98974609
2018-03-08,1900728.6813256587,741.19873047
2018-03-09,2124479.76133914,701.0189209
2018-03-10,1520231.6985576288,732.93408203
2018-03-11,1191938.7212125277,708.91540527
2018-03-12,1329946.3541453215,697.64099121
2018-03-13,2661132.744631201,696.71765137
2018-03-14,2248187.7358813747,656.14129639
2018-03-15,2322770.7293534214,588.16638184
2018-03-16,1626236.7728828364,598.66394043
2018-03-17,1291456.236166415,598.8447876
2018-03-18,3030383.546610181,466.09069824
2018-03-19,2493046.4917020863,551.63769531
2018-03-20,2342459.749035931,556.75140381
2018-03-21,1920434.184365778,567.94128418
2018-03-22,1941519.6501337597,531.77514648
2018-03-23,2197252.298334268,516.39605713
2018-03-24,1503711.3754813804,541.47979736
2018-03-25,1058269.377380042,520.65631104
2018-03-26,1906532.7432721024,522.40966797
2018-03-27,3341474.900221272,468.53948975
2018-03-28,3061366.6475087493,451.23880005
2018-03-29,2592946.066638018,441.78762817
2018-03-30,3018523.125561453,378.60897827
2018-03-31,1939130.5376701343,403.10812378
2018-04-01,1441266.3203370534,364.76593018
2018-04-02,1502056.0662480365,391.7276001
2018-04-03,1805031.54895622,406.29595947
2018-04-04,1866851.92792066,404.4602356
2018-04-05,1512822.653851711,378.5619812
2018-04-06,1520008.654467972,379.6869812
2018-04-07,1067682.6493623857,381.07391357
2018-04-08,1457316.715952606,401.61642456
2018-04-09,1991772.646968967,396.41854858
2018-04-10,1425403.8766965293,400.10852051
2018-04-11,1636397.364791411,420.70452881
2018-04-12,2285884.5490127243,463.97998047
2018-04-13,2736807.986002314,514.11553955
2018-04-14,1358436.9560496283,506.67218018
2018-04-15,1172187.782123457,510.55157471
2018-04-16,1491740.4366317906,504.92443848
2018-04-17,1662135.7419346687,507.29470825
2018-04-18,1806470.5894170976,506.82980347
2018-04-19,1969502.1085033645,545.71136475
2018-04-20,2520748.2961328696,585.83795166
2018-04-21,2074144.8697123032,607.55621338
2018-04-22,1448008.083080883,632.79296875
2018-04-23,2740151.8948649326,644.73077393
2018-04-24,4249965.542941219,667.34545898
2018-04-25,2766179.6591971386,672.1696167
2018-04-26,2410125.9658851833,618.38543701
2018-04-27,2370284.197929891,673.49182129
2018-04-28,1999329.4956066536,666.2177124
2018-04-29,1857817.8635549222,681.65808105
2018-04-30,1908863.1778882104,683.4161377
2018-05-01,2168156.658570975,644.34356689
2018-05-02,2749572.5550047937,682.49395752
2018-05-03,2933875.2646929557,746.64105225
2018-05-04,2839558.4529936914,771.74206543
2018-05-05,2157716.7520248336,819.67333984
2018-05-06,1684490.5528063597,825.15466309
2018-05-07,3735852.965221095,756.71264648
2018-05-08,2547743.9104809696,737.20391846
2018-05-09,2293609.484144361,724.54400635
2018-05-10,2617762.8742340966,762.02600098
2018-05-11,2490940.83479696,731.71264648
2018-05-12,1848506.229337949,679.3951416
2018-05-13,1390012.5783691553,727.16363525
2018-05-14,2607881.761384251,702.7086792
2018-05-15,2210093.010379154,718.53155518
2018-05-16,1902109.0516698093,685.74499512
2018-05-17,1879845.5446776191,707.81286621
2018-05-18,1912610.9624168049,679.48406982
2018-05-19,1384795.4498570724,695.66363525
2018-05-20,1363685.6521846815,713.50311279
2018-05-21,1701465.7356103929,713.80505371
2018-05-22,2371536.602708284,683.32940674
2018-05-23,2669307.9611070715,603.68988037
2018-05-24,3275010.7798774573,599.28314209
2018-05-25,2030725.270567458,602.76623535
2018-05-26,1656445.4568160214,604.77606201
2018-05-27,1467773.2471330988,573.9463501
2018-05-28,3702176.851521642,533.34875488
2018-05-29,2625810.9343674663,527.29974365
2018-05-30,2626216.316626587,552.78033447
2018-05-31,2461965.8194950037,577.21264648
2018-06-01,3246124.619599452,574.48913574
2018-06-02,1618628.8698595816,578.54296875
2018-06-03,1230922.328657168,594.17651367
2018-06-04,2038943.4319977895,619.347229
2018-06-05,2208604.555678896,594.77947998
2018-06-06,2458911.1486601024,611.47528076
2018-06-07,2324117.303749709,607.6987915
2018-06-08,2582759.9088910604,605.52856445
2018-06-09,1427300.3314443917,607.050354
2018-06-10,1743394.8839592375,569.99615479
2018-06-11,2429560.239461375,534.60144043
2018-06-12,2259693.6982517233,529.2253418
2018-06-13,4472179.39615657,466.81652832
2018-06-14,4763875.783477853,488.07028198
2018-06-15,4355837.974479323,505.40997314
2018-06-16,2291097.4560670136,494.14157104
2018-06-17,1186542.9592996717,502.80886841
2018-06-18,1656162.5949007093,497.6065979
2018-06-19,1974902.0726123427,516.79144287
2018-06-20,2221849.1287072403,521.35968018
2018-06-21,2005603.2376255372,542.37335205
2018-06-22,2521986.5892076204,473.28866577
2018-06-23,1723192.122151519,469.70175171
2018-06-24,1835453.7722629479,426.46948242
2018-06-25,2459838.6580452994,465.23287964
2018-06-26,2665334.3743518502,458.76348877
2018-06-27,2210994.788723651,434.13684082
2018-06-28,1790366.3442464562,433.66781616
2018-06-29,2280019.5533040212,422.68499756
2018-06-30,1660913.7180936206,448.35598755
2018-07-01,1119620.341672736,451.76501465
2018-07-02,1385417.948203949,475.32598877
2018-07-03,1957302.427045318,470.97000122
2018-07-04,1866588.5595141985,474.20401001
2018-07-05,1631937.0793592713,477.81698608
2018-07-06,1763832.925552983,471.25900269
2018-07-07,1231597.8713157426,471.04098511
2018-07-08,1425340.0856394772,492.42800903
2018-07-09,1863188.057091315,484.17700195
2018-07-10,2049697.0269121598,441.7869873
2018-07-11,1581659.0889958811,444.51901245
2018-07-12,1391918.4223457042,431.26300049
2018-07-13,1429837.1382488287,440.19000244
2018-07-14,965405.675555101,437.56298828
2018-07-15,858386.5429317309,452.46899414
2018-07-16,1871770.206447574,449.3789978
2018-07-17,1784356.8247599006,473.6960144
2018-07-18,2318203.80441362,493.13500977
2018-07-19,2012841.3681151536,476.35198975
2018-07-20,1800691.9123061746,459.51400757
2018-07-21,1621552.8737024793,455.70498657
2018-07-22,999451.5591965383,468.82400513
2018-07-23,1665882.207557907,463.58099365
2018-07-24,2028623.71539908,453.04299927
2018-07-25,1556692.8708675604,466.80200195
2018-07-26,1514176.2571857104,475.75500488
2018-07-27,1509792.787824397,464.89801025
2018-07-28,1065780.386138049,469.59500122
2018-07-29,800263.7085663243,466.79699707
2018-07-30,1423168.1743126933,464.28100586
2018-07-31,1846841.344731545,452.71704102
2018-08-01,2862775.3864309154,418.51538086
2018-08-02,1821624.5697342707,413.97015381
2018-08-03,1499230.4192312134,403.26046753
2018-08-04,1082610.9908839937,406.00280762
2018-08-05,1023848.8701138374,408.90481567
2018-08-06,1163309.3972734276,408.21939087
2018-08-07,1358570.7171028296,410.38409424
2018-08-08,1906971.6844487446,368.50820923
2018-08-09,2210230.9751703697,361.72634888
2018-08-10,1892061.9618863962,362.50222778
2018-08-11,2098595.7940034983,321.83587646
2018-08-12,1253388.102910223,324.58312988
2018-08-13,1817120.266727936,321.13269043
2018-08-14,4156698.2692131056,268.85174561
2018-08-15,2438973.664116238,286.58566284
2018-08-16,2263171.0717517817,293.16366577
2018-08-17,1785435.1614546601,298.18359375
2018-08-18,1419435.9222985292,312.79956055
2018-08-19,1037602.3941324677,300.91165161
2018-08-20,1359666.74623951,289.58407593
2018-08-21,1787446.4519031001,277.46426392
2018-08-22,1718158.5474847825,292.28509521
2018-08-23,1855792.9050743228,274.01196289
2018-08-24,1558973.8865480064,275.43688965
2018-08-25,1147673.732894534,282.00238037
2018-08-26,1162339.5740797366,275.39273071
2018-08-27,1827054.6457118099,273.97457886
2018-08-28,1532990.227458857,289.15997314
2018-08-29,1744203.409137001,289.28250122
2018-08-30,1534687.4443182799,280.12875366
2018-08-31,1684379.6365553224,278.79541016
2018-09-01,1229252.7224443548,295.68313599
2018-09-02,1158817.5158443106,292.22320557
2018-09-03,1814331.545359121,289.88180542
2018-09-04,4031434.698552794,289.47851563
2018-09-05,2455131.444946533,257.61624146
2018-09-06,3361691.687785458,228.38856506
2018-09-07,2844724.920226829,231.10040283
2018-09-08,1960414.942507191,217.99169922
2018-09-09,3193178.4288892546,190.80628967
2018-09-10,2424508.0061368314,195.61668396
2018-09-11,2670945.3204642194,185.09275818
2018-09-12,4181917.08461302,172.70466614
2018-09-13,2806105.1498568137,202.66493225
2018-09-14,2547165.6158637577,208.40078735
2018-09-15,1788064.079165107,224.01403809
2018-09-16,1382885.35810088,216.15457153
2018-09-17,1769336.1463304623,222.97711182
2018-09-18,2171437.3178122877,196.33753967
2018-09-19,1621608.893324501,210.1486969
2018-09-20,1920439.5589040709,209.52790833
2018-09-21,3066418.0227580266,223.11013794
2018-09-22,2410330.4707505624,241.37475586
2018-09-23,1341149.2929324855,241.40855408
2018-09-24,2094938.9501502,232.47236633
2018-09-25,2017458.1780272343,222.22172546
2018-09-26,1961091.098804043,221.0927124
2018-09-27,1909757.0073128087,217.59713745
2018-09-28,1836748.593276395,226.0748291
2018-09-29,1801185.8742704226,231.66853333
2018-09-30,1383196.6524688897,234.12156677
2018-10-01,1435877.9437943562,233.16940308
2018-10-02,1129151.0610010459,227.55273438
2018-10-03,1677366.4070958684,219.16912842
2018-10-04,1855083.0328188483,224.94371033
2018-10-05,1611168.1547783378,221.67993164
2018-10-06,1260051.3972996883,225.40007019
2018-10-07,1046171.3178933598,226.03083801
2018-10-08,1811235.9270889054,225.35081482
2018-10-09,1568335.2953910255,227.53782654
2018-10-10,1551616.4747040241,226.28916931
2018-10-11,3324670.4380832473,200.70567322
2018-10-12,2233742.433943647,199.06156921
2018-10-13,1504390.5101902906,197.74105835
2018-10-14,1220609.909393516,200.49247742
2018-10-15,3370326.50069765,209.54171753
2018-10-16,2692045.2388910213,208.42079163
2018-10-17,2207970.8273801156,210.58654785
2018-10-18,2377059.010406609,208.0823822
2018-10-19,2237797.2184485644,203.44036865
2018-10-20,1382471.881821144,203.95391846
2018-10-21,2381322.2512619714,207.38040161
2018-10-22,1619566.0629809217,204.68469238
2018-10-23,1790020.339006336,202.32518005
2018-10-24,1862464.697876574,203.35398865
2018-10-25,2437273.5978598483,202.63148499
2018-10-26,1973268.0866821434,202.6627655
2018-10-27,1210563.6360740662,203.7277832
2018-10-28,1102193.0023018394,205.05267334
2018-10-29,2023680.8870007955,205.18717957
2018-10-30,1792581.5814454749,197.40827942
2018-10-31,2115775.385192964,197.16949463
2018-11-01,1775947.4232661545,199.52622986
2018-11-02,2028924.6772390846,199.80334473
2018-11-03,1385137.2879992004,199.97109985
2018-11-04,1279351.4100765516,199.96685791
2018-11-05,2704989.2396128657,208.54122925
2018-11-06,2040199.880550246,208.02682495
2018-11-07,2397119.4991996307,217.27890015
2018-11-08,2033356.161785788,214.61178589
2018-11-09,1805436.24922719,210.01855469
2018-11-10,1386792.0985222273,210.95387268
2018-11-11,1132962.1138207112,211.98426819
2018-11-12,1916623.9777899776,211.47625732
2018-11-13,1861878.680005019,209.03872681
2018-11-14,2077326.662875572,193.8629303
2018-11-15,4522864.489491311,177.40956116
2018-11-16,2680632.274126224,177.45750427
2018-11-17,1830026.9203981361,173.49142456
2018-11-18,1562851.3012207677,175.74108887
2018-11-19,4551665.130970753,155.93885803
2018-11-20,6685403.014086955,149.12464905
2018-11-21,5359025.025372153,133.94046021
2018-11-22,3056974.3565424336,132.03199768
2018-11-23,3526397.090674646,123.4414978
2018-11-24,2293062.293396265,122.13981628
2018-11-25,4719566.108482055,106.08036041
2018-11-26,3731839.6073385547,109.50065613
2018-11-27,3617380.611492473,104.66004181
2018-11-28,3652751.3493221267,112.06407928
2018-11-29,4057144.3968875925,117.27232361
2018-11-30,6431247.993659505,118.7940008
2018-12-01,2.7336320075364966E7,118.70929896
2018-12-02,1589244.7945894578,117.77186347
2018-12-03,2255505.854517653,108.20283119
2018-12-04,2619813.1319011915,112.25761995
2018-12-05,2680178.3322380777,107.93569236
2018-12-06,4232447.579213556,98.43298295
2018-12-07,5741674.900895097,85.67439262
2018-12-08,3862324.186656051,89.83262355
2018-12-09,2795139.8816075777,92.34965863
2018-12-10,2905614.03777022,91.06091623
2018-12-11,2908278.191067915,91.05720962
2018-12-12,2579875.361805487,88.94143673
2018-12-13,2987147.118158469,89.83586696
2018-12-14,3157975.9284011326,86.50444511
2018-12-15,2396845.669436549,82.82989029
2018-12-16,1992283.236017977,87.07905
2018-12-17,2997586.619141645,85.75534949
2018-12-18,3862785.6793953036,95.89627885
2018-12-19,5060556.509229938,103.94602218
2018-12-20,4711074.701406127,102.31148661
2018-12-21,5155634.602842694,115.40394444
2018-12-22,3581128.8350475407,108.73326358
2018-12-23,3955697.6230420456,129.56706478
2018-12-24,4184188.4288250776,151.87638344
2018-12-25,3179893.8382953024,125.1463481
2018-12-26,2445051.7237851033,134.6052846
2018-12-27,2306485.1835363517,124.82665446
2018-12-28,3604835.2823104435,127.55277866
2018-12-29,4330291.0053207,136.78863171
2018-12-30,2221313.4130680272,135.11526172
2018-12-31,2221778.964623787,136.55651101
2019-01-01,1828395.5163455529,133.29395771
2019-01-02,2811838.1440607463,141.31147374
2019-01-03,2941047.5911897616,153.6462316
2019-01-04,3957638.0459347363,149.64903937
2019-01-05,4682318.829196643,159.80673399
2019-01-06,2213248.4388270946,153.45698999
2019-01-07,3429429.257607353,153.01671371
2019-01-08,2459063.8277386287,149.37027626
2019-01-09,2498585.8106005806,151.00054544
2019-01-10,3215842.9331958853,151.14186113
2019-01-11,4575127.915284089,127.75900722
2019-01-12,2020410.2743611624,126.94171779
2019-01-13,2345057.36611144,126.25925105
2019-01-14,3861662.4102379377,118.43255169
2019-01-15,2599070.4958621855,127.27935124
2019-01-16,3366888.8340107403,122.07125492
2019-01-17,2344031.4723521164,122.14025857
2019-01-18,1960889.7985451634,122.55786307
2019-01-19,1868201.4637272735,121.67946858
2019-01-20,1561952.3905805142,119.67858312
2019-01-21,2174581.3786083884,118.80220738
2019-01-22,2023538.8028740997,118.78417225
2019-01-23,2186008.9506291663,118.28204602
2019-01-24,2645955.8872881634,116.25489292
2019-01-25,2150742.033048741,116.68306815
2019-01-26,1521575.8928613665,116.87688759
2019-01-27,1803462.1271987678,114.26995758
2019-01-28,3172949.9815171673,104.57044664
