Time,ETH daily transaction volume on the chain,Price
2015-12-23,201699.59346299706,0.85935557
2015-12-24,156639.41612586804,0.87774491
2015-12-25,91643.8182710954,0.8661043
2015-12-26,83247.9427176154,0.86289287
2015-12-27,142667.1017537265,0.8465516
2015-12-28,141086.22709006988,0.87239414
2015-12-29,425696.8713194811,0.84508348
2015-12-30,376166.48496073217,0.88109893
2015-12-31,337555.08578040963,0.95315617
2016-01-01,357477.2249379413,0.94212908
2016-01-02,324744.9483757764,0.95676959
2016-01-03,327015.8119394116,0.94983006
2016-01-04,210815.91612111364,0.94864452
2016-01-05,303768.90568153636,0.97059739
2016-01-06,1246706.3907410046,0.94355929
2016-01-07,302782.4449550553,0.95830619
2016-01-08,272321.02020543104,0.96605694
2016-01-09,366509.8974982658,0.97822481
2016-01-10,127140.73115449434,0.9913255
2016-01-11,398540.01418341766,1.06275415
2016-01-12,950063.6099987368,1.14950073
2016-01-13,545254.367901273,1.13267255
2016-01-14,287422.9920755138,1.14019752
2016-01-15,684925.079935029,1.29996228
2016-01-16,838127.0743272952,1.25592315
2016-01-17,325748.5869419719,1.23351443
2016-01-18,1702877.7681255883,1.52444291
2016-01-19,2075635.92006018,1.38271248
2016-01-20,625706.5725861134,1.59637213
2016-01-21,719743.7354388357,1.53912294
2016-01-22,325590.45959912165,1.53445899
2016-01-23,1309794.771673319,1.52795529
2016-01-24,2034593.1004474794,2.04427361
2016-01-25,1496901.8376764595,2.53277397
2016-01-26,2414438.224023936,2.6500597
2016-01-27,1318126.2587332663,2.36073828
2016-01-28,929123.5564276081,2.41116261
2016-01-29,1168720.0504166582,2.57491207
2016-01-30,1508609.72904911,2.56336069
2016-01-31,698088.5908508236,2.47952342
2016-02-01,1068474.133151326,2.21671295
2016-02-02,454835.1680152866,2.16603947
2016-02-03,763050.8027505745,2.50334001
2016-02-04,459547.71706367744,2.52249646
2016-02-05,546923.8383875665,2.55200076
2016-02-06,387212.3848621076,2.53738356
2016-02-07,354373.62455992174,2.76247025
2016-02-08,1673054.9692046836,3.02670121
2016-02-09,1491501.753304673,3.6983912
2016-02-10,2143181.723706879,4.14425755
2016-02-11,1553648.432568067,4.64397573
2016-02-12,2838352.607817605,6.36936092
2016-02-13,1288715.9122180333,4.41588974
2016-02-14,1102382.6007212494,4.95998287
2016-02-15,845362.7345872413,5.71886015
2016-02-16,741871.6678933419,5.26333189
2016-02-17,1365868.350413747,3.9274509
2016-02-18,1198178.763365662,3.6640377
2016-02-19,673889.2491158707,4.38084459
2016-02-20,978670.2854549374,4.59809685
2016-02-21,725792.356496565,4.28471136
2016-02-22,696665.7505353764,4.90154696
2016-02-23,697463.2501276629,5.82967377
2016-02-24,2887614.9744960093,6.15653133
2016-02-25,963106.4971036275,6.50093651
2016-02-26,2505716.002886502,5.8241024
2016-02-27,3711176.9627301884,6.3977809
2016-02-28,870217.924734209,6.52915525
2016-02-29,818749.6985165891,6.60254622
2016-03-01,744661.3383506452,6.53641224
2016-03-02,1597731.906916749,8.38777447
2016-03-03,4104134.6331685274,8.52542782
2016-03-04,1821265.5802088138,9.44318676
2016-03-05,1960156.9836105902,11.92475796
2016-03-06,2697374.935163341,11.24402618
2016-03-07,1507686.1214336227,9.89782238
2016-03-08,1198375.9143791164,9.91042233
2016-03-09,2096146.8948898758,10.04279709
2016-03-10,1241592.720349403,11.25952244
2016-03-11,778732.5722517993,11.04093933
2016-03-12,1553535.9720565693,13.33665657
2016-03-13,1545918.3265265555,14.54772949
2016-03-14,1773311.3251868407,12.99977493
2016-03-15,1528615.098305259,12.53937244
2016-03-16,1092004.1716726448,13.24864769
2016-03-17,1944512.2415663018,11.13146973
2016-03-18,2078196.210392257,11.01172447
2016-03-19,1426125.34776782,11.00950146
2016-03-20,553130.7597009039,10.12177372
2016-03-21,883032.5236644796,10.7028656
2016-03-22,809295.3197763526,11.17704868
2016-03-23,607283.3933415903,11.58344746
2016-03-24,1033610.3251477338,11.89057636
2016-03-25,516745.2306493699,10.80713367
2016-03-26,419844.97192865476,10.97277355
2016-03-27,579999.3199583605,10.64578438
2016-03-28,1284712.977543294,11.40559769
2016-03-29,811799.9264795361,11.86002159
2016-03-30,1910589.9901153485,11.83287334
2016-03-31,894063.009579525,11.88503265
2016-04-01,728181.6226847195,11.82422066
2016-04-02,324228.67149806145,11.45416546
2016-04-03,311280.63314808975,11.5846262
2016-04-04,346261.4447957207,11.15642166
2016-04-05,588628.1167051652,10.88610268
2016-04-06,691168.6711172746,10.42926121
2016-04-07,692611.2737498357,10.21233654
2016-04-08,683120.9279567092,10.27226067
2016-04-09,514624.76972705533,9.96868324
2016-04-10,1750124.3366125133,8.50895214
2016-04-11,843291.9964176044,8.8178339
2016-04-12,808448.3048285437,7.67186689
2016-04-13,1162848.29125337,7.12070036
2016-04-14,893261.9863492765,8.27220345
2016-04-15,903393.6792354316,8.30276871
2016-04-16,591838.1034494905,8.35909748
2016-04-17,744228.5870495163,9.57394218
2016-04-18,718478.9510953611,9.06841278
2016-04-19,299451.49937983835,9.13057518
2016-04-20,648293.1428307313,8.53954411
2016-04-21,473132.39890379936,8.49539566
2016-04-22,712600.9706847224,8.16850376
2016-04-23,1112658.464053876,7.85513306
2016-04-24,417088.6086062605,8.24351597
2016-04-25,423477.94621277787,7.78498888
2016-04-26,1476195.917480072,7.45745134
2016-04-27,695564.4661228367,7.85904932
2016-04-28,925843.8322327281,7.28087854
2016-04-29,611524.0554496477,7.45272541
2016-04-30,1158366.7620584304,9.31284428
2016-05-01,3115937.446375219,8.75332546
2016-05-02,1686161.3609848872,9.1801405
2016-05-03,1476381.953125121,9.96475506
2016-05-04,1178751.90953598,9.64718056
2016-05-05,1095098.8610972553,9.60092926
2016-05-06,1703503.9258365326,9.75081062
2016-05-07,1821891.1075144853,9.30714512
2016-05-08,1542768.8939127394,9.26994324
2016-05-09,1447784.5811349156,9.41054821
2016-05-10,2465732.612926002,9.40432358
2016-05-11,2016126.2629271895,9.46284485
2016-05-12,3565463.546122893,10.33878708
2016-05-13,5645022.973720862,10.39747715
2016-05-14,9517465.51700826,10.29762363
2016-05-15,2313242.768308159,10.0948925
2016-05-16,1057082.174375197,10.16970253
2016-05-17,1651365.39611482,11.30505466
2016-05-18,1899835.013846997,13.38962555
2016-05-19,1920033.8413596153,13.85283089
2016-05-20,3450258.849953366,14.72865677
2016-05-21,1309633.0237137584,13.66317368
2016-05-22,604304.7703118098,14.05455685
2016-05-23,1261887.0662069512,13.64112186
2016-05-24,1540887.6810840506,13.50997543
2016-05-25,1876899.936901218,12.23726654
2016-05-26,1482990.060459374,12.3975172
2016-05-27,2436378.3333302275,10.94718933
2016-05-28,2511977.822822401,10.60098743
2016-05-29,1034455.1008711592,12.05819702
2016-05-30,837446.2339192164,12.33735371
2016-05-31,1198794.3916802735,13.99980831
2016-06-01,929782.9874080145,14.06221104
2016-06-02,664082.7881898487,13.71955585
2016-06-03,561029.8588141048,13.43216801
2016-06-04,573433.0797179817,13.61271477
2016-06-05,366697.2311684947,13.64867115
2016-06-06,518365.2680055089,13.85687065
2016-06-07,651266.4688493022,14.37166882
2016-06-08,2611967.723996456,14.66327095
2016-06-09,468587.1632098767,14.4991045
2016-06-10,549606.7108540278,14.21828842
2016-06-11,941076.5801331091,13.91207123
2016-06-12,828558.6631282922,14.43261623
2016-06-13,1384617.4735913633,16.94645119
2016-06-14,1415213.2455599273,18.11354256
2016-06-15,1064523.1565385028,18.37888336
2016-06-16,1016716.9227648325,19.52018738
2016-06-17,7280864.039249038,16.71063805
2016-06-18,4217864.314378687,14.45183182
2016-06-19,4001847.9541197265,12.41148281
2016-06-20,2565301.2857797835,11.93075275
2016-06-21,1667117.4170860068,11.63643742
2016-06-22,1.0430700562306905E7,14.68105698
2016-06-23,1367678.9601053665,12.69409752
2016-06-24,2070795.6954657612,13.91169453
2016-06-25,1410387.8282414088,14.45978928
2016-06-26,720832.6901275457,14.23734951
2016-06-27,502560.8835321035,13.82566166
2016-06-28,1159185.1216662268,12.92706299
2016-06-29,1855908.154101246,12.46104908
2016-06-30,934350.2130853644,12.48039055
2016-07-01,917097.0616931,12.38272381
2016-07-02,459487.0759844348,12.18954659
2016-07-03,500543.874196859,12.11291218
2016-07-04,607997.7252260027,11.78057957
2016-07-05,3572660.156862848,11.4712038
2016-07-06,8725355.19842344,10.69661427
2016-07-07,1208697.9076226836,10.08300591
2016-07-08,987428.1929690501,10.02820587
2016-07-09,782030.4632571243,10.93483829
2016-07-10,395247.38641506864,10.81057549
2016-07-11,1510172.062169569,10.43312836
2016-07-12,593162.1783991115,10.4793787
2016-07-13,1220916.876916197,10.48039627
2016-07-14,833760.4634816946,10.86622524
2016-07-15,2552812.964741818,12.07416058
2016-07-16,2760796.477610399,11.75248337
2016-07-17,638272.8828678766,11.31585407
2016-07-18,2978535.607260606,11.30451298
2016-07-19,945633.5176111631,11.15695477
2016-07-20,3.0831287135792676E7,11.73404217
2016-07-21,1.0077593401939126E7,12.3439846
2016-07-22,3211471.968540937,12.62028027
2016-07-23,2994425.5498340693,14.16064739
2016-07-24,9348963.243441714,14.23389816
2016-07-25,1.8711078443154763E7,13.25709438
2016-07-26,2.0018838742820524E7,13.63521957
2016-07-27,2.0536681906100214E7,12.86848545
2016-07-28,1.6015458631600276E7,12.85945034
2016-07-29,6874313.772755682,12.63159943
2016-07-30,6061844.715796101,12.69895267
2016-07-31,4388280.510532153,11.60665894
2016-08-01,6088304.177537973,11.58598137
2016-08-02,1.3487963398811795E7,10.71458149
2016-08-03,1.6656384709194575E7,9.52481365
2016-08-04,7538752.037460599,10.47972965
2016-08-05,5059197.243611328,11.03745079
2016-08-06,4245808.545674723,10.87705135
2016-08-07,2826696.449004855,10.91378212
2016-08-08,3291643.4909180887,10.94816113
2016-08-09,4357566.6486641085,12.00621319
2016-08-10,4690046.288100149,12.29963112
2016-08-11,8503430.218922088,11.8381052
2016-08-12,3937706.9389089886,11.65481853
2016-08-13,3796723.5940628606,11.64356232
2016-08-14,2573475.515540904,11.57867813
2016-08-15,2317913.71115283,11.00014877
2016-08-16,1394522.8139920628,11.14498329
2016-08-17,2808184.7357735764,10.9684124
2016-08-18,1540209.459507757,10.86975956
2016-08-19,2185746.63759048,10.78667927
2016-08-20,2202660.4912659605,11.01842213
2016-08-21,6235598.928144662,11.16414452
2016-08-22,2789111.020047435,11.19819069
2016-08-23,3290255.875451555,10.97469711
2016-08-24,8157520.346819054,11.04823494
2016-08-25,1257555.3459694167,11.24854374
2016-08-26,2570857.475868744,11.29399109
2016-08-27,2127723.702094609,11.19051075
2016-08-28,708761.2657990775,11.10728836
2016-08-29,1759535.6176918384,10.91968632
2016-08-30,964126.5747820181,11.19962215
2016-08-31,1444499.7653731836,11.20655727
2016-09-01,2274595.5634776102,12.0040493
2016-09-02,1917476.61888468,12.05083942
2016-09-03,2607007.976393533,11.68476868
2016-09-04,1915734.9283789156,11.7645483
2016-09-05,1229371.714552241,11.73810863
2016-09-06,1346532.36409306,11.61868286
2016-09-07,1178261.966063995,11.6288023
2016-09-08,2071225.9477637976,11.56850052
2016-09-09,805979.0095085836,11.45089531
2016-09-10,633580.379225051,11.72736263
2016-09-11,1127752.3986579042,11.85478401
2016-09-12,916282.7492500802,11.65324211
2016-09-13,1731257.5904591416,12.08258915
2016-09-14,919952.7241270932,11.94601536
2016-09-15,863339.5039589407,12.00962353
2016-09-16,4499688.44918734,11.93481731
2016-09-17,1473993.5261503798,12.58448887
2016-09-18,1829650.4248187093,12.67479992
2016-09-19,909053.2555449987,12.73502922
2016-09-20,5150921.958515301,13.38055134
2016-09-21,4006194.8971553496,14.20669651
2016-09-22,5736036.263973131,12.84622383
2016-09-23,3174025.027079643,13.10164452
2016-09-24,1744776.5201200405,12.92832279
2016-09-25,2237475.884820386,12.98826027
2016-09-26,4021749.408251131,12.88971233
2016-09-27,1786776.4454545276,13.16527462
2016-09-28,2185539.094422763,13.44039631
2016-09-29,3545355.1534960847,13.25716496
2016-09-30,3174010.6589210685,13.33109093
2016-10-01,1120544.974404357,13.13239765
2016-10-02,2913790.384526373,13.16473293
2016-10-03,1028998.7104964979,13.20552063
2016-10-04,940132.3946959716,13.39880371
2016-10-05,1109807.8194779754,13.25749874
2016-10-06,1465253.4716548724,12.84533882
2016-10-07,1304624.7046319814,12.92625523
2016-10-08,1454206.8467328597,12.64265347
2016-10-09,1148407.4525585102,12.26047421
2016-10-10,6816190.09364931,11.90778828
2016-10-11,4436642.651409562,12.13507748
2016-10-12,4977720.294761003,11.73500061
2016-10-13,1255077.1175190115,11.99354458
2016-10-14,1663565.9232847523,11.9192934
2016-10-15,4640486.523313334,11.86220741
2016-10-16,1785841.1793532677,11.95855045
2016-10-17,4279673.7671632515,11.92120838
2016-10-18,2704677.008096457,12.19547844
2016-10-19,3204446.6343561755,12.49901009
2016-10-20,943835.1403237634,12.20103645
2016-10-21,1104595.1524787792,12.08692837
2016-10-22,687684.7978740991,12.12838173
2016-10-23,606905.4773469757,11.96116257
2016-10-24,486563.64881607523,11.99033356
2016-10-25,1530841.768110275,11.26816273
2016-10-26,1339285.7925814288,11.58884907
2016-10-27,1278211.8521072648,11.43562508
2016-10-28,1635406.3134669845,11.53957653
2016-10-29,2464742.1606367673,11.10292244
2016-10-30,1637640.2781025504,10.48897076
2016-10-31,3498100.046597783,11.17594051
2016-11-01,1922155.860268425,10.73330975
2016-11-02,9275390.831009166,10.9131155
2016-11-03,1.2069102643902183E7,10.79964828
2016-11-04,1.0271909594460646E7,10.93370247
2016-11-05,1827763.9213011921,11.05909157
2016-11-06,652868.3267956277,10.87234211
2016-11-07,788852.9289900261,10.89083767
2016-11-08,837759.0244985414,10.89247608
2016-11-09,1828679.553890253,10.42971802
2016-11-10,3200817.914882456,10.55637455
2016-11-11,5675306.867532078,10.51397896
2016-11-12,1771036.3537274734,10.181036
2016-11-13,2230407.2783208936,10.19999409
2016-11-14,845637.5891342775,9.98183823
2016-11-15,1213577.2691000502,10.24454117
2016-11-16,1293168.598378323,10.28198242
2016-11-17,4351548.861704694,10.10865688
2016-11-18,1516543.0992557516,9.97877407
2016-11-19,1256913.2605954225,9.57619572
2016-11-20,907741.927256327,9.61849403
2016-11-21,857978.4768665151,9.57175732
2016-11-22,1945690.6540288716,9.94512939
2016-11-23,5154212.093229087,9.87179089
2016-11-24,820039.3710495679,9.78180313
2016-11-25,724039.9705649049,9.27416229
2016-11-26,1834229.3625292957,9.37100124
2016-11-27,913359.0395012094,9.12840176
2016-11-28,910755.7372084394,8.95883465
2016-11-29,1644364.7766339418,8.48675156
2016-11-30,1717737.2327413252,8.27385712
2016-12-01,821002.4964092104,8.39436626
2016-12-02,2413460.3991740053,7.63683796
2016-12-03,6601987.881439427,7.90301895
2016-12-04,2489975.4898033277,7.90249872
2016-12-05,2724766.110339364,7.46398783
2016-12-06,7307172.470383219,6.9359355
2016-12-07,3455306.059067242,7.57976294
2016-12-08,3846114.6942317793,8.57879162
2016-12-09,3241593.358271546,8.57343674
2016-12-10,1965875.50752185,8.30651474
2016-12-11,2126937.0445716875,8.21545887
2016-12-12,1022390.2194577238,8.41560459
2016-12-13,1518477.6524595066,8.44915771
2016-12-14,1219152.134403816,8.3716526
2016-12-15,1651863.3880330916,7.98988962
2016-12-16,2237197.17048168,7.83320808
2016-12-17,3040687.5844323686,7.78552341
2016-12-18,2448302.001706127,7.89772511
2016-12-19,1636576.1871741214,7.74505043
2016-12-20,1817940.9820998479,7.63710451
2016-12-21,2374060.6652245466,7.67782974
2016-12-22,3446521.8000870724,7.61255884
2016-12-23,4709201.384506661,7.40170383
2016-12-24,6827390.747570137,7.33150196
2016-12-25,1221206.0602523172,7.31269884
2016-12-26,946355.3070762503,7.28469181
2016-12-27,1006040.6782837493,7.21640587
2016-12-28,2644523.3353528203,7.3052659
2016-12-29,5182287.15340875,8.08511066
2016-12-30,3697775.7517495137,8.1172781
2016-12-31,7178792.911281936,7.97572088
2017-01-01,3161014.095387838,8.44290161
2017-01-02,1954380.0096280791,8.29045868
2017-01-03,4159567.400324015,8.42391968
2017-01-04,8863763.668562967,10.40668869
2017-01-05,9586477.221493414,10.17251587
2017-01-06,7269574.003500464,10.12520123
2017-01-07,6523474.238944132,10.04981232
2017-01-08,3360347.499051733,10.08623219
2017-01-09,4115698.255932167,10.32278633
2017-01-10,3691972.069456842,10.40650654
2017-01-11,5977847.803456504,9.87361526
2017-01-12,5037627.277583794,9.5852623
2017-01-13,3572975.8737466093,9.74505711
2017-01-14,2118671.1405957476,9.6504097
2017-01-15,752892.1566757602,9.8756094
2017-01-16,810158.284847421,9.84827423
2017-01-17,1411832.729584184,10.10851097
2017-01-18,1780831.6328420164,10.13010597
2017-01-19,1090706.0020786922,10.26816368
2017-01-20,2555527.8027478335,10.58528042
2017-01-21,1760313.055770336,10.85219193
2017-01-22,1154222.5484812849,10.72018909
2017-01-23,1317126.8797566763,10.72600555
2017-01-24,960190.1988153481,10.71712017
2017-01-25,1249465.1976513595,10.5147543
2017-01-26,1037378.799327308,10.57678699
2017-01-27,1316536.6579711232,10.48508549
2017-01-28,956542.8405337351,10.51917839
2017-01-29,1145968.655823917,10.49586296
2017-01-30,745092.6386497808,10.50073338
2017-01-31,1532934.7342303907,10.56471634
2017-02-01,1485879.4808796302,10.62877083
2017-02-02,1411355.3744076027,10.67805576
2017-02-03,2781394.692592985,10.87989998
2017-02-04,2262708.9614417106,11.3878479
2017-02-05,1092172.437188464,11.3610239
2017-02-06,1355865.7977015453,11.39671993
2017-02-07,1623708.2546460289,11.46568871
2017-02-08,1543883.6449453933,11.34819221
2017-02-09,1640921.629524773,11.54552555
2017-02-10,2230128.4916145625,11.06329632
2017-02-11,1388664.3370695321,11.27564049
2017-02-12,761158.5810126007,11.31136131
2017-02-13,1961202.2033046272,11.20249748
2017-02-14,2691397.4757321966,12.58078289
2017-02-15,5920883.058787539,12.81957531
2017-02-16,2957179.0288835154,12.60032368
2017-02-17,2752035.5769571224,12.78670406
2017-02-18,2670700.9024732485,12.7598362
2017-02-19,2553652.9352677865,12.80346584
2017-02-20,2906867.3799855784,12.86492729
2017-02-21,3663210.779592048,12.48175907
2017-02-22,3108335.8142087115,12.70765495
2017-02-23,2944525.958546553,12.77905083
2017-02-24,5151412.24639757,13.0295639
2017-02-25,4197290.3399272915,13.61951256
2017-02-26,2538488.6293533086,13.46938324
2017-02-27,9760973.406967353,14.63193226
2017-02-28,1.2381536860700257E7,15.80909538
2017-03-01,9842610.85629879,15.73847675
2017-03-02,1.812935795180968E7,18.7517395
2017-03-03,1.897735168545992E7,18.50421143
2017-03-04,1.2604548451316444E7,19.98473167
2017-03-05,9172408.504254501,18.85466194
2017-03-06,1.5310851839592518E7,19.22690392
2017-03-07,1.2265588215492684E7,19.42888832
2017-03-08,1.1776153678853296E7,18.37753296
2017-03-09,1.6170238893445585E7,17.54300308
2017-03-10,1.2247093157473931E7,18.28123283
2017-03-11,1.66082985199025E7,19.06263924
2017-03-12,2.2349670151849706E7,21.85354805
2017-03-13,2.2200268552880824E7,25.04587555
2017-03-14,1.264744003770724E7,28.24926949
2017-03-15,6729277.620143057,30.52957153
2017-03-16,3.268633083338887E7,40.88731766
2017-03-17,1.5855270579126233E7,46.54584885
2017-03-18,2.51599992418864E7,36.93608093
2017-03-19,1.1270395632307092E7,39.4142952
2017-03-20,6502656.882872784,44.19563293
2017-03-21,1.1477419920752509E7,44.21334076
2017-03-22,1.2787174459864225E7,39.89975739
2017-03-23,1.196995997431466E7,42.05825806
2017-03-24,1.4771388059253274E7,47.57904434
2017-03-25,1.5414216514881575E7,49.47833252
2017-03-26,1.0697380955510195E7,49.62591171
2017-03-27,1.0331407090794452E7,50.76028824
2017-03-28,1.2573373682404011E7,49.85445023
2017-03-29,1.3206605694675958E7,52.64440155
2017-03-30,1.3651599200154604E7,53.08503342
2017-03-31,2.002324142519512E7,50.63747025
2017-04-01,1.166576761288861E7,50.14421844
2017-04-02,1.1293976098144466E7,49.48337173
2017-04-03,1.9730827334537808E7,44.73745728
2017-04-04,1.2919666342180649E7,45.10642242
2017-04-05,1.094949172969147E7,45.77088165
2017-04-06,1.5873060684008544E7,44.74009705
2017-04-07,1.1907395995572787E7,42.53973389
2017-04-08,6495700.886868445,45.16585922
2017-04-09,7138619.439561396,43.21027756
2017-04-10,8393211.909650205,43.20684814
2017-04-11,9099861.312405417,44.11178589
2017-04-12,8896409.036613457,43.5552063
2017-04-13,7314387.620514015,48.4173317
2017-04-14,6923935.3844265845,48.83977509
2017-04-15,5529379.716946086,47.44621277
2017-04-16,2338682.0629641865,48.78649902
2017-04-17,2097316.271192614,48.3175087
2017-04-18,6760563.6503781285,50.59074783
2017-04-19,1.0196339911323223E7,50.81941223
2017-04-20,1.1918678181921087E7,48.48793793
2017-04-21,8678645.628407123,49.44398117
2017-04-22,7320568.288296349,48.68815231
2017-04-23,7502374.139841869,48.38895798
2017-04-24,7737931.182487647,50.10398102
2017-04-25,9272573.391569017,49.86474609
2017-04-26,1.0126204967134243E7,52.44770432
2017-04-27,1.5493488334199078E7,58.58997726
2017-04-28,1.5386138543582108E7,64.29021454
2017-04-29,1.4252765460892204E7,69.83218384
2017-04-30,1.2714654992161142E7,71.76806641
2017-05-01,2.7575973169355903E7,81.4564209
2017-05-02,1.9639665582980562E7,79.35325623
2017-05-03,2.5602421004716955E7,80.05103302
2017-05-04,2.1741813293388814E7,89.99662781
2017-05-05,2.5604794530878708E7,102.02135468
2017-05-06,1.9514335322618913E7,95.64967346
2017-05-07,1.6889205763634965E7,96.7640152
2017-05-08,2.4060357753665715E7,92.77739716
2017-05-09,1.800483196751954E7,89.14603424
2017-05-10,1.9840355493055087E7,92.84693909
