Time,ETH market cap,Price
2016-01-01,7.17502652154866E7,0.94212908
2016-01-02,7.289089834539622E7,0.95676959
2016-01-03,7.238833725369813E7,0.94983006
2016-01-04,7.232426632518451E7,0.94864452
2016-01-05,7.402475863814856E7,0.97059739
2016-01-06,7.198885060459343E7,0.94355929
2016-01-07,7.313961057708287E7,0.95830619
2016-01-08,7.375844120988464E7,0.96605694
2016-01-09,7.471432311704329E7,0.97822481
2016-01-10,7.57420526151578E7,0.9913255
2016-01-11,8.122870918008287E7,1.06275415
2016-01-12,8.78888510447919E7,1.14950073
2016-01-13,8.663179280663303E7,1.13267255
2016-01-14,8.723811836533871E7,1.14019752
2016-01-15,9.94971329461001E7,1.29996228
2016-01-16,9.615980115308273E7,1.25592315
2016-01-17,9.447666287499861E7,1.23351443
2016-01-18,1.1680027689901836E8,1.52444291
2016-01-19,1.0597689946381561E8,1.38271248
2016-01-20,1.2239472402273196E8,1.59637213
2016-01-21,1.1804604027057739E8,1.53912294
2016-01-22,1.1772859971305601E8,1.53445899
2016-01-23,1.1726923565220654E8,1.52795529
2016-01-24,1.5695050296498033E8,2.04427361
2016-01-25,1.9452076890051922E8,2.53277397
2016-01-26,2.036012951601711E8,2.6500597
2016-01-27,1.814340691720202E8,2.36073828
2016-01-28,1.853729302562704E8,2.41116261
2016-01-29,1.980308877537348E8,2.57491207
2016-01-30,1.9720923253273547E8,2.56336069
2016-01-31,1.9082254333291763E8,2.47952342
2016-02-01,1.7065579708179244E8,2.21671295
2016-02-02,1.66811024961329E8,2.16603947
2016-02-03,1.9285466520953268E8,2.50334001
2016-02-04,1.9439657050672576E8,2.52249646
2016-02-05,1.9673858986076766E8,2.55200076
2016-02-06,1.9567794307925668E8,2.53738356
2016-02-07,2.131103656680465E8,2.76247025
2016-02-08,2.3357627752594474E8,3.02670121
2016-02-09,2.855083144008397E8,3.6983912
2016-02-10,3.20037514068625E8,4.14425755
2016-02-11,3.587520645887709E8,4.64397573
2016-02-12,4.9220548418180037E8,6.36936092
2016-02-13,3.413660454740416E8,4.41588974
2016-02-14,3.8355745793267363E8,4.95998287
2016-02-15,4.423950192941833E8,5.71886015
2016-02-16,4.072936166151776E8,5.26333189
2016-02-17,3.040216092278517E8,3.9274509
2016-02-18,2.8372412393055725E8,3.6640377
2016-02-19,3.3934838619062096E8,4.38084459
2016-02-20,3.562995122316506E8,4.59809685
2016-02-21,3.321299327740723E8,4.28471136
2016-02-22,3.800726160011567E8,4.90154696
2016-02-23,4.5219715080898297E8,5.82967377
2016-02-24,4.777104568785681E8,6.15653133
2016-02-25,5.0460656727359647E8,6.50093651
2016-02-26,4.5222993336470264E8,5.8241024
2016-02-27,4.9694083796051055E8,6.3977809
2016-02-28,5.073188521429776E8,6.52915525
2016-02-29,5.131907745621722E8,6.60254622
2016-03-01,5.0821975483633643E8,6.53641224
2016-03-02,6.52389982112004E8,8.38777447
2016-03-03,6.633207332959415E8,8.52542782
2016-03-04,7.349721983239089E8,9.44318676
2016-03-05,9.284289812952374E8,11.92475796
2016-03-06,8.757188760789897E8,11.24402618
2016-03-07,7.711310293056955E8,9.89782238
2016-03-08,7.723676512190886E8,9.91042233
2016-03-09,7.829430284927998E8,10.04279709
2016-03-10,8.780936992191048E8,11.25952244
2016-03-11,8.613357514013417E8,11.04093933
2016-03-12,1.0407892845367678E9,13.33665657
2016-03-13,1.135691681708528E9,14.54772949
2016-03-14,1.0151917774393538E9,12.99977493
2016-03-15,9.79609484757952E8,12.53937244
2016-03-16,1.0354371118538258E9,13.24864769
2016-03-17,8.703247360969602E8,11.13146973
2016-03-18,8.613117528125995E8,11.01172447
2016-03-19,8.614880020349379E8,11.00950146
2016-03-20,7.923451309603349E8,10.12177372
2016-03-21,8.381706075647596E8,10.7028656
2016-03-22,8.756588760585071E8,11.17704868
2016-03-23,9.078569012728182E8,11.58344746
2016-03-24,9.323126125162879E8,11.89057636
2016-03-25,8.477065417783613E8,10.80713367
2016-03-26,8.610479271405149E8,10.97277355
2016-03-27,8.357239755040222E8,10.64578438
2016-03-28,8.957288292882509E8,11.40559769
2016-03-29,9.317951997088761E8,11.86002159
2016-03-30,9.300344642328982E8,11.83287334
2016-03-31,9.345129049055375E8,11.88503265
2016-04-01,9.30099800567183E8,11.82422066
2016-04-02,9.013519475687681E8,11.45416546
2016-04-03,9.119843899535309E8,11.5846262
2016-04-04,8.786316686751733E8,11.15642166
2016-04-05,8.576841103975279E8,10.88610268
2016-04-06,8.220186875207187E8,10.42926121
2016-04-07,8.052366410044528E8,10.21233654
2016-04-08,8.102905230207845E8,10.27226067
2016-04-09,7.866558270399923E8,9.96868324
2016-04-10,6.717329316587203E8,8.50895214
2016-04-11,6.963920740133154E8,8.8178339
2016-04-12,6.06129287628202E8,7.67186689
2016-04-13,5.628095334783695E8,7.12070036
2016-04-14,6.54080036602197E8,8.27220345
2016-04-15,6.567581278832642E8,8.30276871
2016-04-16,6.614812408887769E8,8.35909748
2016-04-17,7.579114707719476E8,9.57394218
2016-04-18,7.181818785265421E8,9.06841278
2016-04-19,7.233920461600363E8,9.13057518
2016-04-20,6.768380512340726E8,8.53954411
2016-04-21,6.73607228182731E8,8.49539566
2016-04-22,6.479441563387989E8,8.16850376
2016-04-23,6.233354607544258E8,7.85513306
2016-04-24,6.544147382312977E8,8.24351597
2016-04-25,6.182652000177689E8,7.78498888
2016-04-26,5.924870435842401E8,7.45745134
2016-04-27,6.246435041030118E8,7.85904932
2016-04-28,5.789183216172869E8,7.28087854
2016-04-29,5.928191838356297E8,7.45272541
2016-04-30,7.410779450551888E8,9.31284428
2016-05-01,6.968303978571527E8,8.75332546
2016-05-02,7.310919940942842E8,9.1801405
2016-05-03,7.938964095296924E8,9.96475506
2016-05-04,7.688992928594171E8,9.64718056
2016-05-05,7.655191182787309E8,9.60092926
2016-05-06,7.777808702976308E8,9.75081062
2016-05-07,7.426867646665832E8,9.30714512
2016-05-08,7.400125775690622E8,9.26994324
2016-05-09,7.515341513940501E8,9.41054821
2016-05-10,7.513341651499817E8,9.40432358
2016-05-11,7.563074776262642E8,9.46284485
2016-05-12,8.266479534674491E8,10.33878708
2016-05-13,8.316757826412183E8,10.39747715
2016-05-14,8.240129292833594E8,10.29762363
2016-05-15,8.081137652546093E8,10.0948925
2016-05-16,8.144255651447084E8,10.16970253
2016-05-17,9.05705932922484E8,11.30505466
2016-05-18,1.0731449953509272E9,13.38962555
2016-05-19,1.1107192084576743E9,13.85283089
2016-05-20,1.1814093674671688E9,14.72865677
2016-05-21,1.096388020888939E9,13.66317368
2016-05-22,1.1282399189973478E9,14.05455685
2016-05-23,1.0954915152830377E9,13.64112186
2016-05-24,1.0853897440472338E9,13.50997543
2016-05-25,9.835349519489795E8,12.23726654
2016-05-26,9.968146146502774E8,12.3975172
2016-05-27,8.805534033031389E8,10.94718933
2016-05-28,8.530472269922435E8,10.60098743
2016-05-29,9.706947387816383E8,12.05819702
2016-05-30,9.935636594774848E8,12.33735371
2016-05-31,1.1278960619047575E9,13.99980831
2016-06-01,1.1333671787518642E9,14.06221104
2016-06-02,1.1061891921778834E9,13.71955585
2016-06-03,1.083450616235018E9,13.43216801
2016-06-04,1.0984530798646126E9,13.61271477
2016-06-05,1.1017890792356024E9,13.64867115
2016-06-06,1.1190418995059824E9,13.85687065
2016-06-07,1.161075234099066E9,14.37166882
2016-06-08,1.1851009619375079E9,14.66327095
2016-06-09,1.1723066854613125E9,14.4991045
2016-06-10,1.1500489163312764E9,14.21828842
2016-06-11,1.1257270330857284E9,13.91207123
2016-06-12,1.1683099852372763E9,14.43261623
2016-06-13,1.3723493526618264E9,16.94645119
2016-06-14,1.4674411156400967E9,18.11354256
2016-06-15,1.4895282472216117E9,18.37888336
2016-06-16,1.582647727549258E9,19.52018738
2016-06-17,1.3553969362204707E9,16.71063805
2016-06-18,1.1726863694930634E9,14.45183182
2016-06-19,1.0075417295062606E9,12.41148281
2016-06-20,9.68903779792154E8,11.93075275
2016-06-21,9.453715365318714E8,11.63643742
2016-06-22,1.193198116805809E9,14.68105698
2016-06-23,1.0321165716032952E9,12.69409752
2016-06-24,1.1315622153887208E9,13.91169453
2016-06-25,1.1766056386933072E9,14.45978928
2016-06-26,1.1589627245693564E9,14.23734951
2016-06-27,1.1258952765696962E9,13.82566166
2016-06-28,1.0531308831100546E9,12.92706299
2016-06-29,1.0155614388878568E9,12.46104908
2016-06-30,1.0175415226032019E9,12.48039055
2016-07-01,1.009979369606587E9,12.38272381
2016-07-02,9.946126729285098E8,12.18954659
2016-07-03,9.887516886053908E8,12.11291218
2016-07-04,9.619968359909885E8,11.78057957
2016-07-05,9.371050165837979E8,11.4712038
2016-07-06,8.74163680276241E8,10.69661427
2016-07-07,8.243423117192633E8,10.08300591
2016-07-08,8.2018434481123E8,10.02820587
2016-07-09,8.946838150832803E8,10.93483829
2016-07-10,8.848705124302988E8,10.81057549
2016-07-11,8.543101595101062E8,10.43312836
2016-07-12,8.584310668135014E8,10.4793787
2016-07-13,8.588499308974123E8,10.48039627
2016-07-14,8.908126514354402E8,10.86622524
2016-07-15,9.902247542259737E8,12.07416058
2016-07-16,9.642196037749562E8,11.75248337
2016-07-17,9.287596252611418E8,11.31585407
2016-07-18,9.281902031852427E8,11.30451298
2016-07-19,9.164309298026291E8,11.15695477
2016-07-20,9.642085658178273E8,11.73404217
2016-07-21,1.0147309744201654E9,12.3439846
2016-07-22,1.0378481954543997E9,12.62028027
2016-07-23,1.1649799242294264E9,14.16064739
2016-07-24,1.1714586573665464E9,14.23389816
2016-07-25,1.0914864982462482E9,13.25709438
2016-07-26,1.1230517790132852E9,13.63521957
2016-07-27,1.0603080419189875E9,12.86848545
2016-07-28,1.0599814915888643E9,12.85945034
2016-07-29,1.0416013459643594E9,12.63159943
2016-07-30,1.0475636469708805E9,12.69895267
2016-07-31,9.578294823660277E8,11.60665894
2016-08-01,9.564941972659216E8,11.58598137
2016-08-02,8.848885889256529E8,10.71458149
2016-08-03,7.869307786678333E8,9.52481365
2016-08-04,8.661658454393935E8,10.47972965
2016-08-05,9.126194552946398E8,11.03745079
2016-08-06,8.997006511995952E8,10.87705135
2016-08-07,9.030943423653076E8,10.91378212
2016-08-08,9.062883783856957E8,10.94816113
2016-08-09,9.94263357684069E8,12.00621319
2016-08-10,1.018961489542259E9,12.29963112
2016-08-11,9.811068595898416E8,11.8381052
2016-08-12,9.662912037064949E8,11.65481853
2016-08-13,9.657295851046336E8,11.64356232
2016-08-14,9.607196093107318E8,11.57867813
2016-08-15,9.130679574376132E8,11.00014877
2016-08-16,9.254493038751659E8,11.14498329
2016-08-17,9.11137826372048E8,10.9684124
2016-08-18,9.032976604243921E8,10.86975956
2016-08-19,8.967413048987525E8,10.78667927
2016-08-20,9.163649610564657E8,11.01842213
2016-08-21,9.28843865277443E8,11.16414452
2016-08-22,9.320393147264489E8,11.19819069
2016-08-23,9.137939909829447E8,10.97469711
2016-08-24,9.202701492470891E8,11.04823494
2016-08-25,9.373164824949629E8,11.24854374
2016-08-26,9.41465767036139E8,11.29399109
2016-08-27,9.331985569952794E8,11.19051075
2016-08-28,9.266142648186967E8,11.10728836
2016-08-29,9.113144611253297E8,10.91968632
2016-08-30,9.350342521466929E8,11.19962215
2016-08-31,9.359693626884879E8,11.20655727
2016-09-01,1.0029621755562354E9,12.0040493
2016-09-02,1.0072582662645588E9,12.05083942
2016-09-03,9.77031232057099E8,11.68476868
2016-09-04,9.840736664367172E8,11.7645483
2016-09-05,9.822416676917287E8,11.73810863
2016-09-06,9.726172144658811E8,11.61868286
2016-09-07,9.73840068970088E8,11.6288023
2016-09-08,9.691566192259341E8,11.56850052
2016-09-09,9.59672277784541E8,11.45089531
2016-09-10,9.832196699882406E8,11.72736263
2016-09-11,9.942845522849975E8,11.85478401
2016-09-12,9.777538484954718E8,11.65324211
2016-09-13,1.0141688380713797E9,12.08258915
2016-09-14,1.0030898404102905E9,11.94601536
2016-09-15,1.0088174235132804E9,12.00962353
2016-09-16,1.0029173154907014E9,11.93481731
2016-09-17,1.0579184137624121E9,12.58448887
2016-09-18,1.0659168339261476E9,12.67479992
2016-09-19,1.0713758099221382E9,12.73502922
2016-09-20,1.1261270315808125E9,13.38055134
2016-09-21,1.1961100402054756E9,14.20669651
2016-09-22,1.0819544610402799E9,12.84622383
2016-09-23,1.1039326656326199E9,13.10164452
2016-09-24,1.0897577019197762E9,12.92832279
2016-09-25,1.0952575173571463E9,12.98826027
2016-09-26,1.0873592550878186E9,12.88971233
2016-09-27,1.1110651221682684E9,13.16527462
2016-09-28,1.134732791190707E9,13.44039631
2016-09-29,1.1196944751338122E9,13.25716496
2016-09-30,1.1263611930886586E9,13.33109093
2016-10-01,1.110009105494339E9,13.13239765
2016-10-02,1.1132149553251739E9,13.16473293
2016-10-03,1.117113426989656E9,13.20552063
2016-10-04,1.1338939023537586E9,13.39880371
2016-10-05,1.122362772634691E9,13.25749874
2016-10-06,1.0879007695050178E9,12.84533882
2016-10-07,1.09521338236472E9,12.92625523
2016-10-08,1.0716447454461801E9,12.64265347
2016-10-09,1.0396658380193311E9,12.26047421
2016-10-10,1.0101567940191076E9,11.90778828
2016-10-11,1.0298329847023947E9,12.13507748
2016-10-12,9.962613579389334E8,11.73500061
2016-10-13,1.0186268328002276E9,11.99354458
2016-10-14,1.0127170093134352E9,11.9192934
2016-10-15,1.0082544753448147E9,11.86220741
2016-10-16,1.0168330487835798E9,11.95855045
2016-10-17,1.014047687604893E9,11.92120838
2016-10-18,1.0377811724993863E9,12.19547844
2016-10-19,1.0640128897537894E9,12.49901009
2016-10-20,1.0390807909620713E9,12.20103645
2016-10-21,1.0297521065075175E9,12.08692837
2016-10-22,1.0336696758240104E9,12.12838173
2016-10-23,1.0197968085154195E9,11.96116257
2016-10-24,1.022664591161763E9,11.99033356
2016-10-25,9.614291740988249E8,11.26816273
2016-10-26,9.891590421256132E8,11.58884907
2016-10-27,9.764422137464563E8,11.43562508
2016-10-28,9.856830155042454E8,11.53957653
2016-10-29,9.487137647687331E8,11.10292244
2016-10-30,8.965797108615636E8,10.48897076
2016-10-31,9.556621594874376E8,11.17594051
2016-11-01,9.181425895091928E8,10.73330975
2016-11-02,9.338605745844854E8,10.9131155
2016-11-03,9.244889270786251E8,10.79964828
2016-11-04,9.363047754253645E8,10.93370247
2016-11-05,9.47387250592174E8,11.05909157
2016-11-06,9.317303961146756E8,10.87234211
2016-11-07,9.336745291844553E8,10.89083767
2016-11-08,9.341747724162616E8,10.89247608
2016-11-09,8.948145273013557E8,10.42971802
2016-11-10,9.0600821574713E8,10.55637455
2016-11-11,9.02699763003421E8,10.51397896
2016-11-12,8.744332935735557E8,10.181036
2016-11-13,8.7639232189613E8,10.19999409
2016-11-14,8.579664150371298E8,9.98183823
2016-11-15,8.808733816697191E8,10.24454117
2016-11-16,8.844149583841317E8,10.28198242
2016-11-17,8.698205765606565E8,10.10865688
2016-11-18,8.589704804648378E8,9.97877407
2016-11-19,8.24626067890509E8,9.57619572
2016-11-20,8.285779576451832E8,9.61849403
2016-11-21,8.248604552458951E8,9.57175732
2016-11-22,8.573504000403059E8,9.94512939
2016-11-23,8.513422918696849E8,9.87179089
2016-11-24,8.439056194224037E8,9.78180313
2016-11-25,8.004114079823629E8,9.27416229
2016-11-26,8.090770897550651E8,9.37100124
2016-11-27,7.884352776227121E8,9.12840176
2016-11-28,7.740943583955412E8,8.95883465
2016-11-29,7.335884546301321E8,8.48675156
2016-11-30,7.154497283387549E8,8.27385712
2016-12-01,7.26137699582653E8,8.39436626
2016-12-02,6.608513627262989E8,7.63683796
2016-12-03,6.841393772044777E8,7.90301895
2016-12-04,6.84342061176852E8,7.90249872
2016-12-05,6.465997600849955E8,7.46398783
2016-12-06,6.01075166184337E8,6.9359355
2016-12-07,6.571123129927167E8,7.57976294
2016-12-08,7.439942209856994E8,8.57879162
2016-12-09,7.438019823526368E8,8.57343674
2016-12-10,7.209084712761323E8,8.30651474
2016-12-11,7.132682253022147E8,8.21545887
2016-12-12,7.30907365536277E8,8.41560459
2016-12-13,7.340903241127886E8,8.44915771
2016-12-14,7.276212572560506E8,8.3716526
2016-12-15,6.946950242011021E8,7.98988962
2016-12-16,6.813196317439036E8,7.83320808
2016-12-17,6.774194358900812E8,7.78552341
2016-12-18,6.874324577602242E8,7.89772511
2016-12-19,6.743888993585852E8,7.74505043
2016-12-20,6.652339741921544E8,7.63710451
2016-12-21,6.690227431771301E8,7.67782974
2016-12-22,6.635739188288523E8,7.61255884
2016-12-23,6.454226620925201E8,7.40170383
2016-12-24,6.395293974512916E8,7.33150196
2016-12-25,6.38122913354796E8,7.31269884
2016-12-26,6.359119643613975E8,7.28469181
2016-12-27,6.301767144510096E8,7.21640587
2016-12-28,6.381656249111338E8,7.3052659
2016-12-29,7.06547017096736E8,8.08511066
2016-12-30,7.096158369100765E8,8.1172781
2016-12-31,6.974922591147755E8,7.97572088
2017-01-01,7.386123287393148E8,8.44290161
2017-01-02,7.255366391990262E8,8.29045868
2017-01-03,7.374818269724829E8,8.42391968
2017-01-04,9.114037971676643E8,10.40668869
2017-01-05,8.912181560794485E8,10.17251587
2017-01-06,8.873904627907629E8,10.12520123
2017-01-07,8.811028739841514E8,10.04981232
2017-01-08,8.846151693777158E8,10.08623219
2017-01-09,9.056885061294982E8,10.32278633
2017-01-10,9.133625947788259E8,10.40650654
2017-01-11,8.669022291265754E8,9.87361526
2017-01-12,8.418897557452002E8,9.5852623
2017-01-13,8.562325051422262E8,9.74505711
2017-01-14,8.482205593783443E8,9.6504097
2017-01-15,8.683253321715068E8,9.8756094
2017-01-16,8.662339879905803E8,9.84827423
2017-01-17,8.894419244367363E8,10.10851097
2017-01-18,8.916596424995259E8,10.13010597
2017-01-19,9.041418098170915E8,10.26816368
2017-01-20,9.323947438973014E8,10.58528042
2017-01-21,9.562486719105276E8,10.85219193
2017-01-22,9.449541747000589E8,10.72018909
2017-01-23,9.458059180839407E8,10.72600555
2017-01-24,9.453574200329909E8,10.71712017
2017-01-25,9.278378972528633E8,10.5147543
2017-01-26,9.336460833598655E8,10.57678699
2017-01-27,9.258801516974758E8,10.48508549
2017-01-28,9.292210972389418E8,10.51917839
2017-01-29,9.274883866227981E8,10.49586296
2017-01-30,9.282515033869928E8,10.50073338
2017-01-31,9.342457435874747E8,10.56471634
2017-02-01,9.402393477735043E8,10.62877083
2017-02-02,9.449331236284143E8,10.67805576
2017-02-03,9.631364073257891E8,10.87989998
2017-02-04,1.0084623888749887E9,11.3878479
2017-02-05,1.0064498193262892E9,11.3610239
2017-02-06,1.0099685628798499E9,11.39671993
2017-02-07,1.0164445695329981E9,11.46568871
2017-02-08,1.00638605778521E9,11.34819221
2017-02-09,1.0242489115349265E9,11.54552555
2017-02-10,9.818174285503652E8,11.06329632
2017-02-11,1.0010200167681382E9,11.27564049
2017-02-12,1.0045459697362418E9,11.31136131
2017-02-13,9.95232642084018E8,11.20249748
2017-02-14,1.118078366307508E9,12.58078289
2017-02-15,1.1397048095016167E9,12.81957531
2017-02-16,1.1206069852647898E9,12.60032368
2017-02-17,1.1375903989717927E9,12.78670406
2017-02-18,1.1355927231181228E9,12.7598362
2017-02-19,1.1398792965371737E9,12.80346584
2017-02-20,1.1457547888672934E9,12.86492729
2017-02-21,1.1120216127376227E9,12.48175907
2017-02-22,1.1325435144440687E9,12.70765495
2017-02-23,1.1393033982541854E9,12.77905083
2017-02-24,1.1620493035472121E9,13.0295639
2017-02-25,1.2150915694169614E9,13.61951256
2017-02-26,1.20212112665739E9,13.46938324
2017-02-27,1.306336557795841E9,14.63193226
2017-02-28,1.41193401510617E9,15.80909538
2017-03-01,1.406120036003887E9,15.73847675
2017-03-02,1.6759229270703304E9,18.7517395
2017-03-03,1.6543844050935357E9,18.50421143
2017-03-04,1.7873765485033603E9,19.98473167
2017-03-05,1.6869020844525588E9,18.85466194
2017-03-06,1.7208075829852467E9,19.22690392
2017-03-07,1.7394812890616186E9,19.42888832
2017-03-08,1.6459328200033946E9,18.37753296
2017-03-09,1.5717272191654685E9,17.54300308
2017-03-10,1.638438254319262E9,18.28123283
2017-03-11,1.7090626075001526E9,19.06263924
2017-03-12,1.9599635427596705E9,21.85354805
2017-03-13,2.247057277325348E9,25.04587555
2017-03-14,2.535338908020038E9,28.24926949
2017-03-15,2.7409529755355735E9,30.52957153
2017-03-16,3.6721541997784367E9,40.88731766
2017-03-17,4.181836314355578E9,46.54584885
2017-03-18,3.31963311995128E9,36.93608093
2017-03-19,3.5435827832573223E9,39.4142952
2017-03-20,3.974848722512538E9,44.19563293
2017-03-21,3.977815141100944E9,44.21334076
2017-03-22,3.590971252446284E9,39.89975739
2017-03-23,3.7865563446535087E9,42.05825806
2017-03-24,4.2850632980731297E9,47.57904434
2017-03-25,4.457653152717457E9,49.47833252
2017-03-26,4.472495081892171E9,49.62591171
2017-03-27,4.576300402537125E9,50.76028824
2017-03-28,4.4961639153112E9,49.85445023
2017-03-29,4.749415838733177E9,52.64440155
2017-03-30,4.790810823410977E9,53.08503342
2017-03-31,4.571508129921089E9,50.63747025
2017-04-01,4.528510493011886E9,50.14421844
2017-04-02,4.4703715731974745E9,49.48337173
2017-04-03,4.042983586488841E9,44.73745728
2017-04-04,4.077742290920112E9,45.10642242
2017-04-05,4.139228872516997E9,45.77088165
2017-04-06,4.0474027865187163E9,44.74009705
2017-04-07,3.849665463471718E9,42.53973389
2017-04-08,4.088714396719083E9,45.16585922
2017-04-09,3.912994942765568E9,43.21027756
2017-04-10,3.913990743686285E9,43.20684814
2017-04-11,3.997308940008068E9,44.11178589
2017-04-12,3.9481866458165274E9,43.5552063
2017-04-13,4.390387516510023E9,48.4173317
2017-04-14,4.43020243641766E9,48.83977509
2017-04-15,4.305219841050185E9,47.44621277
2017-04-16,4.428324752174814E9,48.78649902
2017-04-17,4.38723456279878E9,48.3175087
2017-04-18,4.595191649231469E9,50.59074783
2017-04-19,4.617489649301058E9,50.81941223
2017-04-20,4.407103674601687E9,48.48793793
2017-04-21,4.495501984516661E9,49.44398117
2017-04-22,4.428245027830793E9,48.68815231
2017-04-23,4.402502340906064E9,48.38895798
2017-04-24,4.560047778521648E9,50.10398102
2017-04-25,4.539790858712603E9,49.86474609
2017-04-26,4.77651198633288E9,52.44770432
2017-04-27,5.33761224885643E9,58.58997726
2017-04-28,5.858814144681067E9,64.29021454
2017-04-29,6.365930173946076E9,69.83218384
2017-04-30,6.544488150807128E9,71.76806641
2017-05-01,7.430351000067731E9,81.4564209
2017-05-02,7.240849174937851E9,79.35325623
2017-05-03,7.306893266317808E9,80.05103302
2017-05-04,8.217334304005913E9,89.99662781
2017-05-05,9.318338104957628E9,102.02135468
2017-05-06,8.739185487980272E9,95.64967346
2017-05-07,8.843867220033915E9,96.7640152
2017-05-08,8.482243469167159E9,92.77739716
2017-05-09,8.152891961348308E9,89.14603424
2017-05-10,8.494117240592768E9,92.84693909
2017-05-11,8.279026113118859E9,90.46638489
2017-05-12,8.288342181282092E9,90.53853607
2017-05-13,8.117046345992686E9,88.63881683
2017-05-14,8.305792435455801E9,90.67169189
2017-05-15,8.359964615316954E9,91.23472595
2017-05-16,8.515415599985443E9,92.90254211
2017-05-17,8.266762534893442E9,90.16207123
2017-05-18,8.306467039965199E9,90.5670166
2017-05-19,1.079420872573852E10,117.65478516
2017-05-20,1.2114056956338125E10,131.99972534
2017-05-21,1.1780786244992191E10,128.32850647
2017-05-22,1.7162037564054148E10,186.88729858
2017-05-23,1.635444803892921E10,178.03849792
2017-05-24,1.7755620323368168E10,193.230896
2017-05-25,1.838380080368103E10,200.00494385
2017-05-26,1.6742283556357603E10,182.08970642
2017-05-27,1.4392507390309565E10,156.48373413
2017-05-28,1.5778437090397041E10,171.49882507
2017-05-29,1.6856951121950228E10,183.16256714
2017-05-30,1.8652102486492405E10,202.60342407
2017-05-31,2.1203948562071495E10,230.24880981
2017-06-01,2.0532951545892334E10,222.89427185
2017-06-02,2.0470687515222164E10,222.15283203
2017-06-03,2.030159831781934E10,220.25239563
2017-06-04,2.1461151502766533E10,232.76301575
2017-06-05,2.276029848197613E10,246.78031921
2017-06-06,2.3627068282352818E10,256.10177612
2017-06-07,2.3999527669873108E10,260.0604248
2017-06-08,2.3776067653586227E10,257.56234741
2017-06-09,2.5283965297778755E10,273.81515503
2017-06-10,2.874739859815729E10,311.22879028
2017-06-11,3.1544880147864265E10,341.41125488
2017-06-12,3.219107315035115E10,348.29885864
2017-06-13,3.680375562241372E10,398.08557129
2017-06-14,3.4864801510071266E10,376.99716187
2017-06-15,3.287801596201562E10,355.40454102
2017-06-16,3.2447344345495743E10,350.64282227
2017-06-17,3.394086247459908E10,366.66964722
2017-06-18,3.4903052299358925E10,376.94723511
2017-06-19,3.451753820098587E10,372.66906738
2017-06-20,3.498603890819992E10,377.61639404
2017-06-21,3.127918721505438E10,337.51074219
2017-06-22,3.1363818371443737E10,338.32897949
2017-06-23,3.1630945254878365E10,341.11270142
2017-06-24,3.1778953434761425E10,342.61224365
2017-06-25,2.9691933320534355E10,320.02047729
2017-06-26,2.8706721786710968E10,309.31256104
2017-06-27,2.5239257742543446E10,271.87319946
2017-06-28,2.8325192237012306E10,305.0274353
2017-06-29,3.034428703162688E10,326.67578125
2017-06-30,2.8413390827334072E10,305.8001709
2017-07-01,2.628048042149978E10,282.76315308
2017-07-02,2.5332510407842285E10,272.48422241
2017-07-03,2.6851139815992878E10,288.73574829
2017-07-04,2.644304724172712E10,284.26412964
2017-07-05,2.54544340543877E10,273.55728149
2017-07-06,2.521376956373005E10,270.89187622
2017-07-07,2.490773972280545E10,267.5269165
2017-07-08,2.2769090525371254E10,244.48466492
2017-07-09,2.2815154340804787E10,244.90852356
2017-07-10,2.056474935399765E10,220.69154358
2017-07-11,1.8388071264364513E10,197.28175354
2017-07-12,1.8188580386638073E10,195.09162903
2017-07-13,2.1377682807571262E10,229.23893738
2017-07-14,1.794730034760441E10,192.40531921
2017-07-15,1.653895615429305E10,177.26097107
2017-07-16,1.4240693539810356E10,152.5894928
2017-07-17,1.5489581175417835E10,165.92953491
2017-07-18,1.7279390959255775E10,185.05493164
2017-07-19,2.123399202628008E10,227.34802246
2017-07-20,2.013149926576947E10,215.48780823
2017-07-21,2.1164525029614727E10,226.48606873
2017-07-22,2.0796335126451164E10,222.48902893
2017-07-23,2.143889806896047E10,229.30355835
2017-07-24,2.104603513402523E10,225.04364014
2017-07-25,1.9410384478707508E10,207.49874878
2017-07-26,1.8902744748391563E10,202.01931763
2017-07-27,1.9125771842601734E10,204.34919739
2017-07-28,1.9034597019170406E10,203.32189941
2017-07-29,1.731073865937142E10,184.85980225
2017-07-30,1.879932150986606E10,200.7035675
2017-07-31,1.8617039371930344E10,198.70417786
2017-08-01,1.9868359318402744E10,212.01089478
2017-08-02,2.1271607924227257E10,226.93367004
2017-08-03,2.1205328346326054E10,226.17558289
2017-08-04,2.0991794658255314E10,223.84744263
2017-08-05,2.2698869838294014E10,241.99623108
2017-08-06,2.422252892752589E10,258.18136597
2017-08-07,2.4812244372866413E10,264.40625
2017-08-08,2.545697804484034E10,271.21444702
2017-08-09,2.9922516875413937E10,318.71627808
2017-08-10,2.8686095343326866E10,305.47634888
2017-08-11,2.8030833477559086E10,298.42956543
2017-08-12,2.9328089009371037E10,312.16744995
2017-08-13,2.8348126571463104E10,301.66647339
2017-08-14,2.8414796382155014E10,302.30514526
2017-08-15,2.6810775899441578E10,285.17263794
2017-08-16,2.734174548327456E10,290.7510376
2017-08-17,2.8608213587836273E10,304.14562988
2017-08-18,2.8307114745443672E10,300.87255859
2017-08-19,2.7511352044097706E10,292.3447876
2017-08-20,2.7733604969085682E10,294.63638306
2017-08-21,2.836520588205139E10,301.27523804
