Time,ETH average computing power of the entire network,Price
2018-11-05,2.0867774441344684E14,208.54122925
2018-11-06,2.119362256200972E14,208.02682495
2018-11-07,2.1073387930154688E14,217.27890015
2018-11-08,2.168997861352471E14,214.61178589
2018-11-09,2.1330024051383894E14,210.01855469
2018-11-10,2.104432098837618E14,210.95387268
2018-11-11,2.1793658120430366E14,211.98426819
2018-11-12,2.1404547620883494E14,211.47625732
2018-11-13,2.1489828163997566E14,209.03872681
2018-11-14,2.1445889049974616E14,193.8629303
2018-11-15,2.178987169431245E14,177.40956116
2018-11-16,2.1970949857669134E14,177.45750427
2018-11-17,2.1466268906561978E14,173.49142456
2018-11-18,2.1120730538823772E14,175.74108887
2018-11-19,2.1269249700615606E14,155.93885803
2018-11-20,2.0739887380877128E14,149.12464905
2018-11-21,1.9700715173189725E14,133.94046021
2018-11-22,1.9460540109791262E14,132.03199768
2018-11-23,1.9475912064719338E14,123.4414978
2018-11-24,1.978449378260034E14,122.13981628
2018-11-25,1.928324972281254E14,106.08036041
2018-11-26,1.8958714070990478E14,109.50065613
2018-11-27,1.8073262698831006E14,104.66004181
2018-11-28,1.6853915307359372E14,112.06407928
2018-11-29,1.7090501080584512E14,117.27232361
2018-11-30,1.682450609781275E14,118.7940008
2018-12-01,1.7629939790755428E14,118.70929896
2018-12-02,1.7064839240941775E14,117.77186347
2018-12-03,1.6907347916678225E14,108.20283119
2018-12-04,1.7244307171473206E14,112.25761995
2018-12-05,1.6776002510574572E14,107.93569236
2018-12-06,1.7112038474880825E14,98.43298295
2018-12-07,1.6653993694187866E14,85.67439262
2018-12-08,1.6038628276530325E14,89.83262355
2018-12-09,1.629535744888078E14,92.34965863
2018-12-10,1.6438516281360622E14,91.06091623
2018-12-11,1.6566190105022584E14,91.05720962
2018-12-12,1.6232003232338878E14,88.94143673
2018-12-13,1.5503842590450812E14,89.83586696
2018-12-14,1.5593539310743834E14,86.50444511
2018-12-15,1.5642244849408634E14,82.82989029
2018-12-16,1.553635920884462E14,87.07905
2018-12-17,1.5320942446764928E14,85.75534949
2018-12-18,1.5055779805365728E14,95.89627885
2018-12-19,1.5260580363019603E14,103.94602218
2018-12-20,1.5222603923361384E14,102.31148661
2018-12-21,1.5425074911353956E14,115.40394444
2018-12-22,1.534281534119999E14,108.73326358
2018-12-23,1.5562480052262638E14,129.56706478
2018-12-24,1.607877437978153E14,151.87638344
2018-12-25,1.684364912394376E14,125.1463481
2018-12-26,1.7232885343257347E14,134.6052846
2018-12-27,1.7080634896028447E14,124.82665446
2018-12-28,1.6865063390077322E14,127.55277866
2018-12-29,1.6696227017435384E14,136.78863171
2018-12-30,1.718325614016932E14,135.11526172
2018-12-31,1.7108351484180444E14,136.55651101
2019-01-01,1.6568086773986662E14,133.29395771
2019-01-02,1.641868865845155E14,141.31147374
2019-01-03,1.6807298967781594E14,153.6462316
2019-01-04,1.6850103255788738E14,149.64903937
2019-01-05,1.674013765278861E14,159.80673399
2019-01-06,1.7582141647438825E14,153.45698999
2019-01-07,1.741543908040631E14,153.01671371
2019-01-08,1.7361850120739422E14,149.37027626
2019-01-09,1.72774263731416E14,151.00054544
2019-01-10,1.7319429255491172E14,151.14186113
2019-01-11,1.750611595549707E14,127.75900722
2019-01-12,1.701465028482282E14,126.94171779
2019-01-13,1.6906900217013766E14,126.25925105
2019-01-14,1.697501404000431E14,118.43255169
2019-01-15,1.7513132020465525E14,127.27935124
2019-01-16,1.6917432628394503E14,122.07125492
2019-01-17,1.6773435519691938E14,122.14025857
2019-01-18,1.670866745239775E14,122.55786307
2019-01-19,1.7252036890932E14,121.67946858
2019-01-20,1.7167622410959075E14,119.67858312
2019-01-21,1.699182891222739E14,118.80220738
2019-01-22,1.686335493968055E14,118.78417225
2019-01-23,1.6099683968065878E14,118.28204602
2019-01-24,1.6475203001931634E14,116.25489292
2019-01-25,1.6630098422696503E14,116.68306815
2019-01-26,1.625492977334522E14,116.87688759
2019-01-27,1.5959652033761828E14,114.26995758
2019-01-28,1.5303973540420322E14,104.57044664
2019-01-29,1.3933844448136414E14,105.4210247
2019-01-30,1.3544079289203755E14,105.70168381
2019-01-31,1.398809118576464E14,107.26888187
2019-02-01,1.3943616019497117E14,107.59140987
2019-02-02,1.3328731333845152E14,107.71315672
2019-02-03,1.3399286470228062E14,107.98136174
2019-02-04,1.3431381626907764E14,107.52241756
2019-02-05,1.350292616746966E14,107.37913618
2019-02-06,1.3299706216869167E14,103.82808572
2019-02-07,1.324729413898613E14,104.93407216
2019-02-08,1.340859109728682E14,104.87060527
2019-02-09,1.343666704677999E14,118.53311868
2019-02-10,1.408279863227016E14,119.27010717
2019-02-11,1.3334871890928083E14,121.08514382
2019-02-12,1.3924213621416836E14,120.68742194
2019-02-13,1.382964397671257E14,122.18117957
2019-02-14,1.3428562071369208E14,122.48043983
2019-02-15,1.3202524133426666E14,122.45746216
2019-02-16,1.3475196800143058E14,123.47624514
2019-02-17,1.35777469156916E14,126.16862795
2019-02-18,1.3562090916969134E14,138.15369949
2019-02-19,1.4284069064739872E14,147.34385672
2019-02-20,1.4353181050965162E14,146.57131195
2019-02-21,1.4430386155409228E14,148.19528426
2019-02-22,1.4413697631789694E14,147.06811479
2019-02-23,1.476213774095751E14,148.43684493
2019-02-24,1.501236175351843E14,142.05625495
2019-02-25,1.479148128291882E14,140.59732835
2019-02-26,1.4479587338364362E14,138.23506213
2019-02-27,1.479596415251488E14,139.58803746
2019-02-28,1.4726519996245684E14,137.52803404
2019-03-01,1.4481229228862462E14,137.21671737
2019-03-02,1.425231930447924E14,136.96863639
2019-03-03,1.4080555412648672E14,133.11580836
2019-03-04,1.4063481694495208E14,130.9071094
2019-03-05,1.387007865525093E14,127.49446416
2019-03-06,1.43050244272826E14,136.72702875
2019-03-07,1.416543661267872E14,138.38331763
2019-03-08,1.4366786130621278E14,137.32476757
2019-03-09,1.3992380163432206E14,135.73967075
2019-03-10,1.3948202279590344E14,137.24920323
2019-03-11,1.4182402169888178E14,133.13953812
2019-03-12,1.377159028581926E14,134.18561315
2019-03-13,1.370576526202836E14,133.91192004
2019-03-14,1.3800948699045616E14,133.8693986
2019-03-15,1.3881239436569358E14,137.94602591
2019-03-16,1.4002475039509105E14,140.92073362
2019-03-17,1.414560569212096E14,139.71073077
2019-03-18,1.4018659428443923E14,141.70926769
2019-03-19,1.3488560902920273E14,140.37596934
2019-03-20,1.3859204809693084E14,139.04297302
2019-03-21,1.3872941155278005E14,140.49319159
2019-03-22,1.3739474004470827E14,137.99054146
2019-03-23,1.364814859023972E14,138.13637195
2019-03-24,1.371207824507643E14,137.38351924
2019-03-25,1.3715338266624458E14,137.29619292
2019-03-26,1.3441285670954866E14,134.54907912
2019-03-27,1.2977352625971261E14,138.79906486
2019-03-28,1.3195633740443262E14,140.08666645
2019-03-29,1.3199691008527406E14,141.11003445
2019-03-30,1.2704492326606966E14,141.75563232
2019-03-31,1.2769705802650684E14,141.33903634
2019-04-01,1.3215701909656438E14,141.95795209
2019-04-02,1.3235296237145778E14,155.30580585
2019-04-03,1.3337631758483597E14,172.3784242
2019-04-04,1.3292366213695556E14,161.00075944
2019-04-05,1.353300526927626E14,157.96895157
2019-04-06,1.3802193859896138E14,164.15215602
2019-04-07,1.3686572108297894E14,167.41791427
2019-04-08,1.3562942081058061E14,181.47476599
2019-04-09,1.3814857625406602E14,176.75935781
2019-04-10,1.386082290362676E14,179.95481499
2019-04-11,1.3973137549628581E14,170.92096153
2019-04-12,1.395218276969802E14,164.60809741
2019-04-13,1.415158222568149E14,166.02566469
2019-04-14,1.4461550455464194E14,163.36104794
2019-04-15,1.427976812587407E14,167.94815433
2019-04-16,1.4167615012719347E14,161.6683869
2019-04-17,1.3810672000833589E14,166.78417448
2019-04-18,1.3810240586747262E14,172.40799497
2019-04-19,1.3890535085553645E14,172.94030323
2019-04-20,1.3976132230123286E14,173.41674371
2019-04-21,1.3881617966385553E14,169.15920588
2019-04-22,1.4195439438722347E14,168.73080473
2019-04-23,1.399531192074343E14,172.36556919
2019-04-24,1.3745510277983586E14,165.14392855
2019-04-25,1.3675159558141884E14,164.45659778
2019-04-26,1.381504220104942E14,156.27757254
2019-04-27,1.4123737044548744E14,156.7740696
2019-04-28,1.3989764006802005E14,158.46459193
2019-04-29,1.419080319103252E14,154.13417146
2019-04-30,1.436937135412062E14,159.73955992
2019-05-01,1.4172269763471634E14,160.84499421
2019-05-02,1.432786692213893E14,160.95919325
2019-05-03,1.4172022126543966E14,162.70316199
2019-05-04,1.4273889116414566E14,162.28141439
2019-05-05,1.457098302034995E14,163.42616626
2019-05-06,1.4165953824302306E14,161.43477238
2019-05-07,1.44570521215931E14,173.12724369
2019-05-08,1.4156628409926903E14,169.39350477
2019-05-09,1.4294451222228775E14,168.8154455
2019-05-10,1.4187023898442688E14,172.79554142
2019-05-11,1.4490844971905403E14,176.78295696
2019-05-12,1.457054194423005E14,193.07480365
2019-05-13,1.4622574544326066E14,201.3120468
2019-05-14,1.4818598462761362E14,206.6510451
2019-05-15,1.5058309428068588E14,235.8972991
2019-05-16,1.4966992304941603E14,273.63561907
2019-05-17,1.55247176872682E14,231.06130806
2019-05-18,1.5974417524222356E14,242.35294916
2019-05-19,1.5675156179876494E14,254.93370101
2019-05-20,1.542234331577039E14,247.31109249
2019-05-21,1.541167665948764E14,251.44507282
2019-05-22,1.5274518595562962E14,255.13805145
2019-05-23,1.4990472509533238E14,243.48263594
2019-05-24,1.498160007302811E14,253.58425432
2019-05-25,1.4958980197895216E14,251.97048299
2019-05-26,1.5020278419568712E14,249.42906149
2019-05-27,1.5505312332490494E14,272.6353354
2019-05-28,1.492263432103411E14,270.80549798
2019-05-29,1.568581128165585E14,269.20298445
2019-05-30,1.6084348019580344E14,286.16032829
2019-05-31,1.5404602716352175E14,254.55683686
2019-06-01,1.5655727157146712E14,269.89409866
2019-06-02,1.589957150031914E14,265.99425257
2019-06-03,1.5404682595865678E14,269.67947635
2019-06-04,1.529673298704269E14,249.52699362
2019-06-05,1.508139073012139E14,240.82336916
2019-06-06,1.5384589375277188E14,243.46136036
2019-06-07,1.5595415102436625E14,250.06909752
2019-06-08,1.5279855093214406E14,249.49875328
2019-06-09,1.5093847001735397E14,243.25500568
2019-06-10,1.5064343907917962E14,235.13546214
2019-06-11,1.503512994615075E14,240.85089069
2019-06-12,1.5039154633165034E14,248.62021604
2019-06-13,1.4829532762570362E14,260.22363801
2019-06-14,1.497927314263093E14,258.27281611
2019-06-15,1.479411663194924E14,265.11867876
2019-06-16,1.4786409979094103E14,272.88462185
2019-06-17,1.497658398494345E14,270.44971705
2019-06-18,1.493697284117692E14,267.17305217
2019-06-19,1.5296546240989888E14,266.99919451
2019-06-20,1.4927627141073294E14,270.06514542
2019-06-21,1.5063165232142438E14,279.74676755
2019-06-22,1.475121197803309E14,304.72963984
2019-06-23,1.4951516135386278E14,311.39248258
2019-06-24,1.5400478967369028E14,308.00093794
2019-06-25,1.5468686816693397E14,311.30134191
2019-06-26,1.6178604519623197E14,330.85495854
2019-06-27,1.6025830069370838E14,307.31087852
2019-06-28,1.5565358318123388E14,307.25835227
2019-06-29,1.62839274977364E14,297.52159415
2019-06-30,1.6377257787189688E14,297.37414316
2019-07-01,1.6061159627875616E14,299.79081422
2019-07-02,1.6260220557174012E14,288.35521984
2019-07-03,1.598320003032291E14,295.92959599
2019-07-04,1.5783890882164647E14,295.66938295
2019-07-05,1.594748236796686E14,285.83090685
2019-07-06,1.5779720408633434E14,295.18927348
2019-07-07,1.625479851755383E14,288.83300191
2019-07-08,1.5810232991123538E14,305.24923115
2019-07-09,1.6342624677040172E14,316.07101752
2019-07-10,1.6250696650444022E14,310.58157195
2019-07-11,1.6504573884684662E14,283.99714584
2019-07-12,1.6751854715591366E14,272.81284205
2019-07-13,1.662760287538512E14,273.51096041
2019-07-14,1.6911518193080647E14,235.1578918
2019-07-15,1.6880056896858847E14,230.38300709
2019-07-16,1.6217708741611097E14,221.84767807
2019-07-17,1.6449193525617438E14,198.42058013
2019-07-18,1.666013730328274E14,224.34023034
2019-07-19,1.6425022845275975E14,223.01852402
2019-07-20,1.6617935134052344E14,226.9043363
2019-07-21,1.6567831611495072E14,225.50760783
2019-07-22,1.6084618788423384E14,215.78268766
2019-07-23,1.6432587074091753E14,217.23590134
2019-07-24,1.632341890194951E14,215.18162369
2019-07-25,1.6507881049771038E14,222.23141333
2019-07-26,1.6183853129985178E14,216.76268528
2019-07-27,1.6567442044385975E14,222.42141267
2019-07-28,1.681088820894035E14,207.79524287
2019-07-29,1.65928849916585E14,213.26799038
2019-07-30,1.657165625628938E14,212.60851121
2019-07-31,1.6793790958390597E14,212.37162749
2019-08-01,1.6322304627598466E14,214.66226136
2019-08-02,1.6173569975263372E14,221.16568616
2019-08-03,1.6564318965050722E14,221.20734343
2019-08-04,1.690876004550579E14,222.03981343
2019-08-05,1.7106178383931534E14,230.24690418
2019-08-06,1.7255347010225284E14,229.85834506
2019-08-07,1.6963835064323553E14,224.72117032
2019-08-08,1.7362490756267494E14,226.05403909
2019-08-09,1.7136241091028234E14,210.10533079
2019-08-10,1.722827536711512E14,211.63543068
2019-08-11,1.71266393094689E14,210.6548487
2019-08-12,1.714865195671989E14,213.82364617
2019-08-13,1.7393602389607656E14,206.09014466
2019-08-14,1.7150045075619953E14,205.36691407
2019-08-15,1.7364531858257816E14,186.01241401
2019-08-16,1.6899426243338094E14,187.88629369
2019-08-17,1.7446178568649334E14,184.65766072
2019-08-18,1.68983871414922E14,184.28067701
2019-08-19,1.7053223949452494E14,196.41888543
2019-08-20,1.6863974850317997E14,197.50548253
2019-08-21,1.6473350174423347E14,183.72338414
2019-08-22,1.6513008932862906E14,191.27614199
2019-08-23,1.619098327972254E14,194.81554139
2019-08-24,1.6928628612033438E14,188.25622043
2019-08-25,1.587726498818816E14,190.08217567
2019-08-26,1.671055620755369E14,191.49841012
2019-08-27,1.5999624324762003E14,187.10460695
2019-08-28,1.62507354436727E14,187.5771005
2019-08-29,1.6455184951687972E14,170.68617588
2019-08-30,1.6954048125603247E14,168.71978307
2019-08-31,1.6678070040406016E14,169.82392168
2019-09-01,1.6640349047849453E14,170.71440414
2019-09-02,1.6408368935984284E14,173.0448614
2019-09-03,1.686586707813633E14,179.17299517
2019-09-04,1.6743712337588412E14,176.83746889
2019-09-05,1.6660372987352834E14,175.49971565
2019-09-06,1.6156240710018966E14,176.87097157
2019-09-07,1.676467088078874E14,169.97234473
2019-09-08,1.6945777510805538E14,182.34361372
2019-09-09,1.665107993686938E14,181.8847563
2019-09-10,1.6850011235709128E14,180.17223554
2019-09-11,1.6756687672856312E14,180.29132512
2019-09-12,1.695761149811527E14,180.31877483
2019-09-13,1.740200481041536E14,178.91011263
2019-09-14,1.709186000537014E14,180.71247343
2019-09-15,1.7194644314623416E14,186.54826578
2019-09-16,1.7272931713855478E14,194.27766815
2019-09-17,1.807777027522561E14,197.83365607
2019-09-18,1.818947599380858E14,211.14320706
2019-09-19,1.8108978250570344E14,205.91359757
2019-09-20,1.7784744101620212E14,219.42755156
2019-09-21,1.8441418336875206E14,218.298517
2019-09-22,1.8360173138787284E14,211.03004565
2019-09-23,1.8352692641891228E14,210.15486902
2019-09-24,1.811014687623977E14,201.97549017
2019-09-25,1.8084961239576962E14,171.1763985
2019-09-26,1.842684547658147E14,169.40640372
2019-09-27,1.8607365546320303E14,165.66021136
2019-09-28,1.829362578896105E14,171.60774862
2019-09-29,1.8174525878393972E14,172.66037788
2019-09-30,1.8277377125965162E14,169.11750378
2019-10-01,1.8142921092394972E14,183.09185855
2019-10-02,1.7853501965755438E14,176.65458977
2019-10-03,1.7618421341037244E14,173.24897594
2019-10-04,1.7778597305047897E14,176.13673365
2019-10-05,1.7692240853399684E14,175.83818171
2019-10-06,1.784454333688181E14,175.75412517
2019-10-07,1.7758500207853572E14,173.71060389
2019-10-08,1.766947068534752E14,179.48679056
2019-10-09,1.743560140082379E14,181.18882968
2019-10-10,1.7786624126667747E14,192.44363397
2019-10-11,1.80857394176779E14,194.02723587
2019-10-12,1.781480391092114E14,185.03068545
2019-10-13,1.8090414258432738E14,184.61459905
2019-10-14,1.779706014460959E14,182.92572234
2019-10-15,1.8329970620984106E14,183.05058324
2019-10-16,1.8298714434545922E14,180.47406874
2019-10-17,1.831226580576099E14,175.33111852
2019-10-18,1.7892530978282244E14,176.88636904
2019-10-19,1.8131267164738516E14,174.44228878
2019-10-20,1.8232330101292616E14,174.01950917
2019-10-21,1.799024200033677E14,175.13990791
2019-10-22,1.7454509439998675E14,173.88437924
2019-10-23,1.825827079314869E14,167.87755694
2019-10-24,1.788520887518724E14,162.71239592
2019-10-25,1.7525829366641966E14,174.89685151
2019-10-26,1.737271857718E14,180.94152815
2019-10-27,1.7506344473943734E14,178.31770981
2019-10-28,1.734857247757357E14,185.19086666
2019-10-29,1.7351303981946134E14,184.40985758
2019-10-30,1.7712614110915744E14,189.56678726
2019-10-31,1.775477096264122E14,184.39415398
2019-11-01,1.7458321386207047E14,181.86176603
2019-11-02,1.7871211931259462E14,184.60689245
2019-11-03,1.7525232878399747E14,182.36803089
2019-11-04,1.7388649918907012E14,182.34832579
2019-11-05,1.7431793699036684E14,186.49517919
2019-11-06,1.7935781955232125E14,191.54946715
2019-11-07,1.7484883882436866E14,189.87931995
2019-11-08,1.7512961741735438E14,187.63377229
2019-11-09,1.7455354853091097E14,184.18965206
2019-11-10,1.7593791824080528E14,187.214747
2019-11-11,1.7282420270904006E14,189.51865776
2019-11-12,1.735912218451197E14,185.20902232
2019-11-13,1.7850087584663734E14,187.50289847
2019-11-14,1.7604933851856122E14,185.76090437
2019-11-15,1.733837015245138E14,183.63831525
2019-11-16,1.718999038374131E14,181.19478166
2019-11-17,1.7293170359935594E14,183.14235983
2019-11-18,1.790248960788471E14,183.899177
2019-11-19,1.6682395077750334E14,176.76744756
2019-11-20,1.6342508585570044E14,176.82053197
2019-11-21,1.6859198785025103E14,175.84320407
2019-11-22,1.699579406003303E14,161.0926327
2019-11-23,1.6926052989627806E14,152.58598227
2019-11-24,1.71272598623159E14,147.56782166
2019-11-25,1.7618224855976466E14,138.16655543
2019-11-26,1.6032761880431094E14,146.93194631
2019-11-27,1.628671407551797E14,148.09769753
2019-11-28,1.672393150178247E14,153.43449641
2019-11-29,1.6463987564871947E14,152.685764
2019-11-30,1.6592058140557844E14,155.91974526
2019-12-01,1.667830626356805E14,150.2851226
2019-12-02,1.637757157727724E14,148.10068995
2019-12-03,1.6913735602743706E14,149.26220817
2019-12-04,1.6624897729041247E14,145.78687285
2019-12-05,1.6327344245204497E14,146.00921879
2019-12-06,1.6141764965977384E14,148.91537747
2019-12-07,1.6807075190957478E14,149.66247941
2019-12-08,1.630212827425333E14,152.08287613
2019-12-09,1.6290105184247428E14,149.53757375
2019-12-10,1.6700984614319084E14,145.92498232
2019-12-11,1.6519761206538206E14,143.79816052
2019-12-12,1.6332569123186184E14,143.85604398
2019-12-13,1.6649568372538294E14,145.41101227
2019-12-14,1.7177687729251466E14,142.76884954
2019-12-15,1.65501114205175E14,141.97964606
2019-12-16,1.6607853342522334E14,141.64796521
2019-12-17,1.592623584034748E14,132.84188804
2019-12-18,1.5279269747141272E14,127.15293177
2019-12-19,1.5061437316933403E14,130.72177589
2019-12-20,1.4754256557961788E14,128.18483576
2019-12-21,1.4882715765215872E14,128.16124296
2019-12-22,1.4779572526443275E14,130.5145204
2019-12-23,1.4939308679197478E14,134.07429255
2019-12-24,1.4835848721085272E14,128.09848636
2019-12-25,1.4499828439119575E14,126.53648507
2019-12-26,1.4363630301389762E14,126.9632116
2019-12-27,1.4539124851138975E14,126.46105716
2019-12-28,1.465306925233292E14,128.12058302
2019-12-29,1.4964147693185238E14,132.57324834
2019-12-30,1.4777530220351125E14,131.78896208
2019-12-31,1.4664559836575162E14,131.24279818
2020-01-01,1.4248168129447953E14,130.26650886
2020-01-02,1.4504462527762422E14,130.02826419
2020-01-03,1.472921776975557E14,132.71730974
2020-01-04,1.5654044222380506E14,133.57757046
2020-01-05,1.5585571839922712E14,137.83085676
2020-01-06,1.5286470873105878E14,139.44565699
2020-01-07,1.593388679404118E14,143.88356205
2020-01-08,1.5639169536867912E14,144.98913724
2020-01-09,1.5154467243626484E14,138.69440815
2020-01-10,1.5674171486540212E14,137.98409606
2020-01-11,1.5916834227367603E14,143.56955042
2020-01-12,1.569017991099902E14,145.09539087
2020-01-13,1.5704971084442356E14,143.13909331
2020-01-14,1.5654135283769956E14,156.49368514
2020-01-15,1.5890325210635344E14,162.78312133
2020-01-16,1.5788521444566512E14,160.26939027
2020-01-17,1.5743825827890938E14,165.27554911
2020-01-18,1.5643973097726088E14,172.0456163
2020-01-19,1.552270363298951E14,165.38071297
2020-01-20,1.5889075906191647E14,165.58240048
2020-01-21,1.587189962483247E14,168.95726392
2020-01-22,1.5915826796958516E14,168.94138342
2020-01-23,1.5678942465175484E14,163.47712397
2020-01-24,1.609092848157633E14,162.90022032
2020-01-25,1.5698437429686328E14,160.86723878
2020-01-26,1.5652839163764444E14,161.94303989
2020-01-27,1.5826383091863234E14,168.54302047
2020-01-28,1.5473892618931506E14,172.88865979
2020-01-29,1.5551973861432762E14,175.87737236
2020-01-30,1.5560959273817672E14,174.09067987
2020-01-31,1.5448185388520016E14,179.52458939
2020-02-01,1.5501059548148722E14,181.70473255
2020-02-02,1.5629993097800862E14,192.39013412
2020-02-03,1.584685719870773E14,188.86444642
2020-02-04,1.5778243541444322E14,188.2618418
2020-02-05,1.5915071299953712E14,189.67567241
2020-02-06,1.5673315331249275E14,212.13427618
2020-02-07,1.552746788375229E14,220.89196382
2020-02-08,1.6103601174952278E14,224.57768192
2020-02-09,1.6154849753656584E14,227.34390121
2020-02-10,1.5710774659498978E14,226.05816286
2020-02-11,1.6284611731571238E14,219.26145334
2020-02-12,1.6112680132579878E14,243.56032126
2020-02-13,1.661422374150719E14,270.68683607
2020-02-14,1.6437793751599272E14,273.32074508
2020-02-15,1.666099970541236E14,281.7531633
2020-02-16,1.654357469377187E14,271.1314578
2020-02-17,1.679789342652249E14,256.52885905
2020-02-18,1.6860410289087206E14,268.57090492
2020-02-19,1.7261721186228853E14,279.54845984
2020-02-20,1.715639434669996E14,261.85653909
2020-02-21,1.6832962457966284E14,264.38452056
2020-02-22,1.7150208944682553E14,263.15573174
2020-02-23,1.698371752513644E14,269.10827317
2020-02-24,1.7400277954791497E14,268.25178867
2020-02-25,1.7044661908106266E14,262.55860417
2020-02-26,1.6919553172165966E14,239.75083677
2020-02-27,1.7674754095882306E14,218.94943323
2020-02-28,1.7071674325351094E14,226.61833825
2020-02-29,1.7346532742025944E14,225.64032417
2020-03-01,1.747934014817271E14,221.05105074
2020-03-02,1.681119334812834E14,219.85442046
2020-03-03,1.6896225670745556E14,231.23307225
2020-03-04,1.7115465842118178E14,223.06574507
2020-03-05,1.7527517595931156E14,231.39797332
2020-03-06,1.677217418205023E14,236.25013413
2020-03-07,1.7181978428061353E14,246.06525547
2020-03-08,1.737427977823699E14,218.79580597
2020-03-09,1.73444255693004E14,193.83847771
2020-03-10,1.7235346327733616E14,198.59261905
2020-03-11,1.70012193498911E14,192.93291084
2020-03-12,1.7084229860350775E14,184.45073321
2020-03-13,1.677525895055447E14,125.09546188
2020-03-14,1.6257177579706394E14,134.39237044
2020-03-15,1.644150384368677E14,122.21333234
2020-03-16,1.6578468256970528E14,122.92434562
2020-03-17,1.610823851534551E14,114.42322402
2020-03-18,1.636595692996106E14,113.97308263
2020-03-19,1.657683189415381E14,116.06544493
2020-03-20,1.6181898411980275E14,130.26905812
2020-03-21,1.6558081348516888E14,132.77327714
2020-03-22,1.6038775027224478E14,128.60276424
2020-03-23,1.5858792760232938E14,128.83833254
2020-03-24,1.666978685973153E14,136.39151692
2020-03-25,1.606346647350854E14,136.06864064
2020-03-26,1.6693996656817094E14,137.26124377
2020-03-27,1.6351493518058225E14,138.98800274
2020-03-28,1.687248358101949E14,128.94152484
2020-03-29,1.6764239748907338E14,130.30150782
2020-03-30,1.712061111182045E14,127.0174613
2020-03-31,1.66524486863954E14,132.82140441
2020-04-01,1.6415098231983462E14,133.08973185
2020-04-02,1.6878114220211997E14,139.34606937
2020-04-03,1.6779909118786703E14,141.5668566
2020-04-04,1.6537981060371503E14,142.99152608
2020-04-05,1.6596663119067728E14,144.27176134
2020-04-06,1.6392924681238253E14,159.48823401
2020-04-07,1.5980572295845316E14,170.02672152
2020-04-08,1.6912909815305522E14,171.28231057
2020-04-09,1.654475473228518E14,170.92983964
2020-04-10,1.6925635326980525E14,165.32446127
2020-04-11,1.6495142415272794E14,157.94625747
2020-04-12,1.6707041247238262E14,162.04623024
2020-04-13,1.6756925741705734E14,153.45940254
2020-04-14,1.709326502022723E14,159.92496295
2020-04-15,1.6840970574471422E14,155.98766634
2020-04-16,1.7019663194991197E14,172.04137728
2020-04-17,1.672599066613086E14,171.50302401
2020-04-18,1.6968764390404884E14,173.59056189
2020-04-19,1.6485961248574406E14,187.23725939
2020-04-20,1.630869225542335E14,185.00207349
2020-04-21,1.663655188725885E14,171.31735959
2020-04-22,1.6523443283884862E14,183.23762678
2020-04-23,1.6978838071518456E14,188.70087792
2020-04-24,1.66656486900233E14,189.37492562
2020-04-25,1.65268937656251E14,196.16322903
2020-04-26,1.6676082049594606E14,196.20339337
2020-04-27,1.6180143317571722E14,198.32078881
2020-04-28,1.6414599383446022E14,195.94571691
2020-04-29,1.646721394515659E14,211.34712827
2020-04-30,1.7074395979887838E14,210.6700229
2020-05-01,1.6986894168544516E14,209.96295951
2020-05-02,1.739359459130456E14,215.3560633
2020-05-03,1.7168108599989494E14,209.58828287
2020-05-04,1.749464851810698E14,207.33901767
2020-05-05,1.7726935229538966E14,208.17517059
2020-05-06,1.7332397660778834E14,208.67731999
2020-05-07,1.6766550680505803E14,205.59506292
2020-05-08,1.6909170342931138E14,212.64090671
2020-05-09,1.7269602479785078E14,212.7155415
2020-05-10,1.6644558972682212E14,188.896264
2020-05-11,1.689508049077756E14,189.39806302
2020-05-12,1.7030510208140988E14,190.97816251
2020-05-13,1.6653365152583744E14,190.5880142
2020-05-14,1.723944504091489E14,201.92205999
2020-05-15,1.7240183592180088E14,197.7494496
2020-05-16,1.685157307271745E14,198.77863691
2020-05-17,1.7204872622081294E14,201.40760071
2020-05-18,1.7057070531590462E14,214.52060241
2020-05-19,1.6525651818398128E14,210.44895181
2020-05-20,1.707549959524562E14,209.43711967
2020-05-21,1.682643412421102E14,209.59551899
2020-05-22,1.6772399035950712E14,204.81500786
2020-05-23,1.6858173641048384E14,207.20547137
2020-05-24,1.7094944921682762E14,209.73094916
2020-05-25,1.687417829991053E14,202.02487707
2020-05-26,1.667241566576047E14,200.58250263
2020-05-27,1.7069009447211053E14,203.29083474
2020-05-28,1.687708383463506E14,208.09102733
2020-05-29,1.6987256704999534E14,222.40186368
2020-05-30,1.7025332199206656E14,220.97353091
2020-05-31,1.7313116611935166E14,237.67266689
2020-06-01,1.7153147778876616E14,237.97739129
2020-06-02,1.7028796209048434E14,234.53400693
2020-06-03,1.7430933986486238E14,238.32092815
2020-06-04,1.7895519412245672E14,243.66412757
2020-06-05,1.7231727419050966E14,243.57612717
2020-06-06,1.7464780043424366E14,240.63582306
2020-06-07,1.7623541436196597E14,243.32285265
2020-06-08,1.7536499561093756E14,244.52323315
2020-06-09,1.7020278580865288E14,243.64590992
2020-06-10,1.7120962446723547E14,244.75165014
2020-06-11,1.6943579407772512E14,240.94116391
2020-06-12,1.704595386736824E14,236.51602503
2020-06-13,1.7172574310995828E14,236.96762036
2020-06-14,1.740627533173175E14,238.43613756
2020-06-15,1.6988625790622997E14,227.42742948
2020-06-16,1.76965122365428E14,233.60175865
