Date,Open,High,Low,Close,Adj Close,Volume,Transactions,Block Size,Difficulty,Hashrate,Active Addressses
2017-11-09,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,320.8840026855469,893249984,467172.0,13929.0,1420593057400400.0,114115178304720.0,278497.0
2017-11-10,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,299.25299072265625,885985984,457427.0,13413.0,1429591654465600.0,115763909074260.0,274759.0
2017-11-11,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,314.6809997558594,842300992,394378.0,12665.0,1437743883884800.0,115717580582960.0,235263.0
2017-11-12,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,307.9079895019531,1613479936,434380.0,13233.0,1487331219801000.0,118255012784580.0,274397.0
2017-11-13,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,316.71600341796875,1041889984,443176.0,14443.0,1456779199764700.0,117460009362610.0,261901.0
2017-11-14,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,337.6310119628906,1069680000,475984.0,16232.0,1448755022989000.0,114720045808620.0,288176.0
2017-11-15,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,333.35699462890625,722665984,540530.0,16453.0,1424360270396600.0,115345249990620.0,331730.0
2017-11-16,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,330.92401123046875,797254016,491482.0,15278.0,1397135204661100.0,111674481405850.0,292710.0
2017-11-17,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,332.3940124511719,621732992,508590.0,15301.0,1403215940839900.0,112607951497860.0,312500.0
2017-11-18,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,347.61199951171875,649638976,459679.0,14628.0,1389738236610400.0,111518292601010.0,271282.0
2017-11-19,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,354.385986328125,1181529984,464563.0,14551.0,1402316828783892.0,112978516905890.0,277180.0
2017-11-20,354.093994140625,372.1369934082031,353.2890014648437,366.7300109863281,366.7300109863281,807027008,530141.0,16654.0,1489214248965400.0,120194442743430.0,316000.0
2017-11-21,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,360.4010009765625,949912000,524044.0,16182.0,1471462729491700.0,118772015929330.0,321852.0
2017-11-22,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,380.6520080566406,800819008,546489.0,15978.0,1462847884820400.0,118388702119580.0,327822.0
2017-11-23,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,410.1659851074219,1845680000,537068.0,16029.0,1518894148327600.0,122149426220030.0,327080.0
2017-11-24,412.5010070800781,480.9729919433594,402.7579956054688,474.9110107421875,474.9110107421875,2292829952,525446.0,15104.0,1549354765785600.0,124807826681320.0,317272.0
2017-11-25,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,466.2760009765625,1422080000,561139.0,16194.0,1562072389670500.0,125319280437740.0,313369.0
2017-11-26,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,471.3299865722656,1197779968,542484.0,16099.0,1553379593941100.0,125155284202080.0,316791.0
2017-11-27,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,480.3550109863281,1396480000,608695.0,22187.0,1537205170278200.0,123422418656400.0,384202.0
2017-11-28,480.51800537109375,482.4800109863281,466.3469848632813,472.9020080566406,472.9020080566406,1346499968,638989.0,18980.0,1508042853624900.0,121376286665420.0,406223.0
2017-11-29,473.281005859375,522.3070068359375,425.0710144042969,427.5230102539063,427.5230102539063,2675940096,663579.0,18539.0,1520780408250060.0,123410568062090.0,444408.0
2017-11-30,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,447.114013671875,1903040000,655457.0,18059.0,1542745956194406.0,124818010753220.0,419979.0
2017-12-01,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,466.5400085449219,1247879936,622720.0,18184.0,1546949558356100.0,125497470346090.0,382970.0
2017-12-02,466.85101318359375,476.239013671875,456.6530151367188,463.4490051269531,463.4490051269531,943649984,627785.0,17954.0,1570293136111000.0,125605486490460.0,391241.0
2017-12-03,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,465.8529968261719,990556992,693808.0,19326.0,1509751249390500.0,121857522474160.0,426281.0
2017-12-04,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,470.2040100097656,1005550016,701834.0,19741.0,1530846399225200.0,125843696025640.0,431939.0
2017-12-05,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,463.281005859375,1216720000,693090.0,19800.0,1477492059096129.0,123438986759100.0,421335.0
2017-12-06,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,428.5880126953125,1998259968,791746.0,21174.0,1468449809695800.0,123624915809870.0,594336.0
2017-12-07,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,434.4079895019531,2129570048,659068.0,17899.0,1480719151843200.0,125156984627450.0,406948.0
2017-12-08,434.989013671875,466.06201171875,422.3670043945313,456.031005859375,456.031005859375,2336379904,766411.0,21220.0,1552890438945500.0,127319291958280.0,467737.0
2017-12-09,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,473.50201416015625,2003849984,707223.0,19891.0,1553202155649200.0,128293290537240.0,438871.0
2017-12-10,472.78900146484375,472.78900146484375,429.5140075683594,441.7210083007813,441.7210083007813,1404179968,716575.0,20864.0,1549426798576300.0,126709536570270.0,420596.0
2017-12-11,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,515.135986328125,1771440000,828899.0,23554.0,1575712167783500.0,128319253114190.0,519028.0
