Date,Open,High,Low,Close,Adj Close,Volume,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockReward,BlockSize,BlockTime,DailyActiveEthAddress,deployed contracts,Ethersupply2,GasLimit,GasUsed,NetworkHash,TransactionFee,TxGrowth,Uncles,verified contracts
2019-09-25,168.13357543945312,174.7197723388672,164.91348266601562,170.8927001953125,170.8927001953125,9766632018,75866556,0.41,34523331716,6384,2472.126,13596.875,20201,13.24,254418,7784,107893419.46875,9952552,59867551721,196682.8169,1627783447891876963558,677675,490,54
2019-09-26,170.7569122314453,171.69264221191406,157.1303253173828,166.7271270751953,166.7271270751953,7848286154,75924950,0.31,24844463848,6403,2503.888,13480.3125,19594,13.21,246414,8131,107906899.78125,9967568,58227975045,197297.1021,1219393511656496338874,657676,405,86
2019-09-27,166.65170288085938,175.61077880859375,163.20950317382812,174.71099853515625,174.71099853515625,7909313625,75981296,0.35,25309113745,6337,2483.532,13399.125,18864,13.36,242952,8173,107920298.90625,9975758,57710087163,194629.5574,1239590123761337528692,623632,434,73
2019-09-28,174.6808319091797,175.7787322998047,170.77395629882812,174.57289123535156,174.57289123535156,6895423445,76027716,0.35,22571983572,6438,2475.973,13530.6875,17824,13.11,235064,4971,107933829.59375,9980240,61155057978,195699.3392,1214596925322569116725,607857,391,33
2019-09-29,174.6127471923828,175.21022033691406,166.99769592285156,170.50347900390625,170.50347900390625,6497088199,76078608,0.32,23509644437,6418,2451.547,13575.6875,17629,13.19,210003,7859,107947405.28125,9977252,61234809975,194449.6847,1131885866024375650266,591986,435,45
2019-09-30,170.4613494873047,179.87220764160156,167.03660583496094,179.87220764160156,179.87220764160156,7552915148,76147749,0.27,21698036057,6384,2461.362,13445.5625,20424,13.22,249904,18171,107960850.84375,9976323,59624934681,193290.9662,1014741493509434163372,683924,401,59
2019-10-01,180.2091217041016,185.0455322265625,175.81265258789062,177.34042358398438,177.34042358398438,7676276225,76268956,0.14,14792630237,6426,2449.823,13571.0625,21073,13.18,254363,72296,107974421.90625,9952421,52155673833,194142.7961,510519279421006941765,645073,421,63
2019-10-02,177.22406005859375,180.8261260986328,175.3342742919922,180.71051025390625,180.71051025390625,6335595250,76383600,0.14,14784178819,6337,2412.068,13367.875,20496,13.32,250918,67925,107987789.78125,9931133,48841413822,188135.7534,485105781165240159548,627137,402,71
2019-10-03,180.7037048339844,180.79920959472656,172.59986877441406,175.1993408203125,175.1993408203125,6381403725,76487422,0.18,16416641528,6400,2373.851,13488.375,20571,13.22,221114,58260,108001278.15625,9936579,51875233927,186885.8356,644288279765408821815,615189,402,62
2019-10-04,175.23843383789062,178.5520782470703,173.5640869140625,176.98500061035156,176.98500061035156,6248928449,76573759,0.15,16620612726,6440,2385.742,13526.5625,20375,13.17,217121,42717,108014804.71875,9825027,45778790374,188236.163,495206673212367410386,590197,377,58
2019-10-05,176.94631958007812,177.71324157714844,173.06956481933594,176.3515167236328,176.3515167236328,5837211771,76659168,0.13,15308020009,6441,2387.834,13548.375,17833,13.11,227957,36544,108028353.09375,9321550,38457122322,188788.1289,427436529489670967286,595118,390,50
2019-10-06,176.3643798828125,177.3645477294922,171.29977416992188,173.05914306640625,173.05914306640625,5852890674,76816732,0.12,13863525470,6449,2393.554,13579.9375,17138,13.08,217326,116525,108041933.03125,9612017,44029342589,189711.3362,390611190603793464580,571769,399,46
2019-10-07,172.94033813476562,182.3563537597656,171.52781677246094,181.18634033203125,181.18634033203125,7844316834,76910360,0.13,14672557297,6364,2398.939,13395.4375,20757,13.27,235030,39053,108055328.46875,9712671,42583953395,187555.9301,438560662555171618439,629382,391,69
2019-10-08,181.1133575439453,184.35997009277344,179.13339233398438,182.0215606689453,182.0215606689453,7466282780,77010435,0.12,14792097829,6352,2388.888,13364.25,21786,13.35,252556,43332,108068692.71875,9817209,43680971034,186244.7815,466796129900169257919,710373,384,84
2019-10-09,182.0363006591797,194.3004913330078,180.6684417724609,193.2932586669922,193.2932586669922,9088122101,77108748,0.15,16947877071,6362,2368.818,13423.8125,23163,13.27,279085,27442,108082116.53125,9946088,48056682205,185639.6907,569675094447032268556,751354,409,73
2019-10-10,193.19107055664065,193.8969268798828,188.3064727783203,191.65966796875,191.65966796875,8375913276,77221687,0.14,15841678706,6344,2418.256,13369.1875,21463,13.34,266237,48967,108095485.71875,9939459,44066111719,188842.2452,498838043446028094444,706127,403,75
2019-10-11,191.8010711669922,195.3188018798828,181.66183471679688,182.56968688964844,182.56968688964844,9128522970,77321621,0.12,15370015405,6359,2473.559,13423.9375,21115,13.3,265384,40162,108108909.65625,9867166,43243119549,193819.3686,469916381281247231146,702673,411,76
2019-10-12,182.53402709960935,186.3048858642578,179.98483276367188,180.8266448974609,180.8266448974609,7494328840,77412449,0.11,14536181143,6329,2408.74,13313.4375,19119,13.37,234523,37410,108122223.09375,9826023,39585029406,187123.4417,391504583309412713119,634450,383,72
2019-10-13,180.8613128662109,185.07591247558597,180.3171539306641,182.0751495361328,182.0751495361328,6733182273,77490256,0.12,15214219663,6374,2461.158,13430.125,17463,13.32,213459,29785,108135653.21875,8846460,36279901108,192904.6556,376372285124709560433,566845,398,55
2019-10-14,182.02847290039065,187.3036193847656,181.6622772216797,186.96090698242188,186.96090698242188,7276520699,77593961,0.13,15219524599,6387,2411.799,13412.125,20292,13.23,240329,50072,108149065.34375,9617262,42039570554,188728.8483,444695851021690358783,650601,374,96
2019-10-15,186.97705078125,187.75987243652344,179.46278381347656,181.40606689453125,181.40606689453125,7731456579,77697481,0.12,15110469830,6431,2516.193,13590.75,21538,13.07,253394,39937,108162656.09375,9892661,42535426594,199635.4789,466904748070423025398,690703,424,134
2019-10-16,181.3437347412109,181.66860961914065,174.0641632080078,176.0135040283203,176.0135040283203,7691244590,77788178,0.11,14449734443,6332,2492.318,13337.5,21974,13.33,244381,35773,108175993.59375,9826959,43299074292,193962.352,455449565818279331732,694589,392,81
2019-10-17,175.90689086914062,178.89955139160156,174.56582641601562,178.02835083007812,178.02835083007812,6737237423,77880981,0.11,14111516782,6300,2486.53,13303.3125,22039,13.39,242413,35145,108189296.90625,9777044,42752796011,193195.3343,431511495884489182950,703704,413,71
2019-10-18,177.98855590820312,178.17979431152344,171.0050506591797,173.621337890625,173.621337890625,7566257807,77989323,0.11,14295776270,6328,2407.067,13309.8125,22807,13.34,268990,31875,108202606.71875,9893881,43208386571,187021.2994,462716782333963043149,733646,385,76
2019-10-19,173.64944458007812,175.6082305908203,172.2154541015625,172.91302490234375,172.91302490234375,6551453871,78076894,0.11,14181262788,6354,2483.621,13335.0625,20248,13.31,240435,28788,108215941.78125,9887149,39258418316,193141.7473,413375987115214355591,665170,365,36
2019-10-20,172.97476196289062,176.71868896484375,171.21072387695312,175.5343780517578,175.5343780517578,6801091120,78142886,0.13,15579342674,6367,2480.646,13378.125,18765,13.27,220164,19068,108229319.90625,9836013,36828448156,193542.0555,445683716212835301022,612341,374,28
2019-10-21,175.52474975585938,177.74172973632812,173.28775024414062,174.92098999023438,174.92098999023438,6815820627,78220129,0.12,15275793403,6293,2417.52,13198.6875,20915,13.42,245725,18107,108242518.59375,9826170,39535510961,186014.7475,464133945000862835453,678528,355,98
2019-10-22,174.90505981445312,175.6500244140625,172.2662353515625,172.3008575439453,172.3008575439453,6990951966,78290055,0.13,16354366795,6412,2392.023,13446.5,22240,13.25,251041,15991,108255965.09375,9885005,44405147164,187596.6071,535165152981327637639,726230,364,115
2019-10-23,172.26280212402344,172.4205780029297,157.4634246826172,162.4027862548828,162.4027862548828,9624925919,78362088,0.15,18828418999,6384,2482.166,13420.375,24468,13.27,244335,15981,108269385.46875,9956244,49243736342,194378.8577,689667742694486048188,736388,382,85
2019-10-24,162.5141143798828,164.14756774902344,160.88795471191406,162.16854858398438,162.16854858398438,7300917537,78438894,0.12,15247927380,6264,2458.663,13201.25,23565,13.52,243599,18965,108282586.71875,9969355,48059164649,189521.9698,534224825736827865467,724917,396,93
2019-10-25,162.18971252441406,183.0001220703125,161.9660186767578,181.5232086181641,181.5232086181641,10358594018,78515151,0.14,16022315848,6127,2422.857,12923.75,24096,13.8,253161,22682,108295510.46875,9935455,45164738156,182920.1315,563583145272984752945,741655,396,79
2019-10-26,181.6670684814453,195.9425048828125,176.13380432128906,179.83547973632812,179.83547973632812,13831784986,78597369,0.14,16003775608,6267,2436.074,13191.6875,23163,13.5,251539,28118,108308702.15625,9912731,43261777576,187611.5163,558225547565575287079,716822,387,50
2019-10-27,179.93263244628906,188.15533447265625,177.68235778808594,184.24221801757807,184.24221801757807,10815941952,78665468,0.13,14662908845,6174,2416.398,12928.8125,20478,13.71,223638,19013,108321630.96875,9665646,37445461403,182320.5677,443947594165053209664,642955,345,74
2019-10-28,184.3975067138672,187.88316345214844,180.2495574951172,182.66281127929688,182.66281127929688,10406734124,78743661,0.13,16063415762,6242,2406.581,13147.5625,23136,13.55,255089,24190,108334778.53125,9953595,45092739148,184699.5557,534471321826969820740,721335,389,78
2019-10-29,182.67037963867188,191.8467559814453,182.36436462402344,190.3425750732422,190.3425750732422,10622761958,78817893,0.15,16275212916,6211,2426.721,13100.25,22707,13.63,252475,20339,108347878.78125,9955847,46594160648,185683.4638,552415442195059364908,707622,400,64
2019-10-30,190.33639526367188,191.1119384765625,181.5463714599609,184.69216918945312,184.69216918945312,10484902804,78887777,0.14,16158350778,6234,2453.14,13184.0,22813,13.55,250165,16809,108361062.78125,9955397,47241594774,188925.8577,562591704551320607504,717618,420,92
2019-10-31,184.7976226806641,188.7512664794922,180.068359375,183.9669189453125,183.9669189453125,9607939606,78970048,0.13,15988367551,6216,2466.873,13117.625,23960,13.6,248708,31108,108374180.40625,9913508,43892717086,188955.653,535243828726596439028,744118,402,87
2019-11-01,183.8036956787109,185.0597076416016,181.0944976806641,183.9698944091797,183.9698944091797,9145611130,79048197,0.13,15357755865,6279,2464.977,13234.4375,22541,13.48,248286,30010,108387414.84375,9915013,43231578835,190522.2155,491681230543599814628,705019,399,68
2019-11-02,184.0181579589844,185.70895385742188,182.79766845703125,183.92572021484372,183.92572021484372,8087991830,79111842,0.12,14245599208,6166,2463.468,13032.875,19180,13.69,216218,22038,108400447.71875,9876316,41264832877,187497.2537,392108506847438143936,590976,410,67
2019-11-03,183.9948272705078,185.0242156982422,179.81814575195312,182.42501831054688,182.42501831054688,8760247744,79166882,0.13,14596844718,6270,2427.241,13163.4375,18029,13.48,208579,15718,108413611.15625,9853553,45595134768,186341.3478,411123615261259386643,571113,363,33
2019-11-04,182.31903076171875,188.0229339599609,181.8216094970703,186.35519409179688,186.35519409179688,10551917945,79227683,0.13,15086847398,6196,2404.265,13039.625,21459,13.67,238737,13881,108426650.78125,9939762,47374699243,183158.2215,479957987620126791615,670783,386,82
2019-11-05,186.30931091308597,191.25782775878903,184.3319854736328,189.30416870117188,189.30416870117188,10024177342,79309622,0.13,14471734891,6227,2421.938,13128.5,23013,13.59,271119,21226,108439779.28125,9915646,47782022407,185653.8604,507675379756365715936,739254,396,60
2019-11-06,189.11349487304688,193.54725646972656,188.6676788330078,191.5938415527344,191.5938415527344,10156458684,79395989,0.13,13890291945,6203,2461.888,13086.5,22415,13.64,250135,27527,108452865.78125,9893167,44645890614,188146.3516,463924070300083267725,707733,400,86
2019-11-07,191.5043029785156,191.8610992431641,186.56700134277344,187.9765472412109,187.9765472412109,9081247799,79492691,0.14,17205356282,6167,2468.419,13031.375,25894,13.67,320428,27336,108465897.15625,9935907,46497162160,187902.6798,660624229658787682853,857371,410,86
2019-11-08,187.9242706298828,188.81597900390625,182.54136657714844,184.2114715576172,184.2114715576172,9176780911,79558600,0.13,14143518466,6189,2440.986,13054.4375,21548,13.69,253164,10066,108478951.59375,9940761,49535804219,186125.1496,500791460927865544185,699138,399,89
2019-11-09,184.3117218017578,185.83853149414065,183.90223693847656,185.0287170410156,185.0287170410156,7277418704,79611653,0.13,14334783126,6137,2469.338,12881.625,19819,13.8,213528,9115,108491833.21875,9955121,46650816090,185629.0391,415895883710750475973,604007,358,39
2019-11-10,184.943359375,190.9206085205078,184.6867828369141,189.47727966308597,189.47727966308597,8752784211,79672495,0.13,13888122126,6001,2523.534,12627.9375,19801,14.1,234323,13337,108504461.15625,9940567,44262798431,185993.7726,403374049866825588113,609364,367,42
2019-11-11,189.5029296875,190.3384246826172,185.08631896972656,185.48963928222656,185.48963928222656,7877424106,79748042,0.13,14764625146,5984,2492.579,12634.75,23472,14.15,263983,8258,108517095.90625,9967074,47569059750,183827.7149,498673182647334728334,710155,388,90
2019-11-12,185.56483459472656,187.94802856445312,184.1910552978516,186.84341430664065,186.84341430664065,7792186666,79815460,0.13,14527702801,6022,2513.79,12706.5,23057,14.09,265564,9936,108529802.40625,9962213,47261810205,186497.6129,481223546472793465372,708660,388,75
2019-11-13,186.94244384765625,189.33187866210935,185.9379425048828,188.2587432861328,188.2587432861328,7343173596,79888914,0.13,14942230244,6013,2565.169,12674.8125,22898,14.05,258872,10976,108542477.21875,9962113,46816524271,189834.3566,492616864491097687047,713551,381,69
2019-11-14,188.2725067138672,188.6345977783203,184.99229431152344,185.9996337890625,185.9996337890625,7872664470,79962601,0.14,15987898238,6030,2516.821,12648.125,21895,14.06,249005,11571,108555125.34375,9958761,48008038369,185732.041,497247743221814153912,679505,346,115
2019-11-15,186.05816650390625,186.2518310546875,179.3795623779297,180.52117919921875,180.52117919921875,8815678477,80017881,0.13,14426485520,5986,2503.836,12610.4375,22444,14.1,239616,5739,108567735.78125,9968196,48944463318,184339.1196,479643487275843882327,683049,375,95
2019-11-16,180.4990997314453,184.1552734375,179.9856719970703,183.34835815429688,183.34835815429688,6789888120,80073988,0.12,13100698613,6014,2454.342,12616.25,19589,14.12,214086,7982,108580352.03125,9959163,46901679980,180723.6621,379951505903036384543,596661,348,55
2019-11-17,183.350830078125,188.19134521484372,182.33680725097656,185.1192321777344,185.1192321777344,7364325471,80127269,0.12,13599253833,6023,2504.387,12696.1875,19970,14.07,223144,6029,108593048.21875,9954653,48180238374,185684.0567,402111509834007297062,600168,383,45
2019-11-18,185.0414581298828,186.9271545410156,179.17550659179688,180.55960083007807,180.55960083007807,7787662111,80187610,0.15,21613413943,5981,2534.157,12585.875,24983,14.19,248950,9105,108605634.09375,9970883,48723441259,186160.7828,618224443406133057704,734472,366,114
2019-11-19,180.50245666503903,182.5279998779297,175.19711303710938,177.45555114746094,177.45555114746094,7536699743,80261631,0.12,14275368805,5896,2410.311,12451.8125,25545,14.39,249615,18980,108618085.90625,9965885,47501722479,175333.371,514580194545251535206,735532,389,89
2019-11-20,177.415283203125,178.99314880371094,175.29043579101562,175.69834899902344,175.69834899902344,7205785149,80328223,0.13,15039835571,5990,2356.766,12628.625,22934,14.17,238121,18495,108630714.53125,9950368,49149782138,173702.3998,508597206183188327944,689771,378,87
2019-11-21,175.67359924316406,176.20921325683594,159.36512756347656,161.4627227783203,161.4627227783203,8546371325,80407772,0.16,17827294565,6070,2455.856,12770.25,28973,13.96,267383,18887,108643484.78125,9970250,51302374778,183109.0627,764870316334321523913,762896,372,75
2019-11-22,161.50588989257812,163.02809143066406,142.34410095214844,150.26817321777344,150.26817321777344,12020749863,80484088,0.24,23870653045,5963,2434.56,12538.3125,31687,14.27,280676,21024,108656023.09375,9972747,52569747211,178083.5605,1247618682938339845269,794748,357,68
2019-11-23,150.21221923828125,154.1015625,147.6012420654297,153.41778564453125,153.41778564453125,8289198330,80565319,0.1,13470958455,6054,2440.567,12681.5,23859,14.06,218205,35883,108668704.59375,9863660,43040367818,180500.2788,426844751724791788441,631670,336,56
2019-11-24,153.43052673339844,153.96591186523438,142.83470153808594,142.83470153808594,142.83470153808594,7782769098,80626464,0.1,13759387353,6013,2450.648,12624.125,23468,14.12,199230,24171,108681328.71875,9851639,42947582364,180480.0363,426170439949826944360,596880,350,33
2019-11-25,142.69700622558594,150.2079620361328,133.80233764648438,146.47653198242188,146.47653198242188,10962753356,80712797,0.19,20123981060,5901,2531.851,12426.5,30507,14.36,250899,32201,108693755.21875,9979329,52913145098,183588.536,983451890585947249632,762888,364,77
2019-11-26,146.40431213378906,150.0047607421875,145.2168731689453,148.96507263183594,148.96507263183594,7648516297,80779825,0.15,16321234587,5663,2453.388,11814.5625,30709,14.98,227111,21458,108705569.78125,9981243,50730835450,168897.623,685816215734703381429,679733,285,65
2019-11-27,148.39682006835938,154.88720703125,143.52560424804688,153.01055908203125,153.01055908203125,8778095308,80836445,0.12,14460479877,5656,2522.862,11883.8125,28400,15.02,220028,9367,108717453.59375,9979986,48771877406,174877.5321,549528134124907763819,674957,333,86
2019-11-28,153.06924438476562,156.61358642578125,151.09112548828125,151.7175750732422,151.7175750732422,7346531960,80903547,0.13,14616747830,5626,2538.431,11776.6875,27609,15.09,218051,23237,108729230.28125,9978965,49302947740,174311.4474,545171243593156264112,623080,307,73
2019-11-29,151.7686004638672,156.84840393066406,151.46043395996094,155.3041534423828,155.3041534423828,7503898278,80969801,0.11,13456025432,5617,2538.604,11756.3125,27639,15.19,241357,21498,108740986.59375,9972343,46377243235,174000.1415,466649687104896615217,670568,305,79
2019-11-30,155.28640747070312,156.69129943847656,151.225341796875,152.53968811035156,152.53968811035156,6565950868,81048210,0.11,13169970955,5702,2532.424,11938.5,24380,14.88,203889,37617,108752925.09375,9974515,45026645436,176390.3669,406069891267931870687,584871,316,29
2019-12-01,152.49192810058594,152.49192810058594,147.06793212890625,151.18572998046875,151.18572998046875,7102780298,81118923,0.12,16157752499,5608,2530.006,11685.25,25933,15.22,213993,14400,108764610.34375,9964930,44980697562,172298.0926,491442702093312516610,615069,276,45
2019-12-02,151.17547607421875,152.11695861816406,147.60679626464844,149.0591583251953,149.0591583251953,6670561362,81191681,0.11,15214773817,5668,2538.232,11882.625,27066,14.98,257160,10029,108776492.96875,9929661,45008908454,175854.8519,501688389429494594150,681210,318,90
2019-12-03,149.05824279785156,150.3104248046875,146.00167846679688,147.9564208984375,147.9564208984375,6204379850,81255332,0.11,13985120429,5634,2585.802,11854.0,24340,15.1,226579,9456,108788346.96875,9833910,42762888140,178911.143,435856745043069224840,610528,344,77
2019-12-04,147.9183807373047,150.68081665039062,145.00088500976562,146.74774169921875,146.74774169921875,7865937094,81308329,0.11,13990237704,5572,2559.11,11719.625,29349,15.25,229449,5131,108800066.59375,9970118,46297458570,175050.2398,486052553788431777161,661004,338,44
2019-12-05,146.68649291992188,153.1553955078125,145.45907592773438,149.24899291992188,149.24899291992188,6745910228,81384265,0.1,13294192486,5623,2511.603,11788.6875,24676,15.17,228483,29353,108811855.28125,9335447,40476673359,172730.816,417555309665926787611,617647,319,105
2019-12-06,149.396484375,149.67051696777344,147.6065216064453,149.19444274902344,149.19444274902344,6458766441,81441816,0.1,13469631277,5606,2492.348,11779.375,23017,15.18,217424,11883,108823634.65625,8024332,34526412286,171233.5507,372493451991900615265,573666,330,70
2019-12-07,149.19760131835938,149.79971313476562,148.37477111816406,148.76815795898438,148.76815795898438,5911233284,81490251,0.09,12143075170,5661,2556.643,11833.75,19382,15.08,182857,12394,108835468.40625,8109344,33571132947,176272.2813,308973700731051660675,488124,296,33
2019-12-08,148.74368286132812,152.39292907714844,148.31333923339844,151.2647247314453,151.2647247314453,6441727252,81532790,0.09,9619578683,5627,2486.122,11690.4375,20648,15.15,170279,13348,108847158.84375,9868729,40676929706,169367.0811,265098525128129066889,440672,259,43
2019-12-09,151.22439575195312,151.9139404296875,147.62136840820312,148.2251739501953,148.2251739501953,6744206747,81599878,0.09,11586206259,5647,2498.408,11802.9375,24920,15.13,242778,13469,108858961.78125,9967423,43570983807,172054.712,381435427612885249702,635462,303,64
2019-12-10,148.1798553466797,148.56446838378906,144.907958984375,146.2670440673828,146.2670440673828,6859512025,81655811,0.1,12196873088,5696,2569.205,11964.0,25190,14.93,226996,8085,108870925.78125,9967045,46880081787,179249.6091,418738180177831825851,631603,332,70
2019-12-11,146.32064819335938,147.1392059326172,143.0453643798828,143.60800170898438,143.60800170898438,7037180049,81713886,0.1,13193611413,5580,2524.277,11677.9375,24671,15.25,226600,8402,108882603.71875,9969711,47184199263,171878.7392,428872788684743798861,625349,303,71
2019-12-12,143.61566162109375,145.75164794921875,141.43698120117188,145.60400390625,145.60400390625,7890383413,81850119,0.1,12094101016,5706,2506.936,11917.5,24847,14.95,218010,20312,108894521.21875,9974938,48463673367,174150.7808,419127534481855551757,635638,296,87
2019-12-13,145.6556854248047,145.8571014404297,143.74652099609375,144.9447479248047,144.9447479248047,7264810247,82008641,0.09,12025417709,5473,2621.77,11424.8125,24562,15.53,220835,14278,108905946.03125,9974043,45742352253,174481.2401,398814109915863305797,621511,277,189
2019-12-14,144.9534149169922,145.52908325195312,142.43455505371094,142.86923217773438,142.86923217773438,7048066973,82166809,0.09,11649625168,5131,2848.513,10615.625,23121,16.67,191317,12170,108916561.65625,9964759,41283009067,175955.0134,340902506530714383340,551143,206,117
2019-12-15,142.864990234375,143.92535400390625,139.4269561767578,143.114990234375,143.114990234375,7235153411,82325394,0.1,12379589133,5127,2805.574,10679.5625,22918,16.62,194200,18431,108927241.21875,9956675,40953313167,174569.0659,352163253058719398227,526996,249,32
2019-12-16,143.1395263671875,143.224853515625,132.4566650390625,133.61402893066406,133.61402893066406,8992282119,82432247,0.11,13569145225,5096,2799.702,10593.875,26804,16.75,228429,11668,108937835.09375,9975691,43582425983,172713.111,502340850500566775265,634682,234,76
2019-12-17,133.64718627929688,134.01153564453125,121.39508056640624,122.60388946533205,122.60388946533205,9057166141,82513782,0.13,15434108069,5050,2691.351,10517.1875,27159,16.82,218525,10889,108948352.28125,9973607,45375486033,165001.0049,667705801492541777821,646999,247,167
2019-12-18,122.6568374633789,133.3941650390625,119.78005981445312,133.09219360351562,133.09219360351562,11864518321,82602621,0.11,16536921861,4989,2599.972,10415.5,28105,17.04,232508,7593,108958767.78125,9974464,44447973005,157833.9578,570354672937133563790,663295,256,83
2019-12-19,133.0527801513672,134.19064331054688,125.97166442871094,129.32113647460938,129.32113647460938,9564699140,82686186,0.09,12757474902,5015,2594.207,10413.3125,27176,16.93,221187,9733,108969181.09375,9979386,43975524104,157333.8268,431477175766938724887,620140,225,91
2019-12-20,129.38436889648438,129.7563018798828,126.9853515625,129.06605529785156,129.06605529785156,8173594150,82788461,0.09,12994689673,4989,2527.842,10344.5,27193,17.08,219889,18684,108979525.59375,9981669,43735415208,152167.876,438282455843686084426,614338,212,50
2019-12-21,129.09596252441406,129.1476593017578,127.61209106445312,128.13095092773438,128.13095092773438,7449064703,82976939,0.08,11587579022,5078,2552.824,10515.75,24585,16.82,198982,58278,108990041.34375,9968350,41197421318,156301.3854,342874263987433124374,545378,212,50
2019-12-22,128.09812927246094,133.1600341796875,127.9284896850586,132.3725128173828,132.3725128173828,9121058481,83113630,0.08,11038288256,4993,2554.315,10339.125,24407,17.15,186103,9712,109000380.46875,9971939,39908140268,153702.363,321917912588682928893,529935,206,28
2019-12-23,132.30699157714844,134.73175048828125,127.41671752929688,128.6140899658203,128.6140899658203,9622497693,83220407,0.09,12723118611,4998,2565.197,10348.0,27160,17.08,220156,21919,109010728.46875,9971866,43281371948,154446.2514,430460201919398053478,631635,204,80
2019-12-24,128.62925720214844,131.6722869873047,127.30876922607422,129.0638885498047,129.0638885498047,7961819689,83356535,0.08,11744086945,5074,2534.887,10485.625,24708,16.9,203462,22668,109021214.09375,9963459,41585107947,154675.0497,373031636508213772595,602814,198,45
2019-12-25,129.06849670410156,129.06849670410156,124.88549041748048,126.4546356201172,126.4546356201172,8418019054,83497758,0.08,11924668484,4988,2506.453,10329.125,24056,17.04,194669,12815,109031543.21875,9964491,40297166654,150677.2825,357581626049902916615,565093,206,32
2019-12-26,126.486328125,130.89834594726562,125.40644073486328,126.36122131347656,126.36122131347656,8600871980,83626100,0.08,11931708420,4995,2488.731,10360.625,24563,17.07,208979,16090,109041903.84375,9976143,40489354699,150043.9567,365641618102115657553,586645,214,62
2019-12-27,126.3687973022461,128.09756469726562,124.82080841064452,127.21460723876952,127.21460723876952,8299390176,83710587,0.08,12102235247,5024,2492.177,10426.0,24641,16.98,203107,42061,109052329.84375,9969250,40649915593,151261.3112,355385285766942402686,580029,220,69
2019-12-28,127.2130126953125,130.25816345214844,126.89969635009766,128.3227081298828,128.3227081298828,8069298610,83788872,0.08,11826353778,5071,2529.313,10493.875,21575,16.82,187220,45329,109062823.71875,9935992,36369155681,154481.3106,305483178425585264841,516438,206,32
2019-12-29,128.26687622070312,136.8112030029297,127.9976577758789,134.7579803466797,134.7579803466797,9708776786,83908017,0.08,11250754288,5035,2559.613,10401.5625,21031,17.0,173979,87525,109073225.28125,9918076,36858911247,154880.2767,293629712438213786147,480131,193,22
2019-12-30,134.79652404785156,136.75735473632812,131.54556274414062,132.63348388671875,132.63348388671875,9796951716,83978542,0.08,11988751334,5015,2548.326,10424.0625,24593,16.96,219393,29227,109083649.34375,9960426,38518330510,154669.2561,352921464570457351700,584426,229,44
2019-12-31,132.61227416992188,133.73268127441406,128.79815673828125,129.61085510253906,129.61085510253906,8936866397,84043147,0.09,14031976089,4987,2525.715,10369.875,24239,17.08,193210,26367,109094019.21875,9965661,38627032555,152624.5334,373948833651965798018,554215,234,45
2020-01-01,129.6306610107422,132.83535766601562,129.1982879638672,130.802001953125,130.802001953125,7935230330,84127955,0.08,11664054350,4980,2455.804,10304.625,20546,17.16,159295,55655,109104323.84375,9950157,37203395960,147405.0591,300158297507459636968,466526,206,29
2020-01-02,130.82003784179688,130.82003784179688,126.95491027832033,127.4101791381836,127.4101791381836,8032709256,84187457,0.07,10566318855,5679,2222.098,11855.6875,20138,14.96,175870,26750,109116179.53125,9882420,37302668848,153540.7797,289905747615826559958,505639,291,60
2020-01-03,127.41126251220705,134.55401611328125,126.49002075195312,134.1717071533203,134.1717071533203,10476845358,84264751,0.08,11494907509,6522,1983.1,13653.6875,19394,13.04,210313,32245,109129833.21875,9890691,41968777422,157936.461,341810244038623381003,581641,359,53
2020-01-04,134.16851806640625,136.05271911621094,133.04055786132812,135.06936645507812,135.06936645507812,7430904515,84336889,0.07,9665112896,6570,2077.179,13724.5,19029,12.96,199485,29426,109143557.71875,9836172,38380154394,166126.2541,275788677733425203843,559074,340,37
2020-01-05,135.0720977783203,139.4102020263672,135.04562377929688,136.2767791748047,136.2767791748047,7526675353,84402226,0.07,9764148415,6488,2041.128,13526.0,18408,13.15,189356,27659,109157083.71875,9850572,37927743195,160833.3584,267585827469056107989,524664,320,16
2020-01-06,136.3055419921875,144.32818603515625,136.0796356201172,144.3041534423828,144.3041534423828,9093747121,84471751,0.08,10997805904,6586,2031.846,13796.125,20292,12.89,221194,28622,109170879.84375,9882517,43408214358,163488.3609,365130435090800503950,626525,366,39
2020-01-07,144.31199645996094,145.00177001953125,140.48887634277344,143.5439910888672,143.5439910888672,9257954672,84543749,0.08,10476977187,6533,2107.076,13616.625,21160,13.02,223978,31142,109184496.46875,9932658,44513334535,167175.9771,351416569353127172155,646478,322,82
2020-01-08,143.48782348632812,146.8280029296875,138.26820373535156,141.2581329345703,141.2581329345703,9387194957,84610829,0.09,11402214882,6495,2065.264,13608.1875,22383,13.03,233165,23979,109198104.65625,9907055,46692845452,163834.6991,423904577993973289238,653831,359,88
2020-01-09,141.15577697753906,141.39398193359375,136.2364044189453,138.9792022705078,138.9792022705078,7697325348,84686656,0.08,10881434074,6530,2015.077,13613.8125,20203,13.03,231043,32056,109211718.46875,9927885,41652370700,159783.4716,345756340566682465139,621399,321,58
2020-01-10,138.967041015625,144.16732788085938,135.52040100097656,143.96377563476562,143.96377563476562,9084816203,84791693,0.1,12318556369,6551,2077.129,13677.1875,20076,13.0,213327,64830,109225395.65625,9828918,45198441970,165545.2952,411438351691261233319,605095,335,51
