Date,Open,High,Low,Close,Adj Close,Volume,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockReward,BlockSize,BlockTime,DailyActiveEthAddress,deployed contracts,Ethersupply2,GasLimit,GasUsed,NetworkHash,TransactionFee,TxGrowth,Uncles,verified contracts
2017-12-04,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,470.2040100097656,1005550016,13097419,0.53,21962218932,5671,1530.846,20428.21875,19741,14.86,277304,13428,96137400.96875,6722294,34887121288,125869.5928,804106265031308025828,701834,1433,55
2017-12-05,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,463.281005859375,1216720000,13214763,0.78,30921177676,5588,1477.492,20636.8125,19800,14.94,291425,10495,96158037.78125,6726859,35038771633,123432.1491,1183244508785510964674,693090,1630,56
2017-12-06,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,428.5880126953125,1998259968,13410344,0.82,42116421717,5473,1468.45,20641.21875,21174,15.36,382371,14972,96178679.0,6722801,33872524569,123628.5175,1540650625445084623316,791746,1801,31
2017-12-07,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,434.4079895019531,2129570048,13570212,1.43,59656597683,5798,1480.719,20906.25,17899,14.57,292205,35111,96199585.25,6730260,37125990058,125209.8857,2239289048257415314301,659068,1508,46
2017-12-08,434.989013671875,466.06201171875,422.3670043945313,456.031005859375,456.031005859375,2336379904,13709369,1.36,61102848374,5803,1552.89,20433.09375,21220,14.58,334093,8584,96220018.34375,6735817,37650148331,127322.6374,2315319813038268483611,766411,1281,48
2017-12-09,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,473.50201416015625,2003849984,13832187,1.42,55563635227,5813,1553.202,20563.875,19891,14.51,314888,11226,96240582.21875,6777454,38152909553,128300.9697,2126409907856437936899,707223,1324,25
2017-12-10,472.78900146484375,472.78900146484375,429.5140075683594,441.7210083007813,441.7210083007813,1404179968,13947770,1.17,43572173439,5781,1549.427,20392.3125,20864,14.57,316657,16451,96260974.53125,7555518,41534619670,126733.7869,1918268034586957233054,716575,1286,70
2017-12-11,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,515.135986328125,1771440000,14069675,0.95,35272081823,5749,1575.712,20329.5,23554,14.68,383467,8920,96281304.03125,7799361,42190609044,128336.6496,1531823683897428234440,828899,1288,88
2017-12-12,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,651.4310302734375,5179829760,14219175,1.17,38367405491,5715,1556.261,20573.53125,25607,14.73,413364,7740,96301877.5625,7906762,42534383833,128931.8969,1559061195386161064344,872340,1443,58
2017-12-13,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,702.7670288085938,4524539904,14415447,1.11,38631503447,5659,1612.737,20606.34375,26216,14.96,439382,18767,96322483.90625,7995336,41625003479,134096.1365,1445285300110460015050,909631,1525,91
2017-12-14,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,695.8159790039062,3821580032,14635990,1.26,41791954659,5694,1641.299,20785.40625,26049,14.82,464402,29552,96343269.3125,7995365,43964305213,137629.7703,1714108152765139506274,942559,1551,93
2017-12-15,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,684.447998046875,2758710016,14832218,1.1,35432934113,5800,1716.279,20829.84375,26180,14.52,428067,24662,96364099.15625,7995378,42607604617,143758.2604,1455136989419773656257,904346,1437,74
2017-12-16,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,696.208984375,2165690112,15010261,1.13,35296363949,5775,1740.332,20384.25,26389,14.58,403702,22489,96384483.40625,7996145,42279195527,141945.8652,1468251250874386601879,899857,1272,42
2017-12-17,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,719.9749755859375,2147389952,15214188,0.96,29121338315,5781,1754.69,20345.0625,25965,14.66,401426,43866,96404828.46875,7995227,41694276203,142954.4584,1172634385789492918491,876574,1258,74
2017-12-18,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,794.64501953125,3249230080,15432559,0.93,27442929390,5781,1783.753,20563.59375,27932,14.67,470459,45705,96425392.0625,7996603,43186977264,147283.4924,1161928901998859936251,984021,1353,73
2017-12-19,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,826.822998046875,4096549888,15663180,1.11,34330952644,5604,1736.465,20629.5,31463,15.02,503283,19790,96446021.5625,7995859,43342615632,144785.8066,1487482223271253497606,1092234,1600,83
2017-12-20,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,819.0859985351562,3969939968,15900724,1.4,41559360197,5571,1716.149,20631.375,27465,15.03,493822,22585,96466652.9375,7996312,41579518582,143787.1073,1731489837131818457918,986104,1668,52
2017-12-21,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,821.06298828125,3569060096,16160759,1.3,41640835518,5570,1741.54,20414.8125,30221,15.07,538201,19480,96487067.75,7997245,42822071285,143918.9673,1760206790598993545127,1072665,1570,74
2017-12-22,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,674.8599853515625,4977710080,16415006,0.98,40786863196,5652,1725.803,20571.28125,29198,14.92,568084,28223,96507639.03125,7995981,42339693488,143237.655,1640148074105191531634,1103523,1519,50
2017-12-23,681.3159790039062,763.89501953125,679.7310180664062,719.3870239257812,719.3870239257812,2480339968,16628194,0.92,33285710975,5947,1792.357,20835.28125,26198,14.25,451498,35105,96528474.3125,7995367,41686739250,149570.4924,1207059669915191950275,918881,1263,51
2017-12-24,721.7689819335938,721.7689819335938,614.9219970703125,694.1480102539062,694.1480102539062,2300549888,16810137,0.91,30228420219,5981,1822.645,20504.15625,20519,14.14,346300,69315,96548978.46875,7995468,39798116384,148933.7151,1024106049881333511770,758234,1079,54
2017-12-25,698.8699951171875,782.52099609375,698.8699951171875,765.833984375,765.833984375,2491760128,16985878,0.73,26111076108,6032,1853.229,20446.875,21721,14.17,359700,61572,96569425.34375,7995920,36883633123,150660.6855,756767674900850093881,752361,992,81
2017-12-26,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,773.8359985351562,2201159936,17200600,0.69,25927218047,5992,1865.831,20383.6875,22433,14.23,397073,66748,96589809.03125,7996823,38712289894,151469.2196,743062865870104083046,813510,1022,69
2017-12-27,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,762.8419799804688,2100029952,17430806,0.67,25108575762,5966,1864.022,20533.125,24734,14.2,425320,46015,96610342.15625,7996690,41512701145,152530.5011,826181804792266254427,912752,1104,105
2017-12-28,762.2080078125,763.3189697265625,701.18701171875,737.0230102539062,737.0230102539062,2389149952,17654393,0.63,24132948080,5889,1916.424,20434.125,25965,14.46,452868,37115,96630776.28125,7996541,41331549758,156618.8488,832962895657955295053,949503,1172,81
2017-12-29,740.3889770507812,770.1170043945312,729.6079711914062,753.5919799804688,753.5919799804688,2648969984,17929188,0.68,25027593719,5786,1870.551,20465.34375,29542,14.71,544455,35621,96651241.625,7996704,43383854091,153605.9851,1007437081367732117113,1090191,1309,67
2017-12-30,753.8150024414062,753.8150024414062,685.2310180664062,717.2570190429688,717.2570190429688,3187780096,18228806,0.59,24163343242,5773,1874.64,20543.34375,29346,14.66,582403,28540,96671784.96875,7996467,41534605727,154787.985,972744759532174412944,1136659,1361,64
2017-12-31,712.2119750976562,760.3480224609375,710.1190185546875,756.7329711914062,756.7329711914062,2554269952,18461161,0.68,24709168252,5907,1919.555,20457.375,25038,14.27,440956,52317,96692242.34375,7996646,40470099836,156919.1805,871221521887439749223,946981,1156,56
2018-01-01,755.7570190429688,782.530029296875,742.0040283203125,772.6409912109375,772.6409912109375,2595760128,18673081,0.64,23306357402,5926,1935.072,20621.34375,24025,14.2,453142,66339,96712863.6875,7996099,39876127062,159441.8475,768440906472796546663,908945,1193,48
2018-01-02,772.3460083007812,914.8300170898438,772.3460083007812,884.4439697265625,884.4439697265625,5783349760,18945115,0.79,26315022737,5750,1924.73,20561.0625,30157,14.74,588284,30118,96733424.75,7996534,42671435301,159057.5377,1053030166302171967008,1153936,1390,46
2018-01-03,886.0,974.4710083007812,868.4509887695312,962.719970703125,962.719970703125,5093159936,19268312,0.94,27919698108,5540,1904.343,20599.21875,32473,15.12,631269,16495,96754023.96875,7997271,41794056176,158805.4552,1240294973186690265044,1238030,1665,58
2018-01-04,961.7130126953124,1045.0799560546875,946.0859985351562,980.9219970703124,980.9219970703124,6502859776,19624038,1.04,33357029107,5454,1895.45,20965.875,33681,15.39,704786,9457,96774989.84375,7998221,41332879147,162473.4175,1483652748503626565947,1349890,1952,58
2018-01-05,975.75,1075.3900146484375,956.3250122070312,997.719970703125,997.719970703125,6683149824,19970449,2.42,84460889356,5341,1933.064,20914.875,33416,15.56,692927,7499,96795904.71875,7997843,40379621205,166391.1687,3180856480067084558974,1271577,2096,66
2018-01-06,995.1539916992188,1060.7099609375,994.6220092773438,1041.6800537109375,1041.6800537109375,4662219776,20282043,2.99,95788574583,5416,1899.132,20951.15625,32655,15.59,659531,8658,96816855.875,7998194,41149583911,163074.7937,3641860337658125648608,1226417,2003,53
2018-01-07,1043.010009765625,1153.1700439453125,1043.010009765625,1153.1700439453125,1153.1700439453125,5569880064,20534726,2.82,74588438927,5528,1950.647,21177.9375,31266,15.15,599293,13665,96838033.8125,7998061,42259801663,169010.8826,2910382039958150507638,1152722,1958,69
2018-01-08,1158.260009765625,1266.9300537109375,1016.0499877929688,1148.530029296875,1148.530029296875,8450970112,20809320,2.75,73644673858,5408,2005.81,20603.4375,32502,15.42,645895,12320,96858637.25,7998440,41554528829,168775.8944,2944304860478386967518,1215473,1862,69
2018-01-09,1146.0,1320.97998046875,1145.489990234375,1299.739990234375,1299.739990234375,7965459968,21097740,3.17,76790296973,5377,2009.517,20735.8125,33037,15.45,701526,12195,96879373.0625,7998237,40838021653,170785.6861,3091626897023070047120,1256240,1966,76
2018-01-10,1300.3399658203125,1417.3800048828125,1226.5999755859375,1255.8199462890625,1255.8199462890625,9214950400,21396963,3.92,95442073535,5415,2005.905,21081.9375,30646,15.31,645543,23895,96900455.0,7998394,41211834716,174332.6871,3696646401950231053728,1177685,2094,61
2018-01-11,1268.0899658203125,1337.300048828125,1135.1700439453125,1154.9300537109375,1154.9300537109375,7235899904,21696072,3.04,82600430565,5430,2075.422,21033.28125,31298,15.47,650421,16082,96921488.28125,7998324,40874997008,179701.776,3132478755097157400066,1173965,2051,50
2018-01-12,1158.2900390625,1296.0400390625,1120.0899658203125,1273.199951171875,1273.199951171875,5222300160,21966165,2.62,60014533220,5419,2099.697,20915.25,30655,15.46,593834,20945,96942403.53125,7998442,41302749226,180394.1239,2324709275834572294888,1118757,2004,93
2018-01-13,1270.469970703125,1432.8800048828125,1270.469970703125,1396.4200439453125,1396.4200439453125,5746760192,22217098,2.83,63717170951,5394,2140.802,20683.21875,31264,15.57,631490,20690,96963086.75,7998694,41404605848,181051.4051,2411655583204587588153,1179321,1913,87
2018-01-14,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,1366.77001953125,4841630208,22445042,2.81,58397110440,5625,2169.168,21026.25,29323,14.78,579715,32501,96984113.0,7998479,42756086884,185408.671,2236838275781156726667,1081593,1760,104
