Date,Open,High,Low,Close,Adj Close,Volume,ETH daily transaction volume on the chain
2018-01-02,772.3460083007812,914.8300170898438,772.3460083007812,884.4439697265625,884.4439697265625,5783349760,12362448.862670569
2018-01-03,886.0,974.4710083007812,868.4509887695312,962.719970703125,962.719970703125,5093159936,15966635.09317318
2018-01-04,961.7130126953124,1045.0799560546875,946.0859985351562,980.9219970703124,980.9219970703124,6502859776,17167092.23424169
2018-01-05,975.75,1075.3900146484375,956.3250122070312,997.719970703125,997.719970703125,6683149824,20848570.083851032
2018-01-06,995.1539916992188,1060.7099609375,994.6220092773438,1041.6800537109375,1041.6800537109375,4662219776,19195040.73895186
2018-01-07,1043.010009765625,1153.1700439453125,1043.010009765625,1153.1700439453125,1153.1700439453125,5569880064,11832255.936419114
2018-01-08,1158.260009765625,1266.9300537109375,1016.0499877929688,1148.530029296875,1148.530029296875,8450970112,14259125.396553466
2018-01-09,1146.0,1320.97998046875,1145.489990234375,1299.739990234375,1299.739990234375,7965459968,16826166.1016155
2018-01-10,1300.3399658203125,1417.3800048828125,1226.5999755859375,1255.8199462890625,1255.8199462890625,9214950400,17345422.71942765
2018-01-11,1268.0899658203125,1337.300048828125,1135.1700439453125,1154.9300537109375,1154.9300537109375,7235899904,17714858.947825458
2018-01-12,1158.2900390625,1296.0400390625,1120.0899658203125,1273.199951171875,1273.199951171875,5222300160,14373213.694767931
2018-01-13,1270.469970703125,1432.8800048828125,1270.469970703125,1396.4200439453125,1396.4200439453125,5746760192,10590708.279129175
2018-01-14,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,1366.77001953125,4841630208,18902301.84920522
2018-01-15,1365.2099609375,1390.5899658203125,1290.5999755859375,1291.9200439453125,1291.9200439453125,4781100032,17414153.050011486
2018-01-16,1292.6300048828125,1292.6300048828125,875.5449829101562,1053.68994140625,1053.68994140625,8405139968,13858405.155081712
2018-01-17,1061.3399658203125,1090.22998046875,780.9219970703125,1014.25,1014.25,8545160192,16008184.341373064
2018-01-18,1016.4400024414062,1100.31005859375,967.7589721679688,1036.280029296875,1036.280029296875,5938319872,16731120.508932952
2018-01-19,1028.8199462890625,1093.219970703125,1003.7100219726562,1039.0999755859375,1039.0999755859375,4084450048,11320667.31842895
2018-01-20,1044.949951171875,1167.1099853515625,1044.949951171875,1155.1500244140625,1155.1500244140625,3975190016,7779681.041238476
2018-01-21,1155.6800537109375,1155.6800537109375,1021.5,1049.5799560546875,1049.5799560546875,3378089984,8021088.077634953
2018-01-22,1055.3499755859375,1089.0999755859375,930.7410278320312,1003.260009765625,1003.260009765625,3810099968,8209756.522930917
2018-01-23,1004.1699829101562,1023.22998046875,920.5399780273438,986.22900390625,986.22900390625,3556699904,10073238.627490196
2018-01-24,987.4769897460938,1062.43994140625,965.8079833984376,1058.780029296875,1058.780029296875,3944039936,9439824.482007112
2018-01-25,1063.219970703125,1104.6600341796875,1034.739990234375,1056.030029296875,1056.030029296875,4050190080,6548957.1236366695
2018-01-26,1052.699951171875,1080.5999755859375,996.7839965820312,1055.1700439453125,1055.1700439453125,3617690112,7569486.774586451
2018-01-27,1055.75,1121.97998046875,1042.1199951171875,1107.0699462890625,1107.0699462890625,3002870016,7785880.131305987
2018-01-28,1111.780029296875,1257.77001953125,1111.780029296875,1246.010009765625,1246.010009765625,5372329984,7092972.758342395
2018-01-29,1246.699951171875,1256.699951171875,1169.0799560546875,1182.3599853515625,1182.3599853515625,3715079936,8448950.292088054
2018-01-30,1184.1300048828125,1184.6300048828125,1058.969970703125,1071.1300048828125,1071.1300048828125,4107859968,7810070.276639139
2018-01-31,1071.0899658203125,1128.6600341796875,1034.5,1118.31005859375,1118.31005859375,3757560064,9651989.57000696
2018-02-01,1119.3699951171875,1161.3499755859375,984.8189697265624,1036.7900390625,1036.7900390625,5261680128,8057092.412224689
2018-02-02,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,915.7849731445312,6713290240,11956690.01879877
2018-02-03,919.2109985351562,991.9429931640624,847.6900024414062,964.0189819335938,964.0189819335938,3243480064,7838645.7229734
2018-02-04,964.6669921875,969.031982421875,805.0640258789062,834.6820068359375,834.6820068359375,2997090048,5415960.327901302
2018-02-05,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,697.9509887695312,4269530112,6162027.546280371
2018-02-06,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,793.1220092773438,6518269952,9839693.908247134
2018-02-07,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,757.0679931640625,3896179968,8265830.484282616
2018-02-08,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,817.8070068359375,3708189952,4817119.420375577
2018-02-09,818.47998046875,884.0040283203125,788.833984375,883.864990234375,883.864990234375,2495820032,4398131.54548043
2018-02-10,882.4669799804688,917.4000244140624,825.5770263671875,860.4149780273438,860.4149780273438,2930530048,6358270.483454178
2018-02-11,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,814.6599731445312,2486650112,4591128.128854192
2018-02-12,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,868.7069702148438,2243450112,4735181.004171936
2018-02-13,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,845.2579956054688,2081170048,6552513.945667478
2018-02-14,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,923.5609741210938,2818370048,4624260.608578718
2018-02-15,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,936.9760131835938,2900100096,5615042.162812413
2018-02-16,934.7860107421876,950.0050048828124,917.8480224609376,944.2100219726562,944.2100219726562,2369449984,5131602.378441096
2018-02-17,944.7479858398438,976.594970703125,940.7540283203124,974.114990234375,974.114990234375,2525720064,4317679.312714532
2018-02-18,973.3489990234376,982.9329833984376,915.4450073242188,923.9210205078124,923.9210205078124,2567290112,4748809.508557055
2018-02-19,921.6680297851562,957.7769775390624,921.5540161132812,943.864990234375,943.864990234375,2169019904,3698366.165486098
2018-02-20,943.5670166015624,965.2650146484376,892.9539794921875,895.3709716796875,895.3709716796875,2545260032,4197736.588030554
2018-02-21,894.135009765625,912.375,830.56298828125,849.9710083007812,849.9710083007812,2531729920,4833313.741751265
2018-02-22,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,812.844970703125,2150370048,4403730.771448568
2018-02-23,811.5850219726562,886.3179931640625,794.791015625,864.1890258789062,864.1890258789062,2334820096,6056724.645449927
2018-02-24,861.593017578125,879.531005859375,818.5499877929688,840.5150146484375,840.5150146484375,1926579968,2912618.7863956126
2018-02-25,839.458984375,853.14599609375,822.3809814453125,844.8099975585938,844.8099975585938,1646960000,2648526.6078223595
2018-02-26,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,869.3150024414062,2044480000,2724111.638161044
2018-02-27,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,878.2650146484375,2053980032,1902887.823212467
2018-02-28,877.9340209960938,890.1079711914062,855.1240234375,855.198974609375,855.198974609375,1963980032,1762018.0337388967
2018-03-01,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,872.2000122070312,1868519936,1924492.7705079252
2018-03-02,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,856.85302734375,1894419968,1775261.287082595
2018-03-03,856.7109985351562,868.4539794921875,855.2069702148438,857.2249755859375,857.2249755859375,1699369984,1279352.0267679917
2018-03-04,856.1859741210938,867.9500122070312,840.280029296875,866.677978515625,866.677978515625,1697939968,1133839.6505355232
2018-03-05,866.8460083007812,869.9199829101562,853.52001953125,853.6840209960938,853.6840209960938,1898489984,1521075.6433398582
2018-03-06,853.8170166015625,853.8170166015625,809.9310302734375,816.9509887695312,816.9509887695312,1943069952,2066946.8863696305
2018-03-07,816.27099609375,825.6069946289062,726.5469970703125,752.8309936523438,752.8309936523438,2175419904,2180206.456675454
2018-03-08,752.5700073242188,773.7670288085938,696.1690063476562,704.5960083007812,704.5960083007812,1891640064,1900728.6813256587
2018-03-09,702.197021484375,729.156005859375,648.1069946289062,728.916015625,728.916015625,2233019904,2124479.76133914
2018-03-10,730.1599731445312,748.031005859375,682.6950073242188,686.8900146484375,686.8900146484375,1532960000,1520231.6985576288
2018-03-11,685.31201171875,735.8309936523438,668.1229858398438,723.3389892578125,723.3389892578125,1562680064,1191938.7212125277
2018-03-12,724.406005859375,742.5139770507812,683.2680053710938,699.8309936523438,699.8309936523438,1764999936,1329946.3541453215
2018-03-13,698.1530151367188,713.7349853515625,682.3499755859375,690.8270263671875,690.8270263671875,1425959936,2661132.744631201
2018-03-14,691.218994140625,702.7839965820312,594.0999755859375,614.291015625,614.291015625,1810560000,2248187.7358813747
2018-03-15,614.8389892578125,620.6160278320312,579.5050048828125,611.3040161132812,611.3040161132812,1770460032,2322770.7293534214
2018-03-16,611.7780151367188,623.1680297851562,587.8619995117188,601.666015625,601.666015625,1417350016,1626236.7728828364
2018-03-17,601.677978515625,609.1510009765625,549.0960083007812,552.7789916992188,552.7789916992188,1267810048,1291456.236166415
2018-03-18,551.6400146484375,551.6400146484375,460.0880126953125,538.6439819335938,538.6439819335938,2685499904,3030383.546610181
2018-03-19,546.6259765625,558.0999755859375,519.1229858398438,556.7260131835938,556.7260131835938,2046790016,2493046.4917020863
2018-03-20,556.7219848632812,567.0900268554688,521.2039794921875,557.1749877929688,557.1749877929688,1833680000,2342459.749035931
2018-03-21,559.0999755859375,589.6069946289062,550.572021484375,561.7319946289062,561.7319946289062,1781270016,1920434.184365778
2018-03-22,562.10302734375,577.5659790039062,523.0889892578125,539.7020263671875,539.7020263671875,1523459968,1941519.65013376
2018-03-23,539.864013671875,540.4869995117188,512.1270141601562,539.6190185546875,539.6190185546875,1596349952,2197252.298334268
2018-03-24,542.572021484375,545.3820190429688,526.0800170898438,526.4390258789062,526.4390258789062,1300009984,1503711.3754813804
2018-03-25,522.7030029296875,535.8209838867188,515.6589965820312,524.2869873046875,524.2869873046875,1151170048,1058269.377380042
2018-03-26,524.2869873046875,526.3790283203125,470.4400024414063,489.9509887695313,489.9509887695313,1638880000,1906532.7432721024
2018-03-27,489.5899963378906,491.4590148925781,449.9710083007813,450.1159973144531,450.1159973144531,1617939968,3341474.900221272
2018-03-28,450.2909851074219,466.21099853515625,444.8609924316406,446.2789916992188,446.2789916992188,1514179968,3061366.6475087493
2018-03-29,448.0750122070313,450.81298828125,385.81298828125,385.9679870605469,385.9679870605469,1970230016,2592946.066638018
2018-03-30,385.9049987792969,409.9289855957031,368.6329956054688,394.6449890136719,394.6449890136719,1878130048,3018523.125561453
2018-03-31,395.0039978027344,418.4679870605469,392.9530029296875,396.4570007324219,396.4570007324219,1323920000,1939130.5376701343
2018-04-01,397.2539978027344,400.5280151367188,363.8049926757813,379.6069946289063,379.6069946289063,1256930048,1441266.3203370534
2018-04-02,379.6990051269531,395.1709899902344,377.5929870605469,386.4249877929688,386.4249877929688,1102259968,1502056.0662480365
2018-04-03,387.31201171875,418.9679870605469,383.5320129394531,416.89300537109375,416.89300537109375,1363399936,1805031.54895622
2018-04-04,416.4849853515625,417.4719848632813,375.30999755859375,380.5429992675781,380.5429992675781,1287730048,1866851.92792066
2018-04-05,379.9469909667969,387.7160034179688,369.8160095214844,383.2319946289063,383.2319946289063,1210680064,1512822.653851711
2018-04-06,382.7309875488281,385.1950073242188,366.9110107421875,370.2850036621094,370.2850036621094,967105984,1520008.654467972
2018-04-07,370.3800048828125,393.0589904785156,369.9360046386719,385.3139953613281,385.3139953613281,951475008,1067682.6493623855
2018-04-08,385.7430114746094,402.5899963378906,385.60198974609375,400.5079956054688,400.5079956054688,948488000,1457316.715952606
2018-04-09,400.8569946289063,429.2510070800781,390.6099853515625,398.5260009765625,398.5260009765625,1478390016,1991772.646968967
2018-04-10,399.4110107421875,415.8880004882813,393.8789978027344,414.2430114746094,414.2430114746094,1196000000,1425403.876696529
2018-04-11,415.0239868164063,430.5400085449219,412.4710083007813,430.5400085449219,430.5400085449219,1439040000,1636397.364791411
2018-04-12,430.1610107421875,493.0580139160156,417.4129943847656,492.9410095214844,492.9410095214844,2519360000,2285884.5490127243
2018-04-13,493.1600036621094,526.469970703125,482.6589965820313,492.7349853515625,492.7349853515625,2419249920,2736807.986002314
2018-04-14,492.5799865722656,512.0239868164062,488.2789916992188,501.4779968261719,501.4779968261719,1519079936,1358436.9560496283
2018-04-15,502.8800048828125,531.7020263671875,502.8800048828125,531.7020263671875,531.7020263671875,1726089984,1172187.782123457
2018-04-16,532.073974609375,534.197021484375,500.25,511.1470031738281,511.1470031738281,1758979968,1491740.4366317906
2018-04-17,511.1449890136719,518.031005859375,502.5639953613281,502.8940124511719,502.8940124511719,1760359936,1662135.7419346687
2018-04-18,503.3089904785156,525.0919799804688,503.0450134277344,524.7890014648438,524.7890014648438,1762940032,1806470.5894170976
2018-04-19,524.0380249023438,567.8889770507812,523.2620239257812,567.8889770507812,567.8889770507812,2256869888,1969502.1085033645
2018-04-20,567.989013671875,618.7150268554688,560.2830200195312,615.718017578125,615.718017578125,2849469952,2520748.2961328696
2018-04-21,616.0040283203125,621.8880004882812,578.5499877929688,605.39501953125,605.39501953125,2612460032,2074144.8697123032
2018-04-22,606.1190185546875,640.7670288085938,593.8690185546875,621.8599853515625,621.8599853515625,2426269952,1448008.083080883
2018-04-23,621.198974609375,646.7000122070312,621.0349731445312,642.5479736328125,642.5479736328125,2386830080,2740151.8948649326
2018-04-24,643.3980102539062,708.875,643.3980102539062,708.1580200195312,708.1580200195312,3581860096,4249965.542941219
2018-04-25,707.06201171875,707.06201171875,600.2119750976562,615.416015625,615.416015625,4216140032,2766179.6591971386
2018-04-26,618.0789794921875,663.1810302734375,604.0070190429688,662.8090209960938,662.8090209960938,2984009984,2410125.965885184
2018-04-27,662.1090087890625,684.8679809570312,647.031982421875,647.031982421875,647.031982421875,2598129920,2370284.197929891
2018-04-28,644.64599609375,691.4420166015625,644.64599609375,683.677978515625,683.677978515625,2496659968,1999329.4956066536
2018-04-29,683.9119873046875,697.7559814453125,670.5130004882812,688.8809814453125,688.8809814453125,2740559872,1857817.8635549224
2018-04-30,689.760986328125,694.4390258789062,666.1170043945312,669.9240112304688,669.9240112304688,2853100032,1908863.1778882104
2018-05-01,670.4630126953125,674.4030151367188,637.5399780273438,673.6129760742188,673.6129760742188,2678960128,2168156.658570975
2018-05-02,674.0750122070312,688.8419799804688,667.4199829101562,687.1489868164062,687.1489868164062,2822269952,2749572.5550047937
2018-05-03,686.5910034179688,784.3410034179688,686.5910034179688,779.5430297851562,779.5430297851562,4210939904,2933875.264692956
2018-05-04,776.7750244140625,803.7459716796875,762.6320190429688,785.6240234375,785.6240234375,3533410048,2839558.4529936914
2018-05-05,784.5830078125,827.4550170898438,784.2369995117188,816.1199951171875,816.1199951171875,3035040000,2157716.7520248336
2018-05-06,816.0880126953125,835.0570068359375,764.8829956054688,792.3109741210938,792.3109741210938,3105570048,1684490.5528063597
2018-05-07,793.3389892578125,795.7579956054688,710.177978515625,753.7249755859375,753.7249755859375,4316120064,3735852.965221095
2018-05-08,755.0089721679688,774.2490234375,728.1290283203125,752.8569946289062,752.8569946289062,2920489984,2547743.9104809696
2018-05-09,752.9019775390625,759.5289916992188,718.4719848632812,752.2750244140625,752.2750244140625,2877870080,2293609.484144361
2018-05-10,752.5789794921875,766.7479858398438,726.6640014648438,727.2769775390625,727.2769775390625,2748950016,2617762.8742340966
2018-05-11,727.0130004882812,736.9769897460938,669.8250122070312,679.5859985351562,679.5859985351562,3290080000,2490940.83479696
2018-05-12,679.8770141601562,691.4110107421875,644.0659790039062,686.0479736328125,686.0479736328125,2668480000,1848506.229337949
2018-05-13,687.1749877929688,741.31201171875,675.3189697265625,733.4959716796875,733.4959716796875,2362500096,1390012.5783691553
2018-05-14,732.7329711914062,742.1699829101562,695.7919921875,730.5490112304688,730.5490112304688,3005110016,2607881.761384251
2018-05-15,731.1430053710938,739.052001953125,700.9949951171875,708.8709716796875,708.8709716796875,2523069952,2210093.010379154
2018-05-16,708.0869750976562,710.2000122070312,682.541015625,707.0499877929688,707.0499877929688,2476130048,1902109.0516698093
2018-05-17,708.718017578125,718.8330078125,668.833984375,672.656982421875,672.656982421875,2350619904,1879845.5446776191
2018-05-18,672.1019897460938,695.031005859375,663.8090209960938,694.3670043945312,694.3670043945312,2305740032,1912610.9624168049
2018-05-19,695.072021484375,715.5780029296875,686.791015625,696.530029296875,696.530029296875,2021549952,1384795.4498570724
2018-05-20,697.9229736328125,723.7529907226562,692.6690063476562,715.3690185546875,715.3690185546875,2156910080,1363685.6521846815
2018-05-21,717.1929931640625,719.2780151367188,692.4940185546875,699.2219848632812,699.2219848632812,2005170048,1701465.7356103929
2018-05-22,700.177978515625,700.9760131835938,644.0260009765625,647.7410278320312,647.7410278320312,2230469888,2371536.602708284
2018-05-23,646.6699829101562,651.635986328125,572.9520263671875,583.5850219726562,583.5850219726562,2995429888,2669307.9611070715
2018-05-24,584.5360107421875,610.8179931640625,557.2059936523438,601.7550048828125,601.7550048828125,2791099904,3275010.7798774573
2018-05-25,602.1400146484375,617.1859741210938,575.6240234375,586.7340087890625,586.7340087890625,2110919936,2030725.270567458
2018-05-26,587.426025390625,606.1749877929688,583.5120239257812,587.280029296875,587.280029296875,1694300032,1656445.4568160214
2018-05-27,588.52001953125,590.3280029296875,562.8660278320312,572.6680297851562,572.6680297851562,1788790016,1467773.2471330988
2018-05-28,573.0449829101562,576.0490112304688,512.552001953125,516.0360107421875,516.0360107421875,2356900096,3702176.851521642
2018-05-29,516.1480102539062,572.2639770507812,516.1480102539062,565.3880004882812,565.3880004882812,2330820096,2625810.9343674663
2018-05-30,566.8300170898438,583.135986328125,545.4310302734375,559.5900268554688,559.5900268554688,2053970048,2626216.316626587
2018-05-31,558.4970092773438,585.5380249023438,557.0659790039062,577.64501953125,577.64501953125,1985040000,2461965.819495004
2018-06-01,578.6719970703125,589.093017578125,567.6649780273438,580.0430297851562,580.0430297851562,1945890048,3246124.619599452
2018-06-02,580.4290161132812,597.0770263671875,577.322021484375,591.8079833984375,591.8079833984375,1880390016,1618628.8698595816
2018-06-03,591.2589721679688,624.5130004882812,591.2589721679688,618.3289794921875,618.3289794921875,1832550016,1230922.328657168
2018-06-04,619.43701171875,623.4290161132812,583.7470092773438,592.9849853515625,592.9849853515625,1903430016,2038943.4319977893
2018-06-05,593.406005859375,611.3300170898438,580.9819946289062,609.302978515625,609.302978515625,1844269952,2208604.555678896
2018-06-06,610.2620239257812,611.6430053710938,596.39599609375,607.1240234375,607.1240234375,1756530048,2458911.1486601024
2018-06-07,607.68701171875,616.1439819335938,601.6929931640625,605.18701171875,605.18701171875,1880140032,2324117.303749709
2018-06-08,605.4429931640625,608.8109741210938,595.593017578125,601.0770263671875,601.0770263671875,1637779968,2582759.9088910604
2018-06-09,600.905029296875,608.5830078125,597.56201171875,597.56201171875,597.56201171875,1519309952,1427300.3314443915
2018-06-10,594.344970703125,594.344970703125,511.8890075683594,526.47900390625,526.47900390625,2234880000,1743394.8839592375
2018-06-11,524.8569946289062,536.8579711914062,515.2689819335938,533.2839965820312,533.2839965820312,1982119936,2429560.239461375
2018-06-12,532.7100219726562,538.9550170898438,491.2349853515625,496.8429870605469,496.8429870605469,1932760064,2259693.698251724
2018-06-13,498.01800537109375,501.9049987792969,459.0039978027344,477.4939880371094,477.4939880371094,2080130048,4472179.39615657
2018-06-14,478.3810119628906,523.5449829101562,467.4660034179688,519.7420043945312,519.7420043945312,2458650112,4763875.783477853
2018-06-15,520.47998046875,521.3049926757812,487.468994140625,491.0039978027344,491.0039978027344,1808269952,4355837.974479323
2018-06-16,490.41400146484375,503.2229919433594,488.85101318359375,499.6419982910156,499.6419982910156,1314109952,2291097.4560670136
2018-06-17,499.4599914550781,507.6409912109375,498.6480102539063,500.447998046875,500.447998046875,1264870016,1186542.9592996717
2018-06-18,499.3829956054688,521.7960205078125,494.0660095214844,518.8909912109375,518.8909912109375,1513869952,1656162.594900709
2018-06-19,519.0230102539062,542.35302734375,516.31201171875,537.9569702148438,537.9569702148438,1726569984,1974902.072612343
2018-06-20,538.5059814453125,541.0150146484375,519.3690185546875,536.2680053710938,536.2680053710938,1596290048,2221849.1287072403
2018-06-21,536.447021484375,543.7169799804688,524.2589721679688,527.3670043945312,527.3670043945312,1462070016,2005603.2376255367
2018-06-22,527.1939697265625,527.1939697265625,456.87701416015625,465.8169860839844,465.8169860839844,2226030080,2521986.5892076204
2018-06-23,466.2739868164063,479.1289978027344,462.39300537109375,474.5199890136719,474.5199890136719,1651379968,1723192.122151519
2018-06-24,474.76800537109375,475.3590087890625,426.468994140625,457.6719970703125,457.6719970703125,2490579968,1835453.772262948
2018-06-25,455.9360046386719,470.343994140625,448.89599609375,460.30999755859375,460.30999755859375,4007950080,2459838.6580453
2018-06-26,460.7330017089844,461.2130126953125,432.7720031738281,432.7720031738281,432.7720031738281,1356560000,2665334.3743518502
2018-06-27,432.2439880371094,444.2430114746094,424.8389892578125,442.364990234375,442.364990234375,1368940032,2210994.788723651
2018-06-28,442.2900085449219,443.6180114746094,419.6830139160156,422.364990234375,422.364990234375,1360790016,1790366.3442464562
2018-06-29,422.5870056152344,441.7929992675781,407.9469909667969,436.0090026855469,436.0090026855469,1564499968,2280019.553304021
2018-06-30,436.2090148925781,458.7969970703125,436.2090148925781,455.1799926757813,455.1799926757813,1475939968,1660913.7180936206
