Time,BTC total supply,Price
2013-03-30,1.09694E7,92.2521875764
2013-03-31,1.09735E7,96.1491459096
2013-04-01,1.097885E7,104.70599999999999
2013-04-02,1.098305E7,115.803181554
2013-04-03,1.09878E7,132.54567795
2013-04-04,1.099185E7,134.94032495599998
2013-04-05,1.099545E7,141.78941638999999
2013-04-06,1.0999525E7,141.0
2013-04-07,1.10035E7,164.96912500000002
2013-04-08,1.1007825E7,185.21723709000003
2013-04-09,1.101215E7,229.47235258199998
2013-04-10,1.1016525E7,160.082621718
2013-04-11,1.1020825E7,81.2033201272
2013-04-12,1.10251E7,108.311396838
2013-04-13,1.1029075E7,92.8058935256
2013-04-14,1.10332E7,91.11
2013-04-15,1.1037E7,74.0
2013-04-16,1.1041675E7,67.9798189258
2013-04-17,1.10459E7,89.88799999999999
2013-04-18,1.104995E7,109.05463468
2013-04-19,1.10529E7,117.86900352799998
2013-04-20,1.10567E7,126.363163676
2013-04-21,1.1061025E7,117.612451752
2013-04-22,1.106505E7,123.944
2013-04-23,1.1069075E7,137.034
2013-04-24,1.107335E7,149.4
2013-04-25,1.1077275E7,141.892
2013-04-26,1.1081775E7,137.32
2013-04-27,1.108575E7,128.749986266
2013-04-28,1.108975E7,135.288855642
2013-04-29,1.1094275E7,143.29557655399998
2013-04-30,1.1098175E7,139.584
2013-05-01,1.110185E7,116.75
2013-05-02,1.110525E7,106.435208518
2013-05-03,1.1108875E7,97.959073549
2013-05-04,1.1112725E7,112.830658892
2013-05-05,1.11165E7,116.829559784
2013-05-06,1.1120775E7,112.5799
2013-05-07,1.11251E7,110.939616114
2013-05-08,1.1129125E7,113.50619419
2013-05-09,1.113335E7,111.644
2013-05-10,1.113755E7,117.882657834
2013-05-11,1.11419E7,115.39099999999999
2013-05-12,1.1146325E7,114.5
2013-05-13,1.11506E7,115.928315862
2013-05-14,1.11546E7,107.06204360199999
2013-05-15,1.115815E7,108.59263393400002
2013-05-16,1.11619E7,113.320324916
2013-05-17,1.116575E7,117.45716305199998
2013-05-18,1.1169475E7,118.4838
2013-05-19,1.11734E7,116.38
2013-05-20,1.1176775E7,117.599041804
2013-05-21,1.11806E7,117.348
2013-05-22,1.11846E7,119.07552183600001
2013-05-23,1.118865E7,123.83527744400001
2013-05-24,1.119285E7,128.66391794400002
2013-05-25,1.119705E7,128.88057261
2013-05-26,1.1201025E7,130.002080756
2013-05-27,1.1205425E7,126.247715494
2013-05-28,1.12094E7,125.8736908
2013-05-29,1.1213675E7,130.25148722199998
2013-05-30,1.1217775E7,126.96199999999999
2013-05-31,1.12225E7,127.88138951199998
2013-06-01,1.1227225E7,128.737533108
2013-06-02,1.123225E7,122.34617757000001
2013-06-03,1.12376E7,123.15253922
2013-06-04,1.12428E7,120.321727896
2013-06-05,1.1248E7,121.19039534999999
2013-06-06,1.1252525E7,118.81145690400001
2013-06-07,1.12564E7,110.31002074400001
2013-06-08,1.126055E7,109.12055701599999
2013-06-09,1.126495E7,99.6530898088
2013-06-10,1.12695E7,104.314550266
2013-06-11,1.12736E7,107.362
2013-06-12,1.1278525E7,106.01216110199998
2013-06-13,1.1283525E7,102.075927028
2013-06-14,1.128785E7,99.22391874860003
2013-06-15,1.129205E7,99.701081323
2013-06-16,1.1296975E7,98.9963649952
2013-06-17,1.1300775E7,100.0
2013-06-18,1.1304675E7,104.21250556
2013-06-19,1.130755E7,105.2384867
2013-06-20,1.131135E7,102.995886484
2013-06-21,1.1315475E7,101.578550412
2013-06-22,1.131985E7,100.0
2013-06-23,1.13241E7,100.41
2013-06-24,1.1328025E7,99.1983071558
2013-06-25,1.133175E7,102.08999634
2013-06-26,1.13363E7,103.32933044
2013-06-27,1.1340175E7,104.0
2013-06-28,1.1344525E7,101.73677826
2013-06-29,1.1348625E7,94.66000366
2013-06-30,1.1352875E7,94.99900055
2013-07-01,1.1356675E7,97.51000214
2013-07-02,1.13604E7,88.05000305
2013-07-03,1.1364825E7,90.40502167
2013-07-04,1.13691E7,78.88999939
2013-07-05,1.1373575E7,79.98999786
2013-07-06,1.1378175E7,68.50502014
2013-07-07,1.13828E7,68.74900055
2013-07-08,1.1387575E7,76.49999237
2013-07-09,1.1392525E7,76.00003052
2013-07-10,1.139685E7,76.72000122
2013-07-11,1.14017E7,88.0
2013-07-12,1.140575E7,88.97901154
2013-07-13,1.1409425E7,93.98993683
2013-07-14,1.141365E7,98.69999695
2013-07-15,1.1417825E7,93.60500336
2013-07-16,1.1422125E7,98.89028168
2013-07-17,1.1426375E7,96.70999908
2013-07-18,1.1430575E7,98.50000763
2013-07-19,1.1434875E7,90.06889343
2013-07-20,1.1439575E7,92.0
2013-07-21,1.1444075E7,89.82138062
2013-07-22,1.1448825E7,91.9980011
2013-07-23,1.1452575E7,91.60001373
2013-07-24,1.1456075E7,95.55850983
2013-07-25,1.14597E7,94.50501251
2013-07-26,1.14641E7,96.94999695
2013-07-27,1.1468375E7,96.02014923
2013-07-28,1.1472725E7,94.40000153
2013-07-29,1.147685E7,98.60001373
2013-07-30,1.14815E7,101.48899078
2013-07-31,1.14864E7,107.94998932
2013-08-01,1.1491125E7,106.21260834
2013-08-02,1.149595E7,104.85566711
2013-08-03,1.1500525E7,104.50102234
2013-08-04,1.15045E7,104.94999695
2013-08-05,1.15095E7,105.12000275
2013-08-06,1.151385E7,106.72000885
2013-08-07,1.1518525E7,106.75
2013-08-08,1.152355E7,106.75
2013-08-09,1.152865E7,103.06999969
2013-08-10,1.1533675E7,102.80000305
2013-08-11,1.1539025E7,102.99999237
2013-08-12,1.15449E7,105.0
2013-08-13,1.15494E7,106.9899826
2013-08-14,1.155355E7,109.55500031
2013-08-15,1.1557775E7,112.5620575
2013-08-16,1.156195E7,109.99497223
2013-08-17,1.156665E7,108.99437714
2013-08-18,1.15715E7,112.75
2013-08-19,1.15761E7,113.37999725
2013-08-20,1.1580425E7,119.0
2013-08-21,1.158565E7,121.21005249
2013-08-22,1.1590825E7,123.30001831
2013-08-23,1.1596075E7,121.99992371
2013-08-24,1.1600625E7,118.51003265
2013-08-25,1.160455E7,119.60254669
2013-08-26,1.16085E7,122.11102295
2013-08-27,1.1612775E7,120.06999969
2013-08-28,1.1617025E7,126.48000336
2013-08-29,1.1621875E7,122.62000275
2013-08-30,1.1626775E7,122.34999847
2013-08-31,1.163215E7,133.08999634
2013-09-01,1.16377E7,135.13999939
2013-09-02,1.1643525E7,138.63000488
2013-09-03,1.1647975E7,135.61000061
2013-09-04,1.1652675E7,136.52999878
2013-09-05,1.1656725E7,126.76000214
2013-09-06,1.166155E7,126.48999786
2013-09-07,1.166545E7,118.88999939
2013-09-08,1.1669225E7,124.12999725
2013-09-09,1.1674025E7,121.86000061
2013-09-10,1.1678725E7,127.26999664
2013-09-11,1.16836E7,125.88999939
2013-09-12,1.16889E7,135.55000305
2013-09-13,1.1694075E7,132.83000183
2013-09-14,1.169945E7,135.00999451
2013-09-15,1.170425E7,129.3999939
2013-09-16,1.1708625E7,130.86000061
2013-09-17,1.1712925E7,131.58999634
2013-09-18,1.1716575E7,131.71000671
2013-09-19,1.1721525E7,131.36999512
2013-09-20,1.17261E7,129.69999695
2013-09-21,1.1730725E7,126.94999695
2013-09-22,1.1735975E7,127.87000275
2013-09-23,1.174165E7,128.97999573
2013-09-24,1.17467E7,126.05000305
2013-09-25,1.1752025E7,127.37999725
2013-09-26,1.1756275E7,128.21000671
2013-09-27,1.17607E7,128.94000244
2013-09-28,1.176485E7,133.77000427
2013-09-29,1.1769175E7,134.8999939
2013-09-30,1.1773225E7,137.1499939
2013-10-01,1.17782E7,132.67999268
2013-10-02,1.17825E7,132.05000305
2013-10-03,1.17875E7,114.44999695
2013-10-04,1.1792125E7,123.41000366
2013-10-05,1.179725E7,128.63000488
2013-10-06,1.1802325E7,128.36000061
2013-10-07,1.1806325E7,129.42999268
2013-10-08,1.1810225E7,126.73999786
2013-10-09,1.181475E7,125.84999847
2013-10-10,1.18196E7,130.66999817
2013-10-11,1.1824075E7,130.75
2013-10-12,1.182885E7,130.8999939
2013-10-13,1.18346E7,135.19000244
2013-10-14,1.1840625E7,139.27000427
2013-10-15,1.184705E7,140.77000427
2013-10-16,1.1853025E7,145.6499939
2013-10-17,1.18573E7,142.41000366
2013-10-18,1.1861525E7,146.36999512
2013-10-19,1.1867075E7,155.91000366
2013-10-20,1.1872525E7,171.66000366
2013-10-21,1.1877375E7,174.80000305
2013-10-22,1.1883725E7,182.6499939
2013-10-23,1.1888925E7,193.36000061
2013-10-24,1.189415E7,214.30000305
2013-10-25,1.189995E7,197.69000244
2013-10-26,1.19054E7,187.44999695
2013-10-27,1.1909775E7,176.6000061
2013-10-28,1.1914225E7,196.21000671
2013-10-29,1.19181E7,198.55000305
2013-10-30,1.1922825E7,204.38999939
2013-10-31,1.1928025E7,199.83000183
2013-11-01,1.19329E7,203.8999939
2013-11-02,1.1938275E7,205.80999756
2013-11-03,1.1943275E7,205.99000549
2013-11-04,1.19482E7,214.66000366
2013-11-05,1.1952525E7,229.21000671
2013-11-06,1.1956475E7,244.77999878
2013-11-07,1.19604E7,261.67999268
2013-11-08,1.19639E7,297.8500061
2013-11-09,1.19673E7,338.57998657
2013-11-10,1.1971525E7,348.82000732
2013-11-11,1.19764E7,325.41000366
2013-11-12,1.198115E7,343.05999756
2013-11-13,1.198585E7,360.97000122
2013-11-14,1.198995E7,406.41000366
2013-11-15,1.1994E7,419.41000366
2013-11-16,1.19989E7,417.27999878
2013-11-17,1.2003775E7,440.95999146
2013-11-18,1.20079E7,496.57998657
2013-11-19,1.2011675E7,712.76000977
2013-11-20,1.2015975E7,577.97998047
2013-11-21,1.20196E7,594.32000732
2013-11-22,1.202365E7,724.07000732
2013-11-23,1.2027925E7,771.70001221
2013-11-24,1.2032025E7,795.63000488
2013-11-25,1.2036475E7,773.02001953
2013-11-26,1.2040725E7,805.72998047
2013-11-27,1.204465E7,923.84997559
2013-11-28,1.2049325E7,1003.38000488
2013-11-29,1.20539E7,1042.01000977
2013-11-30,1.2057825E7,1129.36999512
2013-12-01,1.20627E7,1128.92004395
2013-12-02,1.206705E7,951.41998291
2013-12-03,1.20717E7,1046.40002441
2013-12-04,1.2076225E7,1077.57995605
2013-12-05,1.20805E7,1152.72998047
2013-12-06,1.20855E7,1042.38000488
2013-12-07,1.2090425E7,835.32000732
2013-12-08,1.209475E7,697.30999756
2013-12-09,1.20997E7,793.79998779
2013-12-10,1.2104675E7,892.32000732
2013-12-11,1.2108825E7,989.07000732
2013-12-12,1.211295E7,882.7800293
2013-12-13,1.2117125E7,874.97998047
2013-12-14,1.2121825E7,899.84997559
2013-12-15,1.2126625E7,875.28997803
2013-12-16,1.213125E7,880.33001709
2013-12-17,1.2136075E7,706.36999512
2013-12-18,1.21414E7,678.20001221
2013-12-19,1.214685E7,519.05999756
2013-12-20,1.21519E7,694.2199707
2013-12-21,1.2155975E7,619.90002441
2013-12-22,1.2159975E7,601.7800293
2013-12-23,1.2164075E7,613.05999756
2013-12-24,1.216845E7,672.35998535
2013-12-25,1.217265E7,666.30999756
2013-12-26,1.217685E7,683.94000244
2013-12-27,1.218145E7,763.2800293
2013-12-28,1.218555E7,737.97998047
2013-12-29,1.21894E7,728.04998779
2013-12-30,1.21941E7,741.34997559
2013-12-31,1.2198425E7,760.32000732
2014-01-01,1.2203375E7,754.9699707
2014-01-02,1.22072E7,773.44000244
2014-01-03,1.22112E7,802.84997559
2014-01-04,1.221495E7,823.27001953
2014-01-05,1.2219225E7,858.54998779
2014-01-06,1.222385E7,936.04998779
2014-01-07,1.222835E7,946.48999023
2014-01-08,1.2233275E7,795.98999023
2014-01-09,1.223785E7,841.4699707
2014-01-10,1.224285E7,846.69000244
2014-01-11,1.22481E7,867.32000732
2014-01-12,1.2252725E7,919.59997559
2014-01-13,1.2257775E7,860.19000244
2014-01-14,1.22618E7,843.16998291
2014-01-15,1.2266125E7,833.11999512
2014-01-16,1.2270925E7,860.28997803
2014-01-17,1.2274975E7,834.48999023
2014-01-18,1.2279025E7,816.07000732
2014-01-19,1.228345E7,839.65997314
2014-01-20,1.228805E7,871.39001465
2014-01-21,1.22925E7,869.65002441
2014-01-22,1.2297125E7,867.21002197
2014-01-23,1.230165E7,845.46002197
2014-01-24,1.230645E7,822.42999268
2014-01-25,1.231045E7,796.23999023
2014-01-26,1.2314375E7,853.67999268
2014-01-27,1.2318425E7,884.59997559
2014-01-28,1.2322625E7,774.02001953
2014-01-29,1.23266E7,809.96002197
2014-01-30,1.233055E7,826.02001953
2014-01-31,1.233505E7,818.42999268
2014-02-01,1.2339975E7,828.60998535
2014-02-02,1.23444E7,832.90002441
2014-02-03,1.23493E7,824.08001709
2014-02-04,1.23535E7,823.77001953
2014-02-05,1.2357875E7,829.96002197
2014-02-06,1.236205E7,815.59002686
2014-02-07,1.2366075E7,783.20001221
2014-02-08,1.2370525E7,699.57000732
2014-02-09,1.23745E7,671.46002197
2014-02-10,1.2378275E7,681.32000732
2014-02-11,1.238245E7,683.5
2014-02-12,1.238645E7,672.38000488
2014-02-13,1.23911E7,651.08001709
2014-02-14,1.239565E7,601.16998291
2014-02-15,1.2400325E7,660.90002441
2014-02-16,1.24051E7,651.29998779
2014-02-17,1.2409225E7,614.22998047
2014-02-18,1.2413475E7,627.15997314
2014-02-19,1.241815E7,625.9699707
2014-02-20,1.242255E7,623.09002686
2014-02-21,1.242675E7,556.88000488
2014-02-22,1.243065E7,574.23999023
2014-02-23,1.2435225E7,606.4699707
2014-02-24,1.2439825E7,606.03997803
2014-02-25,1.244405E7,540.23999023
2014-02-26,1.244855E7,537.03997803
2014-02-27,1.245325E7,581.65002441
2014-02-28,1.2457825E7,579.70001221
2014-03-01,1.2461575E7,549.91998291
2014-03-02,1.24652E7,567.22998047
2014-03-03,1.2468875E7,562.55999756
2014-03-04,1.24723E7,668.23999023
2014-03-05,1.2476375E7,666.23999023
2014-03-06,1.24803E7,664.52001953
2014-03-07,1.248465E7,664.30999756
2014-03-08,1.2488925E7,629.65997314
2014-03-09,1.249305E7,616.30999756
2014-03-10,1.24972E7,636.33001709
2014-03-11,1.250145E7,627.95001221
2014-03-12,1.2505625E7,631.90997314
2014-03-13,1.250995E7,633.61999512
2014-03-14,1.251335E7,638.14001465
2014-03-15,1.25177E7,629.36999512
2014-03-16,1.2521475E7,636.5
2014-03-17,1.2526225E7,630.91998291
2014-03-18,1.2529825E7,621.83776855
2014-03-19,1.253365E7,613.89556885
2014-03-20,1.2537725E7,609.74468994
2014-03-21,1.25422E7,588.29351807
2014-03-22,1.254665E7,571.17962646
2014-03-23,1.255175E7,565.76409912
2014-03-24,1.255665E7,562.50714111
2014-03-25,1.2560525E7,585.0255127
2014-03-26,1.2564625E7,583.48187256
2014-03-27,1.2568575E7,580.25689697
2014-03-28,1.2573275E7,477.14260864
2014-03-29,1.2577325E7,501.71340942
2014-03-30,1.2581275E7,492.37179565
2014-03-31,1.2585425E7,462.29919434
2014-04-01,1.259E7,457.00015259
2014-04-02,1.25945E7,479.13693237
2014-04-03,1.2599625E7,436.44403076
2014-04-04,1.26047E7,445.66403198
2014-04-05,1.260925E7,446.67510986
2014-04-06,1.26129E7,463.39666748
2014-04-07,1.2616525E7,461.47418213
2014-04-08,1.2620175E7,447.6126709
2014-04-09,1.26241E7,453.17669678
2014-04-10,1.26283E7,442.25579834
2014-04-11,1.2632025E7,363.71020508
2014-04-12,1.26361E7,420.88897705
2014-04-13,1.2640975E7,421.46069336
2014-04-14,1.264555E7,414.82769775
2014-04-15,1.2650375E7,458.37329102
2014-04-16,1.26542E7,522.18511963
2014-04-17,1.2658575E7,529.0670166
2014-04-18,1.26624E7,495.79812622
2014-04-19,1.26664E7,479.581604
2014-04-20,1.2670825E7,501.75119019
2014-04-21,1.2675125E7,497.73852539
2014-04-22,1.26791E7,495.4548645
2014-04-23,1.268335E7,488.35913086
2014-04-24,1.26874E7,490.82461548
2014-04-25,1.26913E7,500.08691406
2014-04-26,1.2695675E7,461.70489502
2014-04-27,1.269975E7,457.24227905
2014-04-28,1.2703975E7,430.71578979
2014-04-29,1.2707725E7,439.98284912
2014-04-30,1.2711625E7,446.89031982
2014-05-01,1.2715675E7,447.63256836
2014-05-02,1.272E7,457.36355591
2014-05-03,1.2723725E7,449.40283203
2014-05-04,1.2727325E7,438.5166626
2014-05-05,1.273055E7,434.78164673
2014-05-06,1.2735125E7,433.36395264
2014-05-07,1.2739175E7,429.34109497
2014-05-08,1.2743325E7,438.67941284
2014-05-09,1.27473E7,440.17807007
2014-05-10,1.275175E7,450.45626831
2014-05-11,1.2756025E7,453.9197998
2014-05-12,1.275975E7,438.30310059
2014-05-13,1.27642E7,441.53051758
2014-05-14,1.27679E7,440.59158325
2014-05-15,1.2772075E7,444.13607788
2014-05-16,1.2776475E7,447.38644409
2014-05-17,1.2781175E7,448.11712646
2014-05-18,1.2784975E7,448.70065308
2014-05-19,1.278935E7,446.07601929
2014-05-20,1.2793875E7,446.3046875
2014-05-21,1.279815E7,485.80026245
2014-05-22,1.280255E7,492.04882813
2014-05-23,1.2806475E7,525.71508789
2014-05-24,1.28107E7,521.05072021
2014-05-25,1.28145E7,525.22790527
2014-05-26,1.2818625E7,571.39306641
2014-05-27,1.2821975E7,582.58843994
2014-05-28,1.2826225E7,571.91455078
2014-05-29,1.2829625E7,576.32983398
2014-05-30,1.283365E7,568.17687988
2014-05-31,1.2837425E7,615.68731689
2014-06-01,1.2841825E7,623.69335938
2014-06-02,1.28463E7,629.64453125
2014-06-03,1.2851025E7,660.55047607
2014-06-04,1.2855625E7,666.77429199
2014-06-05,1.2859325E7,641.07183838
2014-06-06,1.2863075E7,659.28271484
2014-06-07,1.2866825E7,653.52154541
2014-06-08,1.2870575E7,654.99389648
2014-06-09,1.2873875E7,655.64019775
2014-06-10,1.2878275E7,650.04150391
2014-06-11,1.2881975E7,653.18804932
2014-06-12,1.288605E7,633.42767334
2014-06-13,1.2889975E7,585.69586182
2014-06-14,1.2894525E7,600.74560547
2014-06-15,1.28991E7,575.92779541
2014-06-16,1.2903975E7,592.64886475
2014-06-17,1.2908625E7,591.58551025
2014-06-18,1.2912975E7,609.76702881
2014-06-19,1.29168E7,608.07019043
2014-06-20,1.2921175E7,597.40228271
2014-06-21,1.29259E7,593.67834473
2014-06-22,1.29309E7,595.90368652
2014-06-23,1.29349E7,602.16052246
2014-06-24,1.29397E7,593.96990967
2014-06-25,1.2944375E7,581.80926514
2014-06-26,1.2948675E7,566.13684082
2014-06-27,1.2953225E7,581.29675293
2014-06-28,1.2958075E7,597.26104736
2014-06-29,1.2962275E7,596.33184814
2014-06-30,1.2965625E7,602.61950684
2014-07-01,1.29691E7,641.39080811
2014-07-02,1.2972575E7,641.03741455
2014-07-03,1.29758E7,650.769104
2014-07-04,1.29798E7,645.15582275
2014-07-05,1.298375E7,629.95092773
2014-07-06,1.2987325E7,631.7722168
2014-07-07,1.2990875E7,635.4631958
2014-07-08,1.29949E7,622.57049561
2014-07-09,1.2998675E7,624.50933838
2014-07-10,1.3002675E7,616.76226807
2014-07-11,1.3006475E7,632.00341797
2014-07-12,1.30106E7,633.71331787
2014-07-13,1.301435E7,626.49682617
2014-07-14,1.3017825E7,619.31512451
2014-07-15,1.30215E7,621.58648682
2014-07-16,1.30256E7,616.79962158
2014-07-17,1.3029625E7,623.08886719
2014-07-18,1.3033725E7,628.77923584
2014-07-19,1.3038175E7,628.51507568
2014-07-20,1.30424E7,623.90026855
2014-07-21,1.3046075E7,622.21069336
2014-07-22,1.30497E7,621.55078125
2014-07-23,1.30534E7,619.41503906
2014-07-24,1.30571E7,601.73260498
2014-07-25,1.3060975E7,601.08898926
2014-07-26,1.3064475E7,595.81329346
2014-07-27,1.306845E7,593.85162354
2014-07-28,1.3071925E7,585.69061279
2014-07-29,1.3075575E7,584.72454834
2014-07-30,1.3079825E7,567.29260254
2014-07-31,1.3083875E7,586.23455811
2014-08-01,1.3087675E7,594.91558838
2014-08-02,1.309175E7,589.33312988
2014-08-03,1.3095675E7,586.66644287
2014-08-04,1.30992E7,588.78210449
2014-08-05,1.31024E7,585.43579102
2014-08-06,1.310615E7,584.65338135
2014-08-07,1.3110225E7,588.86920166
2014-08-08,1.311415E7,592.57739258
2014-08-09,1.31186E7,589.371521
2014-08-10,1.312285E7,591.06140137
2014-08-11,1.3127225E7,576.36767578
2014-08-12,1.3131975E7,569.64154053
2014-08-13,1.3136075E7,546.65820313
2014-08-14,1.31401E7,505.97387695
2014-08-15,1.31443E7,497.009552
2014-08-16,1.31485E7,519.70831299
2014-08-17,1.31526E7,491.79501343
2014-08-18,1.3156975E7,461.45953369
2014-08-19,1.3162275E7,485.24514771
2014-08-20,1.31662E7,511.97961426
2014-08-21,1.317035E7,517.23693848
2014-08-22,1.31745E7,514.04272461
2014-08-23,1.31783E7,498.07531738
2014-08-24,1.318245E7,508.28552246
2014-08-25,1.31858E7,502.49649048
2014-08-26,1.3189725E7,511.57049561
2014-08-27,1.3193775E7,511.15319824
2014-08-28,1.319835E7,507.81472778
2014-08-29,1.320255E7,508.51690674
2014-08-30,1.32068E7,504.24905396
2014-08-31,1.3211625E7,477.76324463
2014-09-01,1.3215525E7,474.87908936
2014-09-02,1.321915E7,477.42559814
2014-09-03,1.32229E7,477.58648682
2014-09-04,1.322725E7,489.65997314
2014-09-05,1.3231175E7,483.34185791
2014-09-06,1.3235175E7,484.82965088
2014-09-07,1.323925E7,482.27807617
2014-09-08,1.3243175E7,474.60012817
2014-09-09,1.3246525E7,475.26022339
2014-09-10,1.3250425E7,479.35925293
2014-09-11,1.32542E7,479.74880981
2014-09-12,1.32584E7,477.75259399
2014-09-13,1.3262825E7,479.00216675
2014-09-14,1.3266975E7,477.8916626
2014-09-15,1.3270825E7,475.37091064
2014-09-16,1.327485E7,466.05715942
2014-09-17,1.32796E7,457.3338623
2014-09-18,1.3284225E7,424.43969727
2014-09-19,1.328845E7,394.79568481
2014-09-20,1.3292725E7,408.9041748
2014-09-21,1.32969E7,398.82122803
2014-09-22,1.330105E7,402.15155029
2014-09-23,1.3304825E7,435.79089355
2014-09-24,1.3309025E7,423.20471191
2014-09-25,1.3313025E7,411.57388306
2014-09-26,1.3316825E7,404.42529297
2014-09-27,1.33199E7,399.5201416
2014-09-28,1.3323475E7,377.18121338
2014-09-29,1.3326875E7,375.46694946
2014-09-30,1.333065E7,386.94403076
2014-10-01,1.3334375E7,383.61453247
2014-10-02,1.3337925E7,375.07192993
2014-10-03,1.33413E7,359.51235962
2014-10-04,1.3345075E7,328.8659668
2014-10-05,1.3349625E7,320.51019287
2014-10-06,1.3353425E7,330.07897949
2014-10-07,1.3357375E7,336.1867981
2014-10-08,1.3360575E7,352.93991089
2014-10-09,1.3364E7,365.02572632
2014-10-10,1.336795E7,361.5625
2014-10-11,1.3371775E7,362.29898071
2014-10-12,1.3375475E7,378.54882813
2014-10-13,1.3379275E7,390.41436768
2014-10-14,1.3382675E7,400.87008667
2014-10-15,1.33864E7,394.77328491
2014-10-16,1.33902E7,382.55636597
2014-10-17,1.3393525E7,383.75778198
2014-10-18,1.33976E7,391.44198608
2014-10-19,1.3401075E7,389.54623413
2014-10-20,1.3404425E7,382.8454895
2014-10-21,1.340805E7,386.47488403
2014-10-22,1.34122E7,383.15756226
2014-10-23,1.3415925E7,358.41662598
2014-10-24,1.3419925E7,358.3447876
2014-10-25,1.342365E7,347.27078247
2014-10-26,1.3427075E7,354.7041626
2014-10-27,1.34308E7,352.98907471
2014-10-28,1.3434425E7,357.6182251
2014-10-29,1.343815E7,335.59109497
2014-10-30,1.3442375E7,345.30487061
2014-10-31,1.34468E7,338.32104492
2014-11-01,1.3451075E7,325.74899292
2014-11-02,1.345525E7,325.89199829
2014-11-03,1.3458925E7,327.55444336
2014-11-04,1.3463225E7,330.49230957
2014-11-05,1.3467275E7,339.48590088
2014-11-06,1.3470725E7,349.28955078
2014-11-07,1.3474475E7,342.41494751
2014-11-08,1.347815E7,345.48770142
2014-11-09,1.34817E7,363.26446533
2014-11-10,1.3485675E7,366.92446899
2014-11-11,1.3489175E7,367.69451904
2014-11-12,1.349265E7,423.56100464
2014-11-13,1.349615E7,420.73529053
2014-11-14,1.3499925E7,397.81820679
2014-11-15,1.35036E7,376.1333313
2014-11-16,1.3507175E7,387.88223267
2014-11-17,1.3511E7,387.4083252
2014-11-18,1.351465E7,375.19839478
2014-11-19,1.3518175E7,380.55499268
2014-11-20,1.3521625E7,357.83953857
2014-11-21,1.352485E7,350.8475647
2014-11-22,1.352875E7,352.92022705
2014-11-23,1.3532275E7,367.57272339
2014-11-24,1.353605E7,376.90057373
2014-11-25,1.3539525E7,375.3475647
2014-11-26,1.35429E7,368.37017822
2014-11-27,1.3546225E7,369.6697998
2014-11-28,1.355015E7,376.44729614
2014-11-29,1.35538E7,375.49145508
2014-11-30,1.35577E7,378.0473938
2014-12-01,1.3561325E7,379.24542236
2014-12-02,1.3564875E7,381.31466675
2014-12-03,1.35677E7,375.01049805
2014-12-04,1.3571475E7,369.60418701
2014-12-05,1.3575275E7,376.85440063
2014-12-06,1.35789E7,374.7845459
2014-12-07,1.35821E7,375.09487915
2014-12-08,1.3585775E7,361.90856934
2014-12-09,1.358935E7,352.21865845
2014-12-10,1.35934E7,346.36453247
2014-12-11,1.359675E7,350.83349609
2014-12-12,1.360045E7,352.54150391
2014-12-13,1.3604025E7,347.37557983
2014-12-14,1.360755E7,351.63223267
2014-12-15,1.361115E7,345.3453064
2014-12-16,1.36145E7,327.06210327
2014-12-17,1.3617775E7,319.77554321
2014-12-18,1.3621075E7,311.39627075
2014-12-19,1.362425E7,317.84326172
2014-12-20,1.362795E7,329.95605469
2014-12-21,1.3631375E7,320.84344482
2014-12-22,1.3634575E7,331.88565063
2014-12-23,1.3638625E7,334.57171631
2014-12-24,1.36423E7,322.53353882
2014-12-25,1.364665E7,319.00793457
2014-12-26,1.36502E7,327.92401123
2014-12-27,1.3654275E7,315.86306763
2014-12-28,1.36584E7,317.23944092
2014-12-29,1.36625E7,312.67047119
2014-12-30,1.36664E7,310.73703003
2014-12-31,1.3670225E7,320.19348145
2015-01-01,1.367425E7,314.2489624
2015-01-02,1.367835E7,315.03244019
2015-01-03,1.3682575E7,281.08215332
2015-01-04,1.3686525E7,264.19534302
2015-01-05,1.369065E7,274.47415161
2015-01-06,1.36947E7,286.18893433
2015-01-07,1.3698425E7,294.33728027
2015-01-08,1.3701725E7,283.34866333
2015-01-09,1.3705625E7,287.30340576
2015-01-10,1.3709025E7,274.79647827
2015-01-11,1.3712775E7,265.66030884
2015-01-12,1.37169E7,267.79602051
2015-01-13,1.371965E7,225.86073303
2015-01-14,1.372345E7,178.10273743
2015-01-15,1.37268E7,209.84358215
2015-01-16,1.3730625E7,208.09721375
2015-01-17,1.37339E7,199.25985718
2015-01-18,1.373765E7,210.33860779
2015-01-19,1.37417E7,214.86105347
2015-01-20,1.3744575E7,211.31472778
2015-01-21,1.3747875E7,226.89672852
2015-01-22,1.3751725E7,233.40577698
2015-01-23,1.3754925E7,232.87850952
2015-01-24,1.3757825E7,247.84683228
2015-01-25,1.3761175E7,253.71789551
2015-01-26,1.3764225E7,273.47271729
2015-01-27,1.376775E7,263.4753418
2015-01-28,1.3771675E7,233.91477966
2015-01-29,1.3775925E7,233.51283264
2015-01-30,1.3779525E7,226.42541504
2015-01-31,1.3783225E7,217.46409607
2015-02-01,1.37876E7,226.97161865
2015-02-02,1.3791275E7,238.22926331
2015-02-03,1.37947E7,227.26841736
2015-02-04,1.3798725E7,226.85281372
2015-02-05,1.3802375E7,217.11070251
2015-02-06,1.3806575E7,222.26625061
2015-02-07,1.38109E7,227.75448608
2015-02-08,1.3814175E7,223.41226196
2015-02-09,1.381805E7,220.11010742
