Time,BTC average computing power of the entire network,Price
2016-03-07,1.17882766872931174E18,414.3213501
2016-03-08,1.18339779830327194E18,413.97189331
2016-03-09,1.17607356934439117E18,414.85958862
2016-03-10,1.19802006815052826E18,417.13116455
2016-03-11,1.19788336841831424E18,421.68951416
2016-03-12,1.19800053474025165E18,411.62399292
2016-03-13,1.18891956588330112E18,414.0645752
2016-03-14,1.19526150339797197E18,416.43786621
2016-03-15,1.19696983928433459E18,416.83016968
2016-03-16,1.19193812457147136E18,417.01083374
2016-03-17,1.17889627568433971E18,420.6210022
2016-03-18,1.1562157498905728E18,409.54751587
2016-03-19,1.14345148486267648E18,410.44439697
2016-03-20,1.17338549064465536E18,413.75546265
2016-03-21,1.16400801384439066E18,413.3069458
2016-03-22,1.16330689573607987E18,418.08868408
2016-03-23,1.15634384979760589E18,418.04074097
2016-03-24,1.16862394342149709E18,416.39404297
2016-03-25,1.17836620143060966E18,417.17660522
2016-03-26,1.20403920695682842E18,417.9447937
2016-03-27,1.20529091855183002E18,426.76535034
2016-03-28,1.21744565307865805E18,424.23126221
2016-03-29,1.23752049776258048E18,416.5161438
2016-03-30,1.24944782897159398E18,414.81585693
2016-03-31,1.22659098044146355E18,416.72946167
2016-04-01,1.22286615516815974E18,417.95956421
2016-04-02,1.22469135712607718E18,420.87268066
2016-04-03,1.22488630318802765E18,420.90432739
2016-04-04,1.22624589213844403E18,421.443573
2016-04-05,1.21759709481426432E18,424.02957153
2016-04-06,1.21849442223565312E18,423.41262817
2016-04-07,1.24267438359480269E18,422.74487305
2016-04-08,1.23552294926240614E18,420.34909058
2016-04-09,1.24521780209262234E18,419.41061401
2016-04-10,1.28129247383736422E18,421.56433105
2016-04-11,1.27219183393016576E18,422.4833374
2016-04-12,1.27861856918134682E18,425.19021606
2016-04-13,1.28354639057898317E18,423.73425293
2016-04-14,1.31542810180698266E18,424.28192139
2016-04-15,1.3377670599673961E18,429.71307373
2016-04-16,1.31294271133295002E18,430.57189941
2016-04-17,1.31265457311256832E18,427.3989563
2016-04-18,1.30514738437420493E18,428.59069824
2016-04-19,1.3142511338126528E18,435.50933838
2016-04-20,1.3014414573604928E18,441.38919067
2016-04-21,1.31404421587947341E18,449.42541504
2016-04-22,1.30376589168787686E18,445.73748779
2016-04-23,1.31897783866885402E18,450.28173828
2016-04-24,1.2923007286672105E18,458.55499268
2016-04-25,1.28230743735109683E18,461.42611694
2016-04-26,1.27901905640202573E18,466.08911133
2016-04-27,1.27555186274850816E18,444.68722534
2016-04-28,1.22641942218260147E18,449.01098633
2016-04-29,1.24280529507922483E18,455.09701538
2016-04-30,1.24916495818885965E18,448.31848145
2016-05-01,1.26589588533743104E18,451.87506104
2016-05-02,1.29314392361296922E18,444.66934204
2016-05-03,1.30098298934617446E18,450.30401611
2016-05-04,1.35202095961407002E18,446.72216797
2016-05-05,1.38464981620050381E18,447.97640991
2016-05-06,1.38296880902860493E18,459.60256958
2016-05-07,1.38033545710148352E18,458.53552246
2016-05-08,1.4087948934175127E18,458.5475769
2016-05-09,1.4257967038839959E18,460.48312378
2016-05-10,1.42646721662743629E18,450.89535522
2016-05-11,1.41380283679827712E18,452.728302
2016-05-12,1.39857072173025818E18,454.76556396
2016-05-13,1.4101942243772887E18,455.66986084
2016-05-14,1.4054992115406551E18,455.67141724
2016-05-15,1.39226034008235571E18,457.56829834
2016-05-16,1.36861669412956109E18,454.1633606
2016-05-17,1.37058216378239718E18,453.78277588
2016-05-18,1.38243233807825075E18,454.61929321
2016-05-19,1.36199189245124557E18,438.71508789
2016-05-20,1.36554794931200205E18,442.6756897
2016-05-21,1.36125778385856589E18,443.18829346
2016-05-22,1.40407207923953562E18,439.32324219
2016-05-23,1.48415001241415424E18,444.1546936
2016-05-24,1.48357402780594739E18,445.98062134
2016-05-25,1.46105941289854413E18,449.59857178
2016-05-26,1.4901879387664727E18,453.38372803
2016-05-27,1.46357405893086822E18,473.46411133
2016-05-28,1.48492443603622554E18,530.04003906
2016-05-29,1.45186120194525184E18,526.23345947
2016-05-30,1.3798873125282537E18,533.86395264
2016-05-31,1.37764239539232E18,531.3862915
2016-06-01,1.36609861593675981E18,536.92041016
2016-06-02,1.38181223926257792E18,537.97155762
2016-06-03,1.39115985685729536E18,569.19378662
2016-06-04,1.37582397790184448E18,572.72698975
2016-06-05,1.38072441052784358E18,574.97723389
2016-06-06,1.43134915527753165E18,585.53729248
2016-06-07,1.42552276152576998E18,576.59710693
2016-06-08,1.46116433782923622E18,581.64526367
2016-06-09,1.4660311655656768E18,574.63037109
2016-06-10,1.48142810764283878E18,577.46960449
2016-06-11,1.51099218999479962E18,606.72692871
2016-06-12,1.48767403322507366E18,672.78356934
2016-06-13,1.47749256442618189E18,704.37646484
2016-06-14,1.46188585232938189E18,685.55926514
2016-06-15,1.45781433574415514E18,694.46911621
2016-06-16,1.44751718979538227E18,766.30773926
2016-06-17,1.4568835476430953E18,748.90930176
2016-06-18,1.44897010848220083E18,756.22674561
2016-06-19,1.49845794217561114E18,763.78063965
2016-06-20,1.51461026992036762E18,737.22570801
2016-06-21,1.5308438228596119E18,666.65203857
2016-06-22,1.53733859063938509E18,596.11578369
2016-06-23,1.53295803752135834E18,623.97741699
2016-06-24,1.49895735609464653E18,665.29907227
2016-06-25,1.52064348300837862E18,665.12316895
2016-06-26,1.49331987171990221E18,629.36724854
2016-06-27,1.47708962073821261E18,655.27532959
2016-06-28,1.49896035197245261E18,647.00115967
2016-06-29,1.4915317371245033E18,639.88989258
2016-06-30,1.51706108476932557E18,673.33709717
2016-07-01,1.582410455381696E18,676.29602051
2016-07-02,1.55319253739998771E18,703.70166016
2016-07-03,1.55803075270239386E18,658.66357422
2016-07-04,1.57418588880394675E18,683.66247559
2016-07-05,1.55439549286262784E18,670.62652588
2016-07-06,1.5712887511852544E18,677.33129883
2016-07-07,1.56101716454329651E18,640.56225586
2016-07-08,1.51431610076493773E18,666.52313232
2016-07-09,1.53249802541826944E18,650.9597168
2016-07-10,1.54743927823021926E18,649.35986328
2016-07-11,1.53643771552694963E18,647.6585083
2016-07-12,1.55540862035263744E18,664.55053711
2016-07-13,1.52120616978580506E18,654.46820068
2016-07-14,1.52658015097718118E18,658.07843018
2016-07-15,1.50035862591963494E18,663.25506592
2016-07-16,1.51701734265034266E18,660.76696777
2016-07-17,1.51594948510782925E18,679.45874023
2016-07-18,1.51581517599133235E18,673.10559082
2016-07-19,1.49706767377927322E18,672.86419678
2016-07-20,1.5217368580999017E18,665.68475342
2016-07-21,1.5294202860144704E18,665.012146
2016-07-22,1.5273703237730304E18,650.61895752
2016-07-23,1.49287846997032397E18,655.55633545
2016-07-24,1.45566881062152346E18,661.28497314
2016-07-25,1.43811181972603776E18,654.097229
2016-07-26,1.40003447517755392E18,651.78417969
2016-07-27,1.40096393399200435E18,654.35229492
2016-07-28,1.38538308580341709E18,655.03497314
2016-07-29,1.38212444788006067E18,656.9921875
2016-07-30,1.38537062696763674E18,655.04669189
2016-07-31,1.42488717093981107E18,624.68078613
2016-08-01,1.44216618391916237E18,606.27197266
2016-08-02,1.48081156120172826E18,547.465271
2016-08-03,1.5191075779511808E18,566.35534668
2016-08-04,1.55404081085723878E18,578.28948975
2016-08-05,1.5722905453753175E18,575.04266357
2016-08-06,1.63913593508907546E18,587.77807617
2016-08-07,1.62338562628807424E18,592.69036865
2016-08-08,1.56501096610363034E18,591.05371094
2016-08-09,1.5632965789793751E18,587.80108643
2016-08-10,1.5356499741363328E18,592.10327148
2016-08-11,1.50335572658592998E18,589.11956787
2016-08-12,1.48310453483670298E18,587.55914307
2016-08-13,1.48781774798580582E18,585.58752441
2016-08-14,1.50482323827481011E18,570.47344971
2016-08-15,1.53125144200083584E18,567.24029541
2016-08-16,1.53438695450020122E18,577.43878174
2016-08-17,1.49511915770377907E18,573.21594238
2016-08-18,1.52591285932396493E18,574.31762695
2016-08-19,1.54630204877401856E18,575.62994385
2016-08-20,1.55247201280099277E18,581.69702148
2016-08-21,1.5600298733532247E18,581.3079834
2016-08-22,1.5834223854776896E18,586.75280762
2016-08-23,1.63354616422152934E18,583.41522217
2016-08-24,1.68008368109396813E18,580.18170166
2016-08-25,1.64631407052273792E18,577.76068115
2016-08-26,1.62549642847539686E18,579.65093994
2016-08-27,1.58609900515860019E18,569.94677734
2016-08-28,1.5846674909886487E18,573.91186523
2016-08-29,1.57471989822047411E18,574.10675049
2016-08-30,1.57629272765368883E18,577.503479
2016-08-31,1.55815406431904384E18,575.472229
2016-09-01,1.56583803169491942E18,572.3034668
2016-09-02,1.60811911209297203E18,575.53662109
2016-09-03,1.58897006487623117E18,598.21160889
2016-09-04,1.60328997793737677E18,608.63354492
2016-09-05,1.60382321807472179E18,606.59008789
2016-09-06,1.58398332278585626E18,610.43572998
2016-09-07,1.60438860531600742E18,614.54418945
2016-09-08,1.62735781055953408E18,626.31561279
2016-09-09,1.60074750753287194E18,622.86132813
2016-09-10,1.62401186965711693E18,623.50897217
2016-09-11,1.61316251876076928E18,606.71893311
2016-09-12,1.66630640481056717E18,608.24291992
2016-09-13,1.69023796833210598E18,609.2411499
2016-09-14,1.71147134786968755E18,610.68389893
2016-09-15,1.74633688292016947E18,607.15533447
2016-09-16,1.7778779736865623E18,606.9730835
2016-09-17,1.79663661020857574E18,605.98400879
2016-09-18,1.74077350450806272E18,609.87353516
2016-09-19,1.70685254981972378E18,609.22735596
2016-09-20,1.67638715015985818E18,608.31225586
2016-09-21,1.67498565675160627E18,597.14941406
2016-09-22,1.68092356579788442E18,596.2979126
2016-09-23,1.64798683522265856E18,602.84216309
2016-09-24,1.63567134910988237E18,602.62548828
2016-09-25,1.7300971020540631E18,600.82617188
2016-09-26,1.79067794119267712E18,608.04296875
2016-09-27,1.82520678450366925E18,606.16595459
2016-09-28,1.81765588796418995E18,604.72790527
2016-09-29,1.86138620423862656E18,605.69299316
2016-09-30,1.89328624768567066E18,609.73461914
2016-10-01,1.84895524385681766E18,613.98260498
2016-10-02,1.83575326445602944E18,610.89196777
2016-10-03,1.78809822034169626E18,612.13330078
2016-10-04,1.78916424568386304E18,610.20385742
2016-10-05,1.79585272165492736E18,612.5111084
2016-10-06,1.83692211861585075E18,613.02062988
2016-10-07,1.84880104792639462E18,617.12084961
2016-10-08,1.8663351277983767E18,619.10760498
2016-10-09,1.93337820239856256E18,616.75183105
2016-10-10,1.92586436756706202E18,618.99401855
2016-10-11,1.89292298972472704E18,641.0715332
2016-10-12,1.87101592329363302E18,636.19219971
2016-10-13,1.82629280802538214E18,636.7855835
2016-10-14,1.82697206311628262E18,640.37786865
2016-10-15,1.7961658174839063E18,638.64642334
2016-10-16,1.76263471107910272E18,641.63092041
2016-10-17,1.70738927985795354E18,639.19299316
2016-10-18,1.74794065185002573E18,637.95953369
2016-10-19,1.77813989720288896E18,630.52032471
2016-10-20,1.73772310928718438E18,630.85668945
2016-10-21,1.75527344556019021E18,632.82763672
2016-10-22,1.82547568038961664E18,657.29370117
2016-10-23,1.83273276219462707E18,657.07110596
2016-10-24,1.85411137710751002E18,653.76068115
2016-10-25,1.84001488658456576E18,657.58831787
2016-10-26,1.80505542591345178E18,678.3036499
2016-10-27,1.85290326700856986E18,688.31329346
2016-10-28,1.87277553174384358E18,689.65118408
2016-10-29,1.82846627801813069E18,714.47875977
2016-10-30,1.88022056529937382E18,701.86376953
2016-10-31,1.89791661356267136E18,700.97241211
2016-11-01,1.9205434232563031E18,729.79266357
2016-11-02,1.90453350923305011E18,740.82867432
2016-11-03,1.88383028220075008E18,688.70037842
2016-11-04,1.85445737660589952E18,703.23510742
2016-11-05,1.81339299613228954E18,703.41772461
2016-11-06,1.81397033070543539E18,711.52160645
2016-11-07,1.79458236502901402E18,703.13128662
2016-11-08,1.82622073657021312E18,709.84790039
2016-11-09,1.84211222974384922E18,723.27349854
2016-11-10,1.87094778752244403E18,715.53369141
2016-11-11,1.96314794602519398E18,716.41137695
2016-11-12,2.0091803821529408E18,705.05426025
2016-11-13,1.98946906192802662E18,702.03082275
2016-11-14,2.02962620538524109E18,705.02148438
2016-11-15,2.05266115044808269E18,711.16656494
2016-11-16,2.07320656243290291E18,744.19750977
2016-11-17,2.05751918451656422E18,740.97698975
2016-11-18,2.04373601120516275E18,751.58514404
2016-11-19,2.03725818570072858E18,751.61639404
2016-11-20,2.0286878724039063E18,731.02618408
2016-11-21,1.98034554435266611E18,739.24761963
2016-11-22,1.96543908502789504E18,751.34680176
2016-11-23,1.96174997835158374E18,744.59448242
2016-11-24,1.96518629757080934E18,740.28942871
2016-11-25,2.00560067276223949E18,741.64892578
2016-11-26,2.02081215847454899E18,735.38220215
2016-11-27,2.07158517804711219E18,732.034729
2016-11-28,2.10695304231773184E18,735.81268311
2016-11-29,2.13209792972270746E18,735.60437012
2016-11-30,2.13191537050472499E18,745.6907959
2016-12-01,2.12323348308411648E18,756.77429199
2016-12-02,2.09786492490016512E18,777.94378662
2016-12-03,2.13387783483261952E18,771.15533447
2016-12-04,2.15550160355040154E18,773.87231445
2016-12-05,2.15335887304292403E18,758.70037842
2016-12-06,2.12884506306806784E18,764.22442627
2016-12-07,2.17087557588334592E18,768.13220215
2016-12-08,2.23851280058149709E18,770.80957031
2016-12-09,2.23820206193249843E18,772.79431152
2016-12-10,2.12882050309879731E18,774.64971924
2016-12-11,2.18322931322366566E18,769.73083496
2016-12-12,2.21589909838796237E18,780.0871582
2016-12-13,2.25768988802801434E18,780.55560303
2016-12-14,2.2225952995048425E18,781.48095703
2016-12-15,2.17961699898037606E18,778.08758545
2016-12-16,2.19440675583978112E18,784.90661621
2016-12-17,2.18831216427508122E18,790.82891846
2016-12-18,2.19654261274829773E18,790.53027344
2016-12-19,2.16830927756099917E18,792.7144165
2016-12-20,2.13301372769032397E18,800.8762207
2016-12-21,2.1491445634035223E18,834.28137207
2016-12-22,2.24682324211144243E18,864.54046631
2016-12-23,2.27521228627349069E18,921.98419189
2016-12-24,2.27754703662322816E18,898.82244873
2016-12-25,2.3129172060508027E18,896.18328857
2016-12-26,2.325490869641922E18,907.61047363
2016-12-27,2.3393914859875149E18,933.19818115
2016-12-28,2.3688668513312829E18,975.92144775
2016-12-29,2.3520532881815332E18,973.49743652
2016-12-30,2.3643922540048758E18,961.23809814
2016-12-31,2.4063551422739727E18,963.74310303
2017-01-01,2.4021556710318075E18,998.32543945
2017-01-02,2.4150006616492518E18,1021.75299072
2017-01-03,2.4594588291783572E18,1043.83911133
2017-01-04,2.4527609509773537E18,1154.72814941
2017-01-05,2.4637052847135155E18,1013.37927246
2017-01-06,2.4312559629235676E18,903.48736572
2017-01-07,2.4207294707885885E18,908.58544922
2017-01-08,2.4097912008769208E18,911.19891357
2017-01-09,2.4058583929060941E18,902.82757568
2017-01-10,2.3684193645609723E18,907.67907715
2017-01-11,2.402863473555051E18,777.75708008
2017-01-12,2.4953654289662259E18,804.8338623
2017-01-13,2.5167615072931922E18,823.98406982
2017-01-14,2.6195131762797368E18,818.41174316
2017-01-15,2.6254721053898404E18,821.79815674
2017-01-16,2.765527882331796E18,831.53424072
2017-01-17,2.7313473161199677E18,907.93780518
2017-01-18,2.7473526005335388E18,886.61773682
2017-01-19,2.7360199643141176E18,899.07281494
2017-01-20,2.7949064571421435E18,895.02642822
2017-01-21,2.837556695749335E18,921.78863525
2017-01-22,2.854248271050836E18,924.67272949
2017-01-23,2.9165279616853591E18,921.01171875
2017-01-24,2.8959348749319255E18,892.68731689
2017-01-25,2.9229493989840655E18,901.54248047
2017-01-26,2.9746946446509604E18,917.58599854
2017-01-27,2.9896253654182359E18,919.75048828
2017-01-28,2.974338835703722E18,921.59020996
2017-01-29,2.9694957871185823E18,919.49627686
2017-01-30,3.0678681797979986E18,920.38244629
2017-01-31,3.0594602803274004E18,970.40252686
2017-02-01,3.12759427100301E18,989.02307129
2017-02-02,3.1891001288605E18,1011.79541016
2017-02-03,3.0595428106688645E18,1029.90783691
2017-02-04,3.1481163304627169E18,1042.90136719
2017-02-05,3.1198403511282913E18,1027.34020996
2017-02-06,3.0949977454225807E18,1038.14550781
2017-02-07,3.051238935970622E18,1061.34973145
2017-02-08,3.0275753227361316E18,1063.06994629
2017-02-09,3.0288214056393416E18,994.38256836
2017-02-10,3.0760669389981773E18,988.67437744
2017-02-11,3.1113911531832412E18,1004.45013428
2017-02-12,3.0302777661970708E18,999.18066406
2017-02-13,3.1576769100495401E18,990.64208984
2017-02-14,3.2523378805921679E18,1004.5489502
2017-02-15,3.1859074099513078E18,1007.47674561
2017-02-16,3.1582771095607081E18,1027.44470215
2017-02-17,3.15580684267678E18,1046.20800781
2017-02-18,3.2150212909159777E18,1054.41748047
2017-02-19,3.2161490998390088E18,1047.8704834
2017-02-20,3.1796131531948308E18,1079.98486328
2017-02-21,3.0976902964012134E18,1115.29602051
2017-02-22,3.1216739516626632E18,1117.44287109
2017-02-23,3.0622855892078628E18,1166.71826172
2017-02-24,3.1621760688456622E18,1173.68481445
2017-02-25,3.1945398058593638E18,1143.84265137
2017-02-26,3.3438224936647378E18,1165.20178223
2017-02-27,3.4020699088061251E18,1179.96582031
2017-02-28,3.4767207991280184E18,1179.97412109
2017-03-01,3.5152560317334605E18,1222.49987793
2017-03-02,3.4942595141184835E18,1251.00708008
2017-03-03,3.4086754686025528E18,1274.98571777
2017-03-04,3.3648949295912125E18,1255.14941406
2017-03-05,3.265393176539308E18,1267.11999512
2017-03-06,3.2813517493713188E18,1272.83154297
2017-03-07,3.2881952381442355E18,1223.54382324
2017-03-08,3.3258191290205988E18,1149.99987793
2017-03-09,3.3186161437460475E18,1188.48913574
2017-03-10,3.3764690469210762E18,1116.71862793
2017-03-11,3.333726075371945E18,1175.8338623
2017-03-12,3.4278688027195433E18,1221.37902832
2017-03-13,3.4438408112728847E18,1231.92260742
2017-03-14,3.4412149817169766E18,1239.99987793
2017-03-15,3.4153272753616594E18,1249.61169434
2017-03-16,3.4213547473093478E18,1187.80554199
2017-03-17,3.4776549006735985E18,1100.22802734
2017-03-18,3.5535555685746022E18,973.81756592
2017-03-19,3.5407181438361119E18,1036.73693848
2017-03-20,3.5504149623006003E18,1054.22888184
2017-03-21,3.517717699720256E18,1120.53564453
2017-03-22,3.5654796546974756E18,1049.14355469
2017-03-23,3.5548656009254298E18,1038.59069824
2017-03-24,3.6145409511031117E18,937.51977539
2017-03-25,3.5824627238092242E18,972.7791748
2017-03-26,3.5358966560139643E18,966.72509766
2017-03-27,3.6137228014093988E18,1045.77441406
2017-03-28,3.6668746779427149E18,1047.14660645
2017-03-29,3.5730900810644726E18,1039.96618652
2017-03-30,3.5912332870058061E18,1026.43395996
2017-03-31,3.5142316859979853E18,1071.78686523
2017-04-01,3.5070570950181407E18,1080.50402832
2017-04-02,3.5278126498101233E18,1102.1739502
2017-04-03,3.6555957490296003E18,1143.8145752
2017-04-04,3.6084413711747E18,1133.24780273
2017-04-05,3.6988043295813192E18,1124.78027344
2017-04-06,3.6571503962013348E18,1182.6817627
2017-04-07,3.7237524400049183E18,1176.89929199
2017-04-08,3.8082233063221734E18,1175.95043945
2017-04-09,3.7730049709042616E18,1187.87109375
2017-04-10,3.6650694848584581E18,1187.12646484
2017-04-11,3.8282944329005763E18,1205.00561523
2017-04-12,3.7813087265826719E18,1200.36828613
2017-04-13,3.7591968164008591E18,1169.28283691
2017-04-14,3.6891725495178404E18,1167.54150391
2017-04-15,3.7023523719587553E18,1172.51879883
2017-04-16,3.6722215005867346E18,1182.93823242
2017-04-17,3.700873137256554E18,1193.90930176
2017-04-18,3.6545805128105016E18,1211.66955566
2017-04-19,3.6295279608555361E18,1210.29455566
2017-04-20,3.6364111162336046E18,1229.08166504
2017-04-21,3.7644637657389179E18,1222.05395508
2017-04-22,3.7577258247943076E18,1231.70715332
2017-04-23,3.7974892151327503E18,1207.20983887
2017-04-24,3.8052823414912666E18,1250.14819336
2017-04-25,3.7527787412926039E18,1265.48791504
2017-04-26,3.801958665005634E18,1281.08117676
2017-04-27,3.7972562700274478E18,1317.7286377
2017-04-28,3.7505794773404324E18,1316.48254395
2017-04-29,3.8030079001190584E18,1321.78857422
2017-04-30,3.8459538871126272E18,1347.89331055
2017-05-01,3.944775061207254E18,1421.60253906
2017-05-02,3.9479578038668283E18,1452.8236084
2017-05-03,3.9084604996268206E18,1490.08544922
2017-05-04,3.9272550472747986E18,1537.66906738
2017-05-05,3.957440154295553E18,1555.44836426
2017-05-06,3.9344412350671811E18,1578.80090332
2017-05-07,3.9842186494051553E18,1596.71105957
2017-05-08,4.0597890928538957E18,1723.35180664
2017-05-09,4.1279859438406385E18,1755.36132813
2017-05-10,4.17896072155217E18,1787.1282959
2017-05-11,4.1955809136844559E18,1848.57006836
2017-05-12,4.2000015917701473E18,1724.2376709
2017-05-13,4.2266432136500864E18,1804.90881348
2017-05-14,4.2434005946783048E18,1808.91186523
2017-05-15,4.2898523631058611E18,1738.43151855
2017-05-16,4.2727920295835397E18,1734.44665527
2017-05-17,4.2384575075471596E18,1839.08508301
2017-05-18,4.2964917129445197E18,1888.64880371
2017-05-19,4.280598561066686E18,1987.71289063
2017-05-20,4.2984190193975987E18,2084.73022461
2017-05-21,4.2563017018547855E18,2041.19750977
2017-05-22,4.159697532586433E18,2173.39819336
2017-05-23,4.3221012354947077E18,2320.41577148
2017-05-24,4.3568078731782067E18,2443.64208984
2017-05-25,4.5047555307888471E18,2304.97851563
2017-05-26,4.5024169472671124E18,2202.41650391
2017-05-27,4.5154476353101425E18,2038.87280273
2017-05-28,4.6981785471787766E18,2155.80053711
2017-05-29,4.6663144765968077E18,2255.60913086
2017-05-30,4.8400705255915786E18,2175.46655273
2017-05-31,4.8424870178769633E18,2286.41235352
2017-06-01,4.8853361788131738E18,2407.88305664
2017-06-02,4.9276606866776218E18,2488.54907227
2017-06-03,4.9458070226866463E18,2515.35253906
2017-06-04,5.0314317984555151E18,2511.8059082
2017-06-05,5.0509083645978624E18,2686.80761719
2017-06-06,5.1613443646076979E18,2863.19824219
2017-06-07,5.2018352586175222E18,2732.15698242
2017-06-08,5.3418395097315451E18,2805.62255859
2017-06-09,5.3095322441778811E18,2823.80566406
2017-06-10,5.2816011591254292E18,2947.71337891
2017-06-11,5.2013447265718477E18,2958.11132813
2017-06-12,5.1840941729257441E18,2659.62963867
2017-06-13,5.0605995911826299E18,2717.01953125
2017-06-14,4.9575781720303012E18,2506.37402344
2017-06-15,4.906080110531286E18,2464.57763672
2017-06-16,4.9823996849872445E18,2518.56396484
2017-06-17,4.9176810677477427E18,2655.87744141
2017-06-18,4.936252845733673E18,2548.29174805
2017-06-19,4.9163149014958715E18,2589.60375977
2017-06-20,5.0708948287768924E18,2721.79223633
2017-06-21,5.066084560394112E18,2689.09570313
2017-06-22,4.99466323749069E18,2705.40869141
2017-06-23,5.0592949980596183E18,2744.9128418
2017-06-24,5.0651755165209999E18,2608.72070313
2017-06-25,5.1564687051946988E18,2589.40844727
2017-06-26,5.0555927326284452E18,2478.44580078
2017-06-27,4.9592024245056205E18,2552.44921875
2017-06-28,4.9958361817974682E18,2574.79296875
2017-06-29,4.9879994301306102E18,2539.32080078
2017-06-30,4.9119105619793889E18,2480.84301758
2017-07-01,5.0078614085010002E18,2434.54638672
2017-07-02,5.2140081200488806E18,2506.47460938
2017-07-03,5.4427868692571218E18,2564.05712891
2017-07-04,5.5628133179241482E18,2601.63671875
2017-07-05,5.6204461879986442E18,2601.9934082
2017-07-06,5.782521881232639E18,2608.55859375
2017-07-07,5.6069054232844145E18,2518.6628418
2017-07-08,5.5882070948946954E18,2571.33569336
2017-07-09,5.4294066540217272E18,2518.44165039
2017-07-10,5.5718475152860406E18,2372.5559082
2017-07-11,5.6012863702038354E18,2337.78515625
2017-07-12,5.7260216760659261E18,2398.8449707
2017-07-13,5.9381757729810237E18,2357.90405273
2017-07-14,5.8669169088310272E18,2233.33911133
2017-07-15,5.6937521044138363E18,1998.85876465
2017-07-16,5.8519002576072929E18,1929.82226563
2017-07-17,5.7780257177647657E18,2228.40991211
2017-07-18,5.8289721999535053E18,2318.88305664
2017-07-19,5.8488102670450739E18,2273.42797852
2017-07-20,5.9711536288102994E18,2817.60449219
2017-07-21,6.1573348771593185E18,2667.75854492
2017-07-22,6.2407159362778163E18,2810.12426758
2017-07-23,6.3926972079848335E18,2730.40136719
2017-07-24,6.5001872225672479E18,2754.86230469
2017-07-25,6.5403682674108631E18,2576.48461914
2017-07-26,6.3181008591684813E18,2529.44824219
2017-07-27,6.3728864898060534E18,2671.78369141
2017-07-28,6.5086298528732017E18,2807.02416992
2017-07-29,6.4696472396621066E18,2726.44946289
2017-07-30,6.3368487311282534E18,2757.1809082
2017-07-31,6.2393793330918359E18,2875.33837891
2017-08-01,6.379042251303723E18,2718.26220703
2017-08-02,6.4282223116405217E18,2710.67089844
2017-08-03,6.4091014413643684E18,2804.73339844
2017-08-04,6.4524184103132549E18,2895.88549805
2017-08-05,6.6211520494326077E18,3252.90649414
2017-08-06,6.5732267991052513E18,3213.94067383
2017-08-07,6.6864142369047982E18,3378.93798828
2017-08-08,6.8910603672097167E18,3419.93847656
2017-08-09,6.7896254850773545E18,3342.47119141
2017-08-10,6.7511900878310656E18,3381.28295898
2017-08-11,6.57784751473822E18,3650.62231445
2017-08-12,6.3500377793864253E18,3884.70629883
2017-08-13,6.5148705673047941E18,4073.26489258
2017-08-14,6.366129771663487E18,4325.12988281
2017-08-15,6.386605255260116E18,4181.93017578
2017-08-16,6.3142884187061074E18,4376.62841797
2017-08-17,6.5074824285540147E18,4331.69433594
2017-08-18,6.6310517874489088E18,4160.61865234
2017-08-19,6.8448189526712054E18,4193.70410156
2017-08-20,6.7982979286080266E18,4087.65576172
2017-08-21,6.6492087771884677E18,4001.74487305
2017-08-22,6.308009803961687E18,4100.52148438
2017-08-23,6.2443682848405699E18,4151.51953125
2017-08-24,6.150254452571561E18,4334.68457031
2017-08-25,5.8261226522438205E18,4371.60302734
2017-08-26,5.516319272281301E18,4352.40380859
2017-08-27,5.4520866485378068E18,4382.875
2017-08-28,5.4134216389936732E18,4382.66113281
2017-08-29,5.434544318465494E18,4579.02001953
2017-08-30,5.879386753524012E18,4565.30371094
2017-08-31,5.8231293564418089E18,4703.39257813
2017-09-01,6.4084214160018821E18,4892.00878906
2017-09-02,6.9287565652200571E18,4578.76953125
2017-09-03,6.9027857153641544E18,4582.96191406
2017-09-04,7.3515682070077481E18,4236.30908203
2017-09-05,7.3750447887814584E18,4376.53076172
2017-09-06,7.5328003144695593E18,4597.12304688
2017-09-07,7.711054722407255E18,4599.87792969
2017-09-08,7.7512446231282145E18,4228.74755859
2017-09-09,7.9246868598057861E18,4226.05517578
2017-09-10,7.8016085630277345E18,4122.93701172
2017-09-11,7.6727396766318746E18,4161.2734375
2017-09-12,7.7279906683721247E18,4130.81347656
2017-09-13,7.7806108741949245E18,3882.59228516
2017-09-14,7.9258254386507704E18,3154.94897461
2017-09-15,8.0545147319769559E18,3637.51611328
2017-09-16,8.2610343445337866E18,3625.0378418
2017-09-17,8.2380022275312445E18,3582.88183594
2017-09-18,7.9717114641145139E18,4065.2043457
2017-09-19,7.9618867950715013E18,3924.97460938
2017-09-20,7.5781372221647872E18,3905.94897461
2017-09-21,7.7309278013815644E18,3631.04101563
2017-09-22,7.8850923372493527E18,3630.69946289
2017-09-23,7.9484338554727383E18,3792.39770508
2017-09-24,8.0447071647183636E18,3682.84472656
2017-09-25,7.9807948305454623E18,3926.06811523
2017-09-26,7.9187617585258158E18,3892.34716797
2017-09-27,8.1124631588216545E18,4200.671875
2017-09-28,8.0950729953191926E18,4174.72753906
2017-09-29,8.2562900208863642E18,4163.07128906
2017-09-30,8.1812919693864827E18,4338.71240234
2017-10-01,8.0669537112695665E18,4403.73876953
