Time,BTC mining difficulty,Price
2013-06-29,2.1335329113983E7,94.66000366
2013-06-30,2.1335329113983E7,94.99900055
2013-07-01,2.1335329113983E7,97.51000214
2013-07-02,2.1335329113983E7,88.05000305
2013-07-03,2.1335329113983E7,90.40502167
2013-07-04,2.1335329113983E7,78.88999939
2013-07-05,2.1335329113983E7,79.98999786
2013-07-06,2.1335329113983E7,68.50502014
2013-07-07,2.1335329113983E7,68.74900055
2013-07-08,2.1335329113983E7,76.49999237
2013-07-09,2.1335329113983E7,76.00003052
2013-07-10,2.1335329113983E7,76.72000122
2013-07-11,2.61628756825699E7,88.0
2013-07-12,2.61628756825699E7,88.97901154
2013-07-13,2.61628756825699E7,93.98993683
2013-07-14,2.61628756825699E7,98.69999695
2013-07-15,2.61628756825699E7,93.60500336
2013-07-16,2.61628756825699E7,98.89028168
2013-07-17,2.61628756825699E7,96.70999908
2013-07-18,2.61628756825699E7,98.50000763
2013-07-19,2.61628756825699E7,90.06889343
2013-07-20,2.61628756825699E7,92.0
2013-07-21,2.61628756825699E7,89.82138062
2013-07-22,2.61628756825699E7,91.9980011
2013-07-23,3.125696072776893E7,91.60001373
2013-07-24,3.125696072776893E7,95.55850983
2013-07-25,3.125696072776893E7,94.50501251
2013-07-26,3.125696072776893E7,96.94999695
2013-07-27,3.125696072776893E7,96.02014923
2013-07-28,3.125696072776893E7,94.40000153
2013-07-29,3.125696072776893E7,98.60001373
2013-07-30,3.125696072776893E7,101.48899078
2013-07-31,3.125696072776893E7,107.94998932
2013-08-01,3.125696072776893E7,106.21260834
2013-08-02,3.125696072776893E7,104.85566711
2013-08-03,3.7392766136474565E7,104.50102234
2013-08-04,3.7392766136474565E7,104.94999695
2013-08-05,3.7392766136474565E7,105.12000275
2013-08-06,3.7392766136474565E7,106.72000885
2013-08-07,3.7392766136474565E7,106.75
2013-08-08,3.7392766136474565E7,106.75
2013-08-09,3.7392766136474565E7,103.06999969
2013-08-10,3.7392766136474565E7,102.80000305
2013-08-11,3.7392766136474565E7,102.99999237
2013-08-12,3.7392766136474565E7,105.0
2013-08-13,3.7392766136474565E7,106.9899826
2013-08-14,5.081033904827648E7,109.55500031
2013-08-15,5.081033904827648E7,112.5620575
2013-08-16,5.081033904827648E7,109.99497223
2013-08-17,5.081033904827648E7,108.99437714
2013-08-18,5.081033904827648E7,112.75
2013-08-19,5.081033904827648E7,113.37999725
2013-08-20,5.081033904827648E7,119.0
2013-08-21,5.081033904827648E7,121.21005249
2013-08-22,5.081033904827648E7,123.30001831
2013-08-23,5.081033904827648E7,121.99992371
2013-08-24,6.5750060149084814E7,118.51003265
2013-08-25,6.5750060149084814E7,119.60254669
2013-08-26,6.5750060149084814E7,122.11102295
2013-08-27,6.5750060149084814E7,120.06999969
2013-08-28,6.5750060149084814E7,126.48000336
2013-08-29,6.5750060149084814E7,122.62000275
2013-08-30,6.5750060149084814E7,122.34999847
2013-08-31,6.5750060149084814E7,133.08999634
2013-09-01,6.5750060149084814E7,135.13999939
2013-09-02,6.5750060149084814E7,138.63000488
2013-09-03,6.5750060149084814E7,135.61000061
2013-09-04,8.693301777119441E7,136.52999878
2013-09-05,8.693301777119441E7,126.76000214
2013-09-06,8.693301777119441E7,126.48999786
2013-09-07,8.693301777119441E7,118.88999939
2013-09-08,8.693301777119441E7,124.12999725
2013-09-09,8.693301777119441E7,121.86000061
2013-09-10,8.693301777119441E7,127.26999664
2013-09-11,8.693301777119441E7,125.88999939
2013-09-12,8.693301777119441E7,135.55000305
2013-09-13,8.693301777119441E7,132.83000183
2013-09-14,8.693301777119441E7,135.00999451
2013-09-15,1.1262854866634709E8,129.3999939
2013-09-16,1.1262854866634709E8,130.86000061
2013-09-17,1.1262854866634709E8,131.58999634
2013-09-18,1.1262854866634709E8,131.71000671
2013-09-19,1.1262854866634709E8,131.36999512
2013-09-20,1.1262854866634709E8,129.69999695
2013-09-21,1.1262854866634709E8,126.94999695
2013-09-22,1.1262854866634709E8,127.87000275
2013-09-23,1.1262854866634709E8,128.97999573
2013-09-24,1.1262854866634709E8,126.05000305
2013-09-25,1.4881919980509263E8,127.37999725
2013-09-26,1.4881919980509263E8,128.21000671
2013-09-27,1.4881919980509263E8,128.94000244
2013-09-28,1.4881919980509263E8,133.77000427
2013-09-29,1.4881919980509263E8,134.8999939
2013-09-30,1.4881919980509263E8,137.1499939
2013-10-01,1.4881919980509263E8,132.67999268
2013-10-02,1.4881919980509263E8,132.05000305
2013-10-03,1.4881919980509263E8,114.44999695
2013-10-04,1.4881919980509263E8,123.41000366
2013-10-05,1.4881919980509263E8,128.63000488
2013-10-06,1.8928124928103292E8,128.36000061
2013-10-07,1.8928124928103292E8,129.42999268
2013-10-08,1.8928124928103292E8,126.73999786
2013-10-09,1.8928124928103292E8,125.84999847
2013-10-10,1.8928124928103292E8,130.66999817
2013-10-11,1.8928124928103292E8,130.75
2013-10-12,1.8928124928103292E8,130.8999939
2013-10-13,1.8928124928103292E8,135.19000244
2013-10-14,1.8928124928103292E8,139.27000427
2013-10-15,1.8928124928103292E8,140.77000427
2013-10-16,2.677312494824211E8,145.6499939
2013-10-17,2.677312494824211E8,142.41000366
2013-10-18,2.677312494824211E8,146.36999512
2013-10-19,2.677312494824211E8,155.91000366
2013-10-20,2.677312494824211E8,171.66000366
2013-10-21,2.677312494824211E8,174.80000305
2013-10-22,2.677312494824211E8,182.6499939
2013-10-23,2.677312494824211E8,193.36000061
2013-10-24,2.677312494824211E8,214.30000305
2013-10-25,2.677312494824211E8,197.69000244
2013-10-26,3.9092878763808584E8,187.44999695
2013-10-27,3.9092878763808584E8,176.6000061
2013-10-28,3.9092878763808584E8,196.21000671
2013-10-29,3.9092878763808584E8,198.55000305
2013-10-30,3.9092878763808584E8,204.38999939
2013-10-31,3.9092878763808584E8,199.83000183
2013-11-01,3.9092878763808584E8,203.8999939
2013-11-02,3.9092878763808584E8,205.80999756
2013-11-03,3.9092878763808584E8,205.99000549
2013-11-04,3.9092878763808584E8,214.66000366
2013-11-05,3.9092878763808584E8,229.21000671
2013-11-06,5.109297380161518E8,244.77999878
2013-11-07,5.109297380161518E8,261.67999268
2013-11-08,5.109297380161518E8,297.8500061
2013-11-09,5.109297380161518E8,338.57998657
2013-11-10,5.109297380161518E8,348.82000732
2013-11-11,5.109297380161518E8,325.41000366
2013-11-12,5.109297380161518E8,343.05999756
2013-11-13,5.109297380161518E8,360.97000122
2013-11-14,5.109297380161518E8,406.41000366
2013-11-15,5.109297380161518E8,419.41000366
2013-11-16,5.109297380161518E8,417.27999878
2013-11-17,6.094826798883545E8,440.95999146
2013-11-18,6.094826798883545E8,496.57998657
2013-11-19,6.094826798883545E8,712.76000977
2013-11-20,6.094826798883545E8,577.97998047
2013-11-21,6.094826798883545E8,594.32000732
2013-11-22,6.094826798883545E8,724.07000732
2013-11-23,6.094826798883545E8,771.70001221
2013-11-24,6.094826798883545E8,795.63000488
2013-11-25,6.094826798883545E8,773.02001953
2013-11-26,6.094826798883545E8,805.72998047
2013-11-27,6.094826798883545E8,923.84997559
2013-11-28,6.094826798883545E8,1003.38000488
2013-11-29,6.094826798883545E8,1042.01000977
2013-11-30,7.074082830514966E8,1129.36999512
2013-12-01,7.074082830514966E8,1128.92004395
2013-12-02,7.074082830514966E8,951.41998291
2013-12-03,7.074082830514966E8,1046.40002441
2013-12-04,7.074082830514966E8,1077.57995605
2013-12-05,7.074082830514966E8,1152.72998047
2013-12-06,7.074082830514966E8,1042.38000488
2013-12-07,7.074082830514966E8,835.32000732
2013-12-08,7.074082830514966E8,697.30999756
2013-12-09,7.074082830514966E8,793.79998779
2013-12-10,9.08350862437022E8,892.32000732
2013-12-11,9.08350862437022E8,989.07000732
2013-12-12,9.08350862437022E8,882.7800293
2013-12-13,9.08350862437022E8,874.97998047
2013-12-14,9.08350862437022E8,899.84997559
2013-12-15,9.08350862437022E8,875.28997803
2013-12-16,9.08350862437022E8,880.33001709
2013-12-17,9.08350862437022E8,706.36999512
2013-12-18,9.08350862437022E8,678.20001221
2013-12-19,9.08350862437022E8,519.05999756
2013-12-20,9.08350862437022E8,694.2199707
2013-12-21,1.1809231952580261E9,619.90002441
2013-12-22,1.1809231952580261E9,601.7800293
2013-12-23,1.1809231952580261E9,613.05999756
2013-12-24,1.1809231952580261E9,672.35998535
2013-12-25,1.1809231952580261E9,666.30999756
2013-12-26,1.1809231952580261E9,683.94000244
2013-12-27,1.1809231952580261E9,763.2800293
2013-12-28,1.1809231952580261E9,737.97998047
2013-12-29,1.1809231952580261E9,728.04998779
2013-12-30,1.1809231952580261E9,741.34997559
2013-12-31,1.1809231952580261E9,760.32000732
2014-01-01,1.1809231952580261E9,754.9699707
2014-01-02,1.4184813952626355E9,773.44000244
2014-01-03,1.4184813952626355E9,802.84997559
2014-01-04,1.4184813952626355E9,823.27001953
2014-01-05,1.4184813952626355E9,858.54998779
2014-01-06,1.4184813952626355E9,936.04998779
2014-01-07,1.4184813952626355E9,946.48999023
2014-01-08,1.4184813952626355E9,795.98999023
2014-01-09,1.4184813952626355E9,841.4699707
2014-01-10,1.4184813952626355E9,846.69000244
2014-01-11,1.4184813952626355E9,867.32000732
2014-01-12,1.4184813952626355E9,919.59997559
2014-01-13,1.7895469510532405E9,860.19000244
2014-01-14,1.7895469510532405E9,843.16998291
2014-01-15,1.7895469510532405E9,833.11999512
2014-01-16,1.7895469510532405E9,860.28997803
2014-01-17,1.7895469510532405E9,834.48999023
2014-01-18,1.7895469510532405E9,816.07000732
2014-01-19,1.7895469510532405E9,839.65997314
2014-01-20,1.7895469510532405E9,871.39001465
2014-01-21,1.7895469510532405E9,869.65002441
2014-01-22,1.7895469510532405E9,867.21002197
2014-01-23,1.7895469510532405E9,845.46002197
2014-01-24,2.193847870174279E9,822.42999268
2014-01-25,2.193847870174279E9,796.23999023
2014-01-26,2.193847870174279E9,853.67999268
2014-01-27,2.193847870174279E9,884.59997559
2014-01-28,2.193847870174279E9,774.02001953
2014-01-29,2.193847870174279E9,809.96002197
2014-01-30,2.193847870174279E9,826.02001953
2014-01-31,2.193847870174279E9,818.42999268
2014-02-01,2.193847870174279E9,828.60998535
2014-02-02,2.193847870174279E9,832.90002441
2014-02-03,2.193847870174279E9,824.08001709
2014-02-04,2.193847870174279E9,823.77001953
2014-02-05,2.6214044530646152E9,829.96002197
2014-02-06,2.6214044530646152E9,815.59002686
2014-02-07,2.6214044530646152E9,783.20001221
2014-02-08,2.6214044530646152E9,699.57000732
2014-02-09,2.6214044530646152E9,671.46002197
2014-02-10,2.6214044530646152E9,681.32000732
2014-02-11,2.6214044530646152E9,683.5
2014-02-12,2.6214044530646152E9,672.38000488
2014-02-13,2.6214044530646152E9,651.08001709
2014-02-14,2.6214044530646152E9,601.16998291
2014-02-15,2.6214044530646152E9,660.90002441
2014-02-16,2.6214044530646152E9,651.29998779
2014-02-17,3.1295731745222874E9,614.22998047
2014-02-18,3.1295731745222874E9,627.15997314
2014-02-19,3.1295731745222874E9,625.9699707
2014-02-20,3.1295731745222874E9,623.09002686
2014-02-21,3.1295731745222874E9,556.88000488
2014-02-22,3.1295731745222874E9,574.23999023
2014-02-23,3.1295731745222874E9,606.4699707
2014-02-24,3.1295731745222874E9,606.03997803
2014-02-25,3.1295731745222874E9,540.23999023
2014-02-26,3.1295731745222874E9,537.03997803
2014-02-27,3.1295731745222874E9,581.65002441
2014-02-28,3.81572379881463E9,579.70001221
2014-03-01,3.81572379881463E9,549.91998291
2014-03-02,3.81572379881463E9,567.22998047
2014-03-03,3.81572379881463E9,562.55999756
2014-03-04,3.81572379881463E9,668.23999023
2014-03-05,3.81572379881463E9,666.23999023
2014-03-06,3.81572379881463E9,664.52001953
2014-03-07,3.81572379881463E9,664.30999756
2014-03-08,3.81572379881463E9,629.65997314
2014-03-09,3.81572379881463E9,616.30999756
2014-03-10,3.81572379881463E9,636.33001709
2014-03-11,3.81572379881463E9,627.95001221
2014-03-12,3.81572379881463E9,631.90997314
2014-03-13,4.2502179198695354E9,633.61999512
2014-03-14,4.2502179198695354E9,638.14001465
2014-03-15,4.2502179198695354E9,629.36999512
2014-03-16,4.2502179198695354E9,636.5
2014-03-17,4.2502179198695354E9,630.91998291
2014-03-18,4.2502179198695354E9,621.83776855
2014-03-19,4.2502179198695354E9,613.89556885
2014-03-20,4.2502179198695354E9,609.74468994
2014-03-21,4.2502179198695354E9,588.29351807
2014-03-22,4.2502179198695354E9,571.17962646
2014-03-23,4.2502179198695354E9,565.76409912
2014-03-24,4.2502179198695354E9,562.50714111
2014-03-25,5.0068605892054E9,585.0255127
2014-03-26,5.0068605892054E9,583.48187256
2014-03-27,5.0068605892054E9,580.25689697
2014-03-28,5.0068605892054E9,477.14260864
2014-03-29,5.0068605892054E9,501.71340942
2014-03-30,5.0068605892054E9,492.37179565
2014-03-31,5.0068605892054E9,462.29919434
2014-04-01,5.0068605892054E9,457.00015259
2014-04-02,5.0068605892054E9,479.13693237
2014-04-03,5.0068605892054E9,436.44403076
2014-04-04,5.0068605892054E9,445.66403198
2014-04-05,6.119726089128147E9,446.67510986
2014-04-06,6.119726089128147E9,463.39666748
2014-04-07,6.119726089128147E9,461.47418213
2014-04-08,6.119726089128147E9,447.6126709
2014-04-09,6.119726089128147E9,453.17669678
2014-04-10,6.119726089128147E9,442.25579834
2014-04-11,6.119726089128147E9,363.71020508
2014-04-12,6.119726089128147E9,420.88897705
2014-04-13,6.119726089128147E9,421.46069336
2014-04-14,6.119726089128147E9,414.82769775
2014-04-15,6.119726089128147E9,458.37329102
2014-04-16,6.119726089128147E9,522.18511963
2014-04-17,6.119726089128147E9,529.0670166
2014-04-18,6.978842649592383E9,495.79812622
2014-04-19,6.978842649592383E9,479.581604
2014-04-20,6.978842649592383E9,501.75119019
2014-04-21,6.978842649592383E9,497.73852539
2014-04-22,6.978842649592383E9,495.4548645
2014-04-23,6.978842649592383E9,488.35913086
2014-04-24,6.978842649592383E9,490.82461548
2014-04-25,6.978842649592383E9,500.08691406
2014-04-26,6.978842649592383E9,461.70489502
2014-04-27,6.978842649592383E9,457.24227905
2014-04-28,6.978842649592383E9,430.71578979
2014-04-29,6.978842649592383E9,439.98284912
2014-04-30,8.0008721359681635E9,446.89031982
2014-05-01,8.0008721359681635E9,447.63256836
2014-05-02,8.0008721359681635E9,457.36355591
2014-05-03,8.0008721359681635E9,449.40283203
2014-05-04,8.0008721359681635E9,438.5166626
2014-05-05,8.0008721359681635E9,434.78164673
2014-05-06,8.0008721359681635E9,433.36395264
2014-05-07,8.0008721359681635E9,429.34109497
2014-05-08,8.0008721359681635E9,438.67941284
2014-05-09,8.0008721359681635E9,440.17807007
2014-05-10,8.0008721359681635E9,450.45626831
2014-05-11,8.0008721359681635E9,453.9197998
2014-05-12,8.8534163091278E9,438.30310059
2014-05-13,8.8534163091278E9,441.53051758
2014-05-14,8.8534163091278E9,440.59158325
2014-05-15,8.8534163091278E9,444.13607788
2014-05-16,8.8534163091278E9,447.38644409
2014-05-17,8.8534163091278E9,448.11712646
2014-05-18,8.8534163091278E9,448.70065308
2014-05-19,8.8534163091278E9,446.07601929
2014-05-20,8.8534163091278E9,446.3046875
2014-05-21,8.8534163091278E9,485.80026245
2014-05-22,8.8534163091278E9,492.04882813
2014-05-23,8.8534163091278E9,525.71508789
2014-05-24,1.0455720138484837E10,521.05072021
2014-05-25,1.0455720138484837E10,525.22790527
2014-05-26,1.0455720138484837E10,571.39306641
2014-05-27,1.0455720138484837E10,582.58843994
2014-05-28,1.0455720138484837E10,571.91455078
2014-05-29,1.0455720138484837E10,576.32983398
2014-05-30,1.0455720138484837E10,568.17687988
2014-05-31,1.0455720138484837E10,615.68731689
2014-06-01,1.0455720138484837E10,623.69335938
2014-06-02,1.0455720138484837E10,629.64453125
2014-06-03,1.0455720138484837E10,660.55047607
2014-06-04,1.0455720138484837E10,666.77429199
2014-06-05,1.0455720138484837E10,641.07183838
2014-06-06,1.1756551916903952E10,659.28271484
2014-06-07,1.1756551916903952E10,653.52154541
2014-06-08,1.1756551916903952E10,654.99389648
2014-06-09,1.1756551916903952E10,655.64019775
2014-06-10,1.1756551916903952E10,650.04150391
2014-06-11,1.1756551916903952E10,653.18804932
2014-06-12,1.1756551916903952E10,633.42767334
2014-06-13,1.1756551916903952E10,585.69586182
2014-06-14,1.1756551916903952E10,600.74560547
2014-06-15,1.1756551916903952E10,575.92779541
2014-06-16,1.1756551916903952E10,592.64886475
2014-06-17,1.1756551916903952E10,591.58551025
2014-06-18,1.346258011452534E10,609.76702881
2014-06-19,1.346258011452534E10,608.07019043
2014-06-20,1.346258011452534E10,597.40228271
2014-06-21,1.346258011452534E10,593.67834473
2014-06-22,1.346258011452534E10,595.90368652
2014-06-23,1.346258011452534E10,602.16052246
2014-06-24,1.346258011452534E10,593.96990967
2014-06-25,1.346258011452534E10,581.80926514
2014-06-26,1.346258011452534E10,566.13684082
2014-06-27,1.346258011452534E10,581.29675293
2014-06-28,1.346258011452534E10,597.26104736
2014-06-29,1.6818461371161112E10,596.33184814
2014-06-30,1.6818461371161112E10,602.61950684
2014-07-01,1.6818461371161112E10,641.39080811
2014-07-02,1.6818461371161112E10,641.03741455
2014-07-03,1.6818461371161112E10,650.769104
2014-07-04,1.6818461371161112E10,645.15582275
2014-07-05,1.6818461371161112E10,629.95092773
2014-07-06,1.6818461371161112E10,631.7722168
2014-07-07,1.6818461371161112E10,635.4631958
2014-07-08,1.6818461371161112E10,622.57049561
2014-07-09,1.6818461371161112E10,624.50933838
2014-07-10,1.6818461371161112E10,616.76226807
2014-07-11,1.6818461371161112E10,632.00341797
2014-07-12,1.6818461371161112E10,633.71331787
2014-07-13,1.733631697850783E10,626.49682617
2014-07-14,1.733631697850783E10,619.31512451
2014-07-15,1.733631697850783E10,621.58648682
2014-07-16,1.733631697850783E10,616.79962158
2014-07-17,1.733631697850783E10,623.08886719
2014-07-18,1.733631697850783E10,628.77923584
2014-07-19,1.733631697850783E10,628.51507568
2014-07-20,1.733631697850783E10,623.90026855
2014-07-21,1.733631697850783E10,622.21069336
2014-07-22,1.733631697850783E10,621.55078125
2014-07-23,1.733631697850783E10,619.41503906
2014-07-24,1.733631697850783E10,601.73260498
2014-07-25,1.733631697850783E10,601.08898926
2014-07-26,1.8736441558310238E10,595.81329346
2014-07-27,1.8736441558310238E10,593.85162354
2014-07-28,1.8736441558310238E10,585.69061279
2014-07-29,1.8736441558310238E10,584.72454834
2014-07-30,1.8736441558310238E10,567.29260254
2014-07-31,1.8736441558310238E10,586.23455811
2014-08-01,1.8736441558310238E10,594.91558838
2014-08-02,1.8736441558310238E10,589.33312988
2014-08-03,1.8736441558310238E10,586.66644287
2014-08-04,1.8736441558310238E10,588.78210449
2014-08-05,1.8736441558310238E10,585.43579102
2014-08-06,1.8736441558310238E10,584.65338135
2014-08-07,1.8736441558310238E10,588.86920166
2014-08-08,1.9729645940577133E10,592.57739258
2014-08-09,1.9729645940577133E10,589.371521
2014-08-10,1.9729645940577133E10,591.06140137
2014-08-11,1.9729645940577133E10,576.36767578
2014-08-12,1.9729645940577133E10,569.64154053
2014-08-13,1.9729645940577133E10,546.65820313
2014-08-14,1.9729645940577133E10,505.97387695
2014-08-15,1.9729645940577133E10,497.009552
2014-08-16,1.9729645940577133E10,519.70831299
2014-08-17,1.9729645940577133E10,491.79501343
2014-08-18,1.9729645940577133E10,461.45953369
2014-08-19,1.9729645940577133E10,485.24514771
2014-08-20,2.38446700388033E10,511.97961426
2014-08-21,2.38446700388033E10,517.23693848
2014-08-22,2.38446700388033E10,514.04272461
2014-08-23,2.38446700388033E10,498.07531738
2014-08-24,2.38446700388033E10,508.28552246
2014-08-25,2.38446700388033E10,502.49649048
2014-08-26,2.38446700388033E10,511.57049561
2014-08-27,2.38446700388033E10,511.15319824
2014-08-28,2.38446700388033E10,507.81472778
2014-08-29,2.38446700388033E10,508.51690674
2014-08-30,2.38446700388033E10,504.24905396
2014-08-31,2.38446700388033E10,477.76324463
2014-09-01,2.7428630902257874E10,474.87908936
2014-09-02,2.7428630902257874E10,477.42559814
2014-09-03,2.7428630902257874E10,477.58648682
2014-09-04,2.7428630902257874E10,489.65997314
2014-09-05,2.7428630902257874E10,483.34185791
2014-09-06,2.7428630902257874E10,484.82965088
2014-09-07,2.7428630902257874E10,482.27807617
2014-09-08,2.7428630902257874E10,474.60012817
2014-09-09,2.7428630902257874E10,475.26022339
2014-09-10,2.7428630902257874E10,479.35925293
2014-09-11,2.7428630902257874E10,479.74880981
2014-09-12,2.7428630902257874E10,477.75259399
2014-09-13,2.7428630902257874E10,479.00216675
2014-09-14,2.9829733124040417E10,477.8916626
2014-09-15,2.9829733124040417E10,475.37091064
2014-09-16,2.9829733124040417E10,466.05715942
2014-09-17,2.9829733124040417E10,457.3338623
2014-09-18,2.9829733124040417E10,424.43969727
2014-09-19,2.9829733124040417E10,394.79568481
2014-09-20,2.9829733124040417E10,408.9041748
2014-09-21,2.9829733124040417E10,398.82122803
2014-09-22,2.9829733124040417E10,402.15155029
2014-09-23,2.9829733124040417E10,435.79089355
2014-09-24,2.9829733124040417E10,423.20471191
2014-09-25,2.9829733124040417E10,411.57388306
2014-09-26,3.466142592397694E10,404.42529297
2014-09-27,3.466142592397694E10,399.5201416
2014-09-28,3.466142592397694E10,377.18121338
2014-09-29,3.466142592397694E10,375.46694946
2014-09-30,3.466142592397694E10,386.94403076
2014-10-01,3.466142592397694E10,383.61453247
2014-10-02,3.466142592397694E10,375.07192993
2014-10-03,3.466142592397694E10,359.51235962
2014-10-04,3.466142592397694E10,328.8659668
2014-10-05,3.466142592397694E10,320.51019287
2014-10-06,3.466142592397694E10,330.07897949
2014-10-07,3.466142592397694E10,336.1867981
2014-10-08,3.466142592397694E10,352.93991089
2014-10-09,3.466142592397694E10,365.02572632
2014-10-10,3.500248202613323E10,361.5625
2014-10-11,3.500248202613323E10,362.29898071
2014-10-12,3.500248202613323E10,378.54882813
2014-10-13,3.500248202613323E10,390.41436768
2014-10-14,3.500248202613323E10,400.87008667
2014-10-15,3.500248202613323E10,394.77328491
2014-10-16,3.500248202613323E10,382.55636597
2014-10-17,3.500248202613323E10,383.75778198
2014-10-18,3.500248202613323E10,391.44198608
2014-10-19,3.500248202613323E10,389.54623413
2014-10-20,3.500248202613323E10,382.8454895
2014-10-21,3.500248202613323E10,386.47488403
2014-10-22,3.500248202613323E10,383.15756226
2014-10-23,3.598564026507623E10,358.41662598
2014-10-24,3.598564026507623E10,358.3447876
2014-10-25,3.598564026507623E10,347.27078247
2014-10-26,3.598564026507623E10,354.7041626
2014-10-27,3.598564026507623E10,352.98907471
2014-10-28,3.598564026507623E10,357.6182251
2014-10-29,3.598564026507623E10,335.59109497
2014-10-30,3.598564026507623E10,345.30487061
2014-10-31,3.598564026507623E10,338.32104492
2014-11-01,3.598564026507623E10,325.74899292
2014-11-02,3.598564026507623E10,325.89199829
2014-11-03,3.598564026507623E10,327.55444336
2014-11-04,3.598564026507623E10,330.49230957
2014-11-05,3.960366625241841E10,339.48590088
2014-11-06,3.960366625241841E10,349.28955078
2014-11-07,3.960366625241841E10,342.41494751
2014-11-08,3.960366625241841E10,345.48770142
2014-11-09,3.960366625241841E10,363.26446533
2014-11-10,3.960366625241841E10,366.92446899
2014-11-11,3.960366625241841E10,367.69451904
2014-11-12,3.960366625241841E10,423.56100464
2014-11-13,3.960366625241841E10,420.73529053
2014-11-14,3.960366625241841E10,397.81820679
2014-11-15,3.960366625241841E10,376.1333313
2014-11-16,3.960366625241841E10,387.88223267
2014-11-17,3.960366625241841E10,387.4083252
2014-11-18,3.960366625241841E10,375.19839478
2014-11-19,4.03000303278914E10,380.55499268
2014-11-20,4.03000303278914E10,357.83953857
2014-11-21,4.03000303278914E10,350.8475647
2014-11-22,4.03000303278914E10,352.92022705
2014-11-23,4.03000303278914E10,367.57272339
2014-11-24,4.03000303278914E10,376.90057373
2014-11-25,4.03000303278914E10,375.3475647
2014-11-26,4.03000303278914E10,368.37017822
2014-11-27,4.03000303278914E10,369.6697998
2014-11-28,4.03000303278914E10,376.44729614
2014-11-29,4.03000303278914E10,375.49145508
2014-11-30,4.03000303278914E10,378.0473938
2014-12-01,4.03000303278914E10,379.24542236
2014-12-02,4.03000303278914E10,381.31466675
2014-12-03,4.000747027127126E10,375.01049805
2014-12-04,4.000747027127126E10,369.60418701
2014-12-05,4.000747027127126E10,376.85440063
2014-12-06,4.000747027127126E10,374.7845459
2014-12-07,4.000747027127126E10,375.09487915
2014-12-08,4.000747027127126E10,361.90856934
2014-12-09,4.000747027127126E10,352.21865845
2014-12-10,4.000747027127126E10,346.36453247
2014-12-11,4.000747027127126E10,350.83349609
2014-12-12,4.000747027127126E10,352.54150391
2014-12-13,4.000747027127126E10,347.37557983
2014-12-14,4.000747027127126E10,351.63223267
2014-12-15,4.000747027127126E10,345.3453064
2014-12-16,4.000747027127126E10,327.06210327
2014-12-17,3.945767130713873E10,319.77554321
2014-12-18,3.945767130713873E10,311.39627075
2014-12-19,3.945767130713873E10,317.84326172
2014-12-20,3.945767130713873E10,329.95605469
2014-12-21,3.945767130713873E10,320.84344482
2014-12-22,3.945767130713873E10,331.88565063
2014-12-23,3.945767130713873E10,334.57171631
2014-12-24,3.945767130713873E10,322.53353882
2014-12-25,3.945767130713873E10,319.00793457
2014-12-26,3.945767130713873E10,327.92401123
2014-12-27,3.945767130713873E10,315.86306763
2014-12-28,3.945767130713873E10,317.23944092
2014-12-29,3.945767130713873E10,312.67047119
2014-12-30,3.945767130713873E10,310.73703003
2014-12-31,4.064095501657649E10,320.19348145
2015-01-01,4.064095501657649E10,314.2489624
2015-01-02,4.064095501657649E10,315.03244019
2015-01-03,4.064095501657649E10,281.08215332
2015-01-04,4.064095501657649E10,264.19534302
2015-01-05,4.064095501657649E10,274.47415161
2015-01-06,4.064095501657649E10,286.18893433
2015-01-07,4.064095501657649E10,294.33728027
2015-01-08,4.064095501657649E10,283.34866333
2015-01-09,4.064095501657649E10,287.30340576
2015-01-10,4.064095501657649E10,274.79647827
2015-01-11,4.064095501657649E10,265.66030884
2015-01-12,4.064095501657649E10,267.79602051
2015-01-13,4.397166205608958E10,225.86073303
2015-01-14,4.397166205608958E10,178.10273743
2015-01-15,4.397166205608958E10,209.84358215
2015-01-16,4.397166205608958E10,208.09721375
2015-01-17,4.397166205608958E10,199.25985718
2015-01-18,4.397166205608958E10,210.33860779
2015-01-19,4.397166205608958E10,214.86105347
2015-01-20,4.397166205608958E10,211.31472778
2015-01-21,4.397166205608958E10,226.89672852
2015-01-22,4.397166205608958E10,233.40577698
2015-01-23,4.397166205608958E10,232.87850952
2015-01-24,4.397166205608958E10,247.84683228
2015-01-25,4.397166205608958E10,253.71789551
2015-01-26,4.397166205608958E10,273.47271729
2015-01-27,4.127287389469702E10,263.4753418
2015-01-28,4.127287389469702E10,233.91477966
2015-01-29,4.127287389469702E10,233.51283264
2015-01-30,4.127287389469702E10,226.42541504
2015-01-31,4.127287389469702E10,217.46409607
2015-02-01,4.127287389469702E10,226.97161865
2015-02-02,4.127287389469702E10,238.22926331
2015-02-03,4.127287389469702E10,227.26841736
2015-02-04,4.127287389469702E10,226.85281372
2015-02-05,4.127287389469702E10,217.11070251
2015-02-06,4.127287389469702E10,222.26625061
2015-02-07,4.127287389469702E10,227.75448608
2015-02-08,4.127287389469702E10,223.41226196
2015-02-09,4.44554159623438E10,220.11010742
2015-02-10,4.44554159623438E10,219.83854675
2015-02-11,4.44554159623438E10,219.18481445
2015-02-12,4.44554159623438E10,221.76350403
2015-02-13,4.44554159623438E10,235.42668152
2015-02-14,4.44554159623438E10,257.32055664
2015-02-15,4.44554159623438E10,234.82536316
2015-02-16,4.44554159623438E10,233.84347534
