Time,LTC total addresses,Price
2014-07-21,4695411,8.58654976
2014-07-22,4702686,8.56691742
2014-07-23,4706810,8.4591856
2014-07-24,4715065,7.79307318
2014-07-25,4723345,7.55479765
2014-07-26,4729355,7.60348272
2014-07-27,4734352,7.75354004
2014-07-28,4738504,7.58822632
2014-07-29,4742706,7.65241003
2014-07-30,4747028,7.26385307
2014-07-31,4751483,7.53752708
2014-08-01,4755745,7.70185423
2014-08-02,4759784,7.62533188
2014-08-03,4763232,7.53763628
2014-08-04,4767259,7.41390467
2014-08-05,4774642,7.26678991
2014-08-06,4782304,7.18435431
2014-08-07,4789704,7.17608356
2014-08-08,4795489,7.06227779
2014-08-09,4799025,6.94440746
2014-08-10,4802410,6.94621944
2014-08-11,4806369,6.05787086
2014-08-12,4812251,5.65151834
2014-08-13,4817828,5.042449
2014-08-14,4822874,5.04379559
2014-08-15,4826575,5.04859066
2014-08-16,4830562,4.97831726
2014-08-17,4834370,4.3320322
2014-08-18,4839607,3.71356797
2014-08-19,4844508,4.67193604
2014-08-20,4849592,5.44995928
2014-08-21,4854042,5.79547691
2014-08-22,4857855,5.24732828
2014-08-23,4860780,4.90175629
2014-08-24,4864220,5.45123816
2014-08-25,4867441,5.20786619
2014-08-26,4871012,5.5387392
2014-08-27,4874318,5.3852272
2014-08-28,4877310,5.27704
2014-08-29,4880395,5.36002588
2014-08-30,4883874,5.22624493
2014-08-31,4887464,4.85829449
2014-09-01,4891322,4.71304131
2014-09-02,4894724,4.81860495
2014-09-03,4898318,4.87154579
2014-09-04,4902198,5.17592573
2014-09-05,4905255,4.96420145
2014-09-06,4908221,4.9840517
2014-09-07,4911583,5.15604305
2014-09-08,4914567,5.09617281
2014-09-09,4917721,5.06523418
2014-09-10,4921268,5.34294748
2014-09-11,4924871,5.45186424
2014-09-12,4928212,5.38247919
2014-09-13,4931519,5.44849968
2014-09-14,4935182,5.40482712
2014-09-15,4938815,5.176651
2014-09-16,4942246,5.07491302
2014-09-17,4945986,5.05855274
2014-09-18,4950274,4.68522978
2014-09-19,4954088,4.32777214
2014-09-20,4957434,4.28644371
2014-09-21,4960658,4.24592066
2014-09-22,4964027,4.24235392
2014-09-23,4966999,4.74656773
2014-09-24,4970573,4.6667881
2014-09-25,4973695,4.51464796
2014-09-26,4976710,4.43359137
2014-09-27,4980066,4.42179632
2014-09-28,4983348,4.23323011
2014-09-29,4986415,4.24678946
2014-09-30,4988964,4.47472668
2014-10-01,4993633,4.4301486
2014-10-02,4996089,4.32265759
2014-10-03,4998358,4.17511797
2014-10-04,5001473,3.93820024
2014-10-05,5004985,3.69914269
2014-10-06,5008005,3.82236695
2014-10-07,5011499,3.85862851
2014-10-08,5014523,3.90788698
2014-10-09,5017925,3.90065908
2014-10-10,5021030,3.80738854
2014-10-11,5024456,3.77266335
2014-10-12,5027248,3.85033369
2014-10-13,5030324,3.86178279
2014-10-14,5034158,4.07591057
2014-10-15,5036862,4.0564208
2014-10-16,5039349,3.99088931
2014-10-17,5041986,3.99327445
2014-10-18,5044958,4.05575752
2014-10-19,5047591,3.98894095
2014-10-20,5050098,3.90982604
2014-10-21,5052382,3.94000578
2014-10-22,5054874,3.84331608
2014-10-23,5057248,3.73965454
2014-10-24,5059626,3.74752617
2014-10-25,5062155,3.66755009
2014-10-26,5064180,3.7271843
2014-10-27,5066646,3.80730581
2014-10-28,5069037,3.84606838
2014-10-29,5071274,3.72694516
2014-10-30,5073739,3.78586245
2014-10-31,5076113,3.75400352
2014-11-01,5078826,3.57058525
2014-11-02,5081041,3.58510423
2014-11-03,5083178,3.57805562
2014-11-04,5085208,3.59175682
2014-11-05,5087525,3.64484549
2014-11-06,5089512,3.64956498
2014-11-07,5091787,3.55736971
2014-11-08,5094195,3.5562613
2014-11-09,5096351,3.63146162
2014-11-10,5099027,3.69563007
2014-11-11,5101574,3.67588592
2014-11-12,5104652,4.06861258
2014-11-13,5108700,4.09765577
2014-11-14,5111812,3.9893713
2014-11-15,5114591,3.85432935
2014-11-16,5117446,3.8836267
2014-11-17,5119922,3.87744117
2014-11-18,5122652,3.77016497
2014-11-19,5125444,3.80746245
2014-11-20,5128504,3.61154532
2014-11-21,5131362,3.49692822
2014-11-22,5134397,3.52329326
2014-11-23,5136737,3.59435749
2014-11-24,5140096,3.62854648
2014-11-25,5142789,3.56749678
2014-11-26,5145501,3.560462
2014-11-27,5147948,3.55987716
2014-11-28,5150591,3.60385752
2014-11-29,5153432,3.58628273
2014-11-30,5156895,3.57609034
2014-12-01,5159703,3.57714009
2014-12-02,5162784,3.63109589
2014-12-03,5165900,3.61201572
2014-12-04,5171858,3.59263015
2014-12-05,5179118,3.61822987
2014-12-06,5182367,3.61452389
2014-12-07,5185048,3.71116138
2014-12-08,5187997,3.65320396
2014-12-09,5191056,3.52117181
2014-12-10,5193352,3.49985981
2014-12-11,5195602,3.47890115
2014-12-12,5197871,3.48670816
2014-12-13,5200325,3.47607422
2014-12-14,5202604,3.48048449
2014-12-15,5205413,3.45077872
2014-12-16,5208972,3.01526165
2014-12-17,5211965,2.94023418
2014-12-18,5214730,2.80556583
2014-12-19,5216935,2.86910677
2014-12-20,5219701,2.92357659
2014-12-21,5222776,2.85039115
2014-12-22,5226029,2.88578916
2014-12-23,5229551,2.88196135
2014-12-24,5232529,2.73834133
2014-12-25,5235410,2.69945407
2014-12-26,5237846,2.78168702
2014-12-27,5240022,2.71695089
2014-12-28,5243502,2.73303771
2014-12-29,5246273,2.69481611
2014-12-30,5249399,2.70400715
2014-12-31,5252531,2.71893287
2015-01-01,5254947,2.69904542
2015-01-02,5257384,2.66736436
2015-01-03,5262721,2.13316369
2015-01-04,5266732,1.95668352
2015-01-05,5270617,2.08218002
2015-01-06,5274815,2.11211777
2015-01-07,5278585,2.11818266
2015-01-08,5283350,2.00807405
2015-01-09,5287597,2.00807405
2015-01-10,5292658,1.65332007
2015-01-11,5297746,1.72456288
2015-01-12,5302654,1.71423495
2015-01-13,5307247,1.54112375
2015-01-14,5312492,1.1570096
2015-01-15,5316749,1.28277385
2015-01-16,5320655,1.40227067
2015-01-17,5325305,1.29340911
2015-01-18,5329692,1.33333242
2015-01-19,5333935,1.34178281
2015-01-20,5338311,1.32355452
2015-01-21,5342761,1.37330949
2015-01-22,5347849,1.41875196
2015-01-23,5350787,1.42595315
2015-01-24,5354168,1.84379733
2015-01-25,5360092,2.24829888
2015-01-26,5364782,2.0810461
2015-01-27,5369942,2.08608055
2015-01-28,5374438,1.87202299
2015-01-29,5381792,1.91566944
2015-01-30,5392238,1.89763308
2015-01-31,5407211,1.8734951
2015-02-01,5428250,1.80351961
2015-02-02,5438126,1.876176
2015-02-03,5444698,1.82175744
2015-02-04,5462628,1.79234958
2015-02-05,5466573,1.74122977
2015-02-06,5470612,1.75941002
2015-02-07,5474502,1.78171635
2015-02-08,5479459,1.78358734
2015-02-09,5488403,1.73146963
2015-02-10,5496933,1.76317894
2015-02-11,5506641,1.72743571
2015-02-12,5513578,1.7575587
2015-02-13,5519267,1.82167864
2015-02-14,5526043,1.93768537
2015-02-15,5529946,1.84199512
2015-02-16,5534478,1.79627907
2015-02-17,5537942,1.8531214
2015-02-18,5540784,1.82816267
2015-02-19,5546113,1.84676445
2015-02-20,5549087,1.84794557
2015-02-21,5552031,1.8489145
2015-02-22,5555115,1.79620469
2015-02-23,5558909,1.82041335
2015-02-24,5562736,1.82931542
2015-02-25,5566339,1.80233753
2015-02-26,5569813,1.81012762
2015-02-27,5573864,1.84918487
2015-02-28,5579291,1.84072661
2015-03-01,5582934,1.89157176
2015-03-02,5587671,1.93610287
2015-03-03,5591663,1.95604801
2015-03-04,5597007,1.93050206
2015-03-05,5607072,1.91641033
2015-03-06,5610699,1.89782333
2015-03-07,5618401,1.91050208
2015-03-08,5622309,1.89185858
2015-03-09,5626054,1.94427979
2015-03-10,5629717,2.00905848
2015-03-11,5633818,2.02628183
2015-03-12,5638232,2.04279447
2015-03-13,5641617,2.00796294
2015-03-14,5647933,1.99604881
2015-03-15,5651223,2.01883078
2015-03-16,5654706,2.03307867
2015-03-17,5658739,1.98214662
2015-03-18,5662101,1.74253738
2015-03-19,5665757,1.75909376
2015-03-20,5668846,1.7672112
2015-03-21,5674927,1.74668801
2015-03-22,5678748,1.79771519
2015-03-23,5682280,1.7781601
2015-03-24,5685705,1.6515857
2015-03-25,5689347,1.67314446
2015-03-26,5692982,1.69549441
2015-03-27,5696001,1.68674409
2015-03-28,5700357,1.70366406
2015-03-29,5703908,1.65567636
2015-03-30,5707323,1.66957986
2015-03-31,5710775,1.6525954
2015-04-01,5714360,1.66462994
2015-04-02,5717615,1.67780554
2015-04-03,5720894,1.69851482
2015-04-04,5725229,1.68785453
2015-04-05,5728362,1.70081997
2015-04-06,5731473,1.68687189
2015-04-07,5734861,1.66842079
2015-04-08,5738213,1.62750471
2015-04-09,5742843,1.58593678
2015-04-10,5747095,1.52703512
2015-04-11,5752770,1.45911145
2015-04-12,5757308,1.4624747
2015-04-13,5761532,1.37690258
2015-04-14,5765618,1.37847674
2015-04-15,5769764,1.38299501
2015-04-16,5773372,1.42144549
2015-04-17,5776686,1.40912831
2015-04-18,5781057,1.409935
2015-04-19,5785546,1.38917446
2015-04-20,5789174,1.4089613
2015-04-21,5792091,1.42388427
2015-04-22,5795295,1.45419192
2015-04-23,5798927,1.46174836
2015-04-24,5802407,1.41928005
2015-04-25,5806172,1.40291381
2015-04-26,5809439,1.32117295
2015-04-27,5812531,1.38347518
2015-04-28,5815661,1.36401546
2015-04-29,5818542,1.36131632
2015-04-30,5821625,1.43984365
2015-05-01,5824486,1.40659428
2015-05-02,5827778,1.42153358
2015-05-03,5830745,1.43269932
2015-05-04,5834037,1.4076606
2015-05-05,5837005,1.40632713
2015-05-06,5839798,1.38890254
2015-05-07,5842757,1.455181
2015-05-08,5845695,1.48108149
2015-05-09,5849930,1.44830823
2015-05-10,5853035,1.43874097
2015-05-11,5856611,1.43732631
2015-05-12,5859771,1.44561553
2015-05-13,5862784,1.45141828
2015-05-14,5865759,1.44776976
2015-05-15,5868621,1.45429313
2015-05-16,5872093,1.44613063
2015-05-17,5874835,1.45413959
2015-05-18,5878034,1.44637012
2015-05-19,5881153,1.45319414
2015-05-20,5884401,1.45919418
2015-05-21,5887142,1.47806096
2015-05-22,5890430,1.83229613
2015-05-23,5894585,1.78646255
2015-05-24,5898364,1.83116794
2015-05-25,5901873,1.80332112
2015-05-26,5904874,1.81731415
2015-05-27,5907827,1.84502077
2015-05-28,5910706,1.84075391
2015-05-29,5913092,1.83135307
2015-05-30,5917974,1.81312144
2015-05-31,5921028,1.63708353
2015-06-01,5925535,1.61600864
2015-06-02,5929074,1.66996706
2015-06-03,5932471,1.68718004
2015-06-04,5935128,1.66834939
2015-06-05,5937903,1.76056802
2015-06-06,5941920,1.75980663
2015-06-07,5944320,1.73052502
2015-06-08,5947260,1.78646278
2015-06-09,5949609,1.79581666
2015-06-10,5952310,1.75924265
2015-06-11,5955386,1.79215968
2015-06-12,5958294,1.80219436
2015-06-13,5961613,1.86153245
2015-06-14,5965204,2.00286508
2015-06-15,5968499,2.01825142
2015-06-16,5972954,2.87659454
2015-06-17,5979083,2.88861775
2015-06-18,5984173,3.0950706
2015-06-19,5988026,2.80730414
2015-06-20,5994141,3.03591371
2015-06-21,6011130,3.02235985
2015-06-22,6017307,3.02846122
2015-06-23,6020744,2.9745338
2015-06-24,6023738,2.77862716
2015-06-25,6028256,2.85033274
2015-06-26,6032128,2.86023951
2015-06-27,6040459,3.10317302
2015-06-28,6049148,3.3058238
2015-06-29,6057803,3.73649526
2015-06-30,6066746,4.08675909
2015-07-01,6071421,3.92427468
2015-07-02,6075633,4.06536627
2015-07-03,6079624,4.11531496
2015-07-04,6084152,4.11353064
2015-07-05,6087630,4.95272017
2015-07-06,6094127,5.41723442
2015-07-07,6099855,5.23463202
2015-07-08,6105052,6.36112356
2015-07-09,6112835,7.53694296
2015-07-10,6124669,4.50522041
2015-07-11,6133038,4.37381697
2015-07-12,6139752,5.28724813
2015-07-13,6145465,4.67990303
2015-07-14,6149436,4.6498909
2015-07-15,6152848,4.21409369
2015-07-16,6158017,3.68978143
2015-07-17,6162359,3.78680515
2015-07-18,6165508,4.00187826
2015-07-19,6170034,3.76611066
2015-07-20,6173142,3.93859434
2015-07-21,6176299,3.76621032
2015-07-22,6179103,3.82366419
2015-07-23,6181735,3.78443646
2015-07-24,6185061,4.60182667
2015-07-25,6189211,4.63198757
2015-07-26,6194071,4.66231585
2015-07-27,6197432,4.67136574
2015-07-28,6201331,5.05840015
2015-07-29,6205405,4.79768467
2015-07-30,6208238,4.57803392
2015-07-31,6211215,4.64104176
2015-08-01,6214929,4.15320396
2015-08-02,6218025,4.17490911
2015-08-03,6221480,4.16219473
2015-08-04,6224692,4.37793016
2015-08-05,6227578,4.34921503
2015-08-06,6230839,4.06467485
2015-08-07,6233786,4.20828247
2015-08-08,6237345,3.85475302
2015-08-09,6240413,3.89859128
2015-08-10,6243320,3.94887686
2015-08-11,6246315,4.15955114
2015-08-12,6249506,3.98545313
2015-08-13,6252521,3.88034105
2015-08-14,6255559,4.02622652
2015-08-15,6258964,3.9254632
2015-08-16,6261391,3.95228195
2015-08-17,6264117,3.98395896
2015-08-18,6266662,3.46971178
2015-08-19,6270049,3.47782493
2015-08-20,6272844,3.60509038
2015-08-21,6275346,3.56501508
2015-08-22,6278655,3.51123333
2015-08-23,6281288,3.39447045
2015-08-24,6284560,2.99473691
2015-08-25,6289019,2.93719912
2015-08-26,6292722,2.9465127
2015-08-27,6295886,2.86605453
2015-08-28,6298741,2.90628648
2015-08-29,6302285,2.87650728
2015-08-30,6304420,2.84840322
2015-08-31,6307198,2.84207153
2015-09-01,6310019,2.82001448
2015-09-02,6312544,2.79544544
2015-09-03,6315145,2.63313818
2015-09-04,6317783,2.70112371
2015-09-05,6321134,2.91953635
2015-09-06,6325580,3.04807091
2015-09-07,6328069,3.04589915
2015-09-08,6330683,3.04737568
2015-09-09,6332996,2.9239161
2015-09-10,6335088,2.94935632
2015-09-11,6337491,2.95746017
2015-09-12,6339498,2.82555485
2015-09-13,6343476,2.8159411
2015-09-14,6345835,2.84464836
2015-09-15,6347822,2.82318807
2015-09-16,6350354,2.80298424
2015-09-17,6352499,2.90637326
2015-09-18,6355185,2.95695639
2015-09-19,6357220,2.87357521
2015-09-20,6360204,2.84643531
2015-09-21,6362872,2.79912663
2015-09-22,6365401,2.84464741
2015-09-23,6367595,2.86554766
2015-09-24,6369506,2.92998147
2015-09-25,6372088,2.89286017
2015-09-26,6373836,2.88688207
2015-09-27,6376778,2.87115836
2015-09-28,6379348,3.07280016
2015-09-29,6381996,2.96998906
2015-09-30,6384349,3.00978327
2015-10-01,6386606,3.00191545
2015-10-02,6388859,2.99319696
2015-10-03,6390710,3.03008008
2015-10-04,6393561,3.01435614
2015-10-05,6395858,3.01599288
2015-10-06,6397920,3.14592814
2015-10-07,6400468,3.05857921
2015-10-08,6402764,3.06403184
2015-10-09,6404821,3.1079669
2015-10-10,6408070,3.10598898
2015-10-11,6410507,3.14503813
2015-10-12,6413518,3.13719654
2015-10-13,6415903,3.17973757
2015-10-14,6418688,3.14418221
2015-10-15,6421739,3.10489273
2015-10-16,6424435,3.10735393
2015-10-17,6428525,3.07154417
2015-10-18,6431621,3.02279377
2015-10-19,6434300,3.04797053
2015-10-20,6436967,3.09260368
2015-10-21,6441318,3.07514954
2015-10-22,6443902,3.11464596
2015-10-23,6447142,3.11153889
2015-10-24,6450752,3.09985924
2015-10-25,6453743,3.06579041
2015-10-26,6457092,3.10442686
2015-10-27,6459816,3.09454799
2015-10-28,6463390,3.10077167
2015-10-29,6466728,3.78220654
2015-10-30,6472092,4.06167603
2015-10-31,6476861,3.80433154
2015-11-01,6479829,3.95930147
2015-11-02,6483613,4.16489649
2015-11-03,6487919,4.58980274
2015-11-04,6494704,4.23022032
2015-11-05,6500211,3.96163583
2015-11-06,6506608,3.54801464
2015-11-07,6510562,3.59887409
2015-11-08,6514905,3.41906643
2015-11-09,6520467,3.39661884
2015-11-10,6524547,3.11514878
2015-11-11,6528519,2.96938753
2015-11-12,6532533,3.27870131
2015-11-13,6536186,3.22598696
2015-11-14,6540938,3.19461036
2015-11-15,6544417,3.06579971
2015-11-16,6547980,3.1894455
2015-11-17,6551717,3.20197964
2015-11-18,6556031,3.18551302
2015-11-19,6559966,3.13360643
2015-11-20,6563141,3.11556554
2015-11-21,6567198,3.15027022
2015-11-22,6570301,3.13683057
2015-11-23,6573537,3.12410378
2015-11-24,6576632,3.10783219
2015-11-25,6579586,3.3444407
2015-11-26,6584366,3.60833955
2015-11-27,6588034,3.57860947
2015-11-28,6591896,3.52259111
2015-11-29,6595817,3.66972733
2015-11-30,6599356,3.6212194
2015-12-01,6602829,3.43489599
2015-12-02,6605745,3.34225297
2015-12-03,6608194,3.37749314
2015-12-04,6610306,3.36181474
2015-12-05,6614170,3.52371645
2015-12-06,6617752,3.47310448
2015-12-07,6621474,3.64514112
2015-12-08,6625548,3.68692207
2015-12-09,6629789,3.66902566
2015-12-10,6632972,3.66394138
2015-12-11,6636027,3.836447
2015-12-12,6642294,3.60633254
2015-12-13,6645142,3.62673926
2015-12-14,6649342,3.61456943
2015-12-15,6653952,3.8337698
2015-12-16,6662299,3.69892073
2015-12-17,6666552,3.74000025
2015-12-18,6670212,3.75695777
2015-12-19,6674295,3.72061563
2015-12-20,6677356,3.53612018
2015-12-21,6684066,3.45868683
2015-12-22,6687924,3.41952944
2015-12-23,6693808,3.57807016
2015-12-24,6697998,3.64400244
2015-12-25,6700725,3.62475419
2015-12-26,6703883,3.42442489
2015-12-27,6708279,3.47904706
2015-12-28,6711622,3.46603465
2015-12-29,6715203,3.50026464
2015-12-30,6718625,3.45914149
2015-12-31,6722477,3.48017335
2016-01-01,6726407,3.50898409
2016-01-02,6731748,3.50215697
2016-01-03,6734767,3.48306918
2016-01-04,6739348,3.49539495
2016-01-05,6742475,3.46966624
2016-01-06,6745558,3.45355749
2016-01-07,6749328,3.6041441
2016-01-08,6755692,3.56887746
2016-01-09,6763297,3.5605669
2016-01-10,6768153,3.53672147
2016-01-11,6775652,3.55661941
2016-01-12,6779246,3.49368024
2016-01-13,6783752,3.47602415
2016-01-14,6786914,3.46598887
2016-01-15,6790556,2.99677944
2016-01-16,6795058,3.08694029
2016-01-17,6799826,3.02619243
2016-01-18,6805455,3.04896069
2016-01-19,6808334,3.01744437
2016-01-20,6812593,3.38852787
2016-01-21,6816427,3.22078252
2016-01-22,6819716,3.0765686
2016-01-23,6824202,3.10348296
2016-01-24,6828932,3.18100095
2016-01-25,6834654,3.12727857
2016-01-26,6839956,3.15481877
2016-01-27,6847352,3.2874465
2016-01-28,6854416,3.12016296
2016-01-29,6859459,3.11137533
2016-01-30,6866667,3.08080244
2016-01-31,6870357,3.05215883
2016-02-01,6874853,3.07724261
2016-02-02,6878188,3.07586884
2016-02-03,6881234,3.04753041
2016-02-04,6884454,3.16276693
2016-02-05,6887529,3.13740945
2016-02-06,6892132,3.09900498
2016-02-07,6895488,3.08595967
2016-02-08,6898738,3.0621593
2016-02-09,6902254,3.08155417
2016-02-10,6905365,3.09524798
2016-02-11,6908618,3.07562256
2016-02-12,6911881,3.11187005
2016-02-13,6915404,3.12969303
2016-02-14,6918336,3.21058726
2016-02-15,6921713,3.18250656
2016-02-16,6925057,3.20900846
2016-02-17,6929623,3.24102855
2016-02-18,6933481,3.25143123
2016-02-19,6938687,3.25279045
2016-02-20,6942998,3.45799184
2016-02-21,6948001,3.46427155
2016-02-22,6952127,3.48363161
2016-02-23,6955710,3.39693499
2016-02-24,6959225,3.37487483
2016-02-25,6962525,3.36552358
2016-02-26,6965659,3.41679454
2016-02-27,6969672,3.41287971
2016-02-28,6972576,3.44186473
2016-02-29,6976670,3.44611311
2016-03-01,6979937,3.43297386
2016-03-02,6986109,3.36501932
2016-03-03,6989678,3.32352662
2016-03-04,6993494,3.25023389
2016-03-05,6999405,3.19215608
2016-03-06,7004023,3.22164583
2016-03-07,7007474,3.26774788
2016-03-08,7010486,3.25421786
2016-03-09,7013213,3.27985191
2016-03-10,7016385,3.28755307
2016-03-11,7020290,3.38469887
2016-03-12,7023442,3.29018188
2016-03-13,7027028,3.30740237
2016-03-14,7031369,3.3035233
2016-03-15,7034922,3.30577755
2016-03-16,7037679,3.30939174
2016-03-17,7041799,3.30739212
2016-03-18,7045492,3.16981387
2016-03-19,7049507,3.17825365
2016-03-20,7054131,3.20554972
2016-03-21,7059257,3.20091319
2016-03-22,7064794,3.23472309
2016-03-23,7068221,3.24280095
2016-03-24,7074585,3.22470355
2016-03-25,7079972,3.22907448
2016-03-26,7085288,3.23057389
2016-03-27,7089944,3.30359983
2016-03-28,7094098,3.26405549
2016-03-29,7099565,3.22633123
2016-03-30,7103401,3.21940923
2016-03-31,7107331,3.25707412
2016-04-01,7110945,3.23994684
2016-04-02,7119083,3.26211309
2016-04-03,7123038,3.26268291
2016-04-04,7126167,3.25059104
2016-04-05,7130793,3.2516458
2016-04-06,7135424,3.25593209
2016-04-07,7140069,3.24531531
2016-04-08,7145498,3.22026873
2016-04-09,7151045,3.21620321
2016-04-10,7154894,3.22698927
2016-04-11,7159265,3.24177313
2016-04-12,7162176,3.25731826
2016-04-13,7164724,3.23886013
2016-04-14,7167592,3.23960781
2016-04-15,7170526,3.27882552
2016-04-16,7173338,3.27381587
2016-04-17,7176101,3.25777316
2016-04-18,7178999,3.2403934
2016-04-19,7181855,3.28516841
2016-04-20,7184762,3.27837515
2016-04-21,7187867,3.34639525
2016-04-22,7190616,3.31927228
2016-04-23,7194577,3.33446503
2016-04-24,7198487,3.63183069
2016-04-25,7203323,3.81171918
2016-04-26,7207810,4.04579878
2016-04-27,7213219,3.8897109
2016-04-28,7217038,3.78849649
2016-04-29,7220624,3.81360102
2016-04-30,7223659,3.65974832
2016-05-01,7227836,3.70520091
2016-05-02,7231482,3.68031144
2016-05-03,7235421,3.74091148
2016-05-04,7238821,3.74679303
2016-05-05,7242518,3.71384573
2016-05-06,7246081,3.82211185
2016-05-07,7249851,3.95345283
2016-05-08,7252404,3.93813968
2016-05-09,7255741,4.05642509
2016-05-10,7259593,3.81915426
2016-05-11,7263464,3.88226843
2016-05-12,7266686,3.85679913
2016-05-13,7270708,3.9256804
2016-05-14,7275933,4.01012278
2016-05-15,7279719,4.06311941
2016-05-16,7283857,4.00653458
2016-05-17,7288014,3.98312974
2016-05-18,7291541,4.0032177
2016-05-19,7296196,3.83338928
2016-05-20,7299903,3.88101172
2016-05-21,7303580,3.95448685
2016-05-22,7307179,3.92969537
2016-05-23,7311456,3.96819305
2016-05-24,7314764,3.95140934
2016-05-25,7319222,4.04566193
2016-05-26,7322635,4.08246946
2016-05-27,7328267,4.50133371
2016-05-28,7333494,4.70068169
2016-05-29,7337877,4.60962057
2016-05-30,7342550,4.6708746
2016-05-31,7347646,4.65038919
2016-06-01,7351858,4.74098873
2016-06-02,7356361,4.71505499
2016-06-03,7360430,4.8609724
2016-06-04,7366116,4.80804491
2016-06-05,7369037,4.81290674
2016-06-06,7372790,4.9591608
2016-06-07,7376228,4.77078009
2016-06-08,7379494,4.74816561
2016-06-09,7382785,4.69312
2016-06-10,7385817,4.83999777
2016-06-11,7388970,5.01398182
2016-06-12,7393051,5.33357859
2016-06-13,7398212,5.29031801
2016-06-14,7403102,5.20402002
2016-06-15,7407592,5.23978472
2016-06-16,7412980,5.6607933
2016-06-17,7419010,5.59326935
2016-06-18,7422948,5.55994654
2016-06-19,7426917,5.59378099
2016-06-20,7430885,5.29454088
2016-06-21,7435665,4.82175446
2016-06-22,7439741,3.91069913
2016-06-23,7445509,3.85051417
2016-06-24,7450309,4.27909517
2016-06-25,7453843,4.23307419
2016-06-26,7457978,4.07430696
2016-06-27,7461360,4.11985493
2016-06-28,7465758,4.10066271
2016-06-29,7468915,4.06187916
2016-06-30,7472694,4.19350481
2016-07-01,7477203,4.25596952
2016-07-02,7480776,4.58992147
2016-07-03,7484306,4.25329447
2016-07-04,7487697,4.54056215
2016-07-05,7491296,4.45227575
2016-07-06,7494767,4.46821594
2016-07-07,7498174,4.11187792
2016-07-08,7501417,4.21990681
2016-07-09,7505207,4.16307259
2016-07-10,7508475,4.09982681
2016-07-11,7511833,4.08544016
2016-07-12,7515001,4.15327978
2016-07-13,7518068,4.13855219
2016-07-14,7521083,4.14846039
2016-07-15,7525398,4.15976667
2016-07-16,7529109,4.13266897
2016-07-17,7532008,4.18988991
2016-07-18,7535191,4.14822006
2016-07-19,7538028,4.14915943
2016-07-20,7541117,4.12505865
2016-07-21,7544536,4.12022638
2016-07-22,7547807,4.03828812
2016-07-23,7550556,4.0570035
2016-07-24,7553492,4.07066822
2016-07-25,7556475,4.03204203
2016-07-26,7559694,3.97024322
2016-07-27,7563056,3.95589185
2016-07-28,7565614,3.96774292
2016-07-29,7569028,4.07744408
2016-07-30,7572663,4.0618124
2016-07-31,7575162,4.0138216
2016-08-01,7578604,3.86342001
2016-08-02,7582991,3.63958025
2016-08-03,7588013,3.71922803
2016-08-04,7591212,3.74845362
2016-08-05,7594090,3.72903657
2016-08-06,7597793,3.76017523
2016-08-07,7600894,3.78032398
2016-08-08,7605090,3.78551173
2016-08-09,7607515,3.7597537
2016-08-10,7610021,3.72242188
2016-08-11,7612735,3.7421689
2016-08-12,7615837,3.70935202
2016-08-13,7618635,3.71440625
2016-08-14,7621204,3.65020871
2016-08-15,7624343,3.57708097
2016-08-16,7626965,3.63771629
2016-08-17,7629574,3.59944081
2016-08-18,7632144,3.60712194
2016-08-19,7634595,3.6040864
2016-08-20,7636791,3.61556458
2016-08-21,7639210,3.61506605
2016-08-22,7641955,3.65725541
2016-08-23,7647148,3.93072915
2016-08-24,7650963,3.85504889
2016-08-25,7654009,3.80207324
2016-08-26,7656349,3.82638049
2016-08-27,7659229,3.73676872
2016-08-28,7661930,3.73982644
2016-08-29,7664593,3.75952172
2016-08-30,7667059,3.80406404
2016-08-31,7670321,3.79744315
2016-09-01,7673059,3.83201218
2016-09-02,7676540,3.82457376
2016-09-03,7679100,3.88875175
2016-09-04,7681846,4.01443911
2016-09-05,7684936,3.97918725
2016-09-06,7687598,3.9723568
2016-09-07,7690128,3.9698832
2016-09-08,7692687,3.98833823
2016-09-09,7695099,3.96998572
2016-09-10,7697196,3.96898007
2016-09-11,7699675,3.85545015
2016-09-12,7702500,3.82319379
2016-09-13,7705187,3.82171369
2016-09-14,7707541,3.83215976
2016-09-15,7709810,3.81192493
2016-09-16,7712332,3.80619478
2016-09-17,7714807,3.80542421
2016-09-18,7716744,4.04340315
2016-09-19,7719292,3.8311646
2016-09-20,7721962,3.84206939
2016-09-21,7724571,3.84036875
2016-09-22,7727267,3.76756907
2016-09-23,7729342,3.81290841
2016-09-24,7731152,3.80514002
2016-09-25,7733713,3.80837536
2016-09-26,7736568,3.85873556
2016-09-27,7738718,3.85224152
2016-09-28,7740954,3.8376081
2016-09-29,7743764,3.84561014
2016-09-30,7746474,3.84160089
2016-10-01,7749030,3.84921789
2016-10-02,7751148,3.84231234
2016-10-03,7753956,3.83797121
2016-10-04,7756193,3.82302928
2016-10-05,7758626,3.84312606
2016-10-06,7761388,3.84654403
2016-10-07,7763722,3.86229157
2016-10-08,7766348,3.83804703
2016-10-09,7768377,3.81513
2016-10-10,7771221,3.79516816
2016-10-11,7773827,3.8163271
2016-10-12,7776692,3.75851059
2016-10-13,7779629,3.90657401
2016-10-14,7781759,3.89759994
2016-10-15,7784291,3.87242961
2016-10-16,7786427,3.88544941
2016-10-17,7792649,3.91047692
2016-10-18,7795532,3.83957815
2016-10-19,7798524,3.80414295
2016-10-20,7801613,3.77899885
