Time,LTC total addresses,Price
2016-10-21,7804245,3.80546212
2016-10-22,7806818,3.88545871
2016-10-23,7809210,3.91778135
2016-10-24,7813212,3.86886001
2016-10-25,7816624,3.90441394
2016-10-26,7820018,3.96029305
2016-10-27,7823481,4.02150297
2016-10-28,7826467,3.97321558
2016-10-29,7829451,4.09030724
2016-10-30,7833142,4.03400755
2016-10-31,7836325,3.99396276
2016-11-01,7839616,4.0883317
2016-11-02,7842540,4.10449839
2016-11-03,7845381,3.86132813
2016-11-04,7848438,3.87888885
2016-11-05,7850934,3.86669135
2016-11-06,7853515,3.88925147
2016-11-07,7856786,3.83886695
2016-11-08,7859353,3.84275651
2016-11-09,7862451,3.86460948
2016-11-10,7864982,3.82424068
2016-11-11,7867479,3.81600738
2016-11-12,7870242,3.76387715
2016-11-13,7872821,3.87800169
2016-11-14,7875925,3.8761704
2016-11-15,7878865,3.89359307
2016-11-16,7881749,4.01948023
2016-11-17,7884747,3.94318557
2016-11-18,7887266,3.96132135
2016-11-19,7889554,3.95380211
2016-11-20,7892498,3.92194247
2016-11-21,7895373,3.94488049
2016-11-22,7897996,3.94731164
2016-11-23,7900311,3.92531633
2016-11-24,7902474,3.90768623
2016-11-25,7904864,3.91541958
2016-11-26,7907326,3.89451218
2016-11-27,7909980,3.88293242
2016-11-28,7912366,3.88453913
2016-11-29,7914648,3.87455034
2016-11-30,7916910,3.89379263
2016-12-01,7919249,3.90908194
2016-12-02,7921888,3.94644308
2016-12-03,7924229,3.92399716
2016-12-04,7927100,3.89961171
2016-12-05,7930719,3.52857924
2016-12-06,7933372,3.5354054
2016-12-07,7935776,3.61594605
2016-12-08,7938712,3.69110298
2016-12-09,7940982,3.69148302
2016-12-10,7943024,3.68027067
2016-12-11,7945887,3.63795733
2016-12-12,7948057,3.66230702
2016-12-13,7950083,3.65028453
2016-12-14,7952139,3.6195631
2016-12-15,7954385,3.62447238
2016-12-16,7956651,3.62817836
2016-12-17,7958622,3.69749522
2016-12-18,7961632,3.67694736
2016-12-19,7963812,3.66261673
2016-12-20,7966256,3.66106296
2016-12-21,7968750,3.65345049
2016-12-22,7971817,3.71168065
2016-12-23,7975039,4.65533209
2016-12-24,7980120,4.55154133
2016-12-25,7983241,4.34722424
2016-12-26,7985764,4.35547686
2016-12-27,7988822,4.46940279
2016-12-28,7991881,4.57135248
2016-12-29,7995158,4.55547714
2016-12-30,7998570,4.39052153
2016-12-31,8001245,4.32528782
2017-01-01,8004094,4.5115943
2017-01-02,8008423,4.64893961
2017-01-03,8012232,4.62619591
2017-01-04,8016324,4.83785391
2017-01-05,8021267,4.29271936
2017-01-06,8025090,3.86125636
2017-01-07,8029642,3.95588207
2017-01-08,8032383,3.99457669
2017-01-09,8035060,4.30195904
2017-01-10,8038714,4.59151173
2017-01-11,8043084,3.84679413
2017-01-12,8046425,3.96280217
2017-01-13,8049398,3.89086986
2017-01-14,8052118,3.90053368
2017-01-15,8056391,3.92583799
2017-01-16,8059030,3.9025383
2017-01-17,8061866,3.93904877
2017-01-18,8064920,3.83819938
2017-01-19,8067933,3.86060715
2017-01-20,8070995,3.89001441
2017-01-21,8074037,3.90451455
2017-01-22,8078351,3.84293866
2017-01-23,8080888,3.83576155
2017-01-24,8083548,3.78609848
2017-01-25,8086063,3.71453118
2017-01-26,8088754,3.83432293
2017-01-27,8091173,3.85588098
2017-01-28,8093623,3.85295272
2017-01-29,8097288,3.85210395
2017-01-30,8099805,4.02124977
2017-01-31,8103468,4.07864475
2017-02-01,8106305,4.07532597
2017-02-02,8109043,4.08526659
2017-02-03,8111968,4.08256483
2017-02-04,8115137,4.05800104
2017-02-05,8119598,4.04291534
2017-02-06,8122273,4.0440135
2017-02-07,8125586,4.04037094
2017-02-08,8128749,4.0231719
2017-02-09,8133009,3.79858923
2017-02-10,8136279,3.77721047
2017-02-11,8139063,3.79310322
2017-02-12,8142926,3.7643683
2017-02-13,8145421,3.71789074
2017-02-14,8147961,3.77080464
2017-02-15,8150528,3.80927777
2017-02-16,8152979,3.78681469
2017-02-17,8155564,3.83036399
2017-02-18,8158133,3.79103303
2017-02-19,8161960,3.76225567
2017-02-20,8164703,3.76765895
2017-02-21,8169222,3.78327823
2017-02-22,8174161,3.80522251
2017-02-23,8176943,3.84294987
2017-02-24,8182816,3.84671879
2017-02-25,8187606,3.82610703
2017-02-26,8195641,3.82671547
2017-02-27,8200056,3.80273581
2017-02-28,8202889,3.77098918
2017-03-01,8208628,3.79889679
2017-03-02,8213884,3.92422605
2017-03-03,8220257,3.92081809
2017-03-04,8222952,3.88399529
2017-03-05,8227923,3.90155983
2017-03-06,8230865,3.92140126
2017-03-07,8233668,3.82147932
2017-03-08,8241022,3.77599907
2017-03-09,8247258,3.83841848
2017-03-10,8249763,3.75216579
2017-03-11,8252848,3.79800439
2017-03-12,8257864,3.84257078
2017-03-13,8260992,4.17054129
2017-03-14,8265286,4.05518866
2017-03-15,8269637,4.16086531
2017-03-16,8273876,4.23709679
2017-03-17,8278763,4.0550971
2017-03-18,8283103,3.967623
2017-03-19,8289171,3.95641303
2017-03-20,8292566,4.03331184
2017-03-21,8295993,4.00921869
2017-03-22,8299477,3.93649292
2017-03-23,8303132,3.98003435
2017-03-24,8307314,4.08396292
2017-03-25,8311924,4.07061625
2017-03-26,8317646,4.06074333
2017-03-27,8321163,4.07528114
2017-03-28,8324907,4.15568256
2017-03-29,8328901,4.18590355
2017-03-30,8339264,6.98063469
2017-03-31,8349110,6.66706467
2017-04-01,8355373,6.88352346
2017-04-02,8363705,7.74450445
2017-04-03,8373921,8.07057571
2017-04-04,8382098,8.28936291
2017-04-05,8390762,11.09402084
2017-04-06,8404371,10.25171089
2017-04-07,8413494,9.37155533
2017-04-08,8419491,9.91621113
2017-04-09,8426529,8.70984745
2017-04-10,8433171,8.91704178
2017-04-11,8439013,8.85383415
2017-04-12,8448014,10.78556919
2017-04-13,8454795,10.14949036
2017-04-14,8460504,10.38996601
2017-04-15,8466296,10.79460716
2017-04-16,8471554,10.71490383
2017-04-17,8477528,10.42162609
2017-04-18,8484820,10.320117
2017-04-19,8492782,9.65807724
2017-04-20,8499926,10.33494186
2017-04-21,8506978,11.22781181
2017-04-22,8515373,13.06460762
2017-04-23,8529016,13.93907547
2017-04-24,8538186,14.96547031
2017-04-25,8546534,15.21284771
2017-04-26,8555485,14.84811115
2017-04-27,8564692,14.62202168
2017-04-28,8572773,14.34145164
2017-04-29,8580415,15.74213505
2017-04-30,8591422,15.70559883
2017-05-01,8599602,15.91765881
2017-05-02,8607663,15.89496899
2017-05-03,8617396,21.04263878
2017-05-04,8641646,23.39364052
2017-05-05,8662873,26.26694489
2017-05-06,8676920,28.15984917
2017-05-07,8693913,30.29107475
2017-05-08,8711072,28.9582119
2017-05-09,8729160,33.58295059
2017-05-10,8753277,31.9621048
2017-05-11,8773428,30.71772194
2017-05-12,8788688,27.45493889
2017-05-13,8801904,28.91196632
2017-05-14,8817158,28.89299583
2017-05-15,8831055,25.36532593
2017-05-16,8852068,23.32772446
2017-05-17,8870091,25.40439415
2017-05-18,8884894,28.35764885
2017-05-19,8905226,27.69753456
2017-05-20,8925713,27.50601196
2017-05-21,8944431,26.29817772
2017-05-22,8970023,25.38098145
2017-05-23,8995761,32.11205673
2017-05-24,9017428,34.4533577
2017-05-25,9042081,29.90024185
2017-05-26,9065774,23.7482605
2017-05-27,9087744,23.73534393
2017-05-28,9102852,24.22057533
2017-05-29,9118936,25.21245193
2017-05-30,9135019,24.14204216
2017-05-31,9154006,25.29756927
2017-06-01,9177890,28.80344772
2017-06-02,9200589,28.9447422
2017-06-03,9221227,27.66099167
2017-06-04,9242436,27.93934631
2017-06-05,9261721,30.84333038
2017-06-06,9285268,30.55104256
2017-06-07,9307905,28.39466286
2017-06-08,9327795,30.21192169
2017-06-09,9348551,29.68163109
2017-06-10,9368197,30.44167519
2017-06-11,9391200,33.21625137
2017-06-12,9417378,29.5035305
2017-06-13,9440192,30.64292526
2017-06-14,9463184,30.22468376
2017-06-15,9487101,30.22007751
2017-06-16,9510954,35.70049286
2017-06-17,9545018,47.64590073
2017-06-18,9580269,46.04160309
2017-06-19,9611518,50.32087326
2017-06-20,9644427,47.21638489
2017-06-21,9673162,47.78752136
2017-06-22,9699234,47.71292877
2017-06-23,9723554,47.33549881
2017-06-24,9745833,44.49179077
2017-06-25,9764640,43.924366
2017-06-26,9787381,41.13184357
2017-06-27,9812933,40.54148865
2017-06-28,9835855,42.84949493
2017-06-29,9856611,41.06526947
2017-06-30,9875408,40.35433197
2017-07-01,9892367,38.98817062
2017-07-02,9908448,41.56764603
2017-07-03,9934762,46.42517853
2017-07-04,9963247,55.33437347
2017-07-05,9995342,53.19451523
2017-07-06,10021336,51.1303215
2017-07-07,10046936,46.57552719
2017-07-08,10071219,52.13852692
2017-07-09,10092155,49.58053589
2017-07-10,10114220,46.57640457
2017-07-11,10142607,45.33076477
2017-07-12,10166835,48.75123978
2017-07-13,10192952,46.32778168
2017-07-14,10218346,42.8026619
2017-07-15,10245776,38.92386627
2017-07-16,10271358,40.91286087
2017-07-17,10297661,42.66966629
2017-07-18,10324962,44.30243683
2017-07-19,10353776,40.86441803
2017-07-20,10375701,45.01573944
2017-07-21,10406505,45.76303482
2017-07-22,10428078,46.55832291
2017-07-23,10454429,44.0558815
2017-07-24,10477715,44.40550232
2017-07-25,10503080,42.24129486
2017-07-26,10527208,42.22967911
2017-07-27,10550004,42.13980865
2017-07-28,10575239,40.61458588
2017-07-29,10597491,41.11550522
2017-07-30,10617137,40.42198563
2017-07-31,10641427,43.02272415
2017-08-01,10666191,43.03626251
2017-08-02,10693046,42.13222504
2017-08-03,10717388,42.86149979
2017-08-04,10745862,43.44973755
2017-08-05,10772239,46.85902023
2017-08-06,10798322,45.10300446
2017-08-07,10825757,45.79546738
2017-08-08,10853029,48.63189697
2017-08-09,10883251,48.0118866
2017-08-10,10909264,46.49975586
2017-08-11,10943497,47.09937668
2017-08-12,10972137,46.43390656
2017-08-13,10999844,45.81278229
2017-08-14,11025659,45.80452728
2017-08-15,11060979,43.30649567
2017-08-16,11092625,44.15123749
2017-08-17,11121362,43.91458511
2017-08-18,11154413,47.28138733
2017-08-19,11184798,45.47995377
2017-08-20,11208834,46.23097992
2017-08-21,11234709,47.9360466
2017-08-22,11264331,46.72713852
2017-08-23,11292316,53.24814224
2017-08-24,11339653,50.18563843
2017-08-25,11372542,51.17683792
2017-08-26,11401472,51.74957275
2017-08-27,11434490,61.15875626
2017-08-28,11477998,62.35548401
2017-08-29,11520920,63.16698074
2017-08-30,11559252,64.16929626
2017-08-31,11595192,71.05514526
2017-09-01,11649412,86.03970337
2017-09-02,11709937,79.02426147
2017-09-03,11743254,76.8429718
2017-09-04,11782471,65.20581055
2017-09-05,11828085,71.29477692
2017-09-06,11868789,80.11431122
2017-09-07,11907195,78.48433685
2017-09-08,11943492,67.79475403
2017-09-09,11980092,66.00912476
2017-09-10,12009596,61.61347198
2017-09-11,12039312,66.03990173
2017-09-12,12071788,64.23365021
2017-09-13,12106684,61.73005676
2017-09-14,12146040,41.58491135
2017-09-15,12204084,48.2126236
2017-09-16,12248270,48.25833893
2017-09-17,12278792,48.49020386
2017-09-18,12315874,55.52535248
2017-09-19,12352430,52.83527374
2017-09-20,12385859,51.73378754
2017-09-21,12418036,46.60575485
2017-09-22,12451099,48.09026718
2017-09-23,12478428,49.27156448
2017-09-24,12501506,47.61825562
2017-09-25,12526849,51.58014297
2017-09-26,12556056,51.54675293
2017-09-27,12583417,56.28308487
2017-09-28,12615858,54.08522415
2017-09-29,12643949,52.62303543
2017-09-30,12669176,55.1423645
2017-10-01,12692345,54.54334641
2017-10-02,12718369,53.37601852
2017-10-03,12745284,52.34958267
2017-10-04,12770703,51.39951324
2017-10-05,12795938,51.66946411
2017-10-06,12822953,52.12013245
2017-10-07,12848779,52.58395767
2017-10-08,12872623,53.14263153
2017-10-09,12900132,50.16396332
2017-10-10,12931648,50.71709442
2017-10-11,12959714,50.88754272
2017-10-12,12991124,60.10764313
2017-10-13,13034834,59.4289093
2017-10-14,13067388,63.95017242
2017-10-15,13101610,65.46742249
2017-10-16,13134050,64.62187195
2017-10-17,13171086,59.4789505
2017-10-18,13206439,60.73080444
2017-10-19,13240493,59.73968124
2017-10-20,13272000,60.33055496
2017-10-21,13306491,58.20179367
2017-10-22,13335252,56.8079071
2017-10-23,13369105,54.92017365
2017-10-24,13412465,55.96318054
2017-10-25,13445432,56.49428558
2017-10-26,13478647,55.737957
2017-10-27,13512545,55.33243942
2017-10-28,13542243,54.69387054
2017-10-29,13572351,57.10644531
2017-10-30,13608235,56.39052963
2017-10-31,13639147,55.75408554
2017-11-01,13670478,53.18083954
2017-11-02,13708960,54.73730087
2017-11-03,13744947,56.18139267
2017-11-04,13775598,55.03720856
2017-11-05,13801362,54.74637985
2017-11-06,13828149,55.17365646
2017-11-07,13860038,61.29523849
2017-11-08,13899094,62.5731163
2017-11-09,13940687,64.26966095
2017-11-10,13982217,59.26007462
2017-11-11,14020316,62.30333328
2017-11-12,14066851,59.00538254
2017-11-13,14104935,61.39647675
2017-11-14,14139839,62.67958069
2017-11-15,14175372,63.82357788
2017-11-16,14216266,71.06015015
2017-11-17,14268598,67.56903076
2017-11-18,14308103,69.6437149
2017-11-19,14341717,71.58931732
2017-11-20,14382654,72.25279999
2017-11-21,14429907,70.02825928
2017-11-22,14473038,71.89281464
2017-11-23,14519493,73.22336578
2017-11-24,14562883,77.96832275
2017-11-25,14610512,88.81685638
2017-11-26,14660858,85.92675781
2017-11-27,14718195,91.60268402
2017-11-28,14782577,96.03376007
2017-11-29,14865299,85.57095337
2017-11-30,14938070,88.33073425
2017-12-01,15002169,99.00370789
2017-12-02,15068642,100.28351593
2017-12-03,15123910,101.26288605
2017-12-04,15191861,104.23574066
2017-12-05,15271451,102.39687347
2017-12-06,15380552,100.35223389
2017-12-07,15486629,98.29242706
2017-12-08,15588701,124.84622192
2017-12-09,15722473,155.24224854
2017-12-10,15813410,148.66029358
2017-12-11,15907416,214.20277405
2017-12-12,16117567,316.15936279
2017-12-13,16372979,302.60223389
2017-12-14,16593594,279.32757568
2017-12-15,16811363,299.77890015
2017-12-16,16979185,298.972229
2017-12-17,17155092,318.7192688
2017-12-18,17318228,358.33560181
2017-12-19,17545944,350.25265503
2017-12-20,17781819,314.6211853
2017-12-21,18044480,317.46160889
2017-12-22,18311775,264.93188477
2017-12-23,18502411,288.26568604
2017-12-24,18669366,275.97991943
2017-12-25,18789818,273.38989258
2017-12-26,18916479,286.50396729
2017-12-27,19080956,272.17391968
2017-12-28,19263621,249.93048096
2017-12-29,19479761,245.50190735
2017-12-30,19753042,218.96333313
2017-12-31,19930757,232.09605408
2018-01-01,20057564,229.03265381
2018-01-02,20227964,255.68389893
2018-01-03,20473185,245.36801147
2018-01-04,20812206,241.36987305
2018-01-05,21138100,249.27061462
2018-01-06,21435884,296.4541626
2018-01-07,21682231,288.45059204
2018-01-08,21910849,255.76348877
2018-01-09,22144109,247.03656006
2018-01-10,22374609,250.51753235
2018-01-11,22564929,229.36582947
2018-01-12,22736280,236.85592651
2018-01-13,22893418,259.19293213
2018-01-14,23028775,238.675354
2018-01-15,23157606,232.77392578
2018-01-16,23312416,188.33052063
2018-01-17,23476571,186.51567078
2018-01-18,23635661,192.8367157
2018-01-19,23751950,192.96372986
2018-01-20,23851110,211.01791382
2018-01-21,23938620,190.42089844
2018-01-22,24024119,180.00779724
2018-01-23,24113987,177.80709839
2018-01-24,24201302,179.98675537
2018-01-25,24290170,180.27238464
2018-01-26,24378695,176.73376465
2018-01-27,24453458,180.8855896
2018-01-28,24526865,193.86517334
2018-01-29,24605484,181.66374207
2018-01-30,24680944,165.27568054
2018-01-31,24763954,163.35067749
2018-02-01,24839229,142.29734802
2018-02-02,24934581,131.37886047
2018-02-03,25005990,160.25027466
2018-02-04,25072568,148.0249939
2018-02-05,25135090,125.33000183
2018-02-06,25218872,142.99075317
2018-02-07,25293751,138.20275879
2018-02-08,25351504,149.4662323
2018-02-09,25405502,163.94987488
2018-02-10,25475832,155.59309387
2018-02-11,25528578,148.9903717
2018-02-12,25582773,161.5657959
2018-02-13,25642850,159.55366516
2018-02-14,25722075,213.35919189
2018-02-15,25815811,225.42602539
2018-02-16,25897331,230.12406921
2018-02-17,25984374,229.46470642
2018-02-18,26077404,215.73602295
2018-02-19,26187683,223.05722046
2018-02-20,26264831,232.85058594
2018-02-21,26335648,213.35165405
2018-02-22,26395261,195.30804443
2018-02-23,26451869,209.30857849
2018-02-24,26503277,209.42205811
2018-02-25,26548972,220.47496033
2018-02-26,26604657,220.96203613
2018-02-27,26663200,216.59889221
2018-02-28,26726744,202.89456177
2018-03-01,26817362,209.75010681
2018-03-02,26871893,212.55561829
2018-03-03,26921970,210.64260864
2018-03-04,26965874,213.79911804
2018-03-05,27016434,211.17532349
2018-03-06,27067169,196.60105896
2018-03-07,27116644,185.83920288
2018-03-08,27170165,176.51057434
2018-03-09,27224038,187.16818237
2018-03-10,27270356,177.73243713
2018-03-11,27308524,188.94561768
2018-03-12,27349276,178.23370361
2018-03-13,27390936,175.7815094
2018-03-14,27433506,161.1005249
2018-03-15,27481879,164.47570801
2018-03-16,27525059,165.44984436
2018-03-17,27563625,152.96885681
2018-03-18,27603671,154.07441711
2018-03-19,27646570,161.14227295
2018-03-20,27688608,168.81692505
2018-03-21,27732845,169.051651
2018-03-22,27772589,163.671875
2018-03-23,27810057,167.83248901
2018-03-24,27847274,159.63134766
2018-03-25,27879394,160.08357239
2018-03-26,27915659,149.22071838
2018-03-27,27956082,135.77914429
2018-03-28,27994349,131.74746704
2018-03-29,28035113,114.6789856
2018-03-30,28075216,118.59764862
2018-03-31,28109744,116.60714722
2018-04-01,28139210,115.22244263
2018-04-02,28169804,119.30571747
2018-04-03,28204741,134.4697113
2018-04-04,28242446,118.41205597
2018-04-05,28277458,119.13056946
2018-04-06,28313193,113.15540314
2018-04-07,28344264,116.25991821
2018-04-08,28370973,117.67070007
2018-04-09,28402330,114.99025726
2018-04-10,28435580,114.2631073
2018-04-11,28471313,118.29071045
2018-04-12,28510901,129.33460999
2018-04-13,28554701,125.35400391
2018-04-14,28591272,126.29407501
2018-04-15,28623482,132.04464722
2018-04-16,28659421,128.33465576
2018-04-17,28698754,132.92796326
2018-04-18,28736937,139.99690247
2018-04-19,28776842,146.29951477
2018-04-20,28820988,155.53742981
2018-04-21,28862126,148.93365479
2018-04-22,28895678,146.77403259
2018-04-23,28934905,152.25152588
2018-04-24,28981210,165.78063965
2018-04-25,29030251,144.76379395
2018-04-26,29070395,153.67900085
2018-04-27,29111637,145.90524292
2018-04-28,29150513,152.29574585
2018-04-29,29189278,153.63117981
2018-04-30,29230479,148.47686768
2018-05-01,29272232,148.48783875
2018-05-02,29316868,151.57743835
2018-05-03,29363093,161.45916748
2018-05-04,29411494,168.78752136
2018-05-05,29456272,177.76191711
2018-05-06,29498124,171.8000946
2018-05-07,29537352,164.87931824
2018-05-08,29579465,159.61653137
2018-05-09,29619923,157.05522156
2018-05-10,29661877,149.86882019
2018-05-11,29705163,137.11721802
2018-05-12,29745222,141.88166809
2018-05-13,29779510,144.58836365
2018-05-14,29819816,147.71366882
2018-05-15,29863139,139.8802948
2018-05-16,29904509,139.26834106
2018-05-17,29944707,132.77279663
2018-05-18,29985074,136.0566864
2018-05-19,30022048,135.32019043
2018-05-20,30054618,139.69790649
2018-05-21,30092713,134.50915527
2018-05-22,30135561,128.67610168
2018-05-23,30178562,119.31352234
2018-05-24,30221679,122.61277008
2018-05-25,30260322,119.44171143
2018-05-26,30292000,118.27654266
2018-05-27,30319099,117.99217987
2018-05-28,30350203,111.59846497
2018-05-29,30384341,119.56789398
2018-05-30,30418699,117.53327179
2018-05-31,30453717,118.07437134
2018-06-01,30488692,119.91481018
2018-06-02,30519159,123.30738068
2018-06-03,30548264,125.21059418
2018-06-04,30579207,119.9028244
2018-06-05,30611824,121.7009201
2018-06-06,30645030,121.18291473
2018-06-07,30677255,121.42565918
2018-06-08,30708249,120.08380127
2018-06-09,30736822,117.74104309
2018-06-10,30763518,107.0436554
2018-06-11,30799619,107.51566315
2018-06-12,30833197,100.75189209
2018-06-13,30868329,94.07556152
2018-06-14,30904236,101.15432739
2018-06-15,30936732,96.67602539
2018-06-16,30964230,97.5769577
2018-06-17,30988601,96.10256195
2018-06-18,31014777,98.81898499
2018-06-19,31046770,98.83772278
2018-06-20,31076102,97.99350739
2018-06-21,31106600,96.92549896
2018-06-22,31140751,85.07587433
2018-06-23,31173248,82.60365295
2018-06-24,31201052,80.77709198
2018-06-25,31230973,81.83342743
2018-06-26,31260528,76.86671448
2018-06-27,31291259,80.65969086
2018-06-28,31322368,74.92980194
2018-06-29,31354942,78.76889801
2018-06-30,31388345,81.37400055
2018-07-01,31415388,80.24289703
2018-07-02,31443901,85.25710297
2018-07-03,31476616,85.1013031
2018-07-04,31507703,85.4940033
2018-07-05,31537570,83.76000214
2018-07-06,31566938,83.37809753
2018-07-07,31596813,86.20189667
2018-07-08,31626267,82.39600372
2018-07-09,31656834,80.85759735
2018-07-10,31689156,76.08350372
2018-07-11,31719168,78.69989777
2018-07-12,31749594,76.80860138
2018-07-13,31777441,76.94249725
2018-07-14,31805316,76.72239685
2018-07-15,31829870,78.93900299
2018-07-16,31859061,84.59590149
2018-07-17,31890503,89.80609894
2018-07-18,31926704,86.96209717
2018-07-19,31958840,86.66770172
2018-07-20,31997775,82.75460052
2018-07-21,32035071,84.46389771
2018-07-22,32059043,83.15619659
2018-07-23,32088824,82.43319702
2018-07-24,32121619,89.28520203
2018-07-25,32154635,86.28170013
2018-07-26,32185541,84.02749634
2018-07-27,32214945,84.46360016
2018-07-28,32241995,83.62400055
2018-07-29,32266060,84.08409882
2018-07-30,32293854,82.84992218
2018-07-31,32325703,79.70233917
2018-08-01,32357101,77.85562134
2018-08-02,32387515,76.13884735
2018-08-03,32418687,77.53546906
2018-08-04,32448762,73.19874573
2018-08-05,32474672,74.58943176
2018-08-06,32503301,73.88834381
2018-08-07,32535551,68.17033386
2018-08-08,32571674,62.49041748
2018-08-09,32607662,63.98079681
2018-08-10,32641872,59.39398193
2018-08-11,32675832,58.35907364
2018-08-12,32703915,59.32814026
2018-08-13,32735632,56.84819412
2018-08-14,32773683,54.55944061
2018-08-15,32809744,54.50038528
2018-08-16,32843426,55.36187363
2018-08-17,32878186,61.51442719
2018-08-18,32911821,57.27571106
2018-08-19,32938298,57.93895721
2018-08-20,32968141,53.99618149
2018-08-21,32997708,56.35017776
2018-08-22,33027487,55.3186264
2018-08-23,33056533,57.54343414
2018-08-24,33087095,57.9297905
2018-08-25,33116250,57.90793991
2018-08-26,33142354,57.33408737
2018-08-27,33170422,60.24992752
2018-08-28,33202418,63.02436447
2018-08-29,33234667,61.76724243
2018-08-30,33265017,60.31515121
2018-08-31,33296932,61.92552185
2018-09-01,33331229,65.9509964
2018-09-02,33362361,65.64940643
2018-09-03,33393921,65.37324524
2018-09-04,33428091,67.70993042
2018-09-05,33462868,58.43767166
2018-09-06,33497341,57.48624039
2018-09-07,33530036,56.19777679
2018-09-08,33561906,53.24457932
2018-09-09,33592733,54.92422104
2018-09-10,33623746,54.59576797
2018-09-11,33656879,52.36729431
2018-09-12,33691485,51.65664291
2018-09-13,33725621,54.53636551
2018-09-14,33756858,56.57648468
2018-09-15,33788085,56.71314621
2018-09-16,33815645,56.97270584
2018-09-17,33844532,52.54053879
2018-09-18,33876369,54.09716034
2018-09-19,33906520,54.33453369
2018-09-20,33938571,56.63444901
2018-09-21,33978245,60.72281265
2018-09-22,34015422,60.43655396
2018-09-23,34046446,61.36636734
2018-09-24,34077579,57.9691391
2018-09-25,34109675,57.53763962
2018-09-26,34142136,57.39550781
2018-09-27,34176407,62.97942352
2018-09-28,34213289,61.89505005
2018-09-29,34249389,61.60691452
2018-09-30,34280262,61.141922
2018-10-01,34314410,60.20808411
2018-10-02,34350479,59.70538712
2018-10-03,34383860,57.47750092
2018-10-04,34415026,58.27949142
2018-10-05,34446255,58.76616669
2018-10-06,34478417,57.84413528
2018-10-07,34506115,58.16029739
2018-10-08,34534260,59.41261292
2018-10-09,34563304,58.71328735
2018-10-10,34591694,57.98184967
2018-10-11,34624399,51.23303223
2018-10-12,34655924,53.55169296
2018-10-13,34685720,53.45175171
2018-10-14,34711012,52.18744278
2018-10-15,34741071,54.87961578
2018-10-16,34772156,54.06818771
2018-10-17,34804436,53.67214584
2018-10-18,34837552,52.52694702
2018-10-19,34869397,53.02005768
2018-10-20,34901546,53.3628006
2018-10-21,34927621,52.91576767
2018-10-22,34955614,52.20391464
2018-10-23,34986773,52.54134369
2018-10-24,35015915,52.51504898
2018-10-25,35043970,52.23455811
2018-10-26,35073898,52.09885025
2018-10-27,35103596,51.93198013
2018-10-28,35129147,51.93747711
2018-10-29,35156653,49.0713501
2018-10-30,35186532,49.23905182
2018-10-31,35215502,49.44153595
2018-11-01,35245489,50.27194977
2018-11-02,35280996,51.33067322
2018-11-03,35309816,50.97339249
2018-11-04,35336886,53.61246872
2018-11-05,35367301,53.54633331
2018-11-06,35396763,55.94512939
2018-11-07,35428251,54.18889999
2018-11-08,35457975,52.37338257
2018-11-09,35486760,51.89597321
2018-11-10,35517626,52.40182114
2018-11-11,35556689,51.36494446
2018-11-12,35585434,50.6481781
2018-11-13,35613953,49.69655228
2018-11-14,35643126,43.61079025
2018-11-15,35678661,43.94825745
2018-11-16,35709316,42.45885849
2018-11-17,35739179,41.92887115
2018-11-18,35769013,42.32789612
2018-11-19,35799431,36.64110947
2018-11-20,35835964,33.04422379
2018-11-21,35870277,34.67059708
2018-11-22,35901256,32.19512177
2018-11-23,35930836,32.15971375
2018-11-24,35959645,29.21774292
2018-11-25,35989554,30.8921833
2018-11-26,36020230,29.4109745
2018-11-27,36049695,31.06882858
2018-11-28,36079556,34.62661743
2018-11-29,36111468,33.79744705
2018-11-30,36144928,32.06476282
2018-12-01,36179453,34.34073612
2018-12-02,36206855,33.7131504
2018-12-03,36233733,31.07280128
2018-12-04,36262225,31.18612412
2018-12-05,36290069,29.29523912
2018-12-06,36318690,26.94365995
2018-12-07,36349276,25.27258518
2018-12-08,36380332,24.86401802
2018-12-09,36408140,25.94702298
2018-12-10,36435432,24.61779979
2018-12-11,36462837,23.80238432
2018-12-12,36490239,24.49382989
2018-12-13,36517365,23.66886222
2018-12-14,36546030,23.46432964
2018-12-15,36574555,23.78242352
2018-12-16,36602477,25.59721028
2018-12-17,36631618,29.2688896
2018-12-18,36661926,30.14215599
2018-12-19,36695603,29.6827863
2018-12-20,36728742,32.81687311
2018-12-21,36760744,30.79661755
2018-12-22,36790912,31.85591167
2018-12-23,36820270,33.45967455
2018-12-24,36851299,33.196667
2018-12-25,36877014,31.13432751
2018-12-26,36901608,30.98590048
2018-12-27,36930126,28.2945078
2018-12-28,36959918,32.51083015
2018-12-29,36992610,31.56500175
2018-12-30,37023063,31.9765158
2018-12-31,37052975,30.46822323
2019-01-01,37074841,31.97993044
2019-01-02,37101057,33.4336823
2019-01-03,37130532,32.0266995
2019-01-04,37158811,32.40416822
2019-01-05,37187726,34.93686611
2019-01-06,37217956,39.29885442
2019-01-07,37247999,37.80627571
2019-01-08,37276726,39.47971733
2019-01-09,37305411,38.98553429
2019-01-10,37335050,33.86600787
2019-01-11,37364331,32.32762895
2019-01-12,37393002,32.38442797
2019-01-13,37422406,30.33289651
2019-01-14,37448777,32.35824159
2019-01-15,37477024,31.50706934
2019-01-16,37504639,31.82341654
2019-01-17,37532696,31.88865013
2019-01-18,37562241,31.31148668
2019-01-19,37592167,32.55072509
2019-01-20,37618655,31.17640749
2019-01-21,37645200,31.21286983
