Time,LTC full node data size,Price
2014-02-21,2113.09523800,13.98104382
2014-02-22,2118.41010100,13.91518021
2014-02-23,2124.74986500,14.983325
2014-02-24,2130.59569700,15.41858673
2014-02-25,2138.20554400,14.49923897
2014-02-26,2145.62124400,13.80181503
2014-02-27,2151.33278400,14.25644875
2014-02-28,2156.61540300,14.28622437
2014-03-01,2163.70104600,13.22712803
2014-03-02,2171.50772100,13.65520573
2014-03-03,2183.53033100,12.77824688
2014-03-04,2196.78599300,14.28829479
2014-03-05,2205.14754900,16.99282265
2014-03-06,2210.98074200,16.37731361
2014-03-07,2220.47780300,16.48243523
2014-03-08,2225.39360200,15.85789776
2014-03-09,2230.71862100,15.40605164
2014-03-10,2236.00734700,15.98194408
2014-03-11,2240.79238400,16.00627327
2014-03-12,2247.52669600,16.10233498
2014-03-13,2253.89306100,17.16038132
2014-03-14,2259.02049800,16.9979496
2014-03-15,2264.93306100,16.6016674
2014-03-16,2270.76290400,16.89461327
2014-03-17,2276.82546200,17.34573174
2014-03-18,2286.46401600,17.29459
2014-03-19,2301.41655000,19.45343399
2014-03-20,2307.54956200,17.16661072
2014-03-21,2314.27204700,16.40228844
2014-03-22,2318.98650200,15.63930225
2014-03-23,2323.86872500,15.71037388
2014-03-24,2328.92879600,15.29675198
2014-03-25,2334.03610600,16.22605133
2014-03-26,2339.38047400,16.29013062
2014-03-27,2345.53668700,16.28004646
2014-03-28,2351.39919800,12.66046524
2014-03-29,2356.55612500,13.9084549
2014-03-30,2361.65637500,13.44649887
2014-03-31,2368.19665700,13.14605522
2014-04-01,2373.16132700,12.77492714
2014-04-02,2378.29459300,13.09333038
2014-04-03,2385.15259000,11.26337433
2014-04-04,2389.75308300,11.06604385
2014-04-05,2393.64875600,11.00299263
2014-04-06,2397.60138900,11.17957497
2014-04-07,2401.95403900,11.6559267
2014-04-08,2405.87071900,11.21057606
2014-04-09,2409.93165400,11.37990284
2014-04-10,2415.20898700,11.18763638
2014-04-11,2420.74898600,8.42459393
2014-04-12,2425.46157700,10.90500164
2014-04-13,2430.51517200,10.6648283
2014-04-14,2435.88853000,10.38670635
2014-04-15,2444.30533300,11.46351147
2014-04-16,2452.23368300,13.30229473
2014-04-17,2457.60721400,13.422472
2014-04-18,2462.82971100,12.46046829
2014-04-19,2466.92975200,12.04557514
2014-04-20,2471.93788600,12.8550024
2014-04-21,2476.08861800,12.56046772
2014-04-22,2480.64211000,12.49682999
2014-04-23,2485.25757600,12.03858757
2014-04-24,2489.23705600,12.13743019
2014-04-25,2494.63476900,12.53533649
2014-04-26,2498.85746900,10.80757427
2014-04-27,2503.58630800,10.56065464
2014-04-28,2509.08294600,9.7909956
2014-04-29,2512.78864000,10.1224966
2014-04-30,2516.82145400,10.40315914
2014-05-01,2520.62658600,10.92730045
2014-05-02,2524.34286000,11.13124943
2014-05-03,2528.95286500,10.51679802
2014-05-04,2532.55534700,10.30080795
2014-05-05,2535.60386500,10.31131363
2014-05-06,2539.01875800,10.20509052
2014-05-07,2542.67737000,10.34142017
2014-05-08,2547.47611800,10.50908184
2014-05-09,2551.38120700,10.42281914
2014-05-10,2554.82373600,10.7617569
2014-05-11,2558.52076500,10.71716881
2014-05-12,2562.86467800,10.33806038
2014-05-13,2566.42847900,10.41868496
2014-05-14,2569.65584300,10.40582371
2014-05-15,2573.23602700,10.43307686
2014-05-16,2576.50107200,10.48279476
2014-05-17,2579.73727500,10.44066143
2014-05-18,2582.58107500,10.34725761
2014-05-19,2586.66407600,10.34333801
2014-05-20,2591.14590400,10.30385303
2014-05-21,2595.70117300,10.60335159
2014-05-22,2601.95355300,10.57919121
2014-05-23,2608.36901900,10.64639473
2014-05-24,2611.52535500,11.20851517
2014-05-25,2615.41619600,11.12306404
2014-05-26,2619.59501100,11.57830811
2014-05-27,2623.54230700,11.54675961
2014-05-28,2627.66119500,11.16233635
2014-05-29,2630.95848900,11.01273251
2014-05-30,2635.67385600,10.7815752
2014-05-31,2638.77549200,11.25792408
2014-06-01,2643.27626700,10.92648506
2014-06-02,2647.56981900,11.14717388
2014-06-03,2651.55719900,11.35939598
2014-06-04,2655.22983700,11.47022247
2014-06-05,2658.88765900,11.0392952
2014-06-06,2662.19501700,11.29538441
2014-06-07,2666.11376400,11.19596767
2014-06-08,2670.41586200,11.10968208
2014-06-09,2675.37095800,11.26592731
2014-06-10,2679.68442700,11.21110153
2014-06-11,2683.20587400,11.10305595
2014-06-12,2686.76882100,10.93151665
2014-06-13,2690.46196500,10.16253757
2014-06-14,2693.48333400,10.25964069
2014-06-15,2696.09272200,9.87468529
2014-06-16,2699.60167600,9.96162224
2014-06-17,2702.66321800,9.68344879
2014-06-18,2708.59862700,9.67410469
2014-06-19,2717.25593000,9.67678356
2014-06-20,2721.42476700,9.99636745
2014-06-21,2723.89529200,9.84114361
2014-06-22,2726.21766700,9.84951878
2014-06-23,2728.72104600,9.76990128
2014-06-24,2731.37241400,9.72811222
2014-06-25,2734.92317600,9.61211014
2014-06-26,2737.53311900,9.20060062
2014-06-27,2740.81092600,9.09437656
2014-06-28,2743.23402200,9.24751759
2014-06-29,2745.94912300,9.19578648
2014-06-30,2749.10724200,8.97191238
2014-07-01,2752.71735400,8.96225739
2014-07-02,2757.32817200,7.98479033
2014-07-03,2760.66684100,8.06755924
2014-07-04,2763.36061900,8.03005886
2014-07-05,2766.08505500,7.32218647
2014-07-06,2768.54526900,7.30489874
2014-07-07,2772.41510800,7.09888697
2014-07-08,2777.04319500,7.73099422
2014-07-09,2781.57224200,7.79258966
2014-07-10,2785.35642400,7.79260349
2014-07-11,2789.92494600,7.85397196
2014-07-12,2793.55847400,8.61945248
2014-07-13,2798.72637200,8.89791203
2014-07-14,2802.95327300,8.619771
2014-07-15,2806.67768900,8.55823517
2014-07-16,2810.97225800,8.3152914
2014-07-17,2815.11452400,8.65816498
2014-07-18,2820.48548400,8.72484589
2014-07-19,2870.93928800,8.60983753
2014-07-20,2888.67236900,8.46209431
2014-07-21,2891.29415200,8.58654976
2014-07-22,2895.30400800,8.56691742
2014-07-23,2897.76305800,8.4591856
2014-07-24,2901.14909400,7.79307318
2014-07-25,2904.87819800,7.55479765
2014-07-26,2908.17073600,7.60348272
2014-07-27,2910.92273100,7.75354004
2014-07-28,2913.52782000,7.58822632
2014-07-29,2916.28953700,7.65241003
2014-07-30,2919.10535300,7.26385307
2014-07-31,2922.69701100,7.53752708
2014-08-01,2925.72422800,7.70185423
2014-08-02,2928.07455500,7.62533188
2014-08-03,2930.34465000,7.53763628
2014-08-04,2932.74255000,7.41390467
2014-08-05,2936.43260100,7.26678991
2014-08-06,2940.33080400,7.18435431
2014-08-07,2944.12910700,7.17608356
2014-08-08,2947.48558100,7.06227779
2014-08-09,2950.29185500,6.94440746
2014-08-10,2952.83727400,6.94621944
2014-08-11,2956.09231500,6.05787086
2014-08-12,2959.82392100,5.65151834
2014-08-13,2963.48563800,5.042449
2014-08-14,2966.75678400,5.04379559
2014-08-15,2969.37929000,5.04859066
2014-08-16,2971.85351100,4.97831726
2014-08-17,2974.35557700,4.3320322
2014-08-18,2977.51283200,3.71356797
2014-08-19,2980.89093000,4.67193604
2014-08-20,2984.18658400,5.44995928
2014-08-21,2987.51517200,5.79547691
2014-08-22,2989.79499600,5.24732828
2014-08-23,2991.89296300,4.90175629
2014-08-24,2993.94312400,5.45123816
2014-08-25,2995.99161200,5.20786619
2014-08-26,2998.38133000,5.5387392
2014-08-27,3000.55854700,5.3852272
2014-08-28,3002.62445900,5.27704
2014-08-29,3004.85519900,5.36002588
2014-08-30,3006.92164200,5.22624493
2014-08-31,3009.18355700,4.85829449
2014-09-01,3011.56777500,4.71304131
2014-09-02,3013.73763000,4.81860495
2014-09-03,3016.06173500,4.87154579
2014-09-04,3019.06909500,5.17592573
2014-09-05,3021.62487800,4.96420145
2014-09-06,3024.02439200,4.9840517
2014-09-07,3026.22063200,5.15604305
2014-09-08,3028.05741600,5.09617281
2014-09-09,3030.28394800,5.06523418
2014-09-10,3032.75884200,5.34294748
2014-09-11,3035.44353900,5.45186424
2014-09-12,3037.85803500,5.38247919
2014-09-13,3041.62859200,5.44849968
2014-09-14,3043.91839200,5.40482712
2014-09-15,3046.63927200,5.176651
2014-09-16,3048.99779500,5.07491302
2014-09-17,3051.25912100,5.05855274
2014-09-18,3053.92230200,4.68522978
2014-09-19,3056.75444300,4.32777214
2014-09-20,3059.38203900,4.28644371
2014-09-21,3063.30586000,4.24592066
2014-09-22,3066.04580300,4.24235392
2014-09-23,3068.33951900,4.74656773
2014-09-24,3071.07068800,4.6667881
2014-09-25,3073.50095500,4.51464796
2014-09-26,3075.64691100,4.43359137
2014-09-27,3077.81602000,4.42179632
2014-09-28,3080.11647100,4.23323011
2014-09-29,3082.31267300,4.24678946
2014-09-30,3084.16272300,4.47472668
2014-10-01,3087.07851300,4.4301486
2014-10-02,3089.22883600,4.32265759
2014-10-03,3091.09966900,4.17511797
2014-10-04,3093.18766700,3.93820024
2014-10-05,3095.47429700,3.69914269
2014-10-06,3097.48605500,3.82236695
2014-10-07,3099.67909200,3.85862851
2014-10-08,3101.93242700,3.90788698
2014-10-09,3104.12229100,3.90065908
2014-10-10,3106.18714100,3.80738854
2014-10-11,3108.43959800,3.77266335
2014-10-12,3110.07273000,3.85033369
2014-10-13,3111.99800300,3.86178279
2014-10-14,3115.07886600,4.07591057
2014-10-15,3117.79295500,4.0564208
2014-10-16,3119.49695800,3.99088931
2014-10-17,3121.24979600,3.99327445
2014-10-18,3123.10871400,4.05575752
2014-10-19,3125.76799200,3.98894095
2014-10-20,3127.49685000,3.90982604
2014-10-21,3129.61723400,3.94000578
2014-10-22,3131.45249000,3.84331608
2014-10-23,3133.10104900,3.73965454
2014-10-24,3134.91984400,3.74752617
2014-10-25,3136.56271300,3.66755009
2014-10-26,3137.92024700,3.7271843
2014-10-27,3139.81128800,3.80730581
2014-10-28,3142.04011100,3.84606838
2014-10-29,3143.80496000,3.72694516
2014-10-30,3145.52233600,3.78586245
2014-10-31,3147.30039300,3.75400352
2014-11-01,3149.20422300,3.57058525
2014-11-02,3151.03933500,3.58510423
2014-11-03,3152.75312500,3.57805562
2014-11-04,3154.60847800,3.59175682
2014-11-05,3156.74724600,3.64484549
2014-11-06,3158.48792100,3.64956498
2014-11-07,3160.32633400,3.55736971
2014-11-08,3162.44530900,3.5562613
2014-11-09,3164.47300800,3.63146162
2014-11-10,3166.73423400,3.69563007
2014-11-11,3168.60239400,3.67588592
2014-11-12,3170.67153100,4.06861258
2014-11-13,3173.87093200,4.09765577
2014-11-14,3176.35296500,3.9893713
2014-11-15,3178.39411800,3.85432935
2014-11-16,3180.42197200,3.8836267
2014-11-17,3182.78516500,3.87744117
2014-11-18,3184.79270900,3.77016497
2014-11-19,3186.75853500,3.80746245
2014-11-20,3188.86013900,3.61154532
2014-11-21,3191.10442000,3.49692822
2014-11-22,3193.53532700,3.52329326
2014-11-23,3195.33514700,3.59435749
2014-11-24,3197.42661400,3.62854648
2014-11-25,3199.24959400,3.56749678
2014-11-26,3201.49538700,3.560462
2014-11-27,3203.06670700,3.55987716
2014-11-28,3205.16396300,3.60385752
2014-11-29,3206.99413600,3.58628273
2014-11-30,3209.30679100,3.57609034
2014-12-01,3211.34962000,3.57714009
2014-12-02,3213.78592400,3.63109589
2014-12-03,3215.72595100,3.61201572
2014-12-04,3218.20279700,3.59263015
2014-12-05,3221.07787800,3.61822987
2014-12-06,3223.41335300,3.61452389
2014-12-07,3225.39336000,3.71116138
2014-12-08,3227.51286100,3.65320396
2014-12-09,3229.68691100,3.52117181
2014-12-10,3231.38283100,3.49985981
2014-12-11,3233.13299200,3.47890115
2014-12-12,3234.81376500,3.48670816
2014-12-13,3236.90595400,3.47607422
2014-12-14,3238.91063800,3.48048449
2014-12-15,3240.87451300,3.45077872
2014-12-16,3243.28843700,3.01526165
2014-12-17,3245.40009700,2.94023418
2014-12-18,3247.29774300,2.80556583
2014-12-19,3248.92752600,2.86910677
2014-12-20,3250.93850400,2.92357659
2014-12-21,3253.09628900,2.85039115
2014-12-22,3255.49792600,2.88578916
2014-12-23,3257.91557400,2.88196135
2014-12-24,3259.94139300,2.73834133
2014-12-25,3261.91926300,2.69945407
2014-12-26,3264.60862900,2.78168702
2014-12-27,3267.45999000,2.71695089
2014-12-28,3269.80360200,2.73303771
2014-12-29,3271.84791800,2.69481611
2014-12-30,3273.90492000,2.70400715
2014-12-31,3275.90996400,2.71893287
2015-01-01,3277.52578700,2.69904542
2015-01-02,3279.51419300,2.66736436
2015-01-03,3282.30652100,2.13316369
2015-01-04,3285.21345000,1.95668352
2015-01-05,3287.83188500,2.08218002
2015-01-06,3290.56415100,2.11211777
2015-01-07,3293.23521500,2.11818266
2015-01-08,3296.34696400,2.00807405
2015-01-09,3299.08285600,2.00807405
2015-01-10,3302.27248700,1.65332007
2015-01-11,3304.99241500,1.72456288
2015-01-12,3308.25709600,1.71423495
2015-01-13,3311.49580600,1.54112375
2015-01-14,3314.88458900,1.1570096
2015-01-15,3317.76060900,1.28277385
2015-01-16,3320.96627700,1.40227067
2015-01-17,3324.00290200,1.29340911
2015-01-18,3326.95566900,1.33333242
2015-01-19,3329.84497100,1.34178281
2015-01-20,3333.38755800,1.32355452
2015-01-21,3336.41934700,1.37330949
2015-01-22,3339.59942800,1.41875196
2015-01-23,3342.01099700,1.42595315
2015-01-24,3344.22467900,1.84379733
2015-01-25,3348.79935000,2.24829888
2015-01-26,3351.91529500,2.0810461
2015-01-27,3355.82029900,2.08608055
2015-01-28,3359.12483400,1.87202299
2015-01-29,3362.12926100,1.91566944
2015-01-30,3365.14181900,1.89763308
2015-01-31,3368.41226500,1.8734951
2015-02-01,3371.67657400,1.80351961
2015-02-02,3375.93197300,1.876176
2015-02-03,3379.24334300,1.82175744
2015-02-04,3381.82418600,1.79234958
2015-02-05,3384.27078000,1.74122977
2015-02-06,3386.72595100,1.75941002
2015-02-07,3389.99769600,1.78171635
2015-02-08,3395.42020900,1.78358734
2015-02-09,3402.19591300,1.73146963
2015-02-10,3406.53533500,1.76317894
2015-02-11,3410.09080400,1.72743571
2015-02-12,3413.50644100,1.7575587
2015-02-13,3418.72783300,1.82167864
2015-02-14,3422.95542400,1.93768537
2015-02-15,3426.32910900,1.84199512
2015-02-16,3429.27752500,1.79627907
2015-02-17,3431.83346400,1.8531214
2015-02-18,3435.62736400,1.82816267
2015-02-19,3438.65519700,1.84676445
2015-02-20,3440.93637300,1.84794557
2015-02-21,3443.73166600,1.8489145
2015-02-22,3446.52944600,1.79620469
2015-02-23,3449.90317700,1.82041335
2015-02-24,3453.62144600,1.82931542
2015-02-25,3457.43793000,1.80233753
2015-02-26,3460.95553000,1.81012762
2015-02-27,3465.19809900,1.84918487
2015-02-28,3469.02681300,1.84072661
2015-03-01,3472.75015100,1.89157176
2015-03-02,3476.95060100,1.93610287
2015-03-03,3481.47590100,1.95604801
2015-03-04,3485.25744000,1.93050206
2015-03-05,3490.30560100,1.91641033
2015-03-06,3493.78073400,1.89782333
2015-03-07,3497.72593200,1.91050208
2015-03-08,3501.11080200,1.89185858
2015-03-09,3504.53695200,1.94427979
2015-03-10,3507.97959500,2.00905848
2015-03-11,3511.27690300,2.02628183
2015-03-12,3514.41431700,2.04279447
2015-03-13,3517.92477800,2.00796294
2015-03-14,3523.11800800,1.99604881
2015-03-15,3526.72948800,2.01883078
2015-03-16,3530.19208400,2.03307867
2015-03-17,3535.28083000,1.98214662
2015-03-18,3538.60391500,1.74253738
2015-03-19,3541.59993200,1.75909376
2015-03-20,3544.35402800,1.7672112
2015-03-21,3547.86362800,1.74668801
2015-03-22,3552.36940300,1.79771519
2015-03-23,3556.26969200,1.7781601
2015-03-24,3559.65468000,1.6515857
2015-03-25,3563.05203400,1.67314446
2015-03-26,3566.31334600,1.69549441
2015-03-27,3569.46807900,1.68674409
2015-03-28,3573.41867400,1.70366406
2015-03-29,3576.82259100,1.65567636
2015-03-30,3580.31140200,1.66957986
2015-03-31,3583.64202700,1.6525954
2015-04-01,3587.76914000,1.66462994
2015-04-02,3590.83960900,1.67780554
2015-04-03,3593.65229000,1.69851482
2015-04-04,3597.32978700,1.68785453
2015-04-05,3600.49369700,1.70081997
2015-04-06,3603.12525700,1.68687189
2015-04-07,3606.61312100,1.66842079
2015-04-08,3609.27830400,1.62750471
2015-04-09,3612.81247600,1.58593678
2015-04-10,3616.32645400,1.52703512
2015-04-11,3620.84020300,1.45911145
2015-04-12,3624.30147000,1.4624747
2015-04-13,3627.25183500,1.37690258
2015-04-14,3631.03464700,1.37847674
2015-04-15,3634.48449900,1.38299501
2015-04-16,3637.26826300,1.42144549
2015-04-17,3639.79092300,1.40912831
2015-04-18,3644.18110900,1.409935
2015-04-19,3648.30213400,1.38917446
2015-04-20,3651.48420700,1.4089613
2015-04-21,3656.67008100,1.42388427
2015-04-22,3659.68716700,1.45419192
2015-04-23,3664.28711100,1.46174836
2015-04-24,3667.36065100,1.41928005
2015-04-25,3671.32303900,1.40291381
2015-04-26,3674.32730000,1.32117295
2015-04-27,3678.23014400,1.38347518
2015-04-28,3681.38002800,1.36401546
2015-04-29,3683.90575500,1.36131632
2015-04-30,3687.58383200,1.43984365
2015-05-01,3690.02809000,1.40659428
2015-05-02,3694.44032000,1.42153358
2015-05-03,3697.17675900,1.43269932
2015-05-04,3700.74266800,1.4076606
2015-05-05,3703.66289300,1.40632713
2015-05-06,3706.56348400,1.38890254
2015-05-07,3709.62488200,1.455181
2015-05-08,3712.58263800,1.48108149
2015-05-09,3716.37458700,1.44830823
2015-05-10,3719.77903000,1.43874097
2015-05-11,3722.88792100,1.43732631
2015-05-12,3726.44507200,1.44561553
2015-05-13,3729.43864400,1.45141828
2015-05-14,3732.21716500,1.44776976
2015-05-15,3734.82251200,1.45429313
2015-05-16,3738.62202800,1.44613063
2015-05-17,3741.63634300,1.45413959
2015-05-18,3747.00852700,1.44637012
2015-05-19,3749.98397600,1.45319414
2015-05-20,3752.88819300,1.45919418
2015-05-21,3755.61578900,1.47806096
2015-05-22,3758.87105000,1.83229613
2015-05-23,3762.69115800,1.78646255
2015-05-24,3765.90579000,1.83116794
2015-05-25,3769.59501500,1.80332112
2015-05-26,3772.36930200,1.81731415
2015-05-27,3776.87316900,1.84502077
2015-05-28,3779.67210800,1.84075391
2015-05-29,3782.02035000,1.83135307
2015-05-30,3785.89876700,1.81312144
2015-05-31,3788.69716200,1.63708353
2015-06-01,3792.31272900,1.61600864
2015-06-02,3795.47527900,1.66996706
2015-06-03,3798.19538400,1.68718004
2015-06-04,3800.86294500,1.66834939
2015-06-05,3803.71066400,1.76056802
2015-06-06,3807.32431400,1.75980663
2015-06-07,3810.22473700,1.73052502
2015-06-08,3815.24573300,1.78646278
2015-06-09,3817.78829700,1.79581666
2015-06-10,3821.05157300,1.75924265
2015-06-11,3823.83373400,1.79215968
2015-06-12,3827.71665500,1.80219436
2015-06-13,3831.33248800,1.86153245
2015-06-14,3835.90916900,2.00286508
2015-06-15,3839.93769300,2.01825142
2015-06-16,3844.60123300,2.87659454
2015-06-17,3850.36847100,2.88861775
2015-06-18,3855.43516200,3.0950706
2015-06-19,3859.29872800,2.80730414
2015-06-20,3864.10013500,3.03591371
2015-06-21,3870.84621700,3.02235985
2015-06-22,3874.95641700,3.02846122
2015-06-23,3878.53909300,2.9745338
2015-06-24,3882.05717800,2.77862716
2015-06-25,3886.48757800,2.85033274
2015-06-26,3890.46784600,2.86023951
2015-06-27,3896.33092500,3.10317302
2015-06-28,3903.37981800,3.3058238
2015-06-29,3909.99917100,3.73649526
2015-06-30,3919.23839800,4.08675909
2015-07-01,3924.38346400,3.92427468
2015-07-02,3928.68808000,4.06536627
2015-07-03,3933.10945800,4.11531496
2015-07-04,3937.75822500,4.11353064
2015-07-05,3942.41646700,4.95272017
2015-07-06,3949.63990700,5.41723442
2015-07-07,3955.75708000,5.23463202
2015-07-08,3960.89778200,6.36112356
2015-07-09,3968.37406300,7.53694296
2015-07-10,3979.06249000,4.50522041
2015-07-11,3985.68221800,4.37381697
2015-07-12,3991.87538700,5.28724813
2015-07-13,3996.90997700,4.67990303
2015-07-14,4001.14955600,4.6498909
2015-07-15,4005.12528200,4.21409369
2015-07-16,4010.97803000,3.68978143
2015-07-17,4014.44494300,3.78680515
2015-07-18,4017.33023200,4.00187826
2015-07-19,4020.34227800,3.76611066
2015-07-20,4023.23782200,3.93859434
2015-07-21,4025.76253800,3.76621032
2015-07-22,4028.74104900,3.82366419
2015-07-23,4030.83336900,3.78443646
2015-07-24,4033.76944400,4.60182667
2015-07-25,4037.11767300,4.63198757
2015-07-26,4040.48381400,4.66231585
2015-07-27,4043.54624200,4.67136574
2015-07-28,4046.99879800,5.05840015
2015-07-29,4050.04601100,4.79768467
2015-07-30,4052.38279400,4.57803392
2015-07-31,4054.79283700,4.64104176
2015-08-01,4057.64003000,4.15320396
2015-08-02,4060.27161600,4.17490911
2015-08-03,4063.53025500,4.16219473
2015-08-04,4066.21085600,4.37793016
2015-08-05,4068.67292500,4.34921503
2015-08-06,4071.48730900,4.06467485
2015-08-07,4073.77590200,4.20828247
2015-08-08,4076.43541900,3.85475302
2015-08-09,4079.45283900,3.89859128
2015-08-10,4082.40699800,3.94887686
2015-08-11,4084.78998500,4.15955114
2015-08-12,4087.73039800,3.98545313
2015-08-13,4090.58898000,3.88034105
2015-08-14,4093.05220400,4.02622652
2015-08-15,4095.68667300,3.9254632
2015-08-16,4098.33454200,3.95228195
2015-08-17,4101.02703900,3.98395896
2015-08-18,4103.85264300,3.46971178
2015-08-19,4106.60419900,3.47782493
2015-08-20,4109.07502200,3.60509038
2015-08-21,4111.11486900,3.56501508
2015-08-22,4115.57694900,3.51123333
2015-08-23,4118.26669900,3.39447045
2015-08-24,4121.51976000,2.99473691
2015-08-25,4124.88678700,2.93719912
2015-08-26,4127.74374300,2.9465127
2015-08-27,4129.82796000,2.86605453
2015-08-28,4132.00200900,2.90628648
2015-08-29,4134.33557100,2.87650728
2015-08-30,4136.39978500,2.84840322
2015-08-31,4138.45862300,2.84207153
2015-09-01,4140.73097700,2.82001448
2015-09-02,4142.80266000,2.79544544
2015-09-03,4144.82443000,2.63313818
2015-09-04,4146.90851900,2.70112371
2015-09-05,4149.31007400,2.91953635
2015-09-06,4153.28666300,3.04807091
2015-09-07,4155.61965600,3.04589915
2015-09-08,4157.79647500,3.04737568
2015-09-09,4159.91155100,2.9239161
2015-09-10,4161.79161300,2.94935632
2015-09-11,4163.89111900,2.95746017
2015-09-12,4165.53301400,2.82555485
2015-09-13,4168.59251600,2.8159411
2015-09-14,4171.36581900,2.84464836
2015-09-15,4173.18651000,2.82318807
2015-09-16,4175.26960600,2.80298424
2015-09-17,4177.29023900,2.90637326
2015-09-18,4180.09310500,2.95695639
2015-09-19,4182.29378800,2.87357521
2015-09-20,4185.12441600,2.84643531
2015-09-21,4188.76616700,2.79912663
2015-09-22,4191.48126500,2.84464741
2015-09-23,4193.97669100,2.86554766
2015-09-24,4196.23819600,2.92998147
2015-09-25,4198.78759500,2.89286017
2015-09-26,4200.85189400,2.88688207
2015-09-27,4203.78744300,2.87115836
2015-09-28,4207.56875100,3.07280016
2015-09-29,4210.13813700,2.96998906
2015-09-30,4212.90827300,3.00978327
2015-10-01,4215.56050300,3.00191545
2015-10-02,4217.84697000,2.99319696
2015-10-03,4220.14464300,3.03008008
2015-10-04,4223.05763500,3.01435614
2015-10-05,4225.83335000,3.01599288
2015-10-06,4228.28408400,3.14592814
2015-10-07,4231.19035900,3.05857921
2015-10-08,4233.66453100,3.06403184
2015-10-09,4236.01216200,3.1079669
2015-10-10,4239.61000300,3.10598898
2015-10-11,4242.22690900,3.14503813
2015-10-12,4245.50015200,3.13719654
2015-10-13,4248.14346800,3.17973757
2015-10-14,4251.08239600,3.14418221
2015-10-15,4254.49048500,3.10489273
2015-10-16,4257.37257700,3.10735393
2015-10-17,4261.20340600,3.07154417
2015-10-18,4264.79531400,3.02279377
2015-10-19,4267.78854100,3.04797053
2015-10-20,4271.18375900,3.09260368
2015-10-21,4275.74943600,3.07514954
2015-10-22,4278.63913700,3.11464596
2015-10-23,4282.03488500,3.11153889
2015-10-24,4286.01560300,3.09985924
2015-10-25,4290.62080300,3.06579041
2015-10-26,4294.57849200,3.10442686
2015-10-27,4298.85841500,3.09454799
2015-10-28,4303.17021900,3.10077167
2015-10-29,4307.48031700,3.78220654
2015-10-30,4313.58047800,4.06167603
2015-10-31,4319.69797600,3.80433154
2015-11-01,4322.90304100,3.95930147
2015-11-02,4326.88177400,4.16489649
2015-11-03,4330.89300500,4.58980274
2015-11-04,4336.75284300,4.23022032
2015-11-05,4341.63111400,3.96163583
2015-11-06,4346.54466900,3.54801464
2015-11-07,4349.96717900,3.59887409
2015-11-08,4353.68199500,3.41906643
2015-11-09,4358.30458800,3.39661884
2015-11-10,4362.12249900,3.11514878
2015-11-11,4365.69846100,2.96938753
2015-11-12,4369.19871200,3.27870131
2015-11-13,4372.28405200,3.22598696
2015-11-14,4376.20595800,3.19461036
2015-11-15,4379.79638000,3.06579971
2015-11-16,4383.44613700,3.1894455
2015-11-17,4387.12025100,3.20197964
2015-11-18,4391.03155200,3.18551302
2015-11-19,4394.92028000,3.13360643
2015-11-20,4398.16170900,3.11556554
2015-11-21,4402.10233500,3.15027022
2015-11-22,4405.17740300,3.13683057
2015-11-23,4408.31608700,3.12410378
2015-11-24,4411.53108600,3.10783219
2015-11-25,4414.92729600,3.3444407
2015-11-26,4419.71939000,3.60833955
2015-11-27,4423.78989900,3.57860947
2015-11-28,4427.52465600,3.52259111
2015-11-29,4431.95134400,3.66972733
2015-11-30,4436.12110000,3.6212194
2015-12-01,4440.33359000,3.43489599
2015-12-02,4444.05373100,3.34225297
2015-12-03,4447.37091000,3.37749314
2015-12-04,4450.24071900,3.36181474
2015-12-05,4454.34363300,3.52371645
2015-12-06,4458.54174200,3.47310448
2015-12-07,4463.64210200,3.64514112
2015-12-08,4467.46587500,3.68692207
2015-12-09,4471.50059400,3.66902566
2015-12-10,4475.24005900,3.66394138
2015-12-11,4479.07262800,3.836447
2015-12-12,4484.37942300,3.60633254
2015-12-13,4487.93619600,3.62673926
2015-12-14,4492.00267600,3.61456943
2015-12-15,4496.24284100,3.8337698
2015-12-16,4501.08931300,3.69892073
2015-12-17,4504.08276400,3.74000025
2015-12-18,4506.95581800,3.75695777
2015-12-19,4510.56120100,3.72061563
2015-12-20,4513.12122800,3.53612018
2015-12-21,4516.94438000,3.45868683
2015-12-22,4519.41338800,3.41952944
2015-12-23,4522.52231800,3.57807016
2015-12-24,4525.19747800,3.64400244
2015-12-25,4527.55350100,3.62475419
2015-12-26,4530.16526500,3.42442489
2015-12-27,4533.74471200,3.47904706
2015-12-28,4536.56165100,3.46603465
2015-12-29,4539.59944700,3.50026464
2015-12-30,4542.69197700,3.45914149
2015-12-31,4545.27714200,3.48017335
2016-01-01,4548.09352400,3.50898409
2016-01-02,4551.13784900,3.50215697
2016-01-03,4553.47882300,3.48306918
2016-01-04,4556.69758400,3.49539495
2016-01-05,4559.11065600,3.46966624
2016-01-06,4561.47815000,3.45355749
2016-01-07,4564.51409600,3.6041441
2016-01-08,4567.87574500,3.56887746
2016-01-09,4572.08096800,3.5605669
2016-01-10,4574.92610500,3.53672147
2016-01-11,4580.20262600,3.55661941
2016-01-12,4583.20840500,3.49368024
2016-01-13,4586.04529600,3.47602415
2016-01-14,4588.25818600,3.46598887
2016-01-15,4590.90810300,2.99677944
2016-01-16,4594.21141200,3.08694029
2016-01-17,4598.14555900,3.02619243
2016-01-18,4602.18895500,3.04896069
2016-01-19,4604.77447300,3.01744437
2016-01-20,4607.33203700,3.38852787
