Date,YF_Op,YF_Hi,YF_Lo,YF_Cls,YF_Vol,OL_MktCap,OL_BlkSz,OL_AvgComPwr,OL_AvgTransFee,OL_MinDif,OL_ActAdd,OL_NewAdd,OL_ChnTrans,BIC_HshRt,D_AvgPrc
2017-11-09,62.48960113525391,66.83830261230469,61.72579956054688,64.26969909667969,279652992,3454476601.905739,0.024152,28.76637439,0.0015940241380208,1.0332297,79058.0,41593.0,30720.0,28985094798528.0,63.83085060119629
2017-11-10,64.43620300292969,65.89640045166016,56.91320037841797,59.260101318359375,291596000,3186163838.5021305,0.02225174,31.28947532,0.0015885048858101,1.03216856,80877.0,41530.0,30388.0,32510690431180.0,61.6264762878418
2017-11-11,59.348899841308594,63.71160125732422,59.2421989440918,62.30329895019531,272494016,3350772949.131648,0.02186412,32.5714183,0.0014898739517857,1.03216856,76910.0,38099.0,28000.0,33456814194287.0,61.15149974822998
2017-11-12,62.309200286865234,62.309200286865234,57.41339874267578,59.005401611328125,322820000,3174437950.9422774,0.02359319,34.01663611,0.0014165314694529,1.03216856,92565.0,46535.0,34455.0,34542027423952.0,60.259300231933594
2017-11-13,59.17580032348633,62.76440048217773,58.84870147705078,61.39649963378906,237478000,3303996139.472175,0.02176495,33.45736453,0.0015496756651888,1.18012576,70096.0,38084.0,28195.0,35012758836997.0,60.54635047912598
2017-11-14,61.64289855957031,63.81240081787109,60.8661003112793,62.67959976196289,174111008,3373889830.559527,0.02235035,31.28520716,0.0017086493946481,1.18012576,73246.0,34904.0,25225.0,31731188805113.0,62.2502498626709
2017-11-15,62.77519989013672,65.52469635009766,62.70880126953125,63.82360076904297,194636000,3436310896.332057,0.02349183,31.57235754,0.0025569659453232,1.18012576,75346.0,35533.0,26044.0,31332375455064.0,63.70807456970215
2017-11-16,63.80910110473633,72.4791030883789,62.93740081787109,71.0602035522461,418128992,3826889314.711884,0.02353796,30.92341414,0.0018170922248679,1.18012576,78859.0,40894.0,26878.0,31159338976429.0,67.5714521408081
2017-11-17,70.44840240478516,71.11840057373047,65.78179931640625,67.56900024414062,350504992,3639749426.077765,0.03696403,30.10445651,0.0007969119121476,1.07455444,99687.0,52332.0,34945.0,28318689012874.0,68.72940063476562
2017-11-18,67.40519714355469,69.7656021118164,65.71410369873047,69.6436996459961,174063008,3752586173.563613,0.0195835,31.32231487,0.0013567835165082,1.07455444,77187.0,39505.0,26623.0,32683408969026.0,68.13215065002441
2017-11-19,69.51190185546875,72.98079681396484,68.60420227050781,71.58930206298828,243056992,3858580086.100149,0.01769615,34.75424575,0.0022693009871849,1.07455444,72807.0,33614.0,23410.0,34851312529383.0,70.67155075073242
2017-11-20,71.41300201416016,72.91840362548828,70.79299926757812,72.25279998779297,188976000,3895618090.660835,0.01946249,37.74150038,0.0015521106746534,1.19832163,84182.0,40937.0,27629.0,40239311922335.0,71.84430122375488
2017-11-21,72.1968002319336,72.53450012207031,68.1093978881836,70.0282974243164,231664992,3776744821.717658,0.02470259,37.21232346,0.0014220721725229,1.19832163,93422.0,47253.0,31903.0,37946690170797.0,70.71724891662598
2017-11-22,70.18219757080078,71.95099639892578,70.18219757080078,71.8927993774414,157890000,3878311805.36578,0.02472349,33.8377603,0.0014948321373488,1.19832163,87021.0,43131.0,28788.0,33109468140896.0,71.05204772949219
2017-11-23,71.97509765625,76.39679718017578,70.90280151367188,73.22339630126953,315247008,3951099866.974199,0.02765864,33.13304557,0.0015960066578471,1.19832163,93178.0,46455.0,30992.0,33640139245821.0,73.1245231628418
2017-11-24,73.14189910888672,77.96829986572266,72.81230163574219,77.96829986572266,287392000,4208242760.027813,0.02471464,33.52652078,0.0015087211401507,1.22279407,86775.0,43390.0,28926.0,34257635840323.0,75.47270011901855
2017-11-25,77.90869903564453,89.36720275878906,77.52230072021484,88.81690216064453,487896992,4795035560.557802,0.02622234,34.38638689,0.0020969130697489,1.22279407,94101.0,47629.0,32703.0,33927076719585.0,83.40377616882324
2017-11-26,88.93930053710938,88.93930053710938,84.01730346679688,85.92680358886719,357456992,4640315591.0271015,0.02708572,36.33263921,0.0019677836564471,1.22279407,98471.0,50346.0,34085.0,36836001477524.0,86.9556770324707
2017-11-27,85.88970184326172,93.28620147705078,85.88970184326172,91.60269927978516,429591008,4948468593.44442,0.02659703,43.05840763,0.0017761493797312,1.26038126,110909.0,57337.0,38177.0,42995542523584.0,89.16707611083984
2017-11-28,91.7239990234375,96.03379821777344,90.3397979736328,96.03379821777344,388931008,5189412305.562616,0.02836964,43.01751636,0.0015139594683425,1.26038126,115325.0,64382.0,42565.0,42423879578297.0,93.5328483581543
2017-11-29,96.0124969482422,104.60900115966795,81.76809692382812,85.57099914550781,786819968,4625465149.104985,0.03293089,42.07646154,0.0013824132835316,1.26038126,130178.0,82722.0,53211.0,41870089455933.0,91.99014854431152
2017-11-30,86.24669647216797,93.53990173339844,78.07540130615234,88.33070373535156,481948000,4776038384.360787,0.03392639,43.66997214,0.0013937541803914,1.50282641,126286.0,72771.0,47663.0,48684551259252.0,86.54817581176758
2017-12-01,88.00350189208984,100.41200256347656,83.73829650878906,99.00370025634766,561342976,5354434859.463751,0.03642793,41.02061034,0.0015838322677595,1.50282641,116944.0,64099.0,40992.0,40535693430104.0,92.78937530517578
2017-12-02,98.94149780273438,103.79499816894533,98.31590270996094,100.28399658203124,402553984,5424901978.518704,0.03758508,38.64256689,0.001651169478776,1.50282641,112102.0,66473.0,43206.0,37958822333257.0,100.33409881591797
2017-12-03,100.19499969482422,106.39099884033205,98.10160064697266,101.26300048828124,364022016,5479276538.0060215,0.03081583,39.50338653,0.001666852615151,1.50282641,109687.0,55268.0,36235.0,39560471531260.0,101.48764991760254
2017-12-04,101.39600372314452,104.23600006103516,96.53250122070312,104.23600006103516,331151008,5641837640.027995,0.02829697,44.52977572,0.0017113844687734,1.3918273,121473.0,67951.0,43889.0,44047606317598.0,101.60012626647949
2017-12-05,104.2770004272461,104.3030014038086,101.83999633789062,102.39700317382812,328726016,5543933124.585189,0.03707518,44.35211825,0.0026651825175323,1.3918273,143027.0,79590.0,50478.0,44132453863247.0,103.20425033569336
2017-12-06,102.47799682617188,104.81800079345705,97.314697265625,100.35199737548828,547512000,5435312815.232041,0.03362638,56.85973701,0.0024123408985924,1.3918273,177705.0,109101.0,68062.0,58186110709414.0,101.24067306518555
2017-12-07,99.98410034179688,101.34300231933594,92.27169799804688,98.29239654541016,645691008,5325471411.557418,0.04333777,59.26873981,0.0015653754854847,1.73626199,186038.0,106077.0,65965.0,63431501304613.0,97.97279930114746
2017-12-08,98.3281021118164,133.07000732421875,95.39600372314452,124.84600067138672,1515559936,6766961737.84106,0.03280055,76.90064015,0.001704638509816,1.73626199,177936.0,102072.0,64690.0,75355774508434.0,112.9100284576416
2017-12-09,127.47899627685548,171.55099487304688,126.58799743652344,155.24200439453125,2436539904,8417479222.380251,0.04872038,78.46113597,0.0015319263648146,2.47305349,211132.0,133772.0,86411.0,94230029574912.0,145.21499824523926
2017-12-10,155.6269989013672,155.6269989013672,130.16099548339844,148.66000366210938,1087340032,8063312024.735163,0.04187916,86.50997624,0.0016667816369282,2.47305349,171237.0,90937.0,58286.0,86549169239188.0,147.51874923706055
2017-12-11,148.25799560546875,225.28700256347656,147.34100341796875,214.2030029296875,2913979904,11622048107.25501,0.04462434,88.32334375,0.0013250967696941,2.47305349,175930.0,94006.0,61084.0,88683695033708.0,183.7722511291504
2017-12-12,212.4640045166016,341.7239990234375,209.6820068359375,316.15899658203125,6961679872,17158790632.956554,0.09812261,85.12816085,0.0017546168985774,3.0321106,335981.0,210151.0,132091.0,96562142255092.0,270.00725173950195
2017-12-13,315.36199951171875,341.7950134277344,287.4830017089844,302.6019897460937,3409789952,16427647378.25278,0.10166374,88.31321505,0.0032385119202179,3.0321106,382945.0,255412.0,149733.0,88967725319382.0,311.8105010986328
2017-12-14,301.197998046875,311.3190002441406,265.6570129394531,279.3280029296875,2114880000,15168618636.105503,0.08501837,96.56683299,0.0033819719066671,3.0321106,347476.0,220615.0,135215.0,97494618293255.0,289.37550354003906
2017-12-15,280.9679870605469,316.406005859375,251.2239990234375,299.77899169921875,2599940096,16283667593.83034,0.09202069,93.85760231,0.0010447549693436,3.1668573,344142.0,217769.0,135861.0,94678348632390.0,287.09424591064453
2017-12-16,299.3370056152344,309.9010009765625,290.1340026855469,298.97198486328125,1291379968,16244895240.4982,0.06400378,101.23962459,0.0010911893711333,3.1668573,279104.0,167822.0,105873.0,103540277661020.0,299.58599853515625
2017-12-17,301.78399658203125,332.5899963378906,301.78399658203125,318.718994140625,1703580032,17322918146.07352,0.07121871,103.56041232,0.0010126567403515,3.1668573,283500.0,175907.0,112868.0,103329663414680.0,313.71924591064453
2017-12-18,318.9530029296875,360.9330139160156,302.0039978027344,358.33599853515625,1966599936,19481792914.625084,0.0694586,100.03232078,0.0018499995999111,3.5534748,271424.0,163136.0,103527.0,103982908528650.0,335.05650329589844
2017-12-19,359.125,375.2860107421875,335.67498779296875,350.25299072265625,2150479872,19046914506.85892,0.10494376,97.61016501,0.0011656373563347,3.5534748,347575.0,227716.0,133905.0,95437113030014.0,355.0847473144531
2017-12-20,349.60400390625,349.60400390625,308.62701416015625,314.6210021972656,2104060032,17113575542.974892,0.1363114,94.1090892,0.0013175398346477,3.5534748,431442.0,235875.0,145568.0,96423520110305.0,330.61400604248047
2017-12-21,314.6600036621094,339.739013671875,299.52899169921875,317.4620056152344,1555939968,17272689312.693787,0.15836594,100.56208001,0.0065591759234277,3.5534748,495185.0,262661.0,155226.0,102344522388060.0,317.8475036621094
2017-12-22,319.2569885253906,320.302001953125,187.4770050048828,264.9320068359375,2938040064,14418427704.620426,0.11045231,100.73551008,0.0041373747498387,3.41469693,407906.0,267295.0,161216.0,98442511607319.0,272.992000579834
2017-12-23,269.2669982910156,312.6679992675781,261.6369934082031,288.2659912109375,1352579968,15692650656.498426,0.08224864,102.45913857,0.0028148749353197,3.41469693,315822.0,190636.0,120284.0,103260647809380.0,282.9594955444336
2017-12-24,291.00799560546875,291.00799560546875,251.0379943847656,275.9800109863281,1122909952,15028134638.163376,0.07260874,104.51590212,0.0027362778373823,3.41469693,285745.0,166955.0,101465.0,104459592256740.0,277.2584991455078
2017-12-25,277.4939880371094,286.7900085449219,269.572998046875,273.3900146484375,804377024,14890986999.55281,0.06177514,101.44607936,0.0022134446867957,3.56915113,217812.0,120452.0,75877.0,101837043952081.0,276.81175231933594
2017-12-26,273.1080017089844,289.510986328125,272.2619934082031,286.5039978027344,842993024,15609703088.848804,0.06426404,103.2021097,0.0022336123066005,3.56915113,242517.0,126661.0,78206.0,107709902820050.0,280.3462448120117
2017-12-27,286.5889892578125,290.9440002441406,264.4230041503906,272.17401123046875,777137984,14832845818.196745,0.07326068,106.36849921,0.0020434585518644,3.56915113,269072.0,164477.0,102228.0,106411590346530.0,278.5325012207031
2017-12-28,272.1260070800781,273.177001953125,231.3769989013672,249.92999267578125,2593240064,13624466556.834503,0.07567916,105.91718588,0.0028595277542066,3.56915113,294730.0,182665.0,111907.0,107607047145440.0,256.6525001525879
2017-12-29,250.3520050048828,258.0409851074219,238.3329925537109,245.5019989013672,1392210048,13386678903.59933,0.08639589,106.96927822,0.002095454011976,3.70770799,337084.0,216140.0,130928.0,110118941142810.0,248.0569953918457
2017-12-30,245.0870056152344,245.43299865722656,208.197006225586,218.96299743652344,943667008,11942867812.159636,0.10952587,109.07718227,0.0013454433632468,3.70770799,425612.0,273281.0,170603.0,107388125648850.0,229.42000198364258
2017-12-31,216.9750061035156,237.7910003662109,213.81100463867188,232.0959930419922,771041984,12662528248.857431,0.14174253,106.23229944,0.0053873937557896,3.70770799,444528.0,177715.0,112485.0,110498862771880.0,225.16825103759766
2018-01-01,231.6660003662109,236.63400268554688,222.2030029296875,229.0330047607422,633142016,12498586757.596272,0.06560831,105.08225603,0.0023796995932803,3.77655485,226291.0,126807.0,84112.0,105335544208640.0,229.88400268554688
2018-01-02,228.9900054931641,263.625,228.9900054931641,255.6840057373047,1237949952,13956595112.458675,0.08687321,103.07109374,0.0015685467985239,3.77655485,293822.0,170400.0,110296.0,104219928246070.0,244.3222541809082
2018-01-03,255.69500732421875,260.74200439453125,243.134994506836,245.3679962158203,3215280128,13397087292.061714,0.11643959,109.24379129,0.0016372639795646,3.77655485,398995.0,245221.0,157472.0,110304746082580.0,251.23500061035156
2018-01-04,245.4750061035156,245.4750061035156,227.01300048828125,241.3699951171875,3481550080,13182168212.505877,0.18898586,108.71860171,0.0021275697574407,3.77655485,574185.0,339021.0,222626.0,105703978903150.0,239.833251953125
