Date,YF_Op,YF_Hi,YF_Lo,YF_Cls,YF_Vol,ES_AvgTransFee,ES_AvgGasPrc,ES_BlkCnt,ES_BlkSz,ES_BlkTm,ES_ActAdd,ES_DepCon,ES_GasLmt,ES_GasUsd,ES_VerCon,OL_MktCap,OL_NewAdd,OL_ChnTrans,OL_ChnVol,D_AvgPrc
2019-01-11,127.81396484375,130.1659393310547,125.24494171142578,127.54832458496094,2667585234,0.08,13631672273,5566,18683,15.52,235447,43521,8001187,33318084869,70,13327445866.163404,81097.0,564177,4575127.915284089,127.69329261779785
2019-01-12,127.52808380126952,128.66612243652344,125.4467544555664,125.9665298461914,2212109224,0.07,12182668844,5541,15918,15.59,189309,56474,8001065,29702483987,51,13244439883.65247,122219.0,460628,2020410.2743611624,126.9018726348877
2019-01-13,125.9072265625,126.26787567138672,116.08596801757812,116.8978042602539,2268263944,0.06,12299362181,5635,15798,15.18,198740,35995,8001179,29548320450,34,13175487733.882849,89274.0,472666,2345057.36611144,121.28971862792969
2019-01-14,116.97909545898438,130.8567352294922,116.96755981445312,129.0687255859375,2798085735,0.11,19179700938,5629,18452,15.17,271125,6394,8001170,33474170588,81,12360874466.001348,80522.0,518214,3861662.4102379377,123.4680290222168
2019-01-15,129.1726837158203,130.74356079101562,120.3115234375,122.03271484375,2735449164,0.09,18403886289,5619,18074,15.23,245116,17436,8000887,31544999460,75,13286507242.993973,64040.0,589205,2599070.495862185,125.56512069702148
2019-01-16,121.80924224853516,127.11824798583984,121.44141387939452,123.54706573486328,2746469340,0.1,20629866067,5528,18008,15.53,216883,27867,8000843,32162670591,59,12745000391.075092,71046.0,519571,3366888.8340107403,123.4789924621582
2019-01-17,123.57353973388672,124.27072143554688,120.81703186035156,123.7419204711914,2594091285,0.08,13639170146,5561,17900,15.41,216437,20036,8000821,30901966019,78,12754373326.474852,80841.0,511736,2344031.4723521164,123.10080337524414
2019-01-18,123.65465545654295,123.84169006347656,120.2418975830078,121.01026153564452,2305389800,0.08,14390713391,5619,17751,15.28,217354,15981,8001004,31952137313,57,12800158905.48634,98619.0,536096,1960889.798545164,122.18712615966797
2019-01-19,121.61442565917967,125.90422821044922,121.1610336303711,124.5190200805664,3048261797,0.08,12427478085,5683,17863,15.07,208201,13070,8001008,33878498386,64,12710619921.86187,72576.0,526018,1868201.4637272733,123.2996768951416
2019-01-20,124.63240051269533,125.07038879394533,118.70232391357422,119.4748306274414,2964108269,0.07,12387866392,5599,17832,15.29,196352,24771,8001304,33077247331,38,12503725776.359327,67289.0,555836,1561952.3905805142,121.96998596191406
2019-01-21,119.63645935058594,119.71543884277344,116.15744018554688,117.15785217285156,2421720343,0.07,13567626739,5094,21357,16.82,215040,12833,8001274,33763981311,91,12414132704.467297,81911.0,547002,2174581.3786083884,118.16679763793945
2019-01-22,117.11075592041016,119.66434478759766,114.67668151855467,118.74755096435548,2552507405,0.1,18561474026,5072,22711,16.91,207146,5707,8001144,34637145295,72,12414162710.051594,62993.0,617698,2023538.8028741,117.54983329772949
2019-01-23,118.71381378173828,119.42279815673828,116.37664794921876,117.45260620117188,2556952198,0.08,13308904468,4991,20710,17.15,215198,16756,8001029,31630703208,113,12363562744.660303,71488.0,548693,2186008.9506291663,117.9914665222168
2019-01-24,117.46278381347656,118.0321044921875,116.00679779052734,117.36288452148438,2520843420,0.08,14394162195,5086,19842,16.83,209817,13171,8001118,31679636794,60,12153541162.139288,81833.0,531037,2645955.8872881634,117.21614265441895
2019-01-25,117.59495544433594,117.80299377441406,115.83015441894533,116.37834167480467,2606881898,0.07,13857565780,5106,18310,16.79,213051,21220,8001115,30938949942,66,12200172134.071571,77103.0,501906,2150742.033048741,116.901611328125
2019-01-26,116.37352752685548,118.08411407470705,115.98057556152344,116.48873901367188,2412181169,0.07,12616710414,5055,17422,16.98,196601,60277,8000897,33241053039,51,12222314648.022718,94138.0,464560,1521575.8928613665,116.73173904418945
2019-01-27,116.51031494140624,116.68540954589844,113.40528869628906,113.40528869628906,2775888287,0.06,11788620538,5013,18274,17.05,201501,30516,8001001,31494607522,43,11951520916.783108,94738.0,487290,1803462.127198768,115.0015754699707
2019-01-28,113.28523254394533,113.688232421875,103.33646392822266,106.58997344970705,3366895505,0.07,15213901906,4884,21577,17.52,242450,21718,8001024,33400327582,86,10938672782.745943,83675.0,537473,3172949.981517168,109.2249755859375
2019-01-29,106.72195434570312,107.16578674316406,103.99922943115234,105.59821319580078,2900418606,0.06,12439032644,4870,22103,17.54,219778,16306,8001111,32867605159,72,11029282411.194515,87760.0,567736,2939421.6871052315,105.87129592895508
2019-01-30,105.4072036743164,109.4529800415039,104.8437957763672,108.90753936767578,2874370355,0.07,13051979777,4949,21568,17.3,208898,25654,8001210,32975674787,69,11060259569.258778,74797.0,566404,2503175.8587726285,107.15287971496582
2019-01-31,108.90077209472656,110.45835876464844,106.52535247802734,107.0610122680664,2828796031,0.08,14209971121,4931,20803,17.33,208575,7320,8001156,35261654580,63,11225928243.647158,75490.0,525672,3037666.939248877,108.23637390136719
2019-02-01,107.1476821899414,108.63871002197266,105.04650115966795,107.60978698730467,2541271519,0.08,13234562600,4848,20373,17.67,204710,16441,8001360,32761450415,58,11261348204.808676,62174.0,512698,2286176.0685396786,107.11067008972168
2019-02-02,107.46641540527344,110.65387725830078,106.7640151977539,110.43025970458984,2385157838,0.07,12000569516,4935,17499,17.41,183802,34221,8001269,30168904532,34,11275760297.18454,71913.0,447691,1402600.972475123,108.82864189147949
2019-02-03,110.49031829833984,110.82735443115234,106.5639877319336,107.49266815185548,2519334757,0.06,11637460620,4858,16597,17.68,169639,34363,8001164,28022576836,38,11305485039.723911,80445.0,428438,1361781.9260143116,108.84358215332031
2019-02-04,107.62582397460938,108.70103454589844,107.06742095947266,107.82160186767578,2491888675,0.07,12082194503,4938,16326,17.39,166444,33101,8001218,28109457360,64,11259096468.187828,67650.0,397928,1204185.739581576,107.80397033691406
2019-02-05,107.62816619873048,108.1347885131836,106.90989685058594,107.44351959228516,2515863999,0.07,12593215644,4900,16601,17.54,168852,37865,8001176,27984580259,75,11245751796.562675,75768.0,433605,1176273.1779741712,107.52909278869629
2019-02-06,107.56930541992188,107.56930541992188,102.93456268310548,104.9192886352539,2593048199,0.07,12593166346,4892,17023,17.55,173441,30172,8001322,28696360299,49,10875437920.00433,71715.0,428796,1818191.783960542,105.74811553955078
2019-02-07,104.83577728271484,106.05887603759766,104.4091339111328,104.5353012084961,2326764622,0.07,14057368181,4918,17432,17.44,169031,23058,8001263,29441176225,60,10992903528.844189,80841.0,436722,1842806.0298516948,104.95977210998535
2019-02-08,104.64505004882812,119.80581665039062,104.1944351196289,119.26774597167967,3656841347,0.08,13310836398,4923,18982,17.43,186134,13218,8001377,30304669218,62,10987869732.088026,60080.0,443282,1966319.659258868,111.97826194763184
2019-02-09,119.214111328125,120.68973541259766,118.00040435791016,119.4308853149414,2884650400,0.08,12390959208,4900,17138,17.49,170698,13768,8001139,29701599787,30,12421188937.674091,55313.0,442645,2012728.2114507293,119.33378410339355
2019-02-10,119.40896606445312,124.85362243652344,117.10577392578124,124.80648803710938,3148766590,0.09,12847065310,4298,18598,20.0,157443,8958,8001145,26786193364,45,12500123984.532536,45353.0,390609,1339157.084619555,121.5437126159668
2019-02-11,124.8715362548828,124.8715362548828,120.31175231933594,121.29839324951172,3222473887,0.09,13977805236,4195,20700,20.48,179265,9936,8001168,27611571189,73,12691911708.951046,49078.0,423793,2182397.1225752947,122.83830451965332
2019-02-12,121.17857360839844,123.46829986572266,119.60002136230467,122.5722885131836,3149576429,0.09,13012487105,4273,20824,20.12,184724,14156,8001034,28573833622,72,12651830970.577734,53339.0,421946,1822375.519338286,121.70479583740234
2019-02-13,122.5442886352539,125.55069732666016,121.61249542236328,122.55360412597656,3386585799,0.09,13713241302,4169,23368,20.48,189676,7604,8001092,29584055361,69,12810036620.75547,69079.0,495473,2002762.354824905,123.06527137756348
2019-02-14,122.41698455810548,124.45198822021484,121.33489227294922,121.39020538330078,3331701628,0.1,19148327564,4166,23305,20.62,189326,10354,8001481,29051955302,66,12843010169.045696,47743.0,478599,2042170.6290482795,122.39851760864258
2019-02-15,121.45369720458984,123.66012573242188,121.37191772460938,122.1003875732422,3021741615,0.11,14753437258,4158,22751,20.68,193086,9595,8001147,30180437810,83,12842202780.913652,54321.0,460466,1841771.626628996,122.14653205871582
2019-02-16,122.39645385742188,124.1348114013672,122.29530334472656,123.26021575927734,2905833287,0.1,13510079150,4224,21513,20.39,183084,14439,8001206,29978364164,34,12950667689.626034,48252.0,459820,1301867.244408039,123.02169609069824
2019-02-17,123.1820831298828,134.46009826660156,123.09161376953124,133.598876953125,4236081130,0.11,13757940835,4139,22199,20.76,178009,14506,8001298,29860882794,42,13234715904.515612,47101.0,445997,1433169.70512622,128.58316802978516
2019-02-18,133.0325469970703,147.68658447265625,133.00193786621094,146.09837341308594,5387525773,0.14,17094399315,4196,24106,20.47,225128,10749,8001130,31150438004,67,14493744190.14166,57046.0,506951,3034024.858746932,139.95486068725586
2019-02-19,146.39881896972656,149.9299774169922,145.1284637451172,145.34619140625,5310842625,1.21,373905995022,4288,24581,19.99,221282,7840,8001406,31990800940,159,15459873591.768473,60660.0,526665,3284602.757366554,146.70086288452148
2019-02-20,145.1727294921875,149.55433654785156,142.5021209716797,149.55433654785156,4500094965,0.13,16098676684,4242,24759,20.15,204143,7981,8001347,31658564437,62,15380764255.610796,59456.0,519282,2878586.509700685,146.69588088989258
2019-02-21,149.35232543945312,149.35232543945312,144.56381225585938,146.13084411621094,3995766856,0.12,15306757881,4252,25217,20.22,195510,7004,8001243,32160208363,107,15553161201.26223,65940.0,530313,3535375.5347921406,147.34982681274414
2019-02-22,146.07325744628906,149.26861572265625,145.20654296875,149.0924530029297,3731099284,0.12,14913439608,4238,24969,20.28,200174,7829,8001252,31958692019,103,15436825333.077524,70050.0,552253,2384164.4880268704,147.41021728515625
2019-02-23,148.67662048339844,159.12586975097656,147.3310546875,158.79542541503906,4519468458,0.13,14039107293,4353,21843,19.76,190617,11303,8001223,31537207542,45,15582505477.288252,70813.0,478165,1562649.864185556,153.48224258422852
2019-02-24,158.90240478515625,165.54962158203125,135.8526611328125,135.8526611328125,5957715043,0.11,16251853700,4254,24399,20.12,203517,4896,8001394,31412524215,78,14914599958.672785,57791.0,511654,2810172.880766603,149.03933715820312
2019-02-25,135.49972534179688,142.52557373046875,135.4838409423828,139.82286071777344,4914392068,0.13,17020990610,4238,26690,20.2,210843,7772,8001148,32472793305,86,14763305947.676435,69232.0,557116,4241096.673250543,138.33300018310547
2019-02-26,139.64608764648438,139.9764404296875,136.57960510253906,138.0896759033203,3791292839,0.13,17415861033,4281,26269,20.09,210536,10765,8001364,32859962542,79,14517116253.407566,63019.0,591458,2572134.619234565,138.5729522705078
2019-02-27,138.02957153320312,141.3362274169922,131.60292053222656,136.12596130371094,4469776860,0.12,16334617513,4281,25340,20.04,215537,12681,8001071,32657440136,43,14661098028.72376,69521.0,535061,2478787.865448635,136.7736701965332
2019-02-28,136.2830810546875,138.84713745117188,135.6575927734375,136.74624633789062,4535438953,0.14,18834674068,4366,25117,19.61,222464,5454,8001137,33081119561,68,14446574453.548958,64259.0,562453,3203108.117905099,136.88351440429688
2019-03-01,136.83624267578125,138.99526977539062,136.43478393554688,136.44361877441406,3756124824,0.1,12974077284,5994,18943,14.3,226903,22995,8001373,39420363698,100,14415573027.56166,68512.0,536847,2028600.768299896,137.1774787902832
2019-03-02,136.35008239746094,137.18479919433594,132.43638610839844,134.2069549560547,3747176425,0.09,12153807142,6402,16459,13.35,209048,54051,8001398,38528471339,37,14391371237.976786,84564.0,519937,1958418.626237679,135.0445556640625
2019-03-03,134.78611755371094,135.8492889404297,131.328857421875,132.24942016601562,3454374053,0.09,12061882513,6379,15337,13.42,195215,79582,8001273,36141033693,44,13988371777.162956,128085.0,505568,1385585.615959588,133.5534210205078
2019-03-04,132.1578826904297,132.72914123535156,125.40270233154295,127.7741241455078,4008171341,0.09,12666122902,6384,19803,13.41,228703,34243,8001294,41736878876,73,13758055694.405704,105707.0,588048,3038565.5287248218,129.515962600708
2019-03-05,127.79295349121094,138.22998046875,126.73529815673828,137.8223876953125,4764849990,0.1,13496902482,6429,18740,13.34,227650,34343,8001222,39881457026,77,13401119384.903805,105143.0,607332,2641486.714884578,132.64515495300293
2019-03-06,137.958740234375,139.9688262939453,136.1459197998047,138.7893524169922,4589054219,0.1,14045984060,6399,17726,13.4,226990,30181,8001247,37720064716,76,14373455136.04401,92623.0,590557,2643274.04486589,138.2157096862793
2019-03-07,138.9423828125,140.85787963867188,137.27313232421875,138.0345001220703,4339206292,0.1,13740882181,6438,17116,13.32,226430,38152,8001359,37630699661,61,14549448547.73311,89462.0,561454,2398565.299563981,138.77697372436523
2019-03-08,138.3113555908203,139.4990997314453,133.5576934814453,135.1270751953125,4678816794,0.1,13479470622,6388,18800,13.41,227294,30086,8001246,38737885031,50,14440043836.29893,88825.0,586227,2627074.4985468904,136.62380599975586
2019-03-09,134.88755798339844,139.11941528320312,134.6771240234375,137.96533203125,5011918715,0.09,11957111022,6380,17547,13.43,225885,43016,8001071,38202661271,41,14275204335.03469,83829.0,551058,2380120.400861316,136.66235733032227
2019-03-10,138.1804962158203,138.2703094482422,135.68568420410156,136.75868225097656,4578438499,0.09,12106103256,6513,15045,13.15,191094,44084,8001133,36152691073,54,14435826988.549477,87308.0,498757,1913655.2161946944,137.22379302978516
2019-03-11,136.8495330810547,137.35340881347656,133.10279846191406,133.8340301513672,4689807419,0.09,12484460496,6389,17059,13.38,207488,46341,8001107,38854223598,87,14005393961.49589,113738.0,518730,2645922.994883666,135.28494262695312
2019-03-12,134.01284790039062,135.27346801757812,130.94415283203125,134.44288635253906,4709988000,0.08,12238102548,6453,17676,13.18,228995,58757,8001194,38972844083,57,14117255407.410551,104263.0,562965,2624300.073277426,133.66833877563477
2019-03-13,134.6117706298828,134.6117706298828,132.7197265625,133.26307678222656,4265162099,0.08,11704565023,6399,19134,13.31,221923,40525,8001166,41098614057,84,14090281053.08132,108369.0,573638,2360083.5755890068,133.80158615112305
2019-03-14,133.2039031982422,135.18084716796875,132.7500762939453,133.7115936279297,4476532147,0.07,11052545157,6422,18486,13.24,229351,43799,8001235,40305717005,76,14087633665.288958,93277.0,579028,2112492.974114037,133.71160507202148
2019-03-15,133.56715393066406,138.3951416015625,133.56715393066406,137.69178771972656,4506861856,0.08,11016047852,6424,17922,13.31,215939,30787,8001118,39674989959,81,14518524276.798306,130590.0,554629,2586024.1936661694,135.8053092956543
2019-03-16,137.91195678710938,144.55844116210938,137.91195678710938,142.39817810058594,4839003569,0.08,10383394399,6511,16269,13.11,194194,55038,8001218,37614470302,46,14833528933.63799,98509.0,505301,2492214.932400207,140.69513320922852
2019-03-17,142.23829650878906,142.37191772460938,139.32351684570312,140.00054931640625,3827157729,0.09,14577386112,6415,15331,13.34,203611,63722,8001131,36580109837,38,14708068090.32315,120610.0,500277,1605741.1622088845,140.98357009887695
2019-03-18,140.1048583984375,142.2672119140625,138.841552734375,139.37460327148438,4551739879,0.62,195879275790,6368,19382,13.34,230509,25310,8001047,42577612070,93,14920378351.035875,96958.0,564065,3022036.16445056,140.14705657958984
2019-03-19,139.25401306152344,140.9890594482422,139.1430206298828,140.51919555664062,4251488129,0.09,13115885101,6416,21169,13.27,235541,20708,8001102,42575768618,57,14781893191.49044,88998.0,607001,2156310.057012422,139.97632217407227
2019-03-20,140.48471069335938,140.94557189941406,138.30703735351562,140.6863555908203,4664134462,0.09,12179174942,6475,19680,13.15,231451,23339,8001058,42081771829,88,14643434664.684538,86600.0,625928,2309782.792340304,140.10591888427734
2019-03-21,140.47848510742188,141.00323486328125,135.8554229736328,136.6360626220703,5087247796,0.12,13904796043,6372,20227,13.4,218233,12277,8001067,45894918369,92,14798083326.651344,73448.0,640634,3579953.1648249947,138.49330139160156
2019-03-22,136.562255859375,138.79429626464844,136.22860717773438,137.1814422607422,4490899266,0.1,12584442788,6409,19821,13.34,221901,19215,8001195,43152039321,82,14536370877.606129,76536.0,607159,2384661.757418222,137.191650390625
2019-03-23,137.0398712158203,139.38539123535156,136.91201782226562,138.2398681640625,4436568613,0.09,10993968628,6431,17356,13.26,205414,24746,8001069,39695293453,46,14553622123.05879,76201.0,589540,1977191.2824652523,137.894287109375
2019-03-24,138.3153533935547,138.3756103515625,136.31375122070312,136.98692321777344,4266845458,0.09,11003609358,6432,16938,13.28,202948,43774,8001187,39231359540,42,14476175029.761028,92779.0,544052,2604239.285868984,137.49790954589844
2019-03-25,137.08135986328125,137.69534301757812,133.4901580810547,135.03102111816406,4480516753,0.09,12549223821,6429,20021,13.29,256346,31155,8001285,41444947656,77,14468840731.249714,102335.0,632947,2946370.375758265,135.82447052001953
2019-03-26,135.0543212890625,135.46035766601562,133.75733947753906,135.46035766601562,4499271679,0.1,13059718677,6358,20393,13.42,244908,26502,8001255,41958099117,68,14181158333.998438,87076.0,627673,3029672.5490004364,134.9330940246582
2019-03-27,135.45436096191406,141.07546997070312,135.34165954589844,140.9881591796875,5228240093,0.11,13596847307,6458,20194,13.2,232654,25741,8001222,42940357362,82,14631006629.929293,84257.0,628628,2511088.319772876,138.21491241455078
2019-03-28,141.00584411621094,141.0079345703125,138.4251708984375,139.41647338867188,4163212475,0.09,12197114669,6373,19719,13.38,242150,30870,8001212,40811638961,85,14768640684.690271,99226.0,636283,2500689.2293411745,139.9638557434082
2019-03-29,139.34320068359375,142.5492401123047,138.04510498046875,142.49742126464844,5125602702,0.11,12576130900,6369,20950,13.38,236469,16882,8001273,45327181927,76,14878445787.9639,87650.0,630063,2891469.5660036337,140.6087417602539
2019-03-30,142.35914611816406,149.6132354736328,141.03173828125,142.09268188476562,5144662127,0.08,10413550419,6371,20715,13.38,232552,12490,8001129,43858855701,23,14948420941.799982,116487.0,654126,2837208.5323323663,143.77420043945312
2019-03-31,142.13922119140625,142.189208984375,140.69737243652344,141.51409912109375,4249050197,0.09,10558447429,6417,19955,13.29,221983,10289,8001138,44736287837,53,14906435232.198322,167697.0,665003,2206580.7581051546,141.6349754333496
2019-04-01,141.46548461914062,142.73399353027344,140.73756408691406,141.830322265625,4611999536,0.1,12552870066,6420,20491,13.23,280846,11319,8001265,44030984417,104,14973654397.416073,96137.0,679469,2663717.3534028768,141.69184112548828
2019-04-02,141.8395233154297,165.22682189941406,141.63645935058594,163.9617462158203,9826645698,0.12,13857811373,6357,23063,13.31,313817,11517,8001317,44877692527,72,16383685660.609625,86085.0,727794,3986777.02024008,153.1661376953125
2019-04-03,164.00863647460938,178.32205200195312,157.3221435546875,161.45880126953125,10622456246,0.14,16783552076,6336,23145,13.42,294028,7199,8001210,45894954167,69,18187070193.428288,86914.0,751813,4644581.095971365,165.2779083251953
2019-04-04,161.4317626953125,164.92921447753906,155.24110412597656,158.0525360107422,7953123529,0.12,13718910474,6406,21792,13.29,261752,9153,8001402,42149491093,69,16988865064.612597,82382.0,696635,3451205.38119413,159.91365432739258
2019-04-05,158.02000427246094,167.2203826904297,157.44395446777344,165.5148468017578,7531316908,0.11,11844298751,6427,19259,13.21,253156,29311,8001392,38726714169,76,16671088448.447252,83589.0,632409,3395767.285633624,162.04979705810547
2019-04-06,165.51124572753906,172.51577758789062,161.79946899414062,165.94720458984375,7167016221,0.1,10759382633,6452,17014,13.25,223399,50838,8001304,37417754638,23,17325876757.15207,104066.0,583138,2009184.667754012,166.44342422485352
2019-04-07,165.9772491455078,175.21316528320312,164.93209838867188,174.53164672851562,7596176020,0.11,11332764771,6476,17631,13.13,234639,44655,8001095,36566101424,35,17672858015.22052,106453.0,562574,2484197.6423698254,170.1635398864746
2019-04-08,174.44967651367188,184.3778533935547,174.16099548339844,180.25881958007807,9304964610,0.12,12537949552,6441,20225,13.22,264757,23597,8001018,42220874038,85,19159207895.68532,101579.0,665431,4182564.855280133,178.31183624267578
2019-04-09,180.2221221923828,180.2542266845703,175.0917510986328,176.1145782470703,7632529578,0.11,12040035380,6430,19618,13.19,265719,24049,8001024,39688384813,52,18663800453.85702,105176.0,647714,3845448.906685514,177.92066955566406
2019-04-10,176.06784057617188,183.13427734375,175.23037719726562,177.3374786376953,7856924879,0.14,15258127612,6455,22604,13.18,251030,31230,8001129,43345835713,65,19003665634.955498,104981.0,666334,3173096.613059335,177.9424934387207
2019-04-11,177.34275817871094,177.48748779296875,162.32061767578125,165.4970245361328,7859383417,0.11,12499489602,6384,24120,13.31,285567,16434,8001080,44470427909,92,18051973076.921864,99412.0,697233,3385618.907967267,170.66197204589844
2019-04-12,165.335205078125,166.1275177001953,161.0297393798828,164.736328125,6237185309,0.1,11673635693,6420,20339,13.28,298897,14882,8001343,40916157239,71,17387477707.343952,95157.0,730240,2904728.4519421044,164.30719757080078
2019-04-13,164.6228485107422,166.3624267578125,163.01185607910156,164.5133514404297,4959301561,0.09,10652876605,6483,17601,13.08,250838,34142,8001506,37391327889,47,17539479578.87824,95173.0,638161,1878813.937969576,164.62762069702148
2019-04-14,164.47608947753906,168.59103393554688,162.78147888183594,167.83851623535156,4846298303,0.1,10388886423,6422,17002,13.26,206936,33770,8001093,37321591275,28,17260231661.72442,93194.0,552723,1683884.741472457,165.92177963256836
2019-04-15,167.89747619628906,168.81845092773438,159.5557403564453,161.5741729736328,5672311824,0.09,10617255578,6443,21486,13.16,250824,37599,8001238,41931360165,96,17747185055.23633,101671.0,607676,2558537.273212647,164.4614601135254
2019-04-16,161.52655029296875,167.66632080078125,160.8887481689453,167.62344360351562,5180105341,0.1,10784749556,6408,22688,13.21,248545,23277,8001304,45078468225,84,17085810872.463093,112095.0,654932,2722765.680846183,164.42626571655273
2019-04-17,167.55369567871094,168.93858337402344,165.50189208984375,166.9507598876953,5596102715,0.11,11272692912,6381,20874,13.3,255422,43296,8001388,42254922636,88,17628731841.009468,93943.0,678331,2584909.531877025,167.23623275756836
2019-04-18,166.9132080078125,175.36532592773438,166.672119140625,173.81402587890625,6971581464,0.11,11933245058,6406,21212,13.27,259251,55523,8001399,43956683963,80,18225494748.76564,162817.0,672867,2901942.6584166414,170.69116973876953
2019-04-19,173.7878875732422,173.97889709472656,170.62020874023438,173.70843505859375,6541053061,0.09,11036616753,6449,20811,13.19,283516,37776,8001303,40298095179,68,18284142315.63162,147866.0,718009,2869838.6358795813,173.02385711669922
2019-04-20,173.71881103515625,176.705810546875,171.78883361816406,173.7512664794922,6142567812,0.07,8988625935,6370,20168,13.33,334013,27061,8001231,38722063179,47,18336859482.706978,107814.0,614586,2114575.8580003097,173.99118041992188
2019-04-21,173.7154083251953,174.4207763671875,167.4285888671875,170.04652404785156,6005571688,0.08,9504825894,6462,20870,13.17,271588,25799,8001099,41490054924,33,17889006842.25024,94989.0,704511,2172366.887496727,171.40282440185547
2019-04-22,170.01748657226562,173.06912231445312,168.72955322265625,171.87466430664062,6094878077,0.09,10745867154,6429,21123,13.23,285357,39616,8001219,41747056633,79,17846016297.515427,137792.0,678091,2502301.958464825,170.9227066040039
2019-04-23,172.00721740722656,176.8507843017578,170.89675903320312,171.4477996826172,7097827092,0.09,11225045012,6296,21970,13.51,292291,57842,8001352,42439955078,93,18232803994.742527,134962.0,751155,2901391.8933216324,172.80064010620117
2019-04-24,171.3495330810547,171.57321166992188,161.9766845703125,165.8260955810547,7351304156,0.09,12141527708,6392,20009,13.27,268331,67577,8001144,41123651051,63,17471119591.833275,153007.0,676671,3752584.229738645,167.68138122558594
2019-04-25,165.91473388671875,166.51341247558594,153.8470001220703,154.4593963623047,6820332362,0.07,10528010066,6466,20132,13.14,254890,34881,8001331,39121900618,75,17400640786.10911,104870.0,685103,3273437.9067268884,160.18363571166992
2019-04-26,154.57943725585938,158.0290069580078,152.08567810058594,156.3470916748047,7505283355,0.1,12095560071,6453,20024,13.16,250912,48012,8001357,40518820309,75,16537399048.571278,113498.0,684116,5286196.521556335,155.26030349731445
2019-04-27,156.27085876464844,160.58941650390625,155.62188720703125,158.4349365234375,5863109118,0.07,9632992552,6476,16417,13.13,216654,35885,8001238,34658137362,34,16592090772.297428,120249.0,571664,2307725.2685341467,157.72927474975586
2019-04-28,158.49977111816406,159.5653839111328,157.12551879882812,157.29507446289062,5379894433,0.07,9399212617,6389,17957,13.23,222821,29011,8001322,37227949798,28,16773163736.545725,82016.0,593663,2316657.0776916645,158.1214370727539
2019-04-29,157.2910614013672,158.33392333984375,153.1865234375,155.20199584960938,6053776253,0.08,10356343230,6452,19214,13.21,244532,25246,8001343,38573360303,79,16316902148.23248,101009.0,615483,3409003.260957799,156.00337600708008
2019-04-30,155.1727752685547,162.4322509765625,155.1727752685547,162.16603088378906,6275803460,0.08,10119622328,6412,20890,13.24,265663,20593,8001293,42019403750,90,16912488798.906792,94521.0,667313,3420533.61958311,158.73595809936523
2019-05-01,162.18655395507812,164.06068420410156,159.66021728515625,160.81834411621094,5789172433,0.08,9786414125,6465,20186,13.12,265155,20954,8001551,41038897810,47,17031719225.91064,81010.0,721016,2677260.9414592325,161.68144989013672
2019-05-02,160.85357666015625,162.93701171875,160.06069946289062,162.12278747558594,6044171062,0.2,40480290586,6442,24056,13.21,226927,23479,8001173,45131761398,98,17046005081.80354,86849.0,624507,2426843.000710041,161.4935188293457
2019-05-03,162.07516479492188,170.06874084472656,161.08062744140625,167.95240783691406,7299410672,0.09,10997063020,6341,21965,13.38,239884,19461,8001352,41255547454,61,17232906864.192104,88125.0,677357,2627429.341009901,165.2942352294922
2019-05-04,167.88722229003906,170.64593505859375,161.7914276123047,164.02658081054688,6658100049,0.08,10092628539,6530,18463,13.01,220076,23612,8001319,38682539142,32,17190459257.03896,85648.0,648681,2390408.068764878,166.0877914428711
2019-05-05,164.0152587890625,165.3999786376953,159.70065307617188,163.45069885253906,5938415562,0.08,9698121519,6386,19106,13.27,224749,26729,8001456,39705294286,43,17313956260.021263,86548.0,608654,1864813.9732735644,163.1416473388672
2019-05-06,163.33798217773438,175.76010131835938,159.98818969726562,172.65321350097656,7540096853,0.1,10589774139,6359,24830,13.36,247412,18640,8001411,45208594840,68,17105167509.35316,85592.0,703271,2746640.716867787,167.93487167358398
2019-05-07,172.42727661132812,180.3944091796875,169.69471740722656,169.7986602783203,8411140170,0.12,12582212961,6395,28009,13.29,245550,18520,8001103,49103013450,95,18346448329.62589,87513.0,682894,4205913.8121350575,173.07876586914062
2019-05-08,169.90420532226562,172.1835479736328,166.40924072265625,170.9481658935547,6416569598,0.1,10988087035,6336,24559,13.36,249532,12414,8001660,45504951018,69,17953059475.527687,85503.0,667024,3362908.4981689374,169.86128997802734
2019-05-09,170.95187377929688,172.88040161132812,167.2478790283203,170.289306640625,6546914198,0.09,10636414510,6364,22854,13.31,255100,14188,8001948,44872105890,115,17894091705.17462,115164.0,696307,3044357.893059469,170.34236526489258
2019-05-10,170.31297302246094,175.88526916503906,168.99142456054688,173.1427459716797,8036919053,0.1,11387738585,6439,22895,13.15,265936,28520,8002309,45379669435,66,18318334113.6514,170090.0,727755,3218538.0677746744,172.08310317993164
2019-05-11,173.13931274414062,203.46664428710932,173.13931274414062,194.3043365478516,12578331654,0.09,10905004770,6396,22665,13.19,262147,27160,8003168,43750021377,36,18743475101.08124,167572.0,754167,4592350.914181942,186.01240158081055
2019-05-12,194.1630249023437,201.8814849853516,183.6539306640625,187.3253173828125,10326050090,0.1,10835160355,6441,21533,13.12,252855,15972,8003208,42436007310,20,20473448141.11325,115047.0,718052,3488069.132685589,191.75593948364258
2019-05-13,187.4179229736328,205.0982666015625,185.305908203125,196.8462829589844,10367149039,0.12,13689484729,6360,23003,13.22,289871,14290,8003174,44218548709,70,21349655701.151608,146639.0,731823,3462637.5075406767,193.66709518432617
