Date,YF_Op,YF_Hi,YF_Lo,YF_Cls,YF_Vol,OL_MktCap,OL_BlkSz,OL_AvgComPwr,OL_AvgTransFee,OL_MinDif,OL_ActAdd,OL_NewAdd,OL_ChnTrans,OL_ChnVol,BIC_HshRt,D_AvgPrc
2017-11-09,7446.830078125,7446.830078125,7101.52001953125,7143.580078125,3226249984,119100364751.14284,1023323.1736111112,1.0133370025986875e+19,0.0010432665981424,1452839779145.9192,885927.0,489808,324946,1960703.01860312,1.0443039018574e+19,7284.6900634765625
2017-11-10,7173.72998046875,7312.0,6436.8701171875,6618.14013671875,5208249856,110351108678.32538,1045937.2388059702,1.0116605303472554e+19,0.0011273457960193,1364422081125.1477,856715.0,455920,298146,1970605.82711277,1.0107467229016e+19,6885.18505859375
2017-11-11,6618.60986328125,6873.14990234375,6204.22021484375,6357.60009765625,4908680192,106014683067.29485,1045212.6632653062,9.868472742060816e+18,0.0014598107851319,1364422081125.1477,672609.0,366293,233171,1754424.36102834,6.857210551434758e+18,6513.39501953125
2017-11-12,6295.4501953125,6625.0498046875,5519.009765625,5950.06982421875,8957349888,99223413244.20316,1048056.5423728812,9.108560728400191e+18,0.0026731142162759,1364422081125.1477,446955.0,227933,143807,1201826.6532878,4.877691413320036e+18,6097.3948974609375
2017-11-13,5938.25,6811.18994140625,5844.2900390625,6559.490234375,6263249920,109397472549.61446,1054664.0,8.956033349744714e+18,0.0027455827475069,1364422081125.1477,901647.0,477044,306547,3856182.67321187,7.975361239017197e+18,6288.3050537109375
2017-11-14,6561.47998046875,6764.97998046875,6461.75,6635.75,3197110016,110680221170.491,1017934.803030303,8.804370220570348e+18,0.002324800902607,1364422081125.1477,841850.0,429808,280698,3819307.0382225,9.2459004168841e+18,6605.989990234375
2017-11-15,6634.759765625,7342.25,6634.759765625,7315.5400390625,4200880128,122030523391.55986,1052197.03875969,8.6998201070656e+18,0.0020760244269843,1364422081125.1477,838231.0,428858,278858,2555595.26874904,9.2472934848732e+18,6981.827392578125
2017-11-16,7323.240234375,7967.3798828125,7176.580078125,7871.68994140625,5123809792,131323444022.41922,1032840.8,8.608993103646905e+18,0.0016687406257846,1364422081125.1477,933102.0,482396,328180,3838529.59856951,1.0236336834849e+19,7584.7225341796875
2017-11-17,7853.56982421875,8004.58984375,7561.08984375,7708.990234375,4651670016,128625249920.39336,1039190.6047904192,8.671586467113571e+18,0.0013891834209085,1364422081125.1477,967179.0,471796,328822,3648257.45612164,1.1249888872356e+19,7782.0599365234375
2017-11-18,7697.2099609375,7884.990234375,7463.43994140625,7790.14990234375,3667190016,129992519375.8789,1032437.2148148149,8.659154796806076e+18,0.0011758399355828,1364422081125.1477,857269.0,402666,264681,2698296.52471144,9.7877743994892e+18,7708.947509765625
2017-11-19,7766.02978515625,8101.91015625,7694.10009765625,8036.490234375,3149319936,134119109450.29295,1043571.213836478,1.002962736043745e+19,0.0009850134215102,1364422081125.1477,891550.0,386578,255925,2621739.28079319,1.0610146610005e+19,7899.632568359375
2017-11-20,8039.06982421875,8336.8603515625,7949.35986328125,8200.6396484375,3488450048,136875678875.39774,1018074.1856287426,1.0252710287553917e+19,0.0009794013686492,1364422081125.1477,939156.0,459448,309020,3029641.30616217,1.0725128329638e+19,8131.482421875
2017-11-21,8205.740234375,8348.66015625,7762.7099609375,8071.259765625,4277609984,134733607554.78516,1042983.4624277456,1.0706191119124607e+19,0.0008751122181292,1364422081125.1477,978861.0,520349,369735,2942825.96522917,1.2083318296671e+19,8097.092529296875
2017-11-22,8077.9501953125,8302.259765625,8075.47021484375,8253.5498046875,3633530112,137793785086.33838,1065407.4819277108,1.0944866443823722e+19,0.000791806749759,1364422081125.1477,923750.0,496569,345559,2643680.62121343,1.1401944052329e+19,8177.3074951171875
2017-11-23,8232.3798828125,8267.400390625,8038.77001953125,8038.77001953125,4225179904,134222998147.26562,1055861.510067114,1.0780280784578986e+19,0.0008027674525131,1364422081125.1477,897375.0,496808,332987,2555190.09310349,9.9350857701065e+18,8144.330078125
2017-11-24,8074.02001953125,8374.16015625,7940.93017578125,8253.6904296875,5058610176,137827279544.10913,1053413.0649350649,1.0884185430180596e+19,0.0007600125347638,1364422081125.1477,922406.0,461700,316708,2370824.03120742,1.0703603807436e+19,8160.7001953125
2017-11-25,8241.7099609375,8790.919921875,8191.14990234375,8790.919921875,4342060032,146815362812.5,1058369.4090909092,1.078902918189987e+19,0.0006359445341308,1347001430558.5703,930289.0,490444,340235,2469420.60658115,1.0284693888201e+19,8503.674926757812
2017-11-26,8789.0400390625,9522.9296875,8775.58984375,9330.5498046875,5475579904,155845572410.83984,1029603.4248366014,1.086207723430231e+19,0.0005716223705523,1347001430558.5703,898505.0,473354,316209,1645926.69445424,1.0256587326362e+19,9104.52734375
2017-11-27,9352.7197265625,9818.349609375,9352.7197265625,9818.349609375,5653320192,164012936594.57495,1059504.9259259258,1.0627374884775164e+19,0.0006242028042532,1347001430558.5703,1001646.0,551183,357186,1907170.0150893896,1.0792945817706e+19,9585.53466796875
