Date,Open,High,Low,Close,Adj Close,Volume,Transaction Count,Block Size,Difficulty,Hash Rate,Active Addresses
14/11/2018,49.57889938,50.29919815,41.9435997,43.6108017,43.6108017,604639000,27472,25598,8068443,233783767460950,69649
15/11/2018,43.72769928,44.24200058,40.77750015,43.94829941,43.94829941,588718000,25736,24199,8068443,226940003787510,67381
16/11/2018,43.96110153,43.96110153,42.08660126,42.45890045,42.45890045,411507000,24970,20975,8063420,222770218387410,64187
17/11/2018,42.48880005,42.48880005,41.66289902,41.92890167,41.92890167,330818000,23990,19854,8000574,233020477323080,62476
18/11/2018,42.08819962,42.97949982,42.00640106,42.32789993,42.32789993,352001000,22302,19761,8000574,223526382619220,60613
19/11/2018,42.33940125,42.33940125,35.9695015,36.64110184,36.64110184,571241000,26482,27030,8000574,215111688736200,68911
20/11/2018,36.57249832,37.91080093,31.40670013,33.0442009,33.0442009,619356000,29091,31231,7829750,194289921953400,79606
21/11/2018,33.06520081,34.67060089,31.89259911,34.67060089,34.67060089,504001000,25804,27396,7483935,195979582768640,70229
22/11/2018,34.69279861,34.8995018,32.19509888,32.19509888,32.19509888,468218000,23595,21170,7483935,205494572336410,62570
23/11/2018,32.02220154,33.02500153,31.13529968,32.15969849,32.15969849,462932000,24058,23202,7483935,199017544698640,63695
24/11/2018,32.25970078,33.14670181,28.76399994,29.21769905,29.21769905,396969000,22675,20777,7139610,183006790150870,56796
25/11/2018,29.22680092,31.91410065,27.0727005,30.89220047,30.89220047,573938000,24047,25013,6857057,187258240550620,68856
26/11/2018,30.86870003,32.11320114,28.38319969,29.4109993,29.4109993,528902000,23655,26466,6857057,175527878881600,68712
27/11/2018,29.4095993,31.3491993,28.8192997,31.06879997,31.06879997,486621000,22852,27897,6857057,163482385816680,70732
28/11/2018,31.11689949,35.97829819,30.97120094,34.62659836,34.62659836,573550000,25022,26513,6416128,159120126145610,69304
29/11/2018,34.71944046,35.53849411,33.22301865,33.7974472,33.7974472,476701013,24147,24447,6084339,162904074911960,65168
30/11/2018,33.79917526,34.25259018,31.43252182,32.06476212,32.06476212,431153649,26265,23671,6084339,167867671023810,68810
01/12/2018,32.13059616,35.15485001,31.50525665,34.34073639,34.34073639,428286157,22753,20077,6083713,181054610524680,67088
02/12/2018,34.26240921,35.13786316,33.43260956,33.71315002,33.71315002,407318732,20152,18768,6010106,180447700089750,61957
03/12/2018,33.81029129,33.81029129,30.4941597,31.07280159,31.07280159,431873524,21575,20724,6010106,181084812280720,65836
04/12/2018,31.00557709,32.14987946,30.39367676,31.1861248,31.1861248,398521610,21448,19441,6010106,183874955272930,63528
05/12/2018,31.21585083,31.38656807,29.27723312,29.29523849,29.29523849,392132740,22328,22081,6189797,179006534080740,64935
06/12/2018,29.24898529,30.40876389,26.91876984,26.94366074,26.94366074,451241301,23111,22958,6281823,174242459442250,62724
07/12/2018,26.90794563,26.90794563,22.99770546,25.27258492,25.27258492,519622321,27082,25806,6281823,173118805869410,72251
08/12/2018,25.12845612,26.62774086,23.62689972,24.86401749,24.86401749,504751040,23659,21923,6281823,165432403133820,63185
09/12/2018,24.80359459,26.91327095,24.80359459,25.94702339,25.94702339,471979152,21575,20159,5953120,159500173565070,60532
10/12/2018,25.91168594,26.12583351,24.50255203,24.61779976,24.61779976,423653343,22763,28000,5934682,160760292531820,66641
11/12/2018,24.60049057,24.95208549,23.51013565,23.80238342,23.80238342,386533569,22066,25212,5934682,160792519885940,65530
12/12/2018,23.79593658,25.25056458,23.71084023,24.49382973,24.49382973,367818943,22057,24378,5843438,152980642466760,69225
13/12/2018,24.53065681,24.65968323,23.60757256,23.66886139,23.66886139,328942983,22369,19482,5535754,163708162218130,69050
14/12/2018,23.64648056,23.75445938,22.82478142,23.46433067,23.46433067,318851820,23350,21001,5535754,169316892241630,62761
15/12/2018,23.46288109,24.11627388,23.3409481,23.78242493,23.78242493,291476162,22674,59985,5535754,150597718701100,70020
16/12/2018,23.78798866,26.72523308,23.77702522,25.59720993,25.59720993,424549776,21513,20794,5590874,158693951936130,60307
17/12/2018,25.68278122,30.40373802,25.68278122,29.26889038,29.26889038,613385969,24849,26876,5611299,146211828046780,71206
18/12/2018,29.2665062,30.1421566,28.2533741,30.1421566,30.1421566,492064386,24504,24324,5611299,150190357933990,59244
19/12/2018,30.32775116,31.76934052,29.44949913,29.68278694,29.68278694,505439992,26676,25977,5608115,151916534505429,67030
20/12/2018,29.60404205,33.25815582,29.41044807,32.81687164,32.81687164,796645103,25363,20757,5249539,157409713018110,67235
21/12/2018,32.7326355,34.28339767,30.29689407,30.79661751,30.79661751,546504526,25601,20613,5249539,174960955286060,68192
22/12/2018,30.8266201,31.85591125,30.33407402,31.85591125,31.85591125,419546205,22843,20308,5249539,172654043613410,64646
23/12/2018,31.99216652,34.1470108,31.80228233,33.45967484,33.45967484,554317219,23117,20826,5950699,185453599919370,65505
24/12/2018,33.47358322,36.55831528,33.19666672,33.19666672,33.19666672,535897387,23398,23984,5990622,177742250429660,69499
25/12/2018,33.40159607,33.40159607,30.45227432,31.13432884,31.13432884,508836253,19501,20438,5990622,168680181914480,58621
26/12/2018,31.0934639,32.20487595,29.74602509,30.98590088,30.98590088,464721770,21421,22727,5973522,162806082816550,67726
27/12/2018,30.96217346,31.36321831,28.13193321,28.29450798,28.29450798,442100051,23365,21733,5946783,167876578796500,64817
28/12/2018,28.30059814,33.35983658,28.30059814,32.51082993,32.51082993,486919645,24943,23554,5946783,166964921798530,66976
29/12/2018,32.5584259,33.33865356,31.52054024,31.56500244,31.56500244,390868406,24736,22312,5946783,170742903453770,64751
30/12/2018,31.42314148,32.37809753,31.16788292,31.97651672,31.97651672,405650440,23038,19986,5845438,172751845069770,64376
31/12/2018,31.97723389,32.00060272,30.1643219,30.46822357,30.46822357,367746437,20550,20425,5831070,172424215122590,62320
01/01/2019,30.4583931,32.09758377,30.26428032,31.97993088,31.97993088,379429124,17760,17641,5831070,168813733690410,56047
02/01/2019,32.02122879,33.79332352,31.76597404,33.43368149,33.43368149,414331918,23310,22511,5895852,170535399486470,66636
03/01/2019,33.35357285,33.42070389,31.59247971,32.02669907,32.02669907,345068249,23400,21952,5980879,174514975188300,64251
04/01/2019,32.01652527,33.02334976,31.43755722,32.40416718,32.40416718,391010579,23729,20392,5980879,178628742472310,62154
05/01/2019,32.34554672,36.14344025,32.34479523,34.93686676,34.93686676,640607603,24483,20559,5984654,178801887087360,62107
06/01/2019,34.84721756,39.95914078,34.78406143,39.29885483,39.29885483,809493170,24596,22448,6153086,179600501140800,60756
07/01/2019,39.27975082,39.64756012,37.61374283,37.80627441,37.80627441,586891613,22512,20765,6153086,174987027212010,60025
08/01/2019,37.91899109,40.95065689,37.91899109,39.47971725,39.47971725,643946959,23257,20445,6153086,172663473938080,62654
09/01/2019,39.44645309,40.27861404,38.90272522,38.98553467,38.98553467,504601883,23704,19021,6129171,174219556423000,57121
10/01/2019,38.98713684,39.52403259,33.03174973,33.86600876,33.86600876,701124437,24429,19371,6106168,179233015643420,59494
11/01/2019,33.68347549,34.09872818,32.0460434,32.32762909,32.32762909,628980637,24297,16765,6106168,190393342200910,58586
12/01/2019,32.45620728,32.93899536,32.03050613,32.38442612,32.38442612,491524393,23895,16858,6189992,194044197371980,54508
13/01/2019,32.39582443,33.13856506,30.12771225,30.33289719,30.33289719,564244096,21273,17345,6491636,192420096059850,54793
14/01/2019,30.37809753,32.73394775,30.31015205,32.35824203,32.35824203,593098938,21552,18690,6491636,185399092785622,55558
15/01/2019,32.38420486,32.70694733,31.07992744,31.50706863,31.50706863,527294088,23446,21525,6491636,173604411074330,56948
16/01/2019,31.4385891,32.2463913,31.26805878,31.82341766,31.82341766,539347966,22655,18296,6340808,172868159220833,57399
17/01/2019,31.85011292,31.94688606,30.67614746,31.88865089,31.88865089,609389197,23338,17362,6239968,186218845332010,55068
18/01/2019,31.91345024,31.94060326,30.95557022,31.3114872,31.3114872,566482194,25533,19235,6239968,185913371939980,58915
19/01/2019,31.48020935,33.11235809,31.36842728,32.55072403,32.55072403,585789957,24162,19546,6280852,186331287192400,59115
20/01/2019,32.49004364,33.35414505,30.93549728,31.17640686,31.17640686,584024741,21108,17789,6442642,185570758503410,56098
21/01/2019,31.18865585,31.38918495,30.95666695,31.21286964,31.21286964,531048792,22322,20912,6442642,176167192782850,64570
22/01/2019,31.21330452,32.01977158,30.32467461,31.68442535,31.68442535,589374367,20999,17450,6442642,186989697239150,55627
23/01/2019,31.66902351,32.38616562,31.5584259,32.00195694,32.00195694,613521888,19718,16481,6413776,186194423603800,47338
24/01/2019,32.04297256,33.0421257,31.42762756,32.77610779,32.77610779,614405338,20641,17573,6399667,191051883408480,53160
25/01/2019,32.82043457,33.20959473,32.27333832,32.98181152,32.98181152,661476020,23775,22361,6399667,184349927650590,65888
26/01/2019,32.96796036,33.95001221,32.86662674,33.15052414,33.15052414,694481467,22337,19109,6472418,196668935634530,56941
27/01/2019,33.08196259,33.3457489,32.08050156,32.59283447,32.59283447,678149673,20614,15252,6661829,207614772790840,54128
28/01/2019,32.51712418,32.71674728,30.52311134,31.1992588,31.1992588,812860294,22394,20112,6661829,199958708228060,59007
29/01/2019,31.2355442,31.45753479,30.43724823,31.09711075,31.09711075,707842400,22087,18029,6661829,199749141133580,60507
30/01/2019,31.06655884,32.08937454,30.86351776,31.93095398,31.93095398,694822148,22290,17518,6959855,209700425611860,55384
31/01/2019,31.89085579,32.43729782,31.39546013,31.6521759,31.6521759,654137406,22061,19271,6975207,190089187354710,55968
01/02/2019,31.71952248,33.44944382,31.12713623,32.82707977,32.82707977,825977656,24853,21664,6975207,196839070535900,64119
02/02/2019,32.81798172,34.55716705,32.72809219,34.3948288,34.3948288,829064166,22814,18122,6971825,206793228841850,55253
03/02/2019,34.43120956,34.56844711,33.11767578,33.43925476,33.43925476,820461891,21527,16968,6967339,209919668944520,58938
04/02/2019,33.46435928,34.42838669,33.46435928,34.10862732,34.10862732,740036504,22157,19306,6967339,203381152621940,57992
05/02/2019,34.0091629,34.3883934,33.77774048,34.2566452,34.2566452,708712284,22150,18553,6971393,202356409007930,54552
06/02/2019,34.3473053,34.3473053,32.5434761,32.93298721,32.93298721,748545366,21415,17732,7107087,205351089929890,55969
07/02/2019,32.90539551,33.59257889,32.87847137,33.22241974,33.22241974,652002936,21709,18009,7107087,211606810016920,58061
08/02/2019,33.23527145,43.90346909,33.00557327,43.46472168,43.46472168,1721691113,31023,27182,7107087,202861153057120,70166
09/02/2019,43.02186584,45.86474609,42.26860046,44.7902832,44.7902832,1509978243,29388,24276,7131336,204123352594410,66408
10/02/2019,44.76363373,47.09407043,42.90381622,46.82740784,46.82740784,1420578823,24705,21906,7150674,212580670602620,61779
11/02/2019,46.88183212,46.88183212,42.39734268,43.18254089,43.18254089,1229169302,24721,20493,7150674,212170331034110,65135
12/02/2019,43.16887283,44.14329147,42.54317856,43.92864227,43.92864227,1098569294,24061,20181,7179424,209738695985100,59960
13/02/2019,43.83333969,44.51005173,41.41680527,41.99764252,41.99764252,1087815590,24334,20018,7351235,217861939663370,63988
14/02/2019,41.87549591,42.55335617,41.26705551,41.64054871,41.64054871,997741394,23170,20045,7351235,214798088773890,60456
15/02/2019,41.64327621,43.67579269,41.61971664,42.69966888,42.69966888,1043820661,24256,21005,7351235,210796301706310,60855
16/02/2019,42.75976563,44.18357849,42.56769562,43.59476089,43.59476089,1017844635,23423,18997,7482529,225816243069620,59764
17/02/2019,43.39625931,44.64957428,42.91134262,43.92836761,43.92836761,1089205822,22042,18614,7537860,220978195525610,57467
18/02/2019,43.88195038,49.21957779,43.8420105,48.04317474,48.04317474,1462180271,26120,25200,7537860,226074597813880,69636
19/02/2019,48.13616943,49.18318176,47.26882935,47.86467743,47.86467743,1417050580,25854,21261,7589469,223042166173230,63168
20/02/2019,47.82089615,52.15839005,47.41093445,51.78596497,51.78596497,1582934318,25819,22557,7697980,224528731387420,65313
21/02/2019,51.83532333,51.83532333,48.6816597,49.15159988,49.15159988,1259734341,24425,21088,7697980,232460960404740,61801
22/02/2019,49.13293076,50.02767181,48.71738434,49.80573273,49.80573273,1213665948,25684,21790,7697980,219994684370390,63994
23/02/2019,49.67182159,51.88578415,48.66763687,51.68092728,51.68092728,1278039837,24851,18168,7857110,235914139570700,59069
24/02/2019,51.68029022,53.4158287,43.65616226,44.67859268,44.67859268,1618048131,24340,22210,7876320,238348818198980,62528
25/02/2019,44.57594681,47.19085693,44.57594681,46.2130661,46.2130661,1212141472,24141,22613,7876320,228482686866350,57358
26/02/2019,46.17646027,46.51733398,45.09392166,45.49113083,45.49113083,1060325373,22563,17568,8059156,243273836292070,55055
27/02/2019,45.49864197,46.13830185,44.41291428,45.58142471,45.58142471,1061879935,23361,18090,8248212,238196101600680,57839
28/02/2019,45.61649704,46.9200592,45.59764862,46.2372551,46.2372551,1119495712,23633,20059,8248212,230173844530460,57305
01/03/2019,46.2354126,48.9878006,46.1499176,47.48723984,47.48723984,1175425172,26147,21838,8248212,231699592790690,62789
02/03/2019,47.4812355,49.64073944,47.46395493,49.0153656,49.0153656,1227656624,23958,18930,8104821,238213076971450,57279
03/03/2019,49.02194595,49.38588333,48.09316254,48.3803215,48.3803215,1102677211,20828,15855,8100782,238260453180880,52764
04/03/2019,48.33495331,48.64930344,45.85337448,46.43203354,46.43203354,1243464082,23390,20134,8100782,243990983075720,64655
05/03/2019,46.52356339,54.02388382,46.14234161,53.13245773,53.13245773,2000300862,26240,20362,8408327,267969624384410,65003
06/03/2019,53.02022552,56.26727295,52.27675247,55.78427887,55.78427887,1998850452,26027,23186,8575667,254468082556640,65707
07/03/2019,55.83776855,58.99951935,55.07939148,57.18903351,57.18903351,2410843754,28190,59523,8575667,253411875803690,72097
08/03/2019,57.43550873,57.65002441,55.45344925,56.09954834,56.09954834,1977538387,27135,21087,8592648,241384789997070,62760
09/03/2019,56.00178146,59.28574371,56.00178146,58.08689117,58.08689117,2145350395,25435,20981,8649675,254487975641620,61993
10/03/2019,58.09852982,58.25138855,56.59122086,57.18186569,57.18186569,1778709344,20997,16816,8649675,246586511727120,53118
11/03/2019,57.18770218,57.84888077,54.82707214,55.42021561,55.42021561,1839260243,22841,22217,8649675,258303069889160,60406
12/03/2019,55.41301727,57.26314545,53.49565125,56.99705505,56.99705505,1666711996,23969,26595,8897698,266305386019470,59681
13/03/2019,57.07566452,57.21018982,55.43373489,55.93318558,55.93318558,1465625295,24089,23234,8955364,251706406199640,64042
14/03/2019,55.86001205,57.75611115,55.7851944,56.58418274,56.58418274,1610293200,23712,18291,8955364,260395422211510,55967
15/03/2019,56.54163742,59.38619232,56.54163742,58.98925781,58.98925781,1824454595,25489,20624,8943857,258417093584020,61685
16/03/2019,58.994133,62.09344864,58.994133,61.84475327,61.84475327,1997899601,24547,20152,8917884,252275617308840,60381
17/03/2019,61.88149261,61.98963928,60.78253937,61.24377823,61.24377823,1609232029,19831,14820,8917884,273386327067820,49518
18/03/2019,61.28428268,62.77064896,59.50242996,60.26480484,60.26480484,1971826811,23002,19251,8917884,288321661833920,57467
19/03/2019,60.22429657,60.94717407,59.75231934,60.61556625,60.61556625,1824124623,23393,21437,9436004,272655709079210,58868
20/03/2019,60.67791367,60.95704651,58.56939697,60.84654617,60.84654617,1990264182,24045,18879,9440722,263679828864580,56092
21/03/2019,60.86749268,61.0823288,58.73954391,59.37832642,59.37832642,1766689848,23630,18493,9440722,275952870170220,57789
22/03/2019,59.3026123,60.28457642,58.88769531,59.82400131,59.82400131,1660894830,25492,18262,9431142,280909116759510,58690
23/03/2019,59.79153061,61.70700455,59.50780869,61.34861374,61.34861374,2009701790,22830,17307,9421469,283649333223050,56520
24/03/2019,61.24291611,61.24728394,59.7132225,60.22387695,60.22387695,2041814465,18774,16096,9421469,284209951037510,50310
25/03/2019,60.30268097,60.92655182,58.99990845,59.49673843,59.49673843,2057863894,21547,18683,9482643,277553905061690,60526
26/03/2019,59.50830841,59.65300751,58.33493805,59.34352875,59.34352875,2020400713,21440,17888,9814640,298415780803420,54056
27/03/2019,59.40789795,62.28808212,59.32523727,62.25143051,62.25143051,2220590688,23499,18696,9814640,284466818090944,59336
28/03/2019,62.22245789,62.22245789,60.74556351,61.17048645,61.17048645,1818355774,23053,17054,9814640,298566918399320,55985
29/03/2019,61.16759491,61.53234482,60.25977707,61.30161285,61.30161285,1977436351,26197,18446,10258505,321359784635370,56659
30/03/2019,61.25409698,64.10900879,60.36506271,60.6219635,60.6219635,1698116593,26185,19736,10360376,315896164310590,60509
31/03/2019,60.63848114,60.85031891,60.2123642,60.7553978,60.7553978,1646531872,22671,17583,10360376,300882414558030,58159
01/04/2019,60.76983643,60.98517227,60.41389084,60.67799377,60.67799377,1712538382,25517,21232,10507121,311104849603230,63736
02/04/2019,60.70470428,77.41172791,60.53777695,76.19326019,76.19326019,4161362861,35034,31836,10686951,336990277330490,80687
03/04/2019,76.25630188,97.49525452,76.00964355,84.92193604,84.92193604,6206102119,39794,33446,10686951,334902141537640,87222
04/04/2019,85.17392731,89.33838654,81.56863403,84.98090363,84.98090363,4195622761,29731,25928,10792405,321210098376920,68514
05/04/2019,85.03794861,89.58201599,84.92327881,88.67786407,88.67786407,3512861847,26768,22979,11416444,335584809816020,66270
06/04/2019,88.7077713,96.7413559,86.31238556,92.57341766,92.57341766,3857950929,26033,20131,11416444,335044678818230,62455
07/04/2019,92.42137146,95.39466858,90.0854187,92.3123703,92.3123703,3314848880,24003,101238,11416444,337592499166530,60390
08/04/2019,92.32789612,93.82284546,87.06408691,89.49304199,89.49304199,3295695862,25967,206020,11768269,359437066342650,129560
09/04/2019,89.49773407,89.49773407,85.00721741,86.78696442,86.78696442,2742631078,23994,22982,11879496,332529956190610,60456
10/04/2019,86.77433014,90.35243225,86.74703979,88.37773895,88.37773895,2765900677,25088,90928,11879496,319679767609900,63236
11/04/2019,88.3935318,88.52174377,76.6567688,79.67799377,79.67799377,3461536000,26512,109987,11815095,335072941802740,92803
12/04/2019,79.63264465,80.26605988,76.44163513,78.96395874,78.96395874,2839796022,24482,19005,11499068,320501183042740,58943
13/04/2019,78.94670868,81.1027832,76.69335175,78.22130585,78.22130585,2379257754,21692,17569,11499068,324891234437540,54678
14/04/2019,78.20467377,82.93752289,76.97917175,82.93752289,82.93752289,2328308745,20060,16004,11499068,347546509218810,56631
15/04/2019,83.01489258,83.84815216,76.98197174,79.05470276,79.05470276,2742760721,24651,22106,11762357,371923344356800,62031
16/04/2019,79.03822327,81.83829498,78.02865601,81.34928131,81.34928131,2176907331,24108,19271,11856949,337925934496960,59795
17/04/2019,81.35240936,82.00177765,79.08088684,79.32746887,79.32746887,2060101784,23327,19727,11856949,333286148550110,58955
18/04/2019,79.39220428,83.20145416,79.30755615,82.07487488,82.07487488,2616912436,24440,19365,11843158,343686880087480,65113
19/04/2019,82.09881592,83.18848419,80.43392944,82.5692215,82.5692215,2608961075,24652,19936,11801334,341666194391480,61202
20/04/2019,82.55038452,82.89277649,80.2759552,81.51249695,81.51249695,2422737857,22281,17582,11801334,333431038264800,56529
21/04/2019,81.52201843,81.89050293,75.02021027,77.33155823,77.33155823,2957685726,19075,16323,11801334,345837372737840,50991
22/04/2019,77.29441071,77.8895874,75.69957733,76.94807434,76.94807434,2657300819,20933,19430,11814824,335390701805210,53982
23/04/2019,76.85350037,79.46178436,74.63941193,74.84502411,74.84502411,2920088568,25298,21411,11819729,329062996226740,65061
24/04/2019,74.75387573,75.23564911,71.35606384,73.3089447,73.3089447,3347048436,24747,21380,11819729,328115951949410,59070
25/04/2019,73.24531555,74.50772095,71.05500031,71.24811554,71.24811554,2754712046,24100,20104,11775221,318106670363020,58436
26/04/2019,71.36330414,74.51300812,70.19367218,73.11534882,73.11534882,3041612619,25563,20185,11268433,320477252305460,62175
27/04/2019,73.21337128,73.32863617,71.99333191,72.12090302,72.12090302,2059777054,21701,16649,11268433,322206579277420,57202
28/04/2019,72.12030792,72.48282623,69.08003235,69.72679901,69.72679901,2362638270,20013,17292,11268433,318882996048260,55047
29/04/2019,69.78425598,70.22922516,67.26605988,67.96038055,67.96038055,2532498296,21393,18511,11300704,333406253464246,59358
30/04/2019,67.95058441,74.66829681,67.95058441,74.28087616,74.28087616,3065300354,24301,21815,11320410,337688342243000,61445
01/05/2019,74.30335236,75.4206543,72.29801178,73.65776825,73.65776825,2871792311,21494,16353,11320410,344091100618290,55311
02/05/2019,73.68275452,74.52365875,73.09578705,73.7771759,73.7771759,2903392114,21775,17115,11534527,355978365757460,54409
03/05/2019,73.76445007,80.41926575,73.44260406,79.32653046,79.32653046,3850339792,23055,23163,12097383,331617526669820,57742
04/05/2019,79.30793762,82.01958466,75.79616547,78.06384277,78.06384277,3502670655,23225,20281,12097383,319371439683000,58535
05/05/2019,78.00423431,78.15052795,75.5378952,75.98436737,75.98436737,2650746461,19099,16201,12097383,343233694690660,51711
06/05/2019,76.02898407,76.39363861,72.32529449,74.98275757,74.98275757,2933488799,23011,17977,11792088,355843955626610,58021
07/05/2019,74.97994232,78.00873566,74.66644287,74.69300079,74.69300079,3088433048,24255,18698,11648549,344644648876390,57856
08/05/2019,74.64736938,75.31811523,73.10152435,74.62028503,74.62028503,2532851418,22658,18715,11648549,331194759562980,57145
09/05/2019,74.59397888,75.93289185,72.98983765,74.17713928,74.17713928,2436426305,24235,20147,11721687,349018543906360,59822
10/05/2019,74.18959045,78.72414398,73.03806305,77.16664886,77.16664886,3051537532,26856,21606,11919289,360902315462780,63464
11/05/2019,77.16275024,94.54438019,77.10923004,89.22225952,89.22225952,5491744173,29717,27925,11919289,341042669367320,68082
12/05/2019,89.53929901,93.17626953,83.82306671,84.56551361,84.56551361,5582599422,23711,19709,11919289,318630174556858,60162
13/05/2019,84.63257599,92.37200928,84.29974365,88.05823517,88.05823517,4658762984,26785,23858,11835438,348031592886220,61290
14/05/2019,88.05304718,93.37297821,87.65838623,91.6204071,91.6204071,4930071296,29204,25004,11806910,346129548508970,68424
15/05/2019,91.66155243,103.1400146,90.81726837,101.7445679,101.7445679,5168624436,34623,26487,11806910,347907094001410,78346
16/05/2019,101.573143,106.2056503,92.56511688,95.58558655,95.58558655,6442000276,35264,30158,11961216,371591874353776,82384
17/05/2019,95.63260651,97.25866699,84.93778229,88.99523163,88.99523163,5319840521,31251,25042,12235779,357158134496820,74845
18/05/2019,89.0100174,89.87495422,85.80051422,86.70018768,86.70018768,3317998478,25862,21071,12235779,345364398841240,62660
19/05/2019,86.67533112,96.54276276,86.12923431,95.32119751,95.32119751,4108852208,25430,19890,12235779,344023286191860,61032
20/05/2019,95.33937073,95.33937073,88.5692749,91.49367523,91.49367523,3566921483,27781,22367,12178776,353119401193760,67222
21/05/2019,91.57208252,92.44412994,89.58797455,91.50775146,91.50775146,3145769021,28630,23523,12167399,348027200875890,69055
22/05/2019,91.50510406,92.00270081,87.54514313,88.21057129,88.21057129,3398528443,27238,21837,12167399,353028545216630,64040
23/05/2019,88.19760895,89.73867035,85.2301178,89.17677307,89.17677307,3208807269,27372,24554,12135189,343184605770820,67947
24/05/2019,88.97394562,102.7499313,88.32444,99.9030304,99.9030304,5393657682,34386,30988,12068038,353796713286590,78028
25/05/2019,100.0455399,104.1055756,98.7228775,102.6723175,102.6723175,4507357465,27207,21668,12068038,353143051703430,65854
26/05/2019,102.700592,112.6732178,99.74384308,111.418602,111.418602,5168378349,24756,22166,12068038,368517319654840,59418
27/05/2019,111.4352951,120.6917114,111.1279526,118.0326004,118.0326004,6355361291,33199,31290,12512060,360886762082020,79192
28/05/2019,117.8918915,117.8918915,112.9912415,114.93116,114.93116,4171886802,29930,25034,12539144,358786113035390,71587
29/05/2019,114.9254456,117.8744431,110.4726715,115.0812302,115.0812302,4122926836,30469,22757,12539144,367008779860160,71442
30/05/2019,115.1405945,119.741745,105.2983322,108.795578,108.795578,4971290022,33827,33997,12590948,367546980734810,82875
31/05/2019,108.6962204,114.6280441,105.9138336,114.5369568,114.5369568,4207966341,30983,27948,12650522,373258894205350,75332
01/06/2019,114.4662552,115.6069107,111.6790237,112.6192703,112.6192703,3807158511,25787,21850,12650522,370637841091180,62896
02/06/2019,112.7101669,116.246994,111.9122162,114.7028351,114.7028351,3434073037,23444,24043,12669084,373981446115830,73715
03/06/2019,114.6687088,115.905777,106.4624481,107.4685745,107.4685745,3832352496,25653,25804,12991940,370570749722940,66727
04/06/2019,107.3729324,107.3729324,99.29431152,102.087822,102.087822,4316694183,27411,24510,12991940,360446474958120,70389
05/06/2019,102.1194992,104.8440018,101.2188416,103.8492889,103.8492889,3585162872,25434,22156,12991940,379926110932940,66683
06/06/2019,103.8068314,111.3343353,102.0881424,111.1072235,111.1072235,4142250662,28286,22285,12874280,373934741278250,70195
07/06/2019,110.9751511,120.6396942,109.5865707,117.3744125,117.3744125,5140908477,30004,24321,12760934,379875928870790,70556
08/06/2019,117.2780762,119.4982452,114.4554977,118.5520325,118.5520325,4689557936,29260,20631,12760934,394699669719300,67709
09/06/2019,118.5860596,119.1332092,112.5688171,115.1323013,115.1323013,4360301111,24802,19355,12949442,398701015650300,63273
10/06/2019,114.9955597,129.7088165,113.169899,129.0714417,129.0714417,5449266884,35155,32701,13575184,407755670002270,87834
11/06/2019,129.2641296,138.1487427,125.9625244,136.0297394,136.0297394,5441787587,36421,33724,13575184,366854026420850,80400
12/06/2019,136.0858307,142.7064056,132.2380066,135.6537476,135.6537476,5855623530,37723,33707,13575184,367537625459600,92584
13/06/2019,135.6821136,136.8860016,129.1358185,131.3517609,131.3517609,4947794845,35175,26307,13346118,386591269404780,81859
14/06/2019,131.3140106,133.1774445,126.8617859,133.0532684,133.0532684,4352005824,36290,25113,13214606,394347180005400,80807
15/06/2019,133.1798096,139.1862793,133.1439667,138.1270905,138.1270905,4329002013,33020,23915,13214606,388003743951010,78848
16/06/2019,138.1487885,138.7944794,134.5408325,137.1222534,137.1222534,4372645801,32452,24931,13316296,394315152021990,78558
17/06/2019,137.1299438,137.2773285,133.0503082,134.4380951,134.4380951,3230230843,33879,30125,13667659,397136930516880,83204
18/06/2019,134.4720917,135.9228363,129.7471466,135.1587372,135.1587372,3720828769,34261,28304,13667659,397882913631380,85473
19/06/2019,135.1526642,139.3406067,134.0305023,136.6031952,136.6031952,4383960510,35605,27456,13667659,413096159436490,81537
20/06/2019,136.6022797,137.0835876,132.6430664,135.4798431,135.4798431,3880682308,35705,28578,14030011,438262281500720,79619
21/06/2019,135.5085144,141.0734711,135.5085144,138.8837585,138.8837585,4378260963,41045,30831,14093558,445133724102870,89357
22/06/2019,139.0369568,146.4346771,138.4797363,141.9030457,141.9030457,5488615002,47926,36623,14093558,404553702746570,119614
23/06/2019,141.9451599,142.5601196,136.3215332,136.8821716,136.8821716,3998980168,33585,25856,14373000,423665802023000,82849
24/06/2019,136.9208679,138.6890106,132.832489,135.5327606,135.5327606,3907725105,38044,30653,14656218,445573859370370,99523
25/06/2019,135.5809479,138.1245575,130.8856964,136.4893951,136.4893951,4411092400,34798,29596,14656218,446198126749100,89982
26/06/2019,136.477005,138.3216095,128.9440918,131.2650909,131.2650909,5565887285,39187,38595,14761811,435689494360360,106676
27/06/2019,131.2230072,132.0428467,110.6658783,114.4047699,114.4047699,5588611122,35182,39301,15421767,457968669833240,108796
28/06/2019,114.4111099,122.0232773,113.4667435,120.1500931,120.1500931,4683311766,32184,26520,15421767,455340746401030,83022
29/06/2019,120.155098,135.7444916,116.2192459,133.6627808,133.6627808,5745785825,30851,26784,15421767,434629427105100,78544
30/06/2019,133.7246399,136.2596741,120.4409866,122.249115,122.249115,5525273220,26221,23973,15389982,418077142127460,70495
01/07/2019,122.1141357,126.0243683,114.2213516,122.5837173,122.5837173,5034162436,29452,27031,15372175,436768825503554,84023
