Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875,30695.46875,24115570085,19409962.5,599030262675.0,1683643.514925373,3.5724630709677785e+20,0.00010061814511624616,52350439455487.47,968398.0,480887,1146830669,395669,490746.180135,415181.95316425
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125,30548.6953125,12147822496,19410837.5,591506451137.5,1727741.8785714286,3.553781775460107e+20,0.0001042968712291172,52350439455487.47,975552.0,479749,1147310421,367288,490988.063998,335199.86088046
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875,30480.26171875,12703464114,19411743.75,593844064800.0,1882536.5862068965,3.624404814299704e+20,8.495045860137548e-05,52350439455487.47,922593.0,445120,1147755547,351002,491261.031803,395763.4543514
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375,30271.130859375,16493186997,19412662.5,591057335137.5,1742814.836734694,3.553464182986413e+20,7.589655024614037e-05,52350439455487.47,966538.0,449241,1148204801,387990,491517.225584,379600.62340212
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625,30688.1640625,16428827944,19413593.75,593279425000.0,1735801.9597315437,3.6029312216114266e+20,7.122963620722615e-05,52350439455487.47,977793.0,520621,1148725431,470790,491775.860076,478680.79654695
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375,30086.24609375,14571500779,19414368.75,590779241062.5,1687062.5564516129,3.5695485750441175e+20,7.998114643395427e-05,52350439455487.47,894411.0,442529,1149167968,372878,491985.055833,354983.15110304
2023-06-29,30086.1875,30796.25,30057.203125,30445.3515625,30445.3515625,13180860821,19415168.75,592337383393.75,1677453.1875,3.613711979656496e+20,9.230888853553823e-05,50646206431058.09,864587.0,443159,1149611133,389918,492199.769841,430240.08048372
2023-06-30,30441.353515625,31256.86328125,29600.275390625,30477.251953125,30477.251953125,26387306197,19416143.75,583824026418.75,1661071.0256410255,3.638050176162657e+20,7.629047522543996e-05,50646206431058.09,1006014.0,495489,1150106636,451007,492458.896921,529460.72581183
2023-07-01,30471.84765625,30641.2890625,30328.865234375,30590.078125,30590.078125,9086606733,19417006.25,593869136156.25,1645876.2101449275,3.617328357576038e+20,8.371747388194413e-05,50646206431058.09,958895.0,429144,1150535787,354544,492686.027838,466446.60770462
2023-07-02,30587.26953125,30766.140625,30264.01953125,30620.76953125,30620.76953125,10533418042,19417931.25,592149813468.75,1744601.0,3.625458755786969e+20,8.012867173406719e-05,50646206431058.09,936817.0,341161,1150876957,293247,492944.228786,271517.87301167
2023-07-03,30624.515625,31375.61328125,30586.513671875,31156.439453125,31156.439453125,15271884873,19418912.5,602918395300.0,1839432.8407643312,3.62760360923277e+20,7.388651335215639e-05,50646206431058.09,1002149.0,390888,1151267848,324779,493233.019742,361510.11820847
2023-07-04,31156.865234375,31325.197265625,30659.35546875,30777.58203125,30777.58203125,12810828427,19419775.0,601333332875.0,1699725.2028985508,3.600255619237818e+20,7.039347087265349e-05,50646206431058.09,953021.0,429421,1151697278,364211,493467.58182,400855.52832775
2023-07-05,30778.724609375,30877.330078125,30225.61328125,30514.166015625,30514.166015625,12481622280,19420756.25,588992695550.0,1709389.8089171974,3.7129217457848045e+20,4.488858725038689e-05,50646206431058.09,955726.0,447180,1152144474,482697,493735.95602,352142.63112194
2023-07-06,30507.150390625,31460.052734375,29892.2265625,29909.337890625,29909.337890625,21129219509,19421568.75,590862386081.25,1647862.523076923,3.6977563340753135e+20,5.155913254778086e-05,50646206431058.09,906286.0,449365,1152593848,369761,493950.178148,399398.22074084
2023-07-07,29907.998046875,30434.64453125,29777.28515625,30342.265625,30342.265625,13384770155,19422587.5,589456108037.5,1732486.4969325154,3.7015141911534895e+20,3.84990081847715e-05,50646206431058.09,1002491.0,537498,1153131351,522678,494232.573447,451873.22040272
2023-07-08,30346.921875,30374.4375,30080.16015625,30292.541015625,30292.541015625,7509378699,19423768.75,586772630168.75,1806287.634920635,3.923699894139118e+20,2.9213712871635284e-05,50646206431058.09,1046351.0,496100,1153627453,568770,494573.96181,312206.35689492
2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,30171.234375,7903327692,19424818.75,589718072431.25,1758094.2023809524,3.91257468000074e+20,2.305834440759681e-05,50646206431058.09,907204.0,526589,1154154052,584087,494869.321636,325573.84072329
2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,30414.470703125,14828209155,19425800.0,588582314200.0,1707739.1719745223,4.045963240356376e+20,2.5811291014103427e-05,50646206431058.09,919702.0,500760,1154654819,558375,495137.436686,369996.98762436
2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,30620.951171875,12151839152,19426756.25,594517021518.75,1721713.6405228758,4.0302272821450224e+20,3.485711619912835e-05,50646206431058.09,981301.0,499559,1155154385,488730,495400.858873,378258.79017712
2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,30391.646484375,14805659717,19427581.25,595241661918.75,1669090.5833333333,3.999475770822406e+20,4.396263599922293e-05,53911173001054.586,902975.0,482247,1155636639,422098,495621.17883,384038.34364276
2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,31476.048828125,23686079548,19428418.75,602514122275.0,1655124.5970149254,3.999651173158678e+20,4.128759519990357e-05,53911173001054.586,890497.0,475690,1156112333,431408,495842.965526,418675.37356405
2023-07-14,31474.720703125,31582.25390625,29966.38671875,30334.068359375,30334.068359375,20917902660,19429231.25,607281994873.125,1598071.9076923076,3.819311698376806e+20,5.819309858161205e-05,53911173001054.586,936930.0,491020,1156603364,411030,496050.714874,464951.59903724
2023-07-15,30331.783203125,30407.78125,30263.462890625,30295.806640625,30295.806640625,8011667756,19430050.0,589060825850.0,1626641.641221374,3.730771202959e+20,4.532896084948901e-05,53911173001054.586,908695.0,499742,1157103113,411259,496263.804929,286242.90744267
2023-07-16,30297.47265625,30437.560546875,30089.669921875,30249.1328125,30249.1328125,8516564470,19431000.0,590916141000.0,1718041.2105263155,3.704895197677608e+20,2.7359455372828628e-05,53911173001054.586,919378.0,551344,1157654463,583445,496524.947193,298624.33348909
2023-07-17,30249.626953125,30336.400390625,29685.783203125,30145.888671875,30145.888671875,13240156074,19431868.75,586278912056.25,1665778.5323741008,3.637509549181481e+20,3.256452481815004e-05,53911173001054.586,895405.0,493516,1158147984,480616,496756.490409,294278.74136835
2023-07-18,30147.0703125,30233.65625,29556.427734375,29856.5625,29856.5625,13138897269,19432887.5,581334829562.5,1705291.5337423312,3.711572502302672e+20,3.341750790847147e-05,53911173001054.586,1037737.0,558476,1158706467,576913,497034.452929,414358.34024458
2023-07-19,29862.046875,30184.181640625,29794.26953125,29913.923828125,29913.923828125,12128602812,19433831.25,582490224056.25,1735794.3509933774,3.840217513922156e+20,3.6087280085640365e-05,53911173001054.586,936862.0,506812,1159295451,504435,497296.557876,381955.33871571
2023-07-20,29915.25,30195.53125,29638.095703125,29792.015625,29792.015625,14655207121,19434637.5,579424282425.0,1662513.1782945737,3.814573009178696e+20,4.6088687411718574e-05,53911173001054.586,864025.0,472498,1159886890,423362,497511.022076,315285.89674819
2023-07-21,29805.111328125,30045.998046875,29733.8515625,29908.744140625,29908.744140625,10972789818,19435356.25,580359172981.25,1529165.347826087,3.7501511960486937e+20,7.330818248753964e-05,53911173001054.586,854392.0,410889,1160297782,317808,497686.876091,300337.12411769
2023-07-22,29908.697265625,29991.615234375,29664.12109375,29771.802734375,29771.802734375,7873300598,19436156.25,581315997281.25,1654931.3515625,3.736343614349666e+20,0.00010196912171933024,53911173001054.586,929798.0,398212,1160695997,310493,497898.707304,208908.41671417
2023-07-23,29790.111328125,30330.640625,29741.52734375,30084.5390625,30084.5390625,9220145050,19437125.0,581131163250.0,1713783.2838709678,3.791620195263255e+20,7.96612100265959e-05,53911173001054.586,919343.0,486779,1161182777,518501,498164.343713,160080.46476022
2023-07-24,30081.662109375,30093.39453125,28934.294921875,29176.916015625,29176.916015625,15395817395,19437987.5,565178924550.0,1688491.8333333333,3.739582244555602e+20,5.533580754230657e-05,53911173001054.586,858312.0,454828,1161637607,474099,498397.355586,246338.72971266
2023-07-25,29178.970703125,29353.16015625,29062.43359375,29227.390625,29227.390625,10266772793,19438937.5,567753047562.5,1725482.769736842,3.740601088350545e+20,3.5146682280058235e-05,53911173001054.586,964493.0,552652,1162190259,543337,498659.628967,248549.83190086
2023-07-26,29225.759765625,29675.552734375,29113.912109375,29354.97265625,29354.97265625,13497554655,19439812.5,569839223812.5,1681018.8214285714,3.66847702495451e+20,4.292027473070028e-05,52328312063443.84,960063.0,512996,1162703255,455719,498894.971602,301758.51737937
2023-07-27,29353.798828125,29560.966796875,29099.3515625,29210.689453125,29210.689453125,10770779217,19440650.0,570621958800.0,1613562.8134328355,3.652726582063698e+20,4.999453095467142e-05,52328312063443.84,934429.0,466726,1163169982,383577,499111.189019,296383.02360206
2023-07-28,29212.1640625,29521.513671875,29125.845703125,29319.24609375,29319.24609375,11218474952,19441568.75,571232173012.5,1677148.448979592,3.756761534797293e+20,4.4096704131625686e-05,52328312063443.84,944392.0,505360,1163675342,480271,499357.729841,388412.14283917
2023-07-29,29319.4453125,29396.84375,29264.166015625,29356.91796875,29356.91796875,6481775959,19442425.0,569507513100.0,1628701.5144927537,3.791991541967484e+20,4.145321962654595e-05,52328312063443.84,920382.0,511383,1164186725,445356,499582.49065,209953.93017885
2023-07-30,29357.09375,29443.169921875,29059.501953125,29275.30859375,29275.30859375,8678454527,19443281.25,571788015000.0,1649765.722627737,3.71887109001611e+20,3.3368713118134445e-05,52328312063443.84,872023.0,518471,1164705198,480114,499806.838389,141117.79966633
2023-07-31,29278.314453125,29489.873046875,29131.578125,29230.111328125,29230.111328125,11656781982,19444318.75,568765767756.25,1722341.0180722892,3.788265449471516e+20,2.9319857330229712e-05,52328312063443.84,966530.0,512642,1165217843,578679,500092.746998,220083.00302224
2023-08-01,29230.873046875,29675.732421875,28657.0234375,29675.732421875,29675.732421875,18272392391,19445187.5,561946473562.5,1680707.4316546763,3.716691263077147e+20,4.162132511280572e-05,52328312063443.84,951001.0,486580,1165704426,430386,500326.365331,282478.97466034
2023-08-02,29704.146484375,29987.998046875,28946.509765625,29151.958984375,29151.958984375,19212655598,19446106.25,569926481975.0,1588645.9455782312,3.738075981837127e+20,4.952385494511158e-05,52328312063443.84,996406.0,446737,1166151165,388060,500559.896285,262825.75438818
2023-08-03,29161.8125,29375.70703125,28959.48828125,29178.6796875,29178.6796875,12780357746,19447062.5,568457083937.5,1646586.3790849673,3.820775606302487e+20,4.810960623339469e-05,52328312063443.84,1038536.0,457173,1166608342,455803,500811.824001,299619.39743928
2023-08-04,29174.3828125,29302.078125,28885.3359375,29074.091796875,29074.091796875,12036639988,19447925.0,569104629275.0,1604847.3623188406,3.7677549943823886e+20,6.746307259021776e-05,52328312063443.84,977822.0,447760,1167055341,360572,501033.292937,234194.13307161
2023-08-05,29075.388671875,29102.46484375,28957.796875,29042.126953125,29042.126953125,6598366353,19448781.25,564325836750.0,1670008.489051095,3.775597720727571e+20,5.116101739435241e-05,52328312063443.84,930187.0,470155,1167526258,439338,501262.0841,205385.34011128
2023-08-06,29043.701171875,29160.822265625,28963.833984375,29041.85546875,29041.85546875,7269806994,19449706.25,563594138006.25,1683714.408163265,3.808187448608693e+20,3.2978360316743776e-05,52328312063443.84,911657.0,558517,1168089398,507287,501511.106552,158079.56636711
2023-08-07,29038.513671875,29244.28125,28724.140625,29180.578125,29180.578125,13618163710,19450712.5,560355576412.5,1748942.7142857143,3.809737210426478e+20,3.2492950449288486e-05,52328312063443.84,966239.0,500051,1168589450,562111,501792.686329,223498.56253856
2023-08-08,29180.01953125,30176.796875,29113.814453125,29765.4921875,29765.4921875,17570561357,19451537.5,574481708525.0,1578016.9772727273,3.7844401505962885e+20,8.334470710567757e-05,52328312063443.84,909659.0,396458,1168985908,332748,502000.98457,291049.41277075
2023-08-09,29766.6953125,30093.435546875,29376.80078125,29561.494140625,29561.494140625,18379521213,19452487.5,578828218050.0,1661974.3618421052,3.803330520084008e+20,6.014044820624705e-05,52391178981379.36,966754.0,493329,1169479237,484933,502253.604673,313281.37567872
2023-08-10,29563.97265625,29688.564453125,29354.447265625,29429.591796875,29429.591796875,11865344789,19453287.5,572879863587.5,1595541.2109375,3.714667609854036e+20,6.405665966732995e-05,52391178981379.36,879399.0,402547,1169881784,363844,502457.833948,388618.06605608
2023-08-11,29424.90234375,29517.7734375,29253.517578125,29397.71484375,29397.71484375,10195168197,19454262.5,570788061750.0,1604521.326923077,3.787058423328573e+20,5.292522973543693e-05,52391178981379.36,1045426.0,576115,1170457900,504341,502708.139275,281353.19204571
2023-08-12,29399.787109375,29465.11328125,29357.587890625,29415.96484375,29415.96484375,6194358008,19455281.25,572627293031.25,1565246.8588957055,3.870428815260179e+20,4.685971627556592e-05,52391178981379.36,917753.0,464776,1170922677,460623,502963.274513,234673.976148
2023-08-13,29416.59375,29441.43359375,29265.806640625,29282.9140625,29282.9140625,7329897180,19456106.25,571095086756.25,1677046.2575757576,3.783780210431309e+20,3.03521077641411e-05,52391178981379.36,853622.0,473026,1171395710,471604,503184.644619,137601.69962129
2023-08-14,29283.263671875,29660.25390625,29124.10546875,29408.443359375,29408.443359375,14013695304,19457106.25,575307717600.0,1755583.95,3.8103647723310285e+20,2.813291930443419e-05,52391178981379.36,940844.0,483067,1171878778,583985,503465.538051,207287.93435466
2023-08-15,29408.048828125,29439.12109375,29088.853515625,29170.34765625,29170.34765625,12640195779,19458218.75,569853394312.5,1682056.404494382,4.036001708525274e+20,2.823233132892172e-05,52391178981379.36,1072329.0,589316,1172468096,628946,503764.944091,282639.221076
2023-08-16,29169.07421875,29221.9765625,28701.779296875,28701.779296875,28701.779296875,14949271904,19459175.0,566514961775.0,1621352.2418300654,4.009538674782982e+20,3.855046906324375e-05,52391178981379.36,954847.0,444131,1172912230,474371,504013.010984,323897.49735346
2023-08-17,28699.802734375,28745.947265625,25409.111328125,26664.55078125,26664.55078125,31120851211,19460262.5,543369449525.0,1682397.0919540229,4.151808342635157e+20,3.1653345537044266e-05,52391178981379.36,1051045.0,537038,1173449268,596813,504305.748078,495638.80479314
2023-08-18,26636.078125,26808.1953125,25668.921875,26049.556640625,26049.556640625,24026236529,19461106.25,506319601306.25,1598988.037037037,4.10784414445745e+20,4.7958419482559546e-05,52391178981379.36,1005735.0,489959,1173939229,403602,504521.611463,391013.64741823
2023-08-19,26047.83203125,26249.44921875,25802.408203125,26096.205078125,26096.205078125,10631443812,19461943.75,507139330237.5,1658396.0746268656,4.024799596772633e+20,4.7721764526987805e-05,52391178981379.36,848319.0,433156,1174372387,430750,504743.836537,265095.27355579
2023-08-20,26096.861328125,26260.681640625,26004.314453125,26189.583984375,26189.583984375,9036580420,19463025.0,507381598725.0,1742316.2774566475,4.1018344082245406e+20,2.379048017517677e-05,52391178981379.36,1022230.0,547019,1174919406,685479,505045.257253,160703.62448955
2023-08-21,26188.69140625,26220.201171875,25846.087890625,26124.140625,26124.140625,13371557893,19464006.25,504545970012.5,1682466.5414012738,4.053194056529748e+20,2.6809979827282102e-05,52391178981379.36,921141.0,449456,1175368864,568094,505309.4045,202166.22367026
2023-08-22,26130.748046875,26135.5078125,25520.728515625,26031.65625,26031.65625,14503820706,19464868.75,504626722343.75,1628036.0652173914,3.976954287972953e+20,3.409986154461965e-05,52391178981379.36,890579.0,454342,1175823206,444692,505534.073477,295719.23840756
2023-08-23,26040.474609375,26786.8984375,25804.998046875,26431.640625,26431.640625,16985265785,19465881.25,508818669993.75,1747043.6975308645,3.9828137672515374e+20,4.8416289181693645e-05,55621444139429.57,986855.0,458428,1176281634,446031,505817.094556,310121.68745004
2023-08-24,26431.51953125,26554.91015625,25914.92578125,26162.373046875,26162.373046875,12871532023,19466725.0,506232183625.0,1608105.9777777777,3.925307553825102e+20,4.83217315240783e-05,55621444139429.57,900435.0,433479,1176715114,388005,506034.188863,287481.44920057
2023-08-25,26163.6796875,26248.103515625,25786.8125,26047.66796875,26047.66796875,12406045118,19467593.75,504658432781.25,1601732.8489208634,4.008936407917112e+20,4.0359179327097975e-05,55621444139429.57,914988.0,462999,1177178113,426065,506256.829729,242897.7543533
2023-08-26,26047.234375,26107.384765625,25983.87890625,26008.462890625,26008.462890625,6034817316,19468400.0,506976604400.0,1641692.682170543,3.982776358955605e+20,3.828715001064223e-05,55621444139429.57,859125.0,485253,1177663368,446335,506468.608085,235037.10156413
2023-08-27,26008.2421875,26165.373046875,25965.09765625,26089.693359375,26089.693359375,6913768611,19469168.75,508670971931.25,1669932.756097561,3.825622909591781e+20,3.31834574057936e-05,55621444139429.57,850841.0,487381,1178150750,438346,506674.009814,146926.01228633
2023-08-28,26089.615234375,26198.578125,25880.599609375,26106.150390625,26106.150390625,11002805166,19469875.0,508611544625.0,1647114.017699115,3.72131621354452e+20,4.007370311137364e-05,55621444139429.57,804939.0,433350,1178584101,358909,506860.133698,174110.43564862
2023-08-29,26102.486328125,28089.337890625,25912.62890625,27727.392578125,27727.392578125,29368391712,19470818.75,534746566150.0,1639635.4900662252,3.7232949787568085e+20,4.354259756591244e-05,55621444139429.57,1002496.0,506226,1179090329,464404,507107.718657,336556.85174232
2023-08-30,27726.083984375,27760.16015625,27069.20703125,27297.265625,27297.265625,16343655235,19471706.25,529844598768.75,1630498.5774647887,3.737580767362788e+20,4.6259718310825966e-05,55621444139429.57,950629.0,463777,1179554106,437042,507339.249455,313402.92308861
2023-08-31,27301.9296875,27456.078125,25752.9296875,25931.47265625,25931.47265625,20181001451,19472518.75,524200204750.0,1586047.9846153846,3.684888519004774e+20,5.878961967744211e-05,55621444139429.57,921622.0,449004,1180003113,411151,507545.435693,295111.6566757
2023-09-01,25934.021484375,26125.869140625,25362.609375,25800.724609375,25800.724609375,17202862221,19473431.25,502823468306.25,1745991.7054794522,3.736693406639109e+20,6.094334448160535e-05,55621444139429.57,964080.0,491677,1180494791,422786,507800.350482,299766.75064344
2023-09-02,25800.91015625,25970.28515625,25753.09375,25868.798828125,25868.798828125,10100387473,19474412.5,504328860512.5,1670797.3694267515,3.79019043615984e+20,5.061995866027648e-05,55621444139429.57,1018965.0,543401,1181038193,505567,508062.665669,230599.89965705
2023-09-03,25869.47265625,26087.1484375,25817.03125,25969.56640625,25969.56640625,8962524523,19475368.75,503847264931.25,1693708.7777777778,3.908444722263684e+20,3.558988157373121e-05,55621444139429.57,873072.0,495254,1181533447,577659,508321.803112,147009.35967011
2023-09-04,25968.169921875,26081.525390625,25657.025390625,25812.416015625,25812.416015625,10680635106,19476356.25,502373133112.5,1664434.4620253164,4.12172238121916e+20,3.493816293510157e-05,55621444139429.57,897392.0,508760,1182042209,616810,508584.783757,167873.41082787
2023-09-05,25814.95703125,25858.375,25589.98828125,25779.982421875,25779.982421875,11094740040,19477150.0,501419749600.0,1546167.6456692913,3.995425575414092e+20,4.588784019559267e-05,55621444139429.57,897182.0,522500,1182564709,492452,508781.147048,184730.92961944
2023-09-06,25783.931640625,25953.015625,25404.359375,25753.236328125,25753.236328125,12752705327,19478037.5,498715672150.0,1544746.11971831,3.993518274215224e+20,5.772620183176064e-05,54150142369480.0,1015088.0,579080,1183143790,526488,509000.500997,290435.71050432
2023-09-07,25748.3125,26409.302734375,25608.201171875,26240.1953125,26240.1953125,11088307100,19478862.5,502048202075.0,1610474.371212121,3.97298390321496e+20,6.680321288741906e-05,54150142369480.0,942357.0,530934,1183674726,453869,509213.083614,261066.45627673
2023-09-08,26245.208984375,26414.005859375,25677.48046875,25905.654296875,25905.654296875,10817356400,19479725.0,503258695375.0,1673660.768115942,3.9369875383238256e+20,6.420195309071337e-05,54150142369480.0,944812.0,464639,1184139366,483060,509444.0488,238809.19664884
2023-09-09,25905.42578125,25921.9765625,25810.494140625,25895.677734375,25895.677734375,5481314132,19480562.5,504546568750.0,1609834.992481203,3.831817725475695e+20,7.971207729284211e-05,54150142369480.0,1040717.0,593923,1184738525,445397,509659.665396,178968.12120782002
2023-09-10,25895.2109375,25978.130859375,25640.26171875,25832.2265625,25832.2265625,7899553047,19481556.25,502059186118.75,1704685.358490566,3.84186699065365e+20,4.61472830708444e-05,54150142369480.0,1094860.0,707259,1185445784,651964,509930.710368,140718.13038493
2023-09-11,25831.71484375,25883.947265625,24930.296875,25162.654296875,25162.654296875,14600006467,19482468.75,489288564928.125,1582594.9726027397,3.785767220568044e+20,0.00010235011643182925,54150142369480.0,967003.0,543140,1185988929,471177,510161.769234,206023.23406994
2023-09-12,25160.658203125,26451.939453125,25133.078125,25833.34375,25833.34375,18657279324,19483481.25,510272373937.5,1597953.2222222222,3.894374847814828e+20,6.5882330902542e-05,54150142369480.0,1169336.0,595057,1186583988,508065,510420.637656,275926.45018127
2023-09-13,25837.5546875,26376.11328125,25781.123046875,26228.32421875,26228.32421875,13072077070,19484293.75,513177328787.5,1615628.8307692308,3.857392173957365e+20,7.220551354686035e-05,54150142369480.0,973860.0,520844,1187104833,414967,510630.669404,234689.85369656
2023-09-14,26228.27734375,26774.623046875,26171.451171875,26539.673828125,26539.673828125,13811359124,19485300.0,519965230500.0,1686656.5838509316,3.962317528333508e+20,5.565079031028027e-05,54150142369480.0,1117406.0,625878,1187730712,567777,510902.221114,248794.54789139
2023-09-15,26533.818359375,26840.498046875,26240.701171875,26608.693359375,26608.693359375,11479735788,19486456.25,512864042043.75,1698410.5297297298,4.1620390129803415e+20,4.7931159974616615e-05,54150142369480.0,1227816.0,768191,1188498903,691791,511216.427062,257813.42637453
2023-09-16,26606.19921875,26754.76953125,26473.890625,26568.28125,26568.28125,7402031417,19487493.75,517081159162.5,1680289.1333333333,4.241588325610494e+20,4.504898606886687e-05,54150142369480.0,1093419.0,679665,1189183873,625003,511495.260517,201896.07757585
2023-09-17,26567.927734375,26617.998046875,26445.07421875,26534.1875,26534.1875,6774210670,19488468.75,517516287656.25,1727660.4294871795,4.2692719990758094e+20,4.380290861615528e-05,54150142369480.0,1037553.0,667200,1189851073,638417,511764.775544,128361.32684922
2023-09-18,26532.994140625,27414.734375,26415.515625,26754.28125,26754.28125,15615339655,19489431.25,531340364168.75,1731593.668831169,4.273412125587185e+20,6.0459727018997865e-05,54150142369480.0,1064233.0,684752,1190535826,645283,512031.440969,197082.98983258
2023-09-19,26760.8515625,27488.763671875,26681.60546875,27211.1171875,27211.1171875,13807690550,19490343.75,534216678946.875,1693565.0,4.280731912554644e+20,9.381058857862388e-05,57119871304635.31,1078380.0,531266,1191067096,522564,512278.701459,252073.65099443
2023-09-20,27210.228515625,27379.505859375,26864.08203125,27132.0078125,27132.0078125,13281116604,19491218.75,529952593959.375,1654771.7571428572,4.289501185283532e+20,9.124609007146548e-05,57119871304635.31,1025594.0,540529,1191607630,504999,512510.369505,233295.35368649
2023-09-21,27129.83984375,27152.939453125,26389.30078125,26567.6328125,26567.6328125,13371443708,19492043.75,518488363750.0,1632758.5151515151,4.182938734405991e+20,0.00010112192701068245,57119871304635.31,992715.0,516838,1192124468,453080,512725.893629,251678.9245696
2023-09-22,26564.056640625,26726.078125,26495.533203125,26579.568359375,26579.568359375,10578746709,19492912.5,519365262067.5,1674418.7338129496,4.0435819253864576e+20,9.322656239364662e-05,57119871304635.31,1055706.0,570139,1192694611,490699,512958.637833,230421.21776798
2023-09-23,26578.556640625,26634.185546875,26520.51953125,26579.390625,26579.390625,7404700301,19493837.5,518009743887.5,1637598.439189189,4.047290333846347e+20,9.595905049342785e-05,57119871304635.31,1061212.0,604990,1193299602,533614,513201.002402,192560.85536151
2023-09-24,26579.373046875,26716.05859375,26221.05078125,26256.826171875,26256.826171875,8192867686,19494818.75,518217120458.125,1673333.643312102,4.0728461236244906e+20,8.142237555921106e-05,57119871304635.31,1072849.0,572045,1193871648,555023,513463.715784,153969.434909
2023-09-25,26253.775390625,26421.5078125,26011.46875,26298.48046875,26298.48046875,11997833257,19495625.0,511643182500.0,1720777.953488372,3.9924857763833925e+20,0.0001187161414921266,57119871304635.31,972235.0,386231,1194257884,261640,513685.69614,245096.47133856
2023-09-26,26294.7578125,26389.884765625,26090.712890625,26217.25,26217.25,9985498161,19496562.5,509544610593.75,1728891.8333333333,4.0294069720509737e+20,9.593556443088492e-05,57119871304635.31,1128323.0,416105,1194673990,324495,513945.029915,296198.17279084
2023-09-27,26209.498046875,26817.841796875,26111.46484375,26352.716796875,26352.716796875,11718380997,19497506.25,511809539062.5,1691708.9735099338,4.091750896408363e+20,9.553819689001068e-05,57119871304635.31,998564.0,379300,1195053294,298329,514200.47797,260561.09881299
2023-09-28,26355.8125,27259.5,26327.322265625,27021.546875,27021.546875,14079002707,19498500.0,526009084650.0,1751734.7610062894,4.17601424658635e+20,7.670524405373286e-05,57119871304635.31,1083875.0,411288,1195464582,421567,514479.003797,278382.93799719
2023-09-29,27024.841796875,27225.9375,26721.763671875,26911.720703125,26911.720703125,10396435377,19499343.75,524288605078.125,1693142.3731343283,4.201378118213825e+20,9.07716784120968e-05,57119871304635.31,963480.0,424001,1195889023,303948,514707.702395,262659.74254885
2023-09-30,26911.689453125,27091.794921875,26888.96875,26967.916015625,26967.916015625,5331172801,19500225.0,526523625202.5,1730890.95035461,4.161145433935076e+20,8.560276162939199e-05,57119871304635.31,1033863.0,408867,1196297893,293631,514951.758019,254914.55565109
2023-10-01,26967.396484375,28047.23828125,26965.09375,27983.75,27983.75,9503917434,19501087.5,529181510400.0,1727971.920289855,4.053089242949975e+20,6.525884008318049e-05,57119871304635.31,909504.0,404425,1196702321,301513,515190.218144,191248.21078628
2023-10-02,27976.798828125,28494.458984375,27347.787109375,27530.78515625,27530.78515625,19793041322,19502037.5,546881986186.25,1805711.4671052631,4.1396286210270665e+20,6.448515336688575e-05,57119871304635.31,968017.0,418434,1197120759,350695,515464.686287,281446.70890559
2023-10-03,27508.251953125,27667.19140625,27216.001953125,27429.978515625,27429.978515625,11407814187,19503043.75,533334134996.25,1850967.99378882,4.234866024236152e+20,8.680898118107196e-05,57321508229258.04,966014.0,431099,1197551863,313461,515762.692134,316245.76853314
2023-10-04,27429.07421875,27826.658203125,27248.10546875,27799.39453125,27799.39453125,11143355314,19503906.25,534422634375.0,1820941.0217391304,4.173656533645575e+20,0.00010212529590448736,57321508229258.04,995654.0,391738,1197942273,283774,516013.981995,265240.76195322
2023-10-05,27798.646484375,28091.861328125,27375.6015625,27415.912109375,27415.912109375,11877253670,19504787.5,537635814086.25,1513589.0425531915,4.091811256533121e+20,8.973392895760373e-05,57321508229258.04,922775.0,428099,1198373462,309815,516227.39805,313494.49395094
2023-10-06,27412.123046875,28252.537109375,27215.552734375,27946.59765625,27946.59765625,13492391599,19505775.0,545071327177.5,1448263.9683544305,4.203040237936707e+20,0.00012774733052266143,57321508229258.04,920666.0,436532,1198809997,307637,516456.223757,278797.5550614
2023-10-07,27946.78125,28028.091796875,27870.423828125,27968.83984375,27968.83984375,6553044316,19506781.25,545325724590.625,1498972.1552795032,4.294310958253674e+20,0.0001760604742600225,57321508229258.04,873588.0,403545,1199213543,266900,516697.558274,256937.99791534
2023-10-08,27971.677734375,28102.169921875,27740.662109375,27935.08984375,27935.08984375,7916875290,19507743.75,544500143550.0,1845892.7662337665,4.365394656141281e+20,7.150110884345224e-05,57321508229258.04,792246.0,363276,1199576821,239601,516981.82576,157486.23902158
