Date,Open,High,Low,Close,Adj Close,Volume,Transactions,Block Size,Difficulty,Hashrate,Active Addressses
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,9194.849609375,5991139840,195982.0,800702.0,3290605988755.0,2.7155548584831e+19,640393.0
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,8269.8095703125,6438230016,190898.0,642697.0,3290605988755.0,2.4377753205787e+19,467570.0
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,8300.8603515625,6834429952,206042.0,660821.0,3290605988755.0,2.3242251614664e+19,494451.0
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,8338.349609375,5289379840,186823.0,584100.0,3290605988755.0,2.4407095156169e+19,489203.0
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,7916.8798828125,4426149888,154347.0,433442.0,3290605988755.0,2.5683187208089e+19,367021.0
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,8223.6796875,6639190016,164250.0,600309.0,3381698122496.0,2.4692394313741e+19,438266.0
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,8630.650390625,6729110016,191373.0,564826.0,3462542391192.0,2.7006132854272e+19,483206.0
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,8913.4697265625,6361789952,195041.0,672613.0,3462542391192.0,2.4112729475393e+19,453198.0
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,8929.2802734375,6043129856,194694.0,575457.0,3462542391192.0,2.4535650153278e+19,466555.0
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,8728.4697265625,5530390016,185044.0,685224.0,3462542391192.0,2.4927533693728e+19,472231.0
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,8879.6201171875,5954120192,179685.0,684516.0,3462542391192.0,2.2730425912518e+19,501861.0
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,8668.1201171875,5664600064,156931.0,483981.0,3462542391192.0,2.6314085296376e+19,410341.0
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,8495.7802734375,4569880064,135139.0,468670.0,3462542391192.0,2.4859563754133e+19,347133.0
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,8209.400390625,5921039872,187700.0,603813.0,3462542391192.0,2.4948705793397e+19,474697.0
