Time,Number of new addresses added per day on BTC,Price
2011-09-26,12531,4.86916
2011-09-27,12861,4.709366666666667
2011-09-28,7389,4.7093475
2011-09-29,6853,4.7846224999999984
2011-09-30,6949,5.149056666666667
2011-10-01,6720,5.0181025
2011-10-02,6037,5.02701
2011-10-03,6905,5.02401
2011-10-04,6963,4.96
2011-10-05,7563,4.879936666666667
2011-10-06,7252,4.734425
2011-10-07,7175,4.2728
2011-10-08,6268,4.00587
2011-10-09,6729,4.10288
2011-10-10,6986,4.086946666666667
2011-10-11,7077,3.9591533333333335
2011-10-12,8240,4.15
2011-10-13,5722,4.04615
2011-10-14,7034,3.98794
2011-10-15,7471,3.848035
2011-10-16,5714,3.5723744444444443
2011-10-17,6918,2.5544640000000003
2011-10-18,6777,2.409323333333333
2011-10-19,5947,2.2622557142857147
2011-10-20,5490,2.348005
2011-10-21,6169,2.562545
2011-10-22,5828,3.138733333333333
2011-10-23,7088,3.16469030083056
2011-10-24,6975,2.538475833333333
2011-10-25,6561,2.773611666666667
2011-10-26,6538,2.7730099999999998
2011-10-27,6221,3.0401142105263164
2011-10-28,6311,3.185198
2011-10-29,7140,3.56826
2011-10-30,5750,3.2624975
2011-10-31,5985,3.243748333333333
2011-11-01,6941,3.1637619999999997
2011-11-02,7408,3.253693333333333
2011-11-03,7021,3.1555
2011-11-04,7676,3.05545
2011-11-05,7959,2.972505
2011-11-06,6012,2.959772
2011-11-07,6321,3.0061166666666668
2011-11-08,7096,3.0456833333333333
2011-11-09,8076,2.9482128571428565
2011-11-10,7612,2.8477188461538465
2011-11-11,6621,3.0735269230769235
2011-11-12,6472,3.03099
2011-11-13,5899,2.99599
2011-11-14,7165,2.1422394871794865
2011-11-15,7381,2.324486197288458
2011-11-16,7050,2.567874444444445
2011-11-17,6765,2.25
2011-11-18,5959,2.0510271428571434
2011-11-19,5238,2.1994325
2011-11-20,4357,2.1998700000000007
2011-11-21,4999,2.28936
2011-11-22,5054,2.326955
2011-11-23,5293,2.332055
2011-11-24,4864,2.427627826086956
2011-11-25,5265,2.493312857142857
2011-11-26,4824,2.47003
2011-11-27,4632,2.4769754545454545
2011-11-28,6214,2.5472952941176468
2011-11-29,7254,2.750195
2011-11-30,7236,2.9443099999999998
2011-12-01,7308,3.068399583333333
2011-12-02,6696,3.1109315384615384
2011-12-03,5836,2.7837090243902427
2011-12-04,5493,2.8280966666666667
2011-12-05,6155,2.85107
2011-12-06,7102,3.0335100000000006
2011-12-07,7246,2.9737285714285715
2011-12-08,5359,2.988714000000001
2011-12-09,5445,2.962285
2011-12-10,5771,3.05437625
2011-12-11,4769,3.25089125
2011-12-12,4437,3.1458730000000004
2011-12-13,5273,3.2499
2011-12-14,5821,3.147667777777777
2011-12-15,4718,3.201991666666667
2011-12-16,4944,3.206595
2011-12-17,4313,3.2000233333333328
2011-12-18,4249,3.192505
2011-12-19,4918,3.5238750000000003
2011-12-20,6472,3.981072424242424
2011-12-21,5540,3.8821
2011-12-22,5275,3.908236249999999
2011-12-23,5610,3.94678
2011-12-24,4315,3.94
2011-12-25,4556,4.225
2011-12-26,5316,4.011599411764705
2011-12-27,5983,4.107745
2011-12-28,4565,4.183901479291041
2011-12-29,4868,4.166566666666666
2011-12-30,4336,4.2478428571428575
2011-12-31,4708,4.721629090909091
2012-01-01,3869,5.27839909090909
2012-01-02,5622,5.21678
2012-01-03,5118,4.883427777777778
2012-01-04,5200,5.58749
2012-01-05,6674,6.982924814814817
2012-01-06,6909,6.696863333333334
2012-01-07,5503,6.811656666666668
2012-01-08,5958,7.13009076923077
2012-01-09,5923,6.3162949999999976
2012-01-10,6287,6.449687599999999
2012-01-11,7112,6.899966666666668
2012-01-12,6479,6.797846666666668
2012-01-13,6393,6.413502074303406
2012-01-14,6499,6.750014999999999
2012-01-15,6328,7.0275609090909095
2012-01-16,6106,6.648461904761903
2012-01-17,6368,5.56730760869565
2012-01-18,7045,5.9170500000000015
2012-01-19,5901,6.3543171428571465
2012-01-20,6497,6.37286
2012-01-21,6113,6.165864
2012-01-22,4737,6.3065940000000005
2012-01-23,5206,6.343111578947367
2012-01-24,6150,6.2675833333333335
2012-01-25,7682,5.795209444444442
2012-01-26,6273,5.335037058823528
2012-01-27,6356,5.288307142857144
2012-01-28,5450,5.630534444444443
2012-01-29,5862,5.38777
2012-01-30,5364,5.490466666666666
2012-01-31,6359,5.4956314285714285
2012-02-01,6558,6.07439125
2012-02-02,6549,6.100066666666666
2012-02-03,6809,5.95465
2012-02-04,7674,5.872845
2012-02-05,6585,5.684396666666667
2012-02-06,6170,5.48982
2012-02-07,6358,5.633037777777778
2012-02-08,6341,5.59998
2012-02-09,6559,5.839615431034474
2012-02-10,7938,5.9169264
2012-02-11,7374,5.6005
2012-02-12,6442,5.51468
2012-02-13,7166,5.2851921875
2012-02-14,9160,4.433381818181816
2012-02-15,8762,4.271745454545455
2012-02-16,9455,4.26945
2012-02-17,7014,4.39621
2012-02-18,6647,4.2372890909090914
2012-02-19,6082,4.3784025
2012-02-20,5899,4.3729900000000015
2012-02-21,6275,4.3025400000000005
2012-02-22,7201,4.446645833333334
2012-02-23,7234,5.019525199999999
2012-02-24,7711,5.02920125
2012-02-25,6329,4.7802454545454545
2012-02-26,5443,4.9259825
2012-02-27,5751,4.959988
2012-02-28,6422,4.862755
2012-02-29,7012,4.860007083333335
2012-03-01,6690,4.92133
2012-03-02,7507,4.71674142857143
2012-03-03,5787,4.617961428571427
2012-03-04,6302,4.825593333333333
2012-03-05,7429,4.978101428571429
2012-03-06,6861,4.9941958333333325
2012-03-07,6572,4.922407499999999
2012-03-08,6856,4.93016
2012-03-09,6531,4.862108
2012-03-10,5911,4.46
2012-03-11,4943,4.882311538461538
2012-03-12,5305,4.903366666666667
2012-03-13,6839,5.274977999999999
2012-03-14,7519,5.386665000000002
2012-03-15,6805,5.197815
2012-03-16,6776,5.34374
2012-03-17,7812,5.180602500000001
2012-03-18,6071,5.279683333333334
2012-03-19,6188,4.6945440000000005
2012-03-20,6990,4.8374558333333315
2012-03-21,6935,4.80403
2012-03-22,6689,4.7301400000000005
2012-03-23,6237,4.675243333333333
2012-03-24,6165,4.6669599999999996
2012-03-25,6054,4.5500099999999986
2012-03-26,6238,4.621338333333333
2012-03-27,6738,4.810291537920626
2012-03-28,6717,4.8102475
2012-03-29,7556,4.756541363636363
2012-03-30,7077,4.8591425
2012-03-31,6242,4.8943925
2012-04-01,5287,4.8207049999999985
2012-04-02,5406,4.980836000000001
2012-04-03,7956,4.952
2012-04-04,7638,4.920066666666667
2012-04-05,7478,4.919
2012-04-06,7084,4.9333922222222215
2012-04-07,6056,4.681678461538461
2012-04-08,6217,4.794499999999998
2012-04-09,5771,4.850681428571427
2012-04-10,8060,4.833646666666667
2012-04-11,8671,4.928101666666668
2012-04-12,8566,4.90060875
2012-04-13,7590,4.936494705882354
2012-04-14,8324,4.96381
2012-04-15,7383,4.968925833333332
2012-04-16,7644,4.94573
2012-04-17,8487,4.974027142857142
2012-04-18,8741,5.1133
2012-04-19,7867,5.1059575000000015
2012-04-20,8351,5.367622000000001
2012-04-21,8286,5.2347825
2012-04-22,6689,5.203516666666666
2012-04-23,7167,4.9993401395352315
2012-04-24,7400,5.09822
2012-04-25,8378,5.1318199999999985
2012-04-26,9150,5.0976550000000005
2012-04-27,7582,5.104490196078428
2012-04-28,7099,4.9793
2012-04-29,7356,4.88741
2012-04-30,8434,4.936656000000001
2012-05-01,8953,4.99750857142857
2012-05-02,8809,5.03139375
2012-05-03,10044,5.100782499999999
2012-05-04,10738,5.0675050000000015
2012-05-05,10367,5.0766175
2012-05-06,9593,5.04991
2012-05-07,11562,5.073795
2012-05-08,12472,5.04494
2012-05-09,13575,4.98185
2012-05-10,11210,4.863997236842108
2012-05-11,10817,4.953752
2012-05-12,15267,4.9461900000000005
2012-05-13,10522,4.92996
2012-05-14,19028,5.007936428571427
2012-05-15,14743,5.03501
2012-05-16,14936,5.052466666666667
2012-05-17,11369,5.0884583333333335
2012-05-18,14307,5.11801
2012-05-19,22222,5.1096499999999985
2012-05-20,19706,5.09002
2012-05-21,18580,5.089795
2012-05-22,16950,5.0830275
2012-05-23,17287,5.132372500000002
2012-05-24,17042,5.11904
2012-05-25,18824,5.135513333333333
2012-05-26,15131,5.103236666666667
2012-05-27,14232,5.1044800000000015
2012-05-28,18481,5.1358
2012-05-29,19674,5.14997
2012-05-30,18121,5.134995
2012-05-31,16309,5.191893846153846
2012-06-01,15630,5.257021428571427
2012-06-02,14032,5.24898
2012-06-03,15431,5.207307777777777
2012-06-04,25398,5.259519999999999
2012-06-05,28057,5.4058790494853435
2012-06-06,14774,5.461776666666666
2012-06-07,19223,5.591628
2012-06-08,17378,5.631736666666666
2012-06-09,17417,5.55997
2012-06-10,20430,5.46525
2012-06-11,20533,5.581583333333334
2012-06-12,13511,5.7100133333333325
2012-06-13,28716,5.920347499999999
2012-06-14,27744,5.964776315789472
2012-06-15,33559,6.532364516129032
2012-06-16,27279,6.43582
2012-06-17,22722,6.17805125
2012-06-18,25789,6.294876808510639
2012-06-19,22640,6.498756666666666
2012-06-20,19857,6.6717150000000025
2012-06-21,16297,6.6615142857142855
2012-06-22,16830,6.5253525
2012-06-23,16445,6.439432000000003
2012-06-24,14644,6.350021666666668
2012-06-25,18248,6.308441428571429
2012-06-26,22734,6.4195
2012-06-27,23573,6.622337272727273
2012-06-28,20996,6.605946666666667
2012-06-29,18023,6.6512055555555545
2012-06-30,20290,6.689967499999999
2012-07-01,18390,6.628989999999999
2012-07-02,22207,6.7600609090909085
2012-07-03,19053,6.449972
2012-07-04,18097,6.5101
2012-07-05,16289,6.658883333333333
2012-07-06,15963,6.6287400000000005
2012-07-07,19634,6.7784274999999985
2012-07-08,16703,6.79898
2012-07-09,17236,6.9465625
2012-07-10,23433,7.199859999999998
2012-07-11,21425,7.167266666666667
2012-07-12,20591,7.688739230769229
2012-07-13,17996,7.646275
2012-07-14,18282,7.544697999999999
2012-07-15,17834,7.621010000000001
2012-07-16,21046,8.478222222222222
2012-07-17,25822,8.747044166666667
2012-07-18,20320,9.087988571428571
2012-07-19,20849,8.858418333333333
2012-07-20,22334,8.538545
2012-07-21,24204,8.84553
2012-07-22,21260,8.433048
2012-07-23,28129,8.444405714285713
2012-07-24,21557,8.562244999999999
2012-07-25,19299,8.801195
2012-07-26,18351,8.890338181818182
2012-07-27,17114,8.9
2012-07-28,23751,8.853267500000001
2012-07-29,18540,8.709648888888887
2012-07-30,25415,9.085184444444444
2012-07-31,25801,9.321236874999997
2012-08-01,30274,9.504267500000001
2012-08-02,24061,10.573568846153846
2012-08-03,21470,10.8454475
2012-08-04,19980,10.904964000000005
2012-08-05,22657,10.844743333333335
2012-08-06,24238,10.841448
2012-08-07,24966,10.951328521408579
2012-08-08,26698,11.06151
2012-08-09,28002,11.127167857142858
2012-08-10,20209,11.362767142857145
2012-08-11,21856,11.51378333333333
2012-08-12,20712,11.62340818181818
2012-08-13,33741,12.02189375
2012-08-14,25908,12.185994
2012-08-15,26245,13.24609681818182
2012-08-16,36480,13.476283333333335
2012-08-17,37991,11.679850689655176
2012-08-18,34755,11.40391125
2012-08-19,26015,7.920336249999999
2012-08-20,25089,10.073154202864243
2012-08-21,29823,9.906821111111112
2012-08-22,31693,9.763395
2012-08-23,25800,10.0999925
2012-08-24,27839,10.613777777777775
2012-08-25,24725,10.555836666666666
2012-08-26,18370,10.556
2012-08-27,23151,10.928728333333332
2012-08-28,22359,10.868043333333333
2012-08-29,22669,10.866303333333335
2012-08-30,17463,10.772274000000001
2012-08-31,29024,10.12176
2012-09-01,31105,9.97696
2012-09-02,20376,10.206460000000002
2012-09-03,21317,10.528666666666666
2012-09-04,20839,10.36613
2012-09-05,24864,10.976521111111113
2012-09-06,28911,11.18497
2012-09-07,23277,11.003323333333334
2012-09-08,21692,11.038995
2012-09-09,24592,11.073326666666668
2012-09-10,20268,11.127033333333333
2012-09-11,25461,11.2258135
2012-09-12,21283,11.3389225
2012-09-13,17632,11.373003333333335
2012-09-14,21464,11.7316
2012-09-15,17829,11.682625
2012-09-16,17057,11.863090555555553
2012-09-17,16734,11.897081666666665
2012-09-18,20280,12.294733333333333
2012-09-19,24446,12.521989999999999
2012-09-20,30876,12.337124285714285
2012-09-21,19022,12.344472857142858
2012-09-22,14399,12.2159
2012-09-23,13282,12.0983275
2012-09-24,16837,12.09198
2012-09-25,21915,12.134418
2012-09-26,27632,12.33285857142857
2012-09-27,24232,12.317598333333335
2012-09-28,22909,12.28
2012-09-29,22133,12.363095
2012-09-30,17522,12.37475
2012-10-01,16517,12.047820654016881
2012-10-02,24881,12.693781666666665
2012-10-03,28262,12.9395
2012-10-04,23122,12.766666666666666
2012-10-05,27490,12.7
2012-10-06,25473,12.505
2012-10-07,21540,11.815475
2012-10-08,27714,11.754278333333332
2012-10-09,28709,11.883887142857144
2012-10-10,27955,12.094166666666665
2012-10-11,23358,12.03
2012-10-12,22156,11.923916666666674
2012-10-13,26073,11.865472857142858
2012-10-14,20710,11.728699230769232
2012-10-15,22410,11.801467777777773
2012-10-16,22975,11.81490142857143
2012-10-17,24050,11.923778333333333
2012-10-18,25005,11.916797777777774
2012-10-19,20972,11.765486629213502
2012-10-20,22061,11.70436789473684
2012-10-21,22399,11.660545
2012-10-22,19781,11.732331666666667
2012-10-23,22829,11.7110025
2012-10-24,21294,11.64999
2012-10-25,18361,10.754429
2012-10-26,21075,10.17753181818182
2012-10-27,14891,10.321827857142855
2012-10-28,13225,10.68099
2012-10-29,13132,10.59333
2012-10-30,17055,10.846225
2012-10-31,18340,11.038845714285717
2012-11-01,16106,10.588944699114066
2012-11-02,16553,10.415661304347829
2012-11-03,19034,10.6425
2012-11-04,14572,10.823336666666668
2012-11-05,17832,10.705152857142858
2012-11-06,17344,10.831798999999998
2012-11-07,23472,10.875523333333335
2012-11-08,20319,10.855767777777777
2012-11-09,18808,10.815263157894735
2012-11-10,16920,10.875083999999998
2012-11-11,13658,10.53394
2012-11-12,17701,10.9172
2012-11-13,16027,10.881670588235293
2012-11-14,20066,10.94934
2012-11-15,25631,11.120750384615386
2012-11-16,23570,11.744632
2012-11-17,29610,11.788836999999996
2012-11-18,25048,11.606691818181815
2012-11-19,23896,11.76062
2012-11-20,24674,11.66508
2012-11-21,25396,11.697982666666665
2012-11-22,23513,12.32543923076923
2012-11-23,18427,12.33623153846154
2012-11-24,17404,12.370765
2012-11-25,18933,12.50539
2012-11-26,18296,12.221585
2012-11-27,20707,12.187300000000002
2012-11-28,21618,12.296015833333335
2012-11-29,22111,12.45
2012-11-30,18160,12.55498
2012-12-01,20055,12.578930297707243
2012-12-02,12863,12.4360175
2012-12-03,13845,12.654310844398156
2012-12-04,18002,13.41
2012-12-05,23985,13.201336666666664
2012-12-06,21900,13.357560006819973
2012-12-07,20462,13.455864444444439
2012-12-08,21238,13.5414715
2012-12-09,21689,13.348245714285715
2012-12-10,17632,13.461103846153845
2012-12-11,19794,13.605317586206901
2012-12-12,21586,13.646908214285714
2012-12-13,24748,13.728511052631578
2012-12-14,25417,13.604542499999999
2012-12-15,19246,13.510539047619051
2012-12-16,19662,13.395528571428573
2012-12-17,22459,13.23335
2012-12-18,26650,13.25036589147287
2012-12-19,27307,13.530313333333332
2012-12-20,22141,13.555235
2012-12-21,24251,13.323996
2012-12-22,33149,13.402473333333335
2012-12-23,24371,13.335932000000001
2012-12-24,21663,13.1285
2012-12-25,16876,13.37277
2012-12-26,16530,13.456875000000002
2012-12-27,18073,13.342924545454547
2012-12-28,21128,13.420328571428572
2012-12-29,22155,13.34399
2012-12-30,26788,13.45713
2012-12-31,20817,13.512004999999998
2013-01-01,18579,13.220000000000002
2013-01-02,21732,13.034
2013-01-03,30258,13.190000000000001
2013-01-04,26051,13.174000000000001
2013-01-05,27941,13.15
2013-01-06,22374,13.15
2013-01-07,23320,13.2
2013-01-08,24771,13.5
2013-01-09,27113,13.580000000000002
2013-01-10,29382,14.000000000000004
2013-01-11,34399,14.0
2013-01-12,26595,13.89
2013-01-13,28611,13.64
2013-01-14,23938,14.046000000000001
2013-01-15,28182,14.214000000000002
2013-01-16,31775,14.530000000000001
2013-01-17,30936,15.34
2013-01-18,31214,15.566000000000003
2013-01-19,27922,15.38
2013-01-20,24721,15.5
2013-01-21,22683,16.588
2013-01-22,26150,17.35
2013-01-23,27395,17.5
2013-01-24,26982,17.29
2013-01-25,29694,17.49
2013-01-26,28187,17.411405772
2013-01-27,30528,17.6
2013-01-28,28482,18.67
2013-01-29,28884,19.35
2013-01-30,26448,19.45
2013-01-31,22736,20.46
2013-02-01,32468,20.363142521
2013-02-02,34378,19.821209783
2013-02-03,27788,20.296
2013-02-04,29439,20.3
2013-02-05,32762,20.512
2013-02-06,30595,20.91
2013-02-07,30351,21.71
2013-02-08,34582,22.400970678
2013-02-09,27399,23.133565506
2013-02-10,33011,23.660000000000004
2013-02-11,31090,23.94
2013-02-12,29176,25.466
2013-02-13,28388,25.089999999999996
2013-02-14,26613,27.4
2013-02-15,28437,27.0
2013-02-16,23817,27.5
2013-02-17,24856,26.98
2013-02-18,24475,26.920000000000005
2013-02-19,26701,29.389999999999997
2013-02-20,26680,30.031999999999993
2013-02-21,28669,30.0
2013-02-22,31194,30.4
2013-02-23,28231,29.54
2013-02-24,30311,29.78
2013-02-25,29167,30.43
2013-02-26,31095,31.1
2013-02-27,29437,31.393769999999996
2013-02-28,28152,33.49101492460001
2013-03-01,35559,34.552
2013-03-02,27401,34.16
2013-03-03,21085,34.33
2013-03-04,26993,36.548158722
2013-03-05,29513,40.949999999999996
2013-03-06,35141,42.4250868578
2013-03-07,33802,41.6804369272
2013-03-08,33027,43.76
2013-03-09,27230,46.0
2013-03-10,29503,45.29
2013-03-11,26907,48.25
2013-03-12,25812,44.84
2013-03-13,34163,46.99
2013-03-14,31700,46.95
2013-03-15,34739,47.056
2013-03-16,25979,46.735095501
2013-03-17,24566,47.08816512040001
2013-03-18,27719,50.4324924394
2013-03-19,34487,59.40999999999999
2013-03-20,30796,64.45797156040001
2013-03-21,33734,72.23
2013-03-22,38859,69.9
2013-03-23,32255,63.9
2013-03-24,39105,70.388
2013-03-25,33037,75.11
2013-03-26,34823,79.81
2013-03-27,36838,89.3
2013-03-28,40311,88.976531972
2013-03-29,47308,90.0
2013-03-30,40034,92.2521875764
2013-03-31,31095,96.1491459096
2013-04-01,33785,104.70599999999999
2013-04-02,45762,115.803181554
2013-04-03,53888,132.54567795
2013-04-04,55855,134.94032495599998
2013-04-05,56642,141.78941638999999
2013-04-06,44949,141.0
2013-04-07,36774,164.96912500000002
2013-04-08,56957,185.21723709000003
2013-04-09,56423,229.47235258199998
2013-04-10,67543,160.082621718
2013-04-11,70842,81.2033201272
2013-04-12,56242,108.311396838
2013-04-13,46491,92.8058935256
2013-04-14,35703,91.11
2013-04-15,40948,74.0
2013-04-16,50463,67.9798189258
2013-04-17,47308,89.88799999999999
2013-04-18,52193,109.05463468
2013-04-19,50492,117.86900352799998
2013-04-20,41022,126.363163676
2013-04-21,33265,117.612451752
2013-04-22,40180,123.944
2013-04-23,44036,137.034
2013-04-24,52442,149.4
2013-04-25,45383,141.892
2013-04-26,45803,137.32
2013-04-27,35682,128.749986266
2013-04-28,84489,135.288855642
2013-04-29,39520,143.29557655399998
2013-04-30,34428,139.584
2013-05-01,35676,116.75
2013-05-02,38118,106.435208518
2013-05-03,40079,97.959073549
2013-05-04,31438,112.830658892
2013-05-05,32115,116.829559784
2013-05-06,32800,112.5799
2013-05-07,40908,110.939616114
2013-05-08,40848,113.50619419
2013-05-09,42777,111.644
2013-05-10,44277,117.882657834
2013-05-11,41839,115.39099999999999
2013-05-12,36839,114.5
2013-05-13,34650,115.928315862
2013-05-14,39491,107.06204360199999
2013-05-15,43685,108.59263393400002
2013-05-16,40207,113.320324916
2013-05-17,37865,117.45716305199998
2013-05-18,34962,118.4838
2013-05-19,29848,116.38
2013-05-20,33075,117.599041804
2013-05-21,41056,117.348
2013-05-22,36533,119.07552183600001
2013-05-23,39360,123.83527744400001
2013-05-24,42217,128.66391794400002
2013-05-25,35930,128.88057261
2013-05-26,26704,130.002080756
2013-05-27,31403,126.247715494
2013-05-28,33606,125.8736908
2013-05-29,41390,130.25148722199998
2013-05-30,36956,126.96199999999999
2013-05-31,39144,127.88138951199998
2013-06-01,37244,128.737533108
2013-06-02,28862,122.34617757000001
2013-06-03,31404,123.15253922
2013-06-04,38292,120.321727896
2013-06-05,36510,121.19039534999999
2013-06-06,36028,118.81145690400001
2013-06-07,37967,110.31002074400001
2013-06-08,33213,109.12055701599999
2013-06-09,26221,99.6530898088
2013-06-10,29047,104.314550266
2013-06-11,32921,107.362
2013-06-12,31480,106.01216110199998
2013-06-13,32193,102.075927028
2013-06-14,38147,99.22391874860003
2013-06-15,38068,99.701081323
2013-06-16,23802,98.9963649952
2013-06-17,27477,100.0
2013-06-18,30998,104.21250556
2013-06-19,37340,105.2384867
2013-06-20,34159,102.995886484
2013-06-21,39018,101.578550412
2013-06-22,33445,100.0
2013-06-23,26047,100.41
2013-06-24,29765,99.1983071558
2013-06-25,32697,102.08999634
2013-06-26,33283,103.32933044
2013-06-27,32509,104.0
2013-06-28,35739,101.73677826
2013-06-29,34099,94.66000366
2013-06-30,25904,94.99900055
2013-07-01,29434,97.51000214
2013-07-02,37190,88.05000305
2013-07-03,33540,90.40502167
2013-07-04,34026,78.88999939
2013-07-05,30340,79.98999786
2013-07-06,31631,68.50502014
2013-07-07,22957,68.74900055
2013-07-08,29421,76.49999237
2013-07-09,36049,76.00003052
2013-07-10,35857,76.72000122
2013-07-11,40135,88.0
2013-07-12,49982,88.97901154
2013-07-13,43356,93.98993683
2013-07-14,24223,98.69999695
2013-07-15,27350,93.60500336
2013-07-16,35594,98.89028168
2013-07-17,37265,96.70999908
2013-07-18,36080,98.50000763
2013-07-19,31410,90.06889343
2013-07-20,31385,92.0
2013-07-21,26662,89.82138062
2013-07-22,28881,91.9980011
2013-07-23,35959,91.60001373
2013-07-24,35441,95.55850983
2013-07-25,33768,94.50501251
2013-07-26,39345,96.94999695
2013-07-27,29794,96.02014923
2013-07-28,23988,94.40000153
2013-07-29,34564,98.60001373
2013-07-30,36987,101.48899078
2013-07-31,51074,107.94998932
2013-08-01,55945,106.21260834
2013-08-02,74658,104.85566711
2013-08-03,38865,104.50102234
2013-08-04,33094,104.94999695
2013-08-05,38319,105.12000275
2013-08-06,43796,106.72000885
2013-08-07,45957,106.75
2013-08-08,43493,106.75
2013-08-09,41911,103.06999969
2013-08-10,39031,102.80000305
2013-08-11,30987,102.99999237
2013-08-12,49440,105.0
2013-08-13,59079,106.9899826
2013-08-14,44110,109.55500031
2013-08-15,47027,112.5620575
2013-08-16,52030,109.99497223
2013-08-17,43613,108.99437714
2013-08-18,29235,112.75
2013-08-19,46611,113.37999725
2013-08-20,47576,119.0
2013-08-21,50447,121.21005249
2013-08-22,51051,123.30001831
2013-08-23,48113,121.99992371
2013-08-24,37100,118.51003265
2013-08-25,34908,119.60254669
2013-08-26,39639,122.11102295
2013-08-27,48387,120.06999969
2013-08-28,53863,126.48000336
2013-08-29,48591,122.62000275
2013-08-30,53406,122.34999847
2013-08-31,65376,133.08999634
2013-09-01,33945,135.13999939
2013-09-02,31434,138.63000488
2013-09-03,35587,135.61000061
2013-09-04,39483,136.52999878
2013-09-05,44107,126.76000214
2013-09-06,38881,126.48999786
2013-09-07,40071,118.88999939
2013-09-08,29634,124.12999725
2013-09-09,30917,121.86000061
2013-09-10,40530,127.26999664
2013-09-11,39402,125.88999939
2013-09-12,45516,135.55000305
2013-09-13,40147,132.83000183
2013-09-14,32546,135.00999451
2013-09-15,27558,129.3999939
2013-09-16,33450,130.86000061
2013-09-17,41419,131.58999634
2013-09-18,43089,131.71000671
2013-09-19,43079,131.36999512
2013-09-20,42946,129.69999695
2013-09-21,38970,126.94999695
2013-09-22,33054,127.87000275
2013-09-23,37875,128.97999573
2013-09-24,44555,126.05000305
2013-09-25,41477,127.37999725
2013-09-26,41235,128.21000671
2013-09-27,42882,128.94000244
2013-09-28,37416,133.77000427
2013-09-29,33835,134.8999939
2013-09-30,36448,137.1499939
2013-10-01,46435,132.67999268
2013-10-02,48107,132.05000305
2013-10-03,50911,114.44999695
2013-10-04,43534,123.41000366
2013-10-05,34791,128.63000488
2013-10-06,31072,128.36000061
2013-10-07,35291,129.42999268
2013-10-08,39996,126.73999786
2013-10-09,45701,125.84999847
2013-10-10,45663,130.66999817
2013-10-11,45922,130.75
2013-10-12,38332,130.8999939
2013-10-13,39403,135.19000244
2013-10-14,47038,139.27000427
2013-10-15,45496,140.77000427
2013-10-16,50254,145.6499939
2013-10-17,44755,142.41000366
2013-10-18,46552,146.36999512
2013-10-19,48995,155.91000366
2013-10-20,45987,171.66000366
2013-10-21,43410,174.80000305
2013-10-22,58966,182.6499939
2013-10-23,55122,193.36000061
2013-10-24,60006,214.30000305
2013-10-25,56448,197.69000244
2013-10-26,45581,187.44999695
2013-10-27,34070,176.6000061
2013-10-28,39426,196.21000671
2013-10-29,45756,198.55000305
2013-10-30,51812,204.38999939
2013-10-31,48713,199.83000183
2013-11-01,47388,203.8999939
2013-11-02,45687,205.80999756
2013-11-03,39189,205.99000549
2013-11-04,46037,214.66000366
2013-11-05,60532,229.21000671
2013-11-06,69496,244.77999878
2013-11-07,70109,261.67999268
2013-11-08,77893,297.8500061
2013-11-09,73653,338.57998657
2013-11-10,64660,348.82000732
2013-11-11,52634,325.41000366
2013-11-12,59412,343.05999756
2013-11-13,64369,360.97000122
2013-11-14,75496,406.41000366
2013-11-15,66116,419.41000366
2013-11-16,62646,417.27999878
2013-11-17,54009,440.95999146
2013-11-18,81789,496.57998657
2013-11-19,125851,712.76000977
2013-11-20,99609,577.97998047
2013-11-21,85353,594.32000732
2013-11-22,91490,724.07000732
2013-11-23,97169,771.70001221
2013-11-24,68919,795.63000488
2013-11-25,73675,773.02001953
2013-11-26,97970,805.72998047
2013-11-27,111860,923.84997559
2013-11-28,128149,1003.38000488
2013-11-29,107445,1042.01000977
2013-11-30,108324,1129.36999512
2013-12-01,82741,1128.92004395
2013-12-02,93561,951.41998291
2013-12-03,102531,1046.40002441
2013-12-04,107396,1077.57995605
2013-12-05,116272,1152.72998047
2013-12-06,93339,1042.38000488
2013-12-07,102114,835.32000732
2013-12-08,60035,697.30999756
2013-12-09,75015,793.79998779
2013-12-10,83011,892.32000732
2013-12-11,85337,989.07000732
2013-12-12,73867,882.7800293
2013-12-13,75186,874.97998047
2013-12-14,77065,899.84997559
2013-12-15,63559,875.28997803
2013-12-16,82259,880.33001709
2013-12-17,90710,706.36999512
2013-12-18,98606,678.20001221
2013-12-19,84683,519.05999756
2013-12-20,83936,694.2199707
2013-12-21,71211,619.90002441
2013-12-22,62460,601.7800293
2013-12-23,60588,613.05999756
2013-12-24,87670,672.35998535
2013-12-25,83679,666.30999756
2013-12-26,56593,683.94000244
2013-12-27,72467,763.2800293
2013-12-28,57093,737.97998047
2013-12-29,57580,728.04998779
2013-12-30,70164,741.34997559
2013-12-31,66240,760.32000732
2014-01-01,48861,754.9699707
2014-01-02,57748,773.44000244
2014-01-03,78644,802.84997559
2014-01-04,64050,823.27001953
2014-01-05,63989,858.54998779
2014-01-06,85193,936.04998779
2014-01-07,75920,946.48999023
2014-01-08,83745,795.98999023
2014-01-09,67146,841.4699707
2014-01-10,68055,846.69000244
2014-01-11,66509,867.32000732
2014-01-12,57197,919.59997559
2014-01-13,59580,860.19000244
2014-01-14,70375,843.16998291
2014-01-15,69111,833.11999512
2014-01-16,63016,860.28997803
2014-01-17,60246,834.48999023
2014-01-18,55236,816.07000732
2014-01-19,54986,839.65997314
