Time,BTC full node data size,Price
2013-02-15,5677.142204,27.0
2013-02-16,5700.714174,27.5
2013-02-17,5724.64775,26.98
2013-02-18,5746.637135,26.920000000000005
2013-02-19,5771.464514,29.389999999999997
2013-02-20,5798.205157,30.031999999999993
2013-02-21,5826.285794,30.0
2013-02-22,5852.761323,30.4
2013-02-23,5879.598002,29.54
2013-02-24,5905.90236,29.78
2013-02-25,5935.715528,30.43
2013-02-26,5962.893361,31.1
2013-02-27,5992.575602,31.393769999999996
2013-02-28,6020.61648,33.49101492460001
2013-03-01,6051.247889,34.552
2013-03-02,6080.169536,34.16
2013-03-03,6102.882195,34.33
2013-03-04,6132.939219,36.548158722
2013-03-05,6159.107334,40.949999999999996
2013-03-06,6191.648309,42.4250868578
2013-03-07,6220.478766,41.6804369272
2013-03-08,6252.584931,43.76
2013-03-09,6273.366078,46.0
2013-03-10,6306.212916,45.29
2013-03-11,6338.535625,48.25
2013-03-12,6360.994493,44.84
2013-03-13,6387.045647,46.99
2013-03-14,6414.511489,46.95
2013-03-15,6444.255137,47.056
2013-03-16,6465.79159,46.735095501
2013-03-17,6482.932415,47.08816512040001
2013-03-18,6501.334097,50.4324924394
2013-03-19,6525.245371,59.40999999999999
2013-03-20,6545.345326,64.45797156040001
2013-03-21,6571.408617,72.23
2013-03-22,6600.423364,69.9
2013-03-23,6631.100579,63.9
2013-03-24,6654.964998,70.388
2013-03-25,6679.433638,75.11
2013-03-26,6703.453421,79.81
2013-03-27,6728.866534,89.3
2013-03-28,6756.72055,88.976531972
2013-03-29,6790.823614,90.0
2013-03-30,6819.208653,92.2521875764
2013-03-31,6849.640161,96.1491459096
2013-04-01,6875.784366,104.70599999999999
2013-04-02,6905.093875,115.803181554
2013-04-03,6939.052584,132.54567795
2013-04-04,6974.473125,134.94032495599998
2013-04-05,7003.068583,141.78941638999999
2013-04-06,7030.005809,141.0
2013-04-07,7061.852709,164.96912500000002
2013-04-08,7093.888711,185.21723709000003
2013-04-09,7123.210078,229.47235258199998
2013-04-10,7154.950662,160.082621718
2013-04-11,7190.547963,81.2033201272
2013-04-12,7221.614954,108.311396838
2013-04-13,7246.032072,92.8058935256
2013-04-14,7271.870112,91.11
2013-04-15,7297.938764,74.0
2013-04-16,7329.603722,67.9798189258
2013-04-17,7356.928499,89.88799999999999
2013-04-18,7382.517648,109.05463468
2013-04-19,7409.21039,117.86900352799998
2013-04-20,7433.865566,126.363163676
2013-04-21,7456.462412,117.612451752
2013-04-22,7478.81464,123.944
2013-04-23,7504.318703,137.034
2013-04-24,7537.681314,149.4
2013-04-25,7569.134094,141.892
2013-04-26,7597.770042,137.32
2013-04-27,7621.479158,128.749986266
2013-04-28,7642.168247,135.288855642
2013-04-29,7667.29651,143.29557655399998
2013-04-30,7695.395234,139.584
2013-05-01,7719.382773,116.75
2013-05-02,7745.47063,106.435208518
2013-05-03,7772.347101,97.959073549
2013-05-04,7796.981201,112.830658892
2013-05-05,7821.530932,116.829559784
2013-05-06,7847.882998,112.5799
2013-05-07,7876.824112,110.939616114
2013-05-08,7901.96809,113.50619419
2013-05-09,7932.988538,111.644
2013-05-10,7966.053743,117.882657834
2013-05-11,7999.721781,115.39099999999999
2013-05-12,8031.107637,114.5
2013-05-13,8060.84113,115.928315862
2013-05-14,8090.783343,107.06204360199999
2013-05-15,8121.505187,108.59263393400002
2013-05-16,8152.753515,113.320324916
2013-05-17,8180.895606,117.45716305199998
2013-05-18,8206.51974,118.4838
2013-05-19,8228.695863,116.38
2013-05-20,8251.492475,117.599041804
2013-05-21,8278.682855,117.348
2013-05-22,8304.491142,119.07552183600001
2013-05-23,8330.419581,123.83527744400001
2013-05-24,8357.656561,128.66391794400002
2013-05-25,8384.23631,128.88057261
2013-05-26,8405.273548,130.002080756
2013-05-27,8430.51601,126.247715494
2013-05-28,8456.504893,125.8736908
2013-05-29,8483.417753,130.25148722199998
2013-05-30,8510.533121,126.96199999999999
2013-05-31,8538.516029,127.88138951199998
2013-06-01,8563.968122,128.737533108
2013-06-02,8588.77319,122.34617757000001
2013-06-03,8613.997285,123.15253922
2013-06-04,8642.092178,120.321727896
2013-06-05,8669.499112,121.19039534999999
2013-06-06,8696.110657,118.81145690400001
2013-06-07,8722.137818,110.31002074400001
2013-06-08,8744.391292,109.12055701599999
2013-06-09,8766.617591,99.6530898088
2013-06-10,8786.657789,104.314550266
2013-06-11,8808.983187,107.362
2013-06-12,8831.005635,106.01216110199998
2013-06-13,8851.5242,102.075927028
2013-06-14,8873.160645,99.22391874860003
2013-06-15,8893.171863,99.701081323
2013-06-16,8911.341446,98.9963649952
2013-06-17,8931.320617,100.0
2013-06-18,8953.00843,104.21250556
2013-06-19,8973.812948,105.2384867
2013-06-20,8996.63851,102.995886484
2013-06-21,9022.00197,101.578550412
2013-06-22,9041.796055,100.0
2013-06-23,9060.687765,100.41
2013-06-24,9080.143998,99.1983071558
2013-06-25,9100.63885,102.08999634
2013-06-26,9121.212751,103.32933044
2013-06-27,9142.547199,104.0
2013-06-28,9164.94015,101.73677826
2013-06-29,9184.086678,94.66000366
2013-06-30,9199.7325,94.99900055
2013-07-01,9215.189687,97.51000214
2013-07-02,9234.501753,88.05000305
2013-07-03,9250.597743,90.40502167
2013-07-04,9265.804368,78.88999939
2013-07-05,9282.550618,79.98999786
2013-07-06,9299.431367,68.50502014
2013-07-07,9313.875838,68.74900055
2013-07-08,9330.586855,76.49999237
2013-07-09,9349.688963,76.00003052
2013-07-10,9367.246764,76.72000122
2013-07-11,9386.831329,88.0
2013-07-12,9409.596407,88.97901154
2013-07-13,9430.38405,93.98993683
2013-07-14,9446.869495,98.69999695
2013-07-15,9464.009104,93.60500336
2013-07-16,9482.002043,98.89028168
2013-07-17,9500.347682,96.70999908
2013-07-18,9518.291636,98.50000763
2013-07-19,9536.126636,90.06889343
2013-07-20,9551.982385,92.0
2013-07-21,9568.905202,89.82138062
2013-07-22,9585.544987,91.9980011
2013-07-23,9604.0649,91.60001373
2013-07-24,9621.716033,95.55850983
2013-07-25,9642.050549,94.50501251
2013-07-26,9661.955779,96.94999695
2013-07-27,9679.129922,96.02014923
2013-07-28,9694.583023,94.40000153
2013-07-29,9715.016614,98.60001373
2013-07-30,9733.233258,101.48899078
2013-07-31,9758.302118,107.94998932
2013-08-01,9779.100823,106.21260834
2013-08-02,9804.485354,104.85566711
2013-08-03,9826.889061,104.50102234
2013-08-04,9847.117426,104.94999695
2013-08-05,9868.554422,105.12000275
2013-08-06,9891.583445,106.72000885
2013-08-07,9917.08007,106.75
2013-08-08,9942.252151,106.75
2013-08-09,9966.171755,103.06999969
2013-08-10,9989.912829,102.80000305
2013-08-11,10009.166182,102.99999237
2013-08-12,10032.480278,105.0
2013-08-13,10060.394598,106.9899826
2013-08-14,10084.278485,109.55500031
2013-08-15,10113.239039,112.5620575
2013-08-16,10142.267473,109.99497223
2013-08-17,10168.290955,108.99437714
2013-08-18,10191.851792,112.75
2013-08-19,10222.104156,113.37999725
2013-08-20,10251.961908,119.0
2013-08-21,10280.852457,121.21005249
2013-08-22,10307.876,123.30001831
2013-08-23,10336.270028,121.99992371
2013-08-24,10359.280594,118.51003265
2013-08-25,10381.193681,119.60254669
2013-08-26,10406.753118,122.11102295
2013-08-27,10433.214603,120.06999969
2013-08-28,10463.382117,126.48000336
2013-08-29,10489.801521,122.62000275
2013-08-30,10517.055186,122.34999847
2013-08-31,10541.142655,133.08999634
2013-09-01,10562.798428,135.13999939
2013-09-02,10584.672374,138.63000488
2013-09-03,10609.641251,135.61000061
2013-09-04,10632.727903,136.52999878
2013-09-05,10658.031197,126.76000214
2013-09-06,10685.862912,126.48999786
2013-09-07,10709.804771,118.88999939
2013-09-08,10730.309529,124.12999725
2013-09-09,10753.116695,121.86000061
2013-09-10,10778.085079,127.26999664
2013-09-11,10800.420363,125.88999939
2013-09-12,10823.887786,135.55000305
2013-09-13,10846.169701,132.83000183
2013-09-14,10867.165813,135.00999451
2013-09-15,10889.042113,129.3999939
2013-09-16,10912.238987,130.86000061
2013-09-17,10942.358144,131.58999634
2013-09-18,10970.918498,131.71000671
2013-09-19,10996.629423,131.36999512
2013-09-20,11022.608183,129.69999695
2013-09-21,11047.3959,126.94999695
2013-09-22,11070.649838,127.87000275
2013-09-23,11097.5196,128.97999573
2013-09-24,11126.143091,126.05000305
2013-09-25,11151.297754,127.37999725
2013-09-26,11176.27841,128.21000671
2013-09-27,11200.055727,128.94000244
2013-09-28,11220.821316,133.77000427
2013-09-29,11241.025641,134.8999939
2013-09-30,11260.256273,137.1499939
2013-10-01,11285.290992,132.67999268
2013-10-02,11313.557756,132.05000305
2013-10-03,11344.564499,114.44999695
2013-10-04,11370.540261,123.41000366
2013-10-05,11392.755105,128.63000488
2013-10-06,11414.331174,128.36000061
2013-10-07,11434.61735,129.42999268
2013-10-08,11456.244952,126.73999786
2013-10-09,11477.64326,125.84999847
2013-10-10,11505.661428,130.66999817
2013-10-11,11529.62678,130.75
2013-10-12,11552.049094,130.8999939
2013-10-13,11577.369939,135.19000244
2013-10-14,11604.725721,139.27000427
2013-10-15,11632.591616,140.77000427
2013-10-16,11658.858738,145.6499939
2013-10-17,11680.489605,142.41000366
2013-10-18,11707.135977,146.36999512
2013-10-19,11734.925839,155.91000366
2013-10-20,11760.607822,171.66000366
2013-10-21,11787.980167,174.80000305
2013-10-22,11821.582787,182.6499939
2013-10-23,11848.690308,193.36000061
2013-10-24,11883.616338,214.30000305
2013-10-25,11914.851508,197.69000244
2013-10-26,11941.315084,187.44999695
2013-10-27,11962.103255,176.6000061
2013-10-28,11984.401161,196.21000671
2013-10-29,12007.952302,198.55000305
2013-10-30,12032.258739,204.38999939
2013-10-31,12058.36633,199.83000183
2013-11-01,12083.767266,203.8999939
2013-11-02,12105.989681,205.80999756
2013-11-03,12125.160637,205.99000549
2013-11-04,12146.759463,214.66000366
2013-11-05,12172.187739,229.21000671
2013-11-06,12201.436987,244.77999878
2013-11-07,12233.468565,261.67999268
2013-11-08,12265.502023,297.8500061
2013-11-09,12295.587017,338.57998657
2013-11-10,12326.581846,348.82000732
2013-11-11,12352.946575,325.41000366
2013-11-12,12381.388032,343.05999756
2013-11-13,12410.770061,360.97000122
2013-11-14,12445.004479,406.41000366
2013-11-15,12475.246417,419.41000366
2013-11-16,12500.891044,417.27999878
2013-11-17,12523.906134,440.95999146
2013-11-18,12560.029024,496.57998657
2013-11-19,12608.21,712.76000977
2013-11-20,12650.32844,577.97998047
2013-11-21,12690.834341,594.32000732
2013-11-22,12728.43599,724.07000732
2013-11-23,12767.604201,771.70001221
2013-11-24,12797.088838,795.63000488
2013-11-25,12829.735628,773.02001953
2013-11-26,12868.081887,805.72998047
2013-11-27,12910.238638,923.84997559
2013-11-28,12958.506885,1003.38000488
2013-11-29,12999.903773,1042.01000977
2013-11-30,13040.558488,1129.36999512
2013-12-01,13073.978374,1128.92004395
2013-12-02,13109.533468,951.41998291
2013-12-03,13147.042952,1046.40002441
2013-12-04,13185.61507,1077.57995605
2013-12-05,13228.973943,1152.72998047
2013-12-06,13263.882015,1042.38000488
2013-12-07,13300.798043,835.32000732
2013-12-08,13325.404559,697.30999756
2013-12-09,13352.356992,793.79998779
2013-12-10,13388.555536,892.32000732
2013-12-11,13421.751467,989.07000732
2013-12-12,13450.632014,882.7800293
2013-12-13,13480.309039,874.97998047
2013-12-14,13513.176911,899.84997559
2013-12-15,13544.042312,875.28997803
2013-12-16,13576.346287,880.33001709
2013-12-17,13614.373479,706.36999512
2013-12-18,13654.304625,678.20001221
2013-12-19,13686.271742,519.05999756
2013-12-20,13720.467291,694.2199707
2013-12-21,13752.245074,619.90002441
2013-12-22,13777.918117,601.7800293
2013-12-23,13803.745419,613.05999756
2013-12-24,13835.279134,672.35998535
2013-12-25,13865.251648,666.30999756
2013-12-26,13891.772626,683.94000244
2013-12-27,13921.965389,763.2800293
2013-12-28,13946.888259,737.97998047
2013-12-29,13973.526178,728.04998779
2013-12-30,14007.098279,741.34997559
2013-12-31,14035.224501,760.32000732
2014-01-01,14056.175386,754.9699707
2014-01-02,14080.216578,773.44000244
2014-01-03,14114.399742,802.84997559
2014-01-04,14141.680812,823.27001953
2014-01-05,14170.456166,858.54998779
2014-01-06,14208.063996,936.04998779
2014-01-07,14240.171487,946.48999023
2014-01-08,14272.942628,795.98999023
2014-01-09,14301.205486,841.4699707
2014-01-10,14329.360641,846.69000244
2014-01-11,14359.447309,867.32000732
2014-01-12,14386.010109,919.59997559
2014-01-13,14412.672566,860.19000244
2014-01-14,14440.807841,843.16998291
2014-01-15,14471.183151,833.11999512
2014-01-16,14499.817689,860.28997803
2014-01-17,14529.300792,834.48999023
2014-01-18,14554.713377,816.07000732
2014-01-19,14580.383948,839.65997314
2014-01-20,14611.025734,871.39001465
2014-01-21,14649.021913,869.65002441
2014-01-22,14682.351067,867.21002197
2014-01-23,14715.978532,845.46002197
2014-01-24,14749.107308,822.42999268
2014-01-25,14777.987497,796.23999023
2014-01-26,14803.626382,853.67999268
2014-01-27,14833.35727,884.59997559
2014-01-28,14868.187648,774.02001953
2014-01-29,14897.878602,809.96002197
2014-01-30,14928.608831,826.02001953
2014-01-31,14959.207835,818.42999268
2014-02-01,14989.226337,828.60998535
2014-02-02,15018.475949,832.90002441
2014-02-03,15049.237464,824.08001709
2014-02-04,15085.641044,823.77001953
2014-02-05,15123.328125,829.96002197
2014-02-06,15161.374133,815.59002686
2014-02-07,15200.880349,783.20001221
2014-02-08,15235.072576,699.57000732
2014-02-09,15266.517073,671.46002197
2014-02-10,15298.504159,681.32000732
2014-02-11,15329.504666,683.5
2014-02-12,15371.587743,672.38000488
2014-02-13,15411.94266,651.08001709
2014-02-14,15453.548999,601.16998291
2014-02-15,15490.970086,660.90002441
2014-02-16,15520.098694,651.29998779
2014-02-17,15549.089726,614.22998047
2014-02-18,15588.927661,627.15997314
2014-02-19,15627.060058,625.9699707
2014-02-20,15667.883971,623.09002686
2014-02-21,15708.57392,556.88000488
2014-02-22,15741.791462,574.23999023
2014-02-23,15776.971168,606.4699707
2014-02-24,15815.719325,606.03997803
2014-02-25,15863.988411,540.23999023
2014-02-26,15906.624691,537.03997803
2014-02-27,15946.543015,581.65002441
2014-02-28,15984.827654,579.70001221
2014-03-01,16026.826371,549.91998291
2014-03-02,16062.198822,567.22998047
2014-03-03,16102.494457,562.55999756
2014-03-04,16155.76329,668.23999023
2014-03-05,16203.174637,666.23999023
2014-03-06,16246.625322,664.52001953
2014-03-07,16287.507984,664.30999756
2014-03-08,16326.920942,629.65997314
2014-03-09,16362.791341,616.30999756
2014-03-10,16400.202308,636.33001709
2014-03-11,16444.923799,627.95001221
2014-03-12,16486.742387,631.90997314
2014-03-13,16529.488472,633.61999512
2014-03-14,16568.352466,638.14001465
2014-03-15,16605.530649,629.36999512
2014-03-16,16633.463179,636.5
2014-03-17,16667.386139,630.91998291
2014-03-18,16695.291809,621.83776855
2014-03-19,16727.280443,613.89556885
2014-03-20,16764.018112,609.74468994
2014-03-21,16806.879401,588.29351807
2014-03-22,16850.819442,571.17962646
2014-03-23,16882.687032,565.76409912
2014-03-24,16917.928427,562.50714111
2014-03-25,16959.339358,585.0255127
2014-03-26,16998.376836,583.48187256
2014-03-27,17038.130538,580.25689697
2014-03-28,17078.668615,477.14260864
2014-03-29,17110.053815,501.71340942
2014-03-30,17142.084029,492.37179565
2014-03-31,17177.853284,462.29919434
2014-04-01,17215.788617,457.00015259
2014-04-02,17253.320598,479.13693237
2014-04-03,17291.580108,436.44403076
2014-04-04,17329.064871,445.66403198
2014-04-05,17363.912509,446.67510986
2014-04-06,17393.475052,463.39666748
2014-04-07,17427.59319,461.47418213
2014-04-08,17469.046176,447.6126709
2014-04-09,17508.445629,453.17669678
2014-04-10,17548.582896,442.25579834
2014-04-11,17587.689601,363.71020508
2014-04-12,17618.308392,420.88897705
2014-04-13,17645.834874,421.46069336
2014-04-14,17684.104272,414.82769775
2014-04-15,17728.066518,458.37329102
2014-04-16,17772.149983,522.18511963
2014-04-17,17813.440809,529.0670166
2014-04-18,17844.695573,495.79812622
2014-04-19,17877.036124,479.581604
2014-04-20,17907.160687,501.75119019
2014-04-21,17940.084311,497.73852539
2014-04-22,17980.842757,495.4548645
2014-04-23,18020.313468,488.35913086
2014-04-24,18061.907868,490.82461548
2014-04-25,18104.357083,500.08691406
2014-04-26,18137.60055,461.70489502
2014-04-27,18167.388342,457.24227905
2014-04-28,18203.344741,430.71578979
2014-04-29,18239.070139,439.98284912
2014-04-30,18277.422765,446.89031982
2014-05-01,18314.243804,447.63256836
2014-05-02,18348.79383,457.36355591
2014-05-03,18378.787047,449.40283203
2014-05-04,18408.723353,438.5166626
2014-05-05,18443.067362,434.78164673
2014-05-06,18484.589637,433.36395264
2014-05-07,18522.821409,429.34109497
2014-05-08,18561.685927,438.67941284
2014-05-09,18601.016092,440.17807007
2014-05-10,18633.802639,450.45626831
2014-05-11,18663.235271,453.9197998
2014-05-12,18701.574627,438.30310059
2014-05-13,18743.036261,441.53051758
2014-05-14,18781.132695,440.59158325
2014-05-15,18823.208472,444.13607788
2014-05-16,18862.065195,447.38644409
2014-05-17,18897.704948,448.11712646
2014-05-18,18930.01577,448.70065308
2014-05-19,18967.870756,446.07601929
2014-05-20,19008.512602,446.3046875
2014-05-21,19053.990405,485.80026245
2014-05-22,19094.154567,492.04882813
2014-05-23,19136.62058,525.71508789
2014-05-24,19170.743849,521.05072021
2014-05-25,19202.78877,525.22790527
2014-05-26,19241.611428,571.39306641
2014-05-27,19279.097884,582.58843994
2014-05-28,19322.931667,571.91455078
2014-05-29,19362.214334,576.32983398
2014-05-30,19399.822037,568.17687988
2014-05-31,19432.913302,615.68731689
2014-06-01,19465.305197,623.69335938
2014-06-02,19502.193126,629.64453125
2014-06-03,19544.491522,660.55047607
2014-06-04,19583.188353,666.77429199
2014-06-05,19622.53351,641.07183838
2014-06-06,19661.177594,659.28271484
2014-06-07,19693.854911,653.52154541
2014-06-08,19721.70575,654.99389648
2014-06-09,19755.566164,655.64019775
2014-06-10,19794.227347,650.04150391
2014-06-11,19833.523413,653.18804932
2014-06-12,19871.484981,633.42767334
2014-06-13,19909.915551,585.69586182
2014-06-14,19944.98408,600.74560547
2014-06-15,19976.847363,575.92779541
2014-06-16,20014.506048,592.64886475
2014-06-17,20053.527585,591.58551025
2014-06-18,20092.855922,609.76702881
2014-06-19,20128.558883,608.07019043
2014-06-20,20165.616072,597.40228271
2014-06-21,20197.210012,593.67834473
2014-06-22,20228.395696,595.90368652
2014-06-23,20261.940291,602.16052246
2014-06-24,20299.347207,593.96990967
2014-06-25,20338.225677,581.80926514
2014-06-26,20374.871811,566.13684082
2014-06-27,20409.835317,581.29675293
2014-06-28,20444.149068,597.26104736
2014-06-29,20477.107889,596.33184814
2014-06-30,20513.672941,602.61950684
2014-07-01,20559.154644,641.39080811
2014-07-02,20600.12949,641.03741455
2014-07-03,20636.208873,650.769104
2014-07-04,20672.706164,645.15582275
2014-07-05,20700.669817,629.95092773
2014-07-06,20732.394342,631.7722168
2014-07-07,20766.775129,635.4631958
2014-07-08,20810.349708,622.57049561
2014-07-09,20853.744093,624.50933838
2014-07-10,20893.034204,616.76226807
2014-07-11,20928.248798,632.00341797
2014-07-12,20961.871998,633.71331787
2014-07-13,20993.014269,626.49682617
2014-07-14,21028.205384,619.31512451
2014-07-15,21067.389808,621.58648682
2014-07-16,21104.682955,616.79962158
2014-07-17,21145.257829,623.08886719
2014-07-18,21183.89517,628.77923584
2014-07-19,21218.430368,628.51507568
2014-07-20,21251.770448,623.90026855
2014-07-21,21287.700799,622.21069336
2014-07-22,21326.847608,621.55078125
2014-07-23,21365.292862,619.41503906
2014-07-24,21402.848926,601.73260498
2014-07-25,21442.523409,601.08898926
2014-07-26,21475.917653,595.81329346
2014-07-27,21506.905416,593.85162354
2014-07-28,21543.828486,585.69061279
2014-07-29,21580.658643,584.72454834
2014-07-30,21619.245402,567.29260254
2014-07-31,21659.21439,586.23455811
2014-08-01,21699.089317,594.91558838
2014-08-02,21733.185773,589.33312988
2014-08-03,21762.867054,586.66644287
2014-08-04,21799.510439,588.78210449
2014-08-05,21840.360017,585.43579102
2014-08-06,21886.880444,584.65338135
2014-08-07,21929.169166,588.86920166
2014-08-08,21969.570121,592.57739258
2014-08-09,22006.39057,589.371521
2014-08-10,22039.52863,591.06140137
2014-08-11,22082.828502,576.36767578
2014-08-12,22127.510598,569.64154053
2014-08-13,22173.899118,546.65820313
2014-08-14,22221.854481,505.97387695
2014-08-15,22262.2274,497.009552
2014-08-16,22317.45372,519.70831299
2014-08-17,22352.590207,491.79501343
2014-08-18,22390.832419,461.45953369
2014-08-19,22432.814885,485.24514771
2014-08-20,22473.206705,511.97961426
2014-08-21,22516.296498,517.23693848
2014-08-22,22555.605233,514.04272461
2014-08-23,22589.78433,498.07531738
2014-08-24,22624.55961,508.28552246
2014-08-25,22661.63553,502.49649048
2014-08-26,22703.85041,511.57049561
2014-08-27,22744.43841,511.15319824
2014-08-28,22786.160258,507.81472778
2014-08-29,22823.500346,508.51690674
2014-08-30,22858.57286,504.24905396
2014-08-31,22892.023666,477.76324463
2014-09-01,22928.776465,474.87908936
2014-09-02,22970.755095,477.42559814
2014-09-03,23011.610841,477.58648682
2014-09-04,23051.8555,489.65997314
2014-09-05,23092.012747,483.34185791
2014-09-06,23128.011797,484.82965088
2014-09-07,23166.781835,482.27807617
2014-09-08,23206.343591,474.60012817
2014-09-09,23250.974755,475.26022339
2014-09-10,23308.196478,479.35925293
2014-09-11,23345.499817,479.74880981
2014-09-12,23382.05096,477.75259399
2014-09-13,23416.618731,479.00216675
2014-09-14,23456.137445,477.8916626
2014-09-15,23501.381171,475.37091064
2014-09-16,23552.466053,466.05715942
2014-09-17,23596.149953,457.3338623
2014-09-18,23639.680256,424.43969727
2014-09-19,23681.243811,394.79568481
2014-09-20,23717.372725,408.9041748
2014-09-21,23752.314812,398.82122803
2014-09-22,23793.769151,402.15155029
2014-09-23,23836.524175,435.79089355
2014-09-24,23883.584697,423.20471191
2014-09-25,23932.001714,411.57388306
2014-09-26,23975.228521,404.42529297
2014-09-27,24014.126027,399.5201416
2014-09-28,24058.030193,377.18121338
2014-09-29,24099.544007,375.46694946
2014-09-30,24146.685049,386.94403076
2014-10-01,24193.302734,383.61453247
2014-10-02,24234.660578,375.07192993
2014-10-03,24275.765925,359.51235962
2014-10-04,24321.703956,328.8659668
2014-10-05,24363.698444,320.51019287
2014-10-06,24408.31059,330.07897949
2014-10-07,24455.077781,336.1867981
2014-10-08,24499.766272,352.93991089
2014-10-09,24541.52109,365.02572632
2014-10-10,24587.430269,361.5625
2014-10-11,24626.481308,362.29898071
2014-10-12,24666.305649,378.54882813
2014-10-13,24711.715763,390.41436768
2014-10-14,24759.380641,400.87008667
2014-10-15,24805.332226,394.77328491
2014-10-16,24848.617166,382.55636597
2014-10-17,24890.580911,383.75778198
2014-10-18,24928.480395,391.44198608
2014-10-19,24967.758494,389.54623413
2014-10-20,25013.312724,382.8454895
2014-10-21,25059.416857,386.47488403
2014-10-22,25106.02376,383.15756226
2014-10-23,25153.055266,358.41662598
2014-10-24,25197.516979,358.3447876
2014-10-25,25239.277344,347.27078247
2014-10-26,25277.64706,354.7041626
2014-10-27,25327.227582,352.98907471
2014-10-28,25376.45087,357.6182251
2014-10-29,25424.56635,335.59109497
2014-10-30,25475.926651,345.30487061
2014-10-31,25525.3922,338.32104492
2014-11-01,25567.147981,325.74899292
2014-11-02,25611.685022,325.89199829
2014-11-03,25661.830495,327.55444336
2014-11-04,25711.972167,330.49230957
2014-11-05,25762.339773,339.48590088
2014-11-06,25811.223076,349.28955078
2014-11-07,25865.212373,342.41494751
2014-11-08,25909.84998,345.48770142
2014-11-09,25955.626745,363.26446533
2014-11-10,26004.89017,366.92446899
2014-11-11,26053.894331,367.69451904
2014-11-12,26105.814022,423.56100464
2014-11-13,26163.962574,420.73529053
2014-11-14,26216.833792,397.81820679
2014-11-15,26259.428712,376.1333313
2014-11-16,26302.767116,387.88223267
2014-11-17,26354.458298,387.4083252
2014-11-18,26405.496702,375.19839478
2014-11-19,26453.913039,380.55499268
2014-11-20,26502.092276,357.83953857
2014-11-21,26551.224961,350.8475647
2014-11-22,26594.958335,352.92022705
2014-11-23,26638.489317,367.57272339
2014-11-24,26687.214371,376.90057373
2014-11-25,26738.45925,375.3475647
2014-11-26,26787.611158,368.37017822
2014-11-27,26835.469002,369.6697998
2014-11-28,26882.689459,376.44729614
2014-11-29,26927.854334,375.49145508
2014-11-30,26976.447812,378.0473938
2014-12-01,27036.423292,379.24542236
2014-12-02,27093.493119,381.31466675
2014-12-03,27148.13332,375.01049805
2014-12-04,27205.260113,369.60418701
2014-12-05,27257.860256,376.85440063
2014-12-06,27305.873424,374.7845459
2014-12-07,27346.091492,375.09487915
2014-12-08,27400.590047,361.90856934
2014-12-09,27453.856329,352.21865845
2014-12-10,27505.295787,346.36453247
2014-12-11,27554.404562,350.83349609
2014-12-12,27600.104759,352.54150391
2014-12-13,27644.561645,347.37557983
2014-12-14,27690.965591,351.63223267
2014-12-15,27749.691556,345.3453064
2014-12-16,27807.359472,327.06210327
2014-12-17,27867.040373,319.77554321
2014-12-18,27926.590427,311.39627075
2014-12-19,27977.300243,317.84326172
2014-12-20,28035.211668,329.95605469
2014-12-21,28081.977759,320.84344482
2014-12-22,28134.43276,331.88565063
2014-12-23,28193.104098,334.57171631
2014-12-24,28243.429812,322.53353882
2014-12-25,28284.849502,319.00793457
2014-12-26,28322.099445,327.92401123
2014-12-27,28367.196827,315.86306763
2014-12-28,28412.43476,317.23944092
2014-12-29,28458.761656,312.67047119
2014-12-30,28506.203425,310.73703003
2014-12-31,28551.256537,320.19348145
2015-01-01,28582.351644,314.2489624
2015-01-02,28622.264235,315.03244019
2015-01-03,28670.838355,281.08215332
2015-01-04,28715.908702,264.19534302
2015-01-05,28770.546513,274.47415161
2015-01-06,28822.074305,286.18893433
2015-01-07,28872.892821,294.33728027
2015-01-08,28923.60429,283.34866333
2015-01-09,28984.05145,287.30340576
2015-01-10,29041.630739,274.79647827
2015-01-11,29092.80127,265.66030884
2015-01-12,29149.961499,267.79602051
2015-01-13,29207.183708,225.86073303
2015-01-14,29269.89248,178.10273743
2015-01-15,29329.623637,209.84358215
2015-01-16,29390.148628,208.09721375
2015-01-17,29442.447834,199.25985718
2015-01-18,29492.781511,210.33860779
2015-01-19,29550.120364,214.86105347
2015-01-20,29601.53567,211.31472778
2015-01-21,29657.715204,226.89672852
2015-01-22,29712.124218,233.40577698
2015-01-23,29759.908746,232.87850952
2015-01-24,29807.151523,247.84683228
2015-01-25,29859.694013,253.71789551
2015-01-26,29923.704048,273.47271729
2015-01-27,29982.295653,263.4753418
2015-01-28,30029.602893,233.91477966
2015-01-29,30073.192677,233.51283264
2015-01-30,30121.047605,226.42541504
2015-01-31,30169.718166,217.46409607
2015-02-01,30213.307484,226.97161865
2015-02-02,30264.885489,238.22926331
2015-02-03,30316.161893,227.26841736
2015-02-04,30365.473417,226.85281372
2015-02-05,30413.338622,217.11070251
2015-02-06,30459.613432,222.26625061
2015-02-07,30506.985907,227.75448608
2015-02-08,30554.82806,223.41226196
2015-02-09,30612.223152,220.11010742
2015-02-10,30671.627646,219.83854675
2015-02-11,30726.925231,219.18481445
2015-02-12,30780.37464,221.76350403
2015-02-13,30843.1342,235.42668152
2015-02-14,30918.950195,257.32055664
2015-02-15,30978.560429,234.82536316
2015-02-16,31047.604813,233.84347534
2015-02-17,31109.614013,243.60958862
2015-02-18,31173.891912,236.32603455
2015-02-19,31228.522086,240.28292847
2015-02-20,31283.214961,243.77915955
2015-02-21,31343.09929,244.53367615
