Time,BTC number of daily transactions on the chain,Price
2021-04-14,300948,63047.0
2021-04-15,332038,62772.2
2021-04-16,280300,61740.47
2021-04-17,209779,60363.96
2021-04-18,256088,55561.54
2021-04-19,207672,54612.0
2021-04-20,256381,55408.71
2021-04-21,253999,56148.81
2021-04-22,249384,54771.5
2021-04-23,282689,49942.71
2021-04-24,295507,50240.64
2021-04-25,255294,50293.26
2021-04-26,241510,53631.85
2021-04-27,290654,55075.48
2021-04-28,292818,54364.92
2021-04-29,247697,53770.56
2021-04-30,281939,57218.39
2021-05-01,266585,57407.06
2021-05-02,242643,56615.61
2021-05-03,264114,57631.98
2021-05-04,295062,54004.53
2021-05-05,313602,57669.46
2021-05-06,292763,57166.47
2021-05-07,319247,57536.31
2021-05-08,300945,57807.68
2021-05-09,259574,57443.26
2021-05-10,270514,58608.74
2021-05-11,310635,56103.31
2021-05-12,308927,55581.29
2021-05-13,281583,49649.25
2021-05-14,253523,51325.03
2021-05-15,269350,49083.99
2021-05-16,210545,47775.83
2021-05-17,242609,43256.49
2021-05-18,247009,43057.67
2021-05-19,243445,37292.92
2021-05-20,237224,41517.61
2021-05-21,229666,36905.04
2021-05-22,228190,38241.76
2021-05-23,199932,33251.16
2021-05-24,202842,37633.39
2021-05-25,252024,38145.53
2021-05-26,239195,38805.26
2021-05-27,202883,39741.69
2021-05-28,231942,36753.28
2021-05-29,206060,34296.38
2021-05-30,175748,35526.74
2021-05-31,207497,37041.58
2021-06-01,232764,36258.68
2021-06-02,252837,38081.72
2021-06-03,253753,38541.01
2021-06-04,236130,36998.58
2021-06-05,212197,36283.24
2021-06-06,183155,36181.95
2021-06-07,219216,36034.78
2021-06-08,246617,31769.34
2021-06-09,229501,36419.19
2021-06-10,233400,36907.32
2021-06-11,228526,36816.84
2021-06-12,220046,35452.74
2021-06-13,191605,36060.14
2021-06-14,213701,40690.27
2021-06-15,264422,40057.39
2021-06-16,234998,38756.54
2021-06-17,249324,39067.03
2021-06-18,235557,36489.4
2021-06-19,193074,36145.13
2021-06-20,177893,34421.28
2021-06-21,163129,32715.41
2021-06-22,232450,31719.18
2021-06-23,221381,33536.36
2021-06-24,222479,33978.24
2021-06-25,224474,32578.6
2021-06-26,195045,31534.76
2021-06-27,154701,33208.77
2021-06-28,160013,34947.97
2021-06-29,230996,36218.59
2021-06-30,228205,34200.37
2021-07-01,195966,33466.67
2021-07-02,217589,33633.83
2021-07-03,225617,34652.1
2021-07-04,190009,35526.23
2021-07-05,204635,33653.17
2021-07-06,220338,34062.14
2021-07-07,216171,34517.65
2021-07-08,237604,32919.44
2021-07-09,224135,33574.42
2021-07-10,212071,33879.72
2021-07-11,169298,33954.39
2021-07-12,193086,33335.07
2021-07-13,225493,32774.81
2021-07-14,240645,32793.7
2021-07-15,218127,31705.87
2021-07-16,230373,32139.9
2021-07-17,200534,31743.57
2021-07-18,172733,31402.41
2021-07-19,192759,30656.33
2021-07-20,238809,30085.87
2021-07-21,235975,31912.94
2021-07-22,232179,32506.2
2021-07-23,223921,32328.46
2021-07-24,217274,33906.74
2021-07-25,177718,34210.07
2021-07-26,239036,38577.1
2021-07-27,254619,38243.83
2021-07-28,255384,39710.47
2021-07-29,247421,39975.61
2021-07-30,258273,39085.84
2021-07-31,235382,41560.25
2021-08-01,185595,41308.36
2021-08-02,215865,39686.27
2021-08-03,248290,38171.2
2021-08-04,228503,39305.93
2021-08-05,255076,38777.86
2021-08-06,254486,42391.21
2021-08-07,237742,43399.51
2021-08-08,195649,43988.26
2021-08-09,226228,45995.39
2021-08-10,260949,45166.81
2021-08-11,263698,46453.82
2021-08-12,246699,44210.51
2021-08-13,251429,46411.59
2021-08-14,248423,46967.07
2021-08-15,184290,46117.74
2021-08-16,228833,46326.54
2021-08-17,265775,45711.23
2021-08-18,248907,45813.43
2021-08-19,256732,45763.08
2021-08-20,253809,48702.9
2021-08-21,255916,49222.0
2021-08-22,185980,48551.21
2021-08-23,249105,49591.29
2021-08-24,261138,48248.99
2021-08-25,264354,48815.72
2021-08-26,263089,46821.72
2021-08-27,260740,48207.43
2021-08-28,237586,48814.99
2021-08-29,189259,48479.78
2021-08-30,233385,48077.52
2021-08-31,261995,47438.6
2021-09-01,263088,47516.92
2021-09-02,305987,49581.12
2021-09-03,284013,50590.46
2021-09-04,257945,49888.48
2021-09-05,203069,50233.79
2021-09-06,241034,51637.52
2021-09-07,281386,46726.38
2021-09-08,261447,46075.72
2021-09-09,273674,46981.98
2021-09-10,275351,45418.33
2021-09-11,236350,45584.57
2021-09-12,191134,45942.71
2021-09-13,225621,44327.42
2021-09-14,264900,46743.78
2021-09-15,274280,48298.1
2021-09-16,272442,48047.38
2021-09-17,264771,47504.56
2021-09-18,258644,48392.68
2021-09-19,206893,47692.85
2021-09-20,239737,43924.89
2021-09-21,265203,43040.58
2021-09-22,259299,43240.57
2021-09-23,270240,43844.22
2021-09-24,267876,41932.59
2021-09-25,246014,42637.59
2021-09-26,196306,43367.02
2021-09-27,230419,43267.93
2021-09-28,270702,41495.13
2021-09-29,235165,41673.01
2021-09-30,285239,43171.38
2021-10-01,273646,47326.49
2021-10-02,282612,47873.58
2021-10-03,222666,47890.32
2021-10-04,242301,47747.78
2021-10-05,299352,49831.92
2021-10-06,285592,55073.89
2021-10-07,314019,53859.77
2021-10-08,282088,54284.84
2021-10-09,275917,54944.51
2021-10-10,208499,55396.86
2021-10-11,232396,57535.79
2021-10-12,304506,56243.37
2021-10-13,281269,56182.2
2021-10-14,288175,57330.78
2021-10-15,293004,60032.4
2021-10-16,294314,60920.21
2021-10-17,221678,60756.07
2021-10-18,251182,61945.24
2021-10-19,304164,62507.1
2021-10-20,289196,66867.32
2021-10-21,331329,63015.01
2021-10-22,293354,60765.41
2021-10-23,246701,61451.53
2021-10-24,215632,59913.02
2021-10-25,254467,63572.19
2021-10-26,287904,62540.44
2021-10-27,292350,58803.9
2021-10-28,297938,61183.7
2021-10-29,292531,62425.58
2021-10-30,290857,61379.97
2021-10-31,226557,60576.81
2021-11-01,252438,61565.98
2021-11-02,287412,64183.38
2021-11-03,309230,62230.77
2021-11-04,271672,61019.17
2021-11-05,293890,61052.0
2021-11-06,267161,60710.8
2021-11-07,222152,62134.0
2021-11-08,275713,66406.0
2021-11-09,322799,66929.0
2021-11-10,288368,68419.2
2021-11-11,310681,65028.0
2021-11-12,282980,63601.0
2021-11-13,262904,64857.0
2021-11-14,221833,64104.6
2021-11-15,266590,64632.0
2021-11-16,297391,60738.8
2021-11-17,289561,59652.8
2021-11-18,293899,58525.0
2021-11-19,284501,58105.6
2021-11-20,265953,57910.0
2021-11-21,224044,59273.8
2021-11-22,259504,58280.0
2021-11-23,300228,56905.6
2021-11-24,288568,57080.0
2021-11-25,290287,59240.2
2021-11-26,284606,54461.0
2021-11-27,267988,55034.0
2021-11-28,210239,54539.0
2021-11-29,262775,57094.5
2021-11-30,318474,57339.1
2021-12-01,278970,58678.1
2021-12-02,300043,56436.0
2021-12-03,308254,55995.4
2021-12-04,279200,48280.0
2021-12-05,216216,48053.7
2021-12-06,251242,48726.0
2021-12-07,296494,51855.0
2021-12-08,267110,50706.1
2021-12-09,276021,48420.0
2021-12-10,276894,47975.0
2021-12-11,249441,48790.7
2021-12-12,214287,49634.3
2021-12-13,246071,47126.6
2021-12-14,279580,47056.0
2021-12-15,282160,46794.1
2021-12-16,280834,48637.0
2021-12-17,262278,46704.0
2021-12-18,243556,46922.0
2021-12-19,207816,47265.0
2021-12-20,227179,46041.0
2021-12-21,308443,48418.8
2021-12-22,289997,49223.0
2021-12-23,287701,48999.0
2021-12-24,283481,50989.0
2021-12-25,231243,50816.0
2021-12-26,181005,50081.6
2021-12-27,242479,51493.0
2021-12-28,262801,48990.0
2021-12-29,266883,48197.0
2021-12-30,261608,47207.0
2021-12-31,276121,47983.1
2022-01-01,203120,47214.8
2022-01-02,187202,47353.9
2022-01-03,221983,46660.1
2022-01-04,269759,47067.0
2022-01-05,257435,46582.0
2022-01-06,268511,43060.0
2022-01-07,264500,41119.0
2022-01-08,225602,41724.0
2022-01-09,219771,41700.0
2022-01-10,238440,40897.0
2022-01-11,276270,41660.0
2022-01-12,281281,43515.0
2022-01-13,268052,42980.0
2022-01-14,277396,43095.0
2022-01-15,252694,43495.0
2022-01-16,217384,43235.0
2022-01-17,246694,42569.0
2022-01-18,263387,41703.0
2022-01-19,269421,42014.0
2022-01-20,266306,43312.4
2022-01-21,273785,39161.0
2022-01-22,261277,34944.0
2022-01-23,221557,35303.1
2022-01-24,237408,34470.0
2022-01-25,264356,36717.0
2022-01-26,259969,38006.0
2022-01-27,270775,36658.0
2022-01-28,250078,37240.0
2022-01-29,247382,37541.0
2022-01-30,221289,38044.0
2022-01-31,227564,37831.0
2022-02-01,282277,38625.4
2022-02-02,274520,37390.7
2022-02-03,270079,36996.0
2022-02-04,256062,39570.0
2022-02-05,269319,41838.0
2022-02-06,223852,41583.0
2022-02-07,234503,43876.0
2022-02-08,294184,43561.0
2022-02-09,258293,43889.3
2022-02-10,245501,45182.0
2022-02-11,274588,43109.0
2022-02-12,244467,42169.0
2022-02-13,208897,42672.0
2022-02-14,232678,42619.3
2022-02-15,265169,44209.5
2022-02-16,273536,43695.0
2022-02-17,263058,41934.7
2022-02-18,253173,39725.8
2022-02-19,239216,40026.0
2022-02-20,206449,38432.0
2022-02-21,221649,38867.0
2022-02-22,253924,37856.0
2022-02-23,253033,38594.0
2022-02-24,252824,35964.0
2022-02-25,256910,39486.6
2022-02-26,241596,39317.0
2022-02-27,205033,39337.0
2022-02-28,244895,40861.2
2022-03-01,284238,43698.0
2022-03-02,293929,44199.0
2022-03-03,271021,42548.0
2022-03-04,256604,40781.0
2022-03-05,236797,39231.0
2022-03-06,219900,38920.0
2022-03-07,234621,39060.0
2022-03-08,260449,38614.0
2022-03-09,259571,42439.0
2022-03-10,271302,39235.0
2022-03-11,246732,39106.0
2022-03-12,248806,39130.0
2022-03-13,208828,38986.0
2022-03-14,237669,38957.0
2022-03-15,262146,39017.9
2022-03-16,280824,40664.0
2022-03-17,270111,40926.0
2022-03-18,269122,40930.0
2022-03-19,250275,41974.0
2022-03-20,211722,41405.0
2022-03-21,233433,41199.0
2022-03-22,267452,42660.0
2022-03-23,269365,42650.0
2022-03-24,273594,44022.9
2022-03-25,266219,44231.0
2022-03-26,264578,44257.0
2022-03-27,212513,44784.0
2022-03-28,273259,47431.0
2022-03-29,287559,47504.0
2022-03-30,292493,47132.0
2022-03-31,263306,46482.0
2022-04-01,293746,46543.0
2022-04-02,264411,46271.0
2022-04-03,225763,46420.0
2022-04-04,255684,45692.0
2022-04-05,278659,45777.3
2022-04-06,272184,44170.0
2022-04-07,257162,43361.0
2022-04-08,259671,43665.0
2022-04-09,269101,42296.0
2022-04-10,214116,42779.0
2022-04-11,260387,40756.0
2022-04-12,283981,40363.0
2022-04-13,258823,41253.0
2022-04-14,287042,40063.0
2022-04-15,257481,40430.7
2022-04-16,230627,40086.0
2022-04-17,216780,40464.0
2022-04-18,228814,39264.0
2022-04-19,266760,41481.0
2022-04-20,285410,41285.0
2022-04-21,279318,42189.0
2022-04-22,266975,39413.0
2022-04-23,251951,39811.0
2022-04-24,218931,39676.0
2022-04-25,254201,39053.0
2022-04-26,277590,38722.0
2022-04-27,286577,38959.0
2022-04-28,265005,39424.3
2022-04-29,289960,39001.1
2022-04-30,271700,38535.0
2022-05-01,244354,38500.0
2022-05-02,247779,38676.0
2022-05-03,275007,38347.0
2022-05-04,279558,39030.0
2022-05-05,264562,36796.0
2022-05-06,290044,36060.0
2022-05-07,268825,36009.0
2022-05-08,231318,34383.3
2022-05-09,240097,32330.5
2022-05-10,298535,31289.0
2022-05-11,267264,31109.0
2022-05-12,273392,29100.0
2022-05-13,273423,30454.0
2022-05-14,291628,28780.5
2022-05-15,238758,30002.5
2022-05-16,253578,29629.0
2022-05-17,286980,30160.0
2022-05-18,257558,29014.0
2022-05-19,262616,30360.8
2022-05-20,271334,29109.6
2022-05-21,244359,29510.6
2022-05-22,197601,29889.0
2022-05-23,253209,30343.9
2022-05-24,260099,29380.9
2022-05-25,265091,29634.0
2022-05-26,266766,29422.0
2022-05-27,264806,28802.1
2022-05-28,254588,28968.0
2022-05-29,213080,29185.8
2022-05-30,240615,30642.0
2022-05-31,268359,32054.3
2022-06-01,272303,30832.0
2022-06-02,261641,30274.0
2022-06-03,281664,29527.0
2022-06-04,238353,29849.0
2022-06-05,206236,29951.3
2022-06-06,240341,31489.0
2022-06-07,267678,29880.0
2022-06-08,263639,30494.0
2022-06-09,250256,30298.0
2022-06-10,243948,29436.0
2022-06-11,261221,28374.3
2022-06-12,220530,28060.6
2022-06-13,238958,23240.7
2022-06-14,308405,22659.0
2022-06-15,281984,21385.0
2022-06-16,242056,20989.2
2022-06-17,267259,20619.0
2022-06-18,248948,19032.47
2022-06-19,218079,19811.95
2022-06-20,222534,20793.0
2022-06-21,248077,21414.0
2022-06-22,252325,20117.0
2022-06-23,260309,20378.0
2022-06-24,244715,20890.0
2022-06-25,242244,20955.1
2022-06-26,210766,21344.0
2022-06-27,231786,20791.0
2022-06-28,261513,20625.0
2022-06-29,258000,20115.0
2022-06-30,245523,19150.88
2022-07-01,295615,19235.2
2022-07-02,245794,19227.83
2022-07-03,217213,19069.02
2022-07-04,224433,19821.1
2022-07-05,237179,19517.49
2022-07-06,250231,20141.0
2022-07-07,287198,20884.0
2022-07-08,284702,21959.0
2022-07-09,224686,21621.0
2022-07-10,217504,20917.0
2022-07-11,229316,20443.0
2022-07-12,255333,19878.16
2022-07-13,219688,19505.11
2022-07-14,276641,20399.0
2022-07-15,278682,20841.0
2022-07-16,244301,20930.0
2022-07-17,203533,21151.0
2022-07-18,238137,22467.0
2022-07-19,269239,23101.0
2022-07-20,244541,24162.0
2022-07-21,285024,22653.9
2022-07-22,270510,23292.0
2022-07-23,239178,22217.2
2022-07-24,204073,22840.0
2022-07-25,234384,21911.0
2022-07-26,260310,20772.0
2022-07-27,263737,21501.0
2022-07-28,274682,23769.3
2022-07-29,274985,24029.0
2022-07-30,253438,24581.0
2022-07-31,221070,23776.4
2022-08-01,225504,23332.0
2022-08-02,279137,23010.0
2022-08-03,273463,23355.0
2022-08-04,265901,22886.0
2022-08-05,264575,23044.0
2022-08-06,272010,23222.0
2022-08-07,203155,23025.2
2022-08-08,244807,23997.3
2022-08-09,249776,23093.0
2022-08-10,275809,24021.0
2022-08-11,271262,24366.2
2022-08-12,265675,23995.0
2022-08-13,256933,24541.0
2022-08-14,211436,24531.3
2022-08-15,238529,24247.9
2022-08-16,261261,23897.1
2022-08-17,248793,23382.2
2022-08-18,289086,23455.4
2022-08-19,275022,21450.6
2022-08-20,247713,21309.2
2022-08-21,203030,21424.7
2022-08-22,231646,21390.2
2022-08-23,258327,21478.5
2022-08-24,259716,21620.8
2022-08-25,256507,21619.0
2022-08-26,265626,20775.7
2022-08-27,242946,19988.3
2022-08-28,197075,20023.7
2022-08-29,238580,20256.4
2022-08-30,260210,19763.1
2022-08-31,260012,20147.3
2022-09-01,262882,19804.41
2022-09-02,260038,20361.6
2022-09-03,271712,19769.9
2022-09-04,215940,19782.5
2022-09-05,224979,19849.6
2022-09-06,267747,19824.2
2022-09-07,265198,18899.91
2022-09-08,252717,19261.88
2022-09-09,294627,21321.0
2022-09-10,259051,21209.0
2022-09-11,222233,21673.0
2022-09-12,248307,22126.8
2022-09-13,265570,20838.1
2022-09-14,267968,20181.0
2022-09-15,272708,19723.0
2022-09-16,269185,19660.7
2022-09-17,257318,19970.48
2022-09-18,220040,19814.5
2022-09-19,234586,19088.4
2022-09-20,262636,19256.8
2022-09-21,259767,19227.24
2022-09-22,263991,18982.9
2022-09-23,268033,18717.2
2022-09-24,247677,19111.4
2022-09-25,205164,18998.6
2022-09-26,250314,19117.5
2022-09-27,266099,19901.1
2022-09-28,270581,19419.65
2022-09-29,255729,19298.6
2022-09-30,291189,19746.4
2022-10-01,256967,19325.6
2022-10-02,223118,19142.9
2022-10-03,240742,19337.6
2022-10-04,289920,20103.6
2022-10-05,271086,19998.7
2022-10-06,268270,20018.4
2022-10-07,276148,19576.8
2022-10-08,250368,19492.0
2022-10-09,217236,19543.2
2022-10-10,237848,19271.7
2022-10-11,267094,19148.0
2022-10-12,264061,19124.73
2022-10-13,258147,18343.74
2022-10-14,297855,19584.14
2022-10-15,257149,19132.7
2022-10-16,223980,19161.37
2022-10-17,241238,19534.5
2022-10-18,248930,19362.9
2022-10-19,273742,19268.6
2022-10-20,267701,19255.7
2022-10-21,265156,19163.1
2022-10-22,246138,19223.53
2022-10-23,211496,19188.68
2022-10-24,253133,19303.8
2022-10-25,237191,19841.46
2022-10-26,304494,20843.9
2022-10-27,260011,20562.7
2022-10-28,289110,20471.8
2022-10-29,271087,20928.4
2022-10-30,226237,20684.4
2022-10-31,270595,20390.0
2022-11-01,269368,20444.8
2022-11-02,286974,20412.3
2022-11-03,277727,20249.7
2022-11-04,261042,20873.6
2022-11-05,290514,21304.9
2022-11-06,229006,21251.7
2022-11-07,255164,20768.3
2022-11-08,274811,19488.1
2022-11-09,295175,17106.7
2022-11-10,301915,17515.7
2022-11-11,277004,16858.2
2022-11-12,262337,16898.1
2022-11-13,229037,16555.9
2022-11-14,249051,16574.0
2022-11-15,263789,16978.3
2022-11-16,264862,16522.14
2022-11-17,258027,16543.3
2022-11-18,274678,16675.1
2022-11-19,267189,16668.32
2022-11-20,238364,16566.9
2022-11-21,241777,16109.5
2022-11-22,285037,16273.97
2022-11-23,258570,16422.68
2022-11-24,253535,16548.7
2022-11-25,257108,16505.7
2022-11-26,253286,16510.6
2022-11-27,212171,16565.9
2022-11-28,245140,16140.5
2022-11-29,279651,16390.4
2022-11-30,259241,16872.5
2022-12-01,284746,16975.6
2022-12-02,292523,16947.3
2022-12-03,254795,16966.4
2022-12-04,217126,17046.5
2022-12-05,255770,17091.44
2022-12-06,267041,16990.4
2022-12-07,273019,16848.1
2022-12-08,264198,16936.91
2022-12-09,272974,17182.8
2022-12-10,245919,17215.7
2022-12-11,221579,17158.7
2022-12-12,237465,17014.5
2022-12-13,287297,17751.2
2022-12-14,273731,18070.1
2022-12-15,281553,17414.38
2022-12-16,273903,16975.2
2022-12-17,260127,16701.9
2022-12-18,115295,16758.6
2022-12-19,231818,16674.5
2022-12-20,274264,16931.1
2022-12-21,271755,16858.1
2022-12-22,272078,16636.7
2022-12-23,264860,16837.5
2022-12-24,249738,16843.0
2022-12-25,209457,16808.4
2022-12-26,202242,16811.3
2022-12-27,234294,16797.0
2022-12-28,271264,16574.0
2022-12-29,268167,16616.5
2022-12-30,277992,16556.0
2022-12-31,269276,16597.1
2023-01-01,198658,16559.0
2023-01-02,212563,16732.0
2023-01-03,249357,16677.0
2023-01-04,277298,16850.0
2023-01-05,280174,16847.1
2023-01-06,277205,16844.5
2023-01-07,261127,16940.4
2023-01-08,234702,17017.8
2023-01-09,261402,17279.1
2023-01-10,303876,17332.2
2023-01-11,296886,17331.8
2023-01-12,282170,18100.9
2023-01-13,328861,19254.21
2023-01-14,326852,20792.2
2023-01-15,263413,20923.0
2023-01-16,274966,20991.6
2023-01-17,310506,21132.0
2023-01-18,311069,20987.4
2023-01-19,291859,20872.9
2023-01-20,299614,21141.9
2023-01-21,301474,23041.4
2023-01-22,255844,22802.1
2023-01-23,266874,22869.8
2023-01-24,299394,22936.7
2023-01-25,301886,22589.5
2023-01-26,296029,22946.7
2023-01-27,296148,22980.4
2023-01-28,300043,23020.7
2023-01-29,246341,23535.3
2023-01-30,294229,23175.5
2023-01-31,312531,23119.9
2023-02-01,330101,22983.8
2023-02-02,332368,23843.8
2023-02-03,349647,23602.0
2023-02-04,303111,23420.3
2023-02-05,273684,23092.0
2023-02-06,287888,23016.1
2023-02-07,292866,22903.8
2023-02-08,320376,22873.7
2023-02-09,354287,22609.1
2023-02-10,310963,21661.1
2023-02-11,305147,21738.5
2023-02-12,243167,21949.5
2023-02-13,288761,21583.3
2023-02-14,312656,22033.0
2023-02-15,300940,22821.8
2023-02-16,363408,25031.5
2023-02-17,308808,24128.4
2023-02-18,298323,24686.8
2023-02-19,250383,24928.8
2023-02-20,262735,24942.3
2023-02-21,283373,24563.8
2023-02-22,279287,23730.0
2023-02-23,293162,23956.9
2023-02-24,297289,23377.9
2023-02-25,273998,23011.5
2023-02-26,266508,23243.8
2023-02-27,269655,23556.6
2023-02-28,327236,23521.4
2023-03-01,370196,23714.8
2023-03-02,346270,23372.5
2023-03-03,340429,22341.0
2023-03-04,332078,22320.5
2023-03-05,289697,22446.1
2023-03-06,298844,22556.0
2023-03-07,365876,22332.8
2023-03-08,300693,22152.3
2023-03-09,295004,21660.0
2023-03-10,356515,20021.0
2023-03-11,346624,20111.0
2023-03-12,272722,20552.8
2023-03-13,292449,24104.6
2023-03-14,345412,25995.5
2023-03-15,342027,24631.0
2023-03-16,290644,24951.6
2023-03-17,324072,26441.2
2023-03-18,332705,27281.3
2023-03-19,262590,27611.4
2023-03-20,326274,27740.6
2023-03-21,321631,28108.7
2023-03-22,315908,28786.0
2023-03-23,298437,28649.8
2023-03-24,288483,28188.0
2023-03-25,292306,27697.6
2023-03-26,277277,27896.0
2023-03-27,290976,26918.3
2023-03-28,316653,26993.7
2023-03-29,307413,28462.0
2023-03-30,325295,28304.0
2023-03-31,306271,28495.0
2023-04-01,335753,28424.0
2023-04-02,322230,28162.0
2023-04-03,366442,28099.0
2023-04-04,371155,28042.0
2023-04-05,365129,28125.0
2023-04-06,355998,28140.0
2023-04-07,347851,27938.0
2023-04-08,333446,28020.0
2023-04-09,317811,27939.0
2023-04-10,278231,28451.0
2023-04-11,345047,30202.0
2023-04-12,356047,29991.0
2023-04-13,321460,30463.0
2023-04-14,317259,30262.0
2023-04-15,307308,30414.0
2023-04-16,241100,30359.0
2023-04-17,299153,29377.0
2023-04-18,311200,30141.0
2023-04-19,294551,29262.0
2023-04-20,306326,28600.0
2023-04-21,325001,27989.0
2023-04-22,351031,27500.0
2023-04-23,408311,27474.0
2023-04-24,395439,27273.0
2023-04-25,364242,27365.0
2023-04-26,447864,29812.0
2023-04-27,392348,29175.0
2023-04-28,484641,29157.0
2023-04-29,440323,29351.0
2023-04-30,587811,29832.0
2023-05-01,605609,28167.0
2023-05-02,536613,28563.0
2023-05-03,487357,28335.0
2023-05-04,510055,28908.0
2023-05-05,433009,29326.0
2023-05-06,589717,28664.0
2023-05-07,491277,28970.0
2023-05-08,663113,27931.0
2023-05-09,602792,27439.0
2023-05-10,593320,28163.0
2023-05-11,636587,27214.0
2023-05-12,455990,26318.0
2023-05-13,572245,26805.0
2023-05-14,641925,27089.0
2023-05-15,575994,27436.0
2023-05-16,539510,27037.0
2023-05-17,609132,26781.0
2023-05-18,508935,27160.0
2023-05-19,496265,26927.0
2023-05-20,387146,26969.0
2023-05-21,492307,26934.0
2023-05-22,518589,26889.0
2023-05-23,542939,27326.0
2023-05-24,401303,26314.0
2023-05-25,446449,26220.0
2023-05-26,536236,26789.0
2023-05-27,476042,26673.0
2023-05-28,480560,27267.0
2023-05-29,513287,27600.0
2023-05-30,525624,27703.0
2023-05-31,470579,26930.0
2023-06-01,364485,26872.0
2023-06-02,460057,27075.0
2023-06-03,433089,27213.0
2023-06-04,340625,27215.0
2023-06-05,330993,26053.9
2023-06-06,467091,26053.0
2023-06-07,423764,26300.0
2023-06-08,429223,26729.0
2023-06-09,389920,26469.0
2023-06-10,335828,25682.0
2023-06-11,435614,25759.0
2023-06-12,348083,25825.0
2023-06-13,399229,25798.0
2023-06-14,330712,25969.0
2023-06-15,442734,24979.0
2023-06-16,511884,25631.0
2023-06-17,441678,26483.0
2023-06-18,420950,26557.3
2023-06-19,475325,26436.0
2023-06-20,418812,27098.0
2023-06-21,388761,29854.0
2023-06-22,379156,29788.0
2023-06-23,395669,30862.0
2023-06-24,367288,30473.0
2023-06-25,351002,30592.0
2023-06-26,387990,30447.0
2023-06-27,470790,30560.0
2023-06-28,372878,30430.0
2023-06-29,389918,30509.0
2023-06-30,451007,30069.0
2023-07-01,354544,30585.0
2023-07-02,293247,30495.0
2023-07-03,324779,31048.0
2023-07-04,364211,30965.0
2023-07-05,482697,30328.0
2023-07-06,369761,30423.0
2023-07-07,522678,30349.0
2023-07-08,568770,30209.0
2023-07-09,584087,30359.0
2023-07-10,558375,30299.0
2023-07-11,488730,30603.0
2023-07-12,422098,30639.0
2023-07-13,431408,31012.0
2023-07-14,411030,31256.1
2023-07-15,411259,30317.0
2023-07-16,583445,30411.0
2023-07-17,480616,30171.0
2023-07-18,576913,29915.0
2023-07-19,504435,29973.0
2023-07-20,423362,29814.0
2023-07-21,317808,29861.0
2023-07-22,310493,29909.0
2023-07-23,518501,29898.0
2023-07-24,474099,29076.0
2023-07-25,543337,29207.0
2023-07-26,455719,29313.0
2023-07-27,383577,29352.0
2023-07-28,480271,29382.0
2023-07-29,445356,29292.0
2023-07-30,480114,29408.0
2023-07-31,578679,29251.0
2023-08-01,430386,28899.0
2023-08-02,388060,29308.0
2023-08-03,455803,29231.0
2023-08-04,360572,29263.0
2023-08-05,439338,29016.0
2023-08-06,507287,28977.0
2023-08-07,562111,28809.0
2023-08-08,332748,29534.0
2023-08-09,484933,29756.0
2023-08-10,363844,29449.0
2023-08-11,504341,29340.0
2023-08-12,460623,29433.0
2023-08-13,471604,29353.0
2023-08-14,583985,29568.0
2023-08-15,628946,29286.0
2023-08-16,474371,29113.0
2023-08-17,596813,27922.0
2023-08-18,403602,26017.0
2023-08-19,430750,26058.0
2023-08-20,685479,26069.0
2023-08-21,568094,25922.0
2023-08-22,444692,25925.0
2023-08-23,446031,26139.0
2023-08-24,388005,26005.0
2023-08-25,426065,25923.0
2023-08-26,446335,26041.0
2023-08-27,438346,26127.0
2023-08-28,358909,26123.0
2023-08-29,464404,27464.0
2023-08-30,437042,27211.0
2023-08-31,411151,26920.0
2023-09-01,422786,25821.0
2023-09-02,505567,25897.0
2023-09-03,577659,25871.0
2023-09-04,616810,25794.0
2023-09-05,492452,25744.0
2023-09-06,526488,25604.0
2023-09-07,453869,25774.0
2023-09-08,483060,25835.0
2023-09-09,445397,25900.0
2023-09-10,651964,25771.0
2023-09-11,471177,25114.3
2023-09-12,508065,26190.0
2023-09-13,414967,26338.0
2023-09-14,567777,26685.0
2023-09-15,691791,26319.0
2023-09-16,625003,26534.0
2023-09-17,638417,26555.0
2023-09-18,645283,27263.0
2023-09-19,522564,27409.3
2023-09-20,504999,27189.3
2023-09-21,453080,26600.0
2023-09-22,490699,26643.8
2023-09-23,533614,26573.0
2023-09-24,555023,26582.3
2023-09-25,261640,26244.0
2023-09-26,324495,26135.1
2023-09-27,298329,26250.0
2023-09-28,421567,26976.9
2023-09-29,303948,26887.5
2023-09-30,293631,27000.9
2023-10-01,301513,27136.0
2023-10-02,350695,28042.3
2023-10-03,313461,27346.2
2023-10-04,283774,27400.8
2023-10-05,309815,27564.3
2023-10-06,307637,27944.1
2023-10-07,266900,27955.7
2023-10-08,239601,27912.0
2023-10-09,281061,27452.5
2023-10-10,259562,27387.0
2023-10-11,285004,26811.0
2023-10-12,262389,26663.0
2023-10-13,274875,26714.0
2023-10-14,281604,26929.0
2023-10-15,253739,26899.0
2023-10-16,283237,28068.0
2023-10-17,292017,28488.0
2023-10-18,273845,28257.0
2023-10-19,291150,28703.0
2023-10-20,294229,29551.0
2023-10-21,266722,29932.0
2023-10-22,255719,29836.0
2023-10-23,278461,30899.0
2023-10-24,350216,33690.0
2023-10-25,501830,34886.0
2023-10-26,444346,34042.0
2023-10-27,361128,34070.0
2023-10-28,594481,34178.0
2023-10-29,473958,34474.0
2023-10-30,428299,34662.0
2023-10-31,443895,34295.0
