Time,LTC average daily block size,Price
2014-03-07,0.01479293,16.48243523
2014-03-08,0.00692366,15.85789776
2014-03-09,0.00733474,15.40605164
2014-03-10,0.01001653,15.98194408
2014-03-11,0.00857534,16.00627327
2014-03-12,0.01068938,16.10233498
2014-03-13,0.01041958,17.16038132
2014-03-14,0.00832376,16.9979496
2014-03-15,0.00918100,16.6016674
2014-03-16,0.00920986,16.89461327
2014-03-17,0.01074922,17.34573174
2014-03-18,0.01449407,17.29459
2014-03-19,0.02094192,19.45343399
2014-03-20,0.01105047,17.16661072
2014-03-21,0.01222270,16.40228844
2014-03-22,0.00750709,15.63930225
2014-03-23,0.00881268,15.71037388
2014-03-24,0.00976848,15.29675198
2014-03-25,0.00949314,16.22605133
2014-03-26,0.00987868,16.29013062
2014-03-27,0.00989745,16.28004646
2014-03-28,0.00954806,12.66046524
2014-03-29,0.00889125,13.9084549
2014-03-30,0.00944491,13.44649887
2014-03-31,0.01102914,13.14605522
2014-04-01,0.00832998,12.77492714
2014-04-02,0.00837401,13.09333038
2014-04-03,0.01092038,11.26337433
2014-04-04,0.00743214,11.06604385
2014-04-05,0.00629349,11.00299263
2014-04-06,0.00768995,11.17957497
2014-04-07,0.00819708,11.6559267
2014-04-08,0.00712124,11.21057606
2014-04-09,0.00682510,11.37990284
2014-04-10,0.00921001,11.18763638
2014-04-11,0.00955172,8.42459393
2014-04-12,0.00812516,10.90500164
2014-04-13,0.00932398,10.6648283
2014-04-14,0.00942694,10.38670635
2014-04-15,0.01421757,11.46351147
2014-04-16,0.01428532,13.30229473
2014-04-17,0.00996945,13.422472
2014-04-18,0.00981672,12.46046829
2014-04-19,0.00859547,12.04557514
2014-04-20,0.00927432,12.8550024
2014-04-21,0.00753309,12.56046772
2014-04-22,0.00786441,12.49682999
2014-04-23,0.00764150,12.03858757
2014-04-24,0.00632668,12.13743019
2014-04-25,0.00860879,12.53533649
2014-04-26,0.00595585,10.80757427
2014-04-27,0.00700569,10.56065464
2014-04-28,0.00913063,9.7909956
2014-04-29,0.00500094,10.1224966
2014-04-30,0.00633095,10.40315914
2014-05-01,0.00712572,10.92730045
2014-05-02,0.00587089,11.13124943
2014-05-03,0.00764512,10.51679802
2014-05-04,0.00618983,10.30080795
2014-05-05,0.00554276,10.31131363
2014-05-06,0.00597009,10.20509052
2014-05-07,0.00702229,10.34142017
2014-05-08,0.00900328,10.50908184
2014-05-09,0.00702354,10.42281914
2014-05-10,0.00591500,10.7617569
2014-05-11,0.00618232,10.71716881
2014-05-12,0.00728844,10.33806038
2014-05-13,0.00534303,10.41868496
2014-05-14,0.00542414,10.40582371
2014-05-15,0.00604761,10.43307686
2014-05-16,0.00507783,10.48279476
2014-05-17,0.00543900,10.44066143
2014-05-18,0.00498912,10.34725761
2014-05-19,0.00707626,10.34333801
2014-05-20,0.00744490,10.30385303
2014-05-21,0.00835829,10.60335159
2014-05-22,0.01122510,10.57919121
2014-05-23,0.01192466,10.64639473
2014-05-24,0.00526934,11.20851517
2014-05-25,0.00642053,11.12306404
2014-05-26,0.00640923,11.57830811
2014-05-27,0.00567140,11.54675961
2014-05-28,0.00748889,11.16233635
2014-05-29,0.00552311,11.01273251
2014-05-30,0.00723216,10.7815752
2014-05-31,0.00522161,11.25792408
2014-06-01,0.00781385,10.92648506
2014-06-02,0.00700416,11.14717388
2014-06-03,0.00642090,11.35939598
2014-06-04,0.00573850,11.47022247
2014-06-05,0.00622079,11.0392952
2014-06-06,0.00547576,11.29538441
2014-06-07,0.00652038,11.19596767
2014-06-08,0.00693887,11.10968208
2014-06-09,0.00741781,11.26592731
2014-06-10,0.00687954,11.21110153
2014-06-11,0.00730591,11.10305595
2014-06-12,0.00639667,10.93151665
2014-06-13,0.00715726,10.16253757
2014-06-14,0.00509506,10.25964069
2014-06-15,0.00400213,9.87468529
2014-06-16,0.00552591,9.96162224
2014-06-17,0.00505205,9.68344879
2014-06-18,0.00924519,9.67410469
2014-06-19,0.01294066,9.67678356
2014-06-20,0.00659626,9.99636745
2014-06-21,0.00418025,9.84114361
2014-06-22,0.00419959,9.84951878
2014-06-23,0.00411064,9.76990128
2014-06-24,0.00454001,9.72811222
2014-06-25,0.00549654,9.61211014
2014-06-26,0.00449216,9.20060062
2014-06-27,0.00517004,9.09437656
2014-06-28,0.00373935,9.24751759
2014-06-29,0.00437214,9.19578648
2014-06-30,0.00557972,8.97191238
2014-07-01,0.00598692,8.96225739
2014-07-02,0.00744882,7.98479033
2014-07-03,0.00520853,8.06755924
2014-07-04,0.00415706,8.03005886
2014-07-05,0.00438012,7.32218647
2014-07-06,0.00383809,7.30489874
2014-07-07,0.00619174,7.09888697
2014-07-08,0.00662101,7.73099422
2014-07-09,0.00700007,7.79258966
2014-07-10,0.00616316,7.79260349
2014-07-11,0.00703933,7.85397196
2014-07-12,0.00674124,8.61945248
2014-07-13,0.00852788,8.89791203
2014-07-14,0.00761604,8.619771
2014-07-15,0.00644363,8.55823517
2014-07-16,0.00699441,8.3152914
2014-07-17,0.00700891,8.65816498
2014-07-18,0.00816255,8.72484589
2014-07-19,0.08230637,8.60983753
2014-07-20,0.03206705,8.46209431
2014-07-21,0.00472393,8.58654976
2014-07-22,0.00727742,8.56691742
2014-07-23,0.00392819,8.4591856
2014-07-24,0.00542634,7.79307318
2014-07-25,0.00624641,7.55479765
2014-07-26,0.00560909,7.60348272
2014-07-27,0.00436132,7.75354004
2014-07-28,0.00424974,7.58822632
2014-07-29,0.00437673,7.65241003
2014-07-30,0.00494871,7.26385307
2014-07-31,0.00595632,7.53752708
2014-08-01,0.00513959,7.70185423
2014-08-02,0.00435246,7.62533188
2014-08-03,0.00398962,7.53763628
2014-08-04,0.00421424,7.41390467
2014-08-05,0.00618932,7.26678991
2014-08-06,0.00653170,7.18435431
2014-08-07,0.00581670,7.17608356
2014-08-08,0.00507787,7.06227779
2014-08-09,0.00462319,6.94440746
2014-08-10,0.00441147,6.94621944
2014-08-11,0.00546148,6.05787086
2014-08-12,0.00606765,5.65151834
2014-08-13,0.00623802,5.042449
2014-08-14,0.00529312,5.04379559
2014-08-15,0.00449059,5.04859066
2014-08-16,0.00437915,4.97831726
2014-08-17,0.00439730,4.3320322
2014-08-18,0.00590141,3.71356797
2014-08-19,0.00617568,4.67193604
2014-08-20,0.00580221,5.44995928
2014-08-21,0.00571922,5.79547691
2014-08-22,0.00377454,5.24732828
2014-08-23,0.00350245,4.90175629
2014-08-24,0.00362860,5.45123816
2014-08-25,0.00353188,5.20786619
2014-08-26,0.00435794,5.5387392
2014-08-27,0.00376404,5.3852272
2014-08-28,0.00375620,5.27704
2014-08-29,0.00383289,5.36002588
2014-08-30,0.00375717,5.22624493
2014-08-31,0.00392013,4.85829449
2014-09-01,0.00428046,4.71304131
2014-09-02,0.00363460,4.81860495
2014-09-03,0.00394585,4.87154579
2014-09-04,0.00537989,5.17592573
2014-09-05,0.00449962,4.96420145
2014-09-06,0.00436275,4.9840517
2014-09-07,0.00346410,5.15604305
2014-09-08,0.00311319,5.09617281
2014-09-09,0.00372953,5.06523418
2014-09-10,0.00451623,5.34294748
2014-09-11,0.00472658,5.45186424
2014-09-12,0.00385087,5.38247919
2014-09-13,0.00573905,5.44849968
2014-09-14,0.00342784,5.40482712
2014-09-15,0.00413508,5.176651
2014-09-16,0.00401109,5.07491302
2014-09-17,0.00374392,5.05855274
2014-09-18,0.00473034,4.68522978
2014-09-19,0.00519659,4.32777214
2014-09-20,0.00489310,4.28644371
2014-09-21,0.00713422,4.24592066
2014-09-22,0.00449171,4.24235392
2014-09-23,0.00411060,4.74656773
2014-09-24,0.00413813,4.6667881
2014-09-25,0.00371600,4.51464796
2014-09-26,0.00360665,4.43359137
2014-09-27,0.00388729,4.42179632
2014-09-28,0.00388590,4.23323011
2014-09-29,0.00366034,4.24678946
2014-09-30,0.00325141,4.47472668
2014-10-01,0.00482747,4.4301486
2014-10-02,0.00365080,4.32265759
2014-10-03,0.00303707,4.17511797
2014-10-04,0.00365674,3.93820024
2014-10-05,0.00379839,3.69914269
2014-10-06,0.00352940,3.82236695
2014-10-07,0.00425007,3.85862851
2014-10-08,0.00416513,3.90788698
2014-10-09,0.00398157,3.90065908
2014-10-10,0.00327235,3.80738854
2014-10-11,0.00371693,3.77266335
2014-10-12,0.00273099,3.85033369
2014-10-13,0.00338957,3.86178279
2014-10-14,0.00585715,4.07591057
2014-10-15,0.00489025,4.0564208
2014-10-16,0.00270048,3.99088931
2014-10-17,0.00307515,3.99327445
2014-10-18,0.00322169,4.05575752
2014-10-19,0.00460880,3.98894095
2014-10-20,0.00295027,3.90982604
2014-10-21,0.00384825,3.94000578
2014-10-22,0.00314795,3.84331608
2014-10-23,0.00272489,3.73965454
2014-10-24,0.00294780,3.74752617
2014-10-25,0.00297083,3.66755009
2014-10-26,0.00226256,3.7271843
2014-10-27,0.00335291,3.80730581
2014-10-28,0.00353221,3.84606838
2014-10-29,0.00281475,3.72694516
2014-10-30,0.00298156,3.78586245
2014-10-31,0.00328055,3.75400352
2014-11-01,0.00352561,3.57058525
2014-11-02,0.00327114,3.58510423
2014-11-03,0.00289981,3.57805562
2014-11-04,0.00316074,3.59175682
2014-11-05,0.00333141,3.64484549
2014-11-06,0.00278508,3.64956498
2014-11-07,0.00323664,3.55736971
2014-11-08,0.00347943,3.5562613
2014-11-09,0.00347209,3.63146162
2014-11-10,0.00404513,3.69563007
2014-11-11,0.00304757,3.67588592
2014-11-12,0.00368830,4.06861258
2014-11-13,0.00521075,4.09765577
2014-11-14,0.00413672,3.9893713
2014-11-15,0.00318433,3.85432935
2014-11-16,0.00348429,3.8836267
2014-11-17,0.00385513,3.87744117
2014-11-18,0.00307434,3.77016497
2014-11-19,0.00346707,3.80746245
2014-11-20,0.00345091,3.61154532
2014-11-21,0.00375298,3.49692822
2014-11-22,0.00394628,3.52329326
2014-11-23,0.00296511,3.59435749
2014-11-24,0.00349160,3.62854648
2014-11-25,0.00285286,3.56749678
2014-11-26,0.00399607,3.560462
2014-11-27,0.00271855,3.55987716
2014-11-28,0.00366013,3.60385752
2014-11-29,0.00327988,3.58628273
2014-11-30,0.00400113,3.57609034
2014-12-01,0.00349799,3.57714009
2014-12-02,0.00418609,3.63109589
2014-12-03,0.00321729,3.61201572
2014-12-04,0.00439157,3.59263015
2014-12-05,0.00525609,3.61822987
2014-12-06,0.00407587,3.61452389
2014-12-07,0.00318329,3.71116138
2014-12-08,0.00325576,3.65320396
2014-12-09,0.00338110,3.52117181
2014-12-10,0.00306676,3.49985981
2014-12-11,0.00307046,3.47890115
2014-12-12,0.00287804,3.48670816
2014-12-13,0.00354608,3.47607422
2014-12-14,0.00338058,3.48048449
2014-12-15,0.00348823,3.45077872
2014-12-16,0.00421278,3.01526165
2014-12-17,0.00357908,2.94023418
2014-12-18,0.00360085,2.80556583
2014-12-19,0.00283934,2.86910677
2014-12-20,0.00384508,2.92357659
2014-12-21,0.00374615,2.85039115
2014-12-22,0.00445573,2.88578916
2014-12-23,0.00457022,2.88196135
2014-12-24,0.00330476,2.73834133
2014-12-25,0.00286648,2.69945407
2014-12-26,0.00435878,2.78168702
2014-12-27,0.00477615,2.71695089
2014-12-28,0.00406877,2.73303771
2014-12-29,0.00405618,2.69481611
2014-12-30,0.00378822,2.70400715
2014-12-31,0.00376888,2.71893287
2015-01-01,0.00293786,2.69904542
2015-01-02,0.00345810,2.66736436
2015-01-03,0.00476506,2.13316369
2015-01-04,0.00521890,1.95668352
2015-01-05,0.00483999,2.08218002
2015-01-06,0.00533646,2.11211777
2015-01-07,0.00533147,2.11818266
2015-01-08,0.00573066,2.00807405
2015-01-09,0.00476636,2.00807405
2015-01-10,0.00545236,1.65332007
2015-01-11,0.00512227,1.72456288
2015-01-12,0.00579872,1.71423495
2015-01-13,0.00613392,1.54112375
2015-01-14,0.00640602,1.1570096
2015-01-15,0.00548859,1.28277385
2015-01-16,0.00631037,1.40227067
2015-01-17,0.00586221,1.29340911
2015-01-18,0.00547823,1.33333242
2015-01-19,0.00540056,1.34178281
2015-01-20,0.00595393,1.32355452
2015-01-21,0.00557314,1.37330949
2015-01-22,0.00530014,1.41875196
2015-01-23,0.00380374,1.42595315
2015-01-24,0.00384320,1.84379733
2015-01-25,0.00747495,2.24829888
2015-01-26,0.00540025,2.0810461
2015-01-27,0.00657408,2.08608055
2015-01-28,0.00550756,1.87202299
2015-01-29,0.00508363,1.91566944
2015-01-30,0.00500425,1.89763308
2015-01-31,0.00602292,1.8734951
2015-02-01,0.00565738,1.80351961
2015-02-02,0.00718817,1.876176
2015-02-03,0.00592374,1.82175744
2015-02-04,0.00448842,1.79234958
2015-02-05,0.00475067,1.74122977
2015-02-06,0.00415427,1.75941002
2015-02-07,0.00535474,1.78171635
2015-02-08,0.01013554,1.78358734
2015-02-09,0.01266487,1.73146963
2015-02-10,0.00824985,1.76317894
2015-02-11,0.00577187,1.72743571
2015-02-12,0.00594024,1.7575587
2015-02-13,0.00906492,1.82167864
2015-02-14,0.00687413,1.93768537
2015-02-15,0.00575714,1.84199512
2015-02-16,0.00521844,1.79627907
2015-02-17,0.00475966,1.8531214
2015-02-18,0.00655250,1.82816267
2015-02-19,0.00552524,1.84676445
2015-02-20,0.00401615,1.84794557
2015-02-21,0.00494742,1.8489145
2015-02-22,0.00460161,1.79620469
2015-02-23,0.00598179,1.82041335
2015-02-24,0.00611557,1.82931542
2015-02-25,0.00644676,1.80233753
2015-02-26,0.00622584,1.81012762
2015-02-27,0.00787119,1.84918487
2015-02-28,0.00676451,1.84072661
2015-03-01,0.00640850,1.89157176
2015-03-02,0.00735630,1.93610287
2015-03-03,0.00852222,1.95604801
2015-03-04,0.00651989,1.93050206
2015-03-05,0.00972671,1.91641033
2015-03-06,0.00608605,1.89782333
2015-03-07,0.00693356,1.91050208
2015-03-08,0.00565087,1.89185858
2015-03-09,0.00546435,1.94427979
2015-03-10,0.00558871,2.00905848
2015-03-11,0.00526727,2.02628183
2015-03-12,0.00542805,2.04279447
2015-03-13,0.00653717,2.00796294
2015-03-14,0.00849956,1.99604881
2015-03-15,0.00675043,2.01883078
2015-03-16,0.00623891,2.03307867
2015-03-17,0.00963778,1.98214662
2015-03-18,0.00707039,1.74253738
2015-03-19,0.00676302,1.75909376
2015-03-20,0.00550819,1.7672112
2015-03-21,0.00554439,1.74668801
2015-03-22,0.00677560,1.79771519
2015-03-23,0.00615188,1.7781601
2015-03-24,0.00554008,1.6515857
2015-03-25,0.00521067,1.67314446
2015-03-26,0.00512785,1.69549441
2015-03-27,0.00568420,1.68674409
2015-03-28,0.00690663,1.70366406
2015-03-29,0.00562631,1.65567636
2015-03-30,0.00592328,1.66957986
2015-03-31,0.00553260,1.6525954
2015-04-01,0.00765698,1.66462994
2015-04-02,0.00567554,1.67780554
2015-04-03,0.00475115,1.69851482
2015-04-04,0.00593145,1.68785453
2015-04-05,0.00540839,1.70081997
2015-04-06,0.00494654,1.68687189
2015-04-07,0.00589166,1.66842079
2015-04-08,0.00429868,1.62750471
2015-04-09,0.00644922,1.58593678
2015-04-10,0.00623046,1.52703512
2015-04-11,0.00811825,1.45911145
2015-04-12,0.00584673,1.4624747
2015-04-13,0.00514898,1.37690258
2015-04-14,0.00704434,1.37847674
2015-04-15,0.00585713,1.38299501
2015-04-16,0.00446832,1.42144549
2015-04-17,0.00441797,1.40912831
2015-04-18,0.00857458,1.409935
2015-04-19,0.00691447,1.38917446
2015-04-20,0.00526833,1.4089613
2015-04-21,0.00887992,1.42388427
2015-04-22,0.00534944,1.45419192
2015-04-23,0.00799990,1.46174836
2015-04-24,0.00559843,1.41928005
2015-04-25,0.00742020,1.40291381
2015-04-26,0.00501546,1.32117295
2015-04-27,0.00676403,1.38347518
2015-04-28,0.00572706,1.36401546
2015-04-29,0.00419556,1.36131632
2015-04-30,0.00615063,1.43984365
2015-05-01,0.00417822,1.40659428
2015-05-02,0.00809583,1.42153358
2015-05-03,0.00499350,1.43269932
2015-05-04,0.00613754,1.4076606
2015-05-05,0.00541786,1.40632713
2015-05-06,0.00544201,1.38890254
2015-05-07,0.00508699,1.455181
2015-05-08,0.00475421,1.48108149
2015-05-09,0.00603814,1.44830823
2015-05-10,0.00575075,1.43874097
2015-05-11,0.00551222,1.43732631
2015-05-12,0.00701608,1.44561553
2015-05-13,0.00524268,1.45141828
2015-05-14,0.00480713,1.44776976
2015-05-15,0.00444598,1.45429313
2015-05-16,0.00626983,1.44613063
2015-05-17,0.00524229,1.45413959
2015-05-18,0.00957609,1.44637012
2015-05-19,0.00502610,1.45319414
2015-05-20,0.00473771,1.45919418
2015-05-21,0.00510786,1.47806096
2015-05-22,0.00588655,1.83229613
2015-05-23,0.00687070,1.78646255
2015-05-24,0.00560040,1.83116794
2015-05-25,0.00646099,1.80332112
2015-05-26,0.00474237,1.81731415
2015-05-27,0.00849786,1.84502077
2015-05-28,0.00476821,1.84075391
2015-05-29,0.00467777,1.83135307
2015-05-30,0.00648565,1.81312144
2015-05-31,0.00458002,1.63708353
2015-06-01,0.00603601,1.61600864
2015-06-02,0.00551928,1.66996706
2015-06-03,0.00468984,1.68718004
2015-06-04,0.00435876,1.66834939
2015-06-05,0.00501359,1.76056802
2015-06-06,0.00600274,1.75980663
2015-06-07,0.00499212,1.73052502
2015-06-08,0.00901436,1.78646278
2015-06-09,0.00447635,1.79581666
2015-06-10,0.00578595,1.75924265
2015-06-11,0.00563190,1.79215968
2015-06-12,0.00610522,1.80219436
2015-06-13,0.00642244,1.86153245
2015-06-14,0.00861898,2.00286508
2015-06-15,0.00690999,2.01825142
2015-06-16,0.00881577,2.87659454
2015-06-17,0.01017150,2.88861775
2015-06-18,0.00818528,3.0950706
2015-06-19,0.00689923,2.80730414
2015-06-20,0.00822159,3.03591371
2015-06-21,0.01062375,3.02235985
2015-06-22,0.00671601,3.02846122
2015-06-23,0.00606206,2.9745338
2015-06-24,0.00636182,2.77862716
2015-06-25,0.00747116,2.85033274
2015-06-26,0.00641979,2.86023951
2015-06-27,0.01034053,3.10317302
2015-06-28,0.01146161,3.3058238
2015-06-29,0.01135395,3.73649526
2015-06-30,0.01776774,4.08675909
2015-07-01,0.00851832,3.92427468
2015-07-02,0.00751242,4.06536627
2015-07-03,0.00694094,4.11531496
2015-07-04,0.00798757,4.11353064
2015-07-05,0.00763646,4.95272017
2015-07-06,0.01191987,5.41723442
2015-07-07,0.01006114,5.23463202
2015-07-08,0.00800732,6.36112356
2015-07-09,0.01394829,7.53694296
2015-07-10,0.01868606,4.50522041
2015-07-11,0.01184209,4.37381697
2015-07-12,0.01058661,5.28724813
2015-07-13,0.00856223,4.67990303
2015-07-14,0.00669760,4.6498909
2015-07-15,0.00683114,4.21409369
2015-07-16,0.01062205,3.68978143
2015-07-17,0.00613613,3.78680515
2015-07-18,0.00534313,4.00187826
2015-07-19,0.00588290,3.76611066
2015-07-20,0.00500094,3.93859434
2015-07-21,0.00442157,3.76621032
2015-07-22,0.00493131,3.82366419
2015-07-23,0.00350472,3.78443646
2015-07-24,0.00493458,4.60182667
2015-07-25,0.00558038,4.63198757
2015-07-26,0.00570532,4.66231585
2015-07-27,0.00526190,4.67136574
2015-07-28,0.00564143,5.05840015
2015-07-29,0.00563256,4.79768467
2015-07-30,0.00429556,4.57803392
2015-07-31,0.00391877,4.64104176
2015-08-01,0.00500385,4.15320396
2015-08-02,0.00435693,4.17490911
2015-08-03,0.00530723,4.16219473
2015-08-04,0.00451280,4.37793016
2015-08-05,0.00439655,4.34921503
2015-08-06,0.00478637,4.06467485
2015-08-07,0.00413103,4.20828247
2015-08-08,0.00473224,3.85475302
2015-08-09,0.00535004,3.89859128
2015-08-10,0.00539080,3.94887686
2015-08-11,0.00403896,4.15955114
2015-08-12,0.00524138,3.98545313
2015-08-13,0.00514133,3.88034105
2015-08-14,0.00444625,4.02622652
2015-08-15,0.00458967,3.9254632
2015-08-16,0.00473680,3.95228195
2015-08-17,0.00478241,3.98395896
2015-08-18,0.00489706,3.46971178
2015-08-19,0.00463225,3.47782493
2015-08-20,0.00412491,3.60509038
2015-08-21,0.00352915,3.56501508
2015-08-22,0.00799656,3.51123333
2015-08-23,0.00463750,3.39447045
2015-08-24,0.00596892,2.99473691
2015-08-25,0.00620079,2.93719912
2015-08-26,0.00534010,2.9465127
2015-08-27,0.00411088,2.86605453
2015-08-28,0.00409425,2.90628648
2015-08-29,0.00426611,2.87650728
2015-08-30,0.00384397,2.84840322
2015-08-31,0.00365042,2.84207153
2015-09-01,0.00369488,2.82001448
2015-09-02,0.00321690,2.79544544
2015-09-03,0.00348581,2.63313818
2015-09-04,0.00366917,2.70112371
2015-09-05,0.00400927,2.91953635
2015-09-06,0.00632208,3.04807091
2015-09-07,0.00395423,3.04589915
2015-09-08,0.00361598,3.04737568
2015-09-09,0.00335194,2.9239161
2015-09-10,0.00294219,2.94935632
2015-09-11,0.00372253,2.95746017
2015-09-12,0.00322573,2.82555485
2015-09-13,0.00528411,2.8159411
2015-09-14,0.00451678,2.84464836
2015-09-15,0.00307031,2.82318807
2015-09-16,0.00338715,2.80298424
2015-09-17,0.00341901,2.90637326
2015-09-18,0.00472659,2.95695639
2015-09-19,0.00381401,2.87357521
2015-09-20,0.00492283,2.84643531
2015-09-21,0.00650313,2.79912663
2015-09-22,0.00533418,2.84464741
2015-09-23,0.00402488,2.86554766
2015-09-24,0.00393990,2.92998147
2015-09-25,0.00440311,2.89286017
2015-09-26,0.00362158,2.88688207
2015-09-27,0.00534708,2.87115836
2015-09-28,0.00605009,3.07280016
2015-09-29,0.00447628,2.96998906
2015-09-30,0.00461689,3.00978327
2015-10-01,0.00474460,3.00191545
2015-10-02,0.00414967,2.99319696
2015-10-03,0.00365871,3.03008008
2015-10-04,0.00492059,3.01435614
2015-10-05,0.00455035,3.01599288
2015-10-06,0.00426957,3.14592814
2015-10-07,0.00481171,3.05857921
2015-10-08,0.00440244,3.06403184
2015-10-09,0.00436363,3.1079669
2015-10-10,0.00611878,3.10598898
2015-10-11,0.00470667,3.14503813
2015-10-12,0.00580362,3.13719654
2015-10-13,0.00446506,3.17973757
2015-10-14,0.00507587,3.14418221
2015-10-15,0.00626487,3.10489273
2015-10-16,0.00512828,3.10735393
2015-10-17,0.00669725,3.07154417
2015-10-18,0.00631267,3.02279377
2015-10-19,0.00526050,3.04797053
2015-10-20,0.00583371,3.09260368
2015-10-21,0.00729341,3.07514954
2015-10-22,0.00483228,3.11464596
2015-10-23,0.00576528,3.11153889
2015-10-24,0.00727736,3.09985924
2015-10-25,0.00742774,3.06579041
2015-10-26,0.00727516,3.10442686
2015-10-27,0.00719315,3.09454799
2015-10-28,0.00713875,3.10077167
2015-10-29,0.00798166,3.78220654
2015-10-30,0.01048138,4.06167603
2015-10-31,0.01086589,3.80433154
2015-11-01,0.00571313,3.95930147
2015-11-02,0.00654397,4.16489649
2015-11-03,0.00683344,4.58980274
2015-11-04,0.01037139,4.23022032
2015-11-05,0.00801030,3.96163583
2015-11-06,0.00863542,3.54801464
2015-11-07,0.00578127,3.59887409
2015-11-08,0.00640486,3.41906643
2015-11-09,0.00788838,3.39661884
2015-11-10,0.00713628,3.11514878
2015-11-11,0.00663444,2.96938753
2015-11-12,0.00626163,3.27870131
2015-11-13,0.00531040,3.22598696
2015-11-14,0.00734439,3.19461036
2015-11-15,0.00631006,3.06579971
2015-11-16,0.00644833,3.1894455
2015-11-17,0.00653757,3.20197964
2015-11-18,0.00707288,3.18551302
2015-11-19,0.00675126,3.13360643
2015-11-20,0.00574721,3.11556554
2015-11-21,0.00756358,3.15027022
2015-11-22,0.00668493,3.13683057
2015-11-23,0.00561482,3.12410378
2015-11-24,0.00525327,3.10783219
2015-11-25,0.00658180,3.3444407
2015-11-26,0.01013128,3.60833955
2015-11-27,0.00775335,3.57860947
2015-11-28,0.00649523,3.52259111
2015-11-29,0.00666670,3.66972733
2015-11-30,0.00594830,3.6212194
2015-12-01,0.00687192,3.43489599
2015-12-02,0.00511711,3.34225297
2015-12-03,0.00501084,3.37749314
2015-12-04,0.00502594,3.36181474
2015-12-05,0.00739264,3.52371645
2015-12-06,0.00730106,3.47310448
2015-12-07,0.00962332,3.64514112
2015-12-08,0.00688968,3.68692207
2015-12-09,0.00692062,3.66902566
2015-12-10,0.00588892,3.66394138
2015-12-11,0.00648489,3.836447
2015-12-12,0.00838356,3.60633254
2015-12-13,0.00616425,3.62673926
2015-12-14,0.00691578,3.61456943
2015-12-15,0.00785216,3.8337698
2015-12-16,0.00851753,3.69892073
2015-12-17,0.00546250,3.74000025
2015-12-18,0.00485313,3.75695777
2015-12-19,0.00571376,3.72061563
2015-12-20,0.00436120,3.53612018
2015-12-21,0.00677864,3.45868683
2015-12-22,0.00448096,3.41952944
2015-12-23,0.00593307,3.57807016
2015-12-24,0.00431477,3.64400244
2015-12-25,0.00366982,3.62475419
2015-12-26,0.00429566,3.42442489
2015-12-27,0.00642630,3.47904706
2015-12-28,0.00501235,3.46603465
2015-12-29,0.00541497,3.50026464
2015-12-30,0.00573753,3.45914149
2015-12-31,0.00440403,3.48017335
2016-01-01,0.00508372,3.50898409
2016-01-02,0.00552509,3.50215697
2016-01-03,0.00403616,3.48306918
2016-01-04,0.00526802,3.49539495
2016-01-05,0.00413197,3.46966624
2016-01-06,0.00373422,3.45355749
2016-01-07,0.00565353,3.6041441
2016-01-08,0.00587701,3.56887746
2016-01-09,0.00718842,3.5605669
2016-01-10,0.00483045,3.53672147
2016-01-11,0.00885322,3.55661941
2016-01-12,0.00483244,3.49368024
2016-01-13,0.00472815,3.47602415
2016-01-14,0.00400886,3.46598887
2016-01-15,0.00472356,2.99677944
2016-01-16,0.00572497,3.08694029
2016-01-17,0.00721862,3.02619243
2016-01-18,0.00662852,3.04896069
2016-01-19,0.00460877,3.01744437
2016-01-20,0.00429843,3.38852787
2016-01-21,0.00624542,3.22078252
2016-01-22,0.00390825,3.0765686
2016-01-23,0.00674678,3.10348296
2016-01-24,0.00784795,3.18100095
2016-01-25,0.00715986,3.12727857
2016-01-26,0.00915802,3.15481877
2016-01-27,0.00966069,3.2874465
2016-01-28,0.01042092,3.12016296
2016-01-29,0.01217089,3.11137533
2016-01-30,0.01687531,3.08080244
2016-01-31,0.01643180,3.05215883
2016-02-01,0.00604640,3.07724261
2016-02-02,0.00656339,3.07586884
2016-02-03,0.00529196,3.04753041
2016-02-04,0.00641125,3.16276693
2016-02-05,0.00533606,3.13740945
2016-02-06,0.00853538,3.09900498
2016-02-07,0.00456519,3.08595967
2016-02-08,0.00501360,3.0621593
2016-02-09,0.00781674,3.08155417
2016-02-10,0.00563231,3.09524798
2016-02-11,0.00453288,3.07562256
2016-02-12,0.00562839,3.11187005
2016-02-13,0.00534734,3.12969303
2016-02-14,0.00512469,3.21058726
2016-02-15,0.00613904,3.18250656
2016-02-16,0.00506951,3.20900846
2016-02-17,0.00580503,3.24102855
2016-02-18,0.00491324,3.25143123
2016-02-19,0.00682781,3.25279045
2016-02-20,0.00730492,3.45799184
2016-02-21,0.00709779,3.46427155
2016-02-22,0.00658519,3.48363161
2016-02-23,0.00753498,3.39693499
2016-02-24,0.00604351,3.37487483
2016-02-25,0.00542739,3.36552358
2016-02-26,0.00511950,3.41679454
2016-02-27,0.00656097,3.41287971
2016-02-28,0.00454185,3.44186473
2016-02-29,0.00724882,3.44611311
2016-03-01,0.00633316,3.43297386
2016-03-02,0.00878937,3.36501932
2016-03-03,0.00555702,3.32352662
2016-03-04,0.00610802,3.25023389
2016-03-05,0.00651745,3.19215608
2016-03-06,0.00547505,3.22164583
2016-03-07,0.00618215,3.26774788
2016-03-08,0.00518955,3.25421786
2016-03-09,0.00429710,3.27985191
2016-03-10,0.00573688,3.28755307
2016-03-11,0.00793181,3.38469887
